site,year,plotid,pre_post_fire,postFire,tag_id,status,species,dbh_cm,ht_m,ht2crown_m,livecrownratio_perc,ht2dead_m,crownclass,crownwidth_m,decay,scorch_ht_m,scorch_percent,torch_ht_m,torch_percent,bolechar_m,healthCode,healthCode2,resprout,stump_diameter_cm,stump_ht_m,presentPostThin,StatusPostThin,notes,diamclass,PlotType
Valentine,2020,VR33,prefire,,640,L,PICO,51.3,33,4.6,,,co,3.41,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,641,L,PICO,57,33,8.4,,,co,4.26,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,642,L,ABCO,28.7,10,3.2,,,in,3.06,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,643,L,ABCO,10,3.8,0.5,,,ov,1.1,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR33,prefire,,644,L,ABCO,16.6,7.2,2.6,,,in,2.35,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR33,prefire,,645,L,PICO,54.9,33,3.2,,,co,5.65,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,646,L,ABCO,25,8.6,3.2,,,in,2.33,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,647,L,ABCO,61.6,20.4,4.4,,,co,3.9,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR33,prefire,,648,L,ABCO,27.1,12.4,0.7,,,in,2.1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,649,L,ABCO,34,12,0.5,,,co,2.23,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,650,L,ABCO,37.4,17.4,3,,,do,2.4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,651,L,ABCO,38.6,14,1.4,,,co,2.6,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,652,L,ABCO,16,7,1.4,,,in,2.3,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR33,prefire,,653,L,ABCO,94.2,35.2,4,,,do,6.63,"",,,,,,,,,,,yes,L,"",[>100],MixedConifer
Valentine,2020,VR33,prefire,,654,L,ABCO,55.5,29,5.4,,,co,3.26,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,655,L,ABCO,54,29.4,4,,,co,3.9,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,656,L,ABCO,50.1,22.2,7.6,,,co,3.3,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,657,L,ABCO,28.6,16.4,4.2,,,in,1.83,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,658,L,ABCO,26.2,12.6,6.4,,,in,2.2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,659,L,ABCO,69,31,5.4,,,do,3.5,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR33,prefire,,660,L,ABCO,25,15,3,,,in,2.53,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR33,prefire,,661,L,PICO,42,19.6,10.6,,,co,2.1,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR33,prefire,,662,L,ABCO,8,3,0.5,,,ov,0.8,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR34,prefire,,663,L,PICO,48.1,21.8,5,,,do,2.3,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR34,prefire,,664,L,ABCO,37.2,17.2,3,,,in,3.2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR34,prefire,,665,L,ABCO,48.7,20,4.2,,,do,3.8,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR34,prefire,,666,L,ABCO,12.3,5,0.5,,,ab,1.26,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR34,prefire,,667,D,PICO,41.2,17.4,0,,,-,-,2,,,,,,,,,,,yes,D,"",[40-60],MixedConifer
Valentine,2020,VR34,prefire,,668,L,ABCO,34.2,18,3.2,,,in,3.3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR34,prefire,,669,L,ABCO,9.7,4,1.2,,,ab,1.67,"",,,,,,,,,,,no,"","",[>100],MixedConifer
Valentine,2020,VR34,prefire,,670,L,PICO,44.3,21.2,8.2,,,do,3.8,"",,,,,,,,,,,no,"","",[40-60],MixedConifer
Valentine,2020,VR34,prefire,,671,L,ABCO,13,5,0.7,,,in,2.1,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR34,prefire,,672,L,ABCO,12.3,4.8,0.4,,,ab,0.6,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR34,prefire,,673,L,ABCO,33.1,17.4,2.1,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR34,prefire,,674,L,ABCO,46.5,21.6,2.8,,,do,3.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR34,prefire,,675,D,PICO,55.6,23.5,0,,,"",-,-,,,,,,,,,,,yes,L,dead top but live,[40-60],MixedConifer
Valentine,2020,VR34,prefire,,676,L,PICO,17.7,8.2,5,,,in,1.8,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR34,prefire,,677,L,PICO,45.6,23.2,6.6,,,do,2.3,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR34,prefire,,678,L,ABCO,27,30,5.8,,,co,4.35,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR34,prefire,,679,L,ABCO,29.2,10.2,0.5,,,in,2.43,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR34,prefire,,680,L,PICO,60.4,16.4,1.4,,,do,4.67,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR35,prefire,,225,L,PICO,52.5,18.4,2,,,co,5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35,prefire,,226,L,PICO,26.5,13,1.8,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,227,L,PICO,48.3,21.8,3.4,,,co,3,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35,prefire,,228,L,ABCO,52,19.8,4.6,,,co,4,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35,prefire,,229,L,ABCO,36.8,12.2,3,,,ov,7,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,230,L,PICO,34.2,18.8,3.6,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,231,L,PICO,19.9,9.8,4.6,,,ov,0.5,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR35,prefire,,232,L,PICO,41.1,20.8,9,,,do,2.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35,prefire,,233,L,PICO,35.5,12.6,6,,,co,3,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,234,D,PICO,11,4.2,0,,,-,-,2,,,,,,,,,,,yes,D,"",[<20],MixedConifer
Valentine,2020,VR35,prefire,,235,L,PICO,32.9,19.2,6,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,236,D,PICO,36.4,14.2,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,237,L,PICO,26,17.2,8.2,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,238,L,ABCO,15.3,5.8,2,,,ov,3.5,"",,,,,,,,,,,yes,L,"",[<20],MixedConifer
Valentine,2020,VR35,prefire,,239,L,PICO,35.9,21.8,10,,,co,4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,240,L,PICO,36.4,16.2,9,,,co,4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,241,L,ABCO,25.4,8.4,2.2,,,ov,4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,242,L,PIJE,58,20.4,9.2,,,do,5.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35,prefire,,243,L,PICO,35.2,16.4,2.2,,,do,4,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35,prefire,,244,L,PIJE,43.6,15.8,4.4,,,co,5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR35,prefire,,245,L,ABMA,71,23,6,,,op,6,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR4,prefire,,369,L,POTR,30.9,11.6,6.2,,,op,6.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR4,prefire,,370,L,ABCO,9,4,0.5,,,in,1.5,"",,,,,,,,,,,no,"","",[>100],UpperMontane
Valentine,2020,VR4,prefire,,371,L,ABCO,11,5,0.5,,,in,1.7,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR4,prefire,,372,L,POTR,31.6,13,7.8,,,in,5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR4,prefire,,373,D,POTR,31.3,7.4,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR4,prefire,,374,L,ABCO,34,7,3.5,,,ov,3.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR4,prefire,,375,D,ABCO,150,9.4,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR4,prefire,,376,L,ABCO,46.5,21.2,14.8,,,co,5.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR4,prefire,,377,D,ABCO,148,39,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR4,prefire,,378,L,ABCO,86.5,32.4,9.6,,,do,9,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR4,prefire,,379,L,ABCO,133,33.8,6.4,,,ov,10.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR4,prefire,,380,L,ABCO,12.3,4.5,1.3,,,in,2,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR4,prefire,,381,L,ABCO,15.9,5.6,4,,,in,1.5,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR40,prefire,,544,L,ABCO,61.2,21.8,5,,,do,6.5,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40,prefire,,545,L,ABCO,58.1,22,5,,,do,6,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40,prefire,,546,D,PIJE,62,2.4,0,,,-,-,"",,,,,,,,,,,yes,D,"",[60-80],MixedConifer
Valentine,2020,VR40,prefire,,547,L,ABMA,36.1,14.6,1.4,,,co,4,"",,,,,,,,,,,no,L,"",[20-40],MixedConifer
Valentine,2020,VR40,prefire,,548,L,ABCO,10.3,3.8,0.5,,,ab,2,"",,,,,,,,,,,no,L,"",[<20],MixedConifer
Valentine,2020,VR40,prefire,,549,L,ABCO,16.1,5.8,1.2,,,ab,2,"",,,,,,,,,,,no,L,"",[<20],MixedConifer
Valentine,2020,VR40,prefire,,550,L,ABCO,17,6,1.5,,,ov,2.5,"",,,,,,,,,,,no,L,"",[<20],MixedConifer
Valentine,2020,VR40,prefire,,551,L,ABCO,17.5,5.6,0.5,,,ov,3,"",,,,,,,,,,,no,L,"",[<20],MixedConifer
Valentine,2020,VR40,prefire,,552,L,PIJE,56.5,15.2,1.4,,,do,4.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40,prefire,,553,L,ABMA,7.7,2.4,0.5,,,ib,1,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40,prefire,,554,L,ABCO,8,2.8,0.5,,,ib,1,"",,,,,,,,,,,no,L,"",[60-80],MixedConifer
Valentine,2020,VR40,prefire,,555,L,PIJE,19.8,5.2,1.3,,,ab,2,"",,,,,,,,,,,no,L,"",[<20],MixedConifer
Valentine,2020,VR40,prefire,,556,L,PIJE,59,18.3,4,,,do,2.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40,prefire,,557,L,ABCO,72.8,19.2,1.3,,,do,6,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40,prefire,,558,L,ABCO,9.3,3.6,0.5,,,ab,6.5,"",,,,,,,,,,,no,L,"",[>100],MixedConifer
Valentine,2020,VR43,prefire,,681,L,POTR,20.2,11.2,3.4,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,682,L,PICO,8.2,3.9,2.2,,,ov,1.5,"",,,,,,,,,,,yes,D,"",[60-80],Riparian
Valentine,2020,VR43,prefire,,683,L,ABCO,58.5,22.8,6.4,,,do,4,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,684,L,PICO,23.7,13,2.9,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,685,D,PICO,41.5,13.5,0,,,-,-,3,,,,,,,,,,,no,"",fell naturally,[40-60],Riparian
Valentine,2020,VR43,prefire,,686,L,PICO,32.6,13.8,3,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,687,L,POTR,35.4,14.5,4.1,,,op,7,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,688,D,ABCO,9.8,1.6,0,,,-,-,1,,,,,,,,,,,yes,D,"",[>100],Riparian
Valentine,2020,VR43,prefire,,689,L,ABCO,55.2,19.7,3.4,,,op,8.5,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,690,L,ABCO,52.5,17.8,5.2,,,do,8,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,691,L,PICO,50.2,20,9.3,,,do,3.5,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,692,L,POTR,22.9,9.1,4.5,,,in,4.5,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,693,L,PICO,48,11.1,8.5,,,co,3,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,694,L,POTR,42.7,13.4,4.7,,,in,7,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,695,L,POTR,23,6.2,3.4,,,in,5,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,696,L,POTR,18.6,8.9,4.9,,,co,4.5,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR43,prefire,,697,L,POTR,40.9,13.4,5.6,,,co,8,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,698,L,ABCO,50,19.7,7.2,,,co,8,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,699,D,PICO,11,1.5,0,,,-,-,2,,,,,,,,,,,yes,D,"",[<20],Riparian
Valentine,2020,VR43,prefire,,700,D,PICO,14.9,7.3,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],Riparian
Valentine,2020,VR43,prefire,,701,L,ABCO,36.7,16.1,6.1,,,co,6,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,702,D,PICO,59.2,32.5,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,703,L,ABCO,21.9,8.6,2.9,,,in,3,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,704,L,POTR,13.4,8.5,5.2,,,in,2.7,"",,,,,,,,,,,yes,L,"",[<20],Riparian
Valentine,2020,VR43,prefire,,705,L,POTR,32,32,5.9,,,op,6,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,706,D,ABCO,46.2,46.2,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],Riparian
Valentine,2020,VR43,prefire,,707,L,POTR,26,26,5.3,,,co,6,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,708,L,POTR,29.5,29.5,5.5,,,co,6,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR43,prefire,,709,L,POTR,39.6,39.6,6.9,,,co,7,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR44,prefire,,887,L,POTR,68.5,11,0,,,-,-,4,,,,,,,,,,,yes,D,outside plot,[60-80],Riparian
Valentine,2020,VR44,prefire,,888,L,POTR,43.5,20.5,8,,,co,8,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR44,prefire,,889,L,PICO,35.5,29.7,19.2,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR44,prefire,,890,L,POTR,64,32.5,17.3,,,co,9,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR44,prefire,,891,L,PICO,41.5,32.1,17.3,,,co,5,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR44,prefire,,892,L,ABCO,41,23.9,9.7,,,co,6,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR44,prefire,,893,L,ABCO,38.1,28.1,13.1,,,co,7.5,"",,,,,,,,,,,yes,L,"",[20-40],Riparian
Valentine,2020,VR44,prefire,,894,L,POTR,46.5,33,18,,,ov,7,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR44,prefire,,895,L,ABMA,10.4,17.4,6.5,,,in,1.5,"",,,,,,,,,,,yes,D,"",[<20],Riparian
Valentine,2020,VR44,prefire,,896,L,ABCO,42,22.6,3.5,,,in,5.5,"",,,,,,,,,,,yes,L,"",[40-60],Riparian
Valentine,2020,VR44,prefire,,897,L,PICO,43.7,39.2,23.6,,,co,4,"",,,,,,,,,,,no,"","",[40-60],Riparian
Valentine,2020,VR44,prefire,,898,L,ABCO,60.3,30.8,9.9,,,co,7,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR44,prefire,,899,L,POTR,74,30,9.6,,,do,7,"",,,,,,,,,,,yes,L,"",[60-80],Riparian
Valentine,2020,VR44,prefire,,no tag,D,POTR,37.6,,"",,,"","","",,,,,,,,,,,yes,D,"",[20-40],Riparian
Valentine,2020,VR52,prefire,,900,L,alninc,10.4,5,45,,,ab,3,"",,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,901,L,PICO,42.9,15.1,13.7,,,do,4,"",,,,,,,,,,,"","","",[40-60],Riparian
Valentine,2020,VR52,prefire,,902,L,alninc,8.7,4.2,1.3,,,ab,4,"",,,,,,,,,,,"","","",[60-80],Riparian
Valentine,2020,VR52,prefire,,903,D,PICO,66.6,51.9,0,,,-,-,1,,,,,,,,,,,"","","",[60-80],Riparian
Valentine,2020,VR52,prefire,,904,L,ABMA,22.7,9.8,2.1,,,ov,5.5,"",,,,,,,,,,,"","","",[20-40],Riparian
Valentine,2020,VR52,prefire,,905,D,ABCO,18.4,10.2,0,,,-,-,2,,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,906,L,PICO,61.9,53,12.7,,,do,6,"",,,,,,,,,,,"","","",[60-80],Riparian
Valentine,2020,VR52,prefire,,907,L,PICO,17.7,16.1,2.3,,,in,1,"",,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,908,L,PICO,51,53,9.6,,,do,6,"",,,,,,,,,,,"","","",[40-60],Riparian
Valentine,2020,VR52,prefire,,909,D,PICO,70.8,52,0,,,-,-,1,,,,,,,,,,,"","","",[60-80],Riparian
Valentine,2020,VR52,prefire,,910,L,PICO,61,54,40,,,do,7,"",,,,,,,,,,,"","","",[60-80],Riparian
Valentine,2020,VR52,prefire,,911,L,alninc,11,2.3,1.8,,,ab,3,"",,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,912,L,alninc,10.7,2.1,0.8,,,ab,2,"",,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,913,L,PICO,63.5,52,31,,,co,8,"",,,,,,,,,,,"","","",[60-80],Riparian
Valentine,2020,VR52,prefire,,914,L,alninc,12.4,4.1,2.2,,,ab,3,"",,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,915,L,alninc,10.5,3.9,2.4,,,ab,3,"",,,,,,,,,,,"","","",[<20],Riparian
Valentine,2020,VR52,prefire,,916,L,PICO,38.3,52,19,,,co,5.5,"",,,,,,,,,,,"","","",[20-40],Riparian
Valentine,2020,VR52,prefire,,917,L,PICO,27.8,49,2.9,,,co,4,"",,,,,,,,,,,"","","",[20-40],Riparian
Valentine,2020,VR52,prefire,,918,L,PICO,53.5,51,28,,,co,5,"",,,,,,,,,,,"","","",[40-60],Riparian
Valentine,2020,VR52,prefire,,919,D,PICO,45.5,12,0,,,-,-,1,,,,,,,,,,,"","","",[40-60],Riparian
Valentine,2020,VR52,prefire,,920,D,PICO,43,15.8,0,,,-,-,1,,,,,,,,,,,"","","",[40-60],Riparian
Valentine,2020,VR52,prefire,,921,L,PICO,56.9,44,9.1,,,po,7,"",,,,,,,,,,,"","","",[40-60],Riparian
