site,year,plotid,pre_post_fire,postFire,tag_id,status,species,dbh_cm,ht_m,ht2crown_m,livecrownratio_perc,ht2dead_m,crownclass,crownwidth_m,decay,scorch_ht_m,scorch_percent,torch_ht_m,torch_percent,bolechar_m,healthCode,healthCode2,resprout,stump_diameter_cm,stump_ht_m,presentPostThin,StatusPostThin,notes,diamclass,PlotType
Valentine,2020,VR35N,prefire,,276,L,PICO,29.5,18.6,5.4,,,co,1.5,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR35N,prefire,,277,L,ABCO,64.7,27.4,9.4,,,co,5.6,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR3N,prefire,,382,D,ABCO,21,4.8,0,,,-,-,4,,,,,,,,,,,yes,D,ABCO,[20-40],UpperMontane
Valentine,2020,VR3N,prefire,,383,L,ABCO,74,28.6,11,,,do,4.5,"",,,,,,,,,,,yes,L,ABCO,[60-80],UpperMontane
Valentine,2020,VR3N,prefire,,384,L,ABCO,54.4,28.6,21.2,,,co,3.5,"",,,,,,,,,,,yes,L,ABCO,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,385,L,ABCO,42.4,17.2,8.6,,,co,4.5,"",,,,,,,,,,,yes,L,ABCO,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,386,L,ABCO,23.4,8.4,5.4,,,in,1.5,"",,,,,,,,,,,yes,L,ABMA,[20-40],UpperMontane
Valentine,2020,VR3N,prefire,,387,L,ABMA,55.1,21.6,14.8,,,co,2,"",,,,,,,,,,,yes,L,ABMA,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,388,L,ABMA,55.6,27.2,9.8,,,co,2,"",,,,,,,,,,,yes,L,ABMA,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,389,L,ABMA,53,22.6,13.4,,,do,3.5,"",,,,,,,,,,,yes,D,ABMA,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,390,D,ABMA,62,29.9,0,,,-,-,1,,,,,,,,,,,yes,D,ABMA,[60-80],UpperMontane
Valentine,2020,VR3N,prefire,,391,D,ABMA,40.5,16.6,0,,,-,-,1,,,,,,,,,,,yes,D,ABMA,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,392,L,ABMA,29.3,13,6.4,,,in,2.5,"",,,,,,,,,,,yes,L,ABMA,[20-40],UpperMontane
Valentine,2020,VR3N,prefire,,393,L,ABCO,42.8,17.4,6,,,co,5,"",,,,,,,,,,,yes,L,ABCO,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,394,D,ABMA,45.3,24,0,,,-,-,1,,,,,,,,,,,yes,L,ABMA,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,395,D,ABMA,51.1,14.6,0,,,-,-,1,,,,,,,,,,,yes,D,ABMA,[40-60],UpperMontane
Valentine,2020,VR3N,prefire,,396,L,ABCO,38.2,19,4.6,,,in,1.5,"",,,,,,,,,,,yes,L,ABCO,[20-40],UpperMontane
Valentine,2020,VR4N,prefire,,357,L,POTR,37.9,11.8,6.6,,,ov,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR4N,prefire,,358,L,ABCO,100.6,36.2,12.4,,,co,9,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR4N,prefire,,359,L,ABCO,66.4,24.4,4,,,co,5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR4N,prefire,,360,L,ABCO,82,37,7.4,,,co,5.5,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR4N,prefire,,361,L,ABCO,76.2,37.2,6,,,co,4,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR4N,prefire,,362,L,ABCO,44.5,23.2,4.6,,,co,4.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR4N,prefire,,363,L,ABCO,65,34.2,9,,,co,3.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR4N,prefire,,364,L,POTR,46.9,21.8,11.6,,,op,6,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR4N,prefire,,365,L,PICO,76.7,34,10.6,,,op,8,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR4N,prefire,,366,L,ABCO,26,11.2,1.5,,,in,5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR4N,prefire,,367,L,POTR,27.7,12.8,6.8,,,co,4,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR4N,prefire,,368,L,ABMA,8.5,2.2,0.5,,,in,3,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR40E,prefire,,559,L,ABMA,23.9,10.6,1.6,,,op,3,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR40E,prefire,,560,L,ABMA,34.2,9.2,1.4,,,in,4.5,"",,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR40E,prefire,,561,L,ABMA,34.2,23,10.8,,,co,1,"",,,,,,,,,,,yes,L,"",[20-40],MixedConifer
Valentine,2020,VR40E,prefire,,562,L,ABCO,56,14.2,2.8,,,co,5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40E,prefire,,563,L,ABCO,72.4,28.2,5.2,,,co,5.5,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40E,prefire,,564,L,ABCO,51.8,24.4,1.6,,,co,6.5,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40E,prefire,,565,L,ABMA,47.1,19.6,8,,,co,4,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40E,prefire,,566,D,ABMA,36.7,19.8,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],MixedConifer
Valentine,2020,VR40E,prefire,,567,L,ABCO,11.1,2.3,1.7,,,ab,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR40E,prefire,,568,L,ABCO,69,26,12.4,,,co,7,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40E,prefire,,569,L,ABCO,77.3,26.6,6.4,,,co,7,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40E,prefire,,570,L,ABMA,58.1,25.8,5,,,co,4,"",,,,,,,,,,,yes,L,"",[40-60],MixedConifer
Valentine,2020,VR40E,prefire,,571,L,PIJE,87.4,28.8,1,,,do,12,"",,,,,,,,,,,yes,L,"",[>100],MixedConifer
Valentine,2020,VR40E,prefire,,572,L,ABCO,68.6,15,0.6,,,in,7,"",,,,,,,,,,,yes,L,"",[60-80],MixedConifer
Valentine,2020,VR40E,prefire,,573,L,ABCO,19.9,7.6,0.2,,,op,3.5,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR40E,prefire,,574,L,ABCO,17,7.4,0.5,,,op,3,"",,,,,,,,,,,no,"","",[<20],MixedConifer
Valentine,2020,VR1,prefire,,459,L,ABMA,28.4,5.4,3,,,ab,3.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,460,L,ABMA,69.5,19.4,7.2,,,do,6.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR1,prefire,,461,L,ABMA,40.1,16,7.4,,,co,4.5,"",,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,462,D,ABMA,45,2.4,0,,,-,-,4,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,463,D,ABMA,24.9,5.6,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,464,L,ABMA,25.9,11.8,8,,,ov,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,465,L,ABMA,58.3,20,7.8,,,do,5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,466,D,ABMA,17.6,9.2,0,,,-,-,3,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR1,prefire,,467,L,ABMA,42.1,11.6,3.6,,,in,4,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,468,D,ABMA,44.4,17,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,469,L,ABMA,39.6,17,5.2,,,co,4,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,470,L,ABMA,57,18.6,7.4,,,do,5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,471,L,ABMA,54.6,18,8,,,do,5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,472,L,ABMA,39.5,14.6,4,,,co,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,473,L,ABMA,32,13,5,,,in,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,474,L,PIMO,32.2,14.2,4,,,in,3.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,475,L,ABMA,28,11.4,5.6,,,in,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,476,L,ABMA,31.9,8.2,2.8,,,ov,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,477,D,ABMA,71.5,20,0,,,-,-,1,,,,,,,,,,,yes,D,"",[60-80],UpperMontane
Valentine,2020,VR1,prefire,,478,D,ABMA,46.9,19.2,0,,,-,-,2,,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,479,L,TSME,8.8,3,1.3,,,ib,10,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR1,prefire,,480,L,ABMA,10.8,3,1.3,,,ab,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1,prefire,,481,D,ABMA,13,3.6,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR1,prefire,,482,L,PICO,28,17,9,,,op,1.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR1,prefire,,483,L,PIMO,19.6,6,2.6,,,ov,2.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1,prefire,,484,L,ABMA,7.8,2.2,1.2,,,ib,1.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR1,prefire,,485,L,ABMA,68.7,19.4,7.4,,,op,7,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR1,prefire,,486,D,ABMA,44.7,14,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,487,L,ABMA,54,15,5.4,,,op,5.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR1,prefire,,488,D,ABMA,15.5,2.6,0,,,-,-,1,,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR1,prefire,,489,D,ABMA,33.2,9.6,0,,,-,-,1,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR10,prefire,,522,D,ABMA,58,19,0,,,-,-,1,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR10,prefire,,523,L,ABMA,62.5,18.2,5,,,op,2.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR10,prefire,,524,L,ABMA,62.2,21,8.5,,,do,2,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR10,prefire,,525,L,PIMO,25.2,11.8,3.8,,,in,1.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10,prefire,,526,D,ABMA,51.9,12.4,0,,,-,-,2,,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR10,prefire,,527,L,ABMA,95.8,20.4,10,,,op,3,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR10,prefire,,528,L,ABMA,15.5,4,1.3,,,ab,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,529,L,ABMA,15.6,3.2,0.5,,,ib,2,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,530,L,PIMO,18.4,7.2,1.8,,,ov,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,531,L,ABMA,33.8,14.2,2.6,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10,prefire,,532,L,ABMA,21,8.4,2.6,,,in,1.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10,prefire,,533,L,ABMA,25,8.2,1,,,ab,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10,prefire,,534,L,ABMA,79.2,22.3,2.2,,,do,3.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR10,prefire,,535,L,ABMA,80.2,24.2,7,,,do,2,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR10,prefire,,536,L,ABMA,11.6,3.6,2.7,,,ab,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,537,L,ABMA,11,3.8,1,,,ab,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,538,L,ABMA,17.5,7.4,3.2,,,ab,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,539,L,ABMA,16.7,6.2,1.3,,,ab,2,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,540,L,ABMA,14.9,6,1.5,,,ab,1,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,541,L,ABMA,15.4,5.2,1.5,,,ab,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,542,D,ABMA,12.1,3.4,0,,,-,-,1,,,,,,,,,,,yes,D,"",[<20],UpperMontane
Valentine,2020,VR10,prefire,,543,L,ABMA,8.6,2.6,0.5,,,ab,1,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR10N,prefire,,1126,L,PIMO,32.2,13,3,,,op,3,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1127,L,PICO,18.1,9.2,0.5,,,co,1.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR10N,prefire,,1128,L,PICO,22.6,8.2,2,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1129,L,PIMO,26.1,9.6,3.2,,,co,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1130,D,ABMA,36.3,11.4,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1131,D,ABMA,89,3.4,0,,,-,-,5,,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR10N,prefire,,1132,D,ABMA,26.6,8.4,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1133,L,PICO,31.5,16.6,3.4,,,op,3,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1134,L,ABMA,33.5,11.6,2.2,,,op,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1135,L,ABMA,49,14,4.2,,,op,5.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR10N,prefire,,1136,L,ABMA,27.5,9,2.6,,,in,5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1137,D,ABMA,33.4,8.6,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1138,L,PICO,24,12.6,3,,,op,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1139,L,PICO,26.3,10,2.8,,,op,1.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR10N,prefire,,1140,D,ABMA,19.1,5.4,0,,,-,-,1,,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR10N,prefire,,1141,D,ABMA,55.6,1.6,0,,,-,-,5,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR10N,prefire,,1142,L,ABMA,57.5,19,9,,,do,3.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR10N,prefire,,1143,D,ABMA,62.1,20,7.4,,,do,2.5,"",,,,,,,,,,,no,"","",[60-80],UpperMontane
Valentine,2020,VR10N,prefire,,1144,D,ABMA,17.5,9.8,0,,,-,-,3,,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR10N,prefire,,1145,L,ABMA,56.6,17.2,4,,,do,6,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR10N,prefire,,1146,L,ABMA,69,18.2,8,,,op,5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR11,prefire,,710,L,PIMO,111.3,33.1,9.8,,,do,6,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR11,prefire,,711,L,PIMO,43.8,25.8,7.6,,,co,4.5,"",,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR11,prefire,,712,L,ABMA,17.5,5.7,1.6,,,ov,2,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR11,prefire,,713,L,ABMA,41.7,21.2,5.4,,,in,3,"",,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR11,prefire,,714,D,ABMA,11,1.8,0,,,-,-,1,,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,715,L,ABMA,33,17.3,2.6,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,716,L,ABMA,18.2,6.5,3.8,,,ov,1,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,717,L,ABCO,39.3,16.8,6.1,,,co,2,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,718,L,ABMA,25,5.5,1.8,,,ov,2,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,719,D,ABMA,24,19.3,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,720,D,ABMA,37.2,28.5,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,721,L,ABMA,18.9,11.6,4.2,,,in,1.5,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,722,L,ABMA,26.1,19.5,9.5,,,in,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,723,L,ABMA,37,17.4,3.4,,,in,2,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,724,L,ABMA,45.9,24.9,4.1,,,in,4,"",,,,,,,,,,,yes,L,Marked to cut,[40-60],UpperMontane
Valentine,2020,VR11,prefire,,725,L,PIMO,51.7,35.1,17.1,,,co,2.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR11,prefire,,726,L,PIMO,67.8,36.4,14.2,,,co,3.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR11,prefire,,727,L,ABMA,13.8,4.5,3.6,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,728,L,ABMA,11.7,4.8,3.2,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,729,L,ABMA,72,39.9,18.6,,,co,2.7,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR11,prefire,,730,L,ABMA,7.8,6.9,3.1,,,ov,1,"",,,,,,,,,,,no,"","",[60-80],UpperMontane
Valentine,2020,VR11,prefire,,731,L,ABMA,11.9,7.1,3.2,,,ov,1,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,732,L,ABMA,14,10.2,4.5,,,ov,1.5,"",,,,,,,,,,,no,"","",[<20],UpperMontane
Valentine,2020,VR11,prefire,,733,L,ABMA,23.6,11.1,5.1,,,in,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR11,prefire,,734,L,ABMA,7.9,7.9,1.5,,,ov,1.5,"",,,,,,,,,,,no,"","",[60-80],UpperMontane
Valentine,2020,VR11,prefire,,735,L,PIMO,44,36.2,6.3,,,co,5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR11,prefire,,736,D,ABMA,74.4,44,0,,,-,-,2,,,,,,,,,,,yes,"","",[60-80],UpperMontane
Valentine,2020,VR11N,prefire,,1104,L,ABMA,34.8,21.6,5.8,,,co,4,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1105,L,ABMA,25.8,8.2,3.2,,,in,3,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1106,L,ABMA,96.6,50.8,20.4,,,op,7,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR11N,prefire,,1107,D,ABMA,55.8,2,0,,,-,-,4,,,,,,,,,,,yes,D,"",[40-60],UpperMontane
Valentine,2020,VR11N,prefire,,1108,L,ABMA,39.9,13.5,3.3,,,in,3.6,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1109,L,ABMA,24,11.6,5.5,,,ov,2.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1110,L,ABMA,45.2,21.6,14,,,in,2,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR11N,prefire,,1111,D,ABMA,32.7,11.2,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1112,L,ABMA,26.3,11.6,5.3,,,ov,2,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1113,L,ABMA,42,15.2,10.7,,,in,3,"",,,,,,,,,,,no,"","",[40-60],UpperMontane
Valentine,2020,VR11N,prefire,,1114,L,ABMA,72.1,56,10.4,,,do,4,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR11N,prefire,,1115,D,ABMA,25.9,9.7,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1116,D,ABMA,63.1,29.7,0,,,-,-,1,,,,,,,,,,,yes,L,Marked to cut,[60-80],UpperMontane
Valentine,2020,VR11N,prefire,,1117,D,ABMA,77.5,39.9,0,,,-,-,1,,,,,,,,,,,yes,D,"",[60-80],UpperMontane
Valentine,2020,VR11N,prefire,,1118,L,ABMA,32.7,11.2,6,,,in,3.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1119,L,ABMA,70.1,37.8,8.9,,,op,6,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR11N,prefire,,1120,L,ABMA,25.9,7.2,2.5,,,in,3,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1121,L,ABMA,34.9,12.6,2.5,,,in,3.5,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1122,D,ABMA,34,18.8,0,,,-,-,1,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1123,L,ABMA,54,23.7,15.4,,,co,5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR11N,prefire,,1124,L,ABMA,37.7,19.4,9.2,,,co,3,"",,,,,,,,,,,yes,L,marked to cut,[20-40],UpperMontane
Valentine,2020,VR11N,prefire,,1125,L,PICO,28.2,17.5,4.6,,,co,2.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,737,L,ABCO,91.2,44.8,20.1,,,co,7.5,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR12,prefire,,738,D,ABCO,60,1.5,0,,,-,-,5,,,,,,,,,,,yes,D,ABMA,[60-80],UpperMontane
Valentine,2020,VR12,prefire,,739,L,ABCO,21.1,5.4,3.2,,,ov,2,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,740,L,ABCO,34,18.8,4.8,,,in,4,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,741,L,ABCO,33.3,16.2,4.2,,,ov,3.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,742,L,ABCO,82.3,32.6,11.4,,,co,6,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR12,prefire,,743,L,ABCO,23.4,11.4,4.2,,,ov,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,744,L,ABCO,72.3,26.8,14.8,,,co,7,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
Valentine,2020,VR12,prefire,,745,L,ABCO,48.4,19.2,7.4,,,in,6.5,"",,,,,,,,,,,yes,L,"",[40-60],UpperMontane
Valentine,2020,VR12,prefire,,746,L,ABCO,28.3,18.6,7.5,,,in,4.5,"",,,,,,,,,,,yes,L,"",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,747,L,ABCO,80.5,35.4,17.8,,,co,7.5,"",,,,,,,,,,,yes,L,"",[>100],UpperMontane
Valentine,2020,VR12,prefire,,748,D,ABCO,23.3,4,0,,,-,-,4,,,,,,,,,,,yes,D,"",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,749,L,ABCO,37.2,14.8,5.9,,,in,6,"",,,,,,,,,,,yes,L,ABMA,[20-40],UpperMontane
Valentine,2020,VR12,prefire,,750,L,PICO,18.9,10.8,5.6,,,ov,2.5,"",,,,,,,,,,,yes,L,"",[<20],UpperMontane
Valentine,2020,VR12,prefire,,751,D,ABCO,21.5,13,0,,,in,-,2,,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,752,L,ABCO,35.5,19,6.8,,,in,3,"",,,,,,,,,,,no,"","",[20-40],UpperMontane
Valentine,2020,VR12,prefire,,753,L,ABCO,65,34.6,15.2,,,co,5.5,"",,,,,,,,,,,yes,L,"",[60-80],UpperMontane
