Jurisdiction,site,year,plotid,obs,pre_post_fire,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,0.05E_percent,0.05E_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,CWD,CONES,Boulder/Bedrock,SMROCK,ROCK,ASH,BASALVEG,CRYPTOGRAMS,STUMPS,RD,TOT_Black_percent,PRE % SHRUB COVER,% SHRUB TORCHED,% SHRUB SCORCHED,% SHRUB UNBURNED,History,NOTES,
TNC,frenchmeadows,2019,fm1908,rh.ms.nr.ag,prefire,NA,no,0,41,87,LL,LL,"cade, abco, pije",3.7,5,99,66,65,10,0.05,4.5,65,10,1,3,0.05,0.02,0,x,2,0.4,0.05,0.3,0,x,1,0.7,2,0.4,0.05,0.3,0.05,0.3,2,92,0,3,0.05,0.05,1,0.05,0,2,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm1909,rh.ms.nr.ag,prefire,NA,no,0,44,128,LL,LL,"cade, pije, quva",4.3,1,100,65,25,13,0,x,25,13,0.05,3,0.05,0.02,0,x,50,0.7,0.05,0.3,0,x,30,1,50,0.3,0.05,0.1,0.05,0.4,0.05,94,0,0.05,0.05,0.05,4,1,0,1,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19010,rh.ms.nr.ag,prefire,NA,no,0,55,126,LL,LL,"abma,  abco, pila",6,20,1,70,70,28,1,12,70,28,0.05,4,0.05,0.02,0,x,0.05,0.4,0,x,0.05,2.2,0.05,0.6,0.05,0.3,1,0.4,0.05,0.3,0,95.5,0,2,0.05,0,0.05,0.05,0,2.5,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19011,rh.ms.nr.ag,prefire,NA,no,0,44,94,LL,LL,"abco, abma, pije",6,19,2,90,30,15,1,15,28,15,1,2,0.05,0.02,0,x,75,1,0.05,0.2,0,x,60,1.2,75,0.4,2,0.6,0.05,0.5,0.05,95.5,0,2,0.05,0,1,0.05,0,1.5,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19012,rh.ms.nr.ag,prefire,NA,no,0,30,117,LL,LL,"abco, cade pije",4.4,2,3,70,51,19,1,6.5,51,19,1,1.8,0.05,0.02,0,x,34,0.4,0,x,0,x,0.05,1.3,20,0.4,2,0.5,0.05,0.5,0.05,96,0,2,0.05,0,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19013,rh.ms.nr.ag,prefire,NA,no,0,31,20,LL,LL,"abco, abma, acgl",2,9,4,70,20,33,0.05,33,20,33,2,1.4,2,0.01,0,x,16,0.02,0,x,0,x,1,1.1,16,0.02,2,0.01,0.05,0.01,0.05,95,0,3,0.05,0.05,0.05,0.05,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19014,la rh nr ms,prefire,NA,no,0,25,273,LL,LL,"abco, cade, quva",9.8,42,2182,56,1,4,0.05,1.4,1,4,0.05,2,1,1,0,,55,0.6,0,,0,,50,0.6,55,0.3,0.5,0.2,0.05,0.4,0.5,45,0,0.05,0,0,53,1.5,0,0.05,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19015,la rh nr ms,prefire,NA,no,0,31,157,LL,LL,"abco,pila,pipo",6,41,2186,87.5,85,23,5,32,80,23,5,2,0.05,0.45,0,,2.5,0.35,0,,0,,2,0.55,2.5,0.4,0.05,0.25,0.05,0.45,1,69,0,25,1.5,0,0.05,0.5,0,3,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19016,la rh nr ms,prefire,NA,no,0,46,100,LL,LL,"abco,abma,acgl",7.4,38,2218,90,86,,1,,85,,5,2.5,3,0.4,0,,8.5,,0.05,0.3,0,,5.5,0.55,8.5,0.45,0.05,0.3,0.05,0.4,0.05,88,0,7,0.05,0,0.05,0.05,0,5,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19017,la rh nr ms,prefire,NA,no,0,17,118,LL,LL,"pipo,sasc,cade",8.8,9,2251,100,85,,0.05,3,75,,50,2.5,0.5,,50,2.5,37,0.45,0,,0,,10,2,37,0.45,0.05,0.3,0.05,0.3,0,95,0,0.5,0.05,0,0.05,1.5,0,3,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19018,la rh nr ms,prefire,NA,no,0,24,161,LL,LL,"cade,abco,pipo",7.4,24,2276,70,70,24,5,20,65,24,0,,0.5,2,0,,0,,0,,0,,0,,0,,0,,0.05,0.35,0,67,0,30,1,0,0.05,0,0,2,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19019,la rh nr ms,prefire,NA,no,0,29,161,LL,LL,"cade,abco,pila",4.1,11,2230,43,40,,1,,40,,,,0.05,0.1,0,,3,0.6,0,,0,,3,0.6,3,0.4,0,,0,,0.05,73.5,0,25,0.05,0,0.5,0,0,1,0,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19020,la rh nr ms,prefire,NA,no,0,34,176,LL,LL,"abco,pipo,sasc",10.2,5,898,80,80,,0.5,,79.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.05,78,0,20,0.05,,0.05,0.5,0,1.5,0.05,,0,,,,,,,,
TNC,frenchmeadows,2019,fm19021,la rh ms nr,prefire,NA,no,0,33,138,LL,LL,"abco,abma,cade",2.45,48,744,95,90,,,,90,,0.05,2.3,0.05,1.2,0,,18,0.75,0,,0,,17.5,0.75,18,0.4,0.5,0.35,0.05,0.25,0.05,83.5,0,15,tt,0,0.05,0.05,0,1.5,,,0,,,,,,,,
TNC,frenchmeadows,2020,FM55,"km, pm",prefire,NA,no,0,30,117,LL,LL,"ABCO, CADE, ARCNEV",7.7,4,2937,67,67,,2,,65,,3,3,0.5,0.5,0,na,4,0.1,0,na,0,na,0,na,4,0.1,0.05,0.1,0,na,0.05,92,0,5,0.05,0,0.25,0.25,0,2.5,0.05,0,0,,,,,,,"deer trail just outside SE edge of plot, deer scat in plot, many unattached white mushrooms",
TNC,frenchmeadows,2020,FM40,"km, pm",prefire,NA,no,0,38,144,LL,LL,"ABCO, CELE, yellowaster",11.3,5,2953,85,54,,0.5,,52,,3,1.7,1,0.5,0,na,27,1,0.5,0.7,0.05,1.9,23,1,27,0.5,21,0.1,0.5,0.5,0.25,86.25,0,3,".25, pila",0,8,0,0,2.25,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM39,"km, pm",prefire,NA,no,0,54,353,LL,CV,"SYMO, CELE, MONODO",9.6,46,2967,85,20,,1,,10,,9,2.8,6,0.8,0,na,43,0.15,0,na,0,na,26,1.2,43,0.5,26,0.4,1,0.5,0.05,95.5,0,2,0,0.5,0.75,0.25,0,1,0.05,0,0,,,,,,,large rock outcrop to SW,
TNC,frenchmeadows,2020,FM46,"km, pm",prefire,NA,no,0,53,115,LL,LL,"ABCO, QUEVAC, CADE",5.8,1,2975,96,50,,2,,45,,7,3,0.5,0.05,0,na,60,1.3,0,na,2,2,53,1.3,60,0.5,12,0.2,1.75,0.5,0.5,95.5,0,1.5,0.05,0.25,0.05,0.25,0,1.75,0.05,0.25,0,,,,,,,,
TNC,frenchmeadows,2020,FM47,"km, pm",prefire,NA,no,0,40,54,LL,LL,"ABCO, QUEVAC, ABMA",3.9,1,1705,92,52,,3,,45,,6,2.8,0.05,0.05,0,na,50,1,0,na,4,2,35,1,50,0.5,5,0.2,1.25,0.5,0.05,89.5,0,8,0.05,0,0.05,0.25,0,2.25,0.05,0.05,0,,,,,,,,
TNC,frenchmeadows,2020,FM57,"km, pm",prefire,NA,no,0,18,90,LL,CV,"CADE, PILA, ABCO",7.7,84,1731,64,60.5,,2,,6,,1,2.1,0.5,0.07,0,na,4.25,3,0,na,4,3,4,1.8,0.25,0.15,0.25,0.5,0.05,0.4,0.05,77.75,0,20,0.05,0,0.05,0.05,0,2,0.05,0.25,0,,,,,,,,
TNC,frenchmeadows,2020,FM69,"km, pm",prefire,NA,no,0,25,142,LL,LL,"SYMO, QUEVAC, CELE",8.7,82,1751,98,22,,0,na,13,,6,2.2,5,0.7,0,na,93,0.3,1,0.4,0.05,1.9,70,1.3,93,0.5,2,0.3,20,0.5,0.05,91.75,0,5,0.05,0.25,0.05,0.05,0,3,0.05,0,0,,,,,,,large basal veg from grass and shrub,
TNC,frenchmeadows,2020,FM68,"km, pm",prefire,NA,no,0,32,96,LL,LL,"QUEVAC, CEA sm lvs, ARPA",30,176,PILA0D,66,0,na,0,na,0,na,0,na,0.25,0.8,0,na,65,0.6,0,na,0,na,62,0.6,65,0.5,0.75,0.07,0,na,7,28,0,0,0,0,64.5,0.25,0,0.25,0,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM62,"km, pm (vs, mm for trees)",prefire,NA,no,0,50,99,LL,LL,"ABCO, SYMO, ABMA",8.5,12,1757,85,44,,0.05,,40,,7,3,1.5,0.8,0,na,25,0.2,0,na,8,2,18,0.6,25,0.5,10,0.4,3.5,0.4,0.05,90,0,6,0.05,0.05,0.05,2,0,2,0.05,0.05,0,,,,,,,,
TNC,frenchmeadows,2020,FM44,"vs, mm, jw, pm, km",prefire,NA,no,0,27,120,LL,LL,,,,,64,62,,2,,62,,0.05,,0.05,,0.05,,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0.05,68,0.05,29.5,0.05,0.05,0.05,0.05,0,2.5,0.05,0,0,,,,,,,"sm mammal burrows, cwd underground",
TNC,frenchmeadows,2020,FM45,"vs, mm, jw, pm, km",prefire,NA,no,0,28,120,CV,CV,,4.2,2,2924,80,29,,1,,29,,0.05,,0.05,,,,59,1.8,0.05,1.8,31,2.3,54,1.8,57,0.5,1,0.5,0,na,1,93.5,0,3,0.05,0,1,0.05,0,1.5,0.05,0,0,,,,,,,sm mammal burrows,
TNC,frenchmeadows,2020,FM38,"vs, mm",prefire,NA,no,0,41,90,LL,CV,,7,52,245,61,33,,0.05,,35,,2,,1,,,,25,0.5,0,na,2,,13,1.8,25,0.5,0.05,0.4,0.05,0.6,4,84,0,4,0.05,0.05,4,0.5,0,1.5,2,0,0,,,,,,,sm mammal burrows,
TNC,frenchmeadows,2020,FM48,"vs, mm",prefire,NA,no,0,38,90,LL,CV,,5,175,255,53,46,,2,,41,,3,,1,,,,4,0.5,0,na,1,1.8,1,1.8,4,0.5,0.05,0.4,0.05,0.6,1.5,70,0.05,25,0.05,0,1,0.05,0,1.5,1,0,0,,,,,,,sm mammal burrows,
TNC,frenchmeadows,2020,FM37,"vs, mm",prefire,NA,no,0,23,50,LL,CV,,8,128,265,47,16,,1,,15,,3,,3,,,,13,0.5,0,na,0,na,13,1.8,20,0.5,3,0.5,0.05,0.4,6.5,63,0.05,2.5,0.05,4,10,12,0,1,1,0,0,,,,,,,"sm mammal burrows, deer scat, ephemeral stream",
TNC,frenchmeadows,2020,FM56,"vs, mm",prefire,NA,no,0,40,70,LL,CV,,11,13,270,47,35,,0,na,32,,2,,1,,,,16,0.5,0,na,0,na,7,1.8,12,0.5,0.05,0.4,0.05,0.7,50,32,0.05,5,0.05,0.05,9,2.5,0,1.5,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM49,"vs, mm",prefire,NA,no,0,34,130,UN,CV,,11,4,1801,85,70,,2,,71,,0.05,,0.05,,,,3,0.55,0,na,1,1.8,2,0.55,2,0.3,5,0.4,0.05,1,27,54,0.05,1.5,0.05,0.05,16,0.05,0,1.5,0.05,0,0,,,,,,,"deet trail, deer scat",
TNC,frenchmeadows,2020,FM50,"vs, mm",prefire,NA,no,0,39,90,UN,CV,,9.5,3,1815,65,50,,1,,50,,1,,1,,,,16,0.5,0,na,0,na,13,1.7,4,0.5,1,0.4,0.05,0.5,4,88,0,6,0.05,0.05,1,0.05,0,0,1,0,0,,,,,,,"bear scat, sm mammal burrows",
TNC,frenchmeadows,2020,FM54,"vs, mm",prefire,NA,no,0,32,130,CV,CV,,5,8,1831,54,47,,1,,40,,6,,0.05,,,,4,0.2,0,na,0,na,0.05,1.8,4,0.2,0.05,0.3,0,na,0.05,70.5,0.05,25,0.05,0.05,0.05,0.05,0,3.5,1,0,0,,,,,,,"bear scat, sm mammal burrows",
TNC,frenchmeadows,2020,FM53,"vs, mm",prefire,NA,no,0,30,80,UN,CV,,8.5,45,1847,75,72,,0,na,66,,40,,11,,,,0.05,0.5,0,na,0,na,0.05,1.8,4,0.2,0.05,0.3,0,na,0.05,80,0,9,0.05,0.05,2,0.05,0,3.5,5.5,0,0,,,,,,,"deer tracks, sm mammal burrows",
TNC,frenchmeadows,2020,FM52,"vs, mm",prefire,NA,no,0,37,80,CC,CV,,10,205,296,89,14,,0.05,,13,,1,,0.05,,,,44,0.5,0,na,4,4,34,1.8,43,0.5,31,0.3,0.05,1,9,46,0,1.5,0.05,1,20,22,0,0.5,0,0,0,,,,,,,rocky shoulder,
TNC,frenchmeadows,2020,FM51,"vs, mm",prefire,NA,no,0,42,90,UN,CV,,7,6,1872,62,31,,0.05,,29,,2,,2,,,,30,1.8,0,na,1,2.2,28,1.8,30,0.5,0.05,0.6,0.05,0.9,0.05,90,0.05,3.5,0.05,0.05,1,2.5,0,2,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM43,"vs, mm",prefire,NA,no,0,16,95,CV,LL,,2,5,1888,61,60,,0.05,,50,,0.05,,0.05,,,,0,na,0,na,0,na,0,na,0,na,0.05,0.1,0.05,1.2,4,87,0.05,4,0.05,0.05,1,0.05,0,4,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM42,"vs, mm",prefire,NA,no,0,25,55,UN,LL,,4,40,1501,91,85,,1,,85,,0.05,,0.05,,,,7,2.4,0,na,4,2.4,7,1.8,4,0.5,3,1,0,na,1,76,0.05,19,0.05,0.05,0.05,0.05,0,3,1,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM41,"vs, mm",prefire,NA,no,0,,,,,,8,4,1519,71,71,,0.05,,71,,1,,0.05,,,,0.05,0.2,0,na,0,na,0,na,0.05,0.2,0.05,0.2,0,na,0.05,72,0.05,20,0.05,0.05,0.05,0.05,0,4,4,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM64,"vs, mm",prefire,NA,no,0,26,170,UN,UN,,10,18,1554,78,59,,1,,59,,1,,0.05,,,,18,1.8,0.05,1.8,2,2.1,13,1.8,8,0.5,0.05,0.3,0.05,1.3,3,87,0.05,1.5,1.5,0.05,3,1,0,3,0.05,0,0,,,,,,,,
TNC,frenchmeadows,2020,FM63,"vs, mm",prefire,NA,no,0,32,135,UN,UN,,6,3,1569,72,64,,1,,64,,1,,0.05,,,,6,1.8,0.05,1.8,0.05,1.9,3,1.8,6,0.5,0.05,0.3,0.05,0.6,0.05,92,0.05,3,2.5,0,0.05,0,0,2.5,0.05,0,0,,,,,,,,
LakesDistrict,BurtonSP,2020,Burton07,"km, vs, pm, mm",postfire,1yr,,,11,126,LL,LL,"ABCO, cea, ABMA",2.3,53,597,,,11.6,,15,,10.5,,,,,,,,,,,,,,,,,,,,,30,23,2,1,0.05,0.05,38,1,3,0.05,0.05,2,0,,,,,,revisit,,
LakesDistrict,BurtonSP,2020,Burton09,"km, pm",postfire,1yr,yes,1,12,129,LL,LL,"ABCO, ABMA, CELE",7.4,1,618,40,33,12,1,20.5,32,12,0.75,2,0.75,0.05,0,na,10,0.75,0.05,0.2,0,na,7,0.75,10,0.5,0.05,0.1,0.05,0.2,0.05,70.5,0.5,0.75,0.05,0.25,0.25,14,12,1,0.05,0.75,0,,,,,,,"pin flags from last survey were off (3ft west of N, 3ft south of W, 1.5ft east of S), transects laid at true cardinal directions",
LakesDistrict,BurtonSP,2020,Burton08,"km, pm",postfire,1yr,yes,1,10,139,LL,LL,"CELE, ABCO, ABMA",3.15,56,611,80,31,20,0.25,29.1,31,20,0,na,0.05,0.1,0.5,0.6,62,1.2,4,0.2,0.05,1.9,58,1.2,62,0.5,0.05,0.1,0,na,1,90.25,2,0.5,0.05,0,0.25,0.05,4,1.5,0.05,0.5,0,,,,,,,,
LakesDistrict,BurtonSP,2020,Burton31,"km, pm",prefire,NA,no,0,10,109,LL,LL,"ABCO, RIRO, ABMA",4.3,23,1701,60,55,13,0.5,2.6,55,18.7,0.25,1.5,0.05,0.05,0,na,7,0.4,0,na,0,na,0.05,0.6,6,0.5,0.25,0.1,0,na,0.05,82.25,0,15,0.05,0,0.05,0.25,0,2,0.05,0.5,0,,,,,,,,
LakesDistrict,BurtonSP,2020,Burton27,"km, pm",prefire,NA,no,0,8,150,LL,LL,"CEAPRO, ARCNEV, PIJE",4.2,83,1715,80,26,13,0,na,26,13,0,na,0.5,0.5,0,na,80,0.1,0,na,0,na,7,1.1,77,0.1,1,0.2,0.75,0.2,0.05,93,0,4.5,"0.25, PIJE",0.5,0.05,0.25,0,1.5,0.05,0.05,0,,,,,,,,
LakesDistrict,BurtonSP,2020,Burton34,"km, pm",prefire,NA,no,0,9,223,LL,LL,"ABCO, SYMO, QUEVAC",9.7,5,1725,75,60,22.5,0.5,22,59,21.25,1,1.7,0.5,0.2,0,na,13,0.2,0,na,0,na,7,0.7,13,na,0.5,0.2,0,na,0.05,88.75,0,7,"0.25, PIJE",0.5,0.05,1,0,2.5,0.05,0.05,0,,,,,,,pile for pile burning in NW quad,
LakesDistrict,BurtonSP,2020,Burton37,"km, pm",prefire,NA,no,0,10,167,LL,LL,"PIJE, PURTRI, CEAPRO",11,2,1741,85,43,14,0,na,42,14,1,3,0.05,0.05,0,na,65,0.5,0.5,0.2,0,na,5,0.6,55,0.5,5,0.4,1,0.25,0.05,79,0.05,1,"0.25, PIJE",3,2,12,0.5,2,0.05,0.25,0,,,,,,,"lots of painted rebar north and west of plot, tagged trees from another survey to west",
LakesDistrict,BurtonSP,2020,Burton45,"km, pm",prefire,NA,no,0,7,101,LL,LL,"ABCO, PILA, CELE",8.3,75,1757,43,38,17.4,2,19.5,36,17.4,0.75,3,1.5,0.07,0,na,3.75,0.8,0,na,0,na,3.75,0.8,3.75,0.5,0.5,0.25,0,na,0.05,96,0,2.5,0.05,0,0.05,0,0,1,0.05,0.5,0,,,,,,,near edge of burn boundary to east,
LakesDistrict,BurtonSP,2020,Burton46,"km, pm",prefire,NA,no,0,10,17,LL,LL,"PIJE, ABCO, SYMO",4.9,41,1767,45,40,7.3,0.25,2.3,40,7.3,0.25,1.4,0.25,0.1,0,na,9,0.2,0,na,0,na,2,0.6,9,0.2,0.05,0.2,0.25,0.15,0.25,83.5,0,6.5,5.5,1,0.05,0.75,0,1.5,0.05,1,0,,,,,,,animal burrow in SE quad,
LakesDistrict,BurtonSP,2020,Burton40,"km, pm",postfire,1yr,yes,3,8,92,LL,LL,"ABCO, CELE, ABMA",9.3,2,1286,45,40,13,15,9.5,40,15,0,na,0.25,0.15,0,na,12,0.7,0,na,0,na,10,0.7,13,0.5,1.5,0.25,0.05,0.15,0.5,96.5,0.25,0.5,0.05,0,0.05,0.25,0.05,2,0.05,0.05,0,,,,,,,,
LakesDistrict,BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,yes,1,14,155,LL,LL,"ABCO, QUEVAC, PILA",7.2,22,689,54,37,7,1,4,37,7,0,na,0.05,0.2,0,na,13,1.5,13,1.5,0.05,1.9,2,0.6,7,0.5,2,0.2,0.05,0.2,3,15,5,0.05,0.05,1,1,61,11,1,0.05,2,0,,,,,,revisit,,
LakesDistrict,BurtonSP,2020,Burton38,"vs, mm",postfire,1yr,yes,1,,,,,"ABCO, cea, PIJE",8,18,1848,42,28,23,0.05,1.9,28,23,0,na,0.05,0.4,0,na,15,0.5,0,na,0,na,11,1.5,15,0.5,0.05,0.3,0,na,60,20,0.5,2,0.05,4,7,5,0.05,0.05,0.05,1.5,0,,,,,,revisit,,
LakesDistrict,BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,yes,1,,,,,"ABCO, PIJE, ABMA",9,4,1852,56,47,26,1,8,47,26,0,na,0.05,0.1,0,na,9,0.1,0.05,0.5,0,na,2,1.7,9,0.1,0.05,0.3,0,na,20,64,1,1,1,0.05,9,1,0.05,0.5,0.05,2.5,0,,,,,,"yj nest, debris pile, dirt",,
LakesDistrict,BurtonSP,2020,Burton33,"vs, mm",prefire,NA,no,0,2,80,LL,LL,"ARCNEV, PIJE, ELYELY",6,193,1862,,,,0,na,,,,,,,,,,,,,,,,,,,,,,,3,89,0,1,1,1,4,0.05,0,0.05,0.05,1,0,,,,,,revisit,,
LakesDistrict,BurtonSP,2020,Burton32,"vs, mm",prefire,NA,no,0,2,100,LL,LL,"ABCO, cea, CEAPRO",2,42,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,48,0,1,0.05,0.05,25,1,0,0.05,0.05,1,0,,,,,,revisit,,
LakesDistrict,BurtonSP,2020,Burton29,"vs, mm",prefire,NA,no,0,2,100,LL,LL,"ABCO, ABMA, cea",10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,87,0.05,4,0.05,0.05,3,0.05,0.05,1,0.05,2,0,,,,,,sm mammal burrows,,
LakesDistrict,BurtonSP,2020,Burton28,"vs, mm",prefire,NA,no,0,2,170,LL,LL,"ABCO, PIJE, CEAPRO",4,30,1880,42,30,26,0.05,2.2,30,26,0.05,1.7,0.05,0.2,0,na,12,0.1,0,na,0,na,6,1.5,10,0.1,0.05,0.3,0,na,0.05,95,0.05,1,1,0.05,0.05,0.05,0.05,1,0.05,2,0,,,,,,"treated, pile burn",,
LakesDistrict,BurtonSP,2020,Burton30,"vs, mm",prefire,NA,no,0,2,140,LL,LL,"PIJE, ARPA, ABCO",5,40,1885,85,49,25.5,0,na,49,25.5,1,1.7,0.05,0.1,0,na,32,0.1,0,na,0,na,9,1.6,32,0.1,0.05,0.3,0.05,0.3,3,90,0.05,3,1,0.05,1,0.05,0,0.5,0.05,1.5,0,,,,,,"burn pile in plot, small piles in manzanita; sm mammal burrows, browsing",,
LakesDistrict,BurtonSP,2020,Burton25,"vs, mm",prefire,NA,no,0,2,170,LL,LL,,10,52,1897,,,13,,,,,,,,,,,,,,,,,,,,,,,,,0.05,90,2,3,2,0.05,0.05,0.05,0,0.5,0.05,2.5,0,,,,,,"four piles burned in plot, trench rings, red flags in photos not ours",,
LakesDistrict,BurtonSP,2020,Burton35,"vs, mm",prefire,NA,no,0,4,135,LL,CV,"PIJE, CEAPRO, ARPA",10,40,1909,66,36,19,0.05,13.5,36,22,0.05,2.5,1,0.1,0,na,24,0.1,0,na,0,na,1,0.6,23,0.1,0.05,0.1,0.05,0.3,1,89.5,0.05,1,2,4,0.05,1,0.05,0.05,0.05,1.5,0,,,,,,"refer to photos; two burn piles in plot, skid from heavies, bear scat sa mammal burrows",,
LakesDistrict,BurtonSP,2020,Burton36,"vs, mm",prefire,NA,no,0,,,,,,8,137,,,,,,,,,,,,,,,11,0.2,0,na,0,na,0,na,11,0.2,0.05,0.2,0.05,0.3,1,93,0.05,1,1,1,1,0.05,0,0.5,0.05,1.5,0,,,,,,"two burn piles on margins, sa mammal burrows",,
LakesDistrict,BurtonSP,2020,Burton26,"vs, mm",prefire,NA,no,0,4,135,LL,LL,"ABCO, PIJE, cea",6,42,1928,42,36,18.7,0,na,36,18.7,2,1.6,0.05,0.3,0,na,15,0.5,0,na,0,na,6,0.6,15,0.1,0.05,0.3,0,na,19,63,0.05,2,2,0.05,13,0.05,0.05,0.05,0.05,1,0,,,,,,one burn pile in plot,,
LakesDistrict,BurtonSP,2020,Burton43,"vs, mm",prefire,NA,no,0,7,95,LL,UN,"ABCO, PIJE, QUEVAC",7,42,1933,44,42,19.8,2,18,42,20.5,0.05,1.7,0.05,0.1,0,na,15,0.5,0,na,0,na,6,1.5,14,0.1,3,0.3,0.05,0.3,6,79,1,3,0.05,1,4,1,1,0.5,1,2.5,0,,,,,,"treated, burned piles, yj nest",,
LakesDistrict,BurtonSP,2020,Burton44,"vs, mm",prefire,NA,no,0,1,NA,LL,LL,"ABCO, PIJE, CEAPRO",9,23,1948,65,47,15,0.05,4.2,47,15,0.05,3,0.05,0.1,0,na,18,0.1,0,na,0,na,2,1,16,0.1,0.05,0.2,0,na,4,89,0.05,1,1,0.05,2,1,1,0.05,0.05,1,0,,,,,,"treated, burned pile in plot, skid from heavies, burm and basin",,
LakesDistrict,BurtonSP,2020,Burton47,"vs, mm",prefire,NA,no,0,2,160,UN,LL,"ABCO, ARPA, QUEVAC",5.2,,1787,80,28,17,0,na,28,17,0.05,1.9,0.05,0.1,0,na,49,1.7,2,0.5,0,na,10,1.7,46,0.5,0.05,0.2,0,na,7,79,1,2,0.05,0.5,8,1,0,0.5,0.05,1,0,,,,,,small mammal burrows,,
LakesDistrict,BurtonSP,2020,Burton42,"vs, mm",prefire,NA,no,0,5,180,LL,LL,,9,82,1971,52,42,31,5,12,42,31,0,na,0.05,0.1,0,na,25,0.5,0,na,0,na,20,1.8,25,0.5,0.05,0.3,0,na,17,62,1,0,0.5,0,17,0,0,0.05,0.05,2.5,0,,,,,,,,
LakesDistrict,BurtonSP,2020,Burton41,"vs, mm",postfire,1yr,yes,3,2,135,UN,UN,,6,37,1976,70,40,22,3,12,40,25,0,na,0.05,0.1,0,na,25,1.6,0,na,0,na,3,1.6,25,0.5,0.05,0.5,0,na,25,35,5,2,0.05,0,25,0.5,5,0.05,0.05,2.5,0,,,,,,,,
ModocNF,Modoc,2020,Modoc01,"jw, vs, mm",prefire,NA,no,0,2,24,LL,LL,"pipo, cade, abco",2,83,35,30,18,22,1,14,18,22,0.05,2,0.05,0.05,0,na,20,0.25,0.05,0.4,0,na,2,0.8,20,0.25,0.05,0.1,0.05,0.2,0.05,93,0,5,1/PIPO,0,0.05,0,0,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc03,"jw, vs, mm",prefire,NA,no,0,2,8,LL,LL,"pipo, cade, abco",9.7,190,42,35,28,28,0.05,33,28,28,0.05,2.2,0.05,0.4,0,na,0.05,0.4,0,na,0,na,0.05,0.55,0.05,0.2,0.05,0.2,0.05,0.3,1,94,0,4,0.05,0,0.05,0,0,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc05,"km,vs, pm",prefire,NA,no,0,5,181,LL,LL,"abco, cade, pipo",8.1,17,351,75,75,8,,17,70,8,12,3.5,0.05,0.1,0,na,0.05,0.1,0,na,0,na,0,na,0.05,0.1,0.05,0.1,0,na,0.05,73.5,0,25,0.05,0,0.05,0.05,0,1.5,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc09,"km, vs, mm",prefire,NA,no,0,0.5,274,LL,LL,"abco, pipo, carex1",9,18,76,13,22,22,0.05,21,22,20,0,na,0.05,0.1,0,na,0.05,0.05,0.05,0.2,0,na,0.05,0.55,0.05,0.05,0.05,0.5,2,0.4,0.05,90,0,9,0.05,0,0.05,0,0.05,1,0.05,,0,,,,,,,,
ModocNF,Modoc,2020,Modoc11,"km, vs, mm",prefire,NA,no,0,2,340,LL,LL,"abco, pipo, frvi",4.3,8,84,31,30,36,0.05,8,30,36,0.05,3,0.05,0.1,0,na,0.05,1.5,0.05,0.5,0.05,0.2,0.05,0.55,0.05,0.55,0.05,0.1,0.05,0.7,0.05,99.25,0,0.05,0.05,0,0.05,0,0.05,0.75,0.05,,0,,,,,,,,
