project,site,year,plotid,pre_post_fire,postFire,tag_id,status,species,dbh_cm,ht_m,ht2crown_m,livecrownratio_perc,crownclass,crownwidth_m,decay,scorch_ht_m,torch_ht_m,bolechar_m,healthCode,notes,ht2dead_m,scorch_percent,torch_percent,healthCode2,resprout,stump_diameter_cm,stump_ht_m,presentPostThin,StatusPostThin,samplingTime,Beetles2019,DeadPriorFire
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,10.3,6,5,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,12.5,8,2,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,13.3,9,4.5,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,14.1,7,3,,OV,2.2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,14.4,6,3,,IN,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,20.9,13,10,,OV,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,21,10,5,,IN,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,21.2,11,6,,IN,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,21.9,9,8,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,26.9,17,12,,IN,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,28,17,7,,IN,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,28.1,13,5,,OV,5.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,30.7,19,9,,IN,5.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,33.6,19,13,,IN,5.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abco,56.4,27,12,,IN,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,abma,9.5,4,2,,"",1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,cade,10.2,5,2,,OV,2.2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,pila,86.1,44,16,,CO,10,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",live,pila,111.3,50,23,,CO,9.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"","",stump,pila,,,,,"",,4,,,,"","",,,,"","",30,1.1,"","",,,
CPFMP,frenchmeadows,2019,fm10-6,prefire,"",89,live,abco,34.7,20,9,,IN,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",dead,abco,20.8,7,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",dead,cade,12.9,5,,,"",,3,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,5,9,3,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,8,6,4,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,11,15.8,6,,CO,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,14.3,8,4,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,19.7,19,12,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,21.4,12,6.5,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,24.8,13,11,,OV,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,34.2,14,9,,OV,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,35.1,15,12,,CO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,35.5,23,17,,CO,9,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,43,24,12,,IN,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,44.1,25,14,,CO,8,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,49.6,31,16,,CO,6.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,56,34,12,,CO,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco,57.1,32,13,,CO,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco ,17.7,11,8,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,abco ,42.6,20,12,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,cade,8.7,5.5,4,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,cade,22.5,7,2.5,,IN,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",live,cade,29.3,13,3.5,,IN,7,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",stump,pila,,,,,"",,4,,,,"","",,,,"","",102,0.95,"","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"","",stump,pila,,,,,"",,5,,,,"","",,,,"","",120,0.47,"","",,,
CPFMP,frenchmeadows,2019,fm10-7,prefire,"",90,live,abco,119.3,45,19,,DO,10,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,8.3,6,4.5,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,8.7,6,3,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,9,6,4.5,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,9.4,5.5,3,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,10.5,7,3.5,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,11.2,7,5,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,11.5,8,3,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,11.8,8,2.5,,IN,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,11.9,6,1.5,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,13.2,6,3,,OV,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,13.7,7,4,,OV,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,13.9,8,3.5,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,14.8,9,3,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,16.3,8,3,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,18,7,5,,IN,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,19.1,7,2.5,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,19.7,11,4,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,26.9,12,6,,IN,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,abco,63.2,30,8,,IN,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,cade,9.3,3,1,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,cade,10.2,5.5,4,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,pila,113.2,49,19,,CO,14,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",live,pila,127.1,40,30,,CO,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",stump,pila,,,,,"",,4,,,,"","",,,,"","",28.4,0.63,"","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",stump,pila,,,,,"",,4,,,,"","",,,,"","",68.4,1.1,"","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"","",stump,pila,,,,,"",,5,,,,"","",,,,"","",102,0.46,"","",,,
CPFMP,frenchmeadows,2019,fm10-8,prefire,"",91,live,abco,11,3.3,1.5,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",dead,abco,42.3,5,,,"",,3,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",dead,abco,44.5,5,,,"",,3,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",dead,abco,62.6,3,,,"",,3,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,8.3,4,2,,IN,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,9.8,4.5,2.5,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,12.9,7,2.5,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,15.2,7,3,,IN,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,18,7,4,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,18.4,7,5.5,,IN,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,21.2,9,7,,OV,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,21.7,9,4,,IN,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,23.1,9,4,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,28.2,10,4,,IN,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,31.7,16,9,,IN,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,36.5,20,15,,CO,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,41.6,22,14,,CO,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,abco,66,27,9,,DO,6.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"","",live,cade,8.3,4,2.5,,IN,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm10-9,prefire,"",92,live,abco,24.4,7,5.3,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",dead,abco,71,9,,,"",,3,,,,"",broken top,,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,7.9,4,1.4,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,11.5,5,1.2,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,11.7,6,1.9,,OV,0.5,"",,,,"",dying,,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,15.4,7,2,,IN,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,26.1,11.9,2.5,,IN,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,27,12,2.5,,IN,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,30.3,14,5,,IN,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,34,14,4,,DO,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,44.5,21,4,,CO,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,49.9,28,5,,DO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,57,25,6,,DO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,abco,61,22,5.2,,CO,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,cade,9.6,3,1.2,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,cade,14.7,5.5,1.8,,IN,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,cade,21.9,8,2,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",live,cade,24.6,6.5,2,,IN,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"","",stump,amba,,,,,"",,4,,,,"","",,,,"","",87,1.35,"","",,,
CPFMP,frenchmeadows,2019,fm19-1,prefire,"",77,dead,abco,48.8,27,,,"",,1,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,12.6,4,,,"",,1,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,13.5,0.4,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,20.3,2.8,,,"",,3,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,21.3,11,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,25.8,14,10,,IN,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,129,18,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",dead,abco,139.8,22,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,10.2,6,3,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,15.6,35,16,,DO,8,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,20.4,11,5,,OV,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,23,12,10,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,25.3,12,7,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,34.5,19,8,,IN,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,49.1,24,10,,CO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco,100,32,26,,CO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco ,7.7,4.5,2,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abco ,28.3,12.5,7,,OV,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,15.5,10,3,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,17.6,11,3,,OV,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,27.5,15,12,,IN,0.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,31.1,20,13,,IN,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,40,24,14,,DO,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,40.3,21,15,,IN,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,47.7,24,16,,IN,5.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,55.5,27,16,,CO,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,61,27,15,,CO,4.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,abma,63.5,28,13,,CO,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,pila,25.5,11,2,,OV,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,pila,33.5,9.2,9.2,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,pila,59,15,9,,IN,9,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",live,pila,74.5,25,9,,CO,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"","",stump,abma,,,,,"",,3,,,,"","",,,,"","",25,0.85,"","",,,
CPFMP,frenchmeadows,2019,fm19-10,prefire,"",1,live,abma,40.5,26,12,,CO,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",dead,abco,8.6,4.5,2.5,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",dead,abco,40.1,8,,,"",,1,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",dead,abco,41.3,15,,,"",,1,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",dead,abco,50.4,9,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,9.5,4,2,,IN,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,9.6,5.5,1,,IN,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,15.5,4,1,,OV,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,16.3,5,3,,IN,0.75,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,17.5,7.5,1.5,,OV,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,24.6,11,2,,OP,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,34.5,16,8,,IN,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco,37.7,19,5,,IN,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,abco ,27.4,12,3,,DO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,cade,17.4,6,0.5,,IN,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"","",live,pimo,64,21,6,,DO,6,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-11,prefire,"",2,live,abco,14,5,4,,IN,1.75,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",dead,abco,7.8,2,,,"",,3,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",dead,abco,10.8,2,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",dead,abco,15.3,11,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",dead,abco,43,22,,,"",,2,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",dead,cade,31.5,6.5,,,"",,1,,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,8.3,7.2,6.5,,OV,0.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,9.2,5,2.5,,OV,0.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,9.4,4.5,2.1,,OV,0.75,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,12.2,7,5,,OV,1.25,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,13.2,4.2,1.7,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,16.7,13,12,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,19.2,10.5,4,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,24.2,17,14,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,34.1,20,11,,OV,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,39.7,22,17,,IN,2,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,49.4,28.5,5,,CO,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,50.6,29,14,,CO,2.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,56.3,31,24,,CO,3.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,abco,64.2,28,16,,CO,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,10.2,4.25,2,,OV,0.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,15.9,7,3,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,18.5,7,3.5,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,20.1,9,2.5,,OV,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,44.8,17,6,,IN,1.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,46.3,19,5,,IN,,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,cade,130,31,11,,CO,4,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,pije,8.2,5.5,4,,OV,0.5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,pije,9.1,3.5,2.5,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,pije,27.8,17,10,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,pije,55.7,25,15,,CO,3,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",live,pije,82.3,30,15,,CO,5,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"","",stump,abco,,,,,"",,4,,,,"","",,,,"","",8.1,0.5,"","",,,
CPFMP,frenchmeadows,2019,fm19-12,prefire,"",3,live,abco,9.3,5.5,3,,OV,1,"",,,,"","",,,,"","","","","","",,,
CPFMP,frenchmeadows,2019,fm19-13,prefire,"","",dead,abco,,5,,,"",,1,,,,"","",,,,"","","","","","",,,
