project,site,plot_id,year,pre_post_fire,postTime,azimuth,intersect_cm,species,large_cm,small_cm,distance_m,length_m,decay,FieldNotes
CPFMP,calaveras,BigTrees07,2022,postfire,immediate,W,69.2,unknown,,,10.5,10.3,2,
CPFMP,calaveras,BigTrees05,2022,postfire,immediate,W,15,unknown,,,1,3,3,
CPFMP,calaveras,BigTrees05,2022,postfire,immediate,S,8,unknown,,,5.5,0.8,2,
CPFMP,calaveras,BigTrees05,2022,postfire,immediate,S,88,unknown,,,4,6,3,
CPFMP,calaveras,BigTrees05,2022,postfire,immediate,E,12.5,unknown,,,1,1.5,3,
CPFMP,calaveras,BigTrees05,2022,postfire,immediate,E,10,unknown,,,7,1,4,
CPFMP,calaveras,BigTrees10,2022,postfire,immediate,N,25,unknown,,,5,3,3,
CPFMP,calaveras,BigTrees10,2022,postfire,immediate,W,13,unknown,,,10,1,3,
CPFMP,calaveras,BigTrees08,2022,postfire,immediate,E,22.5,cade,,,6,0.7,1,
CPFMP,calaveras,BigTrees08,2022,postfire,immediate,E,22.5,cade,,,3,0.7,1,
CPFMP,calaveras,BigTrees08,2022,postfire,immediate,N,12.5,cade,,,1,1,3,
CPFMP,calaveras,BigTrees08,2022,postfire,immediate,W,21,abco,,,10,9.5,1,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,E,22,cade,,,5.5,22.5,2,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,W,16.1,unknown,,,8.1,4.1,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,S,23,cade,,,10.5,5,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,S,44,unknown,,,8,7.1,4,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,S,11,unknown,,,10,0.6,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,S,27,unknown,,,7.8,1.2,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,S,14,unknown,,,6.3,1.5,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,S,36,unknown,,,4.3,3.5,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,23,unknown,,,0.3,0.5,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,46,unknown,,,3.3,1.7,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,11,unknown,,,4.6,2.6,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,13,unknown,,,5.4,2,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,14,unknown,,,4.8,1.3,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,7,unknown,,,5.1,1,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,41,unknown,,,7.3,3,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,9,unknown,,,9.3,1.9,3,
CPFMP,calaveras,BigTrees04,2022,postfire,immediate,N,16,unknown,,,9.4,2,3,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,W,15,abco,,,6.6,7,3,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,E,11.3,cade,,,0.1,9.3,2,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,E,10,cade,,,5.5,1,3,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,E,18.5,cade,,,10,11.3,2,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,N,39.8,abco,,,10.7,17.3,2,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,N,15.2,unknown,,,4.1,3.1,3,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,N,14.6,unknown,,,2.8,2.3,3,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,S,12.8,conu,,,2.5,2.6,2,
CPFMP,calaveras,BigTrees34,2022,postfire,immediate,S,10.2,abco,,,6.3,1.1,2,
CPFMP,calaveras,BigTrees02,2022,postfire,immediate,S,13,unknown,,,10.6,4.5,3,
CPFMP,calaveras,BigTrees02,2022,postfire,immediate,E,29,unknown,,,8,7,3,
CPFMP,calaveras,BigTrees11,2022,postfire,immediate,S,12,unknown,,,9.3,1.1,4,
CPFMP,calaveras,BigTrees11,2022,postfire,immediate,W,12.5,unknown,,,7,2.9,3,
CPFMP,calaveras,BigTrees11,2022,postfire,immediate,W,19,unknown,,,6,1,3,
CPFMP,calaveras,BigTrees11,2022,postfire,immediate,W,15,unknown,,,1.7,11.5,3,
CPFMP,calaveras,BigTrees15,2022,postfire,immediate,,na,,,,,,,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,N,13,abco,,,6,6.1,3,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,S,10,unk,,,0.3,4,3,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,S,10,abco,,,7,4.2,2,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,S,9,unk,,,7.5,0.65,4,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,S,12,unk,,,7.8,1.3,4,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,E,12,cade,,,2.1,2.4,2,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,E,11,unk,,,2.8,0.5,3,
CPFMP,calaveras,BigTrees12,2022,postfire,immediate,E,22,unk,,,4,1.2,4,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,N,15,unk,,,8.8,1.1,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,N,21,abco,,,6.7,3.8,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,N,30,cade,,,0.2,15,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,S,20,unk,,,4.2,3.5,5,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,E,25,unk,,,6.1,1,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,E,12,cade,,,4.8,1.2,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,E,30,unk,,,0.2,2,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,W,25,cade,,,0.2,15,3,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,W,80,abco,,,7,39,2,
CPFMP,calaveras,BigTrees30,2022,postfire,immediate,W,70,abco,,,8.2,6,2,
CPFMP,calaveras,BigTrees29,2022,postfire,immediate,N,31,cade,,,9.4,14.6,2,
CPFMP,calaveras,BigTrees29,2022,postfire,immediate,N,11,unk,,,2.05,0.37,3,
CPFMP,calaveras,BigTrees29,2022,postfire,immediate,S,34,abco,,,8.65,13.2,3,
CPFMP,calaveras,BigTrees29,2022,postfire,immediate,W,60,abco,,,7.7,12,3,
CPFMP,calaveras,BigTrees29,2022,postfire,immediate,W,70,unk,,,10.6,3.5,4,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,S,15,unk,,,7.85,1.7,3,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,W,27,unk,,,2.8,2.8,3,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,W,15,unk,,,3.2,4.6,3,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,W,35,unk,,,9,1.5,5,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,W,21,unk,,,9.9,3.1,3,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,N,20.5,cade,,,5.7,11,2,
CPFMP,calaveras,BigTrees32,2022,postfire,immediate,N,10.9,abco,,,2.3,3.2,3,
CPFMP,calaveras,BigTrees01,2022,postfire,immediate,N,47.5,unknown,,,11.1,11.3,3,
CPFMP,calaveras,BigTrees01,2022,postfire,immediate,S,39,unknown,,,8,6,4,
CPFMP,calaveras,BigTrees01,2022,postfire,immediate,S,93,cade,,,9,12,2,
CPFMP,calaveras,BigTrees01,2022,postfire,immediate,S,32,unknown,,,11,14,3,
CPFMP,calaveras,BigTrees01,2022,postfire,immediate,W,18,unknown,,,11.2,6,3,
CPFMP,calaveras,BigTrees35,2022,postfire,immediate,N,11.5,cade,,,5.5,6,2,
CPFMP,calaveras,BigTrees13,2022,postfire,immediate,S,14,unknown,,,10.9,7,4,
CPFMP,calaveras,BigTrees13,2022,postfire,immediate,S,13.5,unknown,,,1.6,5,4,
CPFMP,calaveras,BigTrees13,2022,postfire,immediate,S,11.2,unknown,,,5.1,3.1,4,
CPFMP,calaveras,BigTrees13,2022,postfire,immediate,E,19,unknown,,,7.3,1,4,
CPFMP,calaveras,BigTrees13,2022,postfire,immediate,E,14.9,unknown,,,1.3,1.3,4,
CPFMP,valentine,VR1,2021,postthin,,S,9,,NA,NA,,4.9,3,
CPFMP,valentine,VR1,2021,postthin,,S,33,,NA,NA,,1,3,
CPFMP,valentine,VR1,2021,postthin,,S,28,,NA,NA,,10.2,2,
CPFMP,valentine,VR1,2021,postthin,,S,38,,NA,NA,,17.3,2,
CPFMP,valentine,VR1,2021,postthin,,W,42,,NA,NA,,17.3,2,
CPFMP,valentine,VR1,2021,postthin,,W,35,,NA,NA,,11,2,
CPFMP,valentine,VR1,2021,postthin,,W,15,,NA,NA,,6.5,2,
CPFMP,valentine,VR1,2021,postthin,,W,9,,NA,NA,,2.6,2,
CPFMP,valentine,VR1,2021,postthin,,W,11.5,,NA,NA,,9,4,
CPFMP,valentine,VR1,2021,postthin,,W,9.5,,NA,NA,,1.8,2,
CPFMP,valentine,VR1,2021,postthin,,W,26,,NA,NA,,13,1,
CPFMP,valentine,VR1,2021,postthin,,W,12,,NA,NA,,16,2,
CPFMP,valentine,VR1,2021,postthin,,W,10,,NA,NA,,0.9,2,
CPFMP,valentine,VR1,2021,postthin,,N,42,,NA,NA,,17.3,2,
CPFMP,valentine,VR1,2021,postthin,,N,28,,NA,NA,,8.5,1,
CPFMP,valentine,VR1,2021,postthin,,E,42,,NA,NA,,17.3,2,
CPFMP,valentine,VR1,2021,postthin,,E,30,,NA,NA,,18,2,
CPFMP,valentine,VR10,2021,postthin,,S,43,,NA,NA,,3,3,
CPFMP,valentine,VR10,2021,postthin,,S,50,,NA,NA,,13.5,1,
CPFMP,valentine,VR10,2021,postthin,,N,45,,NA,NA,,16.5,2,
CPFMP,valentine,VR10,2021,postthin,,N,60,,NA,NA,,20.5,3,
CPFMP,valentine,VR10,2021,postthin,,E,80,,NA,NA,,2.5,4,
CPFMP,valentine,VR10,2021,postthin,,E,26,,NA,NA,,16.5,2,
CPFMP,valentine,VR10,2021,postthin,,E,12,,NA,NA,,1.1,3,
CPFMP,valentine,VR10N,2021,postthin,,E,12,,NA,NA,,1.8,2,
CPFMP,valentine,VR10N,2021,postthin,,S,35,,NA,NA,,6,1,
CPFMP,valentine,VR10N,2021,postthin,,S,14,,NA,NA,,1.6,2,
CPFMP,valentine,VR10N,2021,postthin,,S,10.5,,NA,NA,,0.55,3,
CPFMP,valentine,VR10N,2021,postthin,,S,10,,NA,NA,,0.53,3,
CPFMP,valentine,VR10N,2021,postthin,,S,12,,NA,NA,,0.42,3,
CPFMP,valentine,VR10N,2021,postthin,,W,25,,NA,NA,,12.5,2,
CPFMP,valentine,VR11,2021,postthin,,S,31,,NA,NA,,8.5,2,
CPFMP,valentine,VR11,2021,postthin,,N,21.2,,NA,NA,,7,3,
CPFMP,valentine,VR11,2021,postthin,,W,16,,NA,NA,,8,2,
CPFMP,valentine,VR11N,2021,postthin,,N,16,,NA,NA,,4.3,1,
CPFMP,valentine,VR11N,2021,postthin,,N,26,,NA,NA,,2,2,
CPFMP,valentine,VR11N,2021,postthin,,S,13.5,,NA,NA,,1.2,3,
CPFMP,valentine,VR11N,2021,postthin,,S,21,,NA,NA,,3.5,3,
CPFMP,valentine,VR12,2021,postthin,,E,24,,NA,NA,,33,2,
CPFMP,valentine,VR12,2021,postthin,,E,12.5,,NA,NA,,4,2,
CPFMP,valentine,VR12,2021,postthin,,N,10,,NA,NA,,7,2,
CPFMP,valentine,VR12,2021,postthin,,N,18,,NA,NA,,5,5,
CPFMP,valentine,VR12,2021,postthin,,N,8.5,,NA,NA,,4,3,
CPFMP,valentine,VR12,2021,postthin,,S,36,,NA,NA,,5,5,
CPFMP,valentine,VR12,2021,postthin,,S,23,,NA,NA,,8,3,
CPFMP,valentine,VR12N,2021,postthin,,E,23,,NA,NA,,9,3,
CPFMP,valentine,VR12N,2021,postthin,,N,28,,NA,NA,,8,2,
CPFMP,valentine,VR12N,2021,postthin,,N,11,,NA,NA,,0.5,3,
CPFMP,valentine,VR13,2021,postthin,,S,11,,NA,NA,,0.3,2,
CPFMP,valentine,VR13,2021,postthin,,W,60,,NA,NA,,27.5,1,
CPFMP,valentine,VR13,2021,postthin,,W,38,,NA,NA,,27,2,
CPFMP,valentine,VR13,2021,postthin,,W,27,,NA,NA,,13,2,
CPFMP,valentine,VR13,2021,postthin,,W,45,,NA,NA,,3.5,3,
CPFMP,valentine,VR13,2021,postthin,,W,27,,NA,NA,,14,2,
CPFMP,valentine,VR13,2021,postthin,,W,14,,NA,NA,,12,2,
CPFMP,valentine,VR13,2021,postthin,,E,21,,NA,NA,,16,1,
CPFMP,valentine,VR13,2021,postthin,,N,12.5,,NA,NA,,2,2,
CPFMP,valentine,VR13,2021,postthin,,S,17,,NA,NA,,11,2,
CPFMP,valentine,VR13,2021,postthin,,S,50,,NA,NA,,5.5,2,
CPFMP,valentine,VR13,2021,postthin,,N,11,,NA,NA,,2.5,3,
CPFMP,valentine,VR13N,2021,postthin,,S,28,,NA,NA,,12,3,
CPFMP,valentine,VR13N,2021,postthin,,N,8,,NA,NA,,8,2,
CPFMP,valentine,VR13N,2021,postthin,,N,9.5,,NA,NA,,0.5,3,
CPFMP,valentine,VR13N,2021,postthin,,N,14,,NA,NA,,1,3,
CPFMP,valentine,VR13N,2021,postthin,,N,14,,NA,NA,,2,3,
CPFMP,valentine,VR13N,2021,postthin,,W,14,,NA,NA,,10,2,
CPFMP,valentine,VR13N,2021,postthin,,W,9,,NA,NA,,1,3,
CPFMP,valentine,VR13N,2021,postthin,,W,15.5,,NA,NA,,10,2,
CPFMP,valentine,VR13N,2021,postthin,,W,14,,NA,NA,,12,3,
CPFMP,valentine,VR13N,2021,postthin,,W,21.2,,NA,NA,,18,2,
CPFMP,valentine,VR14,2021,postthin,,N,na,,NA,NA,,na,na,nocwd
CPFMP,valentine,VR14N,2021,postthin,,N,33,,NA,NA,,2,5,
CPFMP,valentine,VR14N,2021,postthin,,N,20,,NA,NA,,1.2,5,
CPFMP,valentine,VR16,2021,postthin,,E,40,,NA,NA,,3,1,
CPFMP,valentine,VR16,2021,postthin,,N,10.5,,NA,NA,,5.5,1,
CPFMP,valentine,VR16,2021,postthin,,N,10,,NA,NA,,1.2,2,
CPFMP,valentine,VR16,2021,postthin,,N,12,,NA,NA,,2.3,1,
CPFMP,valentine,VR16,2021,postthin,,N,11,,NA,NA,,2.2,1,
CPFMP,valentine,VR16,2021,postthin,,N,70,,NA,NA,,28,1,
CPFMP,valentine,VR16,2021,postthin,,N,15,,NA,NA,,4.5,1,
CPFMP,valentine,VR16,2021,postthin,,N,12,,NA,NA,,1.5,1,
CPFMP,valentine,VR16N,2021,postthin,,N,40,,NA,NA,,3,2,
CPFMP,valentine,VR16N,2021,postthin,,W,28,,NA,NA,,3,2,
CPFMP,valentine,VR1N,2021,postthin,,S,35,,NA,NA,,17,3,
CPFMP,valentine,VR1N,2021,postthin,,S,18,,NA,NA,,12,3,
CPFMP,valentine,VR1N,2021,postthin,,W,50,,NA,NA,,2.2,4,
CPFMP,valentine,VR1N,2021,postthin,,W,20,,NA,NA,,15,2,
CPFMP,valentine,VR1N,2021,postthin,,W,15,,NA,NA,,10.5,3,
CPFMP,valentine,VR1N,2021,postthin,,N,50,,NA,NA,,2,5,
CPFMP,valentine,VR1N,2021,postthin,,N,17.5,,NA,NA,,3.5,2,
CPFMP,valentine,VR1N,2021,postthin,,N,20.5,,NA,NA,,15,2,
CPFMP,valentine,VR1N,2021,postthin,,E,30,,NA,NA,,13,3,
CPFMP,valentine,VR1N,2021,postthin,,E,28.8,,NA,NA,,2.2,3,
CPFMP,valentine,VR1N,2021,postthin,,E,16.5,,NA,NA,,5.5,3,
CPFMP,valentine,VR2,2021,postthin,,S,33,,NA,NA,,10.5,2,
CPFMP,valentine,VR2,2021,postthin,,S,40,,NA,NA,,5.5,2,
CPFMP,valentine,VR2,2021,postthin,,S,30,,NA,NA,,4.5,2,
CPFMP,valentine,VR2,2021,postthin,,W,15,,NA,NA,,1,3,
CPFMP,valentine,VR2,2021,postthin,,N,21,,NA,NA,,6,2,
CPFMP,valentine,VR2,2021,postthin,,N,36,,NA,NA,,10,3,
CPFMP,valentine,VR20,2021,postthin,,S,11.5,,NA,NA,,2,2,
CPFMP,valentine,VR20,2021,postthin,,E,10.5,,NA,NA,,1,2,
CPFMP,valentine,VR20,2021,postthin,,N,12,,NA,NA,,0.8,4,
CPFMP,valentine,VR20,2021,postthin,,N,28,,NA,NA,,13,3,
CPFMP,valentine,VR20N,2021,postthin,,N,12,,NA,NA,,13.3,2,
CPFMP,valentine,VR20N,2021,postthin,,N,45,,NA,NA,,7,3,
CPFMP,valentine,VR20N,2021,postthin,,E,28,,NA,NA,,6,3,
CPFMP,valentine,VR20N,2021,postthin,,W,40,,NA,NA,,4.5,1,
CPFMP,valentine,VR21,2021,postthin,,N,9.6,,NA,NA,,4,3,
CPFMP,valentine,VR22,2021,postthin,,W,20,,NA,NA,,1,3,
CPFMP,valentine,VR22N,2021,postthin,,S,22,,NA,NA,,12,2,
CPFMP,valentine,VR22N,2021,postthin,,S,18,,NA,NA,,12.5,2,
CPFMP,valentine,VR22N,2021,postthin,,S,30,,NA,NA,,14.5,2,
CPFMP,valentine,VR22N,2021,postthin,,W,35,,NA,NA,,14.5,2,
CPFMP,valentine,VR22N,2021,postthin,,W,20,,NA,NA,,9.8,2,
CPFMP,valentine,VR22N,2021,postthin,,W,15,,NA,NA,,18,2,
CPFMP,valentine,VR22N,2021,postthin,,W,17,,NA,NA,,12.7,2,
CPFMP,valentine,VR22N,2021,postthin,,W,14,,NA,NA,,10.9,2,
CPFMP,valentine,VR22N,2021,postthin,,E,10,,NA,NA,,5,5,
CPFMP,valentine,VR22N,2021,postthin,,E,26,,NA,NA,,12.8,3,
CPFMP,valentine,VR22N,2021,postthin,,E,45,,NA,NA,,7.5,4,
CPFMP,valentine,VR22N,2021,postthin,,N,19,,NA,NA,,12.8,3,
CPFMP,valentine,VR23,2021,postthin,,S,12,,NA,NA,,7,2,
CPFMP,valentine,VR23,2021,postthin,,W,10,,NA,NA,,7,2,
CPFMP,valentine,VR23,2021,postthin,,E,8,,NA,NA,,3,2,
CPFMP,valentine,VR23,2021,postthin,,E,23,,NA,NA,,8,2,
CPFMP,valentine,VR23,2021,postthin,,E,26,,NA,NA,,23,2,
CPFMP,valentine,VR23,2021,postthin,,E,44,,NA,NA,,15,3,
CPFMP,valentine,VR23,2021,postthin,,N,8.4,,NA,NA,,2.5,2,
CPFMP,valentine,VR23,2021,postthin,,N,69,,NA,NA,,23,2,
CPFMP,valentine,VR23,2021,postthin,,W,28,,NA,NA,,15,2,
CPFMP,valentine,VR24,2021,postthin,,S,30,,NA,NA,,3,5,
CPFMP,valentine,VR24,2021,postthin,,S,10,,NA,NA,,1,3,
CPFMP,valentine,VR24,2021,postthin,,E,23,,NA,NA,,6,3,
CPFMP,valentine,VR24,2021,postthin,,W,15,,NA,NA,,1.5,4,
CPFMP,valentine,VR24,2021,postthin,,W,12,,NA,NA,,6,4,
CPFMP,valentine,VR24N,2021,postthin,,E,13.5,,NA,NA,,11,2,
CPFMP,valentine,VR24N,2021,postthin,,W,9,,NA,NA,,2.5,3,
CPFMP,valentine,VR25,2021,postthin,,N,15.5,,NA,NA,,9.5,1,
CPFMP,valentine,VR25N,2021,postthin,,S,8.5,,NA,NA,,25,2,
CPFMP,valentine,VR25N,2021,postthin,,N,15,,NA,NA,,8,2,
CPFMP,valentine,VR25N,2021,postthin,,N,9.3,,NA,NA,,0.2,1,
CPFMP,valentine,VR25S,2021,postthin,,E,30,,NA,NA,,20,1,
CPFMP,valentine,VR26,2021,postthin,,N,8.5,,NA,NA,,1,3,
CPFMP,valentine,VR26N,2021,postthin,,E,21,,NA,NA,,18,2,
CPFMP,valentine,VR26S,2021,postthin,,W,8.5,,NA,NA,,0.15,2,
CPFMP,valentine,VR29,2021,postthin,,S,13,,NA,NA,,4.5,2,
CPFMP,valentine,VR29,2021,postthin,,S,36,,NA,NA,,14,2,
CPFMP,valentine,VR29,2021,postthin,,S,22,,NA,NA,,18.4,2,
CPFMP,valentine,VR29,2021,postthin,,W,24,,NA,NA,,18.4,2,
CPFMP,valentine,VR29,2021,postthin,,W,41,,NA,NA,,10,2,
CPFMP,valentine,VR29,2021,postthin,,N,50,,NA,NA,,6.3,3,
CPFMP,valentine,VR29,2021,postthin,,N,42,,NA,NA,,10,2,
CPFMP,valentine,VR29,2021,postthin,,N,34,,NA,NA,,9,3,
CPFMP,valentine,VR29,2021,postthin,,N,14,,NA,NA,,9,3,
CPFMP,valentine,VR29,2021,postthin,,E,25,,NA,NA,,2,2,
CPFMP,valentine,VR29,2021,postthin,,E,17,,NA,NA,,1.8,2,
CPFMP,valentine,VR29,2021,postthin,,E,8,,NA,NA,,0.6,3,
CPFMP,valentine,VR29,2021,postthin,,E,41,,NA,NA,,6.3,3,
CPFMP,valentine,VR2N,2021,postthin,,S,23,,NA,NA,,20,2,
CPFMP,valentine,VR2N,2021,postthin,,S,29,,NA,NA,,20,2,
CPFMP,valentine,VR2N,2021,postthin,,S,30,,NA,NA,,15,2,
CPFMP,valentine,VR2N,2021,postthin,,W,32,,NA,NA,,23,2,
CPFMP,valentine,VR2N,2021,postthin,,W,9,,NA,NA,,1,2,
CPFMP,valentine,VR2N,2021,postthin,,N,10,,NA,NA,,4,2,
CPFMP,valentine,VR2N,2021,postthin,,N,8.5,,NA,NA,,5,2,
CPFMP,valentine,VR2N,2021,postthin,,E,32,,NA,NA,,15,2,
CPFMP,valentine,VR2N,2021,postthin,,E,30,,NA,NA,,4,5,
CPFMP,valentine,VR2N,2021,postthin,,E,11.5,,NA,NA,,23,2,
CPFMP,valentine,VR30,2021,postthin,,S,22,,NA,NA,,5.5,2,
CPFMP,valentine,VR30,2021,postthin,,E,36,,NA,NA,,5,2,
CPFMP,valentine,VR30,2021,postthin,,N,28,,NA,NA,,5,2,
CPFMP,valentine,VR30,2021,postthin,,E,8.5,,NA,NA,,3,4,
CPFMP,valentine,VR30,2021,postthin,,S,40,,NA,NA,,4,3,
CPFMP,valentine,VR30,2021,postthin,,S,48,,NA,NA,,15,2,
CPFMP,valentine,VR30,2021,postthin,,S,55,,NA,NA,,8,4,
CPFMP,valentine,VR30,2021,postthin,,W,10,,NA,NA,,2.4,2,
CPFMP,valentine,VR30N,2021,postthin,,S,21,,NA,NA,,2.5,2,
CPFMP,valentine,VR31,2021,postthin,,N,11,,NA,NA,,1,3,
CPFMP,valentine,VR31,2021,postthin,,E,30,,NA,NA,,8,1,
CPFMP,valentine,VR31,2021,postthin,,W,45,,NA,NA,,17.3,2,
CPFMP,valentine,VR31N,2021,postthin,,N,9.5,,NA,NA,,2,3,
CPFMP,valentine,VR31N,2021,postthin,,N,34,,NA,NA,,8,3,
CPFMP,valentine,VR31N,2021,postthin,,W,15,,NA,NA,,1.5,3,
CPFMP,valentine,VR31N,2021,postthin,,W,40,,NA,NA,,13.5,3,
CPFMP,valentine,VR31N,2021,postthin,,W,32,,NA,NA,,11,2,
CPFMP,valentine,VR33,2021,postthin,,S,24,,NA,NA,,4,2,
CPFMP,valentine,VR33,2021,postthin,,E,52,,NA,NA,,25,2,
CPFMP,valentine,VR33,2021,postthin,,N,33,,NA,NA,,10,4,
CPFMP,valentine,VR33N,2021,postthin,,S,9,,NA,NA,,2,2,
CPFMP,valentine,VR33N,2021,postthin,,S,12,,NA,NA,,5,2,
CPFMP,valentine,VR33N,2021,postthin,,S,8,,NA,NA,,1.2,2,
CPFMP,valentine,VR33N,2021,postthin,,S,33,,NA,NA,,19,2,
CPFMP,valentine,VR33N,2021,postthin,,S,66,,NA,NA,,13.5,2,
CPFMP,valentine,VR33N,2021,postthin,,N,9.3,,NA,NA,,5,2,
CPFMP,valentine,VR33N,2021,postthin,,N,30,,NA,NA,,6.6,3,
CPFMP,valentine,VR33N,2021,postthin,,N,15,,NA,NA,,10,2,
CPFMP,valentine,VR34,2021,postthin,,W,12.5,,NA,NA,,7.5,1,
CPFMP,valentine,VR34,2021,postthin,,W,28,,NA,NA,,25,1,
CPFMP,valentine,VR35,2021,postthin,,N,na,,NA,NA,,na,na,nocwd
CPFMP,valentine,VR35N,2021,postthin,,E,9.5,,NA,NA,,4,3,
CPFMP,valentine,VR35N,2021,postthin,,S,60,,NA,NA,,2.2,2,
CPFMP,valentine,VR3N,2021,postthin,,W,18,,NA,NA,,6,2,
CPFMP,valentine,VR3N,2021,postthin,,W,10,,NA,NA,,5.5,2,
CPFMP,valentine,VR3N,2021,postthin,,W,36,,NA,NA,,7.5,3,
CPFMP,valentine,VR3N,2021,postthin,,W,29,,NA,NA,,16,3,
CPFMP,valentine,VR3N,2021,postthin,,N,33,,NA,NA,,16,3,
CPFMP,valentine,VR3N,2021,postthin,,N,28,,NA,NA,,14,3,
CPFMP,valentine,VR3N,2021,postthin,,N,66,,NA,NA,,6,3,
CPFMP,valentine,VR3N,2021,postthin,,N,45,,NA,NA,,11,3,
CPFMP,valentine,VR3N,2021,postthin,,E,28,,NA,NA,,4,4,
CPFMP,valentine,VR3N,2021,postthin,,E,18,,NA,NA,,5,5,
CPFMP,valentine,VR4,2021,postthin,,N,10,,NA,NA,,0.44,2,
CPFMP,valentine,VR4,2021,postthin,,W,23,,NA,NA,,9,2,
CPFMP,valentine,VR4,2021,postthin,,W,12,,NA,NA,,0.85,4,
CPFMP,valentine,VR4,2021,postthin,,W,10,,NA,NA,,3.5,3,
CPFMP,valentine,VR40,2021,postthin,,S,12.3,,NA,NA,,6,3,
CPFMP,valentine,VR40,2021,postthin,,W,11,,NA,NA,,6,3,
CPFMP,valentine,VR40,2021,postthin,,E,10,,NA,NA,,1.5,3,
CPFMP,valentine,VR40,2021,postthin,,E,30,,NA,NA,,10,4,
CPFMP,valentine,VR40,2021,postthin,,E,30,,NA,NA,,10,5,
CPFMP,valentine,VR40,2021,postthin,,E,24,,NA,NA,,4,2,
CPFMP,valentine,VR40,2021,postthin,,E,50,,NA,NA,,20,4,
CPFMP,valentine,VR40,2021,postthin,,N,50,,NA,NA,,20,4,
CPFMP,valentine,VR40E,2021,postthin,,S,14.5,,NA,NA,,5.3,1,
CPFMP,valentine,VR40E,2021,postthin,,S,10.5,,NA,NA,,5.5,1,
CPFMP,valentine,VR40E,2021,postthin,,N,25,,NA,NA,,6.9,3,
CPFMP,valentine,VR40E,2021,postthin,,W,34,,NA,NA,,3.5,4,
CPFMP,valentine,VR40E,2021,postthin,,W,21,,NA,NA,,1.9,3,
CPFMP,valentine,VR43,2021,postthin,,N,40,,NA,NA,,9,3,
CPFMP,valentine,VR44,2021,postthin,,S,60,,NA,NA,,8,2,
CPFMP,valentine,VR44,2021,postthin,,W,22,,NA,NA,,15,2,
CPFMP,valentine,VR44,2021,postthin,,W,20,,NA,NA,,15,2,
CPFMP,valentine,VR44,2021,postthin,,W,23,,NA,NA,,18,2,
CPFMP,valentine,VR44,2021,postthin,,W,20,,NA,NA,,8,2,
CPFMP,valentine,VR44,2021,postthin,,N,33,,NA,NA,,9.5,2,
CPFMP,valentine,VR44,2021,postthin,,E,25,,NA,NA,,5.9,3,
CPFMP,valentine,VR44,2021,postthin,,E,44,,NA,NA,,18.2,2,
CPFMP,valentine,VR4N,2021,postthin,,W,36,,NA,NA,,1,3,
CPFMP,valentine,VR4N,2021,postthin,,W,8.4,,NA,NA,,2.5,2,
