project,site,plot_id,year,pre_post_fire,postTime,azimuth,intersect_cm,species,large_cm,small_cm,distance_m,length_m,decay,FieldNotes
CPFMP,springsfire,springs10,2019,prefire,,180,16,,4,1,,0.7,3,
CPFMP,springsfire,springs11,2019,prefire,,180,16.25,,13.8,5.9,,4.05,3,
CPFMP,springsfire,springs11,2019,prefire,,90,59,,78,8,,25.7,3,
CPFMP,springsfire,springs12,2019,prefire,,270,7.5,,8,5,,0.27,3,
CPFMP,springsfire,springs12,2019,prefire,,180,9.4,,27.1,3.4,,7.7,3,
CPFMP,springsfire,springs12,2019,prefire,,180,12,,12,7,,0.2,4,
CPFMP,springsfire,springs12,2019,prefire,,0,58.4,,58.4,3.3,,18,2,
CPFMP,springsfire,springs13,2019,prefire,,0,26,,33,11,,1.8,4,
CPFMP,springsfire,springs13,2019,prefire,,180,10,,10,8,,0.3,4,
CPFMP,springsfire,springs13,2019,prefire,,180,15,,20,14,,1.7,3,
CPFMP,springsfire,springs13,2019,prefire,,90,35,,90,75,,0.75,3,
CPFMP,springsfire,springs13,2019,prefire,,90,70,,91,40,,2.58,3,
CPFMP,springsfire,springs13,2019,prefire,,270,85,,90,70,,0.21,3,
CPFMP,springsfire,springs15,2019,prefire,,0,8,,16,5,,4.4,2,
CPFMP,springsfire,springs18,2019,prefire,,0,8,,9,6,,0.65,2,
CPFMP,springsfire,springs18,2019,prefire,,0,10.5,,13,5,,0.8,3,
CPFMP,springsfire,springs18,2019,prefire,,180,18,,23,4,,2.3,3,
CPFMP,springsfire,springs18,2019,prefire,,270,20,,22,17,,1.8,3,
CPFMP,springsfire,springs18,2019,prefire,,270,12,,13,9,,1.9,3,
CPFMP,springsfire,springs18,2019,prefire,,90,22,,22,15,,1.7,3,
CPFMP,springsfire,springs19,2019,prefire,,180,9,,17,9,,3.9,3,
CPFMP,springsfire,springs19,2019,prefire,,180,20,,21,19,,2,4,
CPFMP,springsfire,springs19,2019,prefire,,270,14,,16,7,,1.6,3,
CPFMP,springsfire,springs19,2019,prefire,,270,15,,16,5,,3.2,3,
CPFMP,springsfire,springs19,2019,prefire,,90,28,,35,6,,6.9,2,
CPFMP,springsfire,springs19,2019,prefire,,90,10,,12.5,4,,0.9,4,
CPFMP,springsfire,springs2,2019,prefire,,270,9.7,,10.9,9.7,,0.91,3,
CPFMP,springsfire,springs2,2019,prefire,,270,15,,15,12,,0.46,4,
CPFMP,springsfire,springs2,2019,prefire,,270,14,,14,14,,0.55,4,
CPFMP,springsfire,springs2,2019,prefire,,270,14,,34,14,,0.49,4,
CPFMP,springsfire,springs2,2019,prefire,,270,29,,29,29,,0.25,4,
CPFMP,springsfire,springs20,2019,prefire,,90,12,,20,3,,4.5,3,
CPFMP,springsfire,springs20,2019,prefire,,270,19,,20,18,,0.7,3,
CPFMP,springsfire,springs20,2019,prefire,,180,11.2,,20,5.6,,6.65,2,
CPFMP,springsfire,springs20,2019,prefire,,0,13,,13,8,,0.71,4,
CPFMP,springsfire,springs20,2019,prefire,,0,9,,15,9,,0.67,4,
CPFMP,springsfire,springs20,2019,prefire,,0,15.4,,20,10.1,,3.5,4,
CPFMP,springsfire,springs20,2019,prefire,,0,11,,11,11,,0.15,4,
CPFMP,springsfire,springs20,2019,prefire,,0,9.5,,9.9,9.5,,1,4,
CPFMP,springsfire,springs20,2019,prefire,,0,10,,10,8,,1.55,4,
CPFMP,springsfire,springs20,2019,prefire,,0,15,,12.9,6.8,,3.1,2,
CPFMP,springsfire,springs21,2019,prefire,,90,25,,27,15,,5.4,4,
CPFMP,springsfire,springs21,2019,prefire,,270,14,,16,9,,3.5,4,
CPFMP,springsfire,springs21,2019,prefire,,0,11,,10,9,,0.5,3,
CPFMP,springsfire,springs21,2019,prefire,,0,20,,20,18,,1.23,3,
CPFMP,springsfire,springs21,2019,prefire,,180,32,,32,21,,0.8,3,
CPFMP,springsfire,springs21,2019,prefire,,180,25,,27,15,,5.4,4,
CPFMP,springsfire,springs22,2019,prefire,,0,11,,13,5,,4.3,3,
CPFMP,springsfire,springs22,2019,prefire,,180,20,,27,20,,3.3,3,
CPFMP,springsfire,springs22,2019,prefire,,270,10,,11,9,,1.15,4,
CPFMP,springsfire,springs24,2019,prefire,,0,14,,14,4.9,,0.96,3,
CPFMP,springsfire,springs24,2019,prefire,,0,8,,10,8,,0.66,3,
CPFMP,springsfire,springs25,2019,prefire,,0,11,,13,10,,1.5,5,
CPFMP,springsfire,springs25,2019,prefire,,180,48,,76.5,43,,64.3,4,
CPFMP,springsfire,springs26,2019,prefire,,0,8.5,,10,4,,0.35,3,
CPFMP,springsfire,springs26,2019,prefire,,0,14,,15,1,,0.95,2,
CPFMP,springsfire,springs26,2019,prefire,,180,12,,14,8,,1,2,
CPFMP,springsfire,springs26,2019,prefire,,180,11,,11,7,,0.39,2,
CPFMP,springsfire,springs26,2019,prefire,,180,10,,10.5,4,,0.75,2,
CPFMP,springsfire,springs26,2019,prefire,,180,11,,15,2,,0.56,2,
CPFMP,springsfire,springs26,2019,prefire,,270,9.5,,11,3,,1.9,2,
CPFMP,springsfire,springs26,2019,prefire,,90,12,,13,4,,2.55,3,
CPFMP,springsfire,springs29,2019,prefire,,180,10,,10,3,,0.47,3,
CPFMP,springsfire,springs29,2019,prefire,,180,11,,12,4,,0.27,2,
CPFMP,springsfire,springs30,2019,prefire,,180,8,,10.5,8,,1.85,2,
CPFMP,springsfire,springs32,2019,prefire,,90,11,,17,3,,5.8,3,
CPFMP,springsfire,springs32,2019,prefire,,270,27,,33,25,,1.1,4,
CPFMP,springsfire,springs38,2019,prefire,,180,7,,7,4,,1.4,2,
CPFMP,springsfire,springs4,2019,prefire,,0,9,,10,9,,0.19,3,
CPFMP,springsfire,springs4,2019,prefire,,0,7.9,,7.9,7,,1.19,4,
CPFMP,springsfire,springs4,2019,prefire,,270,8,,26,8,,4.65,3,
CPFMP,springsfire,springs5,2019,prefire,,270,20,,11,9,,3.3,5,
CPFMP,springsfire,springs5,2019,prefire,,0,29,,5,10.75,,3,3,
CPFMP,springsfire,springs9,2019,prefire,,90,80,,100,90,,2.89,4,
CPFMP,springsfire,springs9,2019,prefire,,90,12,,18,8,,1.6,3,
CPFMP,valentine,VR1,2019,prefire,,0,na,,35,0.6,,8.2,1,
CPFMP,valentine,VR1,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR1,2019,prefire,,180,na,,38,18,,9.8,4,
CPFMP,valentine,VR1,2019,prefire,,180,na,,30,13,,9.2,3,
CPFMP,valentine,VR1,2019,prefire,,180,na,,31,18,,1.1,5,
CPFMP,valentine,VR1,2019,prefire,,270,na,,30,0.2,,5.9,1,
CPFMP,valentine,VR1,2019,prefire,,270,na,,30,20,,10.3,2,
CPFMP,valentine,VR1,2019,prefire,,270,na,,35,14,,11.4,1,
CPFMP,valentine,VR1,2019,prefire,,270,na,,33,11,,12.8,1,
CPFMP,valentine,VR1,2019,prefire,,270,na,,15,0.9,,2.05,3,
CPFMP,valentine,VR10,2019,prefire,,0,na,,52,21,,17.8,4,
CPFMP,valentine,VR10,2019,prefire,,0,na,,40,18,,15.6,2,
CPFMP,valentine,VR10,2019,prefire,,90,na,,41,19,,13.6,1,
CPFMP,valentine,VR10,2019,prefire,,180,na,,45,22,,2,5,
CPFMP,valentine,VR10,2019,prefire,,270,na,,44,24,,2.05,4,
CPFMP,valentine,VR10N,2019,prefire,,0,64,,na,na,,na,5,
CPFMP,valentine,VR10N,2019,prefire,,0,8,,10,8,,1,4,
CPFMP,valentine,VR10N,2019,prefire,,90,18,,20,12,,1.45,3,
CPFMP,valentine,VR10N,2019,prefire,,180,41,,66,15.5,,9.2,2,
CPFMP,valentine,VR10N,2019,prefire,,180,46,,46,21,,8.4,2,
CPFMP,valentine,VR10N,2019,prefire,,180,54,,66,29,,10.7,4,
CPFMP,valentine,VR10N,2019,prefire,,180,55,,na,na,,na,5,
CPFMP,valentine,VR10N,2019,prefire,,270,34,,62,30,,10.3,2,
CPFMP,valentine,VR11,2019,prefire,,0,20.5,,35.6,3,,10,2,
CPFMP,valentine,VR11,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR11,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR11,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR11N,2019,prefire,,0,69,,86,25,,16.2,1,
CPFMP,valentine,VR11N,2019,prefire,,0,15,,49,6,,10.1,4,
CPFMP,valentine,VR11N,2019,prefire,,90,na,,na,na,,na,,NOFUELS
CPFMP,valentine,VR11N,2019,prefire,,180,20,,na,na,,na,5,
CPFMP,valentine,VR11N,2019,prefire,,180,52,,na,na,,na,5,
CPFMP,valentine,VR11N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR12,2019,prefire,,0,12,,15,0.2,,6.6,2,
CPFMP,valentine,VR12,2019,prefire,,0,47,,na,na,,na,5,
CPFMP,valentine,VR12,2019,prefire,,0,31,,41,30,,3.07,4,
CPFMP,valentine,VR12,2019,prefire,,90,18,,13,0.7,,1.67,4,
CPFMP,valentine,VR12,2019,prefire,,90,13,,13,13,,2.6,3,
CPFMP,valentine,VR12,2019,prefire,,90,50,,1.04,0.2,,35,1,
CPFMP,valentine,VR12,2019,prefire,,90,28,,na,na,,na,5,
CPFMP,valentine,VR12,2019,prefire,,180,45,,na,na,,na,5,
CPFMP,valentine,VR12,2019,prefire,,180,1.22,,na,na,,na,5,
CPFMP,valentine,VR12,2019,prefire,,270,48,,1.1,48,,6,4,
CPFMP,valentine,VR12,2019,prefire,,270,19,,na,na,,na,5,
CPFMP,valentine,VR12N,2019,prefire,,0,37,,39,11,,7.6,4,
CPFMP,valentine,VR12N,2019,prefire,,0,13,,na,na,,na,5,
CPFMP,valentine,VR12N,2019,prefire,,90,37,,45,22,,11.4,4,
CPFMP,valentine,VR12N,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR12N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR13,2019,prefire,,0,12,,10.5,0.4,,2.04,4,
CPFMP,valentine,VR13,2019,prefire,,90,0.9,,44,0.8,,4.65,4,
CPFMP,valentine,VR13,2019,prefire,,180,14.5,,na,0.75,,18.4,3,
CPFMP,valentine,VR13,2019,prefire,,180,50.5,,50.5,37.5,,4.87,1,
CPFMP,valentine,VR13,2019,prefire,,270,34.5,,1.32,11,,29.8,4,
CPFMP,valentine,VR13,2019,prefire,,270,41,,1.32,21.5,,30.4,4,
CPFMP,valentine,VR13,2019,prefire,,270,25,,26,22,,0.56,1,
CPFMP,valentine,VR13,2019,prefire,,270,22.5,,34,18.5,,11.4,4,
CPFMP,valentine,VR13N,2019,prefire,,0,9,,18,1.5,,6.2,2,
CPFMP,valentine,VR13N,2019,prefire,,0,14,,28,5,,15.7,3,
CPFMP,valentine,VR13N,2019,prefire,,90,13,,21,1,,12.6,3,
CPFMP,valentine,VR13N,2019,prefire,,90,13,,21,4,,12.7,3,
CPFMP,valentine,VR13N,2019,prefire,,90,19,,30,8,,8.9,4,
CPFMP,valentine,VR13N,2019,prefire,,180,20,,21,12,,2.73,3,
CPFMP,valentine,VR13N,2019,prefire,,180,11,,11,6,,3.05,3,
CPFMP,valentine,VR13N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR14,2019,prefire,,0,na,,na,na,,na,na,
CPFMP,valentine,VR14,2019,prefire,,90,na,,na,na,,na,na,
CPFMP,valentine,VR14,2019,prefire,,180,na,,na,na,,na,na,
CPFMP,valentine,VR14,2019,prefire,,270,na,,na,na,,na,na,
CPFMP,valentine,VR14N,2019,prefire,,0,15,,14,7,,0.8,5,
CPFMP,valentine,VR14N,2019,prefire,,0,95,,na,na,,na,5,
CPFMP,valentine,VR14N,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR14N,2019,prefire,,180,0.45,,0.5,0.34,,4.23,2,
CPFMP,valentine,VR14N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR16,2019,prefire,,-,na,,na,na,,na,na,nodatasheet
CPFMP,valentine,VR16N,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR16N,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR16N,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR16N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR19,2019,prefire,,0,48,,55,21,,25,3,
CPFMP,valentine,VR19,2019,prefire,,90,27,,na,na,,na,5,
CPFMP,valentine,VR19,2019,prefire,,180,21,,26,9.5,,5,1,
CPFMP,valentine,VR19,2019,prefire,,270,32,,40,30,,3.27,1,
CPFMP,valentine,VR1N,2019,prefire,,0,na,,13,0.3,,2.75,1,
CPFMP,valentine,VR1N,2019,prefire,,0,na,,56,0.4,,11.8,2,
CPFMP,valentine,VR1N,2019,prefire,,90,na,,17,0.3,,4.1,3,
CPFMP,valentine,VR1N,2019,prefire,,90,na,,35,0.9,,9.8,na,
CPFMP,valentine,VR1N,2019,prefire,,90,na,,33,30,,1.7,na,
CPFMP,valentine,VR1N,2019,prefire,,90,na,,32,22,,1.55,na,
CPFMP,valentine,VR1N,2019,prefire,,90,na,,13,0.5,,4.25,na,
CPFMP,valentine,VR1N,2019,prefire,,180,na,,53,16,,10,1,
CPFMP,valentine,VR1N,2019,prefire,,270,na,,55,55,,9.5,5,
CPFMP,valentine,VR1N,2019,prefire,,270,na,,44,13,,11.6,3,
CPFMP,valentine,VR1N,2019,prefire,,270,na,,16,0.8,,7,4,
CPFMP,valentine,VR1N,2019,prefire,,270,na,,14,0.9,,2.5,4,
CPFMP,valentine,VR2,2019,prefire,,0,29,,32,23,,4.5,2,
CPFMP,valentine,VR2,2019,prefire,,0,37,,39,35,,12.5,5,
CPFMP,valentine,VR2,2019,prefire,,90,8,,17,5,,2.95,3,
CPFMP,valentine,VR2,2019,prefire,,180,37,,33,29,,3.35,4,
CPFMP,valentine,VR2,2019,prefire,,180,29,,32,15,,7.6,2,
CPFMP,valentine,VR2,2019,prefire,,270,31,,54,30,,15.2,3,
CPFMP,valentine,VR2,2019,prefire,,270,39,,na,na,,na,5,
CPFMP,valentine,VR20,2019,prefire,,0,17,,31,8,,13.2,2,
CPFMP,valentine,VR20,2019,prefire,,90,18,,24,10,,6.9,3,
CPFMP,valentine,VR20,2019,prefire,,180,28,,na,na,,na,5,
CPFMP,valentine,VR20,2019,prefire,,270,48,,na,na,,na,5,
CPFMP,valentine,VR20,2019,prefire,,270,68,,na,na,,na,5,
CPFMP,valentine,VR20N,2019,prefire,,0,50,,,20,,13,4,
CPFMP,valentine,VR20N,2019,prefire,,0,16.5,,60,0.3,,16.4,1,
CPFMP,valentine,VR20N,2019,prefire,,90,0.3,,na,0.3,,5.3,4,
CPFMP,valentine,VR20N,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR20N,2019,prefire,,270,0.9,,55,0.3,,14,1,
CPFMP,valentine,VR21,2019,prefire,,0,34,,na,na,,na,5,
CPFMP,valentine,VR21,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR21,2019,prefire,,180,15,,20,6,,5.15,3,
CPFMP,valentine,VR21,2019,prefire,,270,14,,19,0.5,,4.5,2,
CPFMP,valentine,VR21N,2019,prefire,,0,18,,na,0.5,,10,4,
CPFMP,valentine,VR21N,2019,prefire,,90,11,,12,0.2,,7.5,2,
CPFMP,valentine,VR21N,2019,prefire,,180,82,,na,na,,na,5,
CPFMP,valentine,VR21N,2019,prefire,,180,16,,16,0.1,,3.16,4,
CPFMP,valentine,VR21N,2019,prefire,,180,0.39,,0.47,0.1,,16,1,
CPFMP,valentine,VR21N,2019,prefire,,270,20,,28,12,,3.5,1,
CPFMP,valentine,VR21N,2019,prefire,,270,15,,23,20,,1.87,4,
CPFMP,valentine,VR22,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR22,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR22,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR22,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR22N,2019,prefire,,0,17,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,0,8.5,,24,2,,15,3,
CPFMP,valentine,VR22N,2019,prefire,,90,10,,14,9,,7,4,
CPFMP,valentine,VR22N,2019,prefire,,90,30,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,90,12,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,180,20.5,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,180,12,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,180,10.5,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,180,17,,25,5.5,,11,3,
CPFMP,valentine,VR22N,2019,prefire,,180,11,,11,1,,9.2,2,
CPFMP,valentine,VR22N,2019,prefire,,180,13,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,180,26.5,,41,10.5,,13,3,
CPFMP,valentine,VR22N,2019,prefire,,180,10,,30,9,,10.5,3,
CPFMP,valentine,VR22N,2019,prefire,,270,14,,na,na,,na,5,
CPFMP,valentine,VR22N,2019,prefire,,270,7,,17,2,,10,3,
CPFMP,valentine,VR22N,2019,prefire,,270,9,,11.5,7,,3.5,3,
CPFMP,valentine,VR22N,2019,prefire,,270,14,,20,11,,5,3,
CPFMP,valentine,VR23,2019,prefire,,0,33,,70,10,,22.4,2,
CPFMP,valentine,VR23,2019,prefire,,0,31,,70,20,,19,2,
CPFMP,valentine,VR23,2019,prefire,,0,6,,8,4,,2.3,3,
CPFMP,valentine,VR23,2019,prefire,,0,9,,7,9,,10.5,3,
CPFMP,valentine,VR23,2019,prefire,,0,8.5,,13,3,,3.3,3,
CPFMP,valentine,VR23,2019,prefire,,90,34,,60,21,,17.8,3,
CPFMP,valentine,VR23,2019,prefire,,90,20,,70,10,,22.4,2,
CPFMP,valentine,VR23,2019,prefire,,90,17,,29,13.5,,na,3,
CPFMP,valentine,VR23,2019,prefire,,180,14,,17,8.5,,6.5,4,
CPFMP,valentine,VR23,2019,prefire,,180,13,,17,1.2,,2.2,3,
CPFMP,valentine,VR23,2019,prefire,,270,27,,67,8,,22.6,3,
CPFMP,valentine,VR23,2019,prefire,,270,10,,17,8.5,,6.5,4,
CPFMP,valentine,VR24,2019,prefire,,0,9.5,,12,9,,0.29,3,
CPFMP,valentine,VR24,2019,prefire,,0,18.5,,25,24,,3.7,5,
CPFMP,valentine,VR24,2019,prefire,,90,30,,36,21,,10.8,5,
CPFMP,valentine,VR24,2019,prefire,,180,24,,43,15.5,,9.4,5,
CPFMP,valentine,VR24,2019,prefire,,180,13,,35,1,,24.8,4,
CPFMP,valentine,VR24,2019,prefire,,180,1.5,,na,na,,na,5,
CPFMP,valentine,VR24,2019,prefire,,270,17,,35,1,,24.8,4,
CPFMP,valentine,VR24,2019,prefire,,270,10,,20,6,,11,5,
CPFMP,valentine,VR24,2019,prefire,,270,13,,17,9,,4.7,5,
CPFMP,valentine,VR24,2019,prefire,,270,14,,15,8,,3.5,5,
CPFMP,valentine,VR24N,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR24N,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR24N,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR24N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25,2019,prefire,,0,18,,22,11,,9.8,1,
CPFMP,valentine,VR25,2019,prefire,,90,15,,40,11,,70,4,
CPFMP,valentine,VR25,2019,prefire,,90,19,,20,17,,57,4,
CPFMP,valentine,VR25,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25N,2019,prefire,,0,13,,22,5,,11.2,4,
CPFMP,valentine,VR25N,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25N,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25S,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25S,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25S,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR25S,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR26,2019,prefire,,0,na,,na,na,,na,na,
CPFMP,valentine,VR26,2019,prefire,,90,na,,na,na,,na,na,
CPFMP,valentine,VR26,2019,prefire,,180,na,,na,na,,na,na,
CPFMP,valentine,VR26,2019,prefire,,270,na,,na,na,,na,na,
CPFMP,valentine,VR26N,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR26N,2019,prefire,,90,na,,0.35,0.07,,17.4,1,
CPFMP,valentine,VR26N,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR26N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR26S,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR26S,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR26S,2019,prefire,,180,29,,37,1.7,,10.4,3,
CPFMP,valentine,VR26S,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR29,2019,prefire,,0,51,,51,37,,7.2,3,
CPFMP,valentine,VR29,2019,prefire,,0,30,,47,34,,8.2,3,
CPFMP,valentine,VR29,2019,prefire,,0,23,,63,15,,24,4,
CPFMP,valentine,VR29,2019,prefire,,90,46,,51,37,,7.2,3,
CPFMP,valentine,VR29,2019,prefire,,90,15,,17,10,,1.79,4,
CPFMP,valentine,VR29,2019,prefire,,90,1.85,,na,na,,na,5,
CPFMP,valentine,VR29,2019,prefire,,90,12,,12,6,,2.24,3,
CPFMP,valentine,VR29,2019,prefire,,180,41,,43,41,,14.4,3,
CPFMP,valentine,VR29,2019,prefire,,180,42,,na,na,,na,5,
CPFMP,valentine,VR29,2019,prefire,,180,25,,na,na,,na,5,
CPFMP,valentine,VR29,2019,prefire,,180,22,,42,12,,18.7,4,
CPFMP,valentine,VR29,2019,prefire,,270,33.3,,42,12,,18.7,4,
CPFMP,valentine,VR29,2019,prefire,,270,32,,47,34,,8.7,3,
CPFMP,valentine,VR29,2019,prefire,,270,18,,na,na,,na,5,
CPFMP,valentine,VR2N,2019,prefire,,0,10,,12,2,,2.8,1,
CPFMP,valentine,VR2N,2019,prefire,,0,10,,0.43,1,,1.4,1,
CPFMP,valentine,VR2N,2019,prefire,,90,10,,41,8,,15.6,2,
CPFMP,valentine,VR2N,2019,prefire,,90,29,,49,23,,9.6,3,
CPFMP,valentine,VR2N,2019,prefire,,180,30,,41,8,,15.6,2,
CPFMP,valentine,VR2N,2019,prefire,,180,32,,49,23,,9.6,3,
CPFMP,valentine,VR2N,2019,prefire,,180,8,,12,4,,2.85,3,
CPFMP,valentine,VR2N,2019,prefire,,270,10,,12,80,,0.6,3,
CPFMP,valentine,VR2N,2019,prefire,,270,29,,43,5.2,,17.8,3,
CPFMP,valentine,VR3,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR3,2019,prefire,,90,na,,82,66,,17,4,
CPFMP,valentine,VR3,2019,prefire,,180,na,,24,18,,4.75,3,
CPFMP,valentine,VR3,2019,prefire,,180,na,,17,0.6,,4.9,4,
CPFMP,valentine,VR3,2019,prefire,,180,na,,14,11,,2.6,na,
CPFMP,valentine,VR3,2019,prefire,,270,na,,30,27,,2.4,3,
CPFMP,valentine,VR3,2019,prefire,,270,na,,11,0.3,,3.9,2,
CPFMP,valentine,VR3,2019,prefire,,270,na,,35,27,,9.5,1,
CPFMP,valentine,VR3,2019,prefire,,270,na,,63,13,,15.6,1,
CPFMP,valentine,VR30,2019,prefire,,0,na,,13,11,,1.38,3,
CPFMP,valentine,VR30,2019,prefire,,90,na,,21,10,,4.37,3,
CPFMP,valentine,VR30,2019,prefire,,90,na,,17,11,,1.18,3,
CPFMP,valentine,VR30,2019,prefire,,90,na,,12,0.8,,1.75,3,
CPFMP,valentine,VR30,2019,prefire,,180,na,,27,14,,4.55,3,
CPFMP,valentine,VR30,2019,prefire,,270,na,,na,na,,na,na,
CPFMP,valentine,VR30N,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR30N,2019,prefire,,90,14,,14,11,,1.85,2,
CPFMP,valentine,VR30N,2019,prefire,,180,na,,25,10,,1.45,2,
CPFMP,valentine,VR30N,2019,prefire,,180,na,,16,0.6,,0.8,2,
CPFMP,valentine,VR30N,2019,prefire,,270,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR31,2019,prefire,,0,45,,na,na,,na,5,
CPFMP,valentine,VR31,2019,prefire,,0,22,,na,na,,na,5,
CPFMP,valentine,VR31,2019,prefire,,0,46,,na,na,,na,5,
CPFMP,valentine,VR31,2019,prefire,,0,15,,na,na,,na,5,
CPFMP,valentine,VR31,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR31,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR31,2019,prefire,,270,63,,85,na,,18.2,4,
CPFMP,valentine,VR31,2019,prefire,,270,11,,11,8,,2.26,4,
CPFMP,valentine,VR31N,2019,prefire,,0,24,,70,7,,25.8,4,
CPFMP,valentine,VR31N,2019,prefire,,0,na,,50,na,,15.8,4,
CPFMP,valentine,VR31N,2019,prefire,,90,11,,11.5,1,,4,2,
CPFMP,valentine,VR31N,2019,prefire,,180,9,,11.5,2,,2.5,1,
CPFMP,valentine,VR31N,2019,prefire,,270,40,,70,7,,25.8,4,
CPFMP,valentine,VR31N,2019,prefire,,270,31,,50,na,,15.8,4,
CPFMP,valentine,VR33,2019,prefire,,0,38,,na,na,,na,5,
CPFMP,valentine,VR33,2019,prefire,,90,53,,87,41,,20.6,1,
CPFMP,valentine,VR33,2019,prefire,,180,21,,29,15,,3.54,4,
CPFMP,valentine,VR33,2019,prefire,,270,33,,41,35,,8,3,
CPFMP,valentine,VR33N,2019,prefire,,0,14,,22,9.5,,10.2,3,
CPFMP,valentine,VR33N,2019,prefire,,0,19,,27,8,,7,4,
CPFMP,valentine,VR33N,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR33N,2019,prefire,,180,50,,67,57,,10.8,2,
CPFMP,valentine,VR33N,2019,prefire,,180,6,,9,1,,3,1,
CPFMP,valentine,VR33N,2019,prefire,,270,10,,na,na,,na,5,
CPFMP,valentine,VR34,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR34,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR34,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR34,2019,prefire,,270,102,,130,100,,13.8,2,
CPFMP,valentine,VR35,2019,prefire,,0,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR35,2019,prefire,,90,na,,na,na,,na,na,NOFUELS
CPFMP,valentine,VR35,2019,prefire,,180,na,,na,na,,na,na,NOFUELS
