site,PlotID,year,pre_post_fire,postTime,OBS,Species,Status,Lifeform,TSE#(by plot by sp.),TSE_HT_m(Of Tallest),TSE_Age(Of Tallest),TSA_DBH,TSA_Age,TSA_HT(m),TSA_cohort_ct,#resp,TRE# (by plot by sp.),TRE_HT_m(of tallest),TRE_Age(Of Tallest),NOTES,
frenchmeadows,FM48,2020,prefire,NA,,ABCO,live,TSE,,0.3,5,,,,,,,,,,
frenchmeadows,FM48,2020,prefire,NA,,ABCO,live,TSE,,0.3,10,,,,,,,,,,
frenchmeadows,FM48,2020,prefire,NA,,ABMA,live,TSE,1,0.8,10,,,,,,,,,,
frenchmeadows,FM48,2020,prefire,NA,,ABMA,live,TSE,2,0.2,4,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABCO,live,TSE,2,0.3,3,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABCO,live,TSE,1,0.3,7,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABCO,live,TSE,1,0.3,10,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABCO,live,TSE,1,0.2,2,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABCO,live,TSE,3,0.1,1,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABCO,live,TSA,,,,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABMA,live,TSE,4,0.2,4,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABMA,live,TSE,5,0.2,5,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABMA,live,TSE,5,0.1,2,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABMA,live,TSE,2,0.2,3,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABMA,live,TSE,1,0.3,8,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.4,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,4,0.2,4,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,3,0.2,2,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,1,0.2,10,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,7,0.3,5,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,2,0.3,7,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,1,0.4,10,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,5,0.1,1,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,live,TSE,1,0.2,3,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,CADE,dead,TSE,1,1,10,,,,,,,,,,
frenchmeadows,FM49,2020,prefire,NA,,QUEKEL,live,TSE,1,0.2,3,,,,,,,,,,
frenchmeadows,FM50,2020,prefire,NA,,ABCO,live,TSE,1,1.2,10,,,,,,,,,,
frenchmeadows,FM50,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.8,,,,,,,
frenchmeadows,FM50,2020,prefire,NA,,CADE,live,TSE,,,1.6,,,,,,,,,,
frenchmeadows,FM50,2020,prefire,NA,,CADE,live,TSA,,,,,,2.6,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSE,1,0.6,10,,,,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.7,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.7,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.7,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.7,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.5,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.5,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.6,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.8,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.9,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABCO,live,TSE,2,0.7,10,,,,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABMA,live,TSE,1,1.4,10,,,,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.4,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.5,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,CADE,live,TSA,,,,,,1.7,,,,,,,
frenchmeadows,FM51,2020,prefire,NA,,CADE,live,TSE,1,0.3,10,,,,,,,,,,
frenchmeadows,FM52,2020,prefire,NA,,ABMA,live,TSE,1,0.5,10,,,,,,,,,,
frenchmeadows,FM52,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.8,,,,,,,
frenchmeadows,FM52,2020,prefire,NA,,PIJE,live,TSE,1,1.3,10,,,,,,,,,,
frenchmeadows,FM52,2020,prefire,NA,,PIJE,live,TSA,,,,,,13.3,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSE,1,0.4,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSE,1,0.3,5,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSE,2,0.3,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSE,1,1.4,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,2.4,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,4.3,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,2.8,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,2.6,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.8,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSE,,0.6,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABCO,live,TSA,,,,,,4,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSA,,,,,,2.3,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSE,2,1.5,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSE,1,0.3,5,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSE,1,0.3,8,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSE,2,0.5,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.6,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.7,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSA,,,,,,4,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.9,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,ABMA,live,TSA,,,,,,2.5,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,CADE,live,TSA,,,,,,2.3,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,CADE,live,TSE,1,0.4,10,,,,,,,,,,
frenchmeadows,FM53,2020,prefire,NA,,QUEKEL,live,TSE,1,0.1,1,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABCO,live,TSE,1,1.4,10,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABCO,live,TSA,,,,,,2.5,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABMA,live,TSE,2,0.3,3,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABMA,live,TSE,1,0.1,2,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABMA,live,TSE,2,0.3,10,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABMA,live,TSE,1,1,10,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABMA,live,TSA,,,,,,1.8,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,ABMA,live,TSE,1,0.2,6,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,CADE,live,TSE,,1.4,10,,,,,,,,,,
frenchmeadows,FM54,2020,prefire,NA,,CADE,live,TSA,,,,,,2.3,,,,,,,
frenchmeadows,FM55,2020,prefire,NA,,CADE,live,TSA,na,na,na,2.2,>30,1.8,,,,,,,
frenchmeadows,FM55,2020,prefire,NA,,CADE,live,TSA,na,na,na,6.25,>40,3,,,,,,,
frenchmeadows,FM56,2020,prefire,NA,,ABCO,live,TSA,,,,,,4.1,,,,,,,
frenchmeadows,FM56,2020,prefire,NA,,ABCO,live,TSE,,0.7,10,,,,,,,,,,
frenchmeadows,FM56,2020,prefire,NA,,ABMA,live,TSA,,,,,,,,,,,,,
frenchmeadows,FM56,2020,prefire,NA,,CADE,live,TSE,1,1,10,,,,,,,,,,
frenchmeadows,FM56,2020,prefire,NA,,CADE,live,TSA,,,,,,2.1,,,,,,,
frenchmeadows,FM57,2020,prefire,NA,,ABCO,live,TSE,3,na,1,na,na,na,,,,,,,
frenchmeadows,FM57,2020,prefire,NA,,ABCO,live,TSE,1,0.1,2,na,na,na,,,,,,,
frenchmeadows,FM57,2020,prefire,NA,,ABMA,live,TSE,1,0.05,1,na,na,na,,,,,,,
frenchmeadows,FM57,2020,prefire,NA,,CADE,live,TSE,17,0.12,>1,na,na,na,,,,,,,
frenchmeadows,FM57,2020,prefire,NA,,PILA,live,TSE,1,0.07,1,na,na,na,,,,,,,
frenchmeadows,FM57,2020,prefire,NA,,PILA,live,TSA,na,na,na,5.4,na,4,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABCO,live,TSE,3,na,0,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABCO,live,TSE,12,na,1,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABCO,live,TSE,1,na,2,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABCO,live,TSE,1,na,5,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABCO,live,TSE,4,1.3,>10,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABCO,live,TSA,na,na,na,1,>30,1.7,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABMA,live,TSE,2,na,0,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABMA,live,TSE,1,na,1,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABMA,live,TSE,1,na,2,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABMA,live,TSE,1,na,4,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABMA,live,TSE,3,1.2,>10,na,na,na,,,,,,,
frenchmeadows,FM62,2020,prefire,NA,,ABMA,live,TSA,na,na,na,6.2,>45,3.2,,,,,,,
frenchmeadows,FM63,2020,prefire,NA,,ABCO,live,TSA,,,,,,3,,,,,,,
frenchmeadows,FM63,2020,prefire,NA,,ABCO,live,TSA,,,,,,4,,,,,,,
frenchmeadows,FM63,2020,prefire,NA,,ABCO,dead,TSA,,,,,,2,,,,,,,
frenchmeadows,FM63,2020,prefire,NA,,ABCO,live,TSE,1,0.7,10,,,,,,,,,,
frenchmeadows,FM64,2020,prefire,NA,,ABCO,dead,TSA,,,,,,2,,,,,,,
frenchmeadows,FM64,2020,prefire,NA,,ABCO,live,TSA,,,,,,1.8,,,,,,,
frenchmeadows,FM64,2020,prefire,NA,,ABMA,live,TSA,,,,,,2.1,,,,,,,
frenchmeadows,FM64,2020,prefire,NA,,ABMA,live,TSE,1,0.3,5,,,,,,,,,,
frenchmeadows,FM68,2020,prefire,NA,,na,na,na,na,na,na,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABCO,live,TSE,1,0.1,2,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABCO,live,TSE,1,0.5,>10,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABCO,live,TSE,1,0.3,7,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABCO,live,TSE,1,0.15,3,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABCO,live,TSE,1,0.2,8,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABMA,live,TSA,na,na,na,2.8,>30,1.9,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABMA,live,TSA,na,na,na,3.8,>40,2.1,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABMA,live,TSA,na,na,na,3.3,>40,2.1,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,ABMA,live,TSE,2,1.25,>10,na,na,na,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,CADE,live,TSA,na,na,na,6.4,na,2.5,,,,,,,
frenchmeadows,FM69,2020,prefire,NA,,CADE,live,TSA,na,na,na,5.1,na,2.2,,,,,,,
frenchmeadows,FM046,2022,postfire,1yr,,abco,live,TSE,42,0.08,1,na,na,na,,,,,,,
frenchmeadows,FM046,2022,postfire,1yr,,cade,live,TSE,89,0.1,1,na,na,na,,,,,,,
frenchmeadows,FM046,2022,postfire,1yr,,abco,dead,TSA,na,na,na,6,2,1,,,,,,,
frenchmeadows,FM047,2022,postfire,1yr,,abco,live,TSE,27,0.15,1,na,na,na,,,,,,,
frenchmeadows,FM047,2022,postfire,1yr,,pila,live,TSE,2,0.15,1,na,na,na,,,,,,,
frenchmeadows,FM047,2022,postfire,1yr,,cade,live,TSE,3,0.07,1,na,na,na,,,,,,,
frenchmeadows,FM19-20,2022,postfire,1yr,,abco,live,TSE,26,0.1,1,na,na,na,,,,,,,
frenchmeadows,FM19-20,2022,postfire,1yr,,abco,dead,TSE,6,0.05,1,na,na,na,,,,,,,
frenchmeadows,FM19-20,2022,postfire,1yr,,cade,live,TSE,21,0.12,1,na,na,na,,,,,,,
frenchmeadows,FM19-20,2022,postfire,1yr,,pila,live,TSE,1,0.1,1,na,na,na,,,,,,,
frenchmeadows,FM19-3,2022,postfire,1yr,,abco,live,TSE,254,0.05,0,na,na,na,,,,,,,
frenchmeadows,FM19-6,2022,postfire,1yr,,abies,live,TSE,4,1,0,na,na,na,,,,,,,
frenchmeadows,FM19-6,2022,postfire,1yr,,pije,live,TSE,1,0.1,1,na,na,na,,,,,,,
frenchmeadows,FM19-7,2022,postfire,1yr,,abies,live,TSE,18,1.3,>1,na,na,na,,,,,,,
frenchmeadows,FM19-7,2022,postfire,1yr,,abies,dead,TSE,5,1.2,>1,na,na,na,,,,,,,
frenchmeadows,FM19-7,2022,postfire,1yr,,pila,live,TSE,3,0.6,>1,na,na,na,,,,,,,
frenchmeadows,FM19-7,2022,postfire,1yr,,abies,live,TSA,na,na,na,3.6,>1,2,,,,,,,
frenchmeadows,FM38,2022,postfire,1yr,,abma,live,TSE,9,0.9,>1,na,na,na,,,,,,,
frenchmeadows,FM38,2022,postfire,1yr,,pila,live,TSE,1,0.1,>1,na,na,na,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSA,na,na,na,1.2,>1,1.6,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSA,na,na,na,3.5,>1,2,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSE,21,0.05,0,na,na,na,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSE,9,1,>1,na,na,na,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,dead,TSE,2,0.6,>1,na,na,na,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSA,na,na,na,4.3,>1,3.3,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSA,na,na,na,3.1,>1,2.8,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSA,na,na,na,3,>1,2,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,live,TSA,na,na,na,2.1,>1,1.6,,,,,,,
frenchmeadows,FM39,2022,postfire,1yr,,abies,dead,TSA,na,na,na,4.6,>1,2.1,,,,,,,
frenchmeadows,FM40,2022,postfire,1yr,,abco,live,TSE,4,0.05,0,na,na,na,,,,,,,
frenchmeadows,FM40,2022,postfire,1yr,,abco,dead,TSE,1,1,>1,na,na,na,,,,,,,
frenchmeadows,FM40,2022,postfire,1yr,,cade,live,TSE,1,0.08,>1,na,na,na,,,,,,,
frenchmeadows,FM48,2022,postfire,1yr,,abies,live,TSE,11,0.1,0,na,na,na,,,,,,,
frenchmeadows,FM48,2022,postfire,1yr,,abies,dead,TSE,2,1,>1,na,na,na,,,,,,,
frenchmeadows,FM48,2022,postfire,1yr,,abies,dead,TSA,na,na,na,3.5,>1,1.5,,,,,,,
frenchmeadows,FM48,2022,postfire,1yr,,abies,dead,TSA,na,na,na,1.7,>1,2,,,,,,,
frenchmeadows,FM48,2022,postfire,1yr,,abies,dead,TSA,na,na,na,2.2,>1,1.4,,,,,,,
henrycoe,HCM001,2021,prefire,NA,,QUEKEL,live,tse,4,0.2,>1,na,na,na,,na,na,na,na,black oak hybrid,
henrycoe,HCM001,2021,prefire,NA,,hetarb,live,tse,3,0.3,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM001,2021,prefire,NA,,quag,live,tse,29,1.3,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM001,2021,prefire,NA,,umbcal,live,tse,8,1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM002,2021,prefire,NA,,pinsab,live,tse,1,1,8,na,na,na,,na,na,na,na,,
henrycoe,HCM002,2021,prefire,NA,,quag,live,tse,3,0.2,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM003,2021,prefire,NA,,pinsab,live,tsa,na,na,na,1.5,>10,2.6,,na,na,na,na,,
henrycoe,HCM003,2021,prefire,NA,,pinsab,live,tsa,na,na,na,1,>10,2.1,,na,na,na,na,,
henrycoe,HCM003,2021,prefire,NA,,quag,live,tse,31,0.3,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM003,2021,prefire,NA,,quag,dead,tse,1,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM003,2021,prefire,NA,,QUEDOU,live,tse,1,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM004,2021,prefire,NA,,PIPO,live,tse,1,1.2,9,na,na,na,,na,na,na,na,,
henrycoe,HCM004,2021,prefire,NA,,PIPO,live,tse,1,0.6,7,na,na,na,,na,na,na,na,,
henrycoe,HCM004,2021,prefire,NA,,pinsab,live,tse,3,0.35,3,na,na,na,,na,na,na,na,,
henrycoe,HCM004,2021,prefire,NA,,pinsab,live,tse,1,0.6,7,na,na,na,,na,na,na,na,,
henrycoe,HCM004,2021,prefire,NA,,quag,live,tse,4,0.1,na,na,na,na,,na,na,na,na,,
henrycoe,HCM004,2021,prefire,NA,,quag,dead,tse,2,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,arbmen,live,tse,2,2,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,hetarb,live,tse,3,1.3,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,hetarb,live,tsa,na,na,na,0.8,>1,2,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tse,69,0.7,na,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,dead,tse,11,0.4,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tsa,na,na,na,0.1,>1,1.6,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tsa,na,na,na,0.4,>1,1.9,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tse,8,0.5,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tse,1,0.07,0,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tre,na,na,na,na,na,na,,na,14,0.1,>1,,
henrycoe,HCM005,2021,prefire,NA,,quag,dead,tre,na,na,na,na,na,na,,na,4,0.1,>1,,
henrycoe,HCM005,2021,prefire,NA,,quag,live,tre,na,na,na,na,na,na,,na,5,5,0,,
henrycoe,HCM005,2021,prefire,NA,,QUEDOU,live,tse,1,0.05,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM005,2021,prefire,NA,,umbcal,live,tse,1,1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM007,2021,prefire,NA,,PIPO,live,tse,1,0.15,3,na,na,na,,na,na,na,na,,
henrycoe,HCM007,2021,prefire,NA,,PIPO,live,tse,1,0.6,7,na,na,na,,na,na,na,na,,
henrycoe,HCM007,2021,prefire,NA,,PIPO,live,tse,2,0.12,2,na,na,na,,na,na,na,na,,
henrycoe,HCM007,2021,prefire,NA,,pinsab,live,tse,1,0.13,2,na,na,na,,na,na,na,na,,
henrycoe,HCM007,2021,prefire,NA,,quag,live,tse,1,0.8,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinus,live,tse,1,0.3,3,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinus,live,tse,1,0.3,4,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinus,live,tse,2,0.3,2,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinus,dead,tse,1,0.3,3,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,PIPO,live,tse,2,1.4,2,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinsab,live,tse,2,1.7,2,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinsab,live,tse,5,0.3,3,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,pinsab,live,tse,1,0.3,5,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,QUEDOU,live,tse,1,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,QUEKEL,live,tse,1,0.05,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM008,2021,prefire,NA,,umbcal,live,tse,1,0.05,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM009,2021,prefire,NA,,PIPO,live,tsa,na,na,na,3.3,>10,2.2,,na,na,na,na,,
henrycoe,HCM009,2021,prefire,NA,,QUEKEL,live,tse,2,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM010,2021,prefire,NA,,umbcal,live,tse,1,0.2,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,arbmen,live,tse,2,1.2,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,arbmen,live,tsa,na,na,na,0.2,>1,1.4,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,PIPO,live,tse,2,0.8,>10,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,PIPO,live,tse,4,0.4,8,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,PIPO,live,tse,2,0.5,5,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,PIPO,dead,tse,1,0.5,>10,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,QUEKEL,live,tse,1,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM011,2021,prefire,NA,,umbcal,live,tse,1,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM012,2021,prefire,NA,,hetarb,live,tre,na,na,na,na,na,na,,na,57,1.3,>1,,
henrycoe,HCM012,2021,prefire,NA,,hetarb,live,tse,1,0.4,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM012,2021,prefire,NA,,quag,live,tre,na,na,na,na,na,na,,na,9,0.2,>1,,
henrycoe,HCM012,2021,prefire,NA,,QUEDOU,live,tre,na,na,na,na,na,na,,na,2,0.03,>1,,
henrycoe,HCM012,2021,prefire,NA,,QUEDOU,live,tse,3,0.1,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM012,2021,prefire,NA,,QUEDOU,live,tse,1,0.02,0,na,na,na,,na,na,na,na,,
henrycoe,HCM012,2021,prefire,NA,,umbcal,live,tre,na,na,na,na,na,na,,na,3,0.1,>1,,
henrycoe,HCM012,2021,prefire,NA,,umbcal,live,tse,1,0.15,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM013,2021,prefire,NA,,arbmen,live,tre,49,0.3,>1,na,na,na,,na,na,na,na,,
henrycoe,HCM014,2021,prefire,NA,,umbcal,live,tre,na,na,na,na,na,na,,na,3,0.1,>1,,
henrycoe,HCM001,2022,postfire,1yr,,quag,live,tre,na,na,na,na,,na,na,12,,1.1,,,
henrycoe,HCM001,2022,postfire,1yr,,UMBCAL,live,tre,na,na,na,na,,na,na,7,,0.9,,,
henrycoe,HCM002,2022,postfire,1yr,,pisa,live,tsa,na,na,na,1.2,,2.1,1,na,,na,,,
henrycoe,HCM002,2022,postfire,1yr,,pipo,live,tse,1,1,>1,na,,na,na,na,,na,,,
henrycoe,HCM002,2022,postfire,1yr,,quag,live,tse,3,1,>1,na,,na,na,na,,na,,,
henrycoe,HCM003,2022,postfire,1yr,,pisa,live,tsa,na,na,na,1.5,,2,1,na,,na,,,
henrycoe,HCM003,2022,postfire,1yr,,quag,live,tse,7,0.3,>1,na,,na,na,na,,na,,,
henrycoe,HCM004,2022,postfire,1yr,,pisa,live,tse,4,0.6,>1,na,,na,na,na,,na,,,
henrycoe,HCM004,2022,postfire,1yr,,pipo,live,tse,2,1.1,>1,na,,na,na,na,,na,,,
henrycoe,HCM004,2022,postfire,1yr,,quag,live,tse,1,0.05,>1,na,,na,na,na,,na,,,
henrycoe,HCM004,2022,postfire,1yr,,quercus,live,tse,1,0.05,>1,na,,na,na,na,,na,,,
henrycoe,HCM005,2022,postfire,1yr,,quag,live,tre,na,na,na,na,,na,na,4,,0.2,,,
henrycoe,HCM006,2022,postfire,1yr,,quag,live,tse,18,1,>1,na,,na,na,na,,na,,,
henrycoe,HCM006,2022,postfire,1yr,,quag,dead,tse,2,0.3,>1,na,,na,na,na,,na,,,
henrycoe,HCM006,2022,postfire,1yr,,quag,live,tsa,na,na,na,0.5,,1.7,1,na,,na,,,
henrycoe,HCM006,2022,postfire,1yr,,arme,live,tsa,na,na,na,4,,3.5,1,na,,na,,,
henrycoe,HCM006,2022,postfire,1yr,,arme,live,tre,na,na,na,na,,na,na,5,,1.4,,,
henrycoe,HCM007,2022,postfire,1yr,,quag,live,tse,1,0.1,>1,na,,na,na,na,,na,,,
henrycoe,HCM007,2022,postfire,1yr,,pipo,live,tse,2,0.3,>1,na,,na,na,na,,na,,,
