project,site,year,plotid,obs,pre_post_fire,pre_post_thin,postTime,burn_y/n,FireSeverity,slope_percent,aspect_degree,Horz_Shape,Ver_Shape,ExistingVeg,WTreeDistance_m1,WTreeAzimuth_deg1,WTreeTagNo1,TOT_VEG_percent,TOT_all_percent,TOT_HT_m,DT_all_percent,DT_HT_m,TOV_percent,TOV_HT_m,TSA_percent,TSA_HT_m,TSE_percent,TSE_HT_m,TRE_percent,TRE_HT_m,TOS_percent,TOS_HT_m,DS_percent,DS_HT_m,ST_percent,ST_HT_m,SM_percent,SM_HT_m,SL_percent,SL_HT_m,TOF_percent,TOF_HT_m,TOG_percent,TOG_HT_m,BARESOIL,LITTER,BlackLitter,ASH,CWD,stumps,CONES,Boulder/Bedrock,ROCK,SMROCK,BASALVEG,CRYPTOGRAMS,RD,BURNPILE,TOT_Black_percent,PRE % SHRUB COVER,%FORB SCORCH,%GRAM SCORCH,shrub_scorch_percent,shrub_torch_percent,shrub_unburn_percent,%UNDERSTORY TORCH,%UNDERSTORY SCORCH,history,NOTES,
CPFMP,BearMountain,2019,BM14,nr rh la ms,prefire,,NA,no,0,19,147,LL,LL,"pipo,cade,quke",2.1,110,988,60,12,10,1.5,7,10.5,10,0,0,0.05,0.6,0.5,1.5,30,0.2,0,0,0,0,5,0.5,30,0.25,10,0.3,10,0.5,15,84,0,0,0.05,,0.05,0,0.05,0.5,0.5,0.05,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM15,"km, mm, mv",postfire,,2yr,yes,,21,35,LL,CV,"pipo, cade, quke",7.9,19,989,99,13,5,4.5,2.3,11,5,0.5,1.6,3,0.8,2,1,83.5,0.2,1,0.9,0,na,0.5,0.8,83.5,0.2,6,0.1,72,0.2,0.5,91.75,tr,0,4.5,,tr,0.75,tr,2,0.5,tr,0,,,,,,,,,,,,cap unburned but torched tse,
CPFMP,BearMountain,2019,BM15,nr rh la ms,postfire,,immediate,yes,3,21,35,LL,CV,"pipo, cade, quke",7.9,19,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.5,89.5,4,4.5,,0.05,,,,,,,,,52,,,15,85,tr,,,,,
CPFMP,BearMountain,2019,BM15,nr rh la ms,prefire,,NA,no,0,21,35,LL,CV,"pipo, cade, quke",7.9,19,989,70,15,13.1,0.05,3.5,15,13.1,0,0,0.05,0.3,5,1.5,52,,0,0,0,0,22,0.65,52,0.25,1,0.2,1.5,0.3,4,93.5,0,0,1.5,,0.05,0,0.5,0.05,0.5,0.05,0,,,,,,,,,,,,plot boundary 10 m from hand line :/,
CPFMP,BearMountain,2021,BM16,"km, mm, mv",postfire,,2yr,yes,,15,317,LL,LL,"pipo, cade, quke",2.2,73,990,99,36,13,2.5,0.8,36,13,0,na,tr,0.1,tr,0.5,73,0.25,0.25,0.9,0,na,0,na,73,0.25,1,0.1,35,0.1,1,95.75,tr,0.25,1.5,,".5, pipo",0,0,tr,1,tr,0,,,,,,,,,,,,.5% pipo cones; found tagged tree but no rebar. put in new rebar according to witmess tree directions,
CPFMP,BearMountain,2019,BM16,nr rh la ms,postfire,,immediate,yes,3,15,317,LL,LL,"pipo, cade, quke",2.2,73,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,92.5,3,0.5,,0.05,,,,,,,,,70.5,,,10,80,10,,,,NW quad unburned,
CPFMP,BearMountain,2019,BM16,nr rh la ms,prefire,,NA,no,0,15,317,LL,LL,"pipo, cade, quke",2.2,73,990,98,30,19,2,13,28,19,0,0,0.05,0.07,0.05,1.5,70.5,0.35,0,0,0,0,30.5,0.45,70.5,1,1,0.25,3,0.4,2,93,0,0,3,,0.5,0,0,0.05,1.5,0,0,,,,,,,,,,,,"trees id as pipo but hybridization is likely. both prickly and gentle cones were found, jeffery smell was light",
CPFMP,BearMountain,2021,BM17,"km, mm, mv",postfire,,2yr,yes,,32,270,LL,LL,"pipo, quke, cade",9.5,300,no tag - dead,97,1.25,0.5,8,3.5,0,na,0.5,1.6,0.75,0.5,0.5,1.6,42,0.2,3,1.3,0.5,2,6,1.7,42,0.2,21,0.2,76,0.35,8,88.75,tr,tr,3,,0,0,0,tr,0.25,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM17,nr rh la ms,postfire,,immediate,yes,3,32,270,LL,LL,"pipo,quke,cade",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,42.5,20,30,5,,0.05,,,,,,,,,50,,,25,50,25,,,,,
CPFMP,BearMountain,2019,BM17,nr rh la ms,prefire,,NA,no,0,32,270,LL,LL,"pipo,quke,cade",,,NA,65,2,3.5,2,3.5,0.05,3.5,0.05,2.5,3,0.75,4,2.5,50,0.35,0,0,0,0,45,1.25,50,0.4,4,0.5,4,0.4,4,91.5,0,0,4,,0.05,0,0.05,0.05,0.5,0,0,,,,,,,,,,,,"no witness tree due to no live tree in plot, no tagged tree",
CPFMP,BearMountain,2021,BM18,"km, mm, mv",postfire,,2yr,yes,,21,299,LL,LL,"cade, quke, pipo",3,19,991,99,47,0.16,4,6,44,16,2.5,3,2.25,0.1,1,1.2,53,0.2,0.25,1.1,0,na,9,1.2,53,0.2,5,0.4,20,0.2,0.25,96.5,tr,tr,2,,tr,0,tr,tr,1.25,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM18,nr rh la ms,postfire,,immediate,yes,1,21,299,LL,LL,"cade,quke,pipo",3,19,991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,89.5,2,4.5,4,,0.05,,,,,,,,,30,,,15,tr,85,,,,mostly unburned in plot,
CPFMP,BearMountain,2019,BM18,nr rh la ms,prefire,,NA,no,0,21,299,LL,LL,"cade,quke,pipo",3,19,991,70,33.5,16,3.5,6,30,16,0.05,2.5,2,0.65,0.5,1.5,30,,0,0,0,0,25,0.75,30,0.3,1.5,0.35,2,0.75,1,96,0,0,1.5,,0.05,0,0.05,0.05,1.5,0.05,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM19,"km, mm, mv",postfire,,2yr,yes,,19,199,LL,LL,"pipo, cade, quke",5.6,32,992,98,17.25,0.1,1.5,3.6,20,,0,na,0.25,0.1,0,na,38.5,0.3,1.5,1,0,na,0.5,0.6,38.5,0.3,11,0.3,77,0.3,0.5,92.75,0.25,tr,6,,tr,0,0,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM19,nr rh la ms,postfire,,immediate,yes,3,19,199,LL,LL,"pipo,cade,quke",5.6,32,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.5,83.5,10,6,,0.05,,,,,,,,,45,,,5,95,0,,,,,
CPFMP,BearMountain,2019,BM19,nr rh la ms,prefire,,NA,no,0,19,199,LL,LL,"pipo,cade,quke",5.6,32,992,73,21,117.1,3,42.75,18,117.1,0,0,1.5,1,0,0,45,0.3,0,0,0,0,43,0.75,45,0.3,3,0.35,3,0.8,4,90,0,0,4,,0.05,0,0.05,0.05,2,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM02,"km, mm, mv",postfire,,2yr,yes,,21,106,LL,LL,"pipo, cade, chafol",7.4,53,976,96,20,0.16,0.75,2,19,28,0.5,1.4,0.5,0.1,0.5,1.4,70,0.25,tr,0.4,0,na,0,na,70,0.25,2.5,0.1,12,0.15,0.25,89.75,tr,tr,1,,".25, pipo",0,tr,7,0.75,tr,0,,,,,,,,,,,,.25% pipo cones; just underside of cap melted,
CPFMP,BearMountain,2019,BM02,nr rh la ms,postfire,,immediate,yes,3,21,106,LL,LL,"pipo,cade,quke",7.4,53,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.5,83,10,0.5,,0.05,,,,,,,,,93,,,1,99,0,,,,,
CPFMP,BearMountain,2019,BM02,nr rh la ms,prefire,,NA,no,0,21,106,LL,LL,,7.4,53,976,98,7,22,0.05,59.1,7,22,0,0,0.05,0.19,1,,93,,0,0,0,0,0.05,,93,,0.05,,0.05,,0.05,97.5,0,0,0.5,,0.5,0,1,0.05,0.5,0.05,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM20,"km, mm, mv",postfire,,2yr,yes,,21,176,LL,LL,"pipo, cade, quke",10.3,95,993,95,13.25,0.5,0.5,2.2,13,21,0,na,0.25,0.5,0.25,0.5,76,0.3,tr,0.4,0,na,1,1.2,76,0.3,3.25,0.3,31,0.9,5,90.25,tr,tr,4,,tr,0,0,tr,0.75,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM20,nr rh la ms,postfire,,immediate,yes,2,21,176,LL,LL,"pipo,cade,quke",10.3,95,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,77.5,8,5,,0.05,,,,,,,,,80,,,25,60,15,,,,,
CPFMP,BearMountain,2019,BM20,nr rh la ms,prefire,,NA,no,0,21,176,LL,LL,"pipo,cade,quke",10.3,95,993,95,13,21,0,0,13,21,0.05,2.5,0.05,0.1,0.05,1.5,80,0.4,0,0,0,0,70,0.45,80,0.4,0.5,0.35,1,0.7,4,92,0,0,3,,0.05,0,0.05,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM21,"km, mm, mv",postfire,,2yr,yes,,13,231,LL,LL,"pipo, quke, cade",7.8,33,2929,99,4,0.7,15,7,2,12,0,na,2,0.7,2,0.7,91,0.35,0.25,0.4,0,na,0.75,1,91,0.35,1,0.2,30,0.2,tr,98.5,tr,0,1,,0,0,0,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM21,nr rh la ms,postfire,,immediate,yes,3,13,231,LL,LL,"pipo,quke,cade",7.3,79,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,94,3,1.5,,0.05,,,,,,,,,75,,,10,90,0,,,,,
CPFMP,BearMountain,2019,BM21,nr rh la ms,prefire,,NA,no,0,13,231,LL,LL,"pipo,quke,cade",7.3,79,994,97,19,9,6,7,13,9,0,0,0.05,0.075,2,1.72,75,,0,0,0,0,0,0.5,75,0.3,0.05,0.4,1,0.5,2,97,0,0,0.5,,0.05,0,0.05,0.05,0.5,0.05,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM22,"km, mm, mv",postfire,,2yr,yes,,24,220,LL,LL,"quch, pipo, cade",5,81,995,95,24,5.5,25,5.5,20,5.5,2.5,1.6,4,0.7,6,0.7,38,0.2,4,0.8,0,na,0.75,0.55,38,0.2,2,0.1,60,0.2,4,85.5,tr,1,5,,1,2,0,tr,1.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM22,la rh nr ms,postfire,,immediate,yes,3,24,220,LL,LL,"quch,pipo,cade",5,81,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,63.5,25,10,,0.05,,,,,,,,,62,,,25,75,tr,,,,nearly all of resprouts and low shrub consumed. Arvi shrub med tr unburned,
CPFMP,BearMountain,2019,BM22,la rh nr ms,prefire,,NA,no,0,24,220,LL,LL,"quch,pipo,cade",5,81,995,95,30,5.5,10,5.5,20,5.5,0,0,0.05,0.4,24,1.75,62,,12,2.5,0,0,40,0.8,50,0.35,1,0.55,1,0.2,1,93.4,0,0,3,,0.05,0,1,0.05,1.5,0.05,0,,,,,,,,,,,,polygon is higher severity,
CPFMP,BearMountain,2021,BM23,"ag, jw, km, mm, mv",postfire,,2yr,yes,,10,202,LL,LL,"pipo, quch, quke,",na,na,no trees,98,1.5,1.8,0.5,0.7,0,na,1,1.75,0.5,0.8,0,na,22.5,0.2,1.5,0.8,0,na,0.5,na,22.5,0.2,17,0.3,70,0.2,5,93.25,tr,1,0.5,,0,0,0,tr,0.25,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM23,la rh nr ms,postfire,,immediate,yes,2,10,202,LL,LL,"pipo,quch,quke,",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.05,63.5,35,0.5,,0.05,,,,,,,,,23.5,,,25,50,25,,,,"most seedlings schorched, many arvi litttle scorch, lost low shurb torched",
CPFMP,BearMountain,2019,BM23,la rh nr ms,prefire,,NA,no,0,10,202,LL,LL,"pipo,quch,quke,",,,NA,34,0,0,0,0,0,0,0.05,2.4,3,0.75,0,0,23.5,0.5,0,0,0,0,21.5,1,23.5,0.35,1.5,0.55,5.5,1.3,3.5,90,0,0,3.5,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,no witness tree due to no tov/no pila seed source seen from plot ,
CPFMP,BearMountain,2021,BM24,"ag, jw, km, mm, mv",postfire,,2yr,yes,,16,221,LL,BR,"pipo, cade, quke",5.3,59,996,95,12,1.25,1,10,12,11,0,na,1,0.7,0.25,1.2,55,0.2,1,0.8,0,na,tr,0.7,55,0.2,1,0.2,40,0.1,5,89.5,tr,0,3,,tr,0,2,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM24,la rh nr ms,postfire,,immediate,yes,3,16,221,LL,BR,"pipo,cade,quke",5.3,59,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.05,75.5,20,2,,0.05,,,,,,,,,56,,,16,85,0,,,,"full seedling mortality, some arvi may recover",
CPFMP,BearMountain,2019,BM24,la rh nr ms,prefire,,NA,no,0,16,221,LL,BR,"pipo,cade,quke",5.3,59,996,70,14,11,1,9,13,1,0,0,0.5,1,0.5,1,56,,0,0,0,0,54,0.45,56,0.35,0.5,0.4,2.5,0.8,3,90.5,0,0,6,,0.05,0,0.5,0.05,,0.05,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM25,"km, mm, mv",postfire,,2yr,yes,,14,184,LL,BR,"pipo, cade, psme",7.4,158,997,97,5,0.9,23,1.1,5.75,,0,na,0.75,1,0.75,1,48.5,0.25,1.25,1.2,0,ns,0.25,1.3,48.5,0.25,7,0.5,30,0.4,15,72.75,tr,0.25,11,,0.25,0,0,tr,0.75,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM25,la rh nr ms,postfire,,immediate,yes,4,14,184,LL,BR,"pipo,cade,psme",7.4,158,997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.05,39,50,10,,0.05,,,,,,,,,48,,,5,95,0,,,,100% understory motality. some scorched resprouts may recover,
CPFMP,BearMountain,2019,BM25,la rh nr ms,prefire,,NA,no,0,14,184,LL,BR,"pipo,cade,psme",7.4,158,997,99,7,17.5,2,17.5,5,17.5,5.5,2.5,30,1,10,3,48,,0,0,0,0,42.5,0.55,48,0.4,0.05,0.55,0.5,0.55,0.5,89,0,0,10,,0.05,0,0,0.05,0.5,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM26,"km, mm, mv",postfire,,2yr,yes,,23,214,LL,BR,"quke, sasc, pipo",2,200,no live trees,94,4,1.5,15,15.5,0,na,3,1.6,3,1,2,1.2,22,0.2,4,0.8,0,na,10,0.8,22,0.2,45,0.5,90,0.3,5,90.25,0.25,tr,3.5,,0,0,tr,tr,1,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM26,la rh nr ms,postfire,,immediate,yes,3,23,214,LL,BR,"quke,sasc,pipo",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,2,52,40,6,,0.05,,,,,,,,,22.5,,,40,45,15,,,,gps location very off from previous gps point. not sure which is more accurate,
CPFMP,BearMountain,2019,BM26,la rh nr ms,prefire,,NA,no,0,23,214,LL,BR,"quke,sasc,pipo",,,NA,40,12.5,3,8,15.5,0,0,0,0,0.05,1,12.5,3,22.5,0.75,0.5,0.45,0,0,19.5,0.75,22,0.35,2,0.45,2,0.25,2.5,93,0,0,3,,0.05,0,0,0.05,1.5,0,0,,,,,,,,,,,,no witness tree due to no live tree in plot,
CPFMP,BearMountain,2021,BM27,"km, mm, mv",postfire,,2yr,yes,,10,235,LL,BR,"cade, sasc, pipo",na,na,no live trees,99,11,1.8,18,0.5,0,na,10,1.75,2,0.5,0.5,0.8,16,0.2,2,0.8,0.5,2.4,6,1.5,16,0.2,35,0.4,80,0.25,0.5,88.5,tr,tr,10,,0,0,0,tr,1,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM27,la rh nr ms,postfire,,immediate,yes,2,10,235,LL,BR,"cade,sasc,pipo",,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,39,15,15,,0.05,,,,,,,,,9.5,,,20,25,55,,,,"patchy burning within plot, unconsumed forbs and grasses",
CPFMP,BearMountain,2019,BM27,la rh nr ms,prefire,,NA,no,0,10,235,LL,BR,"cade,sasc,pipo",,,NA,37,5,11.25,3,11.25,0,11.25,0,0,10,1,6.5,2.5,9.5,0.75,0,0,0,0,6.5,1,9.5,0.5,3,0.45,3,0.45,4,87.5,0,0,7.5,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,no witness tree due to no live tree in plot/cow trail going through  south west end of plot (could behave as fire line),
CPFMP,BearMountain,2021,BM03,"km, mm, mv",postfire,,2yr,yes,,14,38,LL,LL,"pipo, cade, psme",7,68,977,93,7.25,1,0,na,7,12,0,na,0.25,0.1,0.25,0.4,68,0.2,tr,0.3,0,na,0,na,68,0.2,1.5,0.1,8,0.2,0.25,97.25,tr,0,2,,tr,0,0,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM03,nr rh la ms,postfire,,immediate,yes,3,14,38,LL,LL,"pipo,cade,psme",7,68,977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.5,93,6,0.5,,0.05,,,,,,,,,70,,,0.5,99.5,0,,,,100% seeeling mortality,
CPFMP,BearMountain,2019,BM03,nr rh la ms,prefire,,NA,no,0,14,38,LL,LL,"pipo,cade,psme",7,68,977,97,9,12,0,0,9,12,0,0,0.05,0.1,0.05,0.75,70,,0.05,,0,0,0.05,0.45,70,0.25,0.05,0.15,0.05,0.4,0.05,97,0,0,2,,0.05,0,0,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM04,"km, mm, mv",postfire,,2yr,yes,,28,140,LL,LL,"pipo, cade, quke",6.6,14,978,99,36.75,9,10,1.5,36,9,0.5,1.7,0.25,0.1,0.5,1.4,77,0.3,tr,0.4,0,na,0,na,77,0.3,1,0.1,30,0.3,tr,97,tr,0,tr,,tr,0.5,0.25,1.5,0.75,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM04,nr rh la ms,postfire,,immediate,yes,2,28,140,LL,LL,"pipo,cade,quke",6.6,14,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,96.5,1.5,0.05,,0.05,,,,,,,,,60,,,39,60,1,,,,"100% scorched seedlings, tr unburnned herbs",
CPFMP,BearMountain,2019,BM04,nr rh la ms,prefire,,NA,no,0,28,140,LL,LL,"pipo,cade,quke",6.6,14,978,96,30,9,3,4,28,9,0.05,2,0.05,0.1,0.05,,60,0.3,0.5,0.75,0,0,30,0.45,60,0.2,0.05,15,4,0.5,0.5,98,0,0,0.5,,0.05,0,0.05,0.05,1,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM05,"km, mm, mv",postfire,,2yr,yes,,16,197,LL,LL,"pipo, cade, quke",6.1,4,979,98,15.75,0.2,8.25,2,15,,0,na,0.75,0.5,1,1.2,48,0.2,0.5,0.8,0,na,0,na,48,0.2,14,0.1,76,0.2,0.5,94.25,tr,0,4,,tr,0,0,tr,1.25,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM05,nr rh la ms,postfire,,immediate,yes,2,16,197,LL,LL,"pipo,cade,quke",6.1,4,979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,94.5,3,0.5,,0.05,,,,,,,,,50.5,,,25,75,0,,,,"100% seedlings scorched, some forbs unburned",
CPFMP,BearMountain,2019,BM05,nr rh la ms,prefire,,NA,no,0,16,197,LL,LL,"pipo,cade,quke",6.1,4,979,99,10,8.6,2,9,8,8.6,0,2,,,0.5,1.3,50.5,,0,0,0,0,30,0.45,50.5,0.2,2.5,0.15,2.5,0.45,0.05,97,0,0,1,,0.05,0,0.05,0.05,2,0.05,0,,,,,,,,,,,,drainage runs through plot,
CPFMP,BearMountain,2021,BM06,"km, mm, mv",postfire,,2yr,yes,,21,86,LL,LL,"pipo, cade, quke",2.9,34,980,98,15,,0.5,1.8,15,,0,na,tr,0.1,tr,0.1,80,0.2,0,na,0,na,0,na,80,0.2,10,0.15,40,0.3,0.5,97.75,0.25,0,0.5,,tr,0,0.25,0.25,0.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM06,nr rh la ms,postfire,,immediate,yes,3,21,86,LL,LL,"pipo, cade, quke",2.9,34,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.05,72,25,1.5,,0.05,,,,,,,,,95,,,0,100,0,,,,,
CPFMP,BearMountain,2019,BM06,nr rh la ms,prefire,,NA,no,0,21,86,LL,LL,"pipo, cade, quke",2.9,34,980,99,10,16,0.05,4,10,16,1,1,0.05,7,0,0,95,,2,1.35,0,0,30,0.45,95,0.25,1,0.25,1,0.3,0.05,98,0,0,2,,0.05,0,0.05,0.05,0.05,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM07,"km, mm, mv",postfire,,2yr,yes,,15,96,LL,LL,"pipo, cade, quke",11,33,981,97,22.25,0.9,4,0.9,22,,0,na,0.25,0.1,tr,0.4,31,0.2,0.5,0.8,0,na,0,na,31,0.2,10,0.4,80,0.15,0.5,97.75,tr,0,0.25,,0.25,0,0,0.5,0.75,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM07,nr rh la ms,postfire,,immediate,yes,2,15,96,LL,LL,"pipo, cade, quke",11,33,981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,67,30,0.05,,0.05,,,,,,,,,55,,,0.5,99,0.5,,,,"1.5%seedlings/.5%saplings (cade,pipo/pipo) mostly scorched, some unburned",
CPFMP,BearMountain,2019,BM07,nr rh la ms,prefire,,NA,no,0,15,96,LL,LL,"pipo, cade, quke",11,33,981,99,7,25,0.05,30,7,25,0.05,2,0.5,0.2,0.05,2,55,0.2,0,0,0,0,0.05,0.45,55,0.25,1,0.2,2,0.4,0.05,98,0,0,1.5,,0.05,0,0.05,0.05,0.5,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM08,"ag, jw, km, mm, mv",postfire,,2yr,yes,,14,88,LL,LL,"cade, pipo, quke",2.5,39,982,98,28,0.2,0,na,28,9,0,na,0.25,0.1,0.75,0.6,50,0.2,1.5,0.5,0,na,8,0.8,50,0.2,15,0.2,70,0.2,0.5,98.5,tr,0,0.5,,tr,0,0,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM08,nr rh la ms,postfire,,immediate,yes,2,14,88,LL,LL,"cade,pipo,quke",2.5,39,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,42,52,1.5,0.05,,0.05,,,,,,,,,55,,,20,50,30,,,,,
CPFMP,BearMountain,2019,BM08,nr rh la ms,prefire,,NA,no,0,14,88,LL,LL,"cade,pipo,quke",2.5,39,982,90,35,34,0,0,35,34,0.05,1.5,0,0,0.05,1.5,55,0.2,0,0,0,0,20,0.45,55,0.35,1,0.2,1,0.4,2,97.5,0,0,0.05,,0.05,0,0.05,0.05,0.5,0,0,,,,,,,,,,,,,
CPFMP,BearMountain,2021,BM09,"ag, jw, km, mm, mv",postfire,,2yr,yes,,12,86,UN,LL,"pipo, cade, quke",10.45,241,983,96,9,1.1,6,1.2,5,12.4,4,1.6,2.5,1.1,0.5,1,8,0.2,0.75,0.8,0,na,1,0.7,8,0.2,22,0.2,96,0.4,tr,91,tr,tr,8,,0,0,tr,tr,1,tr,0,,,,,,,,,,,,,
CPFMP,BearMountain,2019,BM09,nr rh la ms,postfire,,immediate,yes,2,12,86,UN,LL,"pipo,cade,quke",10.45,241,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,5.5,76.5,8.5,8,,0.05,,,,,,,,,1.5,,,33,33,33,,,,"BS, most seedlings scorched, some torched. not all forbs comsumed",
CPFMP,BearMountain,2019,BM09,nr rh la ms,prefire,,NA,no,0,12,86,UN,LL,"pipo,cade,quke",10.45,241,983,95,2,12.4,6,28.2,1.5,12.4,0.05,3,18,1,0.05,0.75,1.5,0.4,0,0,0,0,0.5,0.75,1.5,0.3,5,0.2,5,0.4,0.05,95.5,0,0,4,,0.05,0,0.05,0.05,0.5,0,0,,,,,,,,,,,,witness tree in southast quadrant (first live tree)/ 2 drainages run through plot,
CPFMP,Bouverie,2021,BOUV001,"km, mm, mv",prefire,,NA,no,0,33,270,LL,LL,"arbmen, quag, umbcal",4.6,205,4022,93,53,13.3,6.25,12,56,13.3,12,3,7,0.6,7,0.6,55,0.4,0,na,tr,1.9,2,1,55,0.4,10,0.2,9,1.2,tr,94.5,tr,0,5,,0,0,0,tr,0.5,tr,0,,,,,,,,,,,,,
CPFMP,Bouverie,2021,BOUV002,"km, mm, mv",prefire,,NA,no,0,46,314,LL,LL,"arbmen, qu lobed, umbcal",4.5,255,4685,55,55,14,30,12,21,14,19,2.8,30,0.8,31,0.8,1,0.2,0,na,0,na,0.25,0.7,1,0.2,0.75,0.1,tr,0.1,tr,84.5,tr,0,15,,0,0,0,tr,0.5,tr,0,,,,,,,,,,,thinned - fuels left on the ground,,
