site,plotid,num_total_rx,num_prior_rx,TSLF_rx_wildfire,TSLF_rx_only,priorburn_rx_year,priorburn_rx2,priorburn_wildfire_year,priorburn_wildfire_month,priorburn_name,burn,burn_hour,burn_day,burn_month,burn_year,preSurvey,preSurvey_year,postSurvey_immediate,postSurvey_immediate_year,postSurvey_1year,postSurvey_1year_year,postSurvey_2year,postSurvey_2year_year,CoordSystem,UTM Zone,X,Y,burn_unit,otherTRT,otherTRT_date,TSLF
wilderranch,WIL022,0,0,>50,>50,,,,,,no,,,,,7/28/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL015,0,0,>50,>50,,,,,,no,,,,,7/29/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL016,0,0,>50,>50,,,,,,no,,,,,7/29/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL011,0,0,>50,>50,,,,,,no,,,,,7/29/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL007,0,0,>50,>50,,,,,,no,,,,,7/30/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL006,0,0,>50,>50,,,,,,no,,,,,7/30/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL008,0,0,>50,>50,,,,,,no,,,,,7/30/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL002,0,0,>50,>50,,,,,,no,,,,,7/31/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL003,0,0,>50,>50,,,,,,no,,,,,7/31/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL005,0,0,>50,>50,,,,,,no,,,,,7/31/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL009,0,0,>50,>50,,,,,,no,,,,,8/1/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL012,0,0,>50,>50,,,,,,no,,,,,8/1/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL013,0,0,>50,>50,,,,,,no,,,,,8/1/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL021,0,0,>50,>50,,,,,,no,,,,,8/2/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL020,0,0,>50,>50,,,,,,no,,,,,8/2/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL017,0,0,>50,>50,,,,,,no,,,,,8/2/2021,2021,,,,,,,,,,,,,,
wilderranch,WIL024,0,0,>50,>50,,,,,,no,,,,,8/3/2021,2021,,,,,,,,,,,,,,
caples,1,1,0,>50,>50,,,,,,yes,,,10,2019,7/29/2013,2013,11/8/2019,2019,7/16/2020,2020,,,N83,10N,745326,4286622,,,,
caples,2,1,0,>50,>50,,,,,,yes,,,10,2019,7/30/2013,2013,11/8/2019,2019,7/21/2020,2020,,,N83,10N,745762,4287036,,,,
caples,3,1,0,>50,>50,,,,,,yes,,,10,2019,7/30/2013,2013,11/9/2019,2019,7/21/2020,2020,,,N83,10N,746162,4287028,,,,
caples,4,1,0,>50,>50,,,,,,yes,,,10,2019,7/30/2013,2013,11/10/2019,2019,7/21/2020,2020,,,N83,10N,746539,4287406,,,,
caples,5,1,0,>50,>50,,,,,,yes,,,10,2019,7/31/2013,2013,11/13/2019,2019,7/9/2020,2020,,,N83,10N,746561,4287813,,,,
caples,6,1,0,>50,>50,,,,,,yes,,,10,2019,7/31/2013,2013,11/13/2019,2019,7/15/2020,2020,,,N83,10N,746162,4287798,,,,
caples,7,1,0,>50,>50,,,,,,yes,,,10,2019,7/31/2013,2013,11/10/2019,2019,7/8/2020,2020,,,N83,10N,746162,4287398,,,,
caples,8,1,0,>50,>50,,,,,,yes,,,10,2019,7/31/2013,2013,11/13/2019,2019,7/13/2020,2020,,,N83,10N,745777,4287413,,,,
caples,9,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2013,2013,11/15/2019,2019,7/28/2020,2020,,,N83,10N,746162,4288227,,,,
caples,10,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2013,2013,11/15/2019,2019,7/28/2020,2020,,,N83,10N,745348,4287783,,,,
caples,11,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2013,2013,11/15/2019,2019,7/28/2020,2020,,,N83,10N,744956,4287413,,,,
caples,12,1,0,>50,>50,,,,,,yes,,,10,2019,8/5/2013,2013,11/10/2019,2019,7/24/2020,2020,,,N83,10N,746961,4287343,,,,
caples,13,1,0,>50,>50,,,,,,yes,,,10,2019,8/5/2013,2013,11/10/2019,2019,7/21/2020,2020,,,N83,10N,746590,4286928,,,,
caples,14,1,0,>50,>50,,,,,,yes,,,10,2019,8/6/2013,2013,11/15/2019,2019,7/21/2020,2020,,,N83,10N,746961,4288959,,,,
caples,15,1,0,>50,>50,,,,,,yes,,,10,2019,8/6/2013,2013,11/11/2019,2019,7/23/2020,2020,,,N83,10N,747267,4288959,,,,
caples,16,1,0,>50,>50,,,,,,no,,,10,2019,8/6/2013,2013,,,7/26/2020,2020,,,N83,10N,746939,4289767,,,,
caples,17,1,0,>50,>50,,,,,,no,,,10,2019,8/6/2013,2013,,,7/26/2020,2020,,,N83,10N,746202,4289862,,,,
caples,18,1,0,>50,>50,,,,,,yes,,,10,2019,8/6/2013,2013,11/12/2019,2019,7/23/2020,2020,,,N83,10N,747529,4289221,,,,
caples,19,1,0,>50,>50,,,,,,yes,,,10,2019,8/7/2013,2013,,,7/25/2020,2020,,,N83,10N,746961,4288544,,,,
caples,20,1,0,>50,>50,,,,,,yes,,,10,2019,8/7/2013,2013,11/11/2019,2019,7/24/2020,2020,,,N83,10N,747310,4288566,,,,
caples,21,1,0,>50,>50,,,,,,no,,,10,2019,8/7/2013,2013,,,7/22/2020,2020,,,N83,10N,746944,4290208,,,,
caples,22,1,0,>50,>50,,,,,,yes,,,10,2019,8/8/2013,2013,11/12/2019,2019,7/27/2020,2020,,,N83,10N,745774,4286206,,,,
caples,23,1,0,>50,>50,,,,,,yes,,,10,2019,8/8/2013,2013,11/9/2019,2019,7/27/2020,2020,,,N83,10N,746186,4286601,,,,
caples,24,1,0,>50,>50,,,,,,yes,,,10,2019,8/8/2013,2013,11/9/2019,2019,7/27/2020,2020,,,N83,10N,745807,4286601,,,,
caples,25,1,0,>50,>50,,,,,,yes,,,10,2019,8/12/2013,2013,,,7/14/2020,2020,,,N83,10N,748525,4288199,,,,
caples,26,1,0,>50,>50,,,,,,yes,,,10,2019,8/12/2013,2013,11/11/2019,2019,7/14/2020,2020,,,N83,10N,748212,4288199,,,,
caples,27,1,0,>50,>50,,,,,,yes,,,10,2019,8/13/2013,2013,,,7/24/2020,2020,,,N83,10N,748555,4288588,,,,
caples,28,1,0,>50,>50,,,,,,yes,,,10,2019,8/13/2013,2013,11/11/2019,2019,7/24/2020,2020,,,N83,10N,748621,4288959,,,,
caples,29,1,0,>50,>50,,,,,,yes,,,10,2019,8/13/2013,2013,11/11/2019,2019,7/24/2020,2020,,,N83,10N,748118,4288959,,,,
caples,30,1,0,>50,>50,,,,,,yes,,,10,2019,8/13/2013,2013,11/11/2019,2019,7/24/2020,2020,,,N83,10N,748179,4288627,,,,
caples,31,1,0,>50,>50,,,,,,yes,,,10,2019,8/14/2013,2013,,,7/22/2020,2020,,,N83,10N,747913,4288284,,,,
caples,32,1,0,>50,>50,,,,,,yes,,,10,2019,8/14/2013,2013,11/11/2019,2019,7/24/2020,2020,,,N83,10N,747763,4288637,,,,
caples,33,1,0,>50,>50,,,,,,yes,,,10,2019,8/14/2013,2013,11/13/2019,2019,7/22/2020,2020,,,N83,10N,747359,4288218,,,,
caples,34,1,0,>50,>50,,,,,,yes,,,10,2019,8/14/2013,2013,11/14/2019,2019,7/22/2020,2020,,,N83,10N,747354,4287825,,,,
caples,35,1,0,>50,>50,,,,,,yes,,,10,2019,8/15/2013,2013,11/13/2019,2019,7/29/2020,2020,,,N83,10N,746948,4288235,,,,
caples,36,1,0,>50,>50,,,,,,yes,,,10,2019,8/15/2013,2013,11/13/2019,2019,7/15/2020,2020,,,N83,10N,746290,4287648,,,,
caples,37,1,0,>50,>50,,,,,,yes,,,10,2019,8/15/2013,2013,11/13/2019,2019,7/13/2020,2020,,,N83,10N,745353,4287022,,,,
caples,38,1,0,>50,>50,,,,,,yes,,,10,2019,8/19/2013,2013,,,,,,,N83,10N,748949,4287287,,,,
caples,39,1,0,>50,>50,,,,,,yes,,,10,2019,8/19/2013,2013,,,,,,,N83,10N,748522,4287006,,,,
caples,40,1,0,>50,>50,,,,,,no,,,10,2019,8/20/2013,2013,,,8/24/2020,2020,,,N83,10N,750547,4287411,,,,
caples,41,1,0,>50,>50,,,,,,yes,,,10,2019,8/20/2013,2013,,,,,,,N83,10N,750559,4288727,,,,
caples,42,1,0,>50,>50,,,,,,yes,,,10,2019,8/20/2013,2013,,,,,,,N83,10N,750907,4287996,,,,
caples,43,1,0,>50,>50,,,,,,yes,,,10,2019,8/20/2013,2013,,,,,,,N83,10N,751493,4288210,,,,
caples,44,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2013,2013,,,,,,,N83,10N,754934,4288603,,,,
caples,45,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2013,2013,,,,,,,N83,10N,754062,4289482,,,,
caples,46,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2013,2013,,,,,,,N83,10N,753318,4289802,,,,
caples,47,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2013,2013,,,,,,,N83,10N,753612,4289633,,,,
caples,48,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2013,2013,,,,,,,N83,10N,754535,4289037,,,,
caples,49,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2013,2013,,,,,,,N83,10N,752919,4288270,,,,
caples,50,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2013,2013,,,,,,,N83,10N,754184,4288234,,,,
caples,51,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2013,2013,,,,,,,N83,10N,753751,4287823,,,,
caples,52,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2013,2013,,,,,,,N83,10N,753296,4288153,,,,
caples,53,1,0,>50,>50,,,,,,yes,,,10,2019,8/28/2013,2013,,,,,,,N83,10N,757335,4289021,,,,
caples,54,1,0,>50,>50,,,,,,yes,,,10,2019,8/28/2013,2013,,,,,,,N83,10N,756949,4289422,,,,
caples,55,1,0,>50,>50,,,,,,yes,,,10,2019,8/29/2013,2013,,,,,,,N83,10N,756542,4289835,,,,
caples,56,1,0,>50,>50,,,,,,yes,,,10,2019,8/29/2013,2013,,,,,,,N83,10N,756154,4289845,,,,
caples,57,1,0,>50,>50,,,,,,yes,,,10,2019,8/29/2013,2013,,,,,,,N83,10N,756161,4290177,,,,
caples,58,1,0,>50,>50,,,,,,yes,,,10,2019,10/22/2013,2013,,,,,,,N83,10N,760561,4286239,,,,
caples,59,1,0,>50,>50,,,,,,yes,,,10,2019,10/22/2013,2013,,,,,,,N83,10N,760951,4286235,,,,
caples,60,1,0,>50,>50,,,,,,yes,,,10,2019,10/22/2013,2013,,,,,,,,,760953,4285837,,,,
caples,65,1,0,>50,>50,,,,,,yes,,,10,2019,10/10/2017,2017,11/14/2019,2019,7/21/2020,2020,,,,,747751,4287454,,,,
caples,75,1,0,>50,>50,,,,,,yes,,,10,2019,10/12/2017,2017,11/12/2019,2019,7/22/2020,2020,,,,,748161,4289835,,,,
caples,76,1,0,>50,>50,,,,,,yes,,,10,2019,10/12/2017,2017,,,7/22/2020,2020,,,,,748547,4289843,,,,
caples,77,1,0,>50,>50,,,,,,yes,,,10,2019,10/12/2017,2017,,,7/22/2020,2020,,,,,748543,4290235,,,,
caples,82,1,0,>50,>50,,,,,,no,,,10,2019,10/9/2017,2017,,,8/18/2020,2020,,,,,742949,4287836,,,,
caples,83,1,0,>50,>50,,,,,,yes,,,10,2019,10/3/2017,2017,,,,,,,,,744546,4287443,,,,
caples,84,1,0,>50,>50,,,,,,yes,,,10,2019,10/3/2017,2017,,,,,,,,,744148,4287439,,,,
caples,85,1,0,>50,>50,,,,,,yes,,,10,2019,10/9/2017,2017,,,,,,,,,742943,4287441,,,,
caples,92,1,0,>50,>50,,,,,,yes,,,10,2019,10/6/2017,2017,,,,,,,,,745754,4288230,,,,
caples,93,1,0,>50,>50,,,,,,yes,,,10,2019,10/4/2017,2017,,,,,,,,,745346,4288646,,,,
caples,94,1,0,>50,>50,,,,,,yes,,,10,2019,10/4/2017,2017,,,,,,,,,745762,4288653,,,,
caples,95,1,0,>50,>50,,,,,,yes,,,10,2019,10/9/2017,2017,,,,,,,,,745346,4289040,,,,
caples,98,1,0,>50,>50,,,,,,yes,,,10,2019,10/6/2017,2017,,,,,,,,,744548,4287841,,,,
caples,99,1,0,>50,>50,,,,,,yes,,,10,2019,10/2/2017,2017,11/7/2019,2019,7/20/2020,2020,,,,,744546,4287044,,,,
caples,100,1,0,>50,>50,,,,,,yes,,,10,2019,10/2/2017,2017,11/7/2019,2019,7/6/2020,2020,,,,,744142,4287042,,,,
caples,101,1,0,>50,>50,,,,,,yes,,,10,2019,10/3/2017,2017,11/6/2019,2019,7/20/2020,2020,,,,,743740,4287046,,,,
caples,102,1,0,>50,>50,,,,,,yes,,,10,2019,10/11/2017,2017,11/9/2019,2019,7/16/2020,2020,,,,,744137,4286638,,,,
caples,103,1,0,>50,>50,,,,,,yes,,,10,2019,7/26/2018,2018,11/8/2019,2019,7/15/2020,2020,,,,,744958,4286254,,,,
caples,104,1,0,>50,>50,,,,,,yes,,,10,2019,8/20/2018,2018,,,,,,,,,749346,4286241,,,,
caples,105,1,0,>50,>50,,,,,,yes,,,10,2019,7/31/2018,2018,11/10/2019,2019,7/21/2020,2020,,,,,746546,4286641,,,,
caples,106,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2018,2018,,,,,,,,,745346,4288241,,,,
caples,107,1,0,>50,>50,,,,,,yes,,,10,2019,8/21/2018,2018,,,,,,,,,748946,4286641,,,,
caples,108,1,0,>50,>50,,,,,,yes,,,10,2019,8/20/2018,2018,,,,,,,,,749346,4286641,,,,
caples,109,1,0,>50,>50,,,,,,yes,,,10,2019,8/23/2018,2018,,,,,,,,,749745,4286641,,,,
caples,110,1,0,>50,>50,,,,,,yes,,,10,2019,8/23/2018,2018,,,,,,,,,750146,4286641,,,,
caples,111,1,0,>50,>50,,,,,,yes,,,10,2019,7/31/2018,2018,11/10/2019,2019,7/21/2020,2020,,,,,746946,4287041,,,,
caples,112,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2018,2018,,,,,,,,,748936,4287048,,,,
caples,113,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2018,2018,,,,,,,,,749344,4287040,,,,
caples,114,1,0,>50,>50,,,,,,yes,,,10,2019,8/23/2018,2018,,,,,,,,,749746,4287041,,,,
caples,115,1,0,>50,>50,,,,,,yes,,,10,2019,8/29/2018,2018,11/14/2019,2019,7/21/2020,2020,,,,,747347,4287443,,,,
caples,116,1,0,>50,>50,,,,,,yes,,,10,2019,8/22/2018,2018,,,,,,,,,749343,4287438,,,,
caples,117,1,0,>50,>50,,,,,,yes,,,10,2019,7/17/2018,2018,11/14/2019,2019,7/23/2020,2020,,,,,748143,4287843,,,,
caples,118,1,0,>50,>50,,,,,,yes,,,10,2019,8/29/2018,2018,11/14/2019,2019,7/23/2020,2020,,,,,748555,4287817,,,,
caples,119,1,0,>50,>50,,,,,,yes,,,10,2019,8/28/2018,2018,11/14/2019,2019,8/18/2020,2020,,,,,748942,4287841,,,,
caples,120,1,0,>50,>50,,,,,,yes,,,10,2019,8/2/2018,2018,,,,,,,,,745346,4288241,,,,
caples,121,1,0,>50,>50,,,,,,yes,,,10,2019,8/28/2018,2018,11/14/2019,2019,7/23/2020,2020,,,,,748942,4288243,,,,
caples,122,1,0,>50,>50,,,,,,yes,,,10,2019,8/28/2018,2018,11/14/2019,2019,7/24/2020,2020,,,,,748948,4288634,,,,
caples,123,1,0,>50,>50,,,,,,yes,,,10,2019,8/28/2018,2018,,,,,,,,,749743,4288637,,,,
caples,124,1,0,>50,>50,,,,,,yes,,,10,2019,7/25/2018,2018,,,,,,,,,746146,4289041,,,,
caples,125,1,0,>50,>50,,,,,,no,,,10,2019,8/2/2018,2018,,,7/24/2020,2020,,,,,746951,4289438,,,,
caples,126,1,0,>50,>50,,,,,,no,,,10,2019,7/30/2018,2018,,,7/25/2020,2020,,,,,747746,4289841,,,,
caples,127,1,0,>50,>50,,,,,,no,,,10,2019,7/25/2018,2018,,,7/26/2020,2020,,,,,746547,4290242,,,,
caples,128,1,0,>50,>50,,,,,,no,,,10,2019,7/30/2018,2018,,,7/22/2020,2020,,,,,748146,4290241,,,,
caples,129,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2018,2018,11/12/2019,2019,8/19/2020,2020,,,,,749745,4290244,,,,
caples,130,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2018,2018,,,,,,,,,749745,4290641,,,,
caples,131,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2018,2018,,,,,,,,,750146,4290641,,,,
caples,132,1,0,>50,>50,,,,,,yes,,,10,2019,7/30/2018,2018,,,,,,,,,748946,4291041,,,,
caples,133,1,0,>50,>50,,,,,,yes,,,10,2019,8/1/2018,2018,,,,,,,,,750144,4291039,,,,
