jurisdiction,site,plot_id,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,,
TahoeNF,Caples,Caples02,2020,postfire,,0,,2,2,4,11.3,0,0,0,0.5,4,3,0,0,34,,0,0,0
TahoeNF,Caples,Caples02,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples02,2020,postfire,,90,,2,2,4,11.3,0,0,0,0.25,1,0,0,0,0,,0,0,0.25
TahoeNF,Caples,Caples02,2020,postfire,,270,,2,2,4,11.3,0,1,0,0,0,0,0.25,1.5,0,,0.5,80,2.5
TahoeNF,Caples,Caples03,2020,postfire,,0,,2,2,4,11.3,2,0,0,0,0,0,6,0,0,,0,0,0
TahoeNF,Caples,Caples03,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,1.5,0
TahoeNF,Caples,Caples03,2020,postfire,,90,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,1,4
TahoeNF,Caples,Caples03,2020,postfire,,270,,2,2,4,11.3,0,2,0,0,0,0,0,1,480,,0,1,5
TahoeNF,Caples,Caples04,2020,postfire,,0,,2,2,4,11.3,8,0,0,0,0,0,0,0.3,0,,0,1.1,0
TahoeNF,Caples,Caples04,2020,postfire,,180,,2,2,4,11.3,na,na,na,na,na,na,na,na,na,,15,1.2,15
TahoeNF,Caples,Caples04,2020,postfire,,90,,2,2,4,11.3,5,0,0,0,0.5,0,15,2.6,15,,0,3.6,0
TahoeNF,Caples,Caples04,2020,postfire,,270,,2,2,4,11.3,8,0,0,0,1.2,0,0.3,1.8,0,,0,1,0
TahoeNF,Caples,Caples115,2020,postfire,,0,,2,2,4,11.3,1,0,0,0.3,4.2,0.3,0,0.5,0,,0.5,2.7,0
TahoeNF,Caples,Caples115,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0.1,0,0,0.3,0,,0,0.3,0
TahoeNF,Caples,Caples115,2020,postfire,,90,,2,2,4,11.3,6,0,0,0,0.3,0,0,0.8,0,,0,0,0
TahoeNF,Caples,Caples115,2020,postfire,,270,,2,2,4,11.3,0,0,0,0,2.5,0,0,0.1,0,,0,0,0
TahoeNF,Caples,Caples122,2020,postfire,,0,,2,2,4,11.3,24,1,0,0,0.25,0,0,0.2,0,,1,2.5,0
TahoeNF,Caples,Caples122,2020,postfire,,180,,2,2,4,11.3,21,3,1,1.5,3.5,66,0,0,23,,1.5,0.5,6.5
TahoeNF,Caples,Caples122,2020,postfire,,90,,2,2,4,11.3,15,2,0,0,5.5,2,0,1,100,,0,0.5,0
TahoeNF,Caples,Caples122,2020,postfire,,270,,2,2,4,11.3,10,2,0,0,0.25,350,0,3,0,,0,0.25,420
TahoeNF,Caples,Caples125,2020,postfire,,0,,2,2,4,11.3,1,2,1,2.4,6,2.7,2.3,5,2,,0,3.7,34
TahoeNF,Caples,Caples125,2020,postfire,,180,,2,2,4,11.3,5,0,1,0.5,8.4,6.5,1.8,2.3,2,,6.4,4,8
TahoeNF,Caples,Caples125,2020,postfire,,90,,2,2,4,11.3,1,0,1,5.5,8.2,6.7,0.3,2.4,48,,1,2.7,13
TahoeNF,Caples,Caples125,2020,postfire,,270,,2,2,4,11.3,55,10,1,1.5,3.4,1.8,3.2,6.7,45,,6.6,4.8,7
TahoeNF,Caples,Caples126,2020,postfire,,0,,2,2,4,11.3,2,1,0,0,0.5,0,0,1,1.5,,0,0.5,0
TahoeNF,Caples,Caples126,2020,postfire,,180,,2,2,4,11.3,21,1,0,0,1,0,0,1.5,0,,0,0.5,6.5
TahoeNF,Caples,Caples126,2020,postfire,,90,,2,2,4,11.3,10,0,0,0,1.5,2.5,0,1.5,2,,0.25,2,8.5
TahoeNF,Caples,Caples126,2020,postfire,,270,,2,2,4,11.3,12,2,0,0,1.5,0.5,0,1,0,,1,1,0
TahoeNF,Caples,Caples127,2020,postfire,,0,,2,2,4,11.3,13,0,0,0,2,0,0,1.5,0,,0,3,610
TahoeNF,Caples,Caples127,2020,postfire,,180,,2,2,4,11.3,24,0,0,3,4.5,0,0,0.25,0,,5,5.5,1
TahoeNF,Caples,Caples127,2020,postfire,,90,,2,2,4,11.3,81,2,2,1.5,9.5,2.5,0,5,2.5,,7,6.5,3
TahoeNF,Caples,Caples127,2020,postfire,,270,,2,2,4,11.3,17,1,0,5.5,3,7,3.5,2,6.5,,0,2.5,0
TahoeNF,Caples,Caples128,2020,postfire,,0,,2,2,4,11.3,8,2,3,1,6,4,0,0.25,0,,2,3.5,2.5
TahoeNF,Caples,Caples128,2020,postfire,,180,,2,2,4,11.3,28,2,2,0,4,0,21.5,3.5,0,,0.25,5,2.5
TahoeNF,Caples,Caples128,2020,postfire,,90,,2,2,4,11.3,6,2,1,0,6,0,0,0,0,,9.5,3,0
TahoeNF,Caples,Caples128,2020,postfire,,270,,2,2,4,11.3,47,2,2,3.5,5.5,1.5,12.5,3,1.5,,6,5.5,13
TahoeNF,Caples,Caples13,2020,postfire,,0,,2,2,4,11.3,0,0,2,0,0.7,0,0,1.4,0,,0,0.3,0
TahoeNF,Caples,Caples13,2020,postfire,,180,,2,2,4,11.3,2,1,0,2.2,1.1,2.4,5,1.1,5.6,,2,2.8,2.2
TahoeNF,Caples,Caples13,2020,postfire,,90,,2,2,4,11.3,0,0,0,0.2,0.9,0.3,0.2,0.2,0.2,,8.2,0.4,8.2
TahoeNF,Caples,Caples13,2020,postfire,,270,,2,2,4,11.3,4,1,0,0.8,0.2,0.8,0,0.9,0,,1.5,1.8,2.7
TahoeNF,Caples,Caples14,2020,postfire,,0,,2,2,4,11.3,3,6,0,1,1.2,0.8,0.9,2.1,1.1,,0,0.5,0
TahoeNF,Caples,Caples14,2020,postfire,,180,,2,2,4,11.3,2,0,0,0,1.5,0,0,0.2,0,,0,0.2,0
TahoeNF,Caples,Caples14,2020,postfire,,90,,2,2,4,11.3,3,1,0,0,2.7,0,0,1,0,,0.2,0.8,0.5
TahoeNF,Caples,Caples14,2020,postfire,,270,,2,2,4,11.3,0,1,1,1,5.4,1.2,0,1,0,,0,1.5,0.5
TahoeNF,Caples,Caples15,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples15,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0.2,0,,0,0,0
TahoeNF,Caples,Caples15,2020,postfire,,90,,2,2,4,11.3,0,0,0,0,1,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples15,2020,postfire,,270,,2,2,4,11.3,3,1,0,0,0.8,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples15,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples15,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0.2,0,,0,0,0
TahoeNF,Caples,Caples15,2020,postfire,,90,,2,2,4,11.3,0,0,0,0,1,0,0,0,0,,0,0.1,0
TahoeNF,Caples,Caples15,2020,postfire,,270,,2,2,4,11.3,3,1,0,0,0.8,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples16,2020,postfire,,0,,2,2,4,11.3,19,0,2,0.5,15,0,1,2.5,0,,0,2.5,0
TahoeNF,Caples,Caples16,2020,postfire,,180,,2,2,4,11.3,31,2,0,0,0.5,0,1.5,3.5,1,,4.5,1.5,0
TahoeNF,Caples,Caples16,2020,postfire,,90,,2,2,4,11.3,25,5,1,0.5,4.5,2,0.5,1.5,3,,1,0.5,0
TahoeNF,Caples,Caples16,2020,postfire,,270,,2,2,4,11.3,24,8,5,7.5,5,1,0,4,3.5,,7,8.5,3.5
TahoeNF,Caples,Caples17,2020,postfire,,0,,2,2,4,11.3,101,20,0,6.9,2.2,3,2,3.6,8.8,,5,3.4,13
TahoeNF,Caples,Caples17,2020,postfire,,180,,2,2,4,11.3,5,0,1,0,2.2,0.5,0,0.2,0,,0,0.8,0
TahoeNF,Caples,Caples17,2020,postfire,,90,,2,2,4,11.3,18,0,0,3.2,2.5,11.1,1.8,2.3,0,,2,1.5,2.7
TahoeNF,Caples,Caples17,2020,postfire,,270,,2,2,4,11.3,91,18,0,2.2,1.2,2,3,2.5,3.7,,8.2,3.2,12.3
TahoeNF,Caples,Caples18,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples18,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples18,2020,postfire,,90,,2,2,4,11.3,1,0,0,0,0,0,0,1,0,,0,0,0
TahoeNF,Caples,Caples18,2020,postfire,,270,,2,2,4,11.3,0,0,0,0,0,0,0,0.25,0,,0,0,2
TahoeNF,Caples,Caples18,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples18,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples18,2020,postfire,,90,,2,2,4,11.3,1,0,0,0,0,0,0,1,0,,0,0,0
TahoeNF,Caples,Caples18,2020,postfire,,270,,2,2,4,11.3,0,0,0,0,0,0,0,0.25,0,,0,0,2
TahoeNF,Caples,Caples19,2020,postfire,,0,,2,2,4,11.3,1,0,0,0.25,6,43.5,0.25,1.5,27,,0,1,7.5
TahoeNF,Caples,Caples19,2020,postfire,,180,,2,2,4,11.3,2,0,0,0,0,0,0,0,0,,0,0,4.5
TahoeNF,Caples,Caples19,2020,postfire,,90,,2,2,4,11.3,4,0,0,0,0,0,4.5,2.5,1,,0,0,0
TahoeNF,Caples,Caples19,2020,postfire,,270,,2,2,4,11.3,9,1,0,0,1.5,6.5,0,0,0,,0,0,1.5
TahoeNF,Caples,Caples20,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0.5,1.5,0,0,1,,0,0.5,0
TahoeNF,Caples,Caples20,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,6,0,0,0,,0,0.25,0
TahoeNF,Caples,Caples20,2020,postfire,,90,,2,2,4,11.3,1,1,0,0,0,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples20,2020,postfire,,270,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,0,0,3.5
TahoeNF,Caples,Caples21,2020,postfire,,0,,2,2,4,11.3,1,0,0,2.7,3.2,3,2.5,1.8,2.7,,0.7,2.8,0.7
TahoeNF,Caples,Caples21,2020,postfire,,180,,2,2,4,11.3,27,5,2,0.2,3,0.3,0.3,5,18.8,,2.3,2.7,3
TahoeNF,Caples,Caples21,2020,postfire,,90,,2,2,4,11.3,42,10,0,6,7.3,9,1.8,5.4,1.1,,1.1,3.7,5.6
TahoeNF,Caples,Caples21,2020,postfire,,270,,2,2,4,11.3,5,1,0,0.2,4,0.2,2.2,1.8,2.2,,1.5,4,1.5
TahoeNF,Caples,Caples27,2020,postfire,,0,,2,2,4,11.3,1,0,0,0,1,0,0,0,23,,1,1.5,0
TahoeNF,Caples,Caples27,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,0,0,0,90,,0,0,0
TahoeNF,Caples,Caples27,2020,postfire,,90,,2,2,4,11.3,0,1,3,0,1,4,0,0,14,,0,0,0
TahoeNF,Caples,Caples27,2020,postfire,,270,,2,2,4,11.3,0,0,0,0,0,0,0.5,4,1,,0.5,2,11
TahoeNF,Caples,Caples28,2020,postfire,,0,,2,2,4,11.3,1,1,0,0,0.8,0,0,0,0,,0,0.2,0
TahoeNF,Caples,Caples28,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,1.3,0,0,0.2,0,,0,1.1,0
TahoeNF,Caples,Caples28,2020,postfire,,90,,2,2,4,11.3,1,1,0,0,0,0,0,0.9,0,,0,0,0
TahoeNF,Caples,Caples28,2020,postfire,,270,,2,2,4,11.3,3,1,0,0,0,0,0,0.5,0,,0,0.8,0
TahoeNF,Caples,Caples29,2020,postfire,,0,,2,2,4,11.3,2,0,0,0,0.5,0,0,1.1,0,,0,1.8,0
TahoeNF,Caples,Caples29,2020,postfire,,180,,2,2,4,11.3,3,0,0,0,1.2,0,0,3,0,,0,0.8,0
TahoeNF,Caples,Caples29,2020,postfire,,90,,2,2,4,11.3,1,5,0,0,1.5,0,0,0,0,,0,0,0
TahoeNF,Caples,Caples29,2020,postfire,,270,,2,2,4,11.3,15,3,0,0.3,0.9,0.5,0,1.1,0,,0,1,0
TahoeNF,Caples,Caples30,2020,postfire,,0,,2,2,4,11.3,0,0,0,4,3,3,0,0,16,,0,2.5,2
TahoeNF,Caples,Caples30,2020,postfire,,180,,2,2,4,11.3,0,0,0,0,0,38,0,1,0,,0,0,0
TahoeNF,Caples,Caples30,2020,postfire,,90,,2,2,4,11.3,0,0,0,0,0,0,0,0,14,,0,0.5,0.5
TahoeNF,Caples,Caples30,2020,postfire,,270,,2,2,4,11.3,0,0,0,0,0,80,0,0,0,,0,3,1
TahoeNF,Caples,Caples32,2020,postfire,,0,,2,2,4,11.3,5,0,0,8,0.3,5,0.8,1,1,,0,1.8,0
TahoeNF,Caples,Caples32,2020,postfire,,180,,2,2,4,11.3,5,1,0,0,0.2,0,0,0.2,0,,0,1.8,0
TahoeNF,Caples,Caples32,2020,postfire,,90,,2,2,4,11.3,5,0,0,0,1.2,0,0,0,0,,0,0.5,0
TahoeNF,Caples,Caples32,2020,postfire,,270,,2,2,4,11.3,1,1,0,0,0,0,0,0.9,0,,0,0.3,0
TahoeNF,Caples,Caples75,2020,postfire,,0,,2,2,4,11.3,1,1,0,0,1.2,0,0,3.2,0,,0,1.8,0
TahoeNF,Caples,Caples75,2020,postfire,,180,,2,2,4,11.3,5,1,0,0,2,0,0,2.2,0,,0,1.2,0
TahoeNF,Caples,Caples75,2020,postfire,,90,,2,2,4,11.3,10,1,0,0,2.1,0,0,0.8,0,,0,1.5,0
TahoeNF,Caples,Caples75,2020,postfire,,270,,2,2,4,11.3,1,1,0,0,1.8,0,0,0.3,0,,0,0.2,0
TahoeNF,Caples,Caples76,2020,postfire,,0,,2,2,4,11.3,34,8,1,6.3,7,7.8,5.4,7.8,9.1,,1.2,4.3,1.2
TahoeNF,Caples,Caples76,2020,postfire,,180,,2,2,4,11.3,22,5,4,1.8,6.4,4,7.7,4,11.8,,0.5,4,0.5
TahoeNF,Caples,Caples76,2020,postfire,,90,,2,2,4,11.3,5,8,1,0,0.5,0,8.4,6.9,8.4,,3.7,5,4.8
TahoeNF,Caples,Caples76,2020,postfire,,270,,2,2,4,11.3,2,2,6,2.7,3.2,3,0.5,4.2,3.4,,12,4.3,16.4
TahoeNF,Caples,Caples77,2020,postfire,,0,,2,2,4,11.3,8,1,3,3,35,1.5,0,9.5,0,,1.5,5.5,7
TahoeNF,Caples,Caples77,2020,postfire,,180,,2,2,4,11.3,30,5,0,8,15,6,6,4,0,,1,5,0
TahoeNF,Caples,Caples77,2020,postfire,,90,,2,2,4,11.3,38,7,0,0,4.5,0,8.5,5.5,2.8,,3,14,2.5
TahoeNF,Caples,Caples77,2020,postfire,,270,,2,2,4,11.3,36,4,0,6,5.5,4,0.25,3.5,0,,0.25,1.5,110
InyoNF,DryCreek,DryCreek21,2020,prefire,,0,,2,2,4,11.3,0,1,0,1.5,4,7.8,1.5,5,7.7,,,,
InyoNF,DryCreek,DryCreek21,2020,prefire,,180,,2,2,4,11.3,0,0,0,4.5,3,24.3,2.5,6.5,9.7,,,,
InyoNF,DryCreek,DryCreek21,2020,prefire,,90,,2,2,4,11.3,0,0,0,2,5,6.5,0.5,11.5,12,,,,
InyoNF,DryCreek,DryCreek21,2020,prefire,,270,,2,2,4,11.3,4,0,0,10.5,5,7.5,4.5,4,11,,,,
InyoNF,DryCreek,DryCreek22,2020,prefire,,0,,2,2,4,11.3,0,9,1,2.5,7.5,9.6,4,3.5,8,,,,
InyoNF,DryCreek,DryCreek22,2020,prefire,,180,,2,2,4,11.3,0,5,0,5.5,3,5,2.5,4.5,7.3,,,,
InyoNF,DryCreek,DryCreek22,2020,prefire,,90,,2,2,4,11.3,0,6,0,3.5,9,11.8,17,17,115.3,,,,
InyoNF,DryCreek,DryCreek22,2020,prefire,,270,,2,2,4,11.3,4,24,1,2,3.5,4.7,1.5,10,13.8,,,,
InyoNF,DryCreek,DryCreek23,2020,prefire,,0,,2,2,4,11.3,0,5,0,0,11,17.7,0.25,3.5,7.3,,,,
InyoNF,DryCreek,DryCreek23,2020,prefire,,180,,2,2,4,11.3,2,0,1,0,5.5,8.8,3,5,6.8,,,,
InyoNF,DryCreek,DryCreek23,2020,prefire,,90,,2,2,4,11.3,2,7,4,5.5,4,5.3,4.5,16.5,31.7,,,,
InyoNF,DryCreek,DryCreek23,2020,prefire,,270,,2,2,4,11.3,1,1,1,0,4.5,7.2,3.5,4,6,,,,
InyoNF,DryCreek,DryCreek24,2020,prefire,,0,,2,2,4,11.3,9,0,0,1.5,2,1.8,0,1.8,1.5,,,,
InyoNF,DryCreek,DryCreek24,2020,prefire,,180,,2,2,4,11.3,1,2,0,1.2,3.4,2.7,0.2,1,0.8,,,,
InyoNF,DryCreek,DryCreek24,2020,prefire,,90,,2,2,4,11.3,0,2,0,0,0.7,0.5,2,1.8,3.2,,,,
InyoNF,DryCreek,DryCreek24,2020,prefire,,270,,2,2,4,11.3,1,0,0,0,0,0,0,0.3,0.8,,,,
InyoNF,DryCreek,DryCreek25,2020,prefire,,0,,2,2,4,11.3,0,5,3,0,1.5,5.7,3.4,4.5,11.5,,,,
InyoNF,DryCreek,DryCreek25,2020,prefire,,180,,2,2,4,11.3,0,3,0,0,4.5,7.5,2,3,4.3,,,,
InyoNF,DryCreek,DryCreek25,2020,prefire,,90,,2,2,4,11.3,0,10,1,6,2,5.3,0,1.5,3.7,,,,
InyoNF,DryCreek,DryCreek25,2020,prefire,,270,,2,2,4,11.3,0,4,2,0,10.5,15.7,1,3,4.2,,,,
InyoNF,DryCreek,DryCreek26,2020,prefire,,0,,2,2,4,11.3,0,0,0,0,1.5,4.5,0.5,3,7.2,,,,
InyoNF,DryCreek,DryCreek26,2020,prefire,,180,,2,2,4,11.3,0,12,6,0,2,6.2,0,3,9,,,,
InyoNF,DryCreek,DryCreek26,2020,prefire,,90,,2,2,4,11.3,8,0,0,0,1,1.8,0,0,1.2,,,,
InyoNF,DryCreek,DryCreek26,2020,prefire,,270,,2,2,4,11.3,0,10,2,0,1.5,2.3,0,0.25,1.9,,,,
InyoNF,DryCreek,DryCreek27,2020,prefire,,0,,2,2,4,11.3,1,5,1,0.2,8.2,5.6,4,2.8,6.7,,,,
InyoNF,DryCreek,DryCreek27,2020,prefire,,180,,2,2,4,11.3,1,1,1,3.2,3.7,6.3,3.6,3.2,6,,,,
InyoNF,DryCreek,DryCreek27,2020,prefire,,90,,2,2,4,11.3,5,2,1,4.2,3,6.7,0.2,0.3,3.2,,,,
InyoNF,DryCreek,DryCreek27,2020,prefire,,270,,2,2,4,11.3,0,3,3,1.8,1.2,2.7,3.2,1.5,4.4,,,,
InyoNF,DryCreek,DryCreek28,2020,prefire,,0,,2,2,4,11.3,2,5,5,4.4,4,8,4.5,5.4,10,,,,
InyoNF,DryCreek,DryCreek28,2020,prefire,,180,,2,2,4,11.3,3,13,1,3,3.4,6.9,1.2,3.4,5.6,,,,
InyoNF,DryCreek,DryCreek28,2020,prefire,,90,,2,2,4,11.3,0,0,0,3.7,5.4,8,2.5,3.4,5.4,,,,
InyoNF,DryCreek,DryCreek28,2020,prefire,,270,,2,2,4,11.3,1,15,5,4.3,5.2,11.2,0,2.5,2.7,,,,
InyoNF,DryCreek,DryCreek29,2020,prefire,,0,,2,2,4,11.3,0,1,0,2.5,0.5,10.8,25,2,4.7,,,,
InyoNF,DryCreek,DryCreek29,2020,prefire,,180,,2,2,4,11.3,0,5,1,3,8.5,10.2,0.25,0.5,12,,,,
InyoNF,DryCreek,DryCreek29,2020,prefire,,90,,2,2,4,11.3,5,4,0,2.5,4.5,7.8,0,3,67.3,,,,
InyoNF,DryCreek,DryCreek29,2020,prefire,,270,,2,2,4,11.3,6,0,0,0,0.5,4.8,0,9.5,14.5,,,,
InyoNF,DryCreek,DryCreek30,2020,prefire,,0,,2,2,4,11.3,1,3,0,3.2,6.6,10,0.2,3.7,4,,,,
InyoNF,DryCreek,DryCreek30,2020,prefire,,180,,2,2,4,11.3,1,1,0,9.8,2.6,10.5,18,9.3,2.7,,,,
InyoNF,DryCreek,DryCreek30,2020,prefire,,90,,2,2,4,11.3,0,8,3,1.2,4.2,5.6,2.5,4.5,6.9,,,,
InyoNF,DryCreek,DryCreek30,2020,prefire,,270,,2,2,4,11.3,5,4,0,3.7,2.3,6,1.8,3.2,5.4,,,,
InyoNF,DryCreek,DryCreek31,2020,prefire,,0,,2,2,4,11.3,1,1,0,18,0.5,18.2,2.5,5,13.4,,,,
InyoNF,DryCreek,DryCreek31,2020,prefire,,180,,2,2,4,11.3,6,6,1,1.8,5,6.3,0.5,7,7,,,,
InyoNF,DryCreek,DryCreek31,2020,prefire,,90,,2,2,4,11.3,1,5,0,3.2,2.7,5.4,2.6,5,6.9,,,,
InyoNF,DryCreek,DryCreek31,2020,prefire,,270,,2,2,4,11.3,4,4,1,27,2.3,40.2,4.8,7.7,11.9,,,,
InyoNF,DryCreek,DryCreek32,2020,postfire,,0,,2,2,4,11.3,2,2,0,0,2.2,2.7,0,2,2,,,,
InyoNF,DryCreek,DryCreek32,2020,postfire,,180,,2,2,4,11.3,1,1,0,0.2,1.8,2,0.2,2.2,2.4,,,,
InyoNF,DryCreek,DryCreek32,2020,postfire,,90,,2,2,4,11.3,0,1,0,0,0.1,0.3,0,2.7,3,,,,
InyoNF,DryCreek,DryCreek32,2020,postfire,,270,,2,2,4,11.3,1,0,0,0.3,1.2,1.5,2.2,1.8,3.7,,,,
InyoNF,DryCreek,DryCreek33,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,0,0,0,0,,,,
InyoNF,DryCreek,DryCreek33,2020,postfire,,180,,2,2,4,11.3,0,1,0,0,0,0.5,0,0,0,,,,
InyoNF,DryCreek,DryCreek33,2020,postfire,,90,,2,2,4,11.3,0,3,0,0,1.2,1,0,0,0,,,,
InyoNF,DryCreek,DryCreek33,2020,postfire,,270,,2,2,4,11.3,0,0,0,0.3,3.7,3.4,0.3,2,2.2,,,,
InyoNF,DryCreek,DryCreek34,2020,postfire,,0,,2,2,4,11.3,1,0,1,0,5,4.2,0,1.5,1.2,,,,
InyoNF,DryCreek,DryCreek34,2020,postfire,,180,,2,2,4,11.3,0,0,2,0,0,0,0,0,0,,,,
InyoNF,DryCreek,DryCreek34,2020,postfire,,90,,2,2,4,11.3,0,1,1,0,0.2,0.3,0,0,0.2,,,,
InyoNF,DryCreek,DryCreek34,2020,postfire,,270,,2,2,4,11.3,2,0,0,0,0,0.3,0,0.5,0.3,,,,
InyoNF,DryCreek,DryCreek35,2020,postfire,,0,,2,2,4,11.3,0,3,0,0,0.3,1.5,0,0,0.1,,,,
InyoNF,DryCreek,DryCreek35,2020,postfire,,180,,2,2,4,11.3,0,2,0,0,0.3,1.1,0,0.2,0.4,,,,
InyoNF,DryCreek,DryCreek35,2020,postfire,,90,,2,2,4,11.3,0,0,0,0,0.2,1.2,0,2.2,2.4,,,,
InyoNF,DryCreek,DryCreek35,2020,postfire,,270,,2,2,4,11.3,0,5,0,0,0.2,4.2,0,0.5,1,,,,
InyoNF,DryCreek,DryCreek36,2020,postfire,,0,,2,2,4,11.3,1,0,0,0,7.3,2.4,0,0.8,0.5,,,,
InyoNF,DryCreek,DryCreek36,2020,postfire,,180,,2,2,4,11.3,1,2,0,0,4,1.2,0,0,0.7,,,,
InyoNF,DryCreek,DryCreek36,2020,postfire,,90,,2,2,4,11.3,0,1,0,0,2.5,0.3,0,1.2,1,,,,
InyoNF,DryCreek,DryCreek36,2020,postfire,,270,,2,2,4,11.3,2,1,1,0,0.3,3,0,3.4,2,,,,
InyoNF,DryCreek,DryCreek37,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,0.2,0,7,9.5,,,,
InyoNF,DryCreek,DryCreek37,2020,postfire,,180,,2,2,4,11.3,0,3,0,0,1.5,4.5,0,3.5,8.2,,,,
InyoNF,DryCreek,DryCreek37,2020,postfire,,90,,2,2,4,11.3,0,0,0,1,2,5.3,0.5,2,3.8,,,,
InyoNF,DryCreek,DryCreek37,2020,postfire,,270,,2,2,4,11.3,0,1,0,2,2,3.5,2,2.5,4.3,,,,
InyoNF,DryCreek,DryCreek38,2020,postfire,,0,,2,2,4,11.3,1,2,0,0,1.5,5.3,4,1.5,6,,,,
InyoNF,DryCreek,DryCreek38,2020,postfire,,180,,2,2,4,11.3,0,5,0,0,1,4.8,0,1,8.2,,,,
InyoNF,DryCreek,DryCreek38,2020,postfire,,90,24,2,2,4,11.3,0,4,0,5,3,5.8,3,15.5,16.8,,,,
InyoNF,DryCreek,DryCreek38,2020,postfire,,270,27,2,2,4,11.3,1,8,0,0,0.5,6,0,0,3.2,,,,
InyoNF,DryCreek,DryCreek39,2020,postfire,,0,,2,2,4,11.3,0,0,0,0,0,1.3,0,5,11.3,,,,
InyoNF,DryCreek,DryCreek39,2020,postfire,,180,,2,2,4,11.3,0,0,1,0,0,0.8,0,0,1.3,,,,
InyoNF,DryCreek,DryCreek39,2020,postfire,,90,,2,2,4,11.3,0,0,0,3,0,1.3,0,2.5,5.2,,,,
InyoNF,DryCreek,DryCreek39,2020,postfire,,270,,2,2,4,11.3,11,13,0,0,0,16.7,0,3,10.2,,,,
InyoNF,DryCreek,DryCreek40,2020,postfire,,0,,2,2,4,11.3,0,3,0,1,1.5,1945.5,0,1,2,,,,
InyoNF,DryCreek,DryCreek40,2020,postfire,,180,,2,2,4,11.3,0,1,0,1,1.5,5,0,1,14.2,,,,
InyoNF,DryCreek,DryCreek40,2020,postfire,,90,,2,2,4,11.3,0,0,0,0,0,2.3,0,1,2.2,,,,
InyoNF,DryCreek,DryCreek40,2020,postfire,,270,,2,2,4,11.3,0,2,0,0,0.5,3.3,0,1,2.2,,,,
InyoNF,DryCreek,DryCreek41,2020,postfire,,0,,2,2,4,11.3,0,0,0,0.5,2.5,15.3,1,0.5,1.8,,,,
InyoNF,DryCreek,DryCreek41,2020,postfire,,180,,2,2,4,11.3,1,0,0,0,0.25,3.1,0,0,0.5,,,,
InyoNF,DryCreek,DryCreek41,2020,postfire,,90,,2,2,4,11.3,0,1,0,3,1,10.7,0.25,0,11.2,,,,
InyoNF,DryCreek,DryCreek41,2020,postfire,,270,,2,2,4,11.3,1,0,1,10.5,3,5.7,1.5,0.25,1.8,,,,
InyoNF,DryCreek,DryCreek43,2020,postfire,,0,,2,2,4,11.3,2,0,0,0,0.5,8.3,0,0.25,6.9,,,,
InyoNF,DryCreek,DryCreek43,2020,postfire,,180,,2,2,4,11.3,0,1,0,0,1.5,3,0,0,0.5,,,,
InyoNF,DryCreek,DryCreek43,2020,postfire,,90,,2,2,4,11.3,0,1,0,0,5,38.3,0,1,19.3,,,,
InyoNF,DryCreek,DryCreek43,2020,postfire,,270,,2,2,4,11.3,0,0,0,1,0,0.5,3,1.5,4.7,,,,
InyoNF,DryCreek,DryCreek46,2020,prefire,,0,,2,2,4,11.3,0,0,0,2,17,19,0,8.5,31.7,,,,
InyoNF,DryCreek,DryCreek46,2020,prefire,,180,,2,2,4,11.3,1,6,1,1.5,6,7.8,0,2,7.5,,,,
InyoNF,DryCreek,DryCreek46,2020,prefire,,90,,2,2,4,11.3,1,3,0,0,3,5.3,0,5,63,,,,
