jurisdiction,site,plot_id,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,,
SPI,slypark,spi2,2020,postfire,,270,,2,2,4,11.3,2,5,1,6,2,0.5,4,,,,,,
SPI,slypark,spi3,2019,prefire,,0,,2,2,4,11.3,17,2,3,0.05,0.05,7,0.05,,,,,,
SPI,slypark,spi3,2019,prefire,,180,,2,2,4,11.3,26,6,3,1,1,6,9,,,,,,
SPI,slypark,spi3,2019,prefire,,90,,2,2,4,11.3,33,10,4,2,5,0.05,1,,,,,,
SPI,slypark,spi3,2019,prefire,,270,,2,2,4,11.3,51,11,5,4,2,0.05,0.05,,,,,,
SPI,slypark,spi3,2020,postfire,,0,,2,2,4,11.3,17,2,3,0.5,0.5,0.5,0,,,,,,
SPI,slypark,spi3,2020,postfire,,180,,2,2,4,11.3,26,6,3,1,1,1,0.5,,,,,,
SPI,slypark,spi3,2020,postfire,,90,,2,2,4,11.3,6,1,4,0.5,1,2,1,,,,,,
SPI,slypark,spi3,2020,postfire,,270,,2,2,4,11.3,2,5,4,0,0.5,0.5,0.5,,,,,,
SPI,slypark,spi4,2019,prefire,,0,,2,2,4,11.3,6,6,3,0.05,0.05,5,0.05,,,,,,
SPI,slypark,spi4,2019,prefire,,180,,2,2,4,11.3,30,17,2,0.05,1,0.05,5,,,,,,
SPI,slypark,spi4,2019,prefire,,90,,2,2,4,11.3,18,12,11,0.05,0.05,8,1,,,,,,
SPI,slypark,spi4,2019,prefire,,270,,2,2,4,11.3,15,6,3,1.5,0.05,5,0.05,,,,,,
SPI,slypark,spi4,2020,postfire,,0,,2,2,4,11.3,18,6,2,0,1,0,0,,,,,,
SPI,slypark,spi4,2020,postfire,,180,,2,2,4,11.3,0,2,0,1,0,0,0,,,,,,
SPI,slypark,spi4,2020,postfire,,90,,2,2,4,11.3,2,2,1,0.5,0,0,0,,,,,,
SPI,slypark,spi4,2020,postfire,,270,,2,2,4,11.3,15,6,3,0.5,0,0,0,,,,,,
SPI,slypark,spi5,2019,prefire,,0,,2,2,4,11.3,48,21,8,11,0.05,1,2,,,,,,
SPI,slypark,spi5,2019,prefire,,180,,2,2,4,11.3,30,5,1,8,1,4,7,,,,,,
SPI,slypark,spi5,2019,prefire,,90,,2,2,4,11.3,34,9,5,0,2,0,1,,,,,,
SPI,slypark,spi5,2019,prefire,,270,,2,2,4,11.3,21,17,5,4,2,2,15,,,,,,
SPI,slypark,spi5,2020,postfire,,0,,2,2,4,11.3,3,4,1,0.5,1,2,4,,,,,,
SPI,slypark,spi5,2020,postfire,,180,,2,2,4,11.3,14,6,0,0.5,1,4,3,,,,,,
SPI,slypark,spi5,2020,postfire,,90,,2,2,4,11.3,0,2,0,1,0,5,0,,,,,,
SPI,slypark,spi5,2020,postfire,,270,,2,2,4,11.3,0,1,0,0.5,1,2,1,,,,,,
SPI,slypark,spi6,2019,prefire,,0,20,2,2,4,11.3,25,22,10,16,2,12,2,,,,,,
SPI,slypark,spi6,2019,prefire,,180,,2,2,4,11.3,16,10,2,4.5,0.05,3,0.05,,,,,,
SPI,slypark,spi6,2019,prefire,,90,26,2,2,4,11.3,31,9,3,9,3,7,4,,,,,,
SPI,slypark,spi6,2019,prefire,,270,27,2,2,4,11.3,6,14,6,1,1,3,0.05,,,,,,
SPI,slypark,spi6,2020,postfire,,0,20,2,2,4,11.3,0,0,3,0,0,6,0,,,,,,
SPI,slypark,spi6,2020,postfire,,180,,2,2,4,11.3,24,9,2,2,0.5,5,0,,,,,,
SPI,slypark,spi6,2020,postfire,,90,26,2,2,4,11.3,29,6,2,0.5,5,0,7,,,,,,
SPI,slypark,spi6,2020,postfire,,270,27,2,2,4,11.3,24,7,5,1,2,1,0.5,,,,,,
SPI,slypark,spi7,2019,prefire,,0,,2,2,4,11.3,0,0,0,8,8,1,3,,,,,,
SPI,slypark,spi7,2019,prefire,,180,,2,2,4,11.3,1,3,2,2.5,2.5,5,6,,,,,,
SPI,slypark,spi7,2019,prefire,,90,,2,2,4,11.3,0,0,1,10,8,7,6,,,,,,
SPI,slypark,spi7,2019,prefire,,270,,2,2,4,11.3,0,2,4,5,10,3,3,,,,,,
SPI,slypark,spi7,2020,postfire,,0,,2,2,4,11.3,0,0,0,7,3,2,0.5,,,,,,
SPI,slypark,spi7,2020,postfire,,180,,2,2,4,11.3,1,8,2,8,2,6,1,,,,,,
SPI,slypark,spi7,2020,postfire,,90,,2,2,4,11.3,0,4,1,7,6,3,2,,,,,,
SPI,slypark,spi7,2020,postfire,,270,,2,2,4,11.3,2,4,4,7,0,9,0,,,,,,
SPI,slypark,spi8,2019,prefire,,0,,2,2,4,11.3,2,0,0,4,6,2,5,,,,,,
SPI,slypark,spi8,2019,prefire,,180,,2,2,4,11.3,1,0,1,6,6,7,6,,,,,,
SPI,slypark,spi8,2019,prefire,,90,,2,2,4,11.3,1,4,2,5,6,7,5,,,,,,
SPI,slypark,spi8,2019,prefire,,270,,2,2,4,11.3,0,3,4,4,5,1,2,,,,,,
SPI,slypark,spi8,2019,prefire,,0,,2,2,4,11.3,1,2,0,1,6,2,6,,,,,,
SPI,slypark,spi8,2019,prefire,,180,,2,2,4,11.3,5,2,0,3,7,2,3,,,,,,
SPI,slypark,spi8,2019,prefire,,90,,2,2,4,11.3,9,2,0,2,7,3,7,,,,,,
SPI,slypark,spi8,2019,prefire,,270,,2,2,4,11.3,0,0,0,2,5,2,6,,,,,,
SPI,slypark,spi8,2020,postfire,,0,,2,2,4,11.3,1,1,0,5,6,1,2,,,,,,
SPI,slypark,spi8,2020,postfire,,180,,2,2,4,11.3,5,2,0,7,11,3,3,,,,,,
SPI,slypark,spi8,2020,postfire,,90,,2,2,4,11.3,0,1,0,7,6,2,3,,,,,,
SPI,slypark,spi8,2020,postfire,,270,,2,2,4,11.3,1,3,0,5,4,2,1,,,,,,
SPI,slypark,spi9,2020,postfire,,0,,2,2,4,11.3,0,1,0,5,8,2,3,,,,,,
SPI,slypark,spi9,2020,postfire,,180,,2,2,4,11.3,0,2,0,2,5,1,3,,,,,,
SPI,slypark,spi9,2020,postfire,,90,,2,2,4,11.3,4,10,2,4,7,1,5,,,,,,
SPI,slypark,spi9,2020,postfire,,270,,2,2,4,11.3,2,0,1,4,1,0,0,,,,,,
InyoNF,springsfire,springs1,2019,prefire,,0,0,2,2,4,11.3,4,6,0,17,4,3,4,,,,,,
InyoNF,springsfire,springs1,2019,prefire,,180,0,2,2,4,11.3,0,7,0,0,0.05,2,1,,,,,,
InyoNF,springsfire,springs1,2019,prefire,,90,0,2,2,4,11.3,0,1,1,0,1,0.05,3,,,,,,
InyoNF,springsfire,springs1,2019,prefire,,270,0,2,2,4,11.3,0,3,3,5,15,0,3,,,,,,
InyoNF,springsfire,springs1,2019,postfire,,0,0,2,2,4,11.3,2,1,0,0,0,1,1,,,,,,
InyoNF,springsfire,springs1,2019,postfire,,180,0,2,2,4,11.3,0,3,0,0,0.05,1,2,,,,,,
InyoNF,springsfire,springs1,2019,postfire,,90,0,2,2,4,11.3,0,0,0,0,0.05,1,0.05,,,,,,
InyoNF,springsfire,springs1,2019,postfire,,270,0,2,2,4,11.3,0,0,0,1,0.05,0.05,0.05,,,,,,
InyoNF,springsfire,springs1,2020,postfire,,0,0,2,2,4,11.3,2,0,0,0,0,0.2,0.3,0.3,0.4,,,,
InyoNF,springsfire,springs1,2020,postfire,,180,0,2,2,4,11.3,1,1,0,0.1,0.5,0,0,0.3,0.5,,,,
InyoNF,springsfire,springs1,2020,postfire,,90,0,2,2,4,11.3,0,1,0,0,0,0.2,0.3,0.5,0.3,,,,
InyoNF,springsfire,springs1,2020,postfire,,270,0,2,2,4,11.3,0,0,0,0.1,0,0,0,0.1,0.2,,,,
InyoNF,springsfire,springs10,2019,prefire,,0,0,2,2,4,11.3,12,2,1,0,2,0,4,,,,,,
InyoNF,springsfire,springs10,2019,prefire,,180,0,2,2,4,11.3,0,0,0,0,1,0,1,,,,,,
InyoNF,springsfire,springs10,2019,prefire,,90,0,2,2,4,11.3,5,2,1,0.05,1,0.05,3,,,,,,
InyoNF,springsfire,springs10,2019,prefire,,270,0,2,2,4,11.3,3,0,0,0.05,2,0.05,2,,,,,,
InyoNF,springsfire,springs10,2020,postfire,,0,0,2,2,4,11.3,3,0,0,0,3.5,0,2,5.3,3.7,,,,
InyoNF,springsfire,springs10,2020,postfire,,180,0,2,2,4,11.3,0,0,1,0,0,0,0.5,0.8,1,,,,
InyoNF,springsfire,springs10,2020,postfire,,90,0,2,2,4,11.3,3,0,0,0,3.5,0,3.5,13.5,5,,,,
InyoNF,springsfire,springs10,2020,postfire,,270,0,2,2,4,11.3,5,0,0,0,2.5,0,0.5,4.5,1.7,,,,
InyoNF,springsfire,springs11,2019,prefire,,0,0,2,2,4,11.3,1,2,2,2,3,2,4,,,,,,
InyoNF,springsfire,springs11,2019,prefire,,180,0,2,2,4,11.3,3,0,1,0.05,3,2,3,,,,,,
InyoNF,springsfire,springs11,2019,prefire,,90,0,2,2,4,11.3,1,9,4,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs11,2019,prefire,,270,0,2,2,4,11.3,0,5,3,0,1,3,2,,,,,,
InyoNF,springsfire,springs11,2019,postfire,,0,0,2,2,4,11.3,0,1,1,0.05,0.05,1,1,,,,,,
InyoNF,springsfire,springs11,2019,postfire,,180,0,2,2,4,11.3,0,0,0,0,2,0,1,,,,,,
InyoNF,springsfire,springs11,2019,postfire,,90,0,2,2,4,11.3,0,6,1,0,0.05,0,2,,,,,,
InyoNF,springsfire,springs11,2019,postfire,,270,0,2,2,4,11.3,0,3,2,0,1,0,1,,,,,,
InyoNF,springsfire,springs11,2020,postfire,,0,0,2,2,4,11.3,0,5,0,0,1,0,1,2.3,21.8,,,,
InyoNF,springsfire,springs11,2020,postfire,,180,0,2,2,4,11.3,4,3,0,0.5,4.5,0,2,8.2,3.3,,,,
InyoNF,springsfire,springs11,2020,postfire,,90,0,2,2,4,11.3,1,2,0,0,1.5,0,0.5,8.2,7.3,,,,
InyoNF,springsfire,springs11,2020,postfire,,270,0,2,2,4,11.3,0,6,1,0,1.5,0,4.5,6.5,38.7,,,,
InyoNF,springsfire,springs12,2019,prefire,,0,20,2,2,4,11.3,5,0,0,3,0.05,0.05,0.05,,,,,,
InyoNF,springsfire,springs12,2019,prefire,,180,0,2,2,4,11.3,0,5,1,0.05,4,1,2,,,,,,
InyoNF,springsfire,springs12,2019,prefire,,90,0,2,2,4,11.3,5,2,0,2,2.5,0,1.5,,,,,,
InyoNF,springsfire,springs12,2019,prefire,,270,0,2,2,4,11.3,3,6,3,0,0,2,1,,,,,,
InyoNF,springsfire,springs12,2019,postfire,,0,20,2,2,4,11.3,1,1,0,0,0,0,0.05,,,,,,
InyoNF,springsfire,springs12,2019,postfire,,180,0,2,2,4,11.3,0,3,1,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs12,2019,postfire,,90,0,2,2,4,11.3,0,3,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs12,2019,postfire,,270,0,2,2,4,11.3,1,1,3,0,0.05,0,2,,,,,,
InyoNF,springsfire,springs12,2020,postfire,,0,0,2,2,4,11.3,2,1,0,0,0,0,0.5,4.7,7.7,,,,
InyoNF,springsfire,springs12,2020,postfire,,180,0,2,2,4,11.3,2,3,1,0,3,0,1.5,7.2,5.7,,,,
InyoNF,springsfire,springs12,2020,postfire,,90,0,2,2,4,11.3,6,1,0,0,1,0,0.5,5.7,2.8,,,,
InyoNF,springsfire,springs12,2020,postfire,,270,0,2,2,4,11.3,1,2,1,0,0,0,2,5.8,12.5,,,,
InyoNF,springsfire,springs13,2019,prefire,,0,0,2,2,4,11.3,4,4,8,0,0,1,2,,,,,,
InyoNF,springsfire,springs13,2019,prefire,,180,0,2,2,4,11.3,4,5,8,3,0.05,2,0.05,,,,,,
InyoNF,springsfire,springs13,2019,prefire,,90,0,2,2,4,11.3,0,2,3,0,1,0,2,,,,,,
InyoNF,springsfire,springs13,2019,prefire,,270,0,2,2,4,11.3,6,2,1,0,1,0,1,,,,,,
InyoNF,springsfire,springs13,2019,postfire,,0,0,2,2,4,11.3,0,4,2,0,1,1,2,,,,,,
InyoNF,springsfire,springs13,2019,postfire,,180,0,2,2,4,11.3,2,3,0,0,1,1,2,,,,,,
InyoNF,springsfire,springs13,2019,postfire,,90,0,2,2,4,11.3,0,0,1,0,0,0.05,4,,,,,,
InyoNF,springsfire,springs13,2019,postfire,,270,0,2,2,4,11.3,0,0,1,0,0,0.05,1.5,,,,,,
InyoNF,springsfire,springs13,2020,postfire,,0,0,2,2,4,11.3,0,0,4,0,1.6,0,2.5,3.3,3.4,,,,
InyoNF,springsfire,springs13,2020,postfire,,180,0,2,2,4,11.3,3,0,0,0,1.5,0,0.5,2.6,1.7,,,,
InyoNF,springsfire,springs13,2020,postfire,,90,0,2,2,4,11.3,0,0,0,0,2,0,1.5,2.3,5.5,,,,
InyoNF,springsfire,springs13,2020,postfire,,270,0,2,2,4,11.3,0,0,2,0,2,0,1.2,2.7,1.9,,,,
InyoNF,springsfire,springs14,2019,prefire,,0,0,2,2,4,11.3,1,5,0,1,0.05,0.05,0.05,,,,,,
InyoNF,springsfire,springs14,2019,prefire,,180,0,2,2,4,11.3,4,2,0,0,0,0,0,,,,,,
InyoNF,springsfire,springs14,2019,prefire,,90,0,2,2,4,11.3,4,5,1,0,1,0,1,,,,,,
InyoNF,springsfire,springs14,2019,prefire,,270,0,2,2,4,11.3,3,2,3,0,1,2,0,,,,,,
InyoNF,springsfire,springs14,2019,postfire,,0,0,2,2,4,11.3,0,1,0,0,2,0.05,1,,,,,,
InyoNF,springsfire,springs14,2019,postfire,,180,0,2,2,4,11.3,0,1,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs14,2019,postfire,,90,0,2,2,4,11.3,0,3,4,0,5,0,0.05,,,,,,
InyoNF,springsfire,springs14,2019,postfire,,270,0,2,2,4,11.3,0,2,1,0,1,0,1.5,,,,,,
InyoNF,springsfire,springs14,2020,postfire,,0,0,2,2,4,11.3,4,1,0,0,1,0,4.5,3.8,6,,,,
InyoNF,springsfire,springs14,2020,postfire,,180,0,2,2,4,11.3,3,0,0,0,2,0,0.5,5.2,1.5,,,,
InyoNF,springsfire,springs14,2020,postfire,,90,0,2,2,4,11.3,3,1,2,0,1,0,2,23.5,2.7,,,,
InyoNF,springsfire,springs14,2020,postfire,,270,0,2,2,4,11.3,0,0,0,0,3.5,0,0.5,9.8,2.3,,,,
InyoNF,springsfire,springs15,2019,prefire,,0,0,2,2,4,11.3,2,6,6,0.05,4,0.05,3,,,,,,
InyoNF,springsfire,springs15,2019,prefire,,180,0,2,2,4,11.3,5,1,2,0,0.05,0.05,1,,,,,,
InyoNF,springsfire,springs15,2019,prefire,,90,0,2,2,4,11.3,1,0,0,0.05,1,1,1,,,,,,
InyoNF,springsfire,springs15,2019,prefire,,270,0,2,2,4,11.3,8,6,10,1,2,0.05,1.5,,,,,,
InyoNF,springsfire,springs15,2019,postfire,,0,0,2,2,4,11.3,4,3,2,0,2,0,1,,,,,,
InyoNF,springsfire,springs15,2019,postfire,,180,0,2,2,4,11.3,0,2,2,0,1,0,1,,,,,,
InyoNF,springsfire,springs15,2019,postfire,,90,0,2,2,4,11.3,,,,,,,,,,,,,
InyoNF,springsfire,springs15,2019,postfire,,270,0,2,2,4,11.3,15,3,1,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs15,2020,postfire,,0,0,2,2,4,11.3,7,0,1,0,0,0,1,5.2,4.5,,,,
InyoNF,springsfire,springs15,2020,postfire,,180,0,2,2,4,11.3,0,0,2,0,0,0,1.5,9.8,2,,,,
InyoNF,springsfire,springs15,2020,postfire,,90,0,2,2,4,11.3,4,1,0,0,0.5,0,1.5,1.5,4.7,,,,
InyoNF,springsfire,springs15,2020,postfire,,270,0,2,2,4,11.3,0,0,6,0,1.5,0,0,12.7,17.3,,,,
InyoNF,springsfire,springs16,2019,prefire,,0,0,2,2,4,11.3,3,6,3,1,3,2,3,,,,,,
InyoNF,springsfire,springs16,2019,prefire,,180,0,2,2,4,11.3,4,5,2,0,2,0,0.05,,,,,,
InyoNF,springsfire,springs16,2019,prefire,,90,0,2,2,4,11.3,0,0,0,0,1,0,1,,,,,,
InyoNF,springsfire,springs16,2019,prefire,,270,0,2,2,4,11.3,0,0,0,0,1,0,0,,,,,,
InyoNF,springsfire,springs16,2019,postfire,,0,0,2,2,4,11.3,3,7,1,0,6,0,3,,,,,,
InyoNF,springsfire,springs16,2019,postfire,,180,0,2,2,4,11.3,2,5,2,0,1,0,1,,,,,,
InyoNF,springsfire,springs16,2019,postfire,,90,0,2,2,4,11.3,0,0,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs16,2019,postfire,,270,0,2,2,4,11.3,1,0,0,0,0.05,0,1,,,,,,
InyoNF,springsfire,springs16,2020,postfire,,0,0,2,2,4,11.3,3,5,1,0,2.5,0.25,1.5,10.7,3.7,,,,
InyoNF,springsfire,springs16,2020,postfire,,180,0,2,2,4,11.3,1,4,1,0,0.5,0,0,2,0.8,,,,
InyoNF,springsfire,springs16,2020,postfire,,90,0,2,2,4,11.3,0,0,0,0,0.5,0,2,2.3,3,,,,
InyoNF,springsfire,springs16,2020,postfire,,270,0,2,2,4,11.3,0,0,0,0,0,0,1.5,6.5,21.5,,,,
InyoNF,springsfire,springs17,2019,prefire,,0,0,2,2,4,11.3,0,0,2,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs17,2019,prefire,,180,0,2,2,4,11.3,0,1,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs17,2019,prefire,,90,0,2,2,4,11.3,1,2,0,0.05,0.05,1,2,,,,,,
InyoNF,springsfire,springs17,2019,prefire,,270,0,2,2,4,11.3,0,2,2,0.05,2,1,1,,,,,,
InyoNF,springsfire,springs17,2019,postfire,,0,0,2,2,4,11.3,0,10,6,0,1,0,4,,,,,,
InyoNF,springsfire,springs17,2019,postfire,,180,0,2,2,4,11.3,0,1,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs17,2019,postfire,,90,0,2,2,4,11.3,0,1,1,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs17,2019,postfire,,270,0,2,2,4,11.3,2,0,0,0,0.05,0,1,,,,,,
InyoNF,springsfire,springs17,2020,postfire,,0,0,2,2,4,11.3,0,6,1,0,0,0,1,1.5,2.7,,,,
InyoNF,springsfire,springs17,2020,postfire,,180,0,2,2,4,11.3,0,1,0,0,6,0,0.5,7.2,1.8,,,,
InyoNF,springsfire,springs17,2020,postfire,,90,0,2,2,4,11.3,0,0,0,0,3,0,0.5,4.3,1.5,,,,
InyoNF,springsfire,springs17,2020,postfire,,270,0,2,2,4,11.3,0,0,0,0,0,0,0.5,2.5,2.7,,,,
InyoNF,springsfire,springs18,2019,prefire,,0,0,2,2,4,11.3,0,2,1,1,6,0.5,4,,,,,,
InyoNF,springsfire,springs18,2019,prefire,,180,0,2,2,4,11.3,8,9,3,0,0.05,0,1,,,,,,
InyoNF,springsfire,springs18,2019,prefire,,90,0,2,2,4,11.3,0,0,0,0,0.05,1,1,,,,,,
InyoNF,springsfire,springs18,2019,prefire,,270,0,2,2,4,11.3,5,3,3,2,1,4,2,,,,,,
InyoNF,springsfire,springs18,2019,postfire,,0,0,2,2,4,11.3,0,0,0,0,0,0,0.05,,,,,,
InyoNF,springsfire,springs18,2019,postfire,,180,0,2,2,4,11.3,4,1,0,0,0.05,0,0,,,,,,
InyoNF,springsfire,springs18,2019,postfire,,90,0,2,2,4,11.3,3,0,0,0,3.25,0,1,,,,,,
InyoNF,springsfire,springs18,2019,postfire,,270,0,2,2,4,11.3,1,1,1,0,0.5,0.05,3,,,,,,
InyoNF,springsfire,springs18,2020,postfire,,0,0,2,2,4,11.3,0,0,0,0,0,0,1,0.8,2.2,,,,
InyoNF,springsfire,springs18,2020,postfire,,180,0,2,2,4,11.3,0,2,0,0,0,0,1,12.3,9.3,,,,
InyoNF,springsfire,springs18,2020,postfire,,90,0,2,2,4,11.3,0,0,0,0,0,0,0,1.3,1.2,,,,
InyoNF,springsfire,springs18,2020,postfire,,270,0,2,2,4,11.3,0,3,0,0,1,0,1,3,4.7,,,,
InyoNF,springsfire,springs19,2019,prefire,,0,0,2,2,4,11.3,1,0,1,3,2,2,2,,,,,,
InyoNF,springsfire,springs19,2019,prefire,,180,0,2,2,4,11.3,0,0,2,1,2,3,1,,,,,,
InyoNF,springsfire,springs19,2019,prefire,,90,0,2,2,4,11.3,0,4,4,6,5,0,0.05,,,,,,
InyoNF,springsfire,springs19,2019,prefire,,270,0,2,2,4,11.3,2,0,0,0,0.5,0,3,,,,,,
InyoNF,springsfire,springs19,2019,postfire,,0,0,2,2,4,11.3,1,0,0,0,2,0,2,,,,,,
InyoNF,springsfire,springs19,2019,postfire,,180,0,2,2,4,11.3,1,1,0,0,2,1,2,,,,,,
InyoNF,springsfire,springs19,2019,postfire,,90,0,2,2,4,11.3,6,0,4,0.5,0.5,0,0,,,,,,
InyoNF,springsfire,springs19,2019,postfire,,270,0,2,2,4,11.3,1,4,0,0,0.05,0,0,,,,,,
InyoNF,springsfire,springs19,2020,postfire,,0,0,2,2,4,11.3,0,0,0,0.5,2.2,0.3,1.5,2,1.2,,,,
InyoNF,springsfire,springs19,2020,postfire,,180,0,2,2,4,11.3,0,0,0,0.3,1.8,0.2,0.8,1,0.8,,,,
InyoNF,springsfire,springs19,2020,postfire,,90,0,2,2,4,11.3,2,0,0,0,0,0,0,0,0,,,,
InyoNF,springsfire,springs19,2020,postfire,,270,0,2,2,4,11.3,3,0,0,0,0,0,0.1,0.3,0.1,,,,
InyoNF,springsfire,springs2,2019,prefire,,0,0,2,2,4,11.3,2,3,3,0.05,0.05,3,2,,,,,,
InyoNF,springsfire,springs2,2019,prefire,,180,0,2,2,4,11.3,28,1,1,3,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs2,2019,prefire,,90,0,2,2,4,11.3,5,0,0,2,1,0,0.05,,,,,,
InyoNF,springsfire,springs2,2019,prefire,,270,0,2,2,4,11.3,4,6,3,0.05,3,4,3,,,,,,
InyoNF,springsfire,springs2,2019,postfire,,0,0,2,2,4,11.3,2,3,5,1,3,1,2,,,,,,
InyoNF,springsfire,springs2,2019,postfire,,180,0,2,2,4,11.3,2,0,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs2,2019,postfire,,90,0,2,2,4,11.3,13,2,0,0,0,0,1,,,,,,
InyoNF,springsfire,springs2,2019,postfire,,270,0,2,2,4,11.3,1,1,0,0.05,2,0.05,2,,,,,,
InyoNF,springsfire,springs2,2020,postfire,,0,0,2,2,4,11.3,2,2,2,0.2,1.5,0.1,0.8,1,0.5,,,,
InyoNF,springsfire,springs2,2020,postfire,,180,0,2,2,4,11.3,3,0,0,0.1,2,0,0,2,0.7,,,,
InyoNF,springsfire,springs2,2020,postfire,,90,0,2,2,4,11.3,0,1,0,0,1.1,0,0,1.2,0,,,,
InyoNF,springsfire,springs2,2020,postfire,,270,0,2,2,4,11.3,1,0,0,0.1,1.8,0,0.3,1.5,0.2,,,,
InyoNF,springsfire,springs20,2019,prefire,,0,0,2,2,4,11.3,1,2,3,0.05,3,1,2,,,,,,
InyoNF,springsfire,springs20,2019,prefire,,180,0,2,2,4,11.3,1,3,0,1,1,1,1.5,,,,,,
InyoNF,springsfire,springs20,2019,prefire,,90,0,2,2,4,11.3,5,7,2,2,1,1,1,,,,,,
InyoNF,springsfire,springs20,2019,prefire,,270,0,2,2,4,11.3,0,1,1,1,1,3,1,,,,,,
InyoNF,springsfire,springs20,2019,postfire,,0,0,2,2,4,11.3,0,1,1,0,1,0,1,,,,,,
InyoNF,springsfire,springs20,2019,postfire,,180,0,2,2,4,11.3,0,0,1,0,2,0,1,,,,,,
InyoNF,springsfire,springs20,2019,postfire,,90,0,2,2,4,11.3,0,0,0,0,0,0,0.05,,,,,,
InyoNF,springsfire,springs20,2019,postfire,,270,0,2,2,4,11.3,2,0,0,0,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs20,2020,postfire,,0,0,2,2,4,11.3,3,1,0,0,0,0,0.1,0.5,0.1,,,,
InyoNF,springsfire,springs20,2020,postfire,,180,0,2,2,4,11.3,1,1,0,0,0.8,0,2.2,0.9,0.5,,,,
InyoNF,springsfire,springs20,2020,postfire,,90,0,2,2,4,11.3,1,1,0,0,1.8,0,0,1.8,0.5,,,,
InyoNF,springsfire,springs20,2020,postfire,,270,0,2,2,4,11.3,0,0,0,0.8,1.1,0,1.2,0.8,0.6,,,,
InyoNF,springsfire,springs21,2019,prefire,,0,0,2,2,4,11.3,1,0,1,0,5,0,10,,,,,,
InyoNF,springsfire,springs21,2019,prefire,,180,0,2,2,4,11.3,1,5,2,0,1,0,2,,,,,,
InyoNF,springsfire,springs21,2019,prefire,,90,0,2,2,4,11.3,6,2,0,1,2,6,3,,,,,,
InyoNF,springsfire,springs21,2019,prefire,,270,0,2,2,4,11.3,2,1,1,1,1,1,3,,,,,,
InyoNF,springsfire,springs21,2019,postfire,,0,0,2,2,4,11.3,0,0,0,1,2,1,1,,,,,,
InyoNF,springsfire,springs21,2019,postfire,,180,0,2,2,4,11.3,0,0,0,1,1,0.05,0.05,,,,,,
InyoNF,springsfire,springs21,2019,postfire,,90,0,2,2,4,11.3,0,0,0,0,1,0,1,,,,,,
InyoNF,springsfire,springs21,2019,postfire,,270,0,2,2,4,11.3,3,0,0,0,0,0,1,,,,,,
InyoNF,springsfire,springs21,2020,postfire,,0,0,2,2,4,11.3,0,0,0,0,2,0,0.5,9,1.5,,,,
InyoNF,springsfire,springs21,2020,postfire,,180,0,2,2,4,11.3,0,0,0,0,4.5,0,2,6.8,3,,,,
InyoNF,springsfire,springs21,2020,postfire,,90,0,2,2,4,11.3,2,0,0,0,2.5,0,4,4.2,5.7,,,,
InyoNF,springsfire,springs21,2020,postfire,,270,0,2,2,4,11.3,0,0,0,0,1.5,0,2.5,11.3,5,,,,
InyoNF,springsfire,springs22,2019,prefire,,0,0,2,2,4,11.3,5,6,5,1,0.05,3,0.05,,,,,,
InyoNF,springsfire,springs22,2019,prefire,,180,0,2,2,4,11.3,0,0,0,4,0.05,1,0.05,,,,,,
InyoNF,springsfire,springs22,2019,prefire,,90,0,2,2,4,11.3,8,3,0,1,0.05,4,1,,,,,,
InyoNF,springsfire,springs22,2019,prefire,,270,0,2,2,4,11.3,5,7,1,3,1,2,1,,,,,,
InyoNF,springsfire,springs22,2019,postfire,,0,0,2,2,4,11.3,0,1,1,0.05,1,0,2,,,,,,
InyoNF,springsfire,springs22,2019,postfire,,180,0,2,2,4,11.3,0,1,1,0.05,0.05,0,0.05,,,,,,
InyoNF,springsfire,springs22,2019,postfire,,90,0,2,2,4,11.3,0,3,0,0,1.75,0,2.5,,,,,,
InyoNF,springsfire,springs22,2019,postfire,,270,0,2,2,4,11.3,0,7,1,0.05,3.1,0.05,0.5,,,,,,
InyoNF,springsfire,springs22,2020,postfire,,0,0,2,2,4,11.3,23,2,3,0,2.5,0,6.5,7,8.7,,,,
InyoNF,springsfire,springs22,2020,postfire,,180,0,2,2,4,11.3,8,3,0,0,4.5,0,0.5,35.8,2,,,,
InyoNF,springsfire,springs22,2020,postfire,,90,0,2,2,4,11.3,4,5,0,0,5.5,0,3.5,9,6.3,,,,
InyoNF,springsfire,springs22,2020,postfire,,270,0,2,2,4,11.3,3,1,0,0,0.5,0,3,2.3,4.2,,,,
