project,site,plotid,observer,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,offset_dist_direction,notes,burnpile_ht_m
CPFMP,odell,Odell003,bk,2022,postfire,.25yr,E,na,2,2,3,11.3,10,6,1,0,2.1,1,0,1.5,2,,,,
CPFMP,odell,Odell003,bk,2022,postfire,.25yr,W,na,2,2,3,11.3,4,2,0,7,1,1,3,0.2,0.1,,,,
CPFMP,odell,Odell005,bk,2022,postfire,.25yr,N,na,2,2,3,11.3,9,3,0,0,1,1,1,3.5,2.75,,,"yellow highlight: where fuel is less than litter, very consistent here and was first hitch so maybe add them for this site?",
CPFMP,odell,Odell005,bk,2022,postfire,.25yr,S,na,2,2,3,11.3,10,5,0,0,1.5,1.5,0,2.5,2.4,,,,
CPFMP,odell,Odell005,bk,2022,postfire,.25yr,E,na,2,2,3,11.3,11,1,0,0,0.2,0.1,1.5,2,1,,,,
CPFMP,odell,Odell005,bk,2022,postfire,.25yr,W,na,2,2,3,11.3,13,0,0,1.5,1.5,2.5,2.5,2,1.6,,,,
CPFMP,riolindo,RIO001,ZMZ,2022,postfire,immediate,N,na,2,2,4,11.3,3,6,0,0,0.5,0.5,0,0.25,0.25,,,,
CPFMP,riolindo,RIO001,ZMZ,2022,postfire,immediate,S,43,2,2,4,11.3,4,16,0,0,3,8.5,0,10,10,,,,
CPFMP,riolindo,RIO001,bk,2022,postfire,immediate,E,na,2,2,4,11.3,6,0,0,0,0.5,1.7,0,0.3,1,,,,
CPFMP,riolindo,RIO001,bk,2022,postfire,immediate,W,na,2,2,4,11.3,4,1,0,0,0.2,0.3,0,0.3,0.3,,,,
CPFMP,riolindo,RIO002,bk,2022,postfire,immediate,N,na,2,2,4,11.3,3,2,0,0,1.5,1.5,0,2,2,,,,
CPFMP,riolindo,RIO002,bk,2022,postfire,immediate,S,na,2,2,4,11.3,3,0,0,0.2,1,1,0.5,1.6,1.9,,,,
CPFMP,riolindo,RIO002,kw,2022,postfire,immediate,E,na,2,2,4,11.3,3,2,1,9.5,2.4,2.8,0,0,0.5,,,,
CPFMP,riolindo,RIO002,kw,2022,postfire,immediate,W,28,2,2,4,11.3,0,0,0,0,0,0,0,1.2,2,,,,
CPFMP,riolindo,RIO003,mm,2022,postfire,immediate,N,37,2,2,4,11.3,8,2,0,0,1.2,1.2,0,0.5,0.5,,,,
CPFMP,riolindo,RIO003,mm,2022,postfire,immediate,S,36,2,2,4,11.3,0,0,1,0,0,0,0,0,0,,,,
CPFMP,riolindo,RIO003,mm,2022,postfire,immediate,E,na,2,2,4,11.3,2,0,0,0,1.8,2.3,0,0.1,0.1,,,,
CPFMP,riolindo,RIO003,mm,2022,postfire,immediate,W,na,2,2,4,11.3,11,1,0,0,0,0,0,0,0,,,,
CPFMP,riolindo,RIO004,kw,2022,postfire,immediate,N,na,2,2,4,11.3,0,1,0,0,0,0,0,0.2,0.2,,,,
CPFMP,riolindo,RIO004,kw,2022,postfire,immediate,S,na,2,2,4,11.3,0,0,0,0,0,0,0,0,1.5,,,,
CPFMP,riolindo,RIO004,kw,2022,postfire,immediate,E,na,2,2,4,11.3,0,0,1,0,0,0.2,0,0,0.5,,,,
CPFMP,riolindo,RIO004,kw,2022,postfire,immediate,W,na,2,2,4,11.3,0,2,1,0.3,0.3,0.7,2,1.4,2.3,,,,
CPFMP,riolindo,RIO005,kw,2022,postfire,immediate,N,60,2,2,4,11.3,6,6,0,0.2,0.2,0.6,1.2,0.8,1.3,,,,
CPFMP,riolindo,RIO005,kw,2022,postfire,immediate,S,63,2,2,4,11.3,2,0,0,0,0.2,1,0,0,1.3,,,,
CPFMP,riolindo,RIO005,kw,2022,postfire,immediate,E,na,2,2,4,11.3,0,0,1,0,0,0,0,0,0.8,,,,
CPFMP,riolindo,RIO005,kw,2022,postfire,immediate,W,na,2,2,4,11.3,11,3,2,0.2,0.4,0.9,0.2,0.1,0.4,,,,
CPFMP,riolindo,RIO006,bk,2022,postfire,immediate,N,na,2,2,4,11.3,3,0,1,0,0.5,1,0.5,1,1.2,,,,
CPFMP,riolindo,RIO006,bk,2022,postfire,immediate,S,na,2,2,4,11.3,0,1,0,0,0.3,1,0,0.1,0.1,,,,
CPFMP,riolindo,RIO006,bk,2022,postfire,immediate,E,na,2,2,4,11.3,3,0,2,0,0.5,0.5,0,1,2,,,,
CPFMP,riolindo,RIO006,bk,2022,postfire,immediate,W,na,2,2,4,11.3,0,0,0,0,0.2,0.5,0,0.1,1,,,,
CPFMP,riolindo,RIO007,mm,2022,postfire,immediate,N,35,2,2,4,11.3,5,1,1,0,0.8,0.8,0,0,0.5,,,,
CPFMP,riolindo,RIO007,mm,2022,postfire,immediate,S,36,2,2,4,11.3,2,0,0,0,0,0,0,1.2,2,,,,
CPFMP,riolindo,RIO007,mm,2022,postfire,immediate,E,na,2,2,4,11.3,15,5,1,0,0.8,2,0,1,1,,,,
CPFMP,riolindo,RIO007,mm,2022,postfire,immediate,W,na,2,2,4,11.3,11,5,0,2.4,1.2,1.2,0,0.8,0.8,,,,
CPFMP,riolindo,RIO008,mm,2022,postfire,immediate,N,56,2,2,4,11.3,3,0,0,0,1.8,1.8,0,1,1,,,,
CPFMP,riolindo,RIO008,mm,2022,postfire,immediate,S,42,2,2,4,11.3,0,2,2,1,1.5,1.5,0,0,0,,,,
CPFMP,riolindo,RIO008,mm,2022,postfire,immediate,E,na,2,2,4,11.3,3,1,2,0,2.2,2.2,0,1.8,2,,,,
CPFMP,riolindo,RIO008,mm,2022,postfire,immediate,W,na,2,2,4,11.3,1,3,0,0,0.7,0.7,0,0,0,,,,
CPFMP,riolindo,RIO009,bk,2022,postfire,immediate,N,25,2,2,4,11.3,4,0,1,0,0.5,2,0.5,2,4,,,,
CPFMP,riolindo,RIO009,bk,2022,postfire,immediate,S,25,2,2,4,11.3,3,1,0,0,0.4,3.8,0,0.1,0.1,,,,
CPFMP,riolindo,RIO009,bk,2022,postfire,immediate,E,na,2,2,4,11.3,2,0,1,0,0.2,0.5,0,0.8,1.3,,,,
CPFMP,riolindo,RIO009,bk,2022,postfire,immediate,W,na,2,2,4,11.3,3,1,0,0.7,1.2,3,0,0.3,0.7,,,,
CPFMP,shaverlake,SHL011,,2022,postfire,immediate,N,,2,2,4,11.3,13,9,4,3,3,2,0,1,1,,,,
CPFMP,shaverlake,SHL011,,2022,postfire,immediate,S,,2,2,4,11.3,6,2,2,7,1,3,2,4,3,,,,
CPFMP,shaverlake,SHL011,,2022,postfire,immediate,E,23,2,2,4,11.3,14,8,1,0,1,7,0,2,6.2,,,,
CPFMP,shaverlake,SHL011,,2022,postfire,immediate,W,27,2,2,4,11.3,8,8,1,0,4,3.2,0,0,0,,,,
CPFMP,shaverlake,SHL014,,2022,postfire,immediate,N,,2,2,4,11.3,9,0,1,4,3,3.9,0,0,3,,,,
CPFMP,shaverlake,SHL014,,2022,postfire,immediate,S,,2,2,4,11.3,7,3,1,2.1,2.6,3,2.5,6,35,,,,
CPFMP,shaverlake,SHL014,,2022,postfire,immediate,E,,2,2,4,11.3,4,2,2,4.5,3,4,0,3,1.7,,,,
CPFMP,shaverlake,SHL014,,2022,postfire,immediate,W,,2,2,4,11.3,7,0,1,0,0.5,0.3,4,4.3,5,,,,
CPFMP,shaverlake,SHL015,mm,2022,postfire,immediate,N,,2,2,4,11.3,10,3,2,0,0,0.3,1.8,1.2,1,,,Highlighted where fuel less than litter,
CPFMP,shaverlake,SHL015,mm,2022,postfire,immediate,S,,2,2,4,11.3,29,18,0,1.2,1,30,2.4,1,1,,,,
CPFMP,shaverlake,SHL015,mm,2022,postfire,immediate,E,,2,2,4,11.3,11,12,1,1,0.3,0.4,3.4,0.2,0.2,,,,
CPFMP,shaverlake,SHL015,mm,2022,postfire,immediate,W,25,2,2,4,11.3,11,2,0,0,0,0.6,1.2,0.3,0.5,,,,
CPFMP,shaverlake,SHL016,,2022,postfire,immediate,N,,2,2,4,11.3,15,1,0,6,2,3.1,5.7,1,4,,,,
CPFMP,shaverlake,SHL016,,2022,postfire,immediate,S,,2,2,4,11.3,58,7,7,1.1,2.2,2.9,2.1,2.5,3.1,,,,
CPFMP,shaverlake,SHL016,,2022,postfire,immediate,E,,2,2,4,11.3,7,4,0,0.3,0.5,0.5,4,3,4.2,,,,
CPFMP,shaverlake,SHL016,,2022,postfire,immediate,W,,2,2,4,11.3,43,8,2,6,3,6,7,8,8,,,,
CPFMP,shaverlake,SHL018,,2022,postfire,immediate,N,,2,2,4,11.3,2,1,1,2,5,5,7,5,9,,,,
CPFMP,shaverlake,SHL018,,2022,postfire,immediate,S,,2,2,4,11.3,41,2,1,6.6,3.3,4.3,5.9,5.2,5.3,,,,
CPFMP,shaverlake,SHL018,,2022,postfire,immediate,E,,2,2,4,11.3,12,0,3,0,0.7,0.6,0,1.2,0.8,,,,
CPFMP,shaverlake,SHL018,,2022,postfire,immediate,W,,2,2,4,11.3,16,0,0,5,9,8,0,6,5.5,,,,
CPFMP,slypark,spi1,JR,2020,postfire,immediate,0,,2,2,4,11.3,3,5,0,3,2,,5,3.5,,,,,
CPFMP,slypark,spi1,JR,2020,postfire,immediate,180,,2,2,4,11.3,1,4,0,2,2,,0.5,0.5,,,,,
CPFMP,slypark,spi1,JR,2020,postfire,immediate,90,,2,2,4,11.3,21,5,0,1,2,,7,2,,,,,
CPFMP,slypark,spi1,JR,2020,postfire,immediate,270,,2,2,4,11.3,3,1,0,3,0.5,,0.5,5,,,,,
CPFMP,slypark,spi1,mm,2021,postfire,1yr,N,0,2,2,3,11.3,1,6,0,0.2,2.4,2.2,0.3,2.2,2,,,,
CPFMP,slypark,spi1,mm,2021,postfire,1yr,S,0,2,2,3,11.3,1,5,0,0.8,1.5,2.5,3,4.2,4,,,,
CPFMP,slypark,spi1,mm,2021,postfire,1yr,E,0,2,2,3,11.3,23,8,1,6,2.5,3.1,2,4,3.3,,,,
CPFMP,slypark,spi1,mm,2021,postfire,1yr,W,0,2,2,3,11.3,1,3,3,0.5,3,3.3,0.5,3.4,1.8,,,2measuredatregenflagduetohivealongthetransect,
CPFMP,slypark,spi10,JR,2020,postfire,immediate,0,,2,2,4,11.3,0,2,0,4,5,,2,1,,,,,
CPFMP,slypark,spi10,JR,2020,postfire,immediate,180,,2,2,4,11.3,1,2,3,4,5,,3,2,,,,,
CPFMP,slypark,spi10,JR,2020,postfire,immediate,90,,2,2,4,11.3,4,1,0,6,3,,0.5,1,,,,,
CPFMP,slypark,spi10,JR,2020,postfire,immediate,270,,2,2,4,11.3,4,0,0,4,3,,0,0.5,,,,,
CPFMP,slypark,spi10,mm,2021,postfire,1yr,N,0,2,2,3,11.3,2,4,2,0.2,10.1,11.2,3.9,2.1,5.4,,,,
CPFMP,slypark,spi10,mm,2021,postfire,1yr,S,0,2,2,3,11.3,0,1,2,1.5,5.4,5.6,2,4.8,6.3,,,,
CPFMP,slypark,spi10,mm,2021,postfire,1yr,E,0,2,2,3,11.3,0,0,1,0,0,0.5,0.2,7.3,7.5,,,,
CPFMP,slypark,spi10,mm,2021,postfire,1yr,W,0,2,2,3,11.3,1,12,2,0.2,4.8,5.4,2.7,6.4,7,,,,
CPFMP,slypark,spi11,JR,2020,postfire,immediate,0,,2,2,4,11.3,0,6,2,4,2,,1,0.5,,,,,
CPFMP,slypark,spi11,JR,2020,postfire,immediate,180,,2,2,4,11.3,0,5,0,2,4,,0.5,3,,,,,
CPFMP,slypark,spi11,JR,2020,postfire,immediate,90,,2,2,4,11.3,3,0,0,3,4,,0.5,0.5,,,,,
CPFMP,slypark,spi11,JR,2020,postfire,immediate,270,,2,2,4,11.3,16,1,0,3,3,,4,5,,,,,
CPFMP,slypark,spi11,mv,2021,postfire,1yr,N,0,2,2,3,11.3,0,2,1,3,4.7,5.5,4,5.5,5.9,,,,
CPFMP,slypark,spi11,mv,2021,postfire,1yr,S,0,2,2,3,11.3,0,2,0,2,5.5,6.3,2.9,7.7,10.3,,,,
CPFMP,slypark,spi11,mv,2021,postfire,1yr,E,0,2,2,3,11.3,2,3,0,7.1,4.7,3.9,0.5,3,3.5,,,,
CPFMP,slypark,spi11,mv,2021,postfire,1yr,W,0,2,2,3,11.3,6,1,0,4,3.2,3,3.9,3.1,5.2,,,,
CPFMP,slypark,spi2,JR,2020,postfire,immediate,0,,2,2,4,11.3,0,9,2,4,3,,4,7,,,,,
CPFMP,slypark,spi2,JR,2020,postfire,immediate,180,,2,2,4,11.3,2,5,0,1,0,,0.5,0,,,,,
CPFMP,slypark,spi2,JR,2020,postfire,immediate,90,,2,2,4,11.3,0,12,2,3,1,,3,0.5,,,,,
CPFMP,slypark,spi2,JR,2020,postfire,immediate,270,,2,2,4,11.3,2,5,1,6,2,,0.5,4,,,,,
CPFMP,slypark,spi2,mv,2021,postfire,1yr,N,0,2,2,3,11.3,0,11,2,8.4,0.5,3.1,0,7,6.5,,,,
CPFMP,slypark,spi2,mv,2021,postfire,1yr,S,0,2,2,3,11.3,3,2,0,0.5,3.9,5.6,0,5.1,4.3,,,,
CPFMP,slypark,spi2,mv,2021,postfire,1yr,E,0,2,2,3,11.3,1,3,1,1.4,5.9,5.1,2.2,7.3,6.4,,,,
CPFMP,slypark,spi2,mv,2021,postfire,1yr,W,0,2,2,3,11.3,0,6,4,5,4.5,5.8,0,5.1,6.3,,,,
CPFMP,slypark,spi3,JR,2020,postfire,immediate,0,,2,2,4,11.3,17,2,3,0.5,0.5,,0.5,0,,,,,
CPFMP,slypark,spi3,JR,2020,postfire,immediate,180,,2,2,4,11.3,26,6,3,1,1,,1,0.5,,,,,
CPFMP,slypark,spi3,JR,2020,postfire,immediate,90,,2,2,4,11.3,6,1,4,0.5,1,,2,1,,,,,
CPFMP,slypark,spi3,JR,2020,postfire,immediate,270,,2,2,4,11.3,2,5,4,0,0.5,,0.5,0.5,,,,,
CPFMP,slypark,spi3,mv,2021,postfire,1yr,N,0,2,2,3,11.3,13,5,2,0,0.9,0.9,0.5,0.8,1,,,,
CPFMP,slypark,spi3,mv,2021,postfire,1yr,S,0,2,2,3,11.3,18,8,3,0,1.8,1.5,3,3.7,3.3,,,,
CPFMP,slypark,spi3,mv,2021,postfire,1yr,E,0,2,2,3,11.3,0,1,4,0,0.3,0.2,0,1.2,1,,,,
CPFMP,slypark,spi3,mv,2021,postfire,1yr,W,0,2,2,3,11.3,5,2,4,0,2.8,2.5,0,1,0.8,,,,
CPFMP,slypark,spi4,JR,2020,postfire,immediate,0,,2,2,4,11.3,18,6,2,0,1,,0,0,,,,,
CPFMP,slypark,spi4,JR,2020,postfire,immediate,180,,2,2,4,11.3,0,2,0,1,0,,0,0,,,,,
CPFMP,slypark,spi4,JR,2020,postfire,immediate,90,,2,2,4,11.3,2,2,1,0.5,0,,0,0,,,,,
CPFMP,slypark,spi4,JR,2020,postfire,immediate,270,,2,2,4,11.3,15,6,3,0.5,0,,0,0,,,,,
CPFMP,slypark,spi4,"mv, mm",2021,postfire,1yr,N,0,2,2,3,11.3,8,6,0,0.3,2.4,1.5,0,0.2,0.8,,,,
CPFMP,slypark,spi4,"mv, mm",2021,postfire,1yr,S,0,2,2,3,11.3,2,0,0,0,0.5,0.6,1,0.5,0.6,,,,
CPFMP,slypark,spi4,"mv, mm",2021,postfire,1yr,E,0,2,2,3,11.3,8,3,4,2.9,2.7,3.7,1,3,1.5,,,,
CPFMP,slypark,spi4,"mv, mm",2021,postfire,1yr,W,0,2,2,3,11.3,10,3,2,0,1.8,2,0,0.5,1.2,,,,
CPFMP,slypark,spi5,JR,2020,postfire,immediate,0,,2,2,4,11.3,3,4,1,0.5,1,,2,4,,,,,
CPFMP,slypark,spi5,JR,2020,postfire,immediate,180,,2,2,4,11.3,14,6,0,0.5,1,,4,3,,,,,
CPFMP,slypark,spi5,JR,2020,postfire,immediate,90,,2,2,4,11.3,0,2,0,1,0,,5,0,,,,,
CPFMP,slypark,spi5,JR,2020,postfire,immediate,270,,2,2,4,11.3,0,1,0,0.5,1,,2,1,,,,,
CPFMP,slypark,spi5,mm,2021,postfire,1yr,N,0,2,2,3,11.3,5,5,2,0,0.8,1,0,0.5,0.5,,,,
CPFMP,slypark,spi5,mm,2021,postfire,1yr,W,0,2,2,3,11.3,1,8,0,0.5,1.5,1.2,0.3,0.7,1.1,,,,
CPFMP,slypark,spi5,mv,2021,postfire,1yr,S,0,2,2,3,11.3,3,5,0,3.2,8,4,2.5,1,3.6,,,,
CPFMP,slypark,spi5,mv,2021,postfire,1yr,E,0,2,2,3,11.3,3,1,0,0,0,0.5,6.1,2.8,1.4,,,,
CPFMP,slypark,spi6,JR,2020,postfire,immediate,0,20,2,2,4,11.3,0,0,3,0,0,,6,0,,,,,
CPFMP,slypark,spi6,JR,2020,postfire,immediate,180,,2,2,4,11.3,24,9,2,2,0.5,,5,0,,,,,
CPFMP,slypark,spi6,JR,2020,postfire,immediate,90,26,2,2,4,11.3,29,6,2,0.5,5,,0,7,,,,,
CPFMP,slypark,spi6,JR,2020,postfire,immediate,270,27,2,2,4,11.3,24,7,5,1,2,,1,0.5,,,,,
CPFMP,slypark,spi6,mm,2021,postfire,1yr,N,0,2,2,3,11.3,3,2,0,0.6,1.2,1,0,0.8,0.5,,,,
CPFMP,slypark,spi6,mm,2021,postfire,1yr,W,0,2,2,3,11.3,2,11,5,0,1.1,1.2,0.3,1.2,1,,,,
CPFMP,slypark,spi6,mv,2021,postfire,1yr,S,0,2,2,3,11.3,13,15,2,0,1,1.8,2.4,4.2,5.1,,,,
CPFMP,slypark,spi6,mv,2021,postfire,1yr,E,0,2,2,3,11.3,6,3,4,7.3,7.9,6.3,2.9,3.4,1.3,,,,
CPFMP,slypark,spi7,JR,2020,postfire,immediate,0,,2,2,4,11.3,0,0,0,7,3,,2,0.5,,,,,
CPFMP,slypark,spi7,JR,2020,postfire,immediate,180,,2,2,4,11.3,1,8,2,8,2,,6,1,,,,,
CPFMP,slypark,spi7,JR,2020,postfire,immediate,90,,2,2,4,11.3,0,4,1,7,6,,3,2,,,,,
CPFMP,slypark,spi7,JR,2020,postfire,immediate,270,,2,2,4,11.3,2,4,4,7,0,,9,0,,,,,
CPFMP,slypark,spi7,mm,2021,postfire,1yr,N,0,2,2,3,11.3,2,1,1,3,6.7,5.7,0,0.5,2.3,,,,
CPFMP,slypark,spi7,mm,2021,postfire,1yr,W,0,2,2,3,11.3,1,1,1,0,0.5,3.7,3.3,6.8,7,,,,
CPFMP,slypark,spi7,mv,2021,postfire,1yr,S,0,2,2,3,11.3,3,3,3,2,15,9.7,4.6,6.1,6.3,,,,
CPFMP,slypark,spi7,mv,2021,postfire,1yr,E,0,2,2,3,11.3,0,2,2,3.1,3.5,4.3,2.1,0.5,1.3,,,,
CPFMP,slypark,spi8,ag,2021,postfire,1yr,S,0,2,2,4,11.3,5,1,0,6,3,6,0.1,3,1.7,,,,
CPFMP,slypark,spi8,ag,2021,postfire,1yr,E,0,2,2,4,11.3,6,3,0,2,9,13.3,0,0.1,5.7,,,bulldozeronlitter2,
CPFMP,slypark,spi8,JR,2020,postfire,immediate,0,,2,2,4,11.3,1,1,0,5,6,,1,2,,,,,
CPFMP,slypark,spi8,JR,2020,postfire,immediate,180,,2,2,4,11.3,5,2,0,7,11,,3,3,,,,,
CPFMP,slypark,spi8,JR,2020,postfire,immediate,90,,2,2,4,11.3,0,1,0,7,6,,2,3,,,,,
CPFMP,slypark,spi8,JR,2020,postfire,immediate,270,,2,2,4,11.3,1,3,0,5,4,,2,1,,,,,
CPFMP,slypark,spi8,jw,2021,postfire,1yr,N,0,2,2,4,11.3,6,1,4,2,0.5,1,1,9,7.3,,,,
CPFMP,slypark,spi8,jw,2021,postfire,1yr,W,0,2,2,4,11.3,2,2,1,2,1,2.7,3,3,4.4,,,,
CPFMP,slypark,spi9,JR,2020,postfire,immediate,0,,2,2,4,11.3,0,1,0,5,8,,2,3,,,,,
CPFMP,slypark,spi9,JR,2020,postfire,immediate,180,,2,2,4,11.3,0,2,0,2,5,,1,3,,,,,
CPFMP,slypark,spi9,JR,2020,postfire,immediate,90,,2,2,4,11.3,4,10,2,4,7,,1,5,,,,,
CPFMP,slypark,spi9,JR,2020,postfire,immediate,270,,2,2,4,11.3,2,0,1,4,1,,0,0,,,,,
CPFMP,slypark,spi9,mm,2021,postfire,1yr,N,0,2,2,3,11.3,0,0,0,6,12.3,9.9,4.4,9,8.8,,,,
CPFMP,slypark,spi9,mm,2021,postfire,1yr,S,0,2,2,3,11.3,0,0,0,8.2,7.2,4.2,3,4,4,,,,
CPFMP,slypark,spi9,mm,2021,postfire,1yr,E,0,2,2,3,11.3,0,4,0,3.6,16,10.7,0,0.5,7.1,,,,
CPFMP,slypark,spi9,mm,2021,postfire,1yr,W,0,2,2,3,11.3,6,2,1,0,4.2,3.7,0,2.3,2.9,,,,
CPFMP,springsfire,Springs01,mm,2020,postfire,1yr,N,,2,2,3,11.3,2,0,0,0,0,0.3,0.3,0.2,0.4,,,,
CPFMP,springsfire,Springs01,mm,2020,postfire,1yr,S,,2,2,3,11.3,1,1,0,0.5,0.1,0.3,0,0,0.5,,,,
CPFMP,springsfire,Springs01,mm,2020,postfire,1yr,E,,2,2,3,11.3,0,1,0,0,0,0.5,0.3,0.2,0.3,,,,
CPFMP,springsfire,Springs01,mm,2020,postfire,1yr,W,,2,2,3,11.3,0,0,0,0,0.1,0.1,0,0,0.2,,,,
CPFMP,springsfire,Springs02,mm,2020,postfire,1yr,N,,2,2,3,11.3,2,2,2,1.5,0.2,1,0.8,0.1,0.5,,,,
CPFMP,springsfire,Springs02,mm,2020,postfire,1yr,S,,2,2,3,11.3,3,0,0,2,0.1,2,0,0,0.7,,,,
CPFMP,springsfire,Springs02,mm,2020,postfire,1yr,E,,2,2,3,11.3,0,1,0,1.1,0,1.2,0,0,0,,,,
CPFMP,springsfire,Springs02,mm,2020,postfire,1yr,W,,2,2,3,11.3,1,0,0,1.8,0.1,1.5,0.3,0,0.2,,,,
CPFMP,springsfire,Springs03,mm,2020,postfire,1yr,N,,2,2,3,11.3,0,0,0,0.9,0,0.9,0.7,0.1,1.5,,,,
CPFMP,springsfire,Springs03,mm,2020,postfire,1yr,S,,2,2,3,11.3,1,0,0,1.1,0.1,0.9,0,0,2,,,,
CPFMP,springsfire,Springs03,mm,2020,postfire,1yr,E,,2,2,3,11.3,0,0,0,1.2,0,1.5,0.1,0,0.5,,,,
CPFMP,springsfire,Springs03,mm,2020,postfire,1yr,W,,2,2,3,11.3,2,1,0,1.3,0,1,0.2,0,0.5,,,,
CPFMP,springsfire,Springs04,mm,2020,postfire,1yr,N,,2,2,3,11.3,0,1,1,0.1,0.1,0.3,0.1,0,0.2,,,,
CPFMP,springsfire,Springs04,mm,2020,postfire,1yr,S,,2,2,3,11.3,0,1,0,1,0.2,1,0,0,0,,,,
CPFMP,springsfire,Springs04,mm,2020,postfire,1yr,E,,2,2,3,11.3,4,1,0,3.2,1.5,3,2,0.2,1,,,,
CPFMP,springsfire,Springs04,mm,2020,postfire,1yr,W,,2,2,3,11.3,4,1,0,0.7,0,1,0,0,0.2,,,,
CPFMP,springsfire,Springs05,mm,2020,postfire,1yr,N,,2,2,3,11.3,0,0,0,0,0,0,0,0,0.2,,,,
CPFMP,springsfire,Springs05,mm,2020,postfire,1yr,S,,2,2,3,11.3,1,0,0,0.1,0,0.3,1.8,0,1.5,,,,
CPFMP,springsfire,Springs05,mm,2020,postfire,1yr,E,,2,2,3,11.3,0,0,0,0,0,0,0.8,0,0.9,,,litt&duff 1 measured .5m to R due to rock,
CPFMP,springsfire,Springs05,mm,2020,postfire,1yr,W,,2,2,3,11.3,0,0,1,0.8,0,1.5,1.2,0.3,2.5,,,,
CPFMP,springsfire,Springs06,pm,2020,postfire,1yr,N,,2,2,4,11.3,1,0,0,1,0,3,0,0,2.2,,,,
CPFMP,springsfire,Springs06,pm,2020,postfire,1yr,S,,2,2,4,11.3,1,1,0,0,0,18.7,0.5,0,8,,,,
CPFMP,springsfire,Springs06,pm,2020,postfire,1yr,E,,2,2,4,11.3,0,1,0,0,0,0.3,3,0,4.3,,,,
CPFMP,springsfire,Springs06,pm,2020,postfire,1yr,W,,2,2,4,11.3,11,0,0,0.5,0,11.8,1,0,15.8,,,,
CPFMP,springsfire,Springs07,mm,2020,postfire,1yr,N,,2,2,3,11.3,1,0,0,1.1,0.1,1,0.7,0,1.2,,,,
CPFMP,springsfire,Springs07,mm,2020,postfire,1yr,S,,2,2,3,11.3,5,0,0,0.1,0,1.2,0.9,0,0.3,,,,
CPFMP,springsfire,Springs07,mm,2020,postfire,1yr,E,,2,2,3,11.3,1,0,1,1.2,0,1,1,0,0.8,,,,
CPFMP,springsfire,Springs07,mm,2020,postfire,1yr,W,,2,2,3,11.3,1,0,0,0.1,0,0.1,0.2,0,0.8,,,,
CPFMP,springsfire,Springs08,mm,2020,postfire,1yr,N,,2,2,3,11.3,2,0,0,2.7,0,1.5,2.8,0,1.8,,,,
CPFMP,springsfire,Springs08,mm,2020,postfire,1yr,S,,2,2,3,11.3,0,2,1,2.3,0,1.5,1.1,0,0.8,,,,
CPFMP,springsfire,Springs08,mm,2020,postfire,1yr,E,,2,2,3,11.3,3,2,1,0.3,0,0.5,0.8,0.4,1,,,,
CPFMP,springsfire,Springs08,mm,2020,postfire,1yr,W,,2,2,3,11.3,2,0,0,1.5,0,1.1,2.7,0,1.5,,,,
CPFMP,springsfire,Springs09,pm,2020,postfire,1yr,N,,2,2,4,11.3,0,1,3,0.5,0,5.8,1,0,3.7,,,,
CPFMP,springsfire,Springs09,pm,2020,postfire,1yr,S,,2,2,4,11.3,0,0,0,2,0,3,0.5,0,1.2,,,,
CPFMP,springsfire,Springs09,pm,2020,postfire,1yr,E,,2,2,4,11.3,2,2,1,0,0,0.8,0.5,0,2.8,,,,
CPFMP,springsfire,Springs09,pm,2020,postfire,1yr,W,,2,2,4,11.3,3,0,0,0,0,19.7,0.5,0,3,,,,
CPFMP,springsfire,springs1,"RH, MS",2019,postfire,immediate,0,0,2,2,4,11.3,2,1,0,0,0,,1,1,,,,,
CPFMP,springsfire,springs1,"RH, MS",2019,postfire,immediate,180,0,2,2,4,11.3,0,3,0,0,0.05,,1,2,,,,,
CPFMP,springsfire,springs1,"RH, MS",2019,postfire,immediate,90,0,2,2,4,11.3,0,0,0,0,0.05,,1,0.05,,,,,
CPFMP,springsfire,springs1,"RH, MS",2019,postfire,immediate,270,0,2,2,4,11.3,0,0,0,1,0.05,,0.05,0.05,,,,,
CPFMP,springsfire,Springs10,pm,2020,postfire,1yr,N,,2,2,4,11.3,3,0,0,3.5,0,5.3,2,0,3.7,,,,
CPFMP,springsfire,Springs10,pm,2020,postfire,1yr,S,,2,2,4,11.3,0,0,1,0,0,0.8,0.5,0,1,,,,
CPFMP,springsfire,Springs10,pm,2020,postfire,1yr,E,,2,2,4,11.3,3,0,0,3.5,0,13.5,3.5,0,5,,,,
CPFMP,springsfire,Springs10,pm,2020,postfire,1yr,W,,2,2,4,11.3,5,0,0,2.5,0,4.5,0.5,0,1.7,,,,
CPFMP,springsfire,Springs11,pm,2020,postfire,1yr,N,,2,2,4,11.3,0,5,0,1,0,2.3,1,0,21.8,,,,
CPFMP,springsfire,Springs11,pm,2020,postfire,1yr,S,,2,2,4,11.3,4,3,0,4.5,0.5,8.2,2,0,3.3,,,,
CPFMP,springsfire,Springs11,pm,2020,postfire,1yr,E,,2,2,4,11.3,1,2,0,1.5,0,8.2,0.5,0,7.3,,,,
