site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,project,burnpile_ht_m,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth
BlissSP,bliss7,2019,prefire,,180,0,2,2,4,11.3,7,8,1,1,3,3,6,,,,,CPFMP,,,,2,4.5,,BlissSP_bliss7_2019_prefire_NA_180
BlissSP,bliss7,2019,prefire,,270,0,2,2,4,11.3,23,4,1,4.5,2,7,1,,,,,CPFMP,,,,5.75,1.5,,BlissSP_bliss7_2019_prefire_NA_270
BlissSP,bliss7,2019,prefire,,90,0,2,2,4,11.3,15,3,2,3,1,2,2,,,,,CPFMP,,,,2.5,1.5,,BlissSP_bliss7_2019_prefire_NA_90
BlissSP,bliss8,2019,prefire,,0,0,2,2,4,11.3,4,7,3,0,0.05,0,0.05,,,,,CPFMP,,,,0,0.05,,BlissSP_bliss8_2019_prefire_NA_0
BlissSP,bliss8,2019,prefire,,180,0,2,2,4,11.3,10,1,0,2,0.05,0,0,,,,,CPFMP,,,,1,0.025,,BlissSP_bliss8_2019_prefire_NA_180
BlissSP,bliss8,2019,prefire,,270,0,2,2,4,11.3,3,1,2,0.05,0.05,0.05,0.05,,,,,CPFMP,,,,0.05,0.05,,BlissSP_bliss8_2019_prefire_NA_270
BlissSP,bliss8,2019,prefire,,90,0,2,2,4,11.3,1,2,0,0.05,0.05,4,3,,,,,CPFMP,,,,2.025,1.525,,BlissSP_bliss8_2019_prefire_NA_90
BlissSP,bliss9,2019,prefire,,0,0,2,2,4,11.3,2,1,5,4,3,0,2,,,,,CPFMP,,,,2,2.5,,BlissSP_bliss9_2019_prefire_NA_0
BlissSP,bliss9,2019,prefire,,180,0,2,2,4,11.3,9,1,6,0,1,0,1,,,,,CPFMP,,,,0,1,,BlissSP_bliss9_2019_prefire_NA_180
BlissSP,bliss9,2019,prefire,,270,0,2,2,4,11.3,11,2,2,1,2,2,,,,,,CPFMP,,,,1.5,2,,BlissSP_bliss9_2019_prefire_NA_270
BlissSP,bliss9,2019,prefire,,90,0,2,2,4,11.3,6,0,1,6,5,0.05,0.05,,,,,CPFMP,,,,3.025,2.525,,BlissSP_bliss9_2019_prefire_NA_90
Bouverie,BOUV001,2021,prefire,,90,0,2,2,4,11.3,10,5,3,0,4.4,0,2.8,3.8,2.4,,,CPFMP,,,,0,3.6,3.1,Bouverie_BOUV001_2021_prefire_NA_90
Bouverie,BOUV001,2021,prefire,,0,0,2,2,4,11.3,18,24,9,0,13,0,5,13.5,7,,,CPFMP,,,,0,9,10.25,Bouverie_BOUV001_2021_prefire_NA_0
Bouverie,BOUV001,2021,prefire,,180,0,2,2,4,11.3,6,1,0,0,1,0,5,1.4,2.9,,,CPFMP,,,,0,3,2.15,Bouverie_BOUV001_2021_prefire_NA_180
Bouverie,BOUV001,2021,prefire,,270,0,2,2,4,11.3,18,9,0,1,6,1,3.4,6.3,3.6,,,CPFMP,,,,1,4.7,4.95,Bouverie_BOUV001_2021_prefire_NA_270
Bouverie,BOUV002,2021,prefire,,90,0,2,2,4,11.3,19,18,5,0,2.8,0,4.6,1,5.5,,,CPFMP,,,,0,3.7,3.25,Bouverie_BOUV002_2021_prefire_NA_90
Bouverie,BOUV002,2021,prefire,,0,0,2,2,4,11.3,12,2,3,0,3.7,0,5,2.9,3.1,,,CPFMP,,,,0,4.35,3,Bouverie_BOUV002_2021_prefire_NA_0
Bouverie,BOUV002,2021,prefire,,180,0,2,2,4,11.3,25,28,8,0,6.6,0,22.3,15,15.3,,,CPFMP,,,,0,14.45,15.15,Bouverie_BOUV002_2021_prefire_NA_180
Bouverie,BOUV002,2021,prefire,,270,0,2,2,4,11.3,37,34,1,0,32,0,42,20,28,,,CPFMP,,,,0,37,24,Bouverie_BOUV002_2021_prefire_NA_270
Bouverie,BOUV003,2021,prefire,,90,0,2,2,4,11.3,12,5,2,0,13.1,0,2.8,9.5,2.5,,,CPFMP,,,,0,7.95,6,Bouverie_BOUV003_2021_prefire_NA_90
Bouverie,BOUV003,2021,prefire,,0,0,2,2,4,11.3,12,8,3,0,5,0,7.8,7.5,8,,,CPFMP,,,,0,6.4,7.75,Bouverie_BOUV003_2021_prefire_NA_0
Bouverie,BOUV003,2021,prefire,,180,0,2,2,4,11.3,10,7,3,0,7.9,0,5.3,3.2,5.8,,,CPFMP,,,,0,6.6,4.5,Bouverie_BOUV003_2021_prefire_NA_180
Bouverie,BOUV003,2021,prefire,,270,0,2,2,4,11.3,36,22,1,0,25,0,12,22,9.3,,,CPFMP,,,,0,18.5,15.65,Bouverie_BOUV003_2021_prefire_NA_270
Bouverie,BOUV004,2021,prefire,,90,0,2,2,4,11.3,6,0,0,0,6,0,3.1,4,3.2,,,CPFMP,,,,0,4.55,3.6,Bouverie_BOUV004_2021_prefire_NA_90
Bouverie,BOUV004,2021,prefire,,0,0,2,2,4,11.3,46,9,1,0,5,0,0.5,5.1,1.1,,,CPFMP,,,,0,2.75,3.1,Bouverie_BOUV004_2021_prefire_NA_0
Bouverie,BOUV004,2021,prefire,,180,0,2,2,4,11.3,42,13,3,0,7,0,2.7,8,5.7,,,CPFMP,,,,0,4.85,6.85,Bouverie_BOUV004_2021_prefire_NA_180
Bouverie,BOUV004,2021,prefire,,270,0,2,2,4,11.3,23,6,0,0,8.2,0,4.6,5.3,4.5,,,CPFMP,,,,0,6.4,4.9,Bouverie_BOUV004_2021_prefire_NA_270
Bouverie,BOUV005,2021,prefire,,90,0,2,2,4,11.3,5,2,0,3,5,0,5.6,6.3,4.2,,,CPFMP,,,,1.5,5.3,5.25,Bouverie_BOUV005_2021_prefire_NA_90
Bouverie,BOUV005,2021,prefire,,0,0,2,2,4,11.3,7,5,0,0,1.2,0,1,1,2,,,CPFMP,,,,0,1.1,1.5,Bouverie_BOUV005_2021_prefire_NA_0
Bouverie,BOUV005,2021,prefire,,180,0,2,2,4,11.3,4,2,0,0,2.1,0,3.3,4.2,4.5,,,CPFMP,,,,0,2.7,4.35,Bouverie_BOUV005_2021_prefire_NA_180
Bouverie,BOUV005,2021,prefire,,270,0,2,2,4,11.3,5,6,2,2.5,3.8,0,3.5,6.5,3.5,,,CPFMP,,,,1.25,3.65,5,Bouverie_BOUV005_2021_prefire_NA_270
Bouverie,BOUV006,2021,prefire,,0,0,2,2,4,11.3,2,1,0,0,8,0,3.4,9.1,13,,,CPFMP,,,,0,5.7,11.05,Bouverie_BOUV006_2021_prefire_NA_0
Bouverie,BOUV006,2021,prefire,,180,0,2,2,4,11.3,10,1,0,0,7.9,0,5.2,5.3,4,,,CPFMP,,,,0,6.55,4.65,Bouverie_BOUV006_2021_prefire_NA_180
Bouverie,BOUV006,2021,prefire,,270,0,2,2,4,11.3,5,4,1,0,8,0,6,6.6,8.2,,,CPFMP,,,,0,7,7.4,Bouverie_BOUV006_2021_prefire_NA_270
Bouverie,BOUV007,2021,prefire,,90,0,2,2,4,11.3,107,14,0,0,1,0,13.8,1.8,9,,,CPFMP,,,,0,7.4,5.4,Bouverie_BOUV007_2021_prefire_NA_90
Bouverie,BOUV007,2021,prefire,,0,0,2,2,4,11.3,56,15,5,0,1,0,2.2,13,7,,,CPFMP,,,,0,1.6,10,Bouverie_BOUV007_2021_prefire_NA_0
Bouverie,BOUV007,2021,prefire,,180,0,2,2,4,11.3,28,8,6,0,1.8,0,0.5,0.9,0.5,,,CPFMP,,,,0,1.15,0.7,Bouverie_BOUV007_2021_prefire_NA_180
Bouverie,BOUV007,2021,prefire,,270,0,2,2,4,11.3,193,23,2,0,0,0,42,12,40,,,CPFMP,,,,0,21,26,Bouverie_BOUV007_2021_prefire_NA_270
Bouverie,BOUV008,2021,prefire,,90,0,2,2,4,11.3,102,7,0,0,0.5,0,7.3,0.5,4.9,,,CPFMP,,,,0,3.9,2.7,Bouverie_BOUV008_2021_prefire_NA_90
Bouverie,BOUV008,2021,prefire,,0,0,2,2,4,11.3,61,10,3,0,8.7,0,18,16.6,34.4,,,CPFMP,,,,0,13.35,25.5,Bouverie_BOUV008_2021_prefire_NA_0
Bouverie,BOUV008,2021,prefire,,180,0,2,2,4,11.3,56,7,0,0,2.9,0,4.1,2.6,4.3,,,CPFMP,,,,0,3.5,3.45,Bouverie_BOUV008_2021_prefire_NA_180
Bouverie,BOUV008,2021,prefire,,270,0,2,2,4,11.3,16,4,1,0,4.2,0,2.3,4,2.9,,,CPFMP,,,,0,3.25,3.45,Bouverie_BOUV008_2021_prefire_NA_270
Bouverie,BOUV009,2021,prefire,,90,0,2,2,4,11.3,32,11,1,0,5,0,3.2,9.1,6.7,,,CPFMP,,,,0,4.1,7.9,Bouverie_BOUV009_2021_prefire_NA_90
Bouverie,BOUV009,2021,prefire,,0,0,2,2,4,11.3,24,15,5,0,2.4,0,8,5.4,9.3,,,CPFMP,,,,0,5.2,7.35,Bouverie_BOUV009_2021_prefire_NA_0
Bouverie,BOUV009,2021,prefire,,180,0,2,2,4,11.3,23,8,1,0,3,0,8.3,5.3,8.2,,,CPFMP,,,,0,5.65,6.75,Bouverie_BOUV009_2021_prefire_NA_180
Bouverie,BOUV009,2021,prefire,,270,0,2,2,4,11.3,145,23,6,0,4,0,42,4.3,49,,,CPFMP,,,,0,23,26.65,Bouverie_BOUV009_2021_prefire_NA_270
Bouverie,BOUV010,2021,prefire,,90,0,2,2,4,11.3,5,1,0,0,3.9,0,7.8,4.5,4.1,,,CPFMP,,,,0,5.85,4.3,Bouverie_BOUV010_2021_prefire_NA_90
Bouverie,BOUV010,2021,prefire,,0,0,2,2,4,11.3,10,2,1,0,11.2,0,6.6,12.3,10,,,CPFMP,,,,0,8.9,11.15,Bouverie_BOUV010_2021_prefire_NA_0
Bouverie,BOUV010,2021,prefire,,180,0,2,2,4,11.3,24,10,4,0,6,0,8,8,12,,,CPFMP,,,,0,7,10,Bouverie_BOUV010_2021_prefire_NA_180
Bouverie,BOUV010,2021,prefire,,270,0,2,2,4,11.3,42,13,1,1.8,18,0,24,13.5,18.4,,,CPFMP,,,,0.9,21,15.95,Bouverie_BOUV010_2021_prefire_NA_270
Bouverie,BOUV011,2021,prefire,,90,0,2,2,4,11.3,43,10,0,0,2,1,37,3,29.3,,,CPFMP,,,,0.5,19.5,16.15,Bouverie_BOUV011_2021_prefire_NA_90
Bouverie,BOUV011,2021,prefire,,0,0,2,2,4,11.3,32,9,5,0,18,0,5.4,15,13.2,,,CPFMP,,,,0,11.7,14.1,Bouverie_BOUV011_2021_prefire_NA_0
Bouverie,BOUV011,2021,prefire,,180,0,2,2,4,11.3,20,8,5,0,4.5,0,3.2,4,3,,,CPFMP,,,,0,3.85,3.5,Bouverie_BOUV011_2021_prefire_NA_180
Bouverie,BOUV011,2021,prefire,,270,0,2,2,4,11.3,10,1,0,0,12,0,3.2,8.2,4.5,,,CPFMP,,,,0,7.6,6.35,Bouverie_BOUV011_2021_prefire_NA_270
Bouverie,BOUV012,2021,prefire,,90,0,2,2,4,11.3,10,13,4,0,4.8,0,0.5,3.3,1.9,,,CPFMP,,,,0,2.65,2.6,Bouverie_BOUV012_2021_prefire_NA_90
Bouverie,BOUV012,2021,prefire,,0,0,2,2,4,11.3,21,9,0,0.8,3.2,2,36,6.4,40,,,CPFMP,,,,1.4,19.6,23.2,Bouverie_BOUV012_2021_prefire_NA_0
Bouverie,BOUV012,2021,prefire,,180,0,2,2,4,11.3,18,3,1,0,1.2,0,0.8,2.3,2,,,CPFMP,,,,0,1,2.15,Bouverie_BOUV012_2021_prefire_NA_180
Bouverie,BOUV012,2021,prefire,,270,0,2,2,4,11.3,8,8,1,0,5.8,0,3.5,6.4,2.5,,,CPFMP,,,,0,4.65,4.45,Bouverie_BOUV012_2021_prefire_NA_270
BurtonSP,burton01,2019,prefire,,0,0,2,2,4,11.3,32,5,1,3,1,6,0.05,,,,,CPFMP,,,,4.5,0.525,,BurtonSP_burton01_2019_prefire_NA_0
BurtonSP,burton01,2019,prefire,,180,0,2,2,4,11.3,19,4,6,3,0.05,4,1,,,,,CPFMP,,,,3.5,0.525,,BurtonSP_burton01_2019_prefire_NA_180
BurtonSP,burton01,2019,prefire,,270,0,2,2,4,11.3,1,4,0,1,3,2,10,,,,,CPFMP,,,,1.5,6.5,,BurtonSP_burton01_2019_prefire_NA_270
BurtonSP,burton01,2019,prefire,,90,0,2,2,4,11.3,7,4,3,1,1,0,2,,,,,CPFMP,,,,0.5,1.5,,BurtonSP_burton01_2019_prefire_NA_90
BurtonSP,burton01,2020,prefire,,90,0,2,2,4,11.3,35,3,0,1.5,4.5,13.2,0,5.5,9.8,,,CPFMP,,,,7.35,2.25,7.65,BurtonSP_burton01_2020_prefire_NA_90
BurtonSP,burton01,2020,prefire,,0,0,2,2,4,11.3,10,6,0,7.3,2,5,2.1,12.3,7.5,,,CPFMP,,,,6.15,2.05,9.9,BurtonSP_burton01_2020_prefire_NA_0
BurtonSP,burton01,2020,prefire,,180,0,2,2,4,11.3,1,2,1,2,2.5,4.1,0,1,3.5,,,CPFMP,,,,3.05,1.25,2.25,BurtonSP_burton01_2020_prefire_NA_180
BurtonSP,burton01,2020,prefire,,270,0,2,2,4,11.3,2,4,2,3.7,2.8,5.9,4.8,6.3,13.1,,,CPFMP,,,,4.8,3.8,9.7,BurtonSP_burton01_2020_prefire_NA_270
BurtonSP,burton02,2019,prefire,,0,0,2,2,4,11.3,11,3,3,1,0.05,2,0.05,,,,,CPFMP,,,,1.5,0.05,,BurtonSP_burton02_2019_prefire_NA_0
BurtonSP,burton02,2019,prefire,,180,0,2,2,4,11.3,16,9,3,6,2,2,2,,,,,CPFMP,,,,4,2,,BurtonSP_burton02_2019_prefire_NA_180
BurtonSP,burton02,2019,prefire,,270,0,2,2,4,11.3,21,12,4,2,0,6,1,,,,,CPFMP,,,,4,0.5,,BurtonSP_burton02_2019_prefire_NA_270
BurtonSP,burton02,2019,prefire,,90,0,2,2,4,11.3,35,15,1,1,0.05,6,0,,,,,CPFMP,,,,3.5,0.025,,BurtonSP_burton02_2019_prefire_NA_90
BurtonSP,burton02,2020,prefire,,90,0,2,2,4,11.3,14,2,1,1.2,2.4,1.3,2.2,3.7,3.5,,,CPFMP,,,,1.25,2.3,3.6,BurtonSP_burton02_2020_prefire_NA_90
BurtonSP,burton02,2020,prefire,,0,0,2,2,4,11.3,17,8,1,0,1.8,2.8,3.7,1.5,7.3,,,CPFMP,,,,1.4,2.75,4.4,BurtonSP_burton02_2020_prefire_NA_0
BurtonSP,burton02,2020,prefire,,180,0,2,2,4,11.3,10,10,6,0,1,2.8,2,1.5,4.3,,,CPFMP,,,,1.4,1.5,2.9,BurtonSP_burton02_2020_prefire_NA_180
BurtonSP,burton02,2020,prefire,,270,0,2,2,4,11.3,10,7,3,4.2,4.3,3.6,4.8,8.5,8.5,,,CPFMP,,,,3.9,4.55,8.5,BurtonSP_burton02_2020_prefire_NA_270
BurtonSP,burton03,2019,prefire,,0,0,2,2,4,11.3,49,37,8,1,3,5,4,,,,,CPFMP,,,,3,3.5,,BurtonSP_burton03_2019_prefire_NA_0
BurtonSP,burton03,2019,prefire,,180,0,2,2,4,11.3,7,0,0,0,0.05,1,3,,,,,CPFMP,,,,0.5,1.525,,BurtonSP_burton03_2019_prefire_NA_180
BurtonSP,burton03,2019,prefire,,270,0,2,2,4,11.3,38,19,0,8,2,3,4,,,,,CPFMP,,,,5.5,3,,BurtonSP_burton03_2019_prefire_NA_270
BurtonSP,burton03,2019,prefire,,90,0,2,2,4,11.3,13,7,5,7,6,5,6,,,,,CPFMP,,,,6,6,,BurtonSP_burton03_2019_prefire_NA_90
BurtonSP,burton04,2019,prefire,,0,0,2,2,4,11.3,31,5,0,0,1,0,1.5,,,,,CPFMP,,,,0,1.25,,BurtonSP_burton04_2019_prefire_NA_0
BurtonSP,burton04,2019,prefire,,180,0,2,2,4,11.3,13,4,0,2,1,0,1,,,,,CPFMP,,,,1,1,,BurtonSP_burton04_2019_prefire_NA_180
BurtonSP,burton04,2019,prefire,,270,0,2,2,4,11.3,67,8,0,2,0.05,5,3,,,,,CPFMP,,,,3.5,1.525,,BurtonSP_burton04_2019_prefire_NA_270
BurtonSP,burton04,2019,prefire,,90,0,2,2,4,11.3,4,0,1,5,2,6,6,,,,,CPFMP,,,,5.5,4,,BurtonSP_burton04_2019_prefire_NA_90
BurtonSP,burton05,2019,prefire,,0,0,2,2,4,11.3,5,1,0,4,2,2,2,,,,,CPFMP,,,,3,2,,BurtonSP_burton05_2019_prefire_NA_0
BurtonSP,burton05,2019,prefire,,180,0,2,2,4,11.3,8,7,3,6,3,7,2,,,,,CPFMP,,,,6.5,2.5,,BurtonSP_burton05_2019_prefire_NA_180
BurtonSP,burton05,2019,prefire,,270,0,2,2,4,11.3,35,22,0,2,0.05,1,0.05,,,,,CPFMP,,,,1.5,0.05,,BurtonSP_burton05_2019_prefire_NA_270
BurtonSP,burton05,2019,prefire,,90,0,2,2,4,11.3,21,3,0,2,0.05,2.5,0.05,,,,,CPFMP,,,,2.25,0.05,,BurtonSP_burton05_2019_prefire_NA_90
BurtonSP,burton06,2019,prefire,,0,0,2,2,4,11.3,52,13,1,3,1,2,2,,,,,CPFMP,,,,2.5,1.5,,BurtonSP_burton06_2019_prefire_NA_0
BurtonSP,burton06,2019,prefire,,180,0,2,2,4,11.3,16,4,4,1,1,2,1,,,,,CPFMP,,,,1.5,1,,BurtonSP_burton06_2019_prefire_NA_180
BurtonSP,burton06,2019,prefire,,270,0,2,2,4,11.3,37,13,2,3,1,4,2,,,,,CPFMP,,,,3.5,1.5,,BurtonSP_burton06_2019_prefire_NA_270
BurtonSP,burton06,2019,prefire,,90,0,2,2,4,11.3,56,5,1,5,1,0,1,,,,,CPFMP,,,,2.5,1,,BurtonSP_burton06_2019_prefire_NA_90
BurtonSP,burton07,2019,postfire,immediate,0,0,2,2,4,11.3,6,5,1,1,0,0,0,,,,,CPFMP,,,,0.5,0,,BurtonSP_burton07_2019_postfire_immediate_0
BurtonSP,burton07,2019,postfire,immediate,180,0,2,2,4,11.3,21,3,2,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton07_2019_postfire_immediate_180
BurtonSP,burton07,2019,postfire,immediate,270,0,2,2,4,11.3,0,2,1,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton07_2019_postfire_immediate_270
BurtonSP,burton07,2019,postfire,immediate,90,0,2,2,4,11.3,15,9,0,0,2,0,2,,,,,CPFMP,,,,0,2,,BurtonSP_burton07_2019_postfire_immediate_90
BurtonSP,burton07,2019,postfire,immediate,90,0,2,2,4,11.3,15,9,0,0,0,2,2,,,,,CPFMP,,,,1,1,,BurtonSP_burton07_2019_postfire_immediate_90
BurtonSP,burton07,2019,postfire,immediate,0,0,2,2,4,11.3,6,5,1,0,1,0,0,,,,,CPFMP,,,,0,0.5,,BurtonSP_burton07_2019_postfire_immediate_0
BurtonSP,burton07,2019,postfire,immediate,180,0,2,2,4,11.3,21,3,2,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton07_2019_postfire_immediate_180
BurtonSP,burton07,2019,postfire,immediate,270,0,2,2,4,11.3,0,2,1,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton07_2019_postfire_immediate_270
BurtonSP,burton07,2019,prefire,,0,0,2,2,4,11.3,16,7,3,0,1,0,1,,,,,CPFMP,,,,0,1,,BurtonSP_burton07_2019_prefire_NA_0
BurtonSP,burton07,2019,prefire,,180,0,2,2,4,11.3,47,11,3,2,1,0,1,,,,,CPFMP,,,,1,1,,BurtonSP_burton07_2019_prefire_NA_180
BurtonSP,burton07,2019,prefire,,270,0,2,2,4,11.3,3,1,3,1,0.5,1,1,,,,,CPFMP,,,,1,0.75,,BurtonSP_burton07_2019_prefire_NA_270
BurtonSP,burton07,2019,prefire,,90,0,2,2,4,11.3,21,6,14,5,0.5,2.5,0.5,,,,,CPFMP,,,,3.75,0.5,,BurtonSP_burton07_2019_prefire_NA_90
BurtonSP,burton07,2020,postfire,1yr,90,0,2,2,4,11.3,2,4,0,2.5,2.5,0,0.5,5,0.5,,,CPFMP,,,,1.25,1.5,2.75,BurtonSP_burton07_2020_postfire_1yr_90
BurtonSP,burton07,2020,postfire,1yr,0,0,2,2,4,11.3,1,8,0,0,0,0.5,2.3,0.3,3,,,CPFMP,,,,0.25,1.15,1.65,BurtonSP_burton07_2020_postfire_1yr_0
BurtonSP,burton07,2020,postfire,1yr,180,0,2,2,4,11.3,32,10,0,2,3.3,0,2.7,5,3,,,CPFMP,,,,1,3,4,BurtonSP_burton07_2020_postfire_1yr_180
BurtonSP,burton07,2020,postfire,1yr,270,0,2,2,4,11.3,0,5,0,0,1.8,6,2.7,2,9,,,CPFMP,,,,3,2.25,5.5,BurtonSP_burton07_2020_postfire_1yr_270
BurtonSP,burton08,2019,postfire,immediate,0,0,2,2,4,11.3,10,2,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton08_2019_postfire_immediate_0
BurtonSP,burton08,2019,postfire,immediate,180,0,2,2,4,11.3,12,5,1,1,1,0.05,1,,,,,CPFMP,,,,0.525,1,,BurtonSP_burton08_2019_postfire_immediate_180
BurtonSP,burton08,2019,postfire,immediate,270,0,2,2,4,11.3,6,5,3,0,0,0,10,,,,,CPFMP,,,,0,5,,BurtonSP_burton08_2019_postfire_immediate_270
BurtonSP,burton08,2019,postfire,immediate,90,0,2,2,4,11.3,14,15,2,0,0,4,0,,,,Somerearrangementoffuelsfromfirefighters0.05yingtojackpotfuels,CPFMP,,,,2,0,,BurtonSP_burton08_2019_postfire_immediate_90
BurtonSP,burton08,2019,postfire,immediate,90,0,2,2,4,11.3,14,15,2,4,0,0,0,,,,,CPFMP,,,,2,0,,BurtonSP_burton08_2019_postfire_immediate_90
BurtonSP,burton08,2019,postfire,immediate,0,0,2,2,4,11.3,10,2,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton08_2019_postfire_immediate_0
BurtonSP,burton08,2019,postfire,immediate,180,0,2,2,4,11.3,12,5,1,0.05,1,1,1,,,,,CPFMP,,,,0.525,1,,BurtonSP_burton08_2019_postfire_immediate_180
BurtonSP,burton08,2019,postfire,immediate,270,0,2,2,4,11.3,6,5,3,0,0,10,0,,,,,CPFMP,,,,5,0,,BurtonSP_burton08_2019_postfire_immediate_270
BurtonSP,burton08,2019,prefire,,0,0,2,2,4,11.3,11,3,0,6,3,2,1,,,,,CPFMP,,,,4,2,,BurtonSP_burton08_2019_prefire_NA_0
BurtonSP,burton08,2019,prefire,,180,0,2,2,4,11.3,6,2,0,0.05,1,1,1,,,,,CPFMP,,,,0.525,1,,BurtonSP_burton08_2019_prefire_NA_180
BurtonSP,burton08,2019,prefire,,270,0,2,2,4,11.3,8,6,5,10,0.5,0.5,0,,,,,CPFMP,,,,5.25,0.25,,BurtonSP_burton08_2019_prefire_NA_270
BurtonSP,burton08,2019,prefire,,90,0,2,2,4,11.3,14,15,10,3,4,6,0,,,,,CPFMP,,,,4.5,2,,BurtonSP_burton08_2019_prefire_NA_90
BurtonSP,burton09,2019,postfire,immediate,0,0,2,2,4,11.3,11,2,2,1,1,0,0,,,,,CPFMP,,,,0.5,0.5,,BurtonSP_burton09_2019_postfire_immediate_0
BurtonSP,burton09,2019,postfire,immediate,180,0,2,2,4,11.3,1,0,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton09_2019_postfire_immediate_180
BurtonSP,burton09,2019,postfire,immediate,270,0,2,2,4,11.3,1,1,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton09_2019_postfire_immediate_270
BurtonSP,burton09,2019,postfire,immediate,90,0,2,2,4,11.3,0,0,2,3,0,6,0,,,,,CPFMP,,,,4.5,0,,BurtonSP_burton09_2019_postfire_immediate_90
BurtonSP,burton09,2019,postfire,immediate,90,0,2,2,4,11.3,0,0,2,6,3,0,0,,,,,CPFMP,,,,3,1.5,,BurtonSP_burton09_2019_postfire_immediate_90
BurtonSP,burton09,2019,postfire,immediate,0,0,2,2,4,11.3,11,2,2,0,1,0,1,,,,,CPFMP,,,,0,1,,BurtonSP_burton09_2019_postfire_immediate_0
BurtonSP,burton09,2019,postfire,immediate,180,0,2,2,4,11.3,1,0,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton09_2019_postfire_immediate_180
BurtonSP,burton09,2019,postfire,immediate,270,0,2,2,4,11.3,1,1,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton09_2019_postfire_immediate_270
BurtonSP,burton09,2019,prefire,,0,0,2,2,4,11.3,11,2,2,0,1,0,1,,,,,CPFMP,,,,0,1,,BurtonSP_burton09_2019_prefire_NA_0
BurtonSP,burton09,2019,prefire,,180,0,2,2,4,11.3,18,15,5,6,4,1,1,,,,,CPFMP,,,,3.5,2.5,,BurtonSP_burton09_2019_prefire_NA_180
BurtonSP,burton09,2019,prefire,,270,0,2,2,4,11.3,38,10,5,1,1,0,0.05,,,,,CPFMP,,,,0.5,0.525,,BurtonSP_burton09_2019_prefire_NA_270
BurtonSP,burton09,2019,prefire,,90,0,2,2,4,11.3,9,1,1,7,3,7,2,,,,,CPFMP,,,,7,2.5,,BurtonSP_burton09_2019_prefire_NA_90
BurtonSP,burton10,2019,postfire,immediate,0,0,2,2,4,11.3,0,0,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton10_2019_postfire_immediate_0
BurtonSP,burton10,2019,postfire,immediate,180,0,2,2,4,11.3,6,5,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton10_2019_postfire_immediate_180
BurtonSP,burton10,2019,postfire,immediate,270,0,2,2,4,11.3,47,6,0,0,0,0,4,,,,,CPFMP,,,,0,2,,BurtonSP_burton10_2019_postfire_immediate_270
BurtonSP,burton10,2019,postfire,immediate,90,0,2,2,4,11.3,31,9,5,1,0,5,0,,,,,CPFMP,,,,3,0,,BurtonSP_burton10_2019_postfire_immediate_90
BurtonSP,burton10,2019,postfire,immediate,90,0,2,2,4,11.3,31,9,5,5,1,0,0,,,,,CPFMP,,,,2.5,0.5,,BurtonSP_burton10_2019_postfire_immediate_90
BurtonSP,burton10,2019,postfire,immediate,0,0,2,2,4,11.3,0,0,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton10_2019_postfire_immediate_0
BurtonSP,burton10,2019,postfire,immediate,180,0,2,2,4,11.3,6,5,0,0,0,0,0,,,,,CPFMP,,,,0,0,,BurtonSP_burton10_2019_postfire_immediate_180
BurtonSP,burton10,2019,postfire,immediate,270,0,2,2,4,11.3,47,6,0,0,0,4,0,,,,,CPFMP,,,,2,0,,BurtonSP_burton10_2019_postfire_immediate_270
BurtonSP,burton10,2019,prefire,,0,0,2,2,4,11.3,35,5,0,1,1,1,2,,,,,CPFMP,,,,1,1.5,,BurtonSP_burton10_2019_prefire_NA_0
BurtonSP,burton10,2019,prefire,,180,0,2,2,4,11.3,22,16,2,0,1,2,1,,,,,CPFMP,,,,1,1,,BurtonSP_burton10_2019_prefire_NA_180
BurtonSP,burton10,2019,prefire,,270,0,2,2,4,11.3,12,5,1,2.5,0.5,4,0.5,,,,,CPFMP,,,,3.25,0.5,,BurtonSP_burton10_2019_prefire_NA_270
BurtonSP,burton10,2019,prefire,,90,0,2,2,4,11.3,13,6,0,5,1,3.5,1,,,,,CPFMP,,,,4.25,1,,BurtonSP_burton10_2019_prefire_NA_90
