site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,duff2_cm,litter2_cm,fuel1_cm,fuel2_cm,fuel3_cm,notes,project,burnpile_ht_m,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth
frenchmeadows,fm19-11,2019,prefire,,0,0,2,2,4,11.3,25,9,8,2,3,2,3,,,,,CPFMP,,,,2,3,,frenchmeadows_fm19-11_2019_prefire_NA_0
frenchmeadows,fm19-11,2019,prefire,,180,0,2,2,4,11.3,18,3,0,3,3,3,2,,,,,CPFMP,,,,3,2.5,,frenchmeadows_fm19-11_2019_prefire_NA_180
frenchmeadows,fm19-11,2019,prefire,,270,0,2,2,4,11.3,25,5,2,0,3,0.05,4,,,,,CPFMP,,,,0.025,3.5,,frenchmeadows_fm19-11_2019_prefire_NA_270
frenchmeadows,fm19-11,2019,prefire,,90,0,2,2,4,11.3,56,8,3,4,3,4,8,,,,,CPFMP,,,,4,5.5,,frenchmeadows_fm19-11_2019_prefire_NA_90
frenchmeadows,fm19-12,2019,prefire,,0,0,2,2,4,11.3,25,20,1,0.05,0.05,3,2,,,,,CPFMP,,,,1.525,1.025,,frenchmeadows_fm19-12_2019_prefire_NA_0
frenchmeadows,fm19-12,2019,prefire,,180,0,2,2,4,11.3,86,20,9,5,1,5,2,,,,,CPFMP,,,,5,1.5,,frenchmeadows_fm19-12_2019_prefire_NA_180
frenchmeadows,fm19-12,2019,prefire,,270,0,2,2,4,11.3,14,8,0,0.05,2,0.05,4,,,,,CPFMP,,,,0.05,3,,frenchmeadows_fm19-12_2019_prefire_NA_270
frenchmeadows,fm19-12,2019,prefire,,90,0,2,2,4,11.3,52,21,3,5,6,5,5,,,,,CPFMP,,,,5,5.5,,frenchmeadows_fm19-12_2019_prefire_NA_90
frenchmeadows,fm19-13,2019,prefire,,0,0,2,2,4,11.3,21,10,2,1,0.05,5,1,,,,,CPFMP,,,,3,0.525,,frenchmeadows_fm19-13_2019_prefire_NA_0
frenchmeadows,fm19-13,2019,prefire,,180,0,2,2,4,11.3,13,13,4,8,3,2,1,,,,,CPFMP,,,,5,2,,frenchmeadows_fm19-13_2019_prefire_NA_180
frenchmeadows,fm19-13,2019,prefire,,270,0,2,2,4,11.3,36,13,6,8,0.5,8,0.05,,,,,CPFMP,,,,8,0.275,,frenchmeadows_fm19-13_2019_prefire_NA_270
frenchmeadows,fm19-13,2019,prefire,,90,0,2,2,4,11.3,26,3,1,6.5,1,11,1,,,,,CPFMP,,,,8.75,1,,frenchmeadows_fm19-13_2019_prefire_NA_90
frenchmeadows,fm19-14,2019,prefire,,0,0,2,2,4,11.3,2,0,0,0,0.05,0,0.05,,,,,CPFMP,,,,0,0.05,,frenchmeadows_fm19-14_2019_prefire_NA_0
frenchmeadows,fm19-14,2019,prefire,,180,0,2,2,4,11.3,5,2,0,0,2,0,0.05,,,,,CPFMP,,,,0,1.025,,frenchmeadows_fm19-14_2019_prefire_NA_180
frenchmeadows,fm19-14,2019,prefire,,270,0,2,2,4,11.3,8,9,0,0.05,2.5,4,1,,,,,CPFMP,,,,2.025,1.75,,frenchmeadows_fm19-14_2019_prefire_NA_270
frenchmeadows,fm19-14,2019,prefire,,90,0,2,2,4,11.3,20,6,1,2,3,1,2,,,,,CPFMP,,,,1.5,2.5,,frenchmeadows_fm19-14_2019_prefire_NA_90
frenchmeadows,fm19-15,2019,prefire,,0,0,2,2,4,11.3,28,3,3,3,5,1,3,,,,,CPFMP,,,,2,4,,frenchmeadows_fm19-15_2019_prefire_NA_0
frenchmeadows,fm19-15,2019,prefire,,180,0,2,2,4,11.3,6,4,2,0.05,2,3,4,,,,,CPFMP,,,,1.525,3,,frenchmeadows_fm19-15_2019_prefire_NA_180
frenchmeadows,fm19-15,2019,prefire,,270,0,2,2,4,11.3,19,30,6,5,4,1,2,,,,,CPFMP,,,,3,3,,frenchmeadows_fm19-15_2019_prefire_NA_270
frenchmeadows,fm19-15,2019,prefire,,90,0,2,2,4,11.3,39,19,8,5,2,1,5,,,,,CPFMP,,,,3,3.5,,frenchmeadows_fm19-15_2019_prefire_NA_90
frenchmeadows,fm19-16,2019,prefire,,0,0,2,2,4,11.3,26,7,3,0.05,0.05,0.5,1,,,,,CPFMP,,,,0.275,0.525,,frenchmeadows_fm19-16_2019_prefire_NA_0
frenchmeadows,fm19-16,2019,prefire,,180,0,2,2,4,11.3,44,14,8,2.5,0.05,12,4,,,,,CPFMP,,,,7.25,2.025,,frenchmeadows_fm19-16_2019_prefire_NA_180
frenchmeadows,fm19-16,2019,prefire,,270,0,2,2,4,11.3,137,37,5,4,0.5,6,2,,,,,CPFMP,,,,5,1.25,,frenchmeadows_fm19-16_2019_prefire_NA_270
frenchmeadows,fm19-16,2019,prefire,,90,0,2,2,4,11.3,73,27,2,2,1,5,2,,,,,CPFMP,,,,3.5,1.5,,frenchmeadows_fm19-16_2019_prefire_NA_90
frenchmeadows,fm19-17,2019,prefire,,0,0,2,2,4,11.3,8,1,0,3,12.5,1,1,,,,,CPFMP,,,,2,6.75,,frenchmeadows_fm19-17_2019_prefire_NA_0
frenchmeadows,fm19-17,2019,prefire,,180,0,2,2,4,11.3,8,1,0,5,2,1,1,,,,,CPFMP,,,,3,1.5,,frenchmeadows_fm19-17_2019_prefire_NA_180
frenchmeadows,fm19-17,2019,prefire,,270,0,2,2,4,11.3,8,1,0,4,5,3,7,,,,,CPFMP,,,,3.5,6,,frenchmeadows_fm19-17_2019_prefire_NA_270
frenchmeadows,fm19-17,2019,prefire,,90,0,2,2,4,11.3,4,1,0,4,7,7,7,,,,,CPFMP,,,,5.5,7,,frenchmeadows_fm19-17_2019_prefire_NA_90
frenchmeadows,fm19-18,2019,prefire,,0,0,2,2,4,11.3,10,5,1,11,4,8,6,,,,,CPFMP,,,,9.5,5,,frenchmeadows_fm19-18_2019_prefire_NA_0
frenchmeadows,fm19-18,2019,prefire,,180,0,2,2,4,11.3,11,5,5,5,15,3,5,,,,,CPFMP,,,,4,10,,frenchmeadows_fm19-18_2019_prefire_NA_180
frenchmeadows,fm19-18,2019,prefire,,270,0,2,2,4,11.3,11,10,3,2.5,0.5,3,1,,,,,CPFMP,,,,2.75,0.75,,frenchmeadows_fm19-18_2019_prefire_NA_270
frenchmeadows,fm19-18,2019,prefire,,90,0,2,2,4,11.3,12,8,4,6,4,4.5,3,,,,,CPFMP,,,,5.25,3.5,,frenchmeadows_fm19-18_2019_prefire_NA_90
frenchmeadows,fm19-19,2019,prefire,,0,0,2,2,4,11.3,2,6,1,2,3.5,3,1.5,,,,,CPFMP,,,,2.5,2.5,,frenchmeadows_fm19-19_2019_prefire_NA_0
frenchmeadows,fm19-19,2019,prefire,,180,0,2,2,4,11.3,24,14,2,3,0.05,2,2,,,,,CPFMP,,,,2.5,1.025,,frenchmeadows_fm19-19_2019_prefire_NA_180
frenchmeadows,fm19-19,2019,prefire,,270,0,2,2,4,11.3,30,8,5,8,2,2.5,0.05,,,,,CPFMP,,,,5.25,1.025,,frenchmeadows_fm19-19_2019_prefire_NA_270
frenchmeadows,fm19-19,2019,prefire,,90,0,2,2,4,11.3,45,15,7,3,1,2.5,2.5,,,,,CPFMP,,,,2.75,1.75,,frenchmeadows_fm19-19_2019_prefire_NA_90
frenchmeadows,fm19-2,2019,prefire,,0,0,2,2,4,11.3,19,13,3,1,5,2,4,,,,,CPFMP,,,,1.5,4.5,,frenchmeadows_fm19-2_2019_prefire_NA_0
frenchmeadows,fm19-2,2019,prefire,,180,0,2,2,4,11.3,49,10,1,4,5,2,6,,,,,CPFMP,,,,3,5.5,,frenchmeadows_fm19-2_2019_prefire_NA_180
frenchmeadows,fm19-2,2019,prefire,,270,0,2,2,4,11.3,19,3,1,5,2,5,3,,,,,CPFMP,,,,5,2.5,,frenchmeadows_fm19-2_2019_prefire_NA_270
frenchmeadows,fm19-2,2019,prefire,,90,0,2,2,4,11.3,20,10,3,4,1,4,3,,,,,CPFMP,,,,4,2,,frenchmeadows_fm19-2_2019_prefire_NA_90
frenchmeadows,fm19-20,2019,prefire,,0,0,2,2,4,11.3,78,28,10,3,2,0,3,,,,,CPFMP,,,,1.5,2.5,,frenchmeadows_fm19-20_2019_prefire_NA_0
frenchmeadows,fm19-20,2019,prefire,,180,0,2,2,4,11.3,88,17,3,4,2,2,6,,,,,CPFMP,,,,3,4,,frenchmeadows_fm19-20_2019_prefire_NA_180
frenchmeadows,fm19-20,2019,prefire,,270,0,2,2,4,11.3,60,26,3,5,2,5,3,,,,,CPFMP,,,,5,2.5,,frenchmeadows_fm19-20_2019_prefire_NA_270
frenchmeadows,fm19-20,2019,prefire,,90,0,2,2,4,11.3,36,16,2,4,3,3,5,,,,,CPFMP,,,,3.5,4,,frenchmeadows_fm19-20_2019_prefire_NA_90
frenchmeadows,fm19-20,2021,postfire,immediate,90,0,2,2,4,11.3,0,0,0,0,0.5,0,0,0.2,0,,,CPFMP,,,,0,0.25,0.1,frenchmeadows_fm19-20_2021_postfire_immediate_90
frenchmeadows,fm19-20,2021,postfire,immediate,0,0,2,2,4,11.3,2,1,0,0,0,0,0.1,0.1,1,,,CPFMP,,,,0,0.05,0.55,frenchmeadows_fm19-20_2021_postfire_immediate_0
frenchmeadows,fm19-20,2021,postfire,immediate,180,0,2,2,4,11.3,0,0,0,0,2,0,0,2.2,0,,,CPFMP,,,,0,1,1.1,frenchmeadows_fm19-20_2021_postfire_immediate_180
frenchmeadows,fm19-20,2021,postfire,immediate,270,0,2,2,4,11.3,0,2,0,0,0,0,0,0.1,0.3,,,CPFMP,,,,0,0,0.2,frenchmeadows_fm19-20_2021_postfire_immediate_270
frenchmeadows,fm19-21,2019,prefire,,0,0,2,2,4,11.3,24,9,2,1,2.5,4,0.05,,,,,CPFMP,,,,2.5,1.275,,frenchmeadows_fm19-21_2019_prefire_NA_0
frenchmeadows,fm19-21,2019,prefire,,180,0,2,2,4,11.3,4,2,4,0.05,0.05,2,0.05,,,,,CPFMP,,,,1.025,0.05,,frenchmeadows_fm19-21_2019_prefire_NA_180
frenchmeadows,fm19-21,2019,prefire,,270,0,2,2,4,11.3,5,3,1,3,5,3,0.05,,,,,CPFMP,,,,3,2.525,,frenchmeadows_fm19-21_2019_prefire_NA_270
frenchmeadows,fm19-21,2019,prefire,,90,0,2,2,4,11.3,39,10,6,0.05,2,2,4,,,,,CPFMP,,,,1.025,3,,frenchmeadows_fm19-21_2019_prefire_NA_90
frenchmeadows,fm19-3,2019,prefire,,0,0,2,2,4,11.3,58,24,3,6,3,10,2,,,,,CPFMP,,,,8,2.5,,frenchmeadows_fm19-3_2019_prefire_NA_0
frenchmeadows,fm19-3,2019,prefire,,180,0,2,2,4,11.3,37,10,2,15,0.05,5,4,,,,,CPFMP,,,,10,2.025,,frenchmeadows_fm19-3_2019_prefire_NA_180
frenchmeadows,fm19-3,2019,prefire,,270,0,2,2,4,11.3,11,7,2,5.5,4.5,8.5,4,,,,,CPFMP,,,,7,4.25,,frenchmeadows_fm19-3_2019_prefire_NA_270
frenchmeadows,fm19-3,2019,prefire,,90,0,2,2,4,11.3,26,5,3,4,5,3,2.5,,,,,CPFMP,,,,3.5,3.75,,frenchmeadows_fm19-3_2019_prefire_NA_90
frenchmeadows,fm19-3,2021,postfire,immediate,90,0,2,2,4,11.3,0,0,0,0,0.5,0,0,0.3,0.3,,,CPFMP,,,,0,0.25,0.3,frenchmeadows_fm19-3_2021_postfire_immediate_90
frenchmeadows,fm19-3,2021,postfire,immediate,0,0,2,2,4,11.3,0,0,0,8,4.5,0,0,5.8,0,,,CPFMP,,,,4,2.25,2.9,frenchmeadows_fm19-3_2021_postfire_immediate_0
frenchmeadows,fm19-3,2021,postfire,immediate,180,0,2,2,4,11.3,0,0,1,0,0,0,0,0,1.1,,,CPFMP,,,,0,0,0.55,frenchmeadows_fm19-3_2021_postfire_immediate_180
frenchmeadows,fm19-3,2021,postfire,immediate,270,0,2,2,4,11.3,13,1,0,0,3,0,0,3.2,0.3,,,CPFMP,,,,0,1.5,1.75,frenchmeadows_fm19-3_2021_postfire_immediate_270
frenchmeadows,fm19-4,2019,prefire,,0,0,2,2,4,11.3,2,1,3,3,1,0,1.5,,,,,CPFMP,,,,1.5,1.25,,frenchmeadows_fm19-4_2019_prefire_NA_0
frenchmeadows,fm19-4,2019,prefire,,180,0,2,2,4,11.3,14,9,4,5,0.5,7,1,,,,,CPFMP,,,,6,0.75,,frenchmeadows_fm19-4_2019_prefire_NA_180
frenchmeadows,fm19-4,2019,prefire,,270,0,2,2,4,11.3,32,14,1,0,0.5,6.5,3,,,,,CPFMP,,,,3.25,1.75,,frenchmeadows_fm19-4_2019_prefire_NA_270
frenchmeadows,fm19-4,2019,prefire,,90,0,2,2,4,11.3,24,6,1,2,3,1,3,,,,,CPFMP,,,,1.5,3,,frenchmeadows_fm19-4_2019_prefire_NA_90
frenchmeadows,fm19-5,2019,prefire,,0,0,2,2,4,11.3,59,20,3,3,1,7,3,,,,,CPFMP,,,,5,2,,frenchmeadows_fm19-5_2019_prefire_NA_0
frenchmeadows,fm19-5,2019,prefire,,180,0,2,2,4,11.3,41,22,1,2,2,6,4,,,,,CPFMP,,,,4,3,,frenchmeadows_fm19-5_2019_prefire_NA_180
frenchmeadows,fm19-5,2019,prefire,,270,0,2,2,4,11.3,152,10,3,0,0.5,6,3,,,,,CPFMP,,,,3,1.75,,frenchmeadows_fm19-5_2019_prefire_NA_270
frenchmeadows,fm19-5,2019,prefire,,90,0,2,2,4,11.3,80,25,2,8,0.5,9,1,,,,,CPFMP,,,,8.5,0.75,,frenchmeadows_fm19-5_2019_prefire_NA_90
frenchmeadows,fm19-6,2019,prefire,,0,0,2,2,4,11.3,1,1,0,0,0,0,0,,,,,CPFMP,,,,0,0,,frenchmeadows_fm19-6_2019_prefire_NA_0
frenchmeadows,fm19-6,2019,prefire,,180,0,2,2,4,11.3,10,15,0,2,1,3,2,,,,,CPFMP,,,,2.5,1.5,,frenchmeadows_fm19-6_2019_prefire_NA_180
frenchmeadows,fm19-6,2019,prefire,,270,0,2,2,4,11.3,2,2,0,0,0.05,1,4,,,,,CPFMP,,,,0.5,2.025,,frenchmeadows_fm19-6_2019_prefire_NA_270
frenchmeadows,fm19-6,2019,prefire,,90,0,2,2,4,11.3,6,0,2,3,3,0,1,,,,,CPFMP,,,,1.5,2,,frenchmeadows_fm19-6_2019_prefire_NA_90
frenchmeadows,fm19-6,2021,postfire,immediate,90,0,2,2,4,11.3,4,0,0,0,1.9,0,0.8,1.5,1.8,,,CPFMP,,,,0,1.35,1.65,frenchmeadows_fm19-6_2021_postfire_immediate_90
frenchmeadows,fm19-6,2021,postfire,immediate,0,0,2,2,4,11.3,4,0,0,0,1,0,3.2,1,2.3,,,CPFMP,,,,0,2.1,1.65,frenchmeadows_fm19-6_2021_postfire_immediate_0
frenchmeadows,fm19-6,2021,postfire,immediate,180,0,2,2,4,11.3,0,1,0,5,2.8,3.3,2.6,2.4,1.9,,,CPFMP,,,,4.15,2.7,2.15,frenchmeadows_fm19-6_2021_postfire_immediate_180
frenchmeadows,fm19-6,2021,postfire,immediate,270,0,2,2,4,11.3,1,1,0,0,0.7,0,3,0.8,3.4,,,CPFMP,,,,0,1.85,2.1,frenchmeadows_fm19-6_2021_postfire_immediate_270
frenchmeadows,fm19-7,2019,prefire,,0,0,2,2,4,11.3,24,2,0,0.05,5,0.5,0.05,,,,,CPFMP,,,,0.275,2.525,,frenchmeadows_fm19-7_2019_prefire_NA_0
frenchmeadows,fm19-7,2019,prefire,,180,0,2,2,4,11.3,88,32,0,6,3,4,2,,,,,CPFMP,,,,5,2.5,,frenchmeadows_fm19-7_2019_prefire_NA_180
frenchmeadows,fm19-7,2019,prefire,,270,0,2,2,4,11.3,18,6,5,2,3,2,0.5,,,,,CPFMP,,,,2,1.75,,frenchmeadows_fm19-7_2019_prefire_NA_270
frenchmeadows,fm19-7,2019,prefire,,90,0,2,2,4,11.3,2,3,0,2,3,2,4,,,,,CPFMP,,,,2,3.5,,frenchmeadows_fm19-7_2019_prefire_NA_90
frenchmeadows,fm19-7,2021,postfire,immediate,90,0,2,2,4,11.3,18,5,0,9.3,13,11,15,9.3,30,,,CPFMP,,,,10.15,14,19.65,frenchmeadows_fm19-7_2021_postfire_immediate_90
frenchmeadows,fm19-7,2021,postfire,immediate,0,0,2,2,4,11.3,7,3,0,0,4.4,1.2,40,0,0.7,,,CPFMP,,,,0.6,22.2,0.35,frenchmeadows_fm19-7_2021_postfire_immediate_0
frenchmeadows,fm19-7,2021,postfire,immediate,180,0,2,2,4,11.3,5,1,0,0,0.5,0,3.2,0.3,2.4,,,CPFMP,,,,0,1.85,1.35,frenchmeadows_fm19-7_2021_postfire_immediate_180
frenchmeadows,fm19-7,2021,postfire,immediate,270,0,2,2,4,11.3,18,5,3,7,1.4,0,4,1.8,5.7,,,CPFMP,,,,3.5,2.7,3.75,frenchmeadows_fm19-7_2021_postfire_immediate_270
frenchmeadows,fm19-8,2019,prefire,,0,0,2,2,4,11.3,47,21,3,2,1,3,2,,,,,CPFMP,,,,2.5,1.5,,frenchmeadows_fm19-8_2019_prefire_NA_0
frenchmeadows,fm19-8,2019,prefire,,180,0,2,2,4,11.3,19,5,1,0,1,3,3,,,,,CPFMP,,,,1.5,2,,frenchmeadows_fm19-8_2019_prefire_NA_180
frenchmeadows,fm19-8,2019,prefire,,270,0,2,2,4,11.3,67,20,0,7,2,3,4,,,,,CPFMP,,,,5,3,,frenchmeadows_fm19-8_2019_prefire_NA_270
frenchmeadows,fm19-8,2019,prefire,,90,0,2,2,4,11.3,11,7,0,1,5,2,5,,,,,CPFMP,,,,1.5,5,,frenchmeadows_fm19-8_2019_prefire_NA_90
frenchmeadows,fm19-9,2019,prefire,,0,0,2,2,4,11.3,3,1,0,0.05,1,1,1,,,,,CPFMP,,,,0.525,1,,frenchmeadows_fm19-9_2019_prefire_NA_0
frenchmeadows,fm19-9,2019,prefire,,180,0,2,2,4,11.3,4,0,0,0.5,0.5,0.05,0.05,,,,,CPFMP,,,,0.275,0.275,,frenchmeadows_fm19-9_2019_prefire_NA_180
frenchmeadows,fm19-9,2019,prefire,,270,0,2,2,4,11.3,47,5,0,0,0.05,0,0.05,,,,,CPFMP,,,,0,0.05,,frenchmeadows_fm19-9_2019_prefire_NA_270
frenchmeadows,fm19-9,2019,prefire,,90,0,2,2,4,11.3,59,20,0,4,1,0,0.05,,,,,CPFMP,,,,2,0.525,,frenchmeadows_fm19-9_2019_prefire_NA_90
frenchmeadows,fm37,2020,prefire,,90,0,2,2,4,11.3,0,0,0,0,0,0,1.2,0.3,2,,,CPFMP,,,,0,0.6,1.15,frenchmeadows_fm37_2020_prefire_NA_90
frenchmeadows,fm37,2020,prefire,,0,0,2,2,4,11.3,0,0,0,0.5,1.2,0.5,3.4,7.3,33.6,,,CPFMP,,,,0.5,2.3,20.45,frenchmeadows_fm37_2020_prefire_NA_0
frenchmeadows,fm37,2020,prefire,,180,0,2,2,4,11.3,39,28,5,11.8,4.2,0,2.7,18.4,3,,,CPFMP,,,,5.9,3.45,10.7,frenchmeadows_fm37_2020_prefire_NA_180
frenchmeadows,fm37,2020,prefire,,270,0,2,2,4,11.3,21,11,1,11.3,4.3,0,1.1,15.5,9.5,,,CPFMP,,,,5.65,2.7,12.5,frenchmeadows_fm37_2020_prefire_NA_270
frenchmeadows,fm38,2020,prefire,,90,0,2,2,4,11.3,25,7,3,6,4.8,2.4,2.2,10.8,4.8,,,CPFMP,,,,4.2,3.5,7.8,frenchmeadows_fm38_2020_prefire_NA_90
frenchmeadows,fm38,2020,prefire,,0,0,2,2,4,11.3,15,5,2,0.5,1.2,0.5,3.4,7.3,33.6,,,CPFMP,,,,0.5,2.3,20.45,frenchmeadows_fm38_2020_prefire_NA_0
frenchmeadows,fm38,2020,prefire,,180,0,2,2,4,11.3,12,4,6,11.8,4.2,0,2.7,18.4,3,,,CPFMP,,,,5.9,3.45,10.7,frenchmeadows_fm38_2020_prefire_NA_180
frenchmeadows,fm38,2020,prefire,,270,0,2,2,4,11.3,15,11,1,1.8,3.7,4.2,3,5.5,7.6,,,CPFMP,,,,3,3.35,6.55,frenchmeadows_fm38_2020_prefire_NA_270
frenchmeadows,fm38,2021,postfire,immediate,90,0,2,2,4,11.3,10,2,3,0,2.5,2,3.2,1.8,3,,,CPFMP,,,,1,2.85,2.4,frenchmeadows_fm38_2021_postfire_immediate_90
frenchmeadows,fm38,2021,postfire,immediate,0,0,2,2,4,11.3,13,3,0,2.5,1.8,4.5,2.3,2.3,2.1,,,CPFMP,,,,3.5,2.05,2.2,frenchmeadows_fm38_2021_postfire_immediate_0
frenchmeadows,fm38,2021,postfire,immediate,180,0,2,2,4,11.3,23,2,0,5,1.7,0,0.5,1.4,0.3,,,CPFMP,,,,2.5,1.1,0.85,frenchmeadows_fm38_2021_postfire_immediate_180
frenchmeadows,fm38,2021,postfire,immediate,270,0,2,2,4,11.3,11,5,3,0,1.8,2,1.5,2.9,1.3,,,CPFMP,,,,1,1.65,2.1,frenchmeadows_fm38_2021_postfire_immediate_270
frenchmeadows,fm39,2020,prefire,,90,0,2,2,4,11.3,12,7,0,17,4,0,1,42,9.2,,,CPFMP,,,,8.5,2.5,25.6,frenchmeadows_fm39_2020_prefire_NA_90
frenchmeadows,fm39,2020,prefire,,0,0,2,2,4,11.3,7,2,0,0,0.25,0,0,12.8,18.3,,,CPFMP,,,,0,0.125,15.55,frenchmeadows_fm39_2020_prefire_NA_0
frenchmeadows,fm39,2020,prefire,,180,0,2,2,4,11.3,23,4,0,8,4,2,6,16.7,28.3,,,CPFMP,,,,5,5,22.5,frenchmeadows_fm39_2020_prefire_NA_180
frenchmeadows,fm39,2020,prefire,,270,0,2,2,4,11.3,13,0,1,0,1,0,1,21.4,18.3,,,CPFMP,,,,0,1,19.85,frenchmeadows_fm39_2020_prefire_NA_270
frenchmeadows,fm39,2021,postfire,immediate,90,0,2,2,4,11.3,0,0,0,0,0,0,2.2,0,11.2,,,CPFMP,,,,0,1.1,5.6,frenchmeadows_fm39_2021_postfire_immediate_90
frenchmeadows,fm39,2021,postfire,immediate,0,0,2,2,4,11.3,0,2,0,0,0,0,0.5,0.5,1,,,CPFMP,,,,0,0.25,0.75,frenchmeadows_fm39_2021_postfire_immediate_0
frenchmeadows,fm39,2021,postfire,immediate,180,0,2,2,4,11.3,0,0,0,3.9,3,0,0.5,3.3,1,,,CPFMP,,,,1.95,1.75,2.15,frenchmeadows_fm39_2021_postfire_immediate_180
frenchmeadows,fm39,2021,postfire,immediate,270,0,2,2,4,11.3,1,1,0,0,0.2,0,0.3,1.2,0.3,,,CPFMP,,,,0,0.25,0.75,frenchmeadows_fm39_2021_postfire_immediate_270
frenchmeadows,fm40,2020,prefire,,90,0,2,2,4,11.3,85,14,1,0.5,4,7,3.5,8.7,14.5,,,CPFMP,,,,3.75,3.75,11.6,frenchmeadows_fm40_2020_prefire_NA_90
frenchmeadows,fm40,2020,prefire,,0,0,2,2,4,11.3,69,5,3,4,2,0,2,12.1,25.5,,,CPFMP,,,,2,2,18.8,frenchmeadows_fm40_2020_prefire_NA_0
frenchmeadows,fm40,2020,prefire,,180,0,2,2,4,11.3,28,1,0,1,2.5,0,1.5,5.8,5.3,,,CPFMP,,,,0.5,2,5.55,frenchmeadows_fm40_2020_prefire_NA_180
frenchmeadows,fm40,2020,prefire,,270,0,2,2,4,11.3,61,13,2,1.5,1.5,14.5,4,3.7,11.3,,,CPFMP,,,,8,2.75,7.5,frenchmeadows_fm40_2020_prefire_NA_270
frenchmeadows,fm40,2021,postfire,immediate,90,0,2,2,4,11.3,0,3,1,2,2.2,0,0.5,2,0.5,,,CPFMP,,,,1,1.35,1.25,frenchmeadows_fm40_2021_postfire_immediate_90
frenchmeadows,fm40,2021,postfire,immediate,0,0,2,2,4,11.3,13,5,1,0,2.8,0,4.1,3.2,2,,,CPFMP,,,,0,3.45,2.6,frenchmeadows_fm40_2021_postfire_immediate_0
frenchmeadows,fm40,2021,postfire,immediate,180,0,2,2,4,11.3,25,7,0,0,3.8,0,2,3.5,1.4,,,CPFMP,,,,0,2.9,2.45,frenchmeadows_fm40_2021_postfire_immediate_180
frenchmeadows,fm40,2021,postfire,immediate,270,0,2,2,4,11.3,1,0,0,1.5,1.7,0,0,1.5,0.3,,,CPFMP,,,,0.75,0.85,0.9,frenchmeadows_fm40_2021_postfire_immediate_270
frenchmeadows,fm41,2020,prefire,,90,0,2,2,4,11.3,24,4,0,0,4.8,6.7,1.8,5.4,8.4,,,CPFMP,,,,3.35,3.3,6.9,frenchmeadows_fm41_2020_prefire_NA_90
frenchmeadows,fm41,2020,prefire,,0,0,2,2,4,11.3,51,12,1,3,1.2,5.4,3.4,7.3,11.5,,,CPFMP,,,,4.2,2.3,9.4,frenchmeadows_fm41_2020_prefire_NA_0
frenchmeadows,fm41,2020,prefire,,180,0,2,2,4,11.3,18,3,1,6.9,2.2,9.3,2.4,9.3,12.3,,,CPFMP,,,,8.1,2.3,10.8,frenchmeadows_fm41_2020_prefire_NA_180
frenchmeadows,fm41,2020,prefire,,270,0,2,2,4,11.3,31,13,1,8.2,4,3.9,2.4,12.6,7.3,,,CPFMP,,,,6.05,3.2,9.95,frenchmeadows_fm41_2020_prefire_NA_270
frenchmeadows,fm42,2020,prefire,,90,0,2,2,4,11.3,14,7,1,3,1,1,1,3.4,2,,,CPFMP,,,,2,1,2.7,frenchmeadows_fm42_2020_prefire_NA_90
frenchmeadows,fm42,2020,prefire,,0,0,2,2,4,11.3,3,5,7,4.3,1.8,23.4,3.3,6.3,42,,,CPFMP,,,,13.85,2.55,24.15,frenchmeadows_fm42_2020_prefire_NA_0
frenchmeadows,fm42,2020,prefire,,180,0,2,2,4,11.3,49,7,1,5,2.2,6,1,7.5,7,,,CPFMP,,,,5.5,1.6,7.25,frenchmeadows_fm42_2020_prefire_NA_180
frenchmeadows,fm42,2020,prefire,,270,0,2,2,4,11.3,26,7,1,2.2,1.5,9.3,2.7,3.7,12.3,,,CPFMP,,,,5.75,2.1,8,frenchmeadows_fm42_2020_prefire_NA_270
frenchmeadows,fm43,2020,prefire,,90,0,2,2,4,11.3,39,31,1,2.7,2.7,5.5,18,11.2,36,,,CPFMP,,,,4.1,10.35,23.6,frenchmeadows_fm43_2020_prefire_NA_90
frenchmeadows,fm43,2020,prefire,,0,0,2,2,4,11.3,8,4,8,0,18,0.5,1,9.3,13.3,,,CPFMP,,,,0.25,9.5,11.3,frenchmeadows_fm43_2020_prefire_NA_0
frenchmeadows,fm43,2020,prefire,,180,0,2,2,4,11.3,8,5,2,0.3,1,8.7,6.7,1,18.2,,,CPFMP,,,,4.5,3.85,9.6,frenchmeadows_fm43_2020_prefire_NA_180
frenchmeadows,fm43,2020,prefire,,270,0,2,2,4,11.3,65,8,0,2.8,1.5,6.4,3.7,4.6,10,,,CPFMP,,,,4.6,2.6,7.3,frenchmeadows_fm43_2020_prefire_NA_270
frenchmeadows,fm44,2020,prefire,,90,0,2,2,4,11.3,84,18,3,4.2,2.1,7.3,3.6,6.9,18.4,,,CPFMP,,,,5.75,2.85,12.65,frenchmeadows_fm44_2020_prefire_NA_90
frenchmeadows,fm44,2020,prefire,,0,0,2,2,4,11.3,23,4,1,4,5.5,1,5.5,18.2,13,,,CPFMP,,,,2.5,5.5,15.6,frenchmeadows_fm44_2020_prefire_NA_0
