location,plot_id,species_id,status,mean_dbh,mean_ht,total_trees_acre,diameter_class
SpringsFire,springs10,pico,live,39.25454545,13.78181818,110,4
SpringsFire,springs10,pije,live,24.9,11.1,20,3
SpringsFire,springs11,pije,live,49.14,15.4,50,5
SpringsFire,springs13,pije,live,28.92,8.33,50,4
SpringsFire,springs14,pije,live,37.9,13.11,100,4
SpringsFire,springs15,pije,live,36.31428571,12.15714286,70,4
SpringsFire,springs16,pije,live,45.36,14.78,50,4
SpringsFire,springs17,pije,live,54.56666667,14.66666667,30,5
SpringsFire,springs18,pije,live,42.71111111,13.34444444,90,4
SpringsFire,springs19,pije,live,44.23333333,14.33333333,60,4
SpringsFire,springs2,pije,live,39.31666667,12.76666667,60,4
SpringsFire,springs20,pije,live,35.64166667,11.63333333,60,4
SpringsFire,springs21,pije,live,39.5125,13.5375,80,4
SpringsFire,springs22,pije,live,46.11428571,15.92857143,70,5
SpringsFire,springs23,pije,live,42.88,11.4,50,4
SpringsFire,springs24,pije,live,44.01666667,16.25,60,4
SpringsFire,springs25,pije,live,39.43333333,11.56666667,30,4
SpringsFire,springs26,pico,dead,49.7,14.5,20,5
SpringsFire,springs26,pico,live,23.04230769,11.23846154,130,3
SpringsFire,springs26,pije,live,22.72058824,8.829411765,170,3
SpringsFire,springs27,pico,dead,23.95,10.75,20,3
SpringsFire,springs27,pico,live,39.63333333,14,30,4
SpringsFire,springs27,pije,dead,10,5,10,2
SpringsFire,springs27,pije,live,24.58461538,9.584615385,130,3
SpringsFire,springs28,pije,live,24.26428571,8.494642857,280,3
SpringsFire,springs29,pije,live,41.94,14.84,50,4
SpringsFire,springs3,pije,live,40.65,11.88,100,4
SpringsFire,springs30,pico,live,35.9,13.5,10,4
SpringsFire,springs30,pije,live,20.10625,7.0359375,320,3
SpringsFire,springs37,pico,live,45.3,14.73333333,30,4
SpringsFire,springs37,pije,live,41.25384615,13.98461538,130,4
SpringsFire,springs38,pico,dead,55,15,10,5
SpringsFire,springs38,pije,live,54.625,18.7875,80,5
SpringsFire,springs39,pico,dead,55.1,13.7,10,5
SpringsFire,springs39,pico,live,42.5,13,10,4
SpringsFire,springs39,pije,live,55.5,18.5,30,5
SpringsFire,springs4,pije,live,40.63333333,11.86666667,30,4
SpringsFire,springs40,pico,live,23.07,5.98,50,3
SpringsFire,springs40,pije,live,24.98333333,7.466666667,30,3
SpringsFire,springs5,pije,live,58.88,17.6,50,5
SpringsFire,springs6,pico,dead,16.1,5.9,10,3
SpringsFire,springs6,pico,live,19.68214286,8.107142857,280,3
SpringsFire,springs7,pico,dead,12,9.4,10,3
SpringsFire,springs7,pico,live,33.17647059,14.12352941,170,4
SpringsFire,springs8,pico,live,35.28571429,12.71428571,70,4
SpringsFire,springs8,pije,live,28.8,8.84,100,4
