plot_id,location,mass,fuel_size
BM2,BearMtn,0.515609269,mass_cwd_sound
BM20,BearMtn,0.06240649,mass_1hr
BM20,BearMtn,0.843107549,mass_10hr
BM20,BearMtn,0.559154372,mass_100hr
BM20,BearMtn,16.65600191,mass_cwd_sound
BM20,BearMtn,0.386514899,mass_cwd_rotten
BM21,BearMtn,0.141693649,mass_1hr
BM21,BearMtn,0.069535515,mass_10hr
BM21,BearMtn,1.106793659,mass_100hr
BM22,BearMtn,0.050864387,mass_1hr
BM22,BearMtn,1.04303272,mass_10hr
BM22,BearMtn,1.383492073,mass_100hr
BM22,BearMtn,0.736398743,mass_cwd_sound
BM23,BearMtn,0.032698534,mass_1hr
BM23,BearMtn,1.04303272,mass_10hr
BM23,BearMtn,9.961142927,mass_100hr
BM23,BearMtn,5.417027623,mass_cwd_sound
BM24,BearMtn,0.112628285,mass_1hr
BM24,BearMtn,1.182103749,mass_10hr
BM24,BearMtn,1.383492073,mass_100hr
BM24,BearMtn,0.980858982,mass_cwd_sound
BM25,BearMtn,0.181658524,mass_1hr
BM25,BearMtn,2.572814041,mass_10hr
BM25,BearMtn,2.213587317,mass_100hr
BM25,BearMtn,16.98533881,mass_cwd_sound
BM26,BearMtn,0.094462433,mass_1hr
BM26,BearMtn,1.04303272,mass_10hr
BM26,BearMtn,1.106793659,mass_100hr
BM26,BearMtn,4.053965621,mass_cwd_sound
BM27,BearMtn,0.043598046,mass_1hr
BM27,BearMtn,0.834426176,mass_10hr
BM27,BearMtn,1.106793659,mass_100hr
BM27,BearMtn,6.817724428,mass_cwd_sound
BM3,BearMtn,0.036331705,mass_1hr
BM3,BearMtn,0.347677573,mass_10hr
BM3,BearMtn,4.703873049,mass_100hr
BM3,BearMtn,10.72908824,mass_cwd_sound
BM3,BearMtn,0.382535003,mass_cwd_rotten
BM4,BearMtn,0.079929751,mass_1hr
BM4,BearMtn,0.208606544,mass_10hr
BM4,BearMtn,0,mass_100hr
BM4,BearMtn,0.977840954,mass_cwd_sound
BM5,BearMtn,0.101728774,mass_1hr
BM5,BearMtn,0.417213088,mass_10hr
BM5,BearMtn,1.660190488,mass_100hr
BM6,BearMtn,0.04748877,mass_1hr
BM6,BearMtn,1.118635101,mass_10hr
BM6,BearMtn,2.503865332,mass_100hr
BM6,BearMtn,8.062626718,mass_cwd_sound
BM6,BearMtn,0.821586821,mass_cwd_rotten
BM7,BearMtn,0.010899511,mass_1hr
BM7,BearMtn,0.764890661,mass_10hr
BM7,BearMtn,2.766984146,mass_100hr
BM7,BearMtn,1.183187554,mass_cwd_sound
BM8,BearMtn,0.087196092,mass_1hr
BM8,BearMtn,0.625819632,mass_10hr
BM8,BearMtn,0.276698415,mass_100hr
BM9,BearMtn,0.018165852,mass_1hr
BM9,BearMtn,0.625819632,mass_10hr
BM9,BearMtn,1.936888902,mass_100hr
BM9,BearMtn,9.5339493,mass_cwd_sound
fm10-1,FrenchMeadows,0.185880881,mass_1hr
fm10-1,FrenchMeadows,1.604402309,mass_10hr
fm10-1,FrenchMeadows,2.498204288,mass_100hr
fm10-1,FrenchMeadows,4.614099423,mass_cwd_sound
fm10-1,FrenchMeadows,8.276767912,mass_cwd_rotten
fm10-10,FrenchMeadows,0.574040937,mass_1hr
fm10-10,FrenchMeadows,5.006557054,mass_10hr
fm10-10,FrenchMeadows,0.830095244,mass_100hr
fm10-10,FrenchMeadows,0.193153769,mass_cwd_sound
fm10-10,FrenchMeadows,22.569203,mass_cwd_rotten
fm10-11,FrenchMeadows,0.50437502,mass_1hr
fm10-11,FrenchMeadows,3.777366622,mass_10hr
fm10-11,FrenchMeadows,3.061879262,mass_100hr
fm10-11,FrenchMeadows,24.58610262,mass_cwd_sound
fm10-11,FrenchMeadows,13.52569612,mass_cwd_rotten
fm10-12,FrenchMeadows,0.430990929,mass_1hr
fm10-12,FrenchMeadows,1.339543324,mass_10hr
fm10-12,FrenchMeadows,1.683272434,mass_100hr
fm10-12,FrenchMeadows,10.18975954,mass_cwd_sound
fm10-12,FrenchMeadows,6.520069114,mass_cwd_rotten
fm10-13,FrenchMeadows,0.276120957,mass_1hr
fm10-13,FrenchMeadows,0.695355146,mass_10hr
fm10-13,FrenchMeadows,1.383492073,mass_100hr
fm10-13,FrenchMeadows,0.627749748,mass_cwd_sound
fm10-13,FrenchMeadows,0.273886008,mass_cwd_rotten
fm10-14,FrenchMeadows,0.341518026,mass_1hr
fm10-14,FrenchMeadows,1.877458895,mass_10hr
fm10-14,FrenchMeadows,1.660190488,mass_100hr
fm10-14,FrenchMeadows,3.420179818,mass_cwd_rotten
fm10-15,FrenchMeadows,0.536765301,mass_1hr
fm10-15,FrenchMeadows,2.155214727,mass_10hr
fm10-15,FrenchMeadows,2.57283419,mass_100hr
fm10-15,FrenchMeadows,3.760392156,mass_cwd_sound
fm10-15,FrenchMeadows,14.51071725,mass_cwd_rotten
fm10-2,FrenchMeadows,1.105374527,mass_1hr
fm10-2,FrenchMeadows,4.259565826,mass_10hr
fm10-2,FrenchMeadows,2.542474412,mass_100hr
fm10-2,FrenchMeadows,2.369501361,mass_cwd_sound
fm10-3,FrenchMeadows,0.483211675,mass_1hr
fm10-3,FrenchMeadows,2.711885071,mass_10hr
fm10-3,FrenchMeadows,2.213587317,mass_100hr
fm10-3,FrenchMeadows,0.301802764,mass_cwd_sound
fm10-3,FrenchMeadows,30.36739407,mass_cwd_rotten
fm10-4,FrenchMeadows,0.623038975,mass_1hr
fm10-4,FrenchMeadows,4.855439559,mass_10hr
fm10-4,FrenchMeadows,1.420658328,mass_100hr
fm10-4,FrenchMeadows,0.697298445,mass_cwd_sound
fm10-4,FrenchMeadows,4.466173297,mass_cwd_rotten
fm10-5,FrenchMeadows,0.257955105,mass_1hr
fm10-5,FrenchMeadows,3.615846761,mass_10hr
fm10-5,FrenchMeadows,3.59707939,mass_100hr
fm10-5,FrenchMeadows,29.08850486,mass_cwd_rotten
fm10-6,FrenchMeadows,0.773865314,mass_1hr
fm10-6,FrenchMeadows,5.354234627,mass_10hr
fm10-6,FrenchMeadows,1.936888902,mass_100hr
fm10-6,FrenchMeadows,6.171866514,mass_cwd_sound
fm10-6,FrenchMeadows,17.03752051,mass_cwd_rotten
fm10-7,FrenchMeadows,0.490478016,mass_1hr
fm10-7,FrenchMeadows,1.182103749,mass_10hr
fm10-7,FrenchMeadows,3.320380976,mass_100hr
fm10-7,FrenchMeadows,2.743387121,mass_cwd_sound
fm10-7,FrenchMeadows,21.20070101,mass_cwd_rotten
fm10-8,FrenchMeadows,0.37058339,mass_1hr
fm10-8,FrenchMeadows,1.668852351,mass_10hr
fm10-8,FrenchMeadows,1.936888902,mass_100hr
fm10-8,FrenchMeadows,0.854101821,mass_cwd_sound
fm10-8,FrenchMeadows,3.537882896,mass_cwd_rotten
fm10-9,FrenchMeadows,0.192558036,mass_1hr
fm10-9,FrenchMeadows,1.390710293,mass_10hr
