Site,year,plot_id,species_id,status,lifeform,layer_code,percent,notes
lakesdistrict,2019,burton5,pije,live,TR,TOV,10,
lakesdistrict,2019,burton5,pila,live,TR,TSE,tr,
lakesdistrict,2019,burton5,potgla,live,FB,,tr,
lakesdistrict,2019,burton5,ptan,live,FB,,tr,
lakesdistrict,2019,burton5,quva,live,SH,SL,tr,
lakesdistrict,2019,burton5,rice,live,SH,SL,0.5,
lakesdistrict,2019,burton5,rice,live,SH,SM,0.5,
lakesdistrict,2019,burton5,riro,live,SH,SL,tr,
lakesdistrict,2019,burton5,symo,live,SH,SL,0.5,
lakesdistrict,2019,burton6,abco,live,TR,TOV,46,
lakesdistrict,2019,burton6,abco,live,TR,TSE,tr,
lakesdistrict,2019,burton6,abco,live,TR,TSA,1.5,
lakesdistrict,2019,burton6,abco,dead,TR,TOV,1,
lakesdistrict,2019,burton6,abco,dead,TR,TSA,tr,
lakesdistrict,2019,burton6,abma,live,TR,TOV,15,
lakesdistrict,2019,burton6,abma,live,TR,TSE,tr,
lakesdistrict,2019,burton6,abma,dead,TR,TSA,tr,
lakesdistrict,2019,burton6,abma,dead,TR,TOV,1,
lakesdistrict,2019,burton6,amut,live,SH,SL,tr,
lakesdistrict,2019,burton6,amut,live,SH,SM,tr,
lakesdistrict,2019,burton6,apan,live,SH,SL,tr,
lakesdistrict,2019,burton6,arpa,live,SH,SL,tr,
lakesdistrict,2019,burton6,ceco,live,SH,SL,0.5,
lakesdistrict,2019,burton6,ceco,live,SH,SM,tr,
lakesdistrict,2019,burton6,ceco,dead,SH,SL,tr,
lakesdistrict,2019,burton6,cepr,live,SH,SL,0.5,
lakesdistrict,2019,burton6,chme,live,FB,,tr,
lakesdistrict,2019,burton6,chrsem,live,SH,SL,tr,
lakesdistrict,2019,burton6,chrsem,live,SH,SM,tr,
lakesdistrict,2019,burton6,cormac,live,FB,,tr,
lakesdistrict,2019,burton6,pypi,live,FB,,tr,
lakesdistrict,2019,burton6,symo,live,SH,SL,0.5,
lakesdistrict,2019,burton7,abco,live,TR,TSE,tr,
lakesdistrict,2019,burton7,abco,live,TR,TSA,tr,
lakesdistrict,2019,burton7,abco,live,TR,TOV,26,
lakesdistrict,2019,burton7,abma,live,TR,TSE,tr,
lakesdistrict,2019,burton7,abma,live,TR,TOV,4,
lakesdistrict,2019,burton7,apan,live,SH,SL,tr,
lakesdistrict,2019,burton7,arahol,live,FB,,tr,
lakesdistrict,2019,burton7,arne,live,SH,SL,6,
lakesdistrict,2019,burton7,arpa,live,SH,SL,tr,
lakesdistrict,2019,burton7,arpa,live,SH,SM,tr,
lakesdistrict,2019,burton7,ceco,live,SH,SL,13,
lakesdistrict,2019,burton7,ceco,live,SH,SM,8,
lakesdistrict,2019,burton7,cepr,live,SH,SL,8,
lakesdistrict,2019,burton7,gaydif,live,FB,,tr,
lakesdistrict,2019,burton7,penstunk,live,FB,,tr,
lakesdistrict,2019,burton7,pije,live,TR,TSE,tr,
lakesdistrict,2019,burton7,pije ,live,TR,TOV,2,
lakesdistrict,2019,burton7,ptan,live,FB,,tr,
lakesdistrict,2019,burton7,pypi,live,FB,,tr,
lakesdistrict,2019,burton8,abco,live,TR,TSE,tr,
lakesdistrict,2019,burton8,abco,live,TR,TOV,23,
lakesdistrict,2019,burton8,abma,live,TR,TSE,tr,
lakesdistrict,2019,burton8,abma,live,TR,TOV,2,
lakesdistrict,2019,burton8,arne,live,SH,SL,6,
lakesdistrict,2019,burton8,arpa,live,SH,SL,0.5,
lakesdistrict,2019,burton8,arpa,live,SH,SM,0.5,
lakesdistrict,2019,burton8,ceco,live,SH,SL,55,
lakesdistrict,2019,burton8,ceco,live,SH,SM,50,
lakesdistrict,2019,burton8,cepr,live,SH,SL,,
lakesdistrict,2019,burton8,gaydif,live,FB,,tr,
lakesdistrict,2019,burton8,phahyd,live,FB,,,
lakesdistrict,2019,burton8,pije,live,TR,TSE,tr,
lakesdistrict,2019,burton8,pypi,live,FB,,tr,
lakesdistrict,2019,burton8,symo,live,SH,SL,tr,
lakesdistrict,2019,burton9,abco,live,TR,TSE,tr,
lakesdistrict,2019,burton9,abco,live,TR,TSA,,
lakesdistrict,2019,burton9,abco,live,TR,TOV,,
lakesdistrict,2019,burton9,abco,dead,TR,TOV,,
lakesdistrict,2019,burton9,abma,live,TR,TSE,tr,
lakesdistrict,2019,burton9,abma,live,TR,TOV,,
lakesdistrict,2019,burton9,apan,live,SH,SL,tr,
lakesdistrict,2019,burton9,arahol,live,FB,,tr,
lakesdistrict,2019,burton9,arpa,live,SH,SL,1.5,
lakesdistrict,2019,burton9,ceco,live,SH,SL,5,
lakesdistrict,2019,burton9,ceco,live,SH,SM,3,
lakesdistrict,2019,burton9,cepr,live,SH,SL,5,
lakesdistrict,2019,burton9,eriurs,live,FB,,tr,
lakesdistrict,2019,burton9,gaydif,live,FB,,tr,
lakesdistrict,2019,burton9,monspp,live,FB,,tr,
lakesdistrict,2019,burton9,penstunk,live,FB,,tr,
lakesdistrict,2019,burton9,phahyd,live,FB,,tr,
lakesdistrict,2019,burton9,pije,live,TR,TSE,tr,
lakesdistrict,2019,burton9,pypi,live,FB,,tr,
lakesdistrict,2019,burton9,rice,live,SH,SL,1.5,
lakesdistrict,2019,burton9,rice,live,SH,SM,0.5,
lakesdistrict,2019,burton9,riro,live,SH,SL,tr,
lakesdistrict,2019,burton9,symo,live,SH,SL,0.5,
lakesdistrict,2019,bliss1,abco,live,TR,TOV,33,
lakesdistrict,2019,bliss1,abco,dead,TR,TOV,1,
lakesdistrict,2019,bliss1,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss1,quva,live,SH,SL,1,
lakesdistrict,2019,bliss1,quva,live,SH,SM,tr,
lakesdistrict,2019,bliss10,abco,live,TR,TOV,20,
lakesdistrict,2019,bliss10,abco,dead,TR,TOV,0,
lakesdistrict,2019,bliss10,abco,live,TR,TSA,tr,
lakesdistrict,2019,bliss10,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss10,abco,dead,TR,TSE,tr,
lakesdistrict,2019,bliss10,abma,live,TR,TSA,tr,
lakesdistrict,2019,bliss10,alvi,live,FB,,tr,
lakesdistrict,2019,bliss10,apan,live,SH,SL,tr,
lakesdistrict,2019,bliss10,ceve,live,SH,SL,tr,
lakesdistrict,2019,bliss10,ceve,live,SH,SM,tr,
lakesdistrict,2019,bliss10,chrsem,live,SH,SL,tr,
lakesdistrict,2019,bliss10,chrsem,live,SH,SM,1,
lakesdistrict,2019,bliss10,pila,live,TR,TOV,2,
lakesdistrict,2019,bliss10,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss10,ptan,dead,FB,,tr,
lakesdistrict,2019,bliss10,pypi,live,FB,,tr,
lakesdistrict,2019,bliss10,quva,live,SH,SL,tr,
lakesdistrict,2019,bliss10,quva,live,SH,SM,5,
lakesdistrict,2019,bliss10,sisrynchium,live,FB,,tr,
lakesdistrict,2019,bliss10,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss11,abco,live,TR,TOV,30,
lakesdistrict,2019,bliss11,abco,dead,TR,TOV,1,
lakesdistrict,2019,bliss11,abco,live,TR,TSA,tr,
lakesdistrict,2019,bliss11,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss11,alvi,live,FB,,tr,
lakesdistrict,2019,bliss11,alvi,dead,FB,,tr,
lakesdistrict,2019,bliss11,cade,live,TR,TOV,2,
lakesdistrict,2019,bliss11,ceve,live,SH,SL,tr,
lakesdistrict,2019,bliss11,ceve,live,SH,SM,tr,
lakesdistrict,2019,bliss11,chrsem,live,SH,SL,1,
lakesdistrict,2019,bliss11,chrsem,live,SH,SM,2,
lakesdistrict,2019,bliss11,pije,live,TR,TOV,5,
lakesdistrict,2019,bliss11,pije,live,TR,TSA,tr,
lakesdistrict,2019,bliss11,pije,live,TR,TSE,tr,
lakesdistrict,2019,bliss11,quva,live,SH,SL,5,
lakesdistrict,2019,bliss11,quva,live,SH,SM,6,
lakesdistrict,2019,bliss11,quva,dead,SH,SL,tr,
lakesdistrict,2019,bliss11,quva,dead,SH,SM,1,
lakesdistrict,2019,bliss11,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss12,abco,live,TR,TOV,1,
lakesdistrict,2019,bliss12,abco,dead,TR,TSA,1,
lakesdistrict,2019,bliss12,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss12,arpa,live,SH,SL,1,
lakesdistrict,2019,bliss12,arpa,live,SH,SM,1,
lakesdistrict,2019,bliss12,arpa,dead,SH,SL,tr,
lakesdistrict,2019,bliss12,arpa,dead,SH,SM,tr,
lakesdistrict,2019,bliss12,cade,live,TR,TOV,tr,
lakesdistrict,2019,bliss12,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss12,cepr,live,SH,SL,2,
lakesdistrict,2019,bliss12,ceve,live,SH,SL,4,
lakesdistrict,2019,bliss12,ceve,live,SH,SM,4,
lakesdistrict,2019,bliss12,chrsem,live,SH,SL,5,
lakesdistrict,2019,bliss12,chrsem,live,SH,SM,4,
lakesdistrict,2019,bliss12,chrsem,dead,SH,SL,tr,
lakesdistrict,2019,bliss12,chrsem,dead,SH,SM,tr,
lakesdistrict,2019,bliss12,gaydif,live,FB,,tr,
lakesdistrict,2019,bliss12,pije,live,TR,TOV,2,
lakesdistrict,2019,bliss12,pila,live,TR,TOV,30,
lakesdistrict,2019,bliss12,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss12,quva,live,SH,SL,2,
lakesdistrict,2019,bliss12,sisrynchium,live,FB,,tr,
lakesdistrict,2019,bliss12,symo,live,SH,SL,1,
lakesdistrict,2019,bliss13,abco,live,TR,TOV,25,
lakesdistrict,2019,bliss13,abco,dead,TR,TOV,tr,
lakesdistrict,2019,bliss13,abco,live,TR,TSA,tr,
lakesdistrict,2019,bliss13,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss13,arpa,live,SH,SL,30,
lakesdistrict,2019,bliss13,arpa,live,SH,SM,30,
lakesdistrict,2019,bliss13,cade,live,TR,TOV,2,
lakesdistrict,2019,bliss13,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss13,cepr,live,SH,SL,1,
lakesdistrict,2019,bliss13,ceve,live,SH,SL,4,
lakesdistrict,2019,bliss13,ceve,live,SH,SM,4,
lakesdistrict,2019,bliss13,ceve,dead,SH,SL,tr,
lakesdistrict,2019,bliss13,ceve,dead,SH,SM,tr,
lakesdistrict,2019,bliss13,gaydif,live,FB,,tr,
lakesdistrict,2019,bliss13,pije,dead,TR,TOV,5,
lakesdistrict,2019,bliss13,pila,live,TR,TOV,8,
lakesdistrict,2019,bliss13,pila,dead,TR,TOV,tr,
lakesdistrict,2019,bliss13,quva,live,SH,SL,25,
lakesdistrict,2019,bliss13,quva,live,SH,SM,25,
lakesdistrict,2019,bliss13,quva,live,SH,ST,25,
lakesdistrict,2019,bliss13,sisrynchium,live,FB,,tr,
lakesdistrict,2019,bliss13,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss14,abco,live,TR,TOV,13,
lakesdistrict,2019,bliss14,abco,dead,TR,TOV,10,
lakesdistrict,2019,bliss14,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss14,arpa,live,SH,SL,20,
lakesdistrict,2019,bliss14,arpa,live,SH,SM,19,
lakesdistrict,2019,bliss14,ceve,live,SH,SL,21,
lakesdistrict,2019,bliss14,ceve,live,SH,SM,21,
lakesdistrict,2019,bliss14,ceve,live,SH,ST,tr,
lakesdistrict,2019,bliss14,chrsem,live,SH,SL,1,
lakesdistrict,2019,bliss14,chrsem,live,SH,SM,tr,
lakesdistrict,2019,bliss14,gaydif,live,FB,,tr,
lakesdistrict,2019,bliss14,pije,live,TR,TOV,4,
lakesdistrict,2019,bliss14,pije,live,TR,TSE,tr,
lakesdistrict,2019,bliss14,pila,live,TR,TOV,6,
lakesdistrict,2019,bliss14,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss14,quva,live,SH,SL,3,
lakesdistrict,2019,bliss14,quva,live,SH,SM,1,
lakesdistrict,2019,bliss14,sisrynchium,live,FB,,tr,
lakesdistrict,2019,bliss14,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss15,abco,live,TR,TOV,25,
lakesdistrict,2019,bliss15,abco,live,TR,TSA,tr,
lakesdistrict,2019,bliss15,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss15,abco,dead,TR,TOV,2,
lakesdistrict,2019,bliss15,arpa,live,SH,SL,3.5,
lakesdistrict,2019,bliss15,arpa,live,SH,SM,3.5,
lakesdistrict,2019,bliss15,arpa,dead,SH,SL,tr,
lakesdistrict,2019,bliss15,arpa,dead,SH,SM,tr,
lakesdistrict,2019,bliss15,calumb,live,FB,,tr,
lakesdistrict,2019,bliss15,ceve,live,SH,SL,4,
lakesdistrict,2019,bliss15,ceve,live,SH,SM,4,
lakesdistrict,2019,bliss15,chrsem,live,SH,SL,11,
lakesdistrict,2019,bliss15,chrsem,live,SH,SM,10,
lakesdistrict,2019,bliss15,gaydiff,live,FB,,tr,
lakesdistrict,2019,bliss15,pije,live,TR,TOV,12,
lakesdistrict,2019,bliss15,pila,live,TR,TOV,9,
lakesdistrict,2019,bliss15,ptan,live,FB,,tr,
lakesdistrict,2019,bliss15,pypi,live,FB,,tr,
lakesdistrict,2019,bliss15,quva,live,SH,SL,1,
lakesdistrict,2019,bliss15,quva,live,SH,SM,1,
lakesdistrict,2019,bliss2,abco,live,TR,TOV,39,
lakesdistrict,2019,bliss2,abco,dead,TR,TOV,tr,
lakesdistrict,2019,bliss2,abco,dead,TR,TSE,tr,
lakesdistrict,2019,bliss2,arahol,live,FB,,tr,
lakesdistrict,2019,bliss2,cade,dead,TR,TOV,tr,
lakesdistrict,2019,bliss2,cade,live,TR,TOV,5,
lakesdistrict,2019,bliss2,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss2,ceco,live,SH,SL,0.5,
lakesdistrict,2019,bliss2,cepr,live,SH,SL,tr,
lakesdistrict,2019,bliss2,ceve,live,SH,SL,1,
lakesdistrict,2019,bliss2,ceve,live,SH,SM,1,
lakesdistrict,2019,bliss2,gaydif,live,FB,,tr,
lakesdistrict,2019,bliss2,pila,live,TR,TOV,2,
lakesdistrict,2019,bliss2,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss2,prem,live,SH,SL,tr,
lakesdistrict,2019,bliss2,pypi,live,FB,,tr,
lakesdistrict,2019,bliss2,quva,dead,SH,SL,1,
lakesdistrict,2019,bliss2,quva,dead,SH,SM,1,
lakesdistrict,2019,bliss2,quva,live,SH,SL,29,
lakesdistrict,2019,bliss2,quva,live,SH,SM,19,
lakesdistrict,2019,bliss2,sasa,live,FB,,tr,
lakesdistrict,2019,bliss3,abco,live,TR,TOV,33,
lakesdistrict,2019,bliss3,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss3,abco,dead,TR,TOV,tr,
lakesdistrict,2019,bliss3,amut,live,SH,SL,tr,
lakesdistrict,2019,bliss3,arpa,live,SH,SL,tr,
lakesdistrict,2019,bliss3,arpa,live,SH,SM,tr,
lakesdistrict,2019,bliss3,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss3,ceco,live,SH,SL,20,
lakesdistrict,2019,bliss3,ceco,live,SH,SM,15,
lakesdistrict,2019,bliss3,ceve,live,SH,SL,3,
lakesdistrict,2019,bliss3,ceve,live,SH,SM,2,
lakesdistrict,2019,bliss3,chrsem,live,SH,SL,5,
lakesdistrict,2019,bliss3,chrsem,live,SH,SM,5,
lakesdistrict,2019,bliss3,pije,live,TR,TOV,2,
lakesdistrict,2019,bliss3,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss3,pypi,live,FB,,tr,
lakesdistrict,2019,bliss3,quva,live,SH,SL,12,
lakesdistrict,2019,bliss3,quva,live,SH,SM,12,
lakesdistrict,2019,bliss3,quva,live,SH,ST,tr,
lakesdistrict,2019,bliss3,sasc,live,SH,SL,tr,
lakesdistrict,2019,bliss3,sasc,live,SH,SM,tr,
lakesdistrict,2019,bliss3,sasc,live,SH,ST,tr,
lakesdistrict,2019,bliss4,abco,dead,TR,TOV,tr,
lakesdistrict,2019,bliss4,abco,live,TR,TOV,12,
lakesdistrict,2019,bliss4,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss4,cade,live,TR,TOV,3,
lakesdistrict,2019,bliss4,pila,live,TR,TOV,15,
lakesdistrict,2019,bliss4,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss4,ptan,live,FB,,tr,
lakesdistrict,2019,bliss4,pypi,live,FB,,tr,
lakesdistrict,2019,bliss4,quva,dead,SH,SL,tr,
lakesdistrict,2019,bliss4,quva,dead,SH,SM,tr,
lakesdistrict,2019,bliss4,quva,live,SH,SL,34,
lakesdistrict,2019,bliss4,quva,live,SH,SM,35,
lakesdistrict,2019,bliss4,quva,live,SH,ST,tr,
lakesdistrict,2019,bliss4,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss5,abco,live,TR,TOV,8,
lakesdistrict,2019,bliss5,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss5,amut,live,SH,SL,tr,
lakesdistrict,2019,bliss5,amut,live,SH,SM,tr,
lakesdistrict,2019,bliss5,arpa,live,SH,SL,1,
lakesdistrict,2019,bliss5,arpa,live,SH,SM,1,
lakesdistrict,2019,bliss5,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss5,ceco,live,SH,SL,37,
lakesdistrict,2019,bliss5,ceco,live,SH,SM,29,
lakesdistrict,2019,bliss5,ceve,live,SH,SL,1,
lakesdistrict,2019,bliss5,ceve,live,SH,SM,1,
lakesdistrict,2019,bliss5,chrsem,live,SH,SL,2,
lakesdistrict,2019,bliss5,chrsem,live,SH,SM,2,
lakesdistrict,2019,bliss5,pije,live,TR,TOV,13,
lakesdistrict,2019,bliss5,pila,live,TR,TOV,20,
lakesdistrict,2019,bliss5,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss5,pypi,live,FB,,tr,
lakesdistrict,2019,bliss5,quva,live,SH,SL,,
lakesdistrict,2019,bliss5,quva,live,SH,SM,,
lakesdistrict,2019,bliss5,riro,live,SH,SL,tr,
lakesdistrict,2019,bliss5,sasc,live,SH,ST,tr,
lakesdistrict,2019,bliss5,sasc,live,SH,SM,0.5,
lakesdistrict,2019,bliss5,sasc,live,SH,SL,0.5,
lakesdistrict,2019,bliss5,sisrynchium,live,FB,,tr,
lakesdistrict,2019,bliss5,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss6,abco,live,TR,TSA,tr,
lakesdistrict,2019,bliss6,abco,live,TR,TOV,4,
lakesdistrict,2019,bliss6,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss6,abma,live,TR,TOV,tr,
lakesdistrict,2019,bliss6,arpa,live,SH,SL,1,
lakesdistrict,2019,bliss6,arpa,live,SH,SM,1,
lakesdistrict,2019,bliss6,cade,dead,TR,TOV,tr,
lakesdistrict,2019,bliss6,chrsem,live,SH,SL,3,
lakesdistrict,2019,bliss6,pije,live,TR,TOV,2,
lakesdistrict,2019,bliss6,pila,live,TR,TOV,6,
lakesdistrict,2019,bliss6,quva,live,SH,SL,65,
lakesdistrict,2019,bliss6,quva,live,SH,SM,62,
lakesdistrict,2019,bliss6,quva,dead,SH,SL,1,
lakesdistrict,2019,bliss6,quva,dead,SH,SM,1,
lakesdistrict,2019,bliss6,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss7,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss7,abco,live,TR,TOV,32,
lakesdistrict,2019,bliss7,abco,dead,TR,TSA,tr,
lakesdistrict,2019,bliss7,alvi,live,FB,,tr,
lakesdistrict,2019,bliss7,cade,live,TR,TSE,tr,
lakesdistrict,2019,bliss7,pije,live,TR,TSE,tr,
lakesdistrict,2019,bliss7,pije,live,TR,TOV,22,
lakesdistrict,2019,bliss7,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss7,pila,live,TR,TOV,11,
lakesdistrict,2019,bliss7,pila,dead,TR,TSA,tr,
lakesdistrict,2019,bliss7,ptan,live,FB,,tr,
lakesdistrict,2019,bliss7,pypi,live,FB,,tr,
lakesdistrict,2019,bliss7,quva,live,SH,SL,tr,
lakesdistrict,2019,bliss7,sasa,dead,FB,,tr,
lakesdistrict,2019,bliss8,abco,live,TR,TOV,2,
lakesdistrict,2019,bliss8,abco,live,TR,TSE,6,
lakesdistrict,2019,bliss8,apan,live,SH,SL,tr,
lakesdistrict,2019,bliss8,arpa,live,SH,SL,1,
lakesdistrict,2019,bliss8,arpa,live,SH,SM,1,
lakesdistrict,2019,bliss8,ceco,live,SH,SL,31,
lakesdistrict,2019,bliss8,ceco,live,SH,SM,28,
lakesdistrict,2019,bliss8,ceco,live,SH,ST,1,
lakesdistrict,2019,bliss8,ceve,live,SH,SL,10,
lakesdistrict,2019,bliss8,ceve,live,SH,SM,10,
lakesdistrict,2019,bliss8,ceve,live,SH,ST,1,
lakesdistrict,2019,bliss8,pije,live,TR,TOV,2,
lakesdistrict,2019,bliss8,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss8,pipo,live,TR,TSA,tr,
lakesdistrict,2019,bliss8,ptan,live,FB,,tr,
lakesdistrict,2019,bliss8,pypi,live,FB,,tr,
lakesdistrict,2019,bliss8,quva,live,SH,SL,1,
lakesdistrict,2019,bliss8,quva,live,SH,SM,1,
lakesdistrict,2019,bliss8,sasc,live,SH,SL,3,
lakesdistrict,2019,bliss8,sasc,live,SH,SM,3,
lakesdistrict,2019,bliss8,sasc,live,SH,ST,2,
lakesdistrict,2019,bliss8,symo,live,SH,SL,tr,
lakesdistrict,2019,bliss8,unkfb1,live,FB,,tr,
lakesdistrict,2019,bliss9,abco,live,TR,TOV,5,
lakesdistrict,2019,bliss9,abco,live,TR,TSE,tr,
lakesdistrict,2019,bliss9,apan,live,SH,SL,tr,
lakesdistrict,2019,bliss9,arpa,live,SH,SL,31,
lakesdistrict,2019,bliss9,arpa,live,SH,SM,26,
lakesdistrict,2019,bliss9,arpa,dead,SH,SL,3,
lakesdistrict,2019,bliss9,ceco,live,SH,SL,4,
lakesdistrict,2019,bliss9,ceco,live,SH,SM,3,
lakesdistrict,2019,bliss9,cein,live,SH,SL,4,
lakesdistrict,2019,bliss9,cein,live,SH,SM,1,
lakesdistrict,2019,bliss9,cepr,live,SH,SL,tr,
lakesdistrict,2019,bliss9,ceve,live,SH,SL,18,
lakesdistrict,2019,bliss9,ceve,live,SH,SM,13,
lakesdistrict,2019,bliss9,ceve,live,SH,ST,1,
lakesdistrict,2019,bliss9,chrsem,live,SH,SL,2,
lakesdistrict,2019,bliss9,chrsem,live,SH,SM,2,
lakesdistrict,2019,bliss9,gaydif,live,FB,,tr,
lakesdistrict,2019,bliss9,pila,live,TR,TOV,5,
lakesdistrict,2019,bliss9,pila,live,TR,TSA,tr,
lakesdistrict,2019,bliss9,pila,live,TR,TSE,tr,
lakesdistrict,2019,bliss9,prem,live,SH,SL,tr,
lakesdistrict,2019,bliss9,quva,live,SH,SL,16,
lakesdistrict,2019,bliss9,quva,live,SH,SM,15,
lakesdistrict,2019,bliss9,quva,live,SH,ST,5,
lakesdistrict,2019,bliss9,quva,dead,SH,SL,3,
lakesdistrict,2019,bliss9,raru,live,SH,SL,tr,
lakesdistrict,2019,bliss9,rhru,live,SH,SL,tr,
lakesdistrict,2019,bliss9,riro,live,SH,SL,tr,
