plot_id,location.x,fuel_size,mass,burnunit,location.y,burn
BM17,BearMtn,total_fuel,19.119397001,BM6,bearmtn,yes
BM18,BearMtn,mass_1hr,0.15259316,BM6,bearmtn,yes
BM18,BearMtn,mass_10hr,1.738387866,BM6,bearmtn,yes
BM18,BearMtn,mass_100hr,1.383492073,BM6,bearmtn,yes
BM18,BearMtn,mass_cwd_sound,3.16591099,BM6,bearmtn,yes
BM18,BearMtn,mass_cwd_rotten,0,BM6,bearmtn,yes
BM18,BearMtn,total_fuel,6.440384089,BM6,bearmtn,yes
BM19,BearMtn,mass_1hr,0.047231216,BM6,bearmtn,yes
BM19,BearMtn,mass_10hr,0.834426176,BM6,bearmtn,yes
BM19,BearMtn,mass_100hr,0,BM6,bearmtn,yes
BM19,BearMtn,mass_cwd_sound,8.922768524,BM6,bearmtn,yes
BM19,BearMtn,mass_cwd_rotten,0,BM6,bearmtn,yes
BM19,BearMtn,total_fuel,9.804425916,BM6,bearmtn,yes
BM2,BearMtn,mass_1hr,0.066110293,BM5,bearmtn,yes
BM2,BearMtn,mass_10hr,0.140587746,BM5,bearmtn,yes
BM2,BearMtn,mass_100hr,0.279716104,BM5,bearmtn,yes
BM2,BearMtn,mass_cwd_sound,0.515609269,BM5,bearmtn,yes
BM2,BearMtn,mass_cwd_rotten,0,BM5,bearmtn,yes
BM2,BearMtn,total_fuel,1.002023412,BM5,bearmtn,yes
BM20,BearMtn,mass_1hr,0.06240649,BM6,bearmtn,yes
BM20,BearMtn,mass_10hr,0.843107549,BM6,bearmtn,yes
BM20,BearMtn,mass_100hr,0.559154372,BM6,bearmtn,yes
BM20,BearMtn,mass_cwd_sound,16.65600191,BM6,bearmtn,yes
BM20,BearMtn,mass_cwd_rotten,0.386514899,BM6,bearmtn,yes
BM20,BearMtn,total_fuel,18.50718522,BM6,bearmtn,yes
BM21,BearMtn,mass_1hr,0.141693649,BM6,bearmtn,yes
BM21,BearMtn,mass_10hr,0.069535515,BM6,bearmtn,yes
BM21,BearMtn,mass_100hr,1.106793659,BM6,bearmtn,yes
BM21,BearMtn,mass_cwd_sound,0,BM6,bearmtn,yes
BM21,BearMtn,mass_cwd_rotten,0,BM6,bearmtn,yes
BM21,BearMtn,total_fuel,1.318022823,BM6,bearmtn,yes
BM22,BearMtn,mass_1hr,0.050864387,BM7,bearmtn,yes
BM22,BearMtn,mass_10hr,1.04303272,BM7,bearmtn,yes
BM22,BearMtn,mass_100hr,1.383492073,BM7,bearmtn,yes
BM22,BearMtn,mass_cwd_sound,0.736398743,BM7,bearmtn,yes
BM22,BearMtn,mass_cwd_rotten,0,BM7,bearmtn,yes
BM22,BearMtn,total_fuel,3.213787923,BM7,bearmtn,yes
BM23,BearMtn,mass_1hr,0.032698534,BM7,bearmtn,yes
BM23,BearMtn,mass_10hr,1.04303272,BM7,bearmtn,yes
BM23,BearMtn,mass_100hr,9.961142927,BM7,bearmtn,yes
BM23,BearMtn,mass_cwd_sound,5.417027623,BM7,bearmtn,yes
BM23,BearMtn,mass_cwd_rotten,0,BM7,bearmtn,yes
BM23,BearMtn,total_fuel,16.453901804,BM7,bearmtn,yes
BM24,BearMtn,mass_1hr,0.112628285,BM7,bearmtn,yes
BM24,BearMtn,mass_10hr,1.182103749,BM7,bearmtn,yes
BM24,BearMtn,mass_100hr,1.383492073,BM7,bearmtn,yes
BM24,BearMtn,mass_cwd_sound,0.980858982,BM7,bearmtn,yes
BM24,BearMtn,mass_cwd_rotten,0,BM7,bearmtn,yes
BM24,BearMtn,total_fuel,3.659083089,BM7,bearmtn,yes
BM25,BearMtn,mass_1hr,0.181658524,BM7,bearmtn,yes
BM25,BearMtn,mass_10hr,2.572814041,BM7,bearmtn,yes
BM25,BearMtn,mass_100hr,2.213587317,BM7,bearmtn,yes
BM25,BearMtn,mass_cwd_sound,16.98533881,BM7,bearmtn,yes
BM25,BearMtn,mass_cwd_rotten,0,BM7,bearmtn,yes
BM25,BearMtn,total_fuel,21.953398692,BM7,bearmtn,yes
BM26,BearMtn,mass_1hr,0.094462433,BM7,bearmtn,yes
BM26,BearMtn,mass_10hr,1.04303272,BM7,bearmtn,yes
BM26,BearMtn,mass_100hr,1.106793659,BM7,bearmtn,yes
BM26,BearMtn,mass_cwd_sound,4.053965621,BM7,bearmtn,yes
BM26,BearMtn,mass_cwd_rotten,0,BM7,bearmtn,yes
BM26,BearMtn,total_fuel,6.298254433,BM7,bearmtn,yes
BM27,BearMtn,mass_1hr,0.043598046,BM7,bearmtn,yes
BM27,BearMtn,mass_10hr,0.834426176,BM7,bearmtn,yes
BM27,BearMtn,mass_100hr,1.106793659,BM7,bearmtn,yes
BM27,BearMtn,mass_cwd_sound,6.817724428,BM7,bearmtn,yes
BM27,BearMtn,mass_cwd_rotten,0,BM7,bearmtn,yes
BM27,BearMtn,total_fuel,8.802542309,BM7,bearmtn,yes
BM3,BearMtn,mass_1hr,0.036331705,BM5,bearmtn,yes
BM3,BearMtn,mass_10hr,0.347677573,BM5,bearmtn,yes
BM3,BearMtn,mass_100hr,4.703873049,BM5,bearmtn,yes
BM3,BearMtn,mass_cwd_sound,10.72908824,BM5,bearmtn,yes
BM3,BearMtn,mass_cwd_rotten,0.382535003,BM5,bearmtn,yes
BM3,BearMtn,total_fuel,16.19950557,BM5,bearmtn,yes
BM4,BearMtn,mass_1hr,0.079929751,BM5,bearmtn,yes
BM4,BearMtn,mass_10hr,0.208606544,BM5,bearmtn,yes
BM4,BearMtn,mass_100hr,0,BM5,bearmtn,yes
BM4,BearMtn,mass_cwd_sound,0.977840954,BM5,bearmtn,yes
BM4,BearMtn,mass_cwd_rotten,0,BM5,bearmtn,yes
BM4,BearMtn,total_fuel,1.266377249,BM5,bearmtn,yes
BM5,BearMtn,mass_1hr,0.101728774,BM5,bearmtn,yes
BM5,BearMtn,mass_10hr,0.417213088,BM5,bearmtn,yes
BM5,BearMtn,mass_100hr,1.660190488,BM5,bearmtn,yes
BM5,BearMtn,mass_cwd_sound,0,BM5,bearmtn,yes
BM5,BearMtn,mass_cwd_rotten,0,BM5,bearmtn,yes
BM5,BearMtn,total_fuel,2.17913235,BM5,bearmtn,yes
BM6,BearMtn,mass_1hr,0.04748877,BM5,bearmtn,yes
BM6,BearMtn,mass_10hr,1.118635101,BM5,bearmtn,yes
BM6,BearMtn,mass_100hr,2.503865332,BM5,bearmtn,yes
BM6,BearMtn,mass_cwd_sound,8.062626718,BM5,bearmtn,yes
BM6,BearMtn,mass_cwd_rotten,0.821586821,BM5,bearmtn,yes
BM6,BearMtn,total_fuel,12.554202742,BM5,bearmtn,yes
BM7,BearMtn,mass_1hr,0.010899511,BM5,bearmtn,yes
BM7,BearMtn,mass_10hr,0.764890661,BM5,bearmtn,yes
BM7,BearMtn,mass_100hr,2.766984146,BM5,bearmtn,yes
BM7,BearMtn,mass_cwd_sound,1.183187554,BM5,bearmtn,yes
BM7,BearMtn,mass_cwd_rotten,0,BM5,bearmtn,yes
BM7,BearMtn,total_fuel,4.725961872,BM5,bearmtn,yes
BM8,BearMtn,mass_1hr,0.087196092,BM4,bearmtn,yes
BM8,BearMtn,mass_10hr,0.625819632,BM4,bearmtn,yes
BM8,BearMtn,mass_100hr,0.276698415,BM4,bearmtn,yes
BM8,BearMtn,mass_cwd_sound,0,BM4,bearmtn,yes
BM8,BearMtn,mass_cwd_rotten,0,BM4,bearmtn,yes
BM8,BearMtn,total_fuel,0.989714139,BM4,bearmtn,yes
BM9,BearMtn,mass_1hr,0.018165852,BM4,bearmtn,yes
BM9,BearMtn,mass_10hr,0.625819632,BM4,bearmtn,yes
BM9,BearMtn,mass_100hr,1.936888902,BM4,bearmtn,yes
BM9,BearMtn,mass_cwd_sound,9.5339493,BM4,bearmtn,yes
BM9,BearMtn,mass_cwd_rotten,0,BM4,bearmtn,yes
BM9,BearMtn,total_fuel,12.114823686,BM4,bearmtn,yes
fm10-1,FrenchMeadows,mass_1hr,0.185880881,FM10,frenchmeadows,no
fm10-1,FrenchMeadows,mass_10hr,1.604402309,FM10,frenchmeadows,no
fm10-1,FrenchMeadows,mass_100hr,2.498204288,FM10,frenchmeadows,no
fm10-1,FrenchMeadows,mass_cwd_sound,4.614099423,FM10,frenchmeadows,no
fm10-1,FrenchMeadows,mass_cwd_rotten,8.276767912,FM10,frenchmeadows,no
fm10-1,FrenchMeadows,total_fuel,17.179354813,FM10,frenchmeadows,no
fm10-10,FrenchMeadows,mass_1hr,0.574040937,FM10,frenchmeadows,no
fm10-10,FrenchMeadows,mass_10hr,5.006557054,FM10,frenchmeadows,no
fm10-10,FrenchMeadows,mass_100hr,0.830095244,FM10,frenchmeadows,no
fm10-10,FrenchMeadows,mass_cwd_sound,0.193153769,FM10,frenchmeadows,no
fm10-10,FrenchMeadows,mass_cwd_rotten,22.569203,FM10,frenchmeadows,no
fm10-10,FrenchMeadows,total_fuel,29.173050004,FM10,frenchmeadows,no
fm10-11,FrenchMeadows,mass_1hr,0.50437502,FM10,frenchmeadows,no
fm10-11,FrenchMeadows,mass_10hr,3.777366622,FM10,frenchmeadows,no
fm10-11,FrenchMeadows,mass_100hr,3.061879262,FM10,frenchmeadows,no
fm10-11,FrenchMeadows,mass_cwd_sound,24.58610262,FM10,frenchmeadows,no
fm10-11,FrenchMeadows,mass_cwd_rotten,13.52569612,FM10,frenchmeadows,no
fm10-11,FrenchMeadows,total_fuel,45.455419644,FM10,frenchmeadows,no
fm10-12,FrenchMeadows,mass_1hr,0.430990929,FM10,frenchmeadows,no
fm10-12,FrenchMeadows,mass_10hr,1.339543324,FM10,frenchmeadows,no
fm10-12,FrenchMeadows,mass_100hr,1.683272434,FM10,frenchmeadows,no
fm10-12,FrenchMeadows,mass_cwd_sound,10.18975954,FM10,frenchmeadows,no
fm10-12,FrenchMeadows,mass_cwd_rotten,6.520069114,FM10,frenchmeadows,no
fm10-12,FrenchMeadows,total_fuel,20.163635341,FM10,frenchmeadows,no
fm10-13,FrenchMeadows,mass_1hr,0.276120957,FM10,frenchmeadows,no
fm10-13,FrenchMeadows,mass_10hr,0.695355146,FM10,frenchmeadows,no
fm10-13,FrenchMeadows,mass_100hr,1.383492073,FM10,frenchmeadows,no
fm10-13,FrenchMeadows,mass_cwd_sound,0.627749748,FM10,frenchmeadows,no
fm10-13,FrenchMeadows,mass_cwd_rotten,0.273886008,FM10,frenchmeadows,no
fm10-13,FrenchMeadows,total_fuel,3.256603932,FM10,frenchmeadows,no
fm10-14,FrenchMeadows,mass_1hr,0.341518026,FM10,frenchmeadows,no
fm10-14,FrenchMeadows,mass_10hr,1.877458895,FM10,frenchmeadows,no
fm10-14,FrenchMeadows,mass_100hr,1.660190488,FM10,frenchmeadows,no
fm10-14,FrenchMeadows,mass_cwd_sound,0,FM10,frenchmeadows,no
fm10-14,FrenchMeadows,mass_cwd_rotten,3.420179818,FM10,frenchmeadows,no
fm10-14,FrenchMeadows,total_fuel,7.299347227,FM10,frenchmeadows,no
fm10-15,FrenchMeadows,mass_1hr,0.536765301,FM10,frenchmeadows,no
fm10-15,FrenchMeadows,mass_10hr,2.155214727,FM10,frenchmeadows,no
fm10-15,FrenchMeadows,mass_100hr,2.57283419,FM10,frenchmeadows,no
fm10-15,FrenchMeadows,mass_cwd_sound,3.760392156,FM10,frenchmeadows,no
fm10-15,FrenchMeadows,mass_cwd_rotten,14.51071725,FM10,frenchmeadows,no
fm10-15,FrenchMeadows,total_fuel,23.535923624,FM10,frenchmeadows,no
fm10-2,FrenchMeadows,mass_1hr,1.105374527,FM10,frenchmeadows,no
fm10-2,FrenchMeadows,mass_10hr,4.259565826,FM10,frenchmeadows,no
fm10-2,FrenchMeadows,mass_100hr,2.542474412,FM10,frenchmeadows,no
fm10-2,FrenchMeadows,mass_cwd_sound,2.369501361,FM10,frenchmeadows,no
fm10-2,FrenchMeadows,mass_cwd_rotten,0,FM10,frenchmeadows,no
fm10-2,FrenchMeadows,total_fuel,10.276916126,FM10,frenchmeadows,no
fm10-3,FrenchMeadows,mass_1hr,0.483211675,FM10,frenchmeadows,no
fm10-3,FrenchMeadows,mass_10hr,2.711885071,FM10,frenchmeadows,no
fm10-3,FrenchMeadows,mass_100hr,2.213587317,FM10,frenchmeadows,no
fm10-3,FrenchMeadows,mass_cwd_sound,0.301802764,FM10,frenchmeadows,no
fm10-3,FrenchMeadows,mass_cwd_rotten,30.36739407,FM10,frenchmeadows,no
fm10-3,FrenchMeadows,total_fuel,36.077880897,FM10,frenchmeadows,no
fm10-4,FrenchMeadows,mass_1hr,0.623038975,FM10,frenchmeadows,no
fm10-4,FrenchMeadows,mass_10hr,4.855439559,FM10,frenchmeadows,no
fm10-4,FrenchMeadows,mass_100hr,1.420658328,FM10,frenchmeadows,no
fm10-4,FrenchMeadows,mass_cwd_sound,0.697298445,FM10,frenchmeadows,no
fm10-4,FrenchMeadows,mass_cwd_rotten,4.466173297,FM10,frenchmeadows,no
fm10-4,FrenchMeadows,total_fuel,12.062608604,FM10,frenchmeadows,no
fm10-5,FrenchMeadows,mass_1hr,0.257955105,FM10,frenchmeadows,no
fm10-5,FrenchMeadows,mass_10hr,3.615846761,FM10,frenchmeadows,no
fm10-5,FrenchMeadows,mass_100hr,3.59707939,FM10,frenchmeadows,no
fm10-5,FrenchMeadows,mass_cwd_sound,0,FM10,frenchmeadows,no
fm10-5,FrenchMeadows,mass_cwd_rotten,29.08850486,FM10,frenchmeadows,no
fm10-5,FrenchMeadows,total_fuel,36.559386116,FM10,frenchmeadows,no
fm10-6,FrenchMeadows,mass_1hr,0.773865314,FM10,frenchmeadows,no
fm10-6,FrenchMeadows,mass_10hr,5.354234627,FM10,frenchmeadows,no
fm10-6,FrenchMeadows,mass_100hr,1.936888902,FM10,frenchmeadows,no
fm10-6,FrenchMeadows,mass_cwd_sound,6.171866514,FM10,frenchmeadows,no
fm10-6,FrenchMeadows,mass_cwd_rotten,17.03752051,FM10,frenchmeadows,no
fm10-6,FrenchMeadows,total_fuel,31.274375867,FM10,frenchmeadows,no
fm10-7,FrenchMeadows,mass_1hr,0.490478016,FM10,frenchmeadows,no
fm10-7,FrenchMeadows,mass_10hr,1.182103749,FM10,frenchmeadows,no
fm10-7,FrenchMeadows,mass_100hr,3.320380976,FM10,frenchmeadows,no
fm10-7,FrenchMeadows,mass_cwd_sound,2.743387121,FM10,frenchmeadows,no
fm10-7,FrenchMeadows,mass_cwd_rotten,21.20070101,FM10,frenchmeadows,no
fm10-7,FrenchMeadows,total_fuel,28.937050872,FM10,frenchmeadows,no
fm10-8,FrenchMeadows,mass_1hr,0.37058339,FM10,frenchmeadows,no
fm10-8,FrenchMeadows,mass_10hr,1.668852351,FM10,frenchmeadows,no
fm10-8,FrenchMeadows,mass_100hr,1.936888902,FM10,frenchmeadows,no
fm10-8,FrenchMeadows,mass_cwd_sound,0.854101821,FM10,frenchmeadows,no
fm10-8,FrenchMeadows,mass_cwd_rotten,3.537882896,FM10,frenchmeadows,no
fm10-8,FrenchMeadows,total_fuel,8.36830936,FM10,frenchmeadows,no
fm10-9,FrenchMeadows,mass_1hr,0.192558036,FM10,frenchmeadows,no
fm10-9,FrenchMeadows,mass_10hr,1.390710293,FM10,frenchmeadows,no
fm10-9,FrenchMeadows,mass_100hr,1.383492073,FM10,frenchmeadows,no
fm10-9,FrenchMeadows,mass_cwd_sound,19.31537687,FM10,frenchmeadows,no
fm10-9,FrenchMeadows,mass_cwd_rotten,20.52107891,FM10,frenchmeadows,no
fm10-9,FrenchMeadows,total_fuel,42.803216182,FM10,frenchmeadows,no
fm19-1,FrenchMeadows,mass_1hr,0.29428681,FM19a,frenchmeadows,no
fm19-1,FrenchMeadows,mass_10hr,2.711885071,FM19a,frenchmeadows,no
fm19-1,FrenchMeadows,mass_100hr,2.490285732,FM19a,frenchmeadows,no
fm19-1,FrenchMeadows,mass_cwd_sound,7.46660037,FM19a,frenchmeadows,no
fm19-1,FrenchMeadows,mass_cwd_rotten,10.50556557,FM19a,frenchmeadows,no
fm19-1,FrenchMeadows,total_fuel,23.468623553,FM19a,frenchmeadows,no
fm19-10,FrenchMeadows,mass_1hr,0.532145275,FM19b,frenchmeadows,no
fm19-10,FrenchMeadows,mass_10hr,1.758520953,FM19b,frenchmeadows,no
fm19-10,FrenchMeadows,mass_100hr,1.749393681,FM19b,frenchmeadows,no
fm19-10,FrenchMeadows,mass_cwd_sound,22.97686095,FM19b,frenchmeadows,no
fm19-10,FrenchMeadows,mass_cwd_rotten,13.41641967,FM19b,frenchmeadows,no
fm19-10,FrenchMeadows,total_fuel,40.433340529,FM19b,frenchmeadows,no
fm19-11,FrenchMeadows,mass_1hr,0.473211666,FM19b,frenchmeadows,no
fm19-11,FrenchMeadows,mass_10hr,1.825974303,FM19b,frenchmeadows,no
fm19-11,FrenchMeadows,mass_100hr,3.778313611,FM19b,frenchmeadows,no
fm19-11,FrenchMeadows,mass_cwd_sound,3.716927098,FM19b,frenchmeadows,no
fm19-11,FrenchMeadows,mass_cwd_rotten,0,FM19b,frenchmeadows,no
fm19-11,FrenchMeadows,total_fuel,9.794426678,FM19b,frenchmeadows,no
fm19-12,FrenchMeadows,mass_1hr,0.655906799,FM19b,frenchmeadows,no
fm19-12,FrenchMeadows,mass_10hr,4.893717018,FM19b,frenchmeadows,no
fm19-12,FrenchMeadows,mass_100hr,3.668876657,FM19b,frenchmeadows,no
fm19-12,FrenchMeadows,mass_cwd_sound,1.23130684,FM19b,frenchmeadows,no
fm19-12,FrenchMeadows,mass_cwd_rotten,2.828157898,FM19b,frenchmeadows,no
fm19-12,FrenchMeadows,total_fuel,13.277965212,FM19b,frenchmeadows,no
fm19-13,FrenchMeadows,mass_1hr,0.357943077,FM19b,frenchmeadows,no
fm19-13,FrenchMeadows,mass_10hr,2.783096314,FM19b,frenchmeadows,no
fm19-13,FrenchMeadows,mass_100hr,3.691534903,FM19b,frenchmeadows,no
fm19-13,FrenchMeadows,mass_cwd_sound,1.827393937,FM19b,frenchmeadows,no
fm19-13,FrenchMeadows,mass_cwd_rotten,25.59667855,FM19b,frenchmeadows,no
fm19-13,FrenchMeadows,total_fuel,34.256646781,FM19b,frenchmeadows,no
fm19-14,FrenchMeadows,mass_1hr,0.129042098,FM19b,frenchmeadows,no
fm19-14,FrenchMeadows,mass_10hr,1.199590969,FM19b,frenchmeadows,no
fm19-14,FrenchMeadows,mass_100hr,0.280791698,FM19b,frenchmeadows,no
fm19-14,FrenchMeadows,mass_cwd_sound,0.885112854,FM19b,frenchmeadows,no
fm19-14,FrenchMeadows,mass_cwd_rotten,0,FM19b,frenchmeadows,no
fm19-14,FrenchMeadows,total_fuel,2.494537619,FM19b,frenchmeadows,no
fm19-15,FrenchMeadows,mass_1hr,0.341639715,FM19c,frenchmeadows,no
fm19-15,FrenchMeadows,mass_10hr,3.980058412,FM19c,frenchmeadows,no
fm19-15,FrenchMeadows,mass_100hr,5.373472338,FM19c,frenchmeadows,no
fm19-15,FrenchMeadows,mass_cwd_sound,13.78401803,FM19c,frenchmeadows,no
fm19-15,FrenchMeadows,mass_cwd_rotten,14.26140401,FM19c,frenchmeadows,no
fm19-15,FrenchMeadows,total_fuel,37.740592505,FM19c,frenchmeadows,no
fm19-16,FrenchMeadows,mass_1hr,1.065381447,FM19c,frenchmeadows,no
fm19-16,FrenchMeadows,mass_10hr,6.189946841,FM19c,frenchmeadows,no
fm19-16,FrenchMeadows,mass_100hr,5.216034993,FM19c,frenchmeadows,no
fm19-16,FrenchMeadows,mass_cwd_sound,3.486262183,FM19c,frenchmeadows,no
fm19-16,FrenchMeadows,mass_cwd_rotten,2.429795153,FM19c,frenchmeadows,no
fm19-16,FrenchMeadows,total_fuel,18.387420617,FM19c,frenchmeadows,no
fm19-17,FrenchMeadows,mass_1hr,0.101728774,FM19c,frenchmeadows,no
fm19-17,FrenchMeadows,mass_10hr,0.278142059,FM19c,frenchmeadows,no
fm19-17,FrenchMeadows,mass_100hr,0,FM19c,frenchmeadows,no
fm19-17,FrenchMeadows,mass_cwd_sound,0,FM19c,frenchmeadows,no
fm19-17,FrenchMeadows,mass_cwd_rotten,0.144865327,FM19c,frenchmeadows,no
fm19-17,FrenchMeadows,total_fuel,0.52473616,FM19c,frenchmeadows,no
fm19-18,FrenchMeadows,mass_1hr,0.161880937,FM19c,frenchmeadows,no
fm19-18,FrenchMeadows,mass_10hr,1.971614305,FM19c,frenchmeadows,no
fm19-18,FrenchMeadows,mass_100hr,3.642564737,FM19c,frenchmeadows,no
fm19-18,FrenchMeadows,mass_cwd_sound,6.779395304,FM19c,frenchmeadows,no
fm19-18,FrenchMeadows,mass_cwd_rotten,3.425034859,FM19c,frenchmeadows,no
fm19-18,FrenchMeadows,total_fuel,15.980490142,FM19c,frenchmeadows,no
fm19-19,FrenchMeadows,mass_1hr,0.373058589,FM19c,frenchmeadows,no
fm19-19,FrenchMeadows,mass_10hr,3.03980007,FM19c,frenchmeadows,no
fm19-19,FrenchMeadows,mass_100hr,4.219566363,FM19c,frenchmeadows,no
fm19-19,FrenchMeadows,mass_cwd_sound,5.973915228,FM19c,frenchmeadows,no
fm19-19,FrenchMeadows,mass_cwd_rotten,19.19661049,FM19c,frenchmeadows,no
fm19-19,FrenchMeadows,total_fuel,32.80295074,FM19c,frenchmeadows,no
fm19-2,FrenchMeadows,mass_1hr,0.39818359,FM19a,frenchmeadows,no
fm19-2,FrenchMeadows,mass_10hr,2.564029254,FM19a,frenchmeadows,no
fm19-2,FrenchMeadows,mass_100hr,2.267307683,FM19a,frenchmeadows,no
fm19-2,FrenchMeadows,mass_cwd_sound,2.294371903,FM19a,frenchmeadows,no
fm19-2,FrenchMeadows,mass_cwd_rotten,32.32850724,FM19a,frenchmeadows,no
fm19-2,FrenchMeadows,total_fuel,39.85239967,FM19a,frenchmeadows,no
fm19-20,FrenchMeadows,mass_1hr,0.978829905,FM19c,frenchmeadows,no
fm19-20,FrenchMeadows,mass_10hr,6.220797813,FM19c,frenchmeadows,no
fm19-20,FrenchMeadows,mass_100hr,5.121525464,FM19c,frenchmeadows,no
fm19-20,FrenchMeadows,mass_cwd_sound,10.8441957,FM19c,frenchmeadows,no
fm19-20,FrenchMeadows,mass_cwd_rotten,0.595860506,FM19c,frenchmeadows,no
fm19-20,FrenchMeadows,total_fuel,23.761209388,FM19c,frenchmeadows,no
fm19-21,FrenchMeadows,mass_1hr,0.266271864,FM19c,frenchmeadows,no
fm19-21,FrenchMeadows,mass_10hr,1.698732204,FM19c,frenchmeadows,no
fm19-21,FrenchMeadows,mass_100hr,3.661483051,FM19c,frenchmeadows,no
fm19-21,FrenchMeadows,mass_cwd_sound,13.3726933,FM19c,frenchmeadows,no
fm19-21,FrenchMeadows,mass_cwd_rotten,4.085652722,FM19c,frenchmeadows,no
fm19-21,FrenchMeadows,total_fuel,23.084833141,FM19c,frenchmeadows,no
fm19-3,FrenchMeadows,mass_1hr,0.489257452,FM19a,frenchmeadows,no
fm19-3,FrenchMeadows,mass_10hr,3.263189127,FM19a,frenchmeadows,no
fm19-3,FrenchMeadows,mass_100hr,2.822827964,FM19a,frenchmeadows,no
fm19-3,FrenchMeadows,mass_cwd_sound,46.12711058,FM19a,frenchmeadows,no
fm19-3,FrenchMeadows,mass_cwd_rotten,45.6402535,FM19a,frenchmeadows,no
fm19-3,FrenchMeadows,total_fuel,98.342638623,FM19a,frenchmeadows,no
fm19-4,FrenchMeadows,mass_1hr,0.266809545,FM19a,frenchmeadows,no
fm19-4,FrenchMeadows,mass_10hr,2.127703052,FM19a,frenchmeadows,no
fm19-4,FrenchMeadows,mass_100hr,2.539991532,FM19a,frenchmeadows,no
fm19-4,FrenchMeadows,mass_cwd_sound,33.95328611,FM19a,frenchmeadows,no
fm19-4,FrenchMeadows,mass_cwd_rotten,0,FM19a,frenchmeadows,no
fm19-4,FrenchMeadows,total_fuel,38.887790239,FM19a,frenchmeadows,no
fm19-5,FrenchMeadows,mass_1hr,1.227809153,FM19a,frenchmeadows,no
fm19-5,FrenchMeadows,mass_10hr,5.450099153,FM19a,frenchmeadows,no
fm19-5,FrenchMeadows,mass_100hr,2.534872882,FM19a,frenchmeadows,no
fm19-5,FrenchMeadows,mass_cwd_sound,4.749410486,FM19a,frenchmeadows,no
fm19-5,FrenchMeadows,mass_cwd_rotten,0,FM19a,frenchmeadows,no
fm19-5,FrenchMeadows,total_fuel,13.962191674,FM19a,frenchmeadows,no
fm19-6,FrenchMeadows,mass_1hr,0.072277252,FM19a,frenchmeadows,no
fm19-6,FrenchMeadows,mass_10hr,1.310513305,FM19a,frenchmeadows,no
fm19-6,FrenchMeadows,mass_100hr,0.579427259,FM19a,frenchmeadows,no
fm19-6,FrenchMeadows,mass_cwd_sound,0,FM19a,frenchmeadows,no
fm19-6,FrenchMeadows,mass_cwd_rotten,0,FM19a,frenchmeadows,no
fm19-6,FrenchMeadows,total_fuel,1.962217816,FM19a,frenchmeadows,no
fm19-7,FrenchMeadows,mass_1hr,0.4911586,FM19a,frenchmeadows,no
fm19-7,FrenchMeadows,mass_10hr,3.062225528,FM19a,frenchmeadows,no
fm19-7,FrenchMeadows,mass_100hr,1.41689843,FM19a,frenchmeadows,no
fm19-7,FrenchMeadows,mass_cwd_sound,15.8408735,FM19a,frenchmeadows,no
fm19-7,FrenchMeadows,mass_cwd_rotten,13.10233419,FM19a,frenchmeadows,no
fm19-7,FrenchMeadows,total_fuel,33.913490248,FM19a,frenchmeadows,no
fm19-8,FrenchMeadows,mass_1hr,0.543818443,FM19b,frenchmeadows,no
fm19-8,FrenchMeadows,mass_10hr,3.830788768,FM19b,frenchmeadows,no
fm19-8,FrenchMeadows,mass_100hr,1.150462123,FM19b,frenchmeadows,no
fm19-8,FrenchMeadows,mass_cwd_sound,7.594928054,FM19b,frenchmeadows,no
fm19-8,FrenchMeadows,mass_cwd_rotten,39.76278938,FM19b,frenchmeadows,no
fm19-8,FrenchMeadows,total_fuel,52.882786768,FM19b,frenchmeadows,no
fm19-9,FrenchMeadows,mass_1hr,0.426729957,FM19a,frenchmeadows,no
fm19-9,FrenchMeadows,mass_10hr,1.879182383,FM19a,frenchmeadows,no
fm19-9,FrenchMeadows,mass_100hr,0,FM19a,frenchmeadows,no
fm19-9,FrenchMeadows,mass_cwd_sound,0,FM19a,frenchmeadows,no
fm19-9,FrenchMeadows,mass_cwd_rotten,2.117463321,FM19a,frenchmeadows,no
fm19-9,FrenchMeadows,total_fuel,4.423375661,FM19a,frenchmeadows,no
bliss1,LakesDistrict,mass_1hr,0.314856704,BL_north,lakesdistrict,no
bliss1,LakesDistrict,mass_10hr,1.471481087,BL_north,lakesdistrict,no
bliss1,LakesDistrict,mass_100hr,0.836482081,BL_north,lakesdistrict,no
bliss1,LakesDistrict,mass_cwd_sound,5.942599856,BL_north,lakesdistrict,no
bliss1,LakesDistrict,mass_cwd_rotten,35.63963258,BL_north,lakesdistrict,no
bliss1,LakesDistrict,total_fuel,44.205052308,BL_north,lakesdistrict,no
bliss2,LakesDistrict,mass_1hr,0.276120957,BL_north,lakesdistrict,no
bliss2,LakesDistrict,mass_10hr,1.738387866,BL_north,lakesdistrict,no
bliss2,LakesDistrict,mass_100hr,1.936888902,BL_north,lakesdistrict,no
bliss2,LakesDistrict,mass_cwd_sound,0,BL_north,lakesdistrict,no
bliss2,LakesDistrict,mass_cwd_rotten,58.59632693,BL_north,lakesdistrict,no
bliss2,LakesDistrict,total_fuel,62.547724655,BL_north,lakesdistrict,no
bliss3,LakesDistrict,mass_1hr,0.251021186,BL_north,lakesdistrict,no
bliss3,LakesDistrict,mass_10hr,1.766291457,BL_north,lakesdistrict,no
bliss3,LakesDistrict,mass_100hr,2.249118533,BL_north,lakesdistrict,no
