plot_id,location,fuel_size,mass
fm10-14,FrenchMeadows,mass_cwd_rotten,3.4201798178395
fm10-14,FrenchMeadows,total_fuel,7.29934722661999
fm10-15,FrenchMeadows,mass_1hr,0.536765301132017
fm10-15,FrenchMeadows,mass_10hr,2.1552147273721
fm10-15,FrenchMeadows,mass_100hr,2.57283419011549
fm10-15,FrenchMeadows,mass_cwd_sound,3.76039215638454
fm10-15,FrenchMeadows,mass_cwd_rotten,14.5107172452525
fm10-15,FrenchMeadows,total_fuel,23.5359236202567
fm10-2,FrenchMeadows,mass_1hr,1.10537452726502
fm10-2,FrenchMeadows,mass_10hr,4.25956582576458
fm10-2,FrenchMeadows,mass_100hr,2.54247441157228
fm10-2,FrenchMeadows,mass_cwd_sound,2.36950136079451
fm10-2,FrenchMeadows,mass_cwd_rotten,0
fm10-2,FrenchMeadows,total_fuel,10.2769161253964
fm10-3,FrenchMeadows,mass_1hr,0.483211674878049
fm10-3,FrenchMeadows,mass_10hr,2.71188507073171
fm10-3,FrenchMeadows,mass_100hr,2.21358731707317
fm10-3,FrenchMeadows,mass_cwd_sound,0.301802763541982
fm10-3,FrenchMeadows,mass_cwd_rotten,30.3673940675942
fm10-3,FrenchMeadows,total_fuel,36.0778808938191
fm10-4,FrenchMeadows,mass_1hr,0.623038974972633
fm10-4,FrenchMeadows,mass_10hr,4.85543955909196
fm10-4,FrenchMeadows,mass_100hr,1.42065832814873
fm10-4,FrenchMeadows,mass_cwd_sound,0.697298445034485
fm10-4,FrenchMeadows,mass_cwd_rotten,4.46617329716437
fm10-4,FrenchMeadows,total_fuel,12.0626086044122
fm10-5,FrenchMeadows,mass_1hr,0.257955104634146
fm10-5,FrenchMeadows,mass_10hr,3.61584676097561
fm10-5,FrenchMeadows,mass_100hr,3.5970793902439
fm10-5,FrenchMeadows,mass_cwd_sound,0
fm10-5,FrenchMeadows,mass_cwd_rotten,29.088504857085
fm10-5,FrenchMeadows,total_fuel,36.5593861129387
fm10-6,FrenchMeadows,mass_1hr,0.773865313902439
fm10-6,FrenchMeadows,mass_10hr,5.35423462682927
fm10-6,FrenchMeadows,mass_100hr,1.93688890243902
fm10-6,FrenchMeadows,mass_cwd_sound,6.17186651443352
fm10-6,FrenchMeadows,mass_cwd_rotten,17.0375205088537
fm10-6,FrenchMeadows,total_fuel,31.274375866458
fm10-7,FrenchMeadows,mass_1hr,0.490478015853659
fm10-7,FrenchMeadows,mass_10hr,1.18210374878049
fm10-7,FrenchMeadows,mass_100hr,3.32038097560976
fm10-7,FrenchMeadows,mass_cwd_sound,2.74338712059661
fm10-7,FrenchMeadows,mass_cwd_rotten,21.2007010051881
fm10-7,FrenchMeadows,total_fuel,28.9370508660286
fm10-8,FrenchMeadows,mass_1hr,0.370583389756098
fm10-8,FrenchMeadows,mass_10hr,1.66885235121951
fm10-8,FrenchMeadows,mass_100hr,1.93688890243902
fm10-8,FrenchMeadows,mass_cwd_sound,0.854101820823808
fm10-8,FrenchMeadows,mass_cwd_rotten,3.53788289562088
fm10-8,FrenchMeadows,total_fuel,8.36830935985932
fm10-9,FrenchMeadows,mass_1hr,0.192558035853659
fm10-9,FrenchMeadows,mass_10hr,1.39071029268293
fm10-9,FrenchMeadows,mass_100hr,1.38349207317073
fm10-9,FrenchMeadows,mass_cwd_sound,19.3153768666868
fm10-9,FrenchMeadows,mass_cwd_rotten,20.521078907037
fm10-9,FrenchMeadows,total_fuel,42.8032161754311
fm19-1,FrenchMeadows,mass_1hr,0.294286809512195
fm19-1,FrenchMeadows,mass_10hr,2.71188507073171
fm19-1,FrenchMeadows,mass_100hr,2.49028573170732
fm19-1,FrenchMeadows,mass_cwd_sound,7.46660037002862
fm19-1,FrenchMeadows,mass_cwd_rotten,10.5055655721692
fm19-1,FrenchMeadows,total_fuel,23.468623554149
fm19-10,FrenchMeadows,mass_1hr,0.532145275056821
fm19-10,FrenchMeadows,mass_10hr,1.75852095278199
fm19-10,FrenchMeadows,mass_100hr,1.74939368140076
fm19-10,FrenchMeadows,mass_cwd_sound,22.9768609488559
fm19-10,FrenchMeadows,mass_cwd_rotten,13.4164196716935
fm19-10,FrenchMeadows,total_fuel,40.433340529789
fm19-11,FrenchMeadows,mass_1hr,0.473211665846111
fm19-11,FrenchMeadows,mass_10hr,1.82597430342777
fm19-11,FrenchMeadows,mass_100hr,3.77831361055296
fm19-11,FrenchMeadows,mass_cwd_sound,3.71692709842673
fm19-11,FrenchMeadows,mass_cwd_rotten,0
fm19-11,FrenchMeadows,total_fuel,9.79442667825357
fm19-12,FrenchMeadows,mass_1hr,0.655906798818631
fm19-12,FrenchMeadows,mass_10hr,4.8937170184616
fm19-12,FrenchMeadows,mass_100hr,3.66887665743949
fm19-12,FrenchMeadows,mass_cwd_sound,1.23130684000258
fm19-12,FrenchMeadows,mass_cwd_rotten,2.82815789813093
fm19-12,FrenchMeadows,total_fuel,13.2779652128532
fm19-13,FrenchMeadows,mass_1hr,0.357943076592767
fm19-13,FrenchMeadows,mass_10hr,2.78309631365692
fm19-13,FrenchMeadows,mass_100hr,3.69153490277446
fm19-13,FrenchMeadows,mass_cwd_sound,1.82739393701051
fm19-13,FrenchMeadows,mass_cwd_rotten,25.5966785490494
fm19-13,FrenchMeadows,total_fuel,34.2566467790841
fm19-14,FrenchMeadows,mass_1hr,0.129042097947141
fm19-14,FrenchMeadows,mass_10hr,1.19959096918506
fm19-14,FrenchMeadows,mass_100hr,0.28079169846587
fm19-14,FrenchMeadows,mass_cwd_sound,0.885112854333949
fm19-14,FrenchMeadows,mass_cwd_rotten,0
fm19-14,FrenchMeadows,total_fuel,2.49453761993202
fm19-15,FrenchMeadows,mass_1hr,0.341639714942055
fm19-15,FrenchMeadows,mass_10hr,3.9800584124836
fm19-15,FrenchMeadows,mass_100hr,5.37347233766477
fm19-15,FrenchMeadows,mass_cwd_sound,13.7840180315265
fm19-15,FrenchMeadows,mass_cwd_rotten,14.2614040147319
fm19-15,FrenchMeadows,total_fuel,37.7405925113488
fm19-16,FrenchMeadows,mass_1hr,1.0653814468447
fm19-16,FrenchMeadows,mass_10hr,6.18994684052508
fm19-16,FrenchMeadows,mass_100hr,5.21603499283001
fm19-16,FrenchMeadows,mass_cwd_sound,3.4862621833777
fm19-16,FrenchMeadows,mass_cwd_rotten,2.42979515273945
fm19-16,FrenchMeadows,total_fuel,18.3874206163169
fm19-17,FrenchMeadows,mass_1hr,0.101728773658537
fm19-17,FrenchMeadows,mass_10hr,0.278142058536585
fm19-17,FrenchMeadows,mass_100hr,0
fm19-17,FrenchMeadows,mass_cwd_sound,0
fm19-17,FrenchMeadows,mass_cwd_rotten,0.144865326500151
fm19-17,FrenchMeadows,total_fuel,0.524736158695273
fm19-18,FrenchMeadows,mass_1hr,0.161880937213481
fm19-18,FrenchMeadows,mass_10hr,1.97161430453264
fm19-18,FrenchMeadows,mass_100hr,3.6425647371185
fm19-18,FrenchMeadows,mass_cwd_sound,6.77939530444417
fm19-18,FrenchMeadows,mass_cwd_rotten,3.42503485867205
fm19-18,FrenchMeadows,total_fuel,15.9804901419808
fm19-19,FrenchMeadows,mass_1hr,0.373058589040649
fm19-19,FrenchMeadows,mass_10hr,3.03980006950898
fm19-19,FrenchMeadows,mass_100hr,4.21956636348514
fm19-19,FrenchMeadows,mass_cwd_sound,5.97391522784787
fm19-19,FrenchMeadows,mass_cwd_rotten,19.1966104894865
fm19-19,FrenchMeadows,total_fuel,32.8029507393691
fm19-2,FrenchMeadows,mass_1hr,0.398183589561553
fm19-2,FrenchMeadows,mass_10hr,2.56402925406845
fm19-2,FrenchMeadows,mass_100hr,2.26730768333619
fm19-2,FrenchMeadows,mass_cwd_sound,2.29437190257203
fm19-2,FrenchMeadows,mass_cwd_rotten,32.3285072379762
fm19-2,FrenchMeadows,total_fuel,39.8523996675144
fm19-20,FrenchMeadows,mass_1hr,0.978829905270787
fm19-20,FrenchMeadows,mass_10hr,6.2207978131094
fm19-20,FrenchMeadows,mass_100hr,5.12152546360277
fm19-20,FrenchMeadows,mass_cwd_sound,10.8441956986432
fm19-20,FrenchMeadows,mass_cwd_rotten,0.595860506300208
fm19-20,FrenchMeadows,total_fuel,23.7612093869264
fm19-21,FrenchMeadows,mass_1hr,0.266271864432815
fm19-21,FrenchMeadows,mass_10hr,1.69873220355593
fm19-21,FrenchMeadows,mass_100hr,3.66148305120547
fm19-21,FrenchMeadows,mass_cwd_sound,13.3726933034934
fm19-21,FrenchMeadows,mass_cwd_rotten,4.08565272233281
fm19-21,FrenchMeadows,total_fuel,23.0848331450204
fm19-3,FrenchMeadows,mass_1hr,0.489257452036229
fm19-3,FrenchMeadows,mass_10hr,3.26318912671565
fm19-3,FrenchMeadows,mass_100hr,2.82282796428689
fm19-3,FrenchMeadows,mass_cwd_sound,46.1271105819842
fm19-3,FrenchMeadows,mass_cwd_rotten,45.6402535008657
fm19-3,FrenchMeadows,total_fuel,98.3426386258887
fm19-4,FrenchMeadows,mass_1hr,0.266809545282155
fm19-4,FrenchMeadows,mass_10hr,2.12770305150504
fm19-4,FrenchMeadows,mass_100hr,2.5399915320735
fm19-4,FrenchMeadows,mass_cwd_sound,33.9532861130712
fm19-4,FrenchMeadows,mass_cwd_rotten,0
fm19-4,FrenchMeadows,total_fuel,38.8877902419319
fm19-5,FrenchMeadows,mass_1hr,1.22780915266242
fm19-5,FrenchMeadows,mass_10hr,5.45009915307527
fm19-5,FrenchMeadows,mass_100hr,2.53487288160378
fm19-5,FrenchMeadows,mass_cwd_sound,4.74941048637739
fm19-5,FrenchMeadows,mass_cwd_rotten,0
fm19-5,FrenchMeadows,total_fuel,13.9621916737189
fm19-6,FrenchMeadows,mass_1hr,0.0722772524641039
fm19-6,FrenchMeadows,mass_10hr,1.31051330539654
fm19-6,FrenchMeadows,mass_100hr,0.579427259210314
fm19-6,FrenchMeadows,mass_cwd_sound,0
fm19-6,FrenchMeadows,mass_cwd_rotten,0
fm19-6,FrenchMeadows,total_fuel,1.96221781707096
fm19-7,FrenchMeadows,mass_1hr,0.491158599984369
fm19-7,FrenchMeadows,mass_10hr,3.06222552779739
fm19-7,FrenchMeadows,mass_100hr,1.41689842961576
fm19-7,FrenchMeadows,mass_cwd_sound,15.8408734953824
fm19-7,FrenchMeadows,mass_cwd_rotten,13.1023341945221
fm19-7,FrenchMeadows,total_fuel,33.913490247302
fm19-8,FrenchMeadows,mass_1hr,0.543818443352094
fm19-8,FrenchMeadows,mass_10hr,3.83078876785505
fm19-8,FrenchMeadows,mass_100hr,1.15046212261756
fm19-8,FrenchMeadows,mass_cwd_sound,7.59492805383243
fm19-8,FrenchMeadows,mass_cwd_rotten,39.7627893772516
fm19-8,FrenchMeadows,total_fuel,52.8827867649087
fm19-9,FrenchMeadows,mass_1hr,0.426729957426443
fm19-9,FrenchMeadows,mass_10hr,1.87918238299378
fm19-9,FrenchMeadows,mass_100hr,0
fm19-9,FrenchMeadows,mass_cwd_sound,0
fm19-9,FrenchMeadows,mass_cwd_rotten,2.11746332113857
fm19-9,FrenchMeadows,total_fuel,4.42337566155879
bliss,1,mass_1hr,0.314856704477808
bliss,1,mass_10hr,1.47148108692116
bliss,1,mass_100hr,0.836482081047618
bliss,1,mass_cwd_sound,5.94259985561599
bliss,1,mass_cwd_rotten,35.6396325783009
bliss,1,total_fuel,44.2050523063635
bliss,2,mass_1hr,0.276120957073171
bliss,2,mass_10hr,1.73838786585366
bliss,2,mass_100hr,1.93688890243902
bliss,2,mass_cwd_sound,0
bliss,2,mass_cwd_rotten,58.5963269287662
bliss,2,total_fuel,62.5477246541321
bliss,3,mass_1hr,0.25102118584325
bliss,3,mass_10hr,1.7662914566785
bliss,3,mass_100hr,2.24911853307158
bliss,3,mass_cwd_sound,25.9362139126459
bliss,3,mass_cwd_rotten,21.2874434832806
bliss,3,total_fuel,51.4900885715198
bliss,4,mass_1hr,0.140719280416007
bliss,4,mass_10hr,0.425247877729796
bliss,4,mass_100hr,1.12810855683798
bliss,4,mass_cwd_sound,37.4736536600503
bliss,4,mass_cwd_rotten,0.378366393054194
bliss,4,total_fuel,39.5460957680883
bliss,5,mass_1hr,0.0893841565641115
bliss,5,mass_10hr,1.06920617744322
bliss,5,mass_100hr,0.567283554352805
bliss,5,mass_cwd_sound,19.8402883223768
bliss,5,mass_cwd_rotten,15.2700301087122
bliss,5,total_fuel,36.8361923194491
bliss,6,mass_1hr,0.403281924146341
bliss,6,mass_10hr,1.9469944097561
bliss,6,mass_100hr,4.1504762195122
bliss,6,mass_cwd_sound,93.3553510945579
bliss,6,mass_cwd_rotten,18.3345178851754
bliss,6,total_fuel,118.190621533148
bliss10,LakesDistrict,mass_1hr,0.44687997
bliss10,LakesDistrict,mass_10hr,1.9469944097561
bliss10,LakesDistrict,mass_100hr,3.04368256097561
bliss10,LakesDistrict,mass_cwd_sound,3.72424610210805
bliss10,LakesDistrict,mass_cwd_rotten,33.1696327270815
bliss10,LakesDistrict,total_fuel,42.3314357699213
bliss11,LakesDistrict,mass_1hr,0.432347288048781
bliss11,LakesDistrict,mass_10hr,1.8079233804878
bliss11,LakesDistrict,mass_100hr,0.553396829268293
bliss11,LakesDistrict,mass_cwd_sound,0
bliss11,LakesDistrict,mass_cwd_rotten,0
bliss11,LakesDistrict,total_fuel,2.79366749780487
bliss12,LakesDistrict,mass_1hr,0.117529409776297
bliss12,LakesDistrict,mass_10hr,1.26528971369267
bliss12,LakesDistrict,mass_100hr,1.11886441426111
bliss12,LakesDistrict,mass_cwd_sound,0
bliss12,LakesDistrict,mass_cwd_rotten,0
bliss12,LakesDistrict,total_fuel,2.50168353773008
bliss13,LakesDistrict,mass_1hr,0.260482903670566
bliss13,LakesDistrict,mass_10hr,0.569760145020197
bliss13,LakesDistrict,mass_100hr,0.283401456216793
bliss13,LakesDistrict,mass_cwd_sound,0.979891253254615
bliss13,LakesDistrict,mass_cwd_rotten,0
bliss13,LakesDistrict,total_fuel,2.09353575816217
bliss14,LakesDistrict,mass_1hr,0.191957377409544
bliss14,LakesDistrict,mass_10hr,1.62498814014422
bliss14,LakesDistrict,mass_100hr,1.96797871643763
bliss14,LakesDistrict,mass_cwd_sound,15.710084227121
bliss14,LakesDistrict,mass_cwd_rotten,0
bliss14,LakesDistrict,total_fuel,19.4950084611124
bliss15,LakesDistrict,mass_1hr,0.287020468536585
bliss15,LakesDistrict,mass_10hr,2.01652992439024
bliss15,LakesDistrict,mass_100hr,2.21358731707317
bliss15,LakesDistrict,mass_cwd_sound,2.17068619649935
bliss15,LakesDistrict,mass_cwd_rotten,5.02628358458087
bliss15,LakesDistrict,total_fuel,11.7141074910802
bliss7,LakesDistrict,mass_1hr,0.254321934146342
bliss7,LakesDistrict,mass_10hr,1.8079233804878
bliss7,LakesDistrict,mass_100hr,1.10679365853659
bliss7,LakesDistrict,mass_cwd_sound,1.7051856140122
bliss7,LakesDistrict,mass_cwd_rotten,13.1974575962364
bliss7,LakesDistrict,total_fuel,18.0716821834193
bliss8,LakesDistrict,mass_1hr,0.0667406247535007
bliss8,LakesDistrict,mass_10hr,0.78060502609043
bliss8,LakesDistrict,mass_100hr,1.41191535074551
bliss8,LakesDistrict,mass_cwd_sound,3.03383129951196
bliss8,LakesDistrict,mass_cwd_rotten,3.34953455656777
bliss8,LakesDistrict,total_fuel,8.64262685766917
bliss9,LakesDistrict,mass_1hr,0.104271768032154
bliss9,LakesDistrict,mass_10hr,0.285094994903429
bliss9,LakesDistrict,mass_100hr,3.9706136833436
bliss9,LakesDistrict,mass_cwd_sound,14.9112757962969
bliss9,LakesDistrict,mass_cwd_rotten,3.39431177026181
bliss9,LakesDistrict,total_fuel,22.6655680128379
burton1,LakesDistrict,mass_1hr,0.214357058780488
burton1,LakesDistrict,mass_10hr,1.18210374878049
burton1,LakesDistrict,mass_100hr,2.76698414634146
burton1,LakesDistrict,mass_cwd_sound,1.20721105416793
burton1,LakesDistrict,mass_cwd_rotten,18.3752612582535
burton1,LakesDistrict,total_fuel,23.7459172663239
burton10,LakesDistrict,mass_1hr,0.29791998
burton10,LakesDistrict,mass_10hr,2.22513646829268
burton10,LakesDistrict,mass_100hr,0.830095243902439
burton10,LakesDistrict,mass_cwd_sound,9.09029923788448
burton10,LakesDistrict,mass_cwd_rotten,0
burton10,LakesDistrict,total_fuel,12.4434509300796
burton11,LakesDistrict,mass_1hr,0.396015583170732
burton11,LakesDistrict,mass_10hr,3.47677573170732
burton11,LakesDistrict,mass_100hr,4.42717463414634
burton11,LakesDistrict,mass_cwd_sound,1.33095018722014
burton11,LakesDistrict,mass_cwd_rotten,20.2381388162164
burton11,LakesDistrict,total_fuel,29.8690549524609
burton12,LakesDistrict,mass_1hr,0.029065363902439
burton12,LakesDistrict,mass_10hr,0.417213087804878
burton12,LakesDistrict,mass_100hr,0.830095243902439
burton12,LakesDistrict,mass_cwd_sound,7.71407863613305
burton12,LakesDistrict,mass_cwd_rotten,0.226352072656486
burton12,LakesDistrict,total_fuel,9.21680440439929
burton13,LakesDistrict,mass_1hr,0.388749242195122
burton13,LakesDistrict,mass_10hr,1.87745889512195
burton13,LakesDistrict,mass_100hr,0
burton13,LakesDistrict,mass_cwd_sound,25.8644968355478
burton13,LakesDistrict,mass_cwd_rotten,9.62222660862722
burton13,LakesDistrict,total_fuel,37.7529315814921
burton14,LakesDistrict,mass_1hr,0.14895999
burton14,LakesDistrict,mass_10hr,0.834426175609756
burton14,LakesDistrict,mass_100hr,1.66019048780488
burton14,LakesDistrict,mass_cwd_sound,1.5610747944209
burton14,LakesDistrict,mass_cwd_rotten,0.144865326500151
