plot_id,fuel_size,mass
BM1,mass_1hr,0.0217990229268293
BM1,mass_10hr,0.417213087804878
BM1,mass_100hr,0.553396829268293
BM1,mass_cwd_sound,0.365181343885798
BM1,mass_cwd_rotten,
BM10,mass_1hr,0.00726634097560976
BM10,mass_10hr,0.139071029268293
BM10,mass_100hr,0.276698414634146
BM10,mass_cwd_sound,3.94229859876713
BM10,mass_cwd_rotten,
BM11,mass_1hr,0.0835629212195122
BM11,mass_10hr,0.139071029268293
BM11,mass_100hr,0.276698414634146
BM11,mass_cwd_sound,0.510046670385949
BM11,mass_cwd_rotten,
BM12,mass_1hr,0.214357058780488
BM12,mass_10hr,1.0430327195122
BM12,mass_100hr,2.76698414634146
BM12,mass_cwd_sound,35.2596168646097
BM12,mass_cwd_rotten,0.579461306000604
BM13,mass_1hr,0.0181658524390244
BM13,mass_10hr,0.208606543902439
BM13,mass_100hr,0
BM13,mass_cwd_sound,2.61059390463814
BM13,mass_cwd_rotten,
BM14,mass_1hr,0.0292092658122399
BM14,mass_10hr,0.139759566551942
BM14,mass_100hr,0.278068341755595
BM14,mass_cwd_sound,
BM14,mass_cwd_rotten,
BM15,mass_1hr,0.0696482128579205
BM15,mass_10hr,0.84189613869386
BM15,mass_100hr,0
BM15,mass_cwd_sound,0.36845052603464
BM15,mass_cwd_rotten,
BM16,mass_1hr,0.0508643868292683
BM16,mass_10hr,1.39071029268293
BM16,mass_100hr,1.38349207317073
BM16,mass_cwd_sound,6.32702331517045
BM16,mass_cwd_rotten,
BM17,mass_1hr,0.081926091367541
BM17,mass_10hr,0.855266962259579
BM17,mass_100hr,2.83609286793113
BM17,mass_cwd_sound,15.3461110755847
BM17,mass_cwd_rotten,
BM18,mass_1hr,0.152593160487805
BM18,mass_10hr,1.73838786585366
BM18,mass_100hr,1.38349207317073
BM18,mass_cwd_sound,3.16591098955539
BM18,mass_cwd_rotten,
BM19,mass_1hr,0.0472312163414634
BM19,mass_10hr,0.834426175609756
BM19,mass_100hr,0
BM19,mass_cwd_sound,8.92276852384233
BM19,mass_cwd_rotten,
BM2,mass_1hr,0.0661102929991673
BM2,mass_10hr,0.140587745965853
BM2,mass_100hr,0.279716103565278
BM2,mass_cwd_sound,0.51560926890542
BM2,mass_cwd_rotten,
BM20,mass_1hr,0.0624064901764973
BM20,mass_10hr,0.843107549404334
BM20,mass_100hr,0.559154372442321
BM20,mass_cwd_sound,16.6560019093533
BM20,mass_cwd_rotten,0.386514898729685
BM21,mass_1hr,0.14169364902439
BM21,mass_10hr,0.0695355146341463
BM21,mass_100hr,1.10679365853659
BM21,mass_cwd_sound,
BM21,mass_cwd_rotten,
BM22,mass_1hr,0.0508643868292683
BM22,mass_10hr,1.0430327195122
BM22,mass_100hr,1.38349207317073
BM22,mass_cwd_sound,0.736398743042435
BM22,mass_cwd_rotten,
BM23,mass_1hr,0.0326985343902439
BM23,mass_10hr,1.0430327195122
BM23,mass_100hr,9.96114292682927
BM23,mass_cwd_sound,5.41702762253867
BM23,mass_cwd_rotten,
BM24,mass_1hr,0.112628285121951
BM24,mass_10hr,1.18210374878049
BM24,mass_100hr,1.38349207317073
BM24,mass_cwd_sound,0.98085898151144
BM24,mass_cwd_rotten,
BM25,mass_1hr,0.181658524390244
BM25,mass_10hr,2.57281404146341
BM25,mass_100hr,2.21358731707317
BM25,mass_cwd_sound,16.9853388110373
BM25,mass_cwd_rotten,
BM26,mass_1hr,0.0944624326829268
BM26,mass_10hr,1.0430327195122
BM26,mass_100hr,1.10679365853659
BM26,mass_cwd_sound,4.05396562127767
BM26,mass_cwd_rotten,
BM27,mass_1hr,0.0435980458536585
BM27,mass_10hr,0.834426175609756
BM27,mass_100hr,1.10679365853659
BM27,mass_cwd_sound,6.81772442841336
BM27,mass_cwd_rotten,
BM3,mass_1hr,0.0363317048780488
BM3,mass_10hr,0.347677573170732
BM3,mass_100hr,4.70387304878049
BM3,mass_cwd_sound,10.7290882439174
BM3,mass_cwd_rotten,0.382535002789461
BM4,mass_1hr,0.0799297507317073
BM4,mass_10hr,0.208606543902439
BM4,mass_100hr,0
BM4,mass_cwd_sound,0.97784095387602
BM4,mass_cwd_rotten,
BM5,mass_1hr,0.101728773658537
BM5,mass_10hr,0.417213087804878
BM5,mass_100hr,1.66019048780488
BM5,mass_cwd_sound,
BM5,mass_cwd_rotten,
BM6,mass_1hr,0.0474887695315421
BM6,mass_10hr,1.11863510093658
BM6,mass_100hr,2.50386533189741
BM6,mass_cwd_sound,8.06262671803896
BM6,mass_cwd_rotten,0.821586821192716
BM7,mass_1hr,0.0108995114634146
BM7,mass_10hr,0.76489066097561
BM7,mass_100hr,2.76698414634146
BM7,mass_cwd_sound,1.18318755418998
BM7,mass_cwd_rotten,
BM8,mass_1hr,0.0871960917073171
BM8,mass_10hr,0.625819631707317
BM8,mass_100hr,0.276698414634146
BM8,mass_cwd_sound,
BM8,mass_cwd_rotten,
BM9,mass_1hr,0.0181658524390244
BM9,mass_10hr,0.625819631707317
BM9,mass_100hr,1.93688890243902
BM9,mass_cwd_sound,9.5339493002912
BM9,mass_cwd_rotten,
