"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","decay","scorch_ht_m","torch_ht_m","bolechar_m","healthCode","notes","ht2dead_m","scorch_percent","torch_percent","healthCode2","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"6175","CPFMP","BurtonSP","2019","burton5","prefire",NA,"532","LIVE","PIJE",68.2,26,8,NA,"CO",9,"2",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6176","CPFMP","BurtonSP","2019","burton5","prefire",NA,"533","LIVE","PIJE",77.15,23,5,NA,"CO",8.5,"2",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6177","CPFMP","BurtonSP","2019","burton5","prefire",NA,"534","LIVE","PIJE",22.8,13,2.5,NA,"OV",3,"2",NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178","CPFMP","BurtonSP","2019","burton5","prefire",NA,"535","LIVE","ABCO",31.3,15,1.9,NA,"OV",3.5,"1",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6179","CPFMP","BurtonSP","2019","burton5","prefire",NA,"536","LIVE","ABCO",23.95,13,2,NA,"OV",3.5,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6180","CPFMP","BurtonSP","2019","burton5","prefire",NA,"537","LIVE","ABCO",8.7,3.5,2,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6181","CPFMP","BurtonSP","2019","burton5","prefire",NA,"538","LIVE","ABCO",29.3,7,5,NA,"IN",5,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6182","CPFMP","BurtonSP","2019","burton5","prefire",NA,"539","LIVE","ABCO",44.5,21,7,NA,"CO",4,"1",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6183","CPFMP","BurtonSP","2019","burton5","prefire",NA,"540","LIVE","ABCO",10.8,5,1,NA,"OV",2.2,"1",NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6184","CPFMP","BurtonSP","2019","burton5","prefire",NA,"541","LIVE","ABCO",17.7,12,2.5,NA,"IN",3,"1",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6185","CPFMP","BurtonSP","2019","burton5","prefire",NA,"542","LIVE","ABCO",14.6,8,2.5,NA,"IN",2.6,"1",NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6186","CPFMP","BurtonSP","2019","burton5","prefire",NA,"543","LIVE","ABCO",50.4,23,3,NA,"CO",6,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6187","CPFMP","BurtonSP","2019","burton5","prefire",NA,"544","LIVE","ABCO",18,9,2,NA,"OV",3.2,"1",NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6188","CPFMP","BurtonSP","2019","burton5","prefire",NA,"545","LIVE","ABCO",21.95,14,2.3,NA,"IN",3,"1",NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6189","CPFMP","BurtonSP","2019","burton5","prefire",NA,"546","LIVE","ABCO",30.4,13,5,NA,"IN",2,"2",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6190","CPFMP","BurtonSP","2019","burton5","prefire",NA,"547","LIVE","ABCO",26.85,13,0.5,NA,"CO",2,"2",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6191","CPFMP","BurtonSP","2019","burton5","prefire",NA,"548","LIVE","ABCO",10.1,4,2.1,NA,"OV",2.6,"2",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6192","CPFMP","BurtonSP","2019","burton5","prefire",NA,"549","LIVE","ABCO",26.7,17,2,NA,"CO",6,"2",NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6193","CPFMP","BurtonSP","2019","burton6","prefire",NA,NA,"DEAD","ABCO",7.8,4.75,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6194","CPFMP","BurtonSP","2019","burton6","prefire",NA,NA,"DEAD","ABCO",9.6,4,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6195","CPFMP","BurtonSP","2019","burton6","prefire",NA,NA,"DEAD","ABCO",27.5,16,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6196","CPFMP","BurtonSP","2019","burton6","prefire",NA,NA,"DEAD","ABMA",38.7,12.5,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6197","CPFMP","BurtonSP","2019","burton6","prefire",NA,"554","DEAD","ABMA",43.3,4.4,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6198","CPFMP","BurtonSP","2019","burton6","prefire",NA,"561","DEAD","ABCO",35.3,14.9,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6199","CPFMP","BurtonSP","2019","burton6","prefire",NA,"572","DEAD","ABMA",45.7,20.6,NA,NA,NA,1,"1",NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6200","CPFMP","BurtonSP","2019","burton6","prefire",NA,"584","DEAD","ABMA",69.9,26,NA,NA,NA,2,"1",NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6201","CPFMP","BurtonSP","2019","burton6","prefire",NA,"550","LIVE","ABCO",59.3,26,9,NA,"CO",4,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6202","CPFMP","BurtonSP","2019","burton6","prefire",NA,"551","LIVE","ABMA",47.9,22.8,13.5,NA,"CO",4,"1",NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6203","CPFMP","BurtonSP","2019","burton6","prefire",NA,"552","LIVE","ABMA",15.2,4.5,2,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6204","CPFMP","BurtonSP","2019","burton6","prefire",NA,"553","LIVE","ABMA",36.4,17.8,6.4,NA,"OV",2,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6205","CPFMP","BurtonSP","2019","burton6","prefire",NA,"555","LIVE","ABCO",17.2,9.1,2.7,NA,"OV",2,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6206","CPFMP","BurtonSP","2019","burton6","prefire",NA,"556","LIVE","ABMA",32.2,17.6,8.2,NA,"CO",2.5,"2",NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6207","CPFMP","BurtonSP","2019","burton6","prefire",NA,"557","LIVE","ABMA",15.3,6.3,2.3,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6208","CPFMP","BurtonSP","2019","burton6","prefire",NA,"558","LIVE","ABCO",35,20,5,NA,"CO",NA,"1",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6209","CPFMP","BurtonSP","2019","burton6","prefire",NA,"559","LIVE","ABMA",19.4,10.4,2.6,NA,"IN",1.5,"1",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6210","CPFMP","BurtonSP","2019","burton6","prefire",NA,"560","LIVE","ABCO",25.6,9.9,5,NA,"OV",2,"1",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6211","CPFMP","BurtonSP","2019","burton6","prefire",NA,"562","LIVE","ABMA",10.8,5.2,2.3,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6212","CPFMP","BurtonSP","2019","burton6","prefire",NA,"563","LIVE","ABCO",22.8,11.9,7,NA,"OV",2,"1",NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6213","CPFMP","BurtonSP","2019","burton6","prefire",NA,"564","LIVE","ABCO",25.4,11.4,7,NA,"OV",3,"1",NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6214","CPFMP","BurtonSP","2019","burton6","prefire",NA,"565","LIVE","ABCO",31.2,13.5,6,NA,"OV",2.5,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6215","CPFMP","BurtonSP","2019","burton6","prefire",NA,"566","LIVE","ABCO",40.2,21.8,7.5,NA,"CO",2.5,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6216","CPFMP","BurtonSP","2019","burton6","prefire",NA,"567","LIVE","ABMA",31.3,12,12.5,NA,"CO",2,"2",NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6217","CPFMP","BurtonSP","2019","burton6","prefire",NA,"568","LIVE","ABCO",10.3,6,1.8,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6218","CPFMP","BurtonSP","2019","burton6","prefire",NA,"569","LIVE","ABCO",21.5,12,7,NA,"OV",2,"2",NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6219","CPFMP","BurtonSP","2019","burton6","prefire",NA,"570","LIVE","ABCO",28.6,16.1,3.3,NA,"IN",3,"1",NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6220","CPFMP","BurtonSP","2019","burton6","prefire",NA,"571","LIVE","ABMA",38.1,20.9,12.4,NA,"CO",3,"1",NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6221","CPFMP","BurtonSP","2019","burton6","prefire",NA,"573","LIVE","ABCO",43.9,19,11.2,NA,"CO",2.5,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6222","CPFMP","BurtonSP","2019","burton6","prefire",NA,"574","LIVE","ABCO",53.7,22.6,7,NA,"CO",4,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6223","CPFMP","BurtonSP","2019","burton6","prefire",NA,"575","LIVE","ABCO",25.9,13.1,5.5,NA,"OV",2,"1",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6224","CPFMP","BurtonSP","2019","burton6","prefire",NA,"576","LIVE","ABCO",8.5,5,2.5,NA,"OV",1,"1",NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6225","CPFMP","BurtonSP","2019","burton6","prefire",NA,"577","LIVE","ABCO",39.9,19.7,8.2,NA,"CO",4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6226","CPFMP","BurtonSP","2019","burton6","prefire",NA,"578","LIVE","ABCO",21.8,15,12.4,NA,"IN",2.5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6227","CPFMP","BurtonSP","2019","burton6","prefire",NA,"579","LIVE","ABCO",11.6,7.5,3.5,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6228","CPFMP","BurtonSP","2019","burton6","prefire",NA,"580","LIVE","ABCO",10.6,4.5,2.2,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6229","CPFMP","BurtonSP","2019","burton6","prefire",NA,"581","LIVE","ABCO",26.7,15,9,NA,"OV",3,"1",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6230","CPFMP","BurtonSP","2019","burton6","prefire",NA,"582","LIVE","ABCO",9.5,5,2.5,NA,"OV",1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6231","CPFMP","BurtonSP","2019","burton6","prefire",NA,"583","LIVE","ABCO",7.9,5,4,NA,"OV",0.5,"3",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6232","CPFMP","BurtonSP","2019","burton6","prefire",NA,"585","LIVE","ABCO",32,17,5,NA,"IN",2,"1",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6233","CPFMP","BurtonSP","2019","burton6","prefire",NA,"586","LIVE","ABCO",36.5,17,3,NA,"IN",3,"1",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6234","CPFMP","BurtonSP","2019","burton6","prefire",NA,"587","LIVE","ABCO",10.2,5,2,NA,"OV",1,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6235","CPFMP","BurtonSP","2019","burton6","prefire",NA,"588","LIVE","ABCO",73.3,29,11,NA,"CO",5,"1",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6236","CPFMP","BurtonSP","2019","burton6","prefire",NA,"589","LIVE","ABCO",16.4,10,2,NA,"OV",1.5,"1",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6237","CPFMP","BurtonSP","2019","burton6","prefire",NA,"590","LIVE","ABCO",13,12,1,NA,"OV",2,"1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6238","CPFMP","BurtonSP","2019","burton6","prefire",NA,"591","LIVE","ABCO",20,13,4,NA,"OV",1,"2",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6239","CPFMP","BurtonSP","2019","burton6","prefire",NA,"592","LIVE","ABCO",23.7,12,5,NA,"OV",2,"1",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6240","CPFMP","BurtonSP","2019","burton6","prefire",NA,"593","LIVE","ABCO",41.8,21,8,NA,"IN",4,"1",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6241","CPFMP","BurtonSP","2019","burton6","prefire",NA,"594","LIVE","ABCO",19.4,13,5,NA,"OV",1,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6242","CPFMP","BurtonSP","2019","burton6","prefire",NA,"595","LIVE","ABMA",30.6,19,10,NA,"IN",1.5,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6243","CPFMP","BurtonSP","2019","burton6","prefire",NA,"596","LIVE","ABCO",33.1,20,6,NA,"IN",3,"1",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6244","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","ABCO",12.2,5,NA,NA,NA,NA,"1",NA,NA,0.2,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6245","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","ABCO",24.5,15,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6246","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","ABCO",28.8,15,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6247","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","ABCO",48.5,7,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6248","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","ABCO",53.3,24,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6249","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","ABMA",34.8,1.1,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6250","CPFMP","BurtonSP","2019","burton7","prefire",NA,NA,"DEAD","PIJE",19.4,1.1,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6251","CPFMP","BurtonSP","2019","burton7","prefire",NA,"597","LIVE","ABCO",61.7,23,6,NA,"CO",3,"1",NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6252","CPFMP","BurtonSP","2019","burton7","prefire",NA,"598","LIVE","ABMA",56,28,10.5,NA,"CO",3,"1",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6253","CPFMP","BurtonSP","2019","burton7","prefire",NA,"599","LIVE","ABCO",29.2,13,3,NA,"IN",1.5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6254","CPFMP","BurtonSP","2019","burton7","prefire",NA,"600","LIVE","ABCO",32.3,19.9,5,NA,"IN",1.5,"1",NA,NA,0.1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6255","CPFMP","BurtonSP","2019","burton7","prefire",NA,"601","LIVE","ABCO",70.6,27,7,NA,"CO",4,"1",NA,NA,0.2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6256","CPFMP","BurtonSP","2019","burton7","prefire",NA,"602","LIVE","ABCO",22.8,8,2.5,NA,"OV",1.5,"2",NA,NA,0.15,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6257","CPFMP","BurtonSP","2019","burton7","prefire",NA,"603","LIVE","ABCO",58.1,19,8,NA,"CO",4,"1",NA,NA,0.1,NA,NA,7,NA,NA,NA,NA,"43","0.25",NA,NA,NA,NA,NA
"6258","CPFMP","BurtonSP","2019","burton7","prefire",NA,"604","LIVE","ABCO",42.3,5,0.6,NA,"OV",2,"1",NA,NA,0.3,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6259","CPFMP","BurtonSP","2019","burton7","prefire",NA,"605","LIVE","ABCO",13,6,0.8,NA,"OV",1,"1",NA,NA,0.1,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6260","CPFMP","BurtonSP","2019","burton7","prefire",NA,"606","LIVE","ABMA",8.9,4,2.5,NA,"OV",1,"1",NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6261","CPFMP","BurtonSP","2019","burton7","prefire",NA,"607","LIVE","ABCO",12.3,5.2,2.5,NA,"OV",1,"1",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6262","CPFMP","BurtonSP","2019","burton7","prefire",NA,"608","LIVE","ABMA",35.6,10,5,NA,"OV",2,"1",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6263","CPFMP","BurtonSP","2019","burton7","prefire",NA,"609","LIVE","PIJE",99,22,12,NA,"CO",7,"2",NA,NA,NA,NA,"splits above dbh",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6264","CPFMP","BurtonSP","2019","burton7","prefire",NA,"610","LIVE","ABMA",51.4,19,9,NA,"IN",3,"2",NA,NA,0.2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6265","CPFMP","BurtonSP","2019","burton8","prefire",NA,NA,"DEAD","ABCO",21,1.5,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6266","CPFMP","BurtonSP","2019","burton8","prefire",NA,NA,"DEAD","ABCO",69.2,28,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6267","CPFMP","BurtonSP","2019","burton8","prefire",NA,NA,"DEAD","ABMA",29,10.7,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6268","CPFMP","BurtonSP","2019","burton8","prefire",NA,NA,"LIVE","ABCO",52.5,25,9.8,NA,"IN",5,"1",NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6269","CPFMP","BurtonSP","2019","burton8","prefire",NA,"611","LIVE","ABCO",35.2,18.4,7,NA,"IN",1.5,"1",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6270","CPFMP","BurtonSP","2019","burton8","prefire",NA,"612","LIVE","ABMA",88.5,31,15,NA,"CO",4,"2",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6271","CPFMP","BurtonSP","2019","burton8","prefire",NA,"613","LIVE","ABCO",34.9,19,7,NA,"IN",2,"1",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6272","CPFMP","BurtonSP","2019","burton8","prefire",NA,"615","LIVE","ABCO",95.2,37.7,19.1,NA,"CO",7,"1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6273","CPFMP","BurtonSP","2019","burton8","prefire",NA,"616","LIVE","ABCO",75.8,31,18,NA,"CO",2,"2",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6274","CPFMP","BurtonSP","2019","burton9","prefire",NA,NA,"DEAD","ABCO",25.2,4,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6275","CPFMP","BurtonSP","2019","burton9","prefire",NA,NA,"DEAD","ABCO",28.2,17,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6276","CPFMP","BurtonSP","2019","burton9","prefire",NA,NA,"DEAD","ABCO",58,2,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6277","CPFMP","BurtonSP","2019","burton9","prefire",NA,NA,"DEAD","ABCO",61.2,24,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6278","CPFMP","BurtonSP","2019","burton9","prefire",NA,NA,"DEAD","ABMA",45.9,3.5,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6279","CPFMP","BurtonSP","2019","burton9","prefire",NA,"618","LIVE","ABCO",8.9,4,0.5,NA,"IN",1,"1",NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6280","CPFMP","BurtonSP","2019","burton9","prefire",NA,"619","LIVE","ABCO",22.2,12,5,NA,"OV",2,"1",NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6281","CPFMP","BurtonSP","2019","burton9","prefire",NA,"620","LIVE","ABCO",35.4,17.5,9,NA,"CO",2,"1",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6282","CPFMP","BurtonSP","2019","burton9","prefire",NA,"621","LIVE","ABMA ",71.6,29.4,15,NA,"CO",3,"1",NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6283","CPFMP","BurtonSP","2019","burton9","prefire",NA,"622","LIVE","ABCO",21,11,5,NA,"IN",1.5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6284","CPFMP","BurtonSP","2019","burton9","prefire",NA,"623","LIVE","ABCO",22.4,12,3.5,NA,"IN",2,"1",NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6285","CPFMP","BurtonSP","2019","burton9","prefire",NA,"624","LIVE","ABCO",15.2,6,2.7,NA,"OV",1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6286","CPFMP","BurtonSP","2019","burton9","prefire",NA,"625","LIVE","ABCO",73.1,28.4,8,NA,"CO",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6287","CPFMP","DryCreek","2020","DryCreek21","prefire",NA,"1354","LIVE","PIJE",11.9,4.5,0.7,100,NA,2,"na",NA,NA,NA,"na",NA,0.2,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA
"6288","CPFMP","DryCreek","2020","DryCreek21","prefire",NA,"1355","LIVE","PIJE",76.9,24,7.5,80,NA,8.4,"na",NA,NA,NA,"na",NA,1.8,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA
"6289","CPFMP","DryCreek","2020","DryCreek21","prefire",NA,"1356","LIVE","PIJE",65.8,20.4,5.6,90,NA,7.5,"na",NA,NA,NA,"na",NA,1.6,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA
"6290","CPFMP","DryCreek","2020","DryCreek21","prefire",NA,"1357","LIVE","PIJE",74.6,25.9,6.9,98,NA,8,"na",NA,NA,NA,"na",NA,1.8,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA
"6291","CPFMP","DryCreek","2020","DryCreek21","prefire",NA,"1358","LIVE","PIJE",61.05,25.5,6.8,90,NA,5.8,"na",NA,NA,NA,"na",NA,1.9,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA
