"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","decay","scorch_ht_m","torch_ht_m","bolechar_m","healthCode","notes","ht2dead_m","scorch_percent","torch_percent","healthCode2","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"1","CPFMP","caples","2013-2018","1","prefire",NA,NA,"DEAD","ABCO",51.2,2.4,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"2","CPFMP","caples","2019","1","prefire","immediate","454","DEAD","CADE27",21,7.5,NA,NA,NA,NA,NA,7.5,7.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"3","CPFMP","caples","2019","1","prefire","immediate","455","DEAD","PIJE",22.5,9.5,NA,NA,NA,NA,NA,9.5,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"4","CPFMP","caples","2019","1","prefire","immediate","456","DEAD","ABCO",52.5,17.3,NA,NA,NA,NA,NA,NA,NA,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"5","CPFMP","caples","2019","1","prefire","immediate","457","DEAD","ABCO",41.5,17.8,NA,NA,NA,NA,NA,7.2,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"6","CPFMP","caples","2019","1","prefire","immediate","458","DEAD","CADE27",29.5,9.3,NA,NA,NA,NA,NA,9.3,5.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"7","CPFMP","caples","2019","1","prefire","immediate","459","DEAD","CADE27",19.5,5.1,NA,NA,NA,NA,NA,5.1,3.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"8","CPFMP","caples","2019","1","prefire","immediate","460","DEAD","ABCO",14,5.3,NA,NA,NA,NA,NA,5.3,2.5,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"9","CPFMP","caples","2019","1","prefire","immediate","463","DEAD","ABCO",50.1,21.9,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"10","CPFMP","caples","2019","1","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"11","CPFMP","caples","2020","1","postfire","1yr","0","DEAD","ABCO",9.1,4.4,0,0,"OT",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"12","CPFMP","caples","2020","1","postfire","1yr","459","DEAD","CADE27",18.7,5.7,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"13","CPFMP","caples","2020","1","postfire","1yr","460","DEAD","ABCO",14,5.6,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"14","CPFMP","caples","2020","1","postfire","1yr","454","DEAD","CADE27",20.9,7.9,0,0,"IN",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"15","CPFMP","caples","2020","1","postfire","1yr","455","DEAD","PIJE",22.5,9.1,0,0,"IN",NA,"1",NA,NA,0,NA,"Boring dust and pitch present after burn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"16","CPFMP","caples","2020","1","postfire","1yr","456","DEAD","ABCO",50,17.5,0,0,"CO",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"17","CPFMP","caples","2020","1","postfire","1yr","457","DEAD","ABCO",40.9,15.3,0,0,"CO",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"18","CPFMP","caples","2020","1","postfire","1yr","463","DEAD","ABCO",49.3,22.3,0,0,"CO",NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"19","CPFMP","caples","2013-2018","1","prefire",NA,"454","LIVE","CADE27",18.7,6.6,0.2,NA,"IN",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"20","CPFMP","caples","2013-2018","1","prefire",NA,"455","LIVE","PIJE",21.8,8.2,1.5,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"21","CPFMP","caples","2013-2018","1","prefire",NA,"456","LIVE","ABCO",48.6,16.5,2.8,NA,"CO",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"22","CPFMP","caples","2013-2018","1","prefire",NA,"457","LIVE","ABCO",39.1,14.7,1.8,NA,"CO",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"23","CPFMP","caples","2013-2018","1","prefire",NA,"458","LIVE","CADE27",26.7,7.8,0.9,NA,"CO",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"24","CPFMP","caples","2013-2018","1","prefire",NA,"459","LIVE","CADE27",17.3,4.9,0.1,NA,"IN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"25","CPFMP","caples","2013-2018","1","prefire",NA,"460","LIVE","ABCO",11.5,4.3,0.1,NA,"OT",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"26","CPFMP","caples","2013-2018","1","prefire",NA,"461","LIVE","PIJE",88.7,36.6,13.3,NA,"DO",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"27","CPFMP","caples","2013-2018","1","prefire",NA,"462","LIVE","CADE27",44.9,12.8,2.6,NA,"OT",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"28","CPFMP","caples","2013-2018","1","prefire",NA,"463","LIVE","ABCO",49.4,21.8,0.4,NA,"CO",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"29","CPFMP","caples","2013-2018","1","prefire",NA,"464","LIVE","ABCO",39.6,17.7,0.6,NA,"CO",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"30","CPFMP","caples","2019","1","prefire","immediate","461","LIVE","PIJE",89.7,41.1,18.2,NA,NA,NA,NA,18.2,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"31","CPFMP","caples","2019","1","prefire","immediate","462","LIVE","CADE27",43.8,14,10.6,NA,NA,NA,NA,10.6,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"32","CPFMP","caples","2019","1","prefire","immediate","464","LIVE","ABCO",45.6,18.5,12.4,NA,NA,NA,NA,13.2,8.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"33","CPFMP","caples","2020","1","postfire","1yr","329","LIVE","PIJE",87.9,41.3,14.3,90,"DO",NA,NA,NA,NA,0,NA,"Formerly tree 461.",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"34","CPFMP","caples","2020","1","postfire","1yr","458","LIVE","CADE27",28.8,9.7,6.5,10,"IN",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"35","CPFMP","caples","2020","1","postfire","1yr","462","LIVE","CADE27",42.9,14.5,10,20,"IN",NA,NA,NA,NA,0,"DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"36","CPFMP","caples","2020","1","postfire","1yr","464","LIVE","ABCO",45.5,18.5,11.4,40,"CO",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"37","CPFMP","caples","2013-2018","2","prefire",NA,NA,"DEAD","ABCO",12.2,3,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"38","CPFMP","caples","2019","2","prefire","immediate","196","DEAD","CADE27",23.9,4.5,NA,NA,NA,NA,NA,4.5,4.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"39","CPFMP","caples","2019","2","prefire","immediate","197","DEAD","PIJE",11.5,2.7,NA,NA,NA,NA,NA,2.7,2.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"40","CPFMP","caples","2019","2","prefire","immediate","198","DEAD","JUOC",10.8,5.5,NA,NA,NA,NA,NA,5.5,1,3,NA,"Broken top",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"41","CPFMP","caples","2019","2","prefire","immediate","200","DEAD","ABCO",33.8,5.3,NA,NA,NA,NA,NA,5,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"42","CPFMP","caples","2019","2","prefire","immediate",NA,"DEAD","ABCO",NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"43","CPFMP","caples","2020","2","postfire","1yr","198","DEAD","PIJE",10.8,2.9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"44","CPFMP","caples","2020","2","postfire","1yr","196","DEAD","CADE27",20.9,4.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"45","CPFMP","caples","2020","2","postfire","1yr","200","DEAD","ABCO",33.3,5.1,9,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"46","CPFMP","caples","2013-2018","2","prefire",NA,"194","LIVE","PIJE",59.8,22.9,4.4,NA,"DO",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"47","CPFMP","caples","2013-2018","2","prefire",NA,"195","LIVE","CADE27",28,4.3,0.2,NA,"IN",2.5,NA,NA,NA,NA,NA,"194 and 195 are same tree, split below DBH",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"48","CPFMP","caples","2013-2018","2","prefire",NA,"196","LIVE","CADE27",23.8,4.3,0.2,NA,"IN",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"49","CPFMP","caples","2013-2018","2","prefire",NA,"197","LIVE","PIJE",10,2.7,1,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"50","CPFMP","caples","2013-2018","2","prefire",NA,"198","LIVE","JUOC",11.1,5.1,1,NA,"IN",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"51","CPFMP","caples","2013-2018","2","prefire",NA,"199","LIVE","PIJE",63.8,24.7,3.7,NA,"DO",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"52","CPFMP","caples","2013-2018","2","prefire",NA,"200","LIVE","ABCO",30.9,11,2,NA,"IN",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"53","CPFMP","caples","2019","2","prefire","immediate","194","LIVE","PIJE",61,23.7,5.9,NA,NA,NA,NA,5.9,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"54","CPFMP","caples","2019","2","prefire","immediate","195","LIVE","CADE27",27,4.5,3.9,NA,NA,NA,NA,4.5,1.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"55","CPFMP","caples","2019","2","prefire","immediate","199","LIVE","PIJE",65.2,22.4,5.8,NA,NA,NA,NA,5.8,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"56","CPFMP","caples","2020","2","postfire","1yr","1441","LIVE","CADE27",28.3,4.4,3.4,8,"IN",NA,NA,NA,NA,0,NA,"Dbh taken just below branch right at split. tag was 195 but number was burnt off so new tag was given",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"57","CPFMP","caples","2020","2","postfire","1yr","194","LIVE","PIJE",41.1,22.8,5.8,80,"CO",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"58","CPFMP","caples","2020","2","postfire","1yr","199","LIVE","PIJE",65.5,24.7,4.2,85,"CO",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"59","CPFMP","caples","2020","2","postfire","1yr","197","LIVE","JUOC",11.5,5.4,4.4,5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"60","CPFMP","caples","2013-2018","3","prefire",NA,NA,"DEAD","CADE27",47.2,8.7,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"61","CPFMP","caples","2013-2018","3","prefire",NA,NA,"DEAD","CADE27",47.9,8.8,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"62","CPFMP","caples","2019","3","prefire","immediate","468","DEAD","CADE27",33.5,NA,NA,NA,NA,NA,NA,4.6,2.6,4.7,NA,"no tag, consumed at dbh = smaller than pre dbh",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"63","CPFMP","caples","2019","3","prefire","immediate","470","DEAD","CADE27",70.1,NA,NA,NA,NA,NA,NA,9.6,4.8,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"64","CPFMP","caples","2019","3","prefire","immediate",NA,"DEAD","CADE27",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"65","CPFMP","caples","2019","3","prefire","immediate",NA,"DEAD","CADE27",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"66","CPFMP","caples","2020","3","postfire","1yr","0","DEAD","CADE27",7.9,2.4,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"67","CPFMP","caples","2020","3","postfire","1yr","0","DEAD","CADE27",67.9,10.3,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"68","CPFMP","caples","2020","3","postfire","1yr","468","DEAD","CADE27",33.3,7.8,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"69","CPFMP","caples","2020","3","postfire","1yr","0","DEAD","CADE27",33,8,0,0,NA,NA,"3",NA,NA,0,NA,"Unrooted, leaning less than 45 degrees, leaning against other tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Unrooted, leaning less than 45 degrees, leaning against other tree","Y"
"70","CPFMP","caples","2013-2018","3","prefire",NA,"468","LIVE","CADE27",36.8,7.9,2.1,NA,"IN",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"71","CPFMP","caples","2013-2018","3","prefire",NA,"469","LIVE","PIJE",45.8,15.4,4.7,NA,"CO",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"72","CPFMP","caples","2013-2018","3","prefire",NA,"470","LIVE","CADE27",86.4,9.9,2.5,NA,"OT",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"73","CPFMP","caples","2019","3","prefire","immediate","469","LIVE","PIJE",40.6,NA,9.3,NA,NA,NA,NA,9.3,4.6,5.25,NA,"no tag",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"74","CPFMP","caples","2020","3","postfire","1yr","1440","LIVE","PIJE",41.5,15.5,7.4,40,"CO",NA,NA,NA,NA,0,NA,"Old tag 469 not present, new tag added",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Old tag 469 not present, new tag added","N"
"75","CPFMP","caples","2013-2018","4","prefire",NA,NA,"DEAD","ABCO",103.8,4.5,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"76","CPFMP","caples","2013-2018","4","prefire",NA,NA,"DEAD","PICO",11.6,6,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"77","CPFMP","caples","2013-2018","4","prefire",NA,NA,"DEAD","PICO",19.6,11,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"78","CPFMP","caples","2019","4","prefire","immediate","465","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,24,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"79","CPFMP","caples","2019","4","prefire","immediate","466","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"80","CPFMP","caples","2019","4","prefire","immediate","467","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,23.8,10,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"81","CPFMP","caples","2019","4","prefire","immediate","471","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,20,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"82","CPFMP","caples","2019","4","prefire","immediate","472","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"83","CPFMP","caples","2019","4","prefire","immediate","473","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"84","CPFMP","caples","2019","4","prefire","immediate","474","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,35,11.2,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"85","CPFMP","caples","2019","4","prefire","immediate","475","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"86","CPFMP","caples","2019","4","prefire","immediate","477","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"87","CPFMP","caples","2019","4","prefire","immediate","478","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,20.8,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"88","CPFMP","caples","2019","4","prefire","immediate","479","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"89","CPFMP","caples","2019","4","prefire","immediate","480","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,24.8,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"90","CPFMP","caples","2019","4","prefire","immediate","481","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,27.8,24.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"91","CPFMP","caples","2019","4","prefire","immediate","482","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"92","CPFMP","caples","2019","4","prefire","immediate","483","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,22.8,24.6,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"93","CPFMP","caples","2019","4","prefire","immediate","484","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"94","CPFMP","caples","2019","4","prefire","immediate","485","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,32.2,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"95","CPFMP","caples","2019","4","prefire","immediate","486","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"96","CPFMP","caples","2019","4","prefire","immediate","487","DEAD","PICO",NA,NA,NA,NA,NA,NA,NA,31.1,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"97","CPFMP","caples","2019","4","prefire","immediate","488","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"98","CPFMP","caples","2019","4","prefire","immediate","489","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,27.2,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"99","CPFMP","caples","2019","4","prefire","immediate","490","DEAD","ABCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"100","CPFMP","caples","2019","4","prefire","immediate","491","DEAD","CADE27",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"101","CPFMP","caples","2019","4","prefire","immediate","492","DEAD","PIJE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,NA,"Broken top",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"102","CPFMP","caples","2019","4","prefire","immediate","493","DEAD","PIJE",NA,NA,NA,NA,NA,NA,NA,25.4,NA,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"N",NA
"103","CPFMP","caples","2019","4","prefire","immediate",NA,"DEAD","PICO",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"104","CPFMP","caples","2019","4","prefire","immediate",NA,"DEAD","PICO",NA,NA,NA,NA,NA,NA,"3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"105","CPFMP","caples","2020","4","postfire","1yr","0","DEAD","ABCO",31,17.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"106","CPFMP","caples","2020","4","postfire","1yr","0","DEAD","CADE27",9.1,3.8,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"107","CPFMP","caples","2020","4","postfire","1yr","466","DEAD","CADE27",20.4,8.1,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"108","CPFMP","caples","2020","4","postfire","1yr","467","DEAD","PIPO",53,33.4,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"109","CPFMP","caples","2020","4","postfire","1yr","472","DEAD","ABCO",16.5,8,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"110","CPFMP","caples","2020","4","postfire","1yr","473","DEAD","PIPO",15.5,10.9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"111","CPFMP","caples","2020","4","postfire","1yr","473","DEAD","PIPO",77.4,23,0,0,NA,NA,"1",NA,NA,0,NA,"Split right above dbh",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Split right above dbh","N"
"112","CPFMP","caples","2020","4","postfire","1yr","474","DEAD","PIPO",71.2,33.9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"113","CPFMP","caples","2020","4","postfire","1yr","478","DEAD","PIPO",40,25.7,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"114","CPFMP","caples","2020","4","postfire","1yr","480","DEAD","ABCO",42.5,22,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"115","CPFMP","caples","2020","4","postfire","1yr","485","DEAD","PICO",49,30.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"116","CPFMP","caples","2020","4","postfire","1yr","487","DEAD","PICO",44.8,27.5,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"117","CPFMP","caples","2020","4","postfire","1yr","490","DEAD","ABCO",30.5,15.7,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"118","CPFMP","caples","2020","4","postfire","1yr","491","DEAD","CADE27",10.4,4.8,0,0,NA,NA,"1",NA,NA,0,NA,"Tag lower then dbh",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Tag lower then dbh","N"
"119","CPFMP","caples","2020","4","postfire","1yr","493","DEAD","PIJE",41.2,29.9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"120","CPFMP","caples","2020","4","postfire","1yr","465","DEAD","ABCO",52,23.2,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"121","CPFMP","caples","2020","4","postfire","1yr","475","DEAD","ABCO",17.8,9,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"122","CPFMP","caples","2020","4","postfire","1yr","477","DEAD","ABCO",13.1,6.1,0,0,NA,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"123","CPFMP","caples","2020","4","postfire","1yr","479","DEAD","ABCO",9.9,4.1,0,0,NA,NA,"2",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
