"","site","plotid","pre_post_fire","year","diamclass","n_trees_diamclass","n_trees_diamclass_acre","n_trees_diamclass_ha"
"893","calaveras","bigtrees06","prefire","2020","[60-80]",4,40,98.842
"894","calaveras","bigtrees06","prefire","2020","[80-100]",0,0,0
"895","calaveras","bigtrees07","postfire","2022","[<20]",1,10,24.7105
"896","calaveras","bigtrees07","postfire","2022","[20-40]",0,0,0
"897","calaveras","bigtrees07","postfire","2022","[40-60]",0,0,0
"898","calaveras","bigtrees07","postfire","2022","[>100]",0,0,0
"899","calaveras","bigtrees07","postfire","2022","[60-80]",2,20,49.421
"900","calaveras","bigtrees07","postfire","2022","[80-100]",2,20,49.421
"901","calaveras","bigtrees07","prefire","2020","[<20]",1,10,24.7105
"902","calaveras","bigtrees07","prefire","2020","[20-40]",0,0,0
"903","calaveras","bigtrees07","prefire","2020","[40-60]",0,0,0
"904","calaveras","bigtrees07","prefire","2020","[>100]",0,0,0
"905","calaveras","bigtrees07","prefire","2020","[60-80]",3,30,74.1315
"906","calaveras","bigtrees07","prefire","2020","[80-100]",2,20,49.421
"907","calaveras","bigtrees08","postfire","2022","[<20]",0,0,0
"908","calaveras","bigtrees08","postfire","2022","[20-40]",5,50,123.5525
"909","calaveras","bigtrees08","postfire","2022","[40-60]",3,30,74.1315
"910","calaveras","bigtrees08","postfire","2022","[>100]",4,40,98.842
"911","calaveras","bigtrees08","postfire","2022","[60-80]",5,50,123.5525
"912","calaveras","bigtrees08","postfire","2022","[80-100]",1,10,24.7105
"913","calaveras","bigtrees08","prefire","2020","[<20]",0,0,0
"914","calaveras","bigtrees08","prefire","2020","[20-40]",5,50,123.5525
"915","calaveras","bigtrees08","prefire","2020","[40-60]",3,30,74.1315
"916","calaveras","bigtrees08","prefire","2020","[>100]",3,30,74.1315
"917","calaveras","bigtrees08","prefire","2020","[60-80]",4,40,98.842
"918","calaveras","bigtrees08","prefire","2020","[80-100]",1,10,24.7105
"919","calaveras","bigtrees09","postfire","2022","[<20]",0,0,0
"920","calaveras","bigtrees09","postfire","2022","[20-40]",2,20,49.421
"921","calaveras","bigtrees09","postfire","2022","[40-60]",5,50,123.5525
"922","calaveras","bigtrees09","postfire","2022","[>100]",0,0,0
"923","calaveras","bigtrees09","postfire","2022","[60-80]",2,20,49.421
"924","calaveras","bigtrees09","postfire","2022","[80-100]",0,0,0
"925","calaveras","bigtrees09","prefire","2020","[<20]",0,0,0
"926","calaveras","bigtrees09","prefire","2020","[20-40]",3,30,74.1315
"927","calaveras","bigtrees09","prefire","2020","[40-60]",5,50,123.5525
"928","calaveras","bigtrees09","prefire","2020","[>100]",0,0,0
"929","calaveras","bigtrees09","prefire","2020","[60-80]",2,20,49.421
"930","calaveras","bigtrees09","prefire","2020","[80-100]",0,0,0
"931","calaveras","bigtrees10","postfire","2022","[<20]",0,0,0
"932","calaveras","bigtrees10","postfire","2022","[20-40]",1,10,24.7105
"933","calaveras","bigtrees10","postfire","2022","[40-60]",1,10,24.7105
"934","calaveras","bigtrees10","postfire","2022","[>100]",0,0,0
"935","calaveras","bigtrees10","postfire","2022","[60-80]",1,10,24.7105
"936","calaveras","bigtrees10","postfire","2022","[80-100]",1,10,24.7105
"937","calaveras","bigtrees10","prefire","2020","[<20]",0,0,0
"938","calaveras","bigtrees10","prefire","2020","[20-40]",4,40,98.842
"939","calaveras","bigtrees10","prefire","2020","[40-60]",2,20,49.421
"940","calaveras","bigtrees10","prefire","2020","[>100]",1,10,24.7105
"941","calaveras","bigtrees10","prefire","2020","[60-80]",0,0,0
"942","calaveras","bigtrees10","prefire","2020","[80-100]",1,10,24.7105
"943","calaveras","bigtrees11","postfire","2022","[<20]",17,170,420.0785
"944","calaveras","bigtrees11","postfire","2022","[20-40]",2,20,49.421
"945","calaveras","bigtrees11","postfire","2022","[40-60]",2,20,49.421
"946","calaveras","bigtrees11","postfire","2022","[>100]",0,0,0
"947","calaveras","bigtrees11","postfire","2022","[60-80]",0,0,0
"948","calaveras","bigtrees11","postfire","2022","[80-100]",0,0,0
"949","calaveras","bigtrees11","prefire","2020","[<20]",16,160,395.368
"950","calaveras","bigtrees11","prefire","2020","[20-40]",3,30,74.1315
"951","calaveras","bigtrees11","prefire","2020","[40-60]",2,20,49.421
"952","calaveras","bigtrees11","prefire","2020","[>100]",0,0,0
"953","calaveras","bigtrees11","prefire","2020","[60-80]",0,0,0
"954","calaveras","bigtrees11","prefire","2020","[80-100]",0,0,0
"955","calaveras","bigtrees12","postfire","2022","[<20]",2,20,49.421
"956","calaveras","bigtrees12","postfire","2022","[20-40]",5,50,123.5525
"957","calaveras","bigtrees12","postfire","2022","[40-60]",4,40,98.842
"958","calaveras","bigtrees12","postfire","2022","[>100]",0,0,0
"959","calaveras","bigtrees12","postfire","2022","[60-80]",1,10,24.7105
"960","calaveras","bigtrees12","postfire","2022","[80-100]",0,0,0
"961","calaveras","bigtrees12","prefire","2020","[<20]",7,70,172.9735
"962","calaveras","bigtrees12","prefire","2020","[20-40]",8,80,197.684
"963","calaveras","bigtrees12","prefire","2020","[40-60]",5,50,123.5525
"964","calaveras","bigtrees12","prefire","2020","[>100]",0,0,0
"965","calaveras","bigtrees12","prefire","2020","[60-80]",1,10,24.7105
"966","calaveras","bigtrees12","prefire","2020","[80-100]",0,0,0
"967","calaveras","bigtrees13","postfire","2022","[<20]",1,10,24.7105
"968","calaveras","bigtrees13","postfire","2022","[20-40]",1,10,24.7105
"969","calaveras","bigtrees13","postfire","2022","[40-60]",1,10,24.7105
"970","calaveras","bigtrees13","postfire","2022","[>100]",0,0,0
"971","calaveras","bigtrees13","postfire","2022","[60-80]",1,10,24.7105
"972","calaveras","bigtrees13","postfire","2022","[80-100]",3,30,74.1315
"973","calaveras","bigtrees13","prefire","2020","[<20]",1,10,24.7105
"974","calaveras","bigtrees13","prefire","2020","[20-40]",2,20,49.421
"975","calaveras","bigtrees13","prefire","2020","[40-60]",1,10,24.7105
"976","calaveras","bigtrees13","prefire","2020","[>100]",0,0,0
"977","calaveras","bigtrees13","prefire","2020","[60-80]",1,10,24.7105
"978","calaveras","bigtrees13","prefire","2020","[80-100]",3,30,74.1315
"979","calaveras","bigtrees14","prefire","2020","[<20]",2,20,49.421
"980","calaveras","bigtrees14","prefire","2020","[20-40]",1,10,24.7105
"981","calaveras","bigtrees14","prefire","2020","[40-60]",2,20,49.421
"982","calaveras","bigtrees14","prefire","2020","[>100]",0,0,0
"983","calaveras","bigtrees14","prefire","2020","[60-80]",3,30,74.1315
"984","calaveras","bigtrees14","prefire","2020","[80-100]",0,0,0
"985","calaveras","bigtrees15","postfire","2022","[<20]",2,20,49.421
"986","calaveras","bigtrees15","postfire","2022","[20-40]",5,50,123.5525
"987","calaveras","bigtrees15","postfire","2022","[40-60]",3,30,74.1315
"988","calaveras","bigtrees15","postfire","2022","[>100]",0,0,0
"989","calaveras","bigtrees15","postfire","2022","[60-80]",2,20,49.421
"990","calaveras","bigtrees15","postfire","2022","[80-100]",1,10,24.7105
"991","calaveras","bigtrees15","prefire","2020","[<20]",3,30,74.1315
"992","calaveras","bigtrees15","prefire","2020","[20-40]",5,50,123.5525
"993","calaveras","bigtrees15","prefire","2020","[40-60]",3,30,74.1315
"994","calaveras","bigtrees15","prefire","2020","[>100]",0,0,0
"995","calaveras","bigtrees15","prefire","2020","[60-80]",2,20,49.421
"996","calaveras","bigtrees15","prefire","2020","[80-100]",1,10,24.7105
"997","calaveras","bigtrees17","prefire","2020","[<20]",0,0,0
"998","calaveras","bigtrees17","prefire","2020","[20-40]",4,40,98.842
"999","calaveras","bigtrees17","prefire","2020","[40-60]",2,20,49.421
"1000","calaveras","bigtrees17","prefire","2020","[>100]",2,20,49.421
"1001","calaveras","bigtrees17","prefire","2020","[60-80]",1,10,24.7105
"1002","calaveras","bigtrees17","prefire","2020","[80-100]",0,0,0
"1003","calaveras","bigtrees18","prefire","2020","[<20]",2,20,49.421
"1004","calaveras","bigtrees18","prefire","2020","[20-40]",1,10,24.7105
"1005","calaveras","bigtrees18","prefire","2020","[40-60]",0,0,0
"1006","calaveras","bigtrees18","prefire","2020","[>100]",0,0,0
"1007","calaveras","bigtrees18","prefire","2020","[60-80]",1,10,24.7105
"1008","calaveras","bigtrees18","prefire","2020","[80-100]",3,30,74.1315
"1009","calaveras","bigtrees19","prefire","2020","[<20]",1,10,24.7105
"1010","calaveras","bigtrees19","prefire","2020","[20-40]",2,20,49.421
"1011","calaveras","bigtrees19","prefire","2020","[40-60]",1,10,24.7105
"1012","calaveras","bigtrees19","prefire","2020","[>100]",0,0,0
"1013","calaveras","bigtrees19","prefire","2020","[60-80]",0,0,0
"1014","calaveras","bigtrees19","prefire","2020","[80-100]",0,0,0
"1015","calaveras","bigtrees20","prefire","2020","[<20]",0,0,0
"1016","calaveras","bigtrees20","prefire","2020","[20-40]",2,20,49.421
"1017","calaveras","bigtrees20","prefire","2020","[40-60]",1,10,24.7105
"1018","calaveras","bigtrees20","prefire","2020","[>100]",3,30,74.1315
