"","site","plotid","pre_post_fire","year","diamclass","n_trees_diamclass","n_trees_diamclass_acre","n_trees_diamclass_ha"
"160","bearmountain","bm12","prefire","2019","[>100]",1,10,24.7105
"161","bearmountain","bm12","prefire","2019","[60-80]",0,0,0
"162","bearmountain","bm12","prefire","2019","[80-100]",1,10,24.7105
"163","bearmountain","bm13","postfire","2021","[<20]",0,0,0
"164","bearmountain","bm13","postfire","2021","[20-40]",3,30,74.1315
"165","bearmountain","bm13","postfire","2021","[40-60]",1,10,24.7105
"166","bearmountain","bm13","postfire","2021","[>100]",0,0,0
"167","bearmountain","bm13","postfire","2021","[60-80]",0,0,0
"168","bearmountain","bm13","postfire","2021","[80-100]",0,0,0
"169","bearmountain","bm13","prefire","2019","[<20]",0,0,0
"170","bearmountain","bm13","prefire","2019","[20-40]",3,30,74.1315
"171","bearmountain","bm13","prefire","2019","[40-60]",1,10,24.7105
"172","bearmountain","bm13","prefire","2019","[>100]",0,0,0
