"","project","site","year","plotid","pre_post_fire","postFire","tag_id","status","species","dbh_cm","ht_m","ht2crown_m","livecrownratio_perc","crownclass","crownwidth_m","bolechar_m","decay","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent","healthCode","healthCode2","notes","ht2dead_m","torch_percent.1","resprout","stump_diameter_cm","stump_ht_m","presentPostThin","StatusPostThin","samplingTime","Beetles2019","DeadPriorFire"
"12602","CPFMP","Independence","2020","Indy24","prefire",NA,"1310","LIVE","PICO","49.2","21.2","4.5",95,NA,"4",NA,"na",NA,NA,NA,NA,"na","na",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12603","CPFMP","drycreek","2022","DryCreek26","postfire","1yr","1326","LIVE","PIJE","49.2","21","11",99,NA,NA,"1.5",NA,"0","na","0","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12604","CPFMP","DryCreek","2020","DryCreek46","prefire",NA,"1379","LIVE","PIJE","49.2","14.7","3.9",80,NA,"8",NA,"na",NA,NA,NA,NA,"na","na",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12605","CPFMP","downieville","2020","RedAnt29","prefire",NA,"1649","LIVE","PIPO","49.2","26.1","9",65,NA,"7","1","na",NA,NA,NA,NA,"na","na",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12606","CPFMP","DryCreek","2020","DryCreek38","prefire",NA,"na","DEAD","PIJE","49.25","21",NA,0,NA,"7.6","7.6","1","21","100","21","20","na","na",NA,4.9,"20",NA,NA,NA,NA,NA,NA,NA,NA
"12607","CPFMP","caples","2020","127","postfire","1yr","119","DEAD","ABMA","49.3","20","0",0,NA,NA,"0","1",NA,NA,NA,NA,"O",NA,"lots of mushrooms on bole, Fir engraver",NA,NA,NA,NA,NA,NA,NA,2,"lots of mushrooms on bole, Fir engraver","Y"
"12608","CPFMP","caples","2020","1","postfire","1yr","463","DEAD","ABCO","49.3","22.3","0",0,"CO",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"12609","CPFMP","caples","2013-2018","13","prefire",NA,"623","LIVE","CADE","49.3","17.7","6.9",NA,"IN","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12610","CPFMP","frenchmeadows","2020","FM057","prefire",NA,"1733","LIVE","ABCO","49.3","23.5","11.5",55,NA,"5",NA,"na",NA,NA,NA,NA,"na",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12611","CPFMP","Modoc","2020","MOD014","prefire",NA,"391","LIVE","ABCO","49.3","25.3","5",NA,NA,"6","0.3","na",NA,"0",NA,"0",NA,NA,NA,0.4,"0",NA,NA,NA,NA,NA,NA,NA,NA
"12612","CPFMP","modoc","2021","MOD014","postfire","immediate","391","LIVE","ABCO","49.3",NA,NA,NA,NA,NA,"0.5",NA,"6.6","25","na","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"12613","CPFMP","bearmountain","2021","BM24","postfire","2yr","4324","LIVE","CADE","49.3","20.2","13.5",NA,NA,"3.5","5","na",NA,NA,NA,NA,NA,NA,"new WT 11m 180az",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12614","CPFMP","slypark","2019","spi5","prefire",NA,"SPI-no tag","LIVE","CADE","49.3","23","9",NA,"CO","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12615","CPFMP","BurtonSP","2019","burton18","prefire",NA,"742","LIVE","PIJE","49.3","26","12.1",NA,"CO","2.5",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12616","CPFMP","caples","2013-2018","1","prefire",NA,"463","LIVE","ABCO","49.4","21.8","0.4",NA,"CO","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12617","CPFMP","caples","2013-2018","103","prefire",NA,"163","LIVE","ABCO","49.4",NA,"9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (see notes)",NA,"swollen bole, lots of mistletoe",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12618","CPFMP","caples","2020","119","postfire","1yr","83","LIVE","ABCO","49.4","27.3","13.8",60,"CO",NA,"0",NA,NA,NA,NA,NA,NA,NA,"1.3 HTD",NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"12619","CPFMP","Valentine","2020","VR25","prefire",NA,"4","LIVE","ABCO","49.4","19","13.6",NA,"do","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"12620","CPFMP","Valentine","2020","VR21N","prefire",NA,"1235","LIVE","ABMA","49.4","21.3","8.1",NA,"DO","6",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA
"12621","CPFMP","caples","2020","32","postfire","1yr","49","LIVE","CADE","49.4","22","6.5",80,"CO",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"12622","CPFMP","frenchmeadows","2019","FM019-12","prefire",NA,NA,"LIVE","ABCO","49.4","28.5","5",NA,"CO","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12623","CPFMP","valentine","2021","VR23","prefire",NA,"281","LIVE","ABCO","49.4",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,"labeled as abma in 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12624","CPFMP","slypark","2019","spi11","prefire",NA,"spi-no tag","LIVE","CADE","49.4","17","5",NA,"IN","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12625","CPFMP","springsfire","2019","springs06","prefire",NA,"63","LIVE","PICO","49.4","14.8","1.5",NA,"CO","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12626","CPFMP","klamath","2021","KLAMATH018","prefire",NA,"4876","LIVE","PSME","49.4","43.6","29.6",NA,NA,"5","5","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12627","CPFMP","henrycoe","2022","HCM003","postfire","1yr","4839","LIVE","QUAG","49.4","4.8","2",NA,NA,NA,"na","na","na","0","na","0","na","na","live foliage all from resp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12628","CPFMP","frenchmeadows","2020","FM044","prefire",NA,"na","DEAD","ABCO","49.5","7.5",NA,0,NA,NA,NA,"3",NA,NA,NA,NA,"na",NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12629","CPFMP","valentine","2021","VR2","prefire",NA,"450","DEAD","ABMA","49.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12630","CPFMP","caples","2013-2018","76","prefire",NA,"33","LIVE","ABCO","49.5","26","6.3",NA,"CO","6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12631","CPFMP","caples","2013-2018","129","prefire",NA,"202","LIVE","ABCO","49.5","22.7","8.5",NA,"CO","6",NA,NA,NA,NA,NA,NA,"Split top",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12632","CPFMP","Valentine","2020","VR16N","prefire",NA,"71","LIVE","ABCO","49.5","21.8","11.2",NA,"co","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"12633","CPFMP","Valentine","2020","VR20N","prefire",NA,"1254","LIVE","ABMA","49.5","17","9.6",NA,"DO","3",NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"12634","CPFMP","Valentine","2020","VR23","prefire",NA,"281","LIVE","ABMA","49.5","30","18.6",NA,"do","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12635","CPFMP","caples","2013-2018","99","prefire",NA,"525","LIVE","CADE","49.5","14.6","2.2",NA,"CO","5.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12636","CPFMP","Valentine","2020","VR16N","prefire",NA,"86","LIVE","PICO","49.5","27.6","15.2",NA,"do","2.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"12637","CPFMP","calaveras","2022","BigTrees30","postfire","immediate",NA,"LIVE","CADE","49.5","20.3","16",NA,NA,NA,"5.8","na","20","10","na","0",NA,NA,"broken top ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12638","CPFMP","frenchmeadows","2022","FM046","postfire","1yr","2994","LIVE","ABCO","49.5","23.7","9.6",NA,NA,NA,"2.1","na","9.6","15","na","0","pitching on bole of tree","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12639","CPFMP","valentine","2021","VR20","prefire",NA,"875","LIVE","ABMA","49.5",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12640","CPFMP","wilderranch","2021","WIL018","prefire",NA,"4717","LIVE","ARBMEN","49.5","12","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12641","CPFMP","calaveras","2020","BigTrees30","prefire",NA,"na","LIVE","CADE","49.5","24","20.5",20,NA,"2.5",NA,"na",NA,NA,NA,NA,"na","na",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12642","CPFMP","valentine","2021","VR16N","prefire",NA,"86","LIVE","PICO","49.5",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12643","CPFMP","Antelope","2020","Antelope02","prefire",NA,"1478","LIVE","PIJE","49.5","14.4","6",95,NA,"6",NA,"na",NA,NA,NA,NA,"na","na",NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12644","CPFMP","DryCreek","2020","DryCreek28","prefire",NA,"2666","LIVE","PIJE","49.5","21.4","6",98,NA,"2",NA,"na",NA,NA,NA,NA,"na","na",NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12645","CPFMP","DryCreek","2020","DryCreek29","prefire",NA,"1323","LIVE","PIJE","49.5","18.5","7.6",65,NA,"4",NA,"na",NA,NA,NA,NA,"na","na",NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12646","CPFMP","drycreek","2022","DryCreek29","postfire","1yr","1322","LIVE","PIJE","49.5","15.8","9.2",NA,NA,NA,"0.1",NA,"9.3","65","4.8","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12647","CPFMP","springsfire","2020","springs18","postfire","1yr","174","LIVE","PIJE","49.5","17","5",NA,NA,NA,"3","na","5","50","5","50",NA,NA,NA,2.2,"50",NA,NA,NA,NA,NA,NA,NA,NA
"12648","CPFMP","slypark","2019","hcp4","prefire",NA,"43","LIVE","PSME","49.5","25","8",NA,"IN","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12649","CPFMP","RioLindo","2021","RIO009","prefire",NA,"4672","LIVE","QUAG","49.5","13",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"12650","CPFMP","riolindo","2022","RIO009","postfire","immediate","4672","LIVE","QUAG","49.5","19.5","14.3",NA,NA,NA,"na","na","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12651","CPFMP","downieville","2020","RedAnt56","prefire",NA,"na","DEAD","ABCO","49.6","15",NA,0,NA,NA,NA,"3",NA,NA,NA,NA,"na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12652","CPFMP","valentine","2021","VR14","prefire",NA,"334","DEAD","ABMA","49.6",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"beete holes and sap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12653","CPFMP","caples","2013-2018","119","prefire",NA,"83","LIVE","ABCO","49.6",NA,"8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12654","CPFMP","caples","2013-2018","33","prefire",NA,"216","LIVE","PICO","49.6","18.7","9.5",NA,"IN","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12655","CPFMP","BlissSP","2019","bliss3","prefire",NA,NA,"LIVE","ABCO","49.6","19.3","8.5",NA,"CO","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12656","CPFMP","BurtonSP","2019","burton11","prefire",NA,"644","LIVE","ABCO","49.6","24","7",NA,"CO","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12657","CPFMP","frenchmeadows","2019","FM010-7","prefire",NA,NA,"LIVE","ABCO","49.6","31","16",NA,"CO","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12658","CPFMP","springsfire","2020","springs06","postfire","1yr","63","LIVE","PICO","49.6","16.2","2.2",NA,NA,NA,NA,"na","2.2","5","1.5","5",NA,NA,NA,0.4,"5",NA,NA,NA,NA,NA,NA,NA,NA
"12659","CPFMP","springsfire","2020","springs21","postfire","1yr","200","LIVE","PIJE","49.6","15","5",NA,NA,NA,"5","na","13","60","2.7","20",NA,NA,NA,1.2,"20",NA,NA,NA,NA,NA,NA,NA,NA
"12660","CPFMP","springsfire","2020","springs27","postfire","1yr","254","LIVE","PIJE","49.6","16.2","7",NA,NA,NA,"2.5","na","7","45","7","45",NA,NA,NA,1.5,"45",NA,NA,NA,NA,NA,NA,NA,NA
"12661","CPFMP","bearmountain","2019","BM20","prefire",NA,NA,"LIVE","PIPO","49.6","21","6",NA,"CO","3","3","2",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12662","CPFMP","caples","2020","6","postfire","1yr","654","DEAD","ABCO","49.7","22.4","0",0,"IN",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"12663","CPFMP","caples","2013-2018","108","prefire",NA,"51","DEAD","ABCO","49.7",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12664","CPFMP","caples","2013-2018","128","prefire",NA,"186","DEAD","ABMA","49.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12665","CPFMP","caples","2013-2018","28","prefire",NA,"678","LIVE","CADE","49.7","17.9","10.4",NA,"IN","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12666","CPFMP","caples","2020","32","postfire","1yr","73","LIVE","CADE","49.7","15","5",70,"IN",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"N"
"12667","CPFMP","Valentine","2020","VR26S","prefire",NA,"130","LIVE","PICO","49.7","18.2","7",NA,"do","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA
"12668","CPFMP","BurtonSP","2020","burton44","prefire",NA,"1954","LIVE","ABCO","49.7","24.1","1.2",98,NA,"3",NA,"na",NA,NA,NA,NA,"na","na",NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12669","CPFMP","BurtonSP","2020","burton47","prefire",NA,"1789","LIVE","ABCO","49.7","22.1","4.2",87,NA,"7.4",NA,"na",NA,NA,NA,NA,"na","na","5% yellow needles",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12670","CPFMP","calaveras","2020","BigTrees23","prefire",NA,"na","LIVE","ABCO","49.7","36","11",NA,NA,"4.8",NA,"na",NA,NA,NA,NA,"na","na",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12671","CPFMP","calaveras","2020","BigTrees17","prefire",NA,"na","LIVE","CADE","49.7","23","16.5",25,NA,"4",NA,"na",NA,NA,NA,NA,"na","na",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12672","CPFMP","springsfire","2019","springs27","prefire",NA,"254","LIVE","PIJE","49.7","15.3","6",NA,"CO","4","2",NA,NA,NA,NA,NA,"1",NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12673","CPFMP","BlissSP","2019","bliss2","prefire",NA,NA,"LIVE","PILA","49.7","18","10",NA,"CO","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12674","CPFMP","wilderranch","2021","WIL013","prefire",NA,"4447","LIVE","UMBCAL","49.7","17","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"toxdiv vine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12675","CPFMP","caples","2013-2018","103","prefire",NA,"142","LIVE","ABCO","49.7",NA,"5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (see notes)",NA,"so much wrong: canker, internal fungal growth in bole, mistletoe",NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12676","CPFMP","BurtonSP","2020","burton37","prefire",NA,"1748","LIVE","PIJE","49.75","27.2","6.9",80,NA,"4.8",NA,"na",NA,NA,NA,NA,"na","na",NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12677","CPFMP","caples","2020","126","postfire","1yr","0","DEAD","ABCO","49.8","20.3","0",0,NA,NA,"0","1",NA,NA,NA,NA,"S,O",NA,"most needles lost, fir engraver",NA,NA,NA,NA,NA,NA,NA,2,"most needles lost, fir engraver","N"
"12678","CPFMP","BurtonSP","2019","burton2","prefire",NA,"756","DEAD","ABMA","49.8","5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"12679","CPFMP","caples","2013-2018","21","prefire",NA,"593","LIVE","ABCO","49.8","20","3.5",NA,"CO","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12680","CPFMP","caples","2013-2018","8","prefire",NA,"688","LIVE","CADE","49.8","25.7","10.7",NA,"CO","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12681","CPFMP","modoc","2022","MOD019","postfire","1yr","2415","LIVE","CADE","49.8","18.9","4.3",NA,NA,NA,"0.7","na","na","na","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12682","CPFMP","Modoc","2020","MOD019","prefire",NA,"2415","LIVE","CADE","49.8","18.9","4.3",NA,NA,"5.6","0.7","na",NA,NA,NA,"0",NA,NA,NA,0.5,"0",NA,NA,NA,NA,NA,NA,NA,NA
"12683","CPFMP","modoc","2021","MOD019","postfire","immediate","2415","LIVE","CADE","49.8",NA,NA,NA,NA,NA,"0.3",NA,"6.3","3","na","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"12684","CPFMP","shaverlake","2021","SHL007","prefire",NA,"4133","LIVE","CADE","49.8","17.5","1",NA,NA,"6.5","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12685","CPFMP","drycreek","2022","DryCreek28","postfire","1yr","2666","LIVE","PIJE","49.8","21.4","7",98,NA,NA,"0.2",NA,"0","na","0","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12686","CPFMP","calaveras","2020","BigTrees14","prefire",NA,"na","LIVE","PIPO","49.8","25.1","15.8",25,NA,"7",NA,"na",NA,NA,NA,NA,"mountain pine beetle","broken top",NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12687","CPFMP","henrycoe","2021","HCM002","prefire",NA,"4220","LIVE","QUAG","49.8","13.3","3",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12688","CPFMP","caples","2013-2018","94","prefire",NA,"401","LIVE","ABCO","49.9","30.2","16.6",NA,"CO","6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"12689","CPFMP","calaveras","2022","BigTrees08","postfire","immediate",NA,"LIVE","PILA","49.9","28.8","17.9",NA,NA,NA,"0.2","na","na","0","na","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12690","CPFMP","frenchmeadows","2019","FM019-1","prefire",NA,NA,"LIVE","ABCO","49.9","28","5",NA,"DO","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12691","CPFMP","frenchmeadows","2022","FM19-20","postfire","1yr","4079","LIVE","ABCO","49.9","26.3","22.5",NA,NA,NA,"1.2","na","7.7","7","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12692","CPFMP","Independence","2020","Indy13","prefire",NA,"1268","LIVE","ABCO","49.9","20","3.9",75,NA,"6.7",NA,"na",NA,NA,NA,NA,"na","na",NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12693","CPFMP","frenchmeadows","2019","FM019-16","prefire",NA,"2220","LIVE","ABMA","49.9","29","3",NA,"8",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"12694","CPFMP","shaverlake","2021","SHL001","prefire",NA,"4774","LIVE","CADE","49.9","22","6",NA,NA,"6.3","0.2","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12695","CPFMP","DryCreek","2020","DryCreek32","prefire",NA,"2680","LIVE","PIJE","49.9","18","11.1",40,NA,"3","6.5","na","8.5","75","4.5","40","na","na",NA,3.4,"40",NA,NA,NA,NA,NA,NA,NA,NA
"12696","CPFMP","henrycoe","2022","HCM002","postfire","1yr","4220","LIVE","QUAG","49.9","13.3","3",NA,NA,NA,"na","na","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12697","CPFMP","wilderranch","2021","WIL016","prefire",NA,"4927","LIVE","QUAG","49.9","7","na",NA,NA,"na",NA,"na",NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12698","CPFMP","Bouverie","2021","BOUV011","prefire",NA,"4616","LIVE","QUKE","49.9","11.5",NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,"na","conk",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"12699","CPFMP","Valentine","2020","VR14","prefire",NA,"334","DEAD","ABMA","50","14.2",NA,NA,"-",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12700","CPFMP","caples","2020","1","postfire","1yr","456","DEAD","ABCO","50","17.5","0",0,"CO",NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Y"
"12701","CPFMP","calaveras","2022","BigTrees10","postfire","immediate",NA,"DEAD","CADE","50","5","na",NA,NA,NA,"na","na","na","na","na","na",NA,NA,"tree not found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12702","CPFMP","BlissSP","2019","bliss15","prefire",NA,NA,"DEAD","ABCO","50","23.8",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12703","CPFMP","calaveras","2020","BigTrees27","prefire",NA,"na","DEAD","ABCO","50","15.8",NA,0,NA,NA,NA,"2",NA,NA,NA,NA,"na","na",NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12704","CPFMP","BurtonSP","2020","burton41","postfire","1yr","na","DEAD","ABMA","50","5",NA,0,NA,NA,NA,"4",NA,NA,NA,NA,"pitching on bole of tree","na",NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12705","CPFMP","calaveras","2020","BigTrees10","prefire",NA,"na","DEAD","CADE","50","5",NA,0,NA,NA,NA,"5",NA,NA,NA,NA,"na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12706","CPFMP","Bouverie","2021","BOUV006","prefire",NA,"na","DEAD","QULO","50","14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","dbh estimated due to toxdiv vine ",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA
"12707","CPFMP","Valentine","2020","VR43","prefire",NA,"698","LIVE","ABCO","50","19.7","7.2",NA,"co","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","L",NA,NA,NA
"12708","CPFMP","Valentine","2020","VR19","prefire",NA,"836","LIVE","PICO","50","39.3","14.6",NA,"co","4.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12709","CPFMP","BlissSP","2019","bliss7","prefire",NA,NA,"LIVE","ABCO","50","20","13",NA,"CO","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12710","CPFMP","modoc","2022","MOD014","postfire","1yr","391","LIVE","ABCO","50","25.3","5",NA,NA,NA,"0.3","na","na","0","na","0","na","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12711","CPFMP","Modoc","2020","MOD022","prefire",NA,"2333","LIVE","ABCO","50","29","9",NA,NA,"6","1","na",NA,"0",NA,"0",NA,NA,NA,0.3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"12712","CPFMP","modoc","2021","MOD022","postfire","immediate","2333","LIVE","ABCO","50",NA,NA,NA,NA,NA,"0.5",NA,"10.8","5","na","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"12713","CPFMP","SugarPineSP","2020","sugarpine1","prefire",NA,"5","LIVE","ABCO","50","22","6.2",NA,NA,"2.3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12714","CPFMP","valentine","2021","VR10N","prefire",NA,"1135","LIVE","ABMA","50",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12715","CPFMP","valentine","2021","VR20N","prefire",NA,"1254","LIVE","ABMA","50",NA,NA,NA,NA,NA,NA,"na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
