"","site","plotid","pre_post_fire","year","diamclass","n_trees_diamclass","n_trees_diamclass_acre","n_trees_diamclass_ha"
"843","calaveras","bigtrees23","prefire","2020","[<20]",0,0,0
"844","calaveras","bigtrees23","prefire","2020","[40-60]",1,10,24.7105
"845","calaveras","bigtrees23","prefire","2020","[>100]",0,0,0
"846","calaveras","bigtrees23","prefire","2020","[80-100]",0,0,0
"847","calaveras","bigtrees24","prefire","2020","[60-80]",0,0,0
"848","calaveras","bigtrees24","prefire","2020","[20-40]",0,0,0
"849","calaveras","bigtrees24","prefire","2020","[<20]",0,0,0
"850","calaveras","bigtrees24","prefire","2020","[40-60]",1,10,24.7105
"851","calaveras","bigtrees24","prefire","2020","[>100]",0,0,0
"852","calaveras","bigtrees24","prefire","2020","[80-100]",0,0,0
"853","calaveras","bigtrees25","prefire","2020","[60-80]",1,10,24.7105
"854","calaveras","bigtrees25","prefire","2020","[20-40]",1,10,24.7105
"855","calaveras","bigtrees25","prefire","2020","[<20]",0,0,0
"856","calaveras","bigtrees25","prefire","2020","[40-60]",0,0,0
"857","calaveras","bigtrees25","prefire","2020","[>100]",0,0,0
"858","calaveras","bigtrees25","prefire","2020","[80-100]",0,0,0
"859","calaveras","bigtrees27","prefire","2020","[60-80]",0,0,0
"860","calaveras","bigtrees27","prefire","2020","[20-40]",6,60,148.263
"861","calaveras","bigtrees27","prefire","2020","[<20]",1,10,24.7105
"862","calaveras","bigtrees27","prefire","2020","[40-60]",6,60,148.263
"863","calaveras","bigtrees27","prefire","2020","[>100]",0,0,0
"864","calaveras","bigtrees27","prefire","2020","[80-100]",1,10,24.7105
"865","calaveras","bigtrees28","prefire","2020","[60-80]",0,0,0
"866","calaveras","bigtrees28","prefire","2020","[20-40]",0,0,0
"867","calaveras","bigtrees28","prefire","2020","[<20]",0,0,0
"868","calaveras","bigtrees28","prefire","2020","[40-60]",0,0,0
"869","calaveras","bigtrees28","prefire","2020","[>100]",1,10,24.7105
"870","calaveras","bigtrees28","prefire","2020","[80-100]",0,0,0
"871","calaveras","bigtrees29","prefire","2020","[60-80]",0,0,0
"872","calaveras","bigtrees29","prefire","2020","[20-40]",1,10,24.7105
"873","calaveras","bigtrees29","prefire","2020","[<20]",0,0,0
"874","calaveras","bigtrees29","prefire","2020","[40-60]",0,0,0
"875","calaveras","bigtrees29","prefire","2020","[>100]",0,0,0
"876","calaveras","bigtrees29","prefire","2020","[80-100]",0,0,0
"877","calaveras","bigtrees30","postfire","2022","[60-80]",0,0,0
"878","calaveras","bigtrees30","postfire","2022","[20-40]",3,30,74.1315
"879","calaveras","bigtrees30","postfire","2022","[<20]",1,10,24.7105
"880","calaveras","bigtrees30","postfire","2022","[40-60]",4,40,98.842
"881","calaveras","bigtrees30","postfire","2022","[>100]",0,0,0
"882","calaveras","bigtrees30","postfire","2022","[80-100]",0,0,0
"883","calaveras","bigtrees30","prefire","2020","[60-80]",0,0,0
"884","calaveras","bigtrees30","prefire","2020","[20-40]",1,10,24.7105
"885","calaveras","bigtrees30","prefire","2020","[<20]",1,10,24.7105
"886","calaveras","bigtrees30","prefire","2020","[40-60]",4,40,98.842
"887","calaveras","bigtrees30","prefire","2020","[>100]",0,0,0
"888","calaveras","bigtrees30","prefire","2020","[80-100]",0,0,0
"889","calaveras","bigtrees31","prefire","2020","[60-80]",0,0,0
"890","calaveras","bigtrees31","prefire","2020","[20-40]",1,10,24.7105
"891","calaveras","bigtrees31","prefire","2020","[<20]",0,0,0
"892","calaveras","bigtrees31","prefire","2020","[40-60]",0,0,0
"893","calaveras","bigtrees31","prefire","2020","[>100]",0,0,0
"894","calaveras","bigtrees31","prefire","2020","[80-100]",0,0,0
"895","calaveras","bigtrees32","postfire","2022","[60-80]",0,0,0
"896","calaveras","bigtrees32","postfire","2022","[20-40]",4,40,98.842
"897","calaveras","bigtrees32","postfire","2022","[<20]",3,30,74.1315
"898","calaveras","bigtrees32","postfire","2022","[40-60]",2,20,49.421
"899","calaveras","bigtrees32","postfire","2022","[>100]",0,0,0
"900","calaveras","bigtrees32","postfire","2022","[80-100]",0,0,0
"901","calaveras","bigtrees32","prefire","2020","[60-80]",0,0,0
"902","calaveras","bigtrees32","prefire","2020","[20-40]",2,20,49.421
"903","calaveras","bigtrees32","prefire","2020","[<20]",0,0,0
"904","calaveras","bigtrees32","prefire","2020","[40-60]",2,20,49.421
"905","calaveras","bigtrees32","prefire","2020","[>100]",0,0,0
"906","calaveras","bigtrees32","prefire","2020","[80-100]",0,0,0
"907","calaveras","bigtrees33","prefire","2020","[60-80]",2,20,49.421
"908","calaveras","bigtrees33","prefire","2020","[20-40]",0,0,0
"909","calaveras","bigtrees33","prefire","2020","[<20]",0,0,0
"910","calaveras","bigtrees33","prefire","2020","[40-60]",1,10,24.7105
"911","calaveras","bigtrees33","prefire","2020","[>100]",2,20,49.421
"912","calaveras","bigtrees33","prefire","2020","[80-100]",1,10,24.7105
"913","calaveras","bigtrees34","postfire","2022","[60-80]",0,0,0
"914","calaveras","bigtrees34","postfire","2022","[20-40]",0,0,0
"915","calaveras","bigtrees34","postfire","2022","[<20]",1,10,24.7105
"916","calaveras","bigtrees34","postfire","2022","[40-60]",2,20,49.421
"917","calaveras","bigtrees34","postfire","2022","[>100]",1,10,24.7105
"918","calaveras","bigtrees34","postfire","2022","[80-100]",0,0,0
"919","calaveras","bigtrees34","prefire","2020","[60-80]",0,0,0
"920","calaveras","bigtrees34","prefire","2020","[20-40]",0,0,0
"921","calaveras","bigtrees34","prefire","2020","[<20]",1,10,24.7105
"922","calaveras","bigtrees34","prefire","2020","[40-60]",1,10,24.7105
"923","calaveras","bigtrees34","prefire","2020","[>100]",1,10,24.7105
"924","calaveras","bigtrees34","prefire","2020","[80-100]",0,0,0
"925","calaveras","bigtrees35","postfire","2022","[60-80]",0,0,0
"926","calaveras","bigtrees35","postfire","2022","[20-40]",2,20,49.421
"927","calaveras","bigtrees35","postfire","2022","[<20]",0,0,0
"928","calaveras","bigtrees35","postfire","2022","[40-60]",0,0,0
"929","calaveras","bigtrees35","postfire","2022","[>100]",0,0,0
"930","calaveras","bigtrees35","postfire","2022","[80-100]",0,0,0
"931","calaveras","bigtrees35","prefire","2020","[60-80]",0,0,0
"932","calaveras","bigtrees35","prefire","2020","[20-40]",1,10,24.7105
"933","calaveras","bigtrees35","prefire","2020","[<20]",0,0,0
"934","calaveras","bigtrees35","prefire","2020","[40-60]",0,0,0
"935","calaveras","bigtrees35","prefire","2020","[>100]",0,0,0
"936","calaveras","bigtrees35","prefire","2020","[80-100]",0,0,0
"937","calaveras","bigtrees36","prefire","2020","[60-80]",0,0,0
"938","calaveras","bigtrees36","prefire","2020","[20-40]",3,30,74.1315
"939","calaveras","bigtrees36","prefire","2020","[<20]",1,10,24.7105
"940","calaveras","bigtrees36","prefire","2020","[40-60]",0,0,0
"941","calaveras","bigtrees36","prefire","2020","[>100]",0,0,0
"942","calaveras","bigtrees36","prefire","2020","[80-100]",0,0,0
"943","caples","1","postfire","2020","[60-80]",0,0,0
"944","caples","1","postfire","2020","[20-40]",2,20,49.421
"945","caples","1","postfire","2020","[<20]",3,30,74.1315
"946","caples","1","postfire","2020","[40-60]",3,30,74.1315
"947","caples","1","postfire","2020","[>100]",0,0,0
"948","caples","1","postfire","2020","[80-100]",0,0,0
"949","caples","1","prefire","2013-2018","[60-80]",0,0,0
"950","caples","1","prefire","2013-2018","[20-40]",0,0,0
"951","caples","1","prefire","2013-2018","[<20]",0,0,0
"952","caples","1","prefire","2013-2018","[40-60]",1,10,24.7105
"953","caples","1","prefire","2013-2018","[>100]",0,0,0
"954","caples","1","prefire","2013-2018","[80-100]",0,0,0
"955","caples","1","prefire","2019","[60-80]",0,0,0
"956","caples","1","prefire","2019","[20-40]",3,30,74.1315
"957","caples","1","prefire","2019","[<20]",2,20,49.421
"958","caples","1","prefire","2019","[40-60]",3,30,74.1315
"959","caples","1","prefire","2019","[>100]",0,0,0
"960","caples","1","prefire","2019","[80-100]",0,0,0
"961","caples","10","postfire","2020","[60-80]",0,0,0
"962","caples","10","postfire","2020","[20-40]",0,0,0
"963","caples","10","postfire","2020","[<20]",0,0,0
"964","caples","10","postfire","2020","[40-60]",2,20,49.421
"965","caples","10","postfire","2020","[>100]",0,0,0
"966","caples","10","postfire","2020","[80-100]",0,0,0
"967","caples","100","postfire","2020","[60-80]",0,0,0
"968","caples","100","postfire","2020","[20-40]",4,40,98.842
"969","caples","100","postfire","2020","[<20]",20,200,494.21
"970","caples","100","postfire","2020","[40-60]",0,0,0
"971","caples","100","postfire","2020","[>100]",0,0,0
"972","caples","100","postfire","2020","[80-100]",0,0,0
"973","caples","100","prefire","2013-2018","[60-80]",0,0,0
"974","caples","100","prefire","2013-2018","[20-40]",0,0,0
"975","caples","100","prefire","2013-2018","[<20]",1,10,24.7105
"976","caples","100","prefire","2013-2018","[40-60]",0,0,0
"977","caples","100","prefire","2013-2018","[>100]",0,0,0
"978","caples","100","prefire","2013-2018","[80-100]",0,0,0
"979","caples","101","postfire","2020","[60-80]",0,0,0
"980","caples","101","postfire","2020","[20-40]",4,40,98.842
"981","caples","101","postfire","2020","[<20]",0,0,0
"982","caples","101","postfire","2020","[40-60]",2,20,49.421
"983","caples","101","postfire","2020","[>100]",0,0,0
"984","caples","101","postfire","2020","[80-100]",0,0,0
"985","caples","102","postfire","2020","[60-80]",0,0,0
"986","caples","102","postfire","2020","[20-40]",1,10,24.7105
"987","caples","102","postfire","2020","[<20]",14,140,345.947
"988","caples","102","postfire","2020","[40-60]",0,0,0
"989","caples","102","postfire","2020","[>100]",0,0,0
"990","caples","102","postfire","2020","[80-100]",0,0,0
"991","caples","102","prefire","2013-2018","[60-80]",0,0,0
"992","caples","102","prefire","2013-2018","[20-40]",1,10,24.7105
"993","caples","102","prefire","2013-2018","[<20]",2,20,49.421
"994","caples","102","prefire","2013-2018","[40-60]",0,0,0
"995","caples","102","prefire","2013-2018","[>100]",0,0,0
"996","caples","102","prefire","2013-2018","[80-100]",0,0,0
"997","caples","103","postfire","2020","[60-80]",0,0,0
"998","caples","103","postfire","2020","[20-40]",4,40,98.842
"999","caples","103","postfire","2020","[<20]",4,40,98.842
"1000","caples","103","postfire","2020","[40-60]",0,0,0
"1001","caples","103","postfire","2020","[>100]",0,0,0
"1002","caples","103","postfire","2020","[80-100]",0,0,0
"1003","caples","103","prefire","2013-2018","[60-80]",0,0,0
"1004","caples","103","prefire","2013-2018","[20-40]",4,40,98.842
"1005","caples","103","prefire","2013-2018","[<20]",1,10,24.7105
"1006","caples","103","prefire","2013-2018","[40-60]",0,0,0
"1007","caples","103","prefire","2013-2018","[>100]",2,20,49.421
"1008","caples","103","prefire","2013-2018","[80-100]",0,0,0
"1009","caples","103","prefire","2019","[60-80]",0,0,0
"1010","caples","103","prefire","2019","[20-40]",0,0,0
"1011","caples","103","prefire","2019","[<20]",1,10,24.7105
"1012","caples","103","prefire","2019","[40-60]",0,0,0
"1013","caples","103","prefire","2019","[>100]",0,0,0
"1014","caples","103","prefire","2019","[80-100]",0,0,0
"1015","caples","104","prefire","2013-2018","[60-80]",1,10,24.7105
"1016","caples","104","prefire","2013-2018","[20-40]",1,10,24.7105
"1017","caples","104","prefire","2013-2018","[<20]",0,0,0
"1018","caples","104","prefire","2013-2018","[40-60]",3,30,74.1315
"1019","caples","104","prefire","2013-2018","[>100]",0,0,0
"1020","caples","104","prefire","2013-2018","[80-100]",0,0,0
"1021","caples","105","postfire","2020","[60-80]",1,10,24.7105
"1022","caples","105","postfire","2020","[20-40]",2,20,49.421
"1023","caples","105","postfire","2020","[<20]",12,120,296.526
"1024","caples","105","postfire","2020","[40-60]",1,10,24.7105
"1025","caples","105","postfire","2020","[>100]",0,0,0
"1026","caples","105","postfire","2020","[80-100]",0,0,0
"1027","caples","105","prefire","2013-2018","[60-80]",0,0,0
"1028","caples","105","prefire","2013-2018","[20-40]",0,0,0
"1029","caples","105","prefire","2013-2018","[<20]",3,30,74.1315
"1030","caples","105","prefire","2013-2018","[40-60]",1,10,24.7105
"1031","caples","105","prefire","2013-2018","[>100]",0,0,0
"1032","caples","105","prefire","2013-2018","[80-100]",1,10,24.7105
"1033","caples","106","prefire","2013-2018","[60-80]",0,0,0
"1034","caples","106","prefire","2013-2018","[20-40]",1,10,24.7105
"1035","caples","106","prefire","2013-2018","[<20]",0,0,0
"1036","caples","106","prefire","2013-2018","[40-60]",0,0,0
"1037","caples","106","prefire","2013-2018","[>100]",0,0,0
"1038","caples","106","prefire","2013-2018","[80-100]",2,20,49.421
"1039","caples","107","prefire","2013-2018","[60-80]",0,0,0
"1040","caples","107","prefire","2013-2018","[20-40]",0,0,0
"1041","caples","107","prefire","2013-2018","[<20]",3,30,74.1315
"1042","caples","107","prefire","2013-2018","[40-60]",0,0,0
"1043","caples","107","prefire","2013-2018","[>100]",0,0,0
"1044","caples","107","prefire","2013-2018","[80-100]",0,0,0
"1045","caples","108","prefire","2013-2018","[60-80]",1,10,24.7105
"1046","caples","108","prefire","2013-2018","[20-40]",2,20,49.421
"1047","caples","108","prefire","2013-2018","[<20]",0,0,0
"1048","caples","108","prefire","2013-2018","[40-60]",3,30,74.1315
"1049","caples","108","prefire","2013-2018","[>100]",0,0,0
"1050","caples","108","prefire","2013-2018","[80-100]",0,0,0
"1051","caples","109","prefire","2013-2018","[60-80]",1,10,24.7105
"1052","caples","109","prefire","2013-2018","[20-40]",0,0,0
"1053","caples","109","prefire","2013-2018","[<20]",0,0,0
"1054","caples","109","prefire","2013-2018","[40-60]",1,10,24.7105
"1055","caples","109","prefire","2013-2018","[>100]",0,0,0
"1056","caples","109","prefire","2013-2018","[80-100]",1,10,24.7105
"1057","caples","11","postfire","2020","[60-80]",0,0,0
"1058","caples","11","postfire","2020","[20-40]",10,100,247.105
"1059","caples","11","postfire","2020","[<20]",22,220,543.631
"1060","caples","11","postfire","2020","[40-60]",0,0,0
"1061","caples","11","postfire","2020","[>100]",0,0,0
"1062","caples","11","postfire","2020","[80-100]",0,0,0
"1063","caples","11","prefire","2013-2018","[60-80]",0,0,0
"1064","caples","11","prefire","2013-2018","[20-40]",2,20,49.421
"1065","caples","11","prefire","2013-2018","[<20]",1,10,24.7105
"1066","caples","11","prefire","2013-2018","[40-60]",1,10,24.7105
"1067","caples","11","prefire","2013-2018","[>100]",0,0,0
"1068","caples","11","prefire","2013-2018","[80-100]",0,0,0
"1069","caples","110","prefire","2013-2018","[60-80]",0,0,0
"1070","caples","110","prefire","2013-2018","[20-40]",1,10,24.7105
"1071","caples","110","prefire","2013-2018","[<20]",2,20,49.421
"1072","caples","110","prefire","2013-2018","[40-60]",0,0,0
"1073","caples","110","prefire","2013-2018","[>100]",0,0,0
"1074","caples","110","prefire","2013-2018","[80-100]",0,0,0
"1075","caples","111","postfire","2020","[60-80]",0,0,0
"1076","caples","111","postfire","2020","[20-40]",1,10,24.7105
"1077","caples","111","postfire","2020","[<20]",2,20,49.421
"1078","caples","111","postfire","2020","[40-60]",0,0,0
"1079","caples","111","postfire","2020","[>100]",0,0,0
"1080","caples","111","postfire","2020","[80-100]",0,0,0
"1081","caples","111","prefire","2013-2018","[60-80]",0,0,0
"1082","caples","111","prefire","2013-2018","[20-40]",0,0,0
"1083","caples","111","prefire","2013-2018","[<20]",0,0,0
"1084","caples","111","prefire","2013-2018","[40-60]",0,0,0
"1085","caples","111","prefire","2013-2018","[>100]",1,10,24.7105
"1086","caples","111","prefire","2013-2018","[80-100]",1,10,24.7105
"1087","caples","113","prefire","2013-2018","[60-80]",0,0,0
"1088","caples","113","prefire","2013-2018","[20-40]",2,20,49.421
"1089","caples","113","prefire","2013-2018","[<20]",0,0,0
"1090","caples","113","prefire","2013-2018","[40-60]",0,0,0
"1091","caples","113","prefire","2013-2018","[>100]",0,0,0
"1092","caples","113","prefire","2013-2018","[80-100]",0,0,0
"1093","caples","114","prefire","2013-2018","[60-80]",0,0,0
"1094","caples","114","prefire","2013-2018","[20-40]",1,10,24.7105
"1095","caples","114","prefire","2013-2018","[<20]",1,10,24.7105
"1096","caples","114","prefire","2013-2018","[40-60]",0,0,0
"1097","caples","114","prefire","2013-2018","[>100]",0,0,0
"1098","caples","114","prefire","2013-2018","[80-100]",0,0,0
"1099","caples","115","postfire","2020","[60-80]",0,0,0
"1100","caples","115","postfire","2020","[20-40]",2,20,49.421
"1101","caples","115","postfire","2020","[<20]",1,10,24.7105
"1102","caples","115","postfire","2020","[40-60]",0,0,0
"1103","caples","115","postfire","2020","[>100]",0,0,0
"1104","caples","115","postfire","2020","[80-100]",0,0,0
"1105","caples","115","prefire","2013-2018","[60-80]",1,10,24.7105
"1106","caples","115","prefire","2013-2018","[20-40]",1,10,24.7105
"1107","caples","115","prefire","2013-2018","[<20]",1,10,24.7105
"1108","caples","115","prefire","2013-2018","[40-60]",0,0,0
"1109","caples","115","prefire","2013-2018","[>100]",0,0,0
"1110","caples","115","prefire","2013-2018","[80-100]",0,0,0
"1111","caples","116","prefire","2013-2018","[60-80]",1,10,24.7105
"1112","caples","116","prefire","2013-2018","[20-40]",2,20,49.421
"1113","caples","116","prefire","2013-2018","[<20]",2,20,49.421
"1114","caples","116","prefire","2013-2018","[40-60]",4,40,98.842
"1115","caples","116","prefire","2013-2018","[>100]",0,0,0
"1116","caples","116","prefire","2013-2018","[80-100]",1,10,24.7105
"1117","caples","117","postfire","2020","[60-80]",0,0,0
"1118","caples","117","postfire","2020","[20-40]",0,0,0
"1119","caples","117","postfire","2020","[<20]",17,170,420.0785
"1120","caples","117","postfire","2020","[40-60]",0,0,0
"1121","caples","117","postfire","2020","[>100]",0,0,0
"1122","caples","117","postfire","2020","[80-100]",0,0,0
"1123","caples","117","prefire","2013-2018","[60-80]",0,0,0
"1124","caples","117","prefire","2013-2018","[20-40]",0,0,0
"1125","caples","117","prefire","2013-2018","[<20]",4,40,98.842
"1126","caples","117","prefire","2013-2018","[40-60]",1,10,24.7105
"1127","caples","117","prefire","2013-2018","[>100]",0,0,0
"1128","caples","117","prefire","2013-2018","[80-100]",0,0,0
"1129","caples","118","postfire","2020","[60-80]",0,0,0
"1130","caples","118","postfire","2020","[20-40]",1,10,24.7105
"1131","caples","118","postfire","2020","[<20]",15,150,370.6575
"1132","caples","118","postfire","2020","[40-60]",0,0,0
"1133","caples","118","postfire","2020","[>100]",1,10,24.7105
"1134","caples","118","postfire","2020","[80-100]",0,0,0
"1135","caples","118","prefire","2013-2018","[60-80]",0,0,0
"1136","caples","118","prefire","2013-2018","[20-40]",0,0,0
"1137","caples","118","prefire","2013-2018","[<20]",7,70,172.9735
"1138","caples","118","prefire","2013-2018","[40-60]",0,0,0
"1139","caples","118","prefire","2013-2018","[>100]",0,0,0
"1140","caples","118","prefire","2013-2018","[80-100]",0,0,0
"1141","caples","119","postfire","2020","[60-80]",0,0,0
"1142","caples","119","postfire","2020","[20-40]",2,20,49.421
"1143","caples","119","postfire","2020","[<20]",8,80,197.684
"1144","caples","119","postfire","2020","[40-60]",1,10,24.7105
"1145","caples","119","postfire","2020","[>100]",0,0,0
"1146","caples","119","postfire","2020","[80-100]",0,0,0
"1147","caples","119","prefire","2013-2018","[60-80]",1,10,24.7105
"1148","caples","119","prefire","2013-2018","[20-40]",0,0,0
"1149","caples","119","prefire","2013-2018","[<20]",1,10,24.7105
"1150","caples","119","prefire","2013-2018","[40-60]",0,0,0
"1151","caples","119","prefire","2013-2018","[>100]",0,0,0
"1152","caples","119","prefire","2013-2018","[80-100]",0,0,0
"1153","caples","12","postfire","2020","[60-80]",0,0,0
"1154","caples","12","postfire","2020","[20-40]",10,100,247.105
"1155","caples","12","postfire","2020","[<20]",16,160,395.368
"1156","caples","12","postfire","2020","[40-60]",3,30,74.1315
"1157","caples","12","postfire","2020","[>100]",0,0,0
"1158","caples","12","postfire","2020","[80-100]",0,0,0
"1159","caples","12","prefire","2013-2018","[60-80]",2,20,49.421
"1160","caples","12","prefire","2013-2018","[20-40]",2,20,49.421
"1161","caples","12","prefire","2013-2018","[<20]",4,40,98.842
"1162","caples","12","prefire","2013-2018","[40-60]",7,70,172.9735
"1163","caples","12","prefire","2013-2018","[>100]",0,0,0
"1164","caples","12","prefire","2013-2018","[80-100]",0,0,0
"1165","caples","120","prefire","2013-2018","[60-80]",0,0,0
"1166","caples","120","prefire","2013-2018","[20-40]",2,20,49.421
"1167","caples","120","prefire","2013-2018","[<20]",22,220,543.631
"1168","caples","120","prefire","2013-2018","[40-60]",0,0,0
"1169","caples","120","prefire","2013-2018","[>100]",0,0,0
"1170","caples","120","prefire","2013-2018","[80-100]",0,0,0
"1171","caples","121","postfire","2020","[60-80]",0,0,0
"1172","caples","121","postfire","2020","[20-40]",0,0,0
"1173","caples","121","postfire","2020","[<20]",8,80,197.684
"1174","caples","121","postfire","2020","[40-60]",0,0,0
"1175","caples","121","postfire","2020","[>100]",0,0,0
"1176","caples","121","postfire","2020","[80-100]",0,0,0
"1177","caples","121","prefire","2013-2018","[60-80]",0,0,0
"1178","caples","121","prefire","2013-2018","[20-40]",0,0,0
"1179","caples","121","prefire","2013-2018","[<20]",1,10,24.7105
"1180","caples","121","prefire","2013-2018","[40-60]",0,0,0
"1181","caples","121","prefire","2013-2018","[>100]",0,0,0
"1182","caples","121","prefire","2013-2018","[80-100]",0,0,0
"1183","caples","122","postfire","2020","[60-80]",0,0,0
"1184","caples","122","postfire","2020","[20-40]",2,20,49.421
"1185","caples","122","postfire","2020","[<20]",13,130,321.2365
"1186","caples","122","postfire","2020","[40-60]",0,0,0
"1187","caples","122","postfire","2020","[>100]",0,0,0
"1188","caples","122","postfire","2020","[80-100]",0,0,0
"1189","caples","122","prefire","2013-2018","[60-80]",0,0,0
"1190","caples","122","prefire","2013-2018","[20-40]",2,20,49.421
"1191","caples","122","prefire","2013-2018","[<20]",1,10,24.7105
"1192","caples","122","prefire","2013-2018","[40-60]",0,0,0
"1193","caples","122","prefire","2013-2018","[>100]",0,0,0
"1194","caples","122","prefire","2013-2018","[80-100]",0,0,0
"1195","caples","123","prefire","2013-2018","[60-80]",0,0,0
"1196","caples","123","prefire","2013-2018","[20-40]",2,20,49.421
"1197","caples","123","prefire","2013-2018","[<20]",1,10,24.7105
"1198","caples","123","prefire","2013-2018","[40-60]",0,0,0
"1199","caples","123","prefire","2013-2018","[>100]",0,0,0
"1200","caples","123","prefire","2013-2018","[80-100]",0,0,0
"1201","caples","126","postfire","2020","[60-80]",0,0,0
"1202","caples","126","postfire","2020","[20-40]",5,50,123.5525
"1203","caples","126","postfire","2020","[<20]",9,90,222.3945
"1204","caples","126","postfire","2020","[40-60]",2,20,49.421
"1205","caples","126","postfire","2020","[>100]",0,0,0
"1206","caples","126","postfire","2020","[80-100]",0,0,0
"1207","caples","126","prefire","2013-2018","[60-80]",0,0,0
"1208","caples","126","prefire","2013-2018","[20-40]",2,20,49.421
"1209","caples","126","prefire","2013-2018","[<20]",0,0,0
"1210","caples","126","prefire","2013-2018","[40-60]",0,0,0
"1211","caples","126","prefire","2013-2018","[>100]",0,0,0
"1212","caples","126","prefire","2013-2018","[80-100]",0,0,0
"1213","caples","127","postfire","2020","[60-80]",0,0,0
"1214","caples","127","postfire","2020","[20-40]",2,20,49.421
"1215","caples","127","postfire","2020","[<20]",0,0,0
"1216","caples","127","postfire","2020","[40-60]",1,10,24.7105
"1217","caples","127","postfire","2020","[>100]",0,0,0
"1218","caples","127","postfire","2020","[80-100]",0,0,0
"1219","caples","127","prefire","2013-2018","[60-80]",0,0,0
"1220","caples","127","prefire","2013-2018","[20-40]",1,10,24.7105
"1221","caples","127","prefire","2013-2018","[<20]",0,0,0
"1222","caples","127","prefire","2013-2018","[40-60]",1,10,24.7105
"1223","caples","127","prefire","2013-2018","[>100]",0,0,0
"1224","caples","127","prefire","2013-2018","[80-100]",0,0,0
"1225","caples","128","postfire","2020","[60-80]",0,0,0
"1226","caples","128","postfire","2020","[20-40]",0,0,0
"1227","caples","128","postfire","2020","[<20]",0,0,0
"1228","caples","128","postfire","2020","[40-60]",4,40,98.842
"1229","caples","128","postfire","2020","[>100]",0,0,0
"1230","caples","128","postfire","2020","[80-100]",0,0,0
"1231","caples","128","prefire","2013-2018","[60-80]",0,0,0
"1232","caples","128","prefire","2013-2018","[20-40]",0,0,0
"1233","caples","128","prefire","2013-2018","[<20]",0,0,0
"1234","caples","128","prefire","2013-2018","[40-60]",4,40,98.842
"1235","caples","128","prefire","2013-2018","[>100]",0,0,0
"1236","caples","128","prefire","2013-2018","[80-100]",0,0,0
"1237","caples","129","postfire","2020","[60-80]",0,0,0
"1238","caples","129","postfire","2020","[20-40]",2,20,49.421
"1239","caples","129","postfire","2020","[<20]",3,30,74.1315
"1240","caples","129","postfire","2020","[40-60]",1,10,24.7105
"1241","caples","129","postfire","2020","[>100]",0,0,0
"1242","caples","129","postfire","2020","[80-100]",0,0,0
"1243","caples","129","prefire","2013-2018","[60-80]",0,0,0
"1244","caples","129","prefire","2013-2018","[20-40]",2,20,49.421
"1245","caples","129","prefire","2013-2018","[<20]",1,10,24.7105
"1246","caples","129","prefire","2013-2018","[40-60]",1,10,24.7105
"1247","caples","129","prefire","2013-2018","[>100]",0,0,0
"1248","caples","129","prefire","2013-2018","[80-100]",0,0,0
"1249","caples","13","postfire","2020","[60-80]",0,0,0
"1250","caples","13","postfire","2020","[20-40]",7,70,172.9735
"1251","caples","13","postfire","2020","[<20]",13,130,321.2365
"1252","caples","13","postfire","2020","[40-60]",0,0,0
"1253","caples","13","postfire","2020","[>100]",0,0,0
"1254","caples","13","postfire","2020","[80-100]",0,0,0
"1255","caples","13","prefire","2013-2018","[60-80]",0,0,0
"1256","caples","13","prefire","2013-2018","[20-40]",3,30,74.1315
"1257","caples","13","prefire","2013-2018","[<20]",2,20,49.421
"1258","caples","13","prefire","2013-2018","[40-60]",0,0,0
"1259","caples","13","prefire","2013-2018","[>100]",0,0,0
"1260","caples","13","prefire","2013-2018","[80-100]",0,0,0
"1261","caples","130","prefire","2013-2018","[60-80]",0,0,0
"1262","caples","130","prefire","2013-2018","[20-40]",0,0,0
"1263","caples","130","prefire","2013-2018","[<20]",0,0,0
"1264","caples","130","prefire","2013-2018","[40-60]",0,0,0
"1265","caples","130","prefire","2013-2018","[>100]",1,10,24.7105
"1266","caples","130","prefire","2013-2018","[80-100]",0,0,0
"1267","caples","131","prefire","2013-2018","[60-80]",1,10,24.7105
"1268","caples","131","prefire","2013-2018","[20-40]",1,10,24.7105
"1269","caples","131","prefire","2013-2018","[<20]",4,40,98.842
"1270","caples","131","prefire","2013-2018","[40-60]",0,0,0
"1271","caples","131","prefire","2013-2018","[>100]",0,0,0
"1272","caples","131","prefire","2013-2018","[80-100]",0,0,0
"1273","caples","132","prefire","2013-2018","[60-80]",0,0,0
"1274","caples","132","prefire","2013-2018","[20-40]",1,10,24.7105
"1275","caples","132","prefire","2013-2018","[<20]",0,0,0
"1276","caples","132","prefire","2013-2018","[40-60]",0,0,0
"1277","caples","132","prefire","2013-2018","[>100]",0,0,0
"1278","caples","132","prefire","2013-2018","[80-100]",0,0,0
"1279","caples","133","prefire","2013-2018","[60-80]",0,0,0
"1280","caples","133","prefire","2013-2018","[20-40]",3,30,74.1315
"1281","caples","133","prefire","2013-2018","[<20]",7,70,172.9735
"1282","caples","133","prefire","2013-2018","[40-60]",1,10,24.7105
"1283","caples","133","prefire","2013-2018","[>100]",0,0,0
"1284","caples","133","prefire","2013-2018","[80-100]",0,0,0
"1285","caples","14","postfire","2020","[60-80]",0,0,0
"1286","caples","14","postfire","2020","[20-40]",2,20,49.421
"1287","caples","14","postfire","2020","[<20]",0,0,0
"1288","caples","14","postfire","2020","[40-60]",0,0,0
"1289","caples","14","postfire","2020","[>100]",0,0,0
