"","site","plotid","pre_post_fire","year","diamclass","n_trees_diamclass","n_trees_diamclass_acre","n_trees_diamclass_ha"
"2003","drycreek","drycreek37","prefire","2020","[>100]",0,0,0
"2004","drycreek","drycreek37","prefire","2020","[80-100]",0,0,0
"2005","drycreek","drycreek38","prefire","2020","[60-80]",0,0,0
"2006","drycreek","drycreek38","prefire","2020","[20-40]",4,40,98.842
"2007","drycreek","drycreek38","prefire","2020","[<20]",0,0,0
"2008","drycreek","drycreek38","prefire","2020","[40-60]",3,30,74.1315
"2009","drycreek","drycreek38","prefire","2020","[>100]",0,0,0
"2010","drycreek","drycreek38","prefire","2020","[80-100]",1,10,24.7105
"2011","drycreek","drycreek39","prefire","2020","[60-80]",0,0,0
"2012","drycreek","drycreek39","prefire","2020","[20-40]",16,160,395.368
"2013","drycreek","drycreek39","prefire","2020","[<20]",0,0,0
"2014","drycreek","drycreek39","prefire","2020","[40-60]",2,20,49.421
"2015","drycreek","drycreek39","prefire","2020","[>100]",0,0,0
"2016","drycreek","drycreek39","prefire","2020","[80-100]",0,0,0
"2017","drycreek","drycreek40","prefire","2020","[60-80]",3,30,74.1315
"2018","drycreek","drycreek40","prefire","2020","[20-40]",0,0,0
"2019","drycreek","drycreek40","prefire","2020","[<20]",0,0,0
"2020","drycreek","drycreek40","prefire","2020","[40-60]",2,20,49.421
"2021","drycreek","drycreek40","prefire","2020","[>100]",0,0,0
"2022","drycreek","drycreek40","prefire","2020","[80-100]",0,0,0
"2023","drycreek","drycreek41","prefire","2020","[60-80]",0,0,0
"2024","drycreek","drycreek41","prefire","2020","[20-40]",9,90,222.3945
"2025","drycreek","drycreek41","prefire","2020","[<20]",8,80,197.684
"2026","drycreek","drycreek41","prefire","2020","[40-60]",0,0,0
"2027","drycreek","drycreek41","prefire","2020","[>100]",0,0,0
"2028","drycreek","drycreek41","prefire","2020","[80-100]",0,0,0
"2029","drycreek","drycreek46","prefire","2020","[60-80]",0,0,0
"2030","drycreek","drycreek46","prefire","2020","[20-40]",1,10,24.7105
"2031","drycreek","drycreek46","prefire","2020","[<20]",1,10,24.7105
"2032","drycreek","drycreek46","prefire","2020","[40-60]",0,0,0
"2033","drycreek","drycreek46","prefire","2020","[>100]",0,0,0
"2034","drycreek","drycreek46","prefire","2020","[80-100]",0,0,0
"2035","frenchmeadows","fm010-1","prefire","2019","[60-80]",1,10,24.7105
"2036","frenchmeadows","fm010-1","prefire","2019","[20-40]",1,10,24.7105
"2037","frenchmeadows","fm010-1","prefire","2019","[<20]",0,0,0
"2038","frenchmeadows","fm010-1","prefire","2019","[40-60]",3,30,74.1315
"2039","frenchmeadows","fm010-1","prefire","2019","[>100]",0,0,0
"2040","frenchmeadows","fm010-1","prefire","2019","[80-100]",0,0,0
"2041","frenchmeadows","fm010-10","prefire","2019","[60-80]",0,0,0
"2042","frenchmeadows","fm010-10","prefire","2019","[20-40]",0,0,0
"2043","frenchmeadows","fm010-10","prefire","2019","[<20]",3,30,74.1315
"2044","frenchmeadows","fm010-10","prefire","2019","[40-60]",0,0,0
"2045","frenchmeadows","fm010-10","prefire","2019","[>100]",0,0,0
"2046","frenchmeadows","fm010-10","prefire","2019","[80-100]",0,0,0
"2047","frenchmeadows","fm010-11","prefire","2019","[60-80]",1,10,24.7105
"2048","frenchmeadows","fm010-11","prefire","2019","[20-40]",1,10,24.7105
"2049","frenchmeadows","fm010-11","prefire","2019","[<20]",0,0,0
"2050","frenchmeadows","fm010-11","prefire","2019","[40-60]",1,10,24.7105
"2051","frenchmeadows","fm010-11","prefire","2019","[>100]",0,0,0
"2052","frenchmeadows","fm010-11","prefire","2019","[80-100]",0,0,0
"2053","frenchmeadows","fm010-12","prefire","2019","[60-80]",0,0,0
"2054","frenchmeadows","fm010-12","prefire","2019","[20-40]",0,0,0
"2055","frenchmeadows","fm010-12","prefire","2019","[<20]",1,10,24.7105
"2056","frenchmeadows","fm010-12","prefire","2019","[40-60]",1,10,24.7105
"2057","frenchmeadows","fm010-12","prefire","2019","[>100]",0,0,0
"2058","frenchmeadows","fm010-12","prefire","2019","[80-100]",0,0,0
"2059","frenchmeadows","fm010-14","prefire","2019","[60-80]",1,10,24.7105
"2060","frenchmeadows","fm010-14","prefire","2019","[20-40]",1,10,24.7105
"2061","frenchmeadows","fm010-14","prefire","2019","[<20]",3,30,74.1315
"2062","frenchmeadows","fm010-14","prefire","2019","[40-60]",0,0,0
"2063","frenchmeadows","fm010-14","prefire","2019","[>100]",0,0,0
"2064","frenchmeadows","fm010-14","prefire","2019","[80-100]",0,0,0
"2065","frenchmeadows","fm010-15","prefire","2019","[60-80]",1,10,24.7105
"2066","frenchmeadows","fm010-15","prefire","2019","[20-40]",0,0,0
"2067","frenchmeadows","fm010-15","prefire","2019","[<20]",1,10,24.7105
"2068","frenchmeadows","fm010-15","prefire","2019","[40-60]",1,10,24.7105
"2069","frenchmeadows","fm010-15","prefire","2019","[>100]",0,0,0
"2070","frenchmeadows","fm010-15","prefire","2019","[80-100]",0,0,0
"2071","frenchmeadows","fm010-2","prefire","2019","[60-80]",0,0,0
"2072","frenchmeadows","fm010-2","prefire","2019","[20-40]",1,10,24.7105
"2073","frenchmeadows","fm010-2","prefire","2019","[<20]",9,90,222.3945
"2074","frenchmeadows","fm010-2","prefire","2019","[40-60]",0,0,0
"2075","frenchmeadows","fm010-2","prefire","2019","[>100]",0,0,0
"2076","frenchmeadows","fm010-2","prefire","2019","[80-100]",0,0,0
"2077","frenchmeadows","fm010-4","prefire","2019","[60-80]",1,10,24.7105
"2078","frenchmeadows","fm010-4","prefire","2019","[20-40]",2,20,49.421
"2079","frenchmeadows","fm010-4","prefire","2019","[<20]",0,0,0
"2080","frenchmeadows","fm010-4","prefire","2019","[40-60]",0,0,0
"2081","frenchmeadows","fm010-4","prefire","2019","[>100]",0,0,0
"2082","frenchmeadows","fm010-4","prefire","2019","[80-100]",0,0,0
"2083","frenchmeadows","fm010-5","prefire","2019","[60-80]",0,0,0
"2084","frenchmeadows","fm010-5","prefire","2019","[20-40]",2,20,49.421
"2085","frenchmeadows","fm010-5","prefire","2019","[<20]",2,20,49.421
"2086","frenchmeadows","fm010-5","prefire","2019","[40-60]",0,0,0
"2087","frenchmeadows","fm010-5","prefire","2019","[>100]",0,0,0
"2088","frenchmeadows","fm010-5","prefire","2019","[80-100]",0,0,0
"2089","frenchmeadows","fm010-6","prefire","2019","[60-80]",0,0,0
"2090","frenchmeadows","fm010-6","prefire","2019","[20-40]",0,0,0
"2091","frenchmeadows","fm010-6","prefire","2019","[<20]",2,20,49.421
"2092","frenchmeadows","fm010-6","prefire","2019","[40-60]",4,40,98.842
"2093","frenchmeadows","fm010-6","prefire","2019","[>100]",1,10,24.7105
"2094","frenchmeadows","fm010-6","prefire","2019","[80-100]",1,10,24.7105
"2095","frenchmeadows","fm010-7","prefire","2019","[60-80]",0,0,0
"2096","frenchmeadows","fm010-7","prefire","2019","[20-40]",1,10,24.7105
"2097","frenchmeadows","fm010-7","prefire","2019","[<20]",1,10,24.7105
"2098","frenchmeadows","fm010-7","prefire","2019","[40-60]",0,0,0
"2099","frenchmeadows","fm010-7","prefire","2019","[>100]",0,0,0
"2100","frenchmeadows","fm010-7","prefire","2019","[80-100]",0,0,0
"2101","frenchmeadows","fm010-9","prefire","2019","[60-80]",1,10,24.7105
"2102","frenchmeadows","fm010-9","prefire","2019","[20-40]",0,0,0
"2103","frenchmeadows","fm010-9","prefire","2019","[<20]",0,0,0
"2104","frenchmeadows","fm010-9","prefire","2019","[40-60]",2,20,49.421
"2105","frenchmeadows","fm010-9","prefire","2019","[>100]",0,0,0
"2106","frenchmeadows","fm010-9","prefire","2019","[80-100]",0,0,0
"2107","frenchmeadows","fm019-1","prefire","2019","[60-80]",1,10,24.7105
"2108","frenchmeadows","fm019-1","prefire","2019","[20-40]",0,0,0
"2109","frenchmeadows","fm019-1","prefire","2019","[<20]",0,0,0
"2110","frenchmeadows","fm019-1","prefire","2019","[40-60]",1,10,24.7105
"2111","frenchmeadows","fm019-1","prefire","2019","[>100]",0,0,0
"2112","frenchmeadows","fm019-1","prefire","2019","[80-100]",0,0,0
"2113","frenchmeadows","fm019-10","prefire","2019","[60-80]",0,0,0
"2114","frenchmeadows","fm019-10","prefire","2019","[20-40]",3,30,74.1315
"2115","frenchmeadows","fm019-10","prefire","2019","[<20]",2,20,49.421
"2116","frenchmeadows","fm019-10","prefire","2019","[40-60]",0,0,0
"2117","frenchmeadows","fm019-10","prefire","2019","[>100]",2,20,49.421
"2118","frenchmeadows","fm019-10","prefire","2019","[80-100]",0,0,0
"2119","frenchmeadows","fm019-11","prefire","2019","[60-80]",0,0,0
"2120","frenchmeadows","fm019-11","prefire","2019","[20-40]",0,0,0
"2121","frenchmeadows","fm019-11","prefire","2019","[<20]",1,10,24.7105
"2122","frenchmeadows","fm019-11","prefire","2019","[40-60]",3,30,74.1315
"2123","frenchmeadows","fm019-11","prefire","2019","[>100]",0,0,0
"2124","frenchmeadows","fm019-11","prefire","2019","[80-100]",0,0,0
"2125","frenchmeadows","fm019-12","prefire","2019","[60-80]",0,0,0
"2126","frenchmeadows","fm019-12","prefire","2019","[20-40]",1,10,24.7105
"2127","frenchmeadows","fm019-12","prefire","2019","[<20]",3,30,74.1315
"2128","frenchmeadows","fm019-12","prefire","2019","[40-60]",1,10,24.7105
"2129","frenchmeadows","fm019-12","prefire","2019","[>100]",0,0,0
"2130","frenchmeadows","fm019-12","prefire","2019","[80-100]",0,0,0
"2131","frenchmeadows","fm019-13","prefire","2019","[60-80]",0,0,0
"2132","frenchmeadows","fm019-13","prefire","2019","[20-40]",0,0,0
"2133","frenchmeadows","fm019-13","prefire","2019","[<20]",0,0,0
"2134","frenchmeadows","fm019-13","prefire","2019","[40-60]",1,10,24.7105
"2135","frenchmeadows","fm019-13","prefire","2019","[>100]",0,0,0
"2136","frenchmeadows","fm019-13","prefire","2019","[80-100]",0,0,0
"2137","frenchmeadows","fm019-14","prefire","2019","[60-80]",0,0,0
"2138","frenchmeadows","fm019-14","prefire","2019","[20-40]",0,0,0
"2139","frenchmeadows","fm019-14","prefire","2019","[<20]",1,10,24.7105
"2140","frenchmeadows","fm019-14","prefire","2019","[40-60]",0,0,0
"2141","frenchmeadows","fm019-14","prefire","2019","[>100]",0,0,0
"2142","frenchmeadows","fm019-14","prefire","2019","[80-100]",0,0,0
"2143","frenchmeadows","fm019-15","prefire","2019","[60-80]",2,20,49.421
"2144","frenchmeadows","fm019-15","prefire","2019","[20-40]",12,120,296.526
"2145","frenchmeadows","fm019-15","prefire","2019","[<20]",0,0,0
"2146","frenchmeadows","fm019-15","prefire","2019","[40-60]",2,20,49.421
"2147","frenchmeadows","fm019-15","prefire","2019","[>100]",0,0,0
"2148","frenchmeadows","fm019-15","prefire","2019","[80-100]",0,0,0
"2149","frenchmeadows","fm019-16","prefire","2019","[60-80]",0,0,0
"2150","frenchmeadows","fm019-16","prefire","2019","[20-40]",1,10,24.7105
"2151","frenchmeadows","fm019-16","prefire","2019","[<20]",0,0,0
"2152","frenchmeadows","fm019-16","prefire","2019","[40-60]",0,0,0
"2153","frenchmeadows","fm019-16","prefire","2019","[>100]",1,10,24.7105
"2154","frenchmeadows","fm019-16","prefire","2019","[80-100]",0,0,0
"2155","frenchmeadows","fm019-18","prefire","2019","[60-80]",0,0,0
"2156","frenchmeadows","fm019-18","prefire","2019","[20-40]",4,40,98.842
"2157","frenchmeadows","fm019-18","prefire","2019","[<20]",4,40,98.842
"2158","frenchmeadows","fm019-18","prefire","2019","[40-60]",1,10,24.7105
"2159","frenchmeadows","fm019-18","prefire","2019","[>100]",0,0,0
"2160","frenchmeadows","fm019-18","prefire","2019","[80-100]",0,0,0
"2161","frenchmeadows","fm019-19","prefire","2019","[60-80]",0,0,0
"2162","frenchmeadows","fm019-19","prefire","2019","[20-40]",1,10,24.7105
"2163","frenchmeadows","fm019-19","prefire","2019","[<20]",3,30,74.1315
"2164","frenchmeadows","fm019-19","prefire","2019","[40-60]",0,0,0
"2165","frenchmeadows","fm019-19","prefire","2019","[>100]",0,0,0
"2166","frenchmeadows","fm019-19","prefire","2019","[80-100]",0,0,0
"2167","frenchmeadows","fm019-2","prefire","2019","[60-80]",0,0,0
"2168","frenchmeadows","fm019-2","prefire","2019","[20-40]",0,0,0
"2169","frenchmeadows","fm019-2","prefire","2019","[<20]",0,0,0
"2170","frenchmeadows","fm019-2","prefire","2019","[40-60]",0,0,0
"2171","frenchmeadows","fm019-2","prefire","2019","[>100]",1,10,24.7105
"2172","frenchmeadows","fm019-2","prefire","2019","[80-100]",0,0,0
"2173","frenchmeadows","fm019-20","prefire","2019","[60-80]",0,0,0
"2174","frenchmeadows","fm019-20","prefire","2019","[20-40]",5,50,123.5525
"2175","frenchmeadows","fm019-20","prefire","2019","[<20]",0,0,0
"2176","frenchmeadows","fm019-20","prefire","2019","[40-60]",4,40,98.842
"2177","frenchmeadows","fm019-20","prefire","2019","[>100]",0,0,0
"2178","frenchmeadows","fm019-20","prefire","2019","[80-100]",0,0,0
"2179","frenchmeadows","fm019-21","prefire","2019","[60-80]",0,0,0
"2180","frenchmeadows","fm019-21","prefire","2019","[20-40]",1,10,24.7105
"2181","frenchmeadows","fm019-21","prefire","2019","[<20]",1,10,24.7105
"2182","frenchmeadows","fm019-21","prefire","2019","[40-60]",0,0,0
"2183","frenchmeadows","fm019-21","prefire","2019","[>100]",0,0,0
"2184","frenchmeadows","fm019-21","prefire","2019","[80-100]",0,0,0
"2185","frenchmeadows","fm019-3","prefire","2019","[60-80]",0,0,0
"2186","frenchmeadows","fm019-3","prefire","2019","[20-40]",1,10,24.7105
"2187","frenchmeadows","fm019-3","prefire","2019","[<20]",1,10,24.7105
"2188","frenchmeadows","fm019-3","prefire","2019","[40-60]",0,0,0
"2189","frenchmeadows","fm019-3","prefire","2019","[>100]",0,0,0
"2190","frenchmeadows","fm019-3","prefire","2019","[80-100]",1,10,24.7105
"2191","frenchmeadows","fm019-4","prefire","2019","[60-80]",0,0,0
"2192","frenchmeadows","fm019-4","prefire","2019","[20-40]",1,10,24.7105
"2193","frenchmeadows","fm019-4","prefire","2019","[<20]",6,60,148.263
"2194","frenchmeadows","fm019-4","prefire","2019","[40-60]",0,0,0
"2195","frenchmeadows","fm019-4","prefire","2019","[>100]",0,0,0
"2196","frenchmeadows","fm019-4","prefire","2019","[80-100]",0,0,0
"2197","frenchmeadows","fm019-5","prefire","2019","[60-80]",0,0,0
"2198","frenchmeadows","fm019-5","prefire","2019","[20-40]",0,0,0
"2199","frenchmeadows","fm019-5","prefire","2019","[<20]",2,20,49.421
"2200","frenchmeadows","fm019-5","prefire","2019","[40-60]",0,0,0
"2201","frenchmeadows","fm019-5","prefire","2019","[>100]",0,0,0
"2202","frenchmeadows","fm019-5","prefire","2019","[80-100]",0,0,0
"2203","frenchmeadows","fm019-6","prefire","2019","[60-80]",0,0,0
"2204","frenchmeadows","fm019-6","prefire","2019","[20-40]",1,10,24.7105
"2205","frenchmeadows","fm019-6","prefire","2019","[<20]",1,10,24.7105
"2206","frenchmeadows","fm019-6","prefire","2019","[40-60]",1,10,24.7105
"2207","frenchmeadows","fm019-6","prefire","2019","[>100]",0,0,0
"2208","frenchmeadows","fm019-6","prefire","2019","[80-100]",0,0,0
"2209","frenchmeadows","fm019-7","prefire","2019","[60-80]",0,0,0
"2210","frenchmeadows","fm019-7","prefire","2019","[20-40]",1,10,24.7105
"2211","frenchmeadows","fm019-7","prefire","2019","[<20]",0,0,0
"2212","frenchmeadows","fm019-7","prefire","2019","[40-60]",3,30,74.1315
"2213","frenchmeadows","fm019-7","prefire","2019","[>100]",0,0,0
"2214","frenchmeadows","fm019-7","prefire","2019","[80-100]",0,0,0
"2215","frenchmeadows","fm019-8","prefire","2019","[60-80]",0,0,0
"2216","frenchmeadows","fm019-8","prefire","2019","[20-40]",0,0,0
"2217","frenchmeadows","fm019-8","prefire","2019","[<20]",1,10,24.7105
"2218","frenchmeadows","fm019-8","prefire","2019","[40-60]",2,20,49.421
"2219","frenchmeadows","fm019-8","prefire","2019","[>100]",0,0,0
"2220","frenchmeadows","fm019-8","prefire","2019","[80-100]",0,0,0
"2221","frenchmeadows","fm037","prefire","2020","[60-80]",0,0,0
"2222","frenchmeadows","fm037","prefire","2020","[20-40]",1,10,24.7105
"2223","frenchmeadows","fm037","prefire","2020","[<20]",1,10,24.7105
"2224","frenchmeadows","fm037","prefire","2020","[40-60]",1,10,24.7105
"2225","frenchmeadows","fm037","prefire","2020","[>100]",0,0,0
"2226","frenchmeadows","fm037","prefire","2020","[80-100]",0,0,0
"2227","frenchmeadows","fm038","postfire","2022","[60-80]",0,0,0
"2228","frenchmeadows","fm038","postfire","2022","[20-40]",2,20,49.421
"2229","frenchmeadows","fm038","postfire","2022","[<20]",3,30,74.1315
"2230","frenchmeadows","fm038","postfire","2022","[40-60]",0,0,0
"2231","frenchmeadows","fm038","postfire","2022","[>100]",0,0,0
"2232","frenchmeadows","fm038","postfire","2022","[80-100]",0,0,0
"2233","frenchmeadows","fm038","prefire","2020","[60-80]",0,0,0
"2234","frenchmeadows","fm038","prefire","2020","[20-40]",0,0,0
"2235","frenchmeadows","fm038","prefire","2020","[<20]",1,10,24.7105
"2236","frenchmeadows","fm038","prefire","2020","[40-60]",0,0,0
"2237","frenchmeadows","fm038","prefire","2020","[>100]",0,0,0
"2238","frenchmeadows","fm038","prefire","2020","[80-100]",0,0,0
"2239","frenchmeadows","fm039","postfire","2022","[60-80]",1,10,24.7105
"2240","frenchmeadows","fm039","postfire","2022","[20-40]",0,0,0
"2241","frenchmeadows","fm039","postfire","2022","[<20]",3,30,74.1315
"2242","frenchmeadows","fm039","postfire","2022","[40-60]",0,0,0
"2243","frenchmeadows","fm039","postfire","2022","[>100]",0,0,0
"2244","frenchmeadows","fm039","postfire","2022","[80-100]",0,0,0
"2245","frenchmeadows","fm039","prefire","2020","[60-80]",1,10,24.7105
"2246","frenchmeadows","fm039","prefire","2020","[20-40]",0,0,0
"2247","frenchmeadows","fm039","prefire","2020","[<20]",0,0,0
"2248","frenchmeadows","fm039","prefire","2020","[40-60]",0,0,0
"2249","frenchmeadows","fm039","prefire","2020","[>100]",0,0,0
"2250","frenchmeadows","fm039","prefire","2020","[80-100]",0,0,0
"2251","frenchmeadows","fm040","postfire","2022","[60-80]",0,0,0
"2252","frenchmeadows","fm040","postfire","2022","[20-40]",1,10,24.7105
"2253","frenchmeadows","fm040","postfire","2022","[<20]",2,20,49.421
"2254","frenchmeadows","fm040","postfire","2022","[40-60]",0,0,0
"2255","frenchmeadows","fm040","postfire","2022","[>100]",0,0,0
"2256","frenchmeadows","fm040","postfire","2022","[80-100]",0,0,0
"2257","frenchmeadows","fm040","prefire","2020","[60-80]",0,0,0
"2258","frenchmeadows","fm040","prefire","2020","[20-40]",1,10,24.7105
"2259","frenchmeadows","fm040","prefire","2020","[<20]",0,0,0
"2260","frenchmeadows","fm040","prefire","2020","[40-60]",0,0,0
"2261","frenchmeadows","fm040","prefire","2020","[>100]",0,0,0
"2262","frenchmeadows","fm040","prefire","2020","[80-100]",0,0,0
"2263","frenchmeadows","fm041","prefire","2020","[60-80]",0,0,0
"2264","frenchmeadows","fm041","prefire","2020","[20-40]",5,50,123.5525
"2265","frenchmeadows","fm041","prefire","2020","[<20]",4,40,98.842
"2266","frenchmeadows","fm041","prefire","2020","[40-60]",0,0,0
"2267","frenchmeadows","fm041","prefire","2020","[>100]",0,0,0
"2268","frenchmeadows","fm041","prefire","2020","[80-100]",0,0,0
"2269","frenchmeadows","fm042","prefire","2020","[60-80]",0,0,0
"2270","frenchmeadows","fm042","prefire","2020","[20-40]",0,0,0
"2271","frenchmeadows","fm042","prefire","2020","[<20]",1,10,24.7105
"2272","frenchmeadows","fm042","prefire","2020","[40-60]",0,0,0
"2273","frenchmeadows","fm042","prefire","2020","[>100]",1,10,24.7105
"2274","frenchmeadows","fm042","prefire","2020","[80-100]",0,0,0
"2275","frenchmeadows","fm043","prefire","2020","[60-80]",0,0,0
"2276","frenchmeadows","fm043","prefire","2020","[20-40]",5,50,123.5525
"2277","frenchmeadows","fm043","prefire","2020","[<20]",1,10,24.7105
"2278","frenchmeadows","fm043","prefire","2020","[40-60]",0,0,0
"2279","frenchmeadows","fm043","prefire","2020","[>100]",0,0,0
"2280","frenchmeadows","fm043","prefire","2020","[80-100]",0,0,0
"2281","frenchmeadows","fm044","prefire","2020","[60-80]",0,0,0
"2282","frenchmeadows","fm044","prefire","2020","[20-40]",4,40,98.842
"2283","frenchmeadows","fm044","prefire","2020","[<20]",3,30,74.1315
"2284","frenchmeadows","fm044","prefire","2020","[40-60]",7,70,172.9735
"2285","frenchmeadows","fm044","prefire","2020","[>100]",0,0,0
"2286","frenchmeadows","fm044","prefire","2020","[80-100]",0,0,0
"2287","frenchmeadows","fm045","prefire","2020","[60-80]",0,0,0
"2288","frenchmeadows","fm045","prefire","2020","[20-40]",2,20,49.421
"2289","frenchmeadows","fm045","prefire","2020","[<20]",0,0,0
"2290","frenchmeadows","fm045","prefire","2020","[40-60]",4,40,98.842
"2291","frenchmeadows","fm045","prefire","2020","[>100]",0,0,0
"2292","frenchmeadows","fm045","prefire","2020","[80-100]",0,0,0
"2293","frenchmeadows","fm046","postfire","2022","[60-80]",1,10,24.7105
"2294","frenchmeadows","fm046","postfire","2022","[20-40]",8,80,197.684
"2295","frenchmeadows","fm046","postfire","2022","[<20]",10,100,247.105
"2296","frenchmeadows","fm046","postfire","2022","[40-60]",0,0,0
"2297","frenchmeadows","fm046","postfire","2022","[>100]",0,0,0
"2298","frenchmeadows","fm046","postfire","2022","[80-100]",0,0,0
"2299","frenchmeadows","fm046","prefire","2020","[60-80]",0,0,0
"2300","frenchmeadows","fm046","prefire","2020","[20-40]",0,0,0
"2301","frenchmeadows","fm046","prefire","2020","[<20]",1,10,24.7105
"2302","frenchmeadows","fm046","prefire","2020","[40-60]",2,20,49.421
"2303","frenchmeadows","fm046","prefire","2020","[>100]",0,0,0
"2304","frenchmeadows","fm046","prefire","2020","[80-100]",0,0,0
"2305","frenchmeadows","fm047","postfire","2022","[60-80]",0,0,0
"2306","frenchmeadows","fm047","postfire","2022","[20-40]",7,70,172.9735
"2307","frenchmeadows","fm047","postfire","2022","[<20]",16,160,395.368
"2308","frenchmeadows","fm047","postfire","2022","[40-60]",4,40,98.842
"2309","frenchmeadows","fm047","postfire","2022","[>100]",0,0,0
"2310","frenchmeadows","fm047","postfire","2022","[80-100]",0,0,0
"2311","frenchmeadows","fm047","prefire","2020","[60-80]",0,0,0
"2312","frenchmeadows","fm047","prefire","2020","[20-40]",3,30,74.1315
"2313","frenchmeadows","fm047","prefire","2020","[<20]",4,40,98.842
"2314","frenchmeadows","fm047","prefire","2020","[40-60]",4,40,98.842
"2315","frenchmeadows","fm047","prefire","2020","[>100]",1,10,24.7105
"2316","frenchmeadows","fm047","prefire","2020","[80-100]",0,0,0
"2317","frenchmeadows","fm048","postfire","2022","[60-80]",0,0,0
"2318","frenchmeadows","fm048","postfire","2022","[20-40]",0,0,0
"2319","frenchmeadows","fm048","postfire","2022","[<20]",6,60,148.263
"2320","frenchmeadows","fm048","postfire","2022","[40-60]",0,0,0
"2321","frenchmeadows","fm048","postfire","2022","[>100]",0,0,0
"2322","frenchmeadows","fm048","postfire","2022","[80-100]",0,0,0
"2323","frenchmeadows","fm048","prefire","2020","[60-80]",1,10,24.7105
"2324","frenchmeadows","fm048","prefire","2020","[20-40]",1,10,24.7105
"2325","frenchmeadows","fm048","prefire","2020","[<20]",0,0,0
"2326","frenchmeadows","fm048","prefire","2020","[40-60]",1,10,24.7105
"2327","frenchmeadows","fm048","prefire","2020","[>100]",0,0,0
"2328","frenchmeadows","fm048","prefire","2020","[80-100]",0,0,0
"2329","frenchmeadows","fm049","prefire","2020","[60-80]",0,0,0
"2330","frenchmeadows","fm049","prefire","2020","[20-40]",1,10,24.7105
"2331","frenchmeadows","fm049","prefire","2020","[<20]",0,0,0
"2332","frenchmeadows","fm049","prefire","2020","[40-60]",1,10,24.7105
"2333","frenchmeadows","fm049","prefire","2020","[>100]",0,0,0
"2334","frenchmeadows","fm049","prefire","2020","[80-100]",0,0,0
"2335","frenchmeadows","fm050","prefire","2020","[60-80]",0,0,0
"2336","frenchmeadows","fm050","prefire","2020","[20-40]",6,60,148.263
"2337","frenchmeadows","fm050","prefire","2020","[<20]",2,20,49.421
"2338","frenchmeadows","fm050","prefire","2020","[40-60]",1,10,24.7105
"2339","frenchmeadows","fm050","prefire","2020","[>100]",0,0,0
"2340","frenchmeadows","fm050","prefire","2020","[80-100]",0,0,0
"2341","frenchmeadows","fm051","prefire","2020","[60-80]",0,0,0
"2342","frenchmeadows","fm051","prefire","2020","[20-40]",4,40,98.842
"2343","frenchmeadows","fm051","prefire","2020","[<20]",0,0,0
"2344","frenchmeadows","fm051","prefire","2020","[40-60]",0,0,0
"2345","frenchmeadows","fm051","prefire","2020","[>100]",0,0,0
"2346","frenchmeadows","fm051","prefire","2020","[80-100]",0,0,0
"2347","frenchmeadows","fm052","prefire","2020","[60-80]",0,0,0
"2348","frenchmeadows","fm052","prefire","2020","[20-40]",2,20,49.421
"2349","frenchmeadows","fm052","prefire","2020","[<20]",0,0,0
"2350","frenchmeadows","fm052","prefire","2020","[40-60]",0,0,0
"2351","frenchmeadows","fm052","prefire","2020","[>100]",0,0,0
"2352","frenchmeadows","fm052","prefire","2020","[80-100]",0,0,0
"2353","frenchmeadows","fm054","prefire","2020","[60-80]",0,0,0
"2354","frenchmeadows","fm054","prefire","2020","[20-40]",0,0,0
"2355","frenchmeadows","fm054","prefire","2020","[<20]",1,10,24.7105
"2356","frenchmeadows","fm054","prefire","2020","[40-60]",0,0,0
"2357","frenchmeadows","fm054","prefire","2020","[>100]",0,0,0
"2358","frenchmeadows","fm054","prefire","2020","[80-100]",1,10,24.7105
"2359","frenchmeadows","fm055","prefire","2020","[60-80]",0,0,0
"2360","frenchmeadows","fm055","prefire","2020","[20-40]",1,10,24.7105
"2361","frenchmeadows","fm055","prefire","2020","[<20]",2,20,49.421
"2362","frenchmeadows","fm055","prefire","2020","[40-60]",1,10,24.7105
"2363","frenchmeadows","fm055","prefire","2020","[>100]",0,0,0
"2364","frenchmeadows","fm055","prefire","2020","[80-100]",0,0,0
"2365","frenchmeadows","fm056","prefire","2020","[60-80]",0,0,0
"2366","frenchmeadows","fm056","prefire","2020","[20-40]",0,0,0
"2367","frenchmeadows","fm056","prefire","2020","[<20]",0,0,0
"2368","frenchmeadows","fm056","prefire","2020","[40-60]",1,10,24.7105
"2369","frenchmeadows","fm056","prefire","2020","[>100]",0,0,0
"2370","frenchmeadows","fm056","prefire","2020","[80-100]",0,0,0
"2371","frenchmeadows","fm057","prefire","2020","[60-80]",1,10,24.7105
"2372","frenchmeadows","fm057","prefire","2020","[20-40]",1,10,24.7105
"2373","frenchmeadows","fm057","prefire","2020","[<20]",2,20,49.421
"2374","frenchmeadows","fm057","prefire","2020","[40-60]",0,0,0
"2375","frenchmeadows","fm057","prefire","2020","[>100]",1,10,24.7105
"2376","frenchmeadows","fm057","prefire","2020","[80-100]",0,0,0
"2377","frenchmeadows","fm062","prefire","2020","[60-80]",0,0,0
"2378","frenchmeadows","fm062","prefire","2020","[20-40]",0,0,0
"2379","frenchmeadows","fm062","prefire","2020","[<20]",2,20,49.421
"2380","frenchmeadows","fm062","prefire","2020","[40-60]",0,0,0
"2381","frenchmeadows","fm062","prefire","2020","[>100]",0,0,0
"2382","frenchmeadows","fm062","prefire","2020","[80-100]",0,0,0
"2383","frenchmeadows","fm063","prefire","2020","[60-80]",0,0,0
