"","site","plotid","year","postFire","species","dbh_cm","ht_m","bolechar_m","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent"
"1365","modoc","MOD013","2022","1yr","ABCO",40.5,27.6,0,15,25,0,0
"1366","modoc","MOD013","2022","1yr","ABCO",44.4,28.4,2,11,10,9,5
"1367","modoc","MOD013","2022","1yr","ABCO",52.1,33,2,10,20,8,5
"1368","modoc","MOD013","2022","1yr","PIPO",52.4,35,1.5,11,75,8,72
"1369","modoc","MOD013","2022","1yr","ABCO",53,27,1.8,5,2,4,1
"1370","modoc","MOD013","2022","1yr","PIPO",53.1,33,2,16,5,15,4
"1371","modoc","MOD014","2021","immediate","PIPO",14.7,NA,0.3,5,55,0,0
"1372","modoc","MOD014","2021","immediate","PIPO",30.7,NA,0.3,5.4,20,0,0
"1373","modoc","MOD014","2021","immediate","ABCO",37.6,NA,0.7,12,5,0,0
"1374","modoc","MOD014","2021","immediate","ABCO",38.9,NA,1.5,0,0,0,0
"1375","modoc","MOD014","2021","immediate","ABCO",49.3,NA,0.5,6.6,25,0,0
"1376","modoc","MOD014","2021","immediate","ABCO",55.4,NA,1.5,10.5,10,0,0
"1377","modoc","MOD014","2021","immediate","ABCO",62.4,NA,1,0,0,0,0
"1378","modoc","MOD014","2021","immediate","ABCO",66.7,NA,2.5,7.6,25,0,0
"1379","modoc","MOD014","2022","1yr","PIPO",15,9,0.5,0,0,0,0
"1380","modoc","MOD014","2022","1yr","PIPO",31.6,18,0.1,0,0,0,0
"1381","modoc","MOD014","2022","1yr","ABCO",38.9,17,2.1,0,0,0,0
"1382","modoc","MOD014","2022","1yr","ABCO",50,25.3,0.3,0,0,0,0
"1383","modoc","MOD014","2022","1yr","ABCO",56,33,2.5,0,0,0,0
"1384","modoc","MOD014","2022","1yr","ABCO",63.3,35,2.2,0,0,0,0
"1385","modoc","MOD014","2022","1yr","ABCO",68,34,2.8,0,0,0,0
"1386","modoc","MOD015","2021","immediate","PIPO",19.5,NA,1.2,6.5,50,2.2,5
"1387","modoc","MOD015","2021","immediate","PIPO",28.5,NA,0.3,3.9,10,0,0
"1388","modoc","MOD015","2021","immediate","ABCO",40.3,NA,0.8,5,10,0,0
"1389","modoc","MOD015","2021","immediate","PIPO",86.1,NA,0.1,0,0,0,0
"1390","modoc","MOD015","2022","1yr","PIPO",19.7,9,1,5,50,4,50
"1391","modoc","MOD015","2022","1yr","PIPO",29.4,14,0.25,4,25,4,25
"1392","modoc","MOD015","2022","1yr","ABCO",41.7,19,0.75,3.5,10,2.5,5
"1393","modoc","MOD015","2022","1yr","PIPO",86.7,38,1.5,0,0,0,0
"1394","modoc","MOD016","2021","immediate","PIPO",39.3,NA,1,0,0,0,0
"1395","modoc","MOD016","2021","immediate","PIPO",52,NA,1.5,10.5,30,10,28
"1396","modoc","MOD016","2021","immediate","CADE",62.5,NA,4.5,0,0,0,0
"1397","modoc","MOD016","2022","1yr","PIPO",40.2,18,1,6.5,25,6.5,25
"1398","modoc","MOD016","2022","1yr","PIPO",52.8,22.8,1.5,10.5,30,10,28
"1399","modoc","MOD016","2022","1yr","CADE",62.5,21,4.5,15,70,15,70
"1400","modoc","MOD017","2021","immediate","PIPO",9.7,NA,1.2,5.5,70,1,2
"1401","modoc","MOD017","2021","immediate","PIPO",18.5,NA,1.5,5.5,40,1.2,3
"1402","modoc","MOD017","2021","immediate","PIPO",36.4,NA,1.2,6.3,40,3.7,15
"1403","modoc","MOD017","2021","immediate","CADE",96.7,NA,3,6,5,0,0
"1404","modoc","MOD017","2021","immediate","PIPO",125.1,NA,0.2,0,0,0,0
"1405","modoc","MOD017","2022","1yr","PIPO",9.7,6,0.8,1.3,25,0.3,4
"1406","modoc","MOD017","2022","1yr","PIPO",18.5,8.2,1.6,1.9,25,1,12
"1407","modoc","MOD017","2022","1yr","PIPO",36.4,17,1.5,0,0,0,0
"1408","modoc","MOD017","2022","1yr","CADE",96.7,28.4,5.2,0,0,0,0
"1409","modoc","MOD017","2022","1yr","PIPO",125.1,39.2,6.4,0,0,0,0
"1410","modoc","MOD018","2021","immediate","PIPO",39,NA,1,5.6,2,0,0
"1411","modoc","MOD018","2021","immediate","CADE",45,NA,1.3,0,0,0,0
"1412","modoc","MOD018","2021","immediate","PIPO",54.5,NA,0.3,7,22,4,20
"1413","modoc","MOD018","2021","immediate","CADE",61.6,NA,1.3,4.3,3,0,0
"1414","modoc","MOD018","2021","immediate","CADE",62,NA,2.2,5,5,0,0
"1415","modoc","MOD018","2021","immediate","CADE",80,NA,1.7,7.8,2,0,0
"1416","modoc","MOD018","2021","immediate","PIPO",80.4,NA,0.3,6.6,5,0,0
"1417","modoc","MOD018","2022","1yr","PIPO",35.9,19,0.3,6,40,4.5,30
"1418","modoc","MOD018","2022","1yr","PIPO",39,13.8,0.5,3.5,20,3,15
"1419","modoc","MOD018","2022","1yr","CADE",45,17.7,1.3,6.2,50,6,45
"1420","modoc","MOD018","2022","1yr","CADE",61.6,18.4,1.5,5,20,4,10
"1421","modoc","MOD018","2022","1yr","CADE",62,17,4,7,45,6,30
"1422","modoc","MOD018","2022","1yr","CADE",80,20.9,3,5,25,4.5,15
"1423","modoc","MOD018","2022","1yr","PIPO",80.4,32.7,0.75,9.5,25,7,20
"1424","modoc","MOD019","2021","immediate","CADE",9.2,NA,0.5,3.9,15,0,0
"1425","modoc","MOD019","2021","immediate","CADE",11.7,NA,0.5,4,40,0,0
"1426","modoc","MOD019","2021","immediate","PIPO",13.8,NA,1.5,4.5,30,0,0
"1427","modoc","MOD019","2021","immediate","PIPO",19,NA,1,6.3,50,0,0
"1428","modoc","MOD019","2021","immediate","PIPO",20.1,NA,1.5,6.7,20,0,0
"1429","modoc","MOD019","2021","immediate","CADE",20.5,NA,0.1,3.4,2,0,0
"1430","modoc","MOD019","2021","immediate","ABCO",22.5,NA,0.8,7.3,40,0,0
"1431","modoc","MOD019","2021","immediate","PIPO",27.4,NA,0.5,13,50,0,0
"1432","modoc","MOD019","2021","immediate","PIPO",34.5,NA,2.3,6,1,0,0
"1433","modoc","MOD019","2021","immediate","CADE",35.4,NA,0.5,4.8,5,0,0
"1434","modoc","MOD019","2021","immediate","PIPO",36.8,NA,0.5,9.6,30,0,0
"1435","modoc","MOD019","2021","immediate","CADE",49.8,NA,0.3,6.3,3,0,0
"1436","modoc","MOD019","2021","immediate","PIPO",92.4,NA,2.5,18.8,10,0,0
"1437","modoc","MOD019","2022","1yr","CADE",9.2,3.7,0.9,1.6,50,1.3,30
"1438","modoc","MOD019","2022","1yr","CADE",10.5,11.3,1.6,2,20,1,15
"1439","modoc","MOD019","2022","1yr","CADE",11.7,4.8,2,1.8,20,1.2,10
"1440","modoc","MOD019","2022","1yr","PIPO",13.8,6.4,1.2,0,0,0,0
"1441","modoc","MOD019","2022","1yr","PIPO",19,10.8,1.5,3.3,40,2.5,25
"1442","modoc","MOD019","2022","1yr","PIPO",20.1,10,1,6.4,30,5,15
"1443","modoc","MOD019","2022","1yr","ABCO",22.5,12.3,1.6,2,20,1,10
"1444","modoc","MOD019","2022","1yr","PIPO",27.4,16.2,1,5,30,1.5,5
"1445","modoc","MOD019","2022","1yr","PIPO",34.5,18.7,3,5,30,1.5,5
"1446","modoc","MOD019","2022","1yr","CADE",35.4,15.2,2.5,1.6,5,0.9,2
"1447","modoc","MOD019","2022","1yr","PIPO",36.8,21.8,2.2,6.4,30,5,15
"1448","modoc","MOD019","2022","1yr","CADE",49.8,18.9,0.7,0,0,0,0
"1449","modoc","MOD019","2022","1yr","PIPO",92.4,33.7,5,0,0,0,0
"1450","modoc","MOD020","2021","immediate","CADE",14.4,NA,0.5,3.5,5,0,0
"1451","modoc","MOD020","2021","immediate","CADE",31.1,NA,0.3,0,0,0,0
"1452","modoc","MOD020","2021","immediate","CADE",32.3,NA,1.5,6.4,5,0,0
"1453","modoc","MOD020","2021","immediate","CADE",40,NA,1.2,7,20,2.8,10
"1454","modoc","MOD020","2021","immediate","CADE",43.7,NA,1.2,5,20,3,3
"1455","modoc","MOD020","2021","immediate","CADE",45.6,NA,1.5,6,5,0,0
"1456","modoc","MOD020","2021","immediate","PIPO",58.6,NA,1.5,0,0,0,0
"1457","modoc","MOD020","2022","1yr","CADE",14.4,5,1,0,0,0,0
"1458","modoc","MOD020","2022","1yr","CADE",31.1,10,1.5,0,0,0,0
"1459","modoc","MOD020","2022","1yr","CADE",32.3,14,1.2,0,0,0,0
"1460","modoc","MOD020","2022","1yr","CADE",40,18.1,3,0,0,0,0
"1461","modoc","MOD020","2022","1yr","CADE",43.7,16.4,3,0,0,0,0
"1462","modoc","MOD020","2022","1yr","CADE",45.6,18,1.2,0,0,0,0
"1463","modoc","MOD020","2022","1yr","PIPO",58.6,27,3,0,0,0,0
"1464","modoc","MOD021","2021","immediate","PIPO",32.7,NA,1.2,9.3,3,0,0
"1465","modoc","MOD021","2021","immediate","PIPO",35.6,NA,0.5,10.5,5,0,0
"1466","modoc","MOD021","2021","immediate","PIPO",36.8,NA,0.8,10.1,2,0,0
"1467","modoc","MOD021","2021","immediate","PIPO",40,NA,1,13.5,5,0,0
"1468","modoc","MOD021","2021","immediate","PIPO",45.6,NA,1.2,10.8,5,0,0
"1469","modoc","MOD021","2021","immediate","PIPO",52.1,NA,1.5,9,2,0,0
"1470","modoc","MOD021","2022","1yr","PIPO",32.7,23.7,1,0,0,0,0
"1471","modoc","MOD021","2022","1yr","PIPO",35.6,20.2,1,0,0,0,0
"1472","modoc","MOD021","2022","1yr","PIPO",38.2,23.7,1,3.3,40,2.5,25
"1473","modoc","MOD021","2022","1yr","PIPO",40,24,1,6.4,30,5,15
"1474","modoc","MOD021","2022","1yr","PIPO",46.5,26.4,1.5,3.3,40,2.5,25
"1475","modoc","MOD021","2022","1yr","PIPO",53,28.6,0.4,5,30,1.5,5
"1476","modoc","MOD022","2021","immediate","PIPO",14.8,NA,0.5,5,50,0,0
"1477","modoc","MOD022","2021","immediate","PIPO",22.8,NA,0.1,8.8,35,0,0
"1478","modoc","MOD022","2021","immediate","ABCO",50,NA,0.5,10.8,5,0,0
"1479","modoc","MOD022","2022","1yr","PIPO",14.8,9.5,1,3,8,2,1
"1480","modoc","MOD022","2022","1yr","PIPO",22.8,14,0.3,7,50,5,25
"1481","modoc","MOD022","2022","1yr","ABCO",34.7,19.6,1,13.1,45,4.5,25
"1482","modoc","MOD022","2022","1yr","ABCO",51,32.4,1,0,0,0,0
"1483","modoc","MOD023","2021","immediate","PIPO",35.9,NA,0.8,8.2,8,0,0
"1484","modoc","MOD023","2021","immediate","ABCO",42,NA,1.2,6,5,0,0
"1485","modoc","MOD023","2021","immediate","ABCO",56,NA,1.2,0,0,0,0
"1486","modoc","MOD023","2021","immediate","PIPO",72.7,NA,0.7,0,0,0,0
"1487","modoc","MOD023","2021","immediate","PIPO",126.6,NA,2.4,0,0,0,0
"1488","modoc","MOD023","2022","1yr","ABCO",35.9,20,2.5,14.6,25,6,5
"1489","modoc","MOD023","2022","1yr","ABCO",42,21,3,8,8,4,2
"1490","modoc","MOD023","2022","1yr","ABCO",56,26,3,26,35,6,10
"1491","modoc","MOD023","2022","1yr","PIPO",72.7,30,4,8,8,7,2
"1492","modoc","MOD023","2022","1yr","PIPO",126.6,40,5,0,0,0,0
"1493","modoc","MOD024","2021","immediate","PIPO",22.6,NA,1.2,8,50,7,45
"1494","modoc","MOD024","2021","immediate","PIPO",25.1,NA,1.5,7,35,6,30
"1495","modoc","MOD024","2021","immediate","PIPO",33.3,NA,1.5,7.3,40,7,37
"1496","modoc","MOD024","2021","immediate","PIPO",33.5,NA,1.2,8.2,60,8,58
"1497","modoc","MOD024","2021","immediate","ABCO",38.8,NA,1.2,7.6,35,5,20
"1498","modoc","MOD024","2021","immediate","PIPO",45.4,NA,2,8,50,7.7,50
"1499","modoc","MOD024","2021","immediate","ABCO",46,NA,1,0,0,0,0
"1500","modoc","MOD024","2021","immediate","PIPO",63.5,NA,1.5,12.3,35,6.7,20
"1501","modoc","MOD024","2022","1yr","PIPO",22.6,13.2,1.3,7,55,5,50
"1502","modoc","MOD024","2022","1yr","PIPO",25.1,20,2,11,25,6,25
"1503","modoc","MOD024","2022","1yr","PIPO",33.5,16.4,1.5,12,70,8,70
"1504","modoc","MOD024","2022","1yr","PIPO",34.8,25,1.8,10,25,6,25
"1505","modoc","MOD024","2022","1yr","ABCO",38.8,22.1,1,11,50,6,45
"1506","modoc","MOD024","2022","1yr","PIPO",45.4,24,4,9.5,40,6,40
"1507","modoc","MOD024","2022","1yr","ABCO",46,22.5,1,12,65,13,25
"1508","modoc","MOD024","2022","1yr","PIPO",63.5,26.4,2,12,40,6,35
"1509","odell","ODELL002","2022",".25yr","ARCVIS",21,6.9,0,0,0,0,0
"1510","odell","ODELL002","2022",".25yr","ARCVIS",21.9,6.8,0,0,0,0,0
"1511","odell","ODELL002","2022",".25yr","PIPO",58.5,29.2,0,0,0,0,0
"1512","odell","ODELL002","2022",".25yr","PIPO",69,31.1,0,0,0,0,0
"1513","odell","ODELL003","2022",".25yr","QUKE",9,4,0,0,0,0,0
"1514","odell","ODELL003","2022",".25yr","QUWI",11.6,6,0,0,0,0,0
"1515","odell","ODELL003","2022",".25yr","QUKE",14,13.6,0,0,0,0,0
"1516","odell","ODELL003","2022",".25yr","QUKE",14.8,10,0,0,0,0,0
"1517","odell","ODELL003","2022",".25yr","QUWI",16.4,5,0,0,0,0,0
"1518","odell","ODELL003","2022",".25yr","QUWI",16.5,7.2,0,0,0,0,0
"1519","odell","ODELL003","2022",".25yr","QUWI",17.6,12,0,0,0,0,0
"1520","odell","ODELL003","2022",".25yr","QUWI",18.5,9.8,0,0,0,0,0
"1521","odell","ODELL003","2022",".25yr","QUWI",20,7,0,0,0,0,0
"1522","odell","ODELL003","2022",".25yr","QUKE",20.1,10,0,0,0,0,0
"1523","odell","ODELL003","2022",".25yr","QUKE",20.2,10,0,0,0,0,0
"1524","odell","ODELL003","2022",".25yr","QUKE",20.5,10,0,0,0,0,0
"1525","odell","ODELL003","2022",".25yr","QUKE",20.5,5.3,0,0,0,0,0
"1526","odell","ODELL003","2022",".25yr","QUKE",22.2,10,0,0,0,0,0
"1527","odell","ODELL003","2022",".25yr","QUCH",22.5,16,0,0,0,0,0
"1528","odell","ODELL003","2022",".25yr","QUWI",23.8,9,0,0,0,0,0
"1529","odell","ODELL003","2022",".25yr","QUKE",25,10,0,0,0,0,0
"1530","odell","ODELL003","2022",".25yr","QUKE",26.1,10.2,0,0,0,0,0
"1531","odell","ODELL003","2022",".25yr","QUKE",26.6,10,0,0,0,0,0
"1532","odell","ODELL003","2022",".25yr","QUKE",27,10,0,0,0,0,0
"1533","odell","ODELL003","2022",".25yr","QUKE",29,6,0,0,0,0,0
"1534","odell","ODELL003","2022",".25yr","QUKE",29,16.3,0,0,0,0,0
"1535","odell","ODELL003","2022",".25yr","QUWI",31.5,9,0,0,0,0,0
"1536","odell","ODELL005","2022",".25yr","ARCVIS",8.5,2.7,0,0,0,0,0
"1537","odell","ODELL005","2022",".25yr","ARCVIS",18.5,5.6,0,0,0,0,0
"1538","odell","ODELL005","2022",".25yr","QUKE",19.3,19.4,0,0,0,0,0
"1539","odell","ODELL005","2022",".25yr","QUCH",19.6,8.1,0,0,0,0,0
"1540","odell","ODELL005","2022",".25yr","QUCH",19.9,9.5,0,0,0,0,0
"1541","odell","ODELL005","2022",".25yr","QUCH",20.1,8.1,0,0,0,0,0
"1542","odell","ODELL005","2022",".25yr","QUCH",20.5,7.6,0,0,0,0,0
"1543","odell","ODELL005","2022",".25yr","PIPO",20.6,11.1,0,0,0,0,0
"1544","odell","ODELL005","2022",".25yr","QUKE",21,17.1,0,0,0,0,0
"1545","odell","ODELL005","2022",".25yr","QUKE",23.3,15.6,0,0,0,0,0
"1546","odell","ODELL005","2022",".25yr","QUKE",26.4,17.9,0,0,0,0,0
"1547","odell","ODELL005","2022",".25yr","QUKE",27,19.9,0,0,0,0,0
"1548","odell","ODELL005","2022",".25yr","QUKE",27.2,20,0,0,0,0,0
"1549","odell","ODELL005","2022",".25yr","QUWI",29.9,17.9,0,0,0,0,0
"1550","odell","ODELL005","2022",".25yr","QUKE",32.1,15.2,0,0,0,0,0
"1551","odell","ODELL005","2022",".25yr","QUKE",34.9,16.3,0,0,0,0,0
"1552","odell","ODELL005","2022",".25yr","QUWI",36.5,15.1,0,0,0,0,0
"1553","odell","ODELL005","2022",".25yr","QUWI",43.3,24.1,0,0,0,0,0
"1554","odell","ODELL005","2022",".25yr","QUKE",43.5,15.4,0,0,0,0,0
"1555","riolindo","RIO001","2022","immediate","QUWI",13,6,0.2,6,100,6,80
"1556","riolindo","RIO001","2022","immediate","QUAG",14.4,9,0,6,50,0,0
"1557","riolindo","RIO001","2022","immediate","QUWI",16.7,7,0,0,0,0,0
"1558","riolindo","RIO001","2022","immediate","QUWI",16.9,9.3,0,0,0,0,0
"1559","riolindo","RIO001","2022","immediate","QUAG",17.3,13.2,0,3,3,0,0
"1560","riolindo","RIO001","2022","immediate","QUWI",18.2,11.3,0,0,0,0,0
"1561","riolindo","RIO001","2022","immediate","QUKE",21.2,9.5,0,0,0,0,0
"1562","riolindo","RIO001","2022","immediate","UMBCAL",21.9,14,0.1,5,10,0,0
"1563","riolindo","RIO001","2022","immediate","QUWI",25,13.5,0.2,0,0,0,0
"1564","riolindo","RIO001","2022","immediate","QUAG",29.2,10,0.1,0,0,0,0
"1565","riolindo","RIO001","2022","immediate","QUAG",32,14.4,0.1,0,0,0,0
"1566","riolindo","RIO001","2022","immediate","QUAG",32.8,14.6,0,0,0,0,0
"1567","riolindo","RIO001","2022","immediate","QUWI",32.8,20.5,0,0,0,0,0
"1568","riolindo","RIO001","2022","immediate","QUAG",33.7,13.3,0,0,0,0,0
"1569","riolindo","RIO001","2022","immediate","QUAG",38,18,0.2,0,0,0,0
"1570","riolindo","RIO001","2022","immediate","UMBCAL",38.4,20.2,0,0,0,0,0
"1571","riolindo","RIO001","2022","immediate","QUAG",40,14.2,0,0,0,0,0
"1572","riolindo","RIO001","2022","immediate","QUWI",44,17.2,0.1,0,0,0,0
"1573","riolindo","RIO001","2022","immediate","QUWI",44.2,12.5,0,6.8,40,0,0
"1574","riolindo","RIO001","2022","immediate","QUWI",78,21.2,0.2,0,0,0,0
"1575","riolindo","RIO002","2022","immediate","UMBCAL",8.6,4,0,3.4,70,0,0
"1576","riolindo","RIO002","2022","immediate","HETARB",8.9,5,0,3.3,40,0,0
"1577","riolindo","RIO002","2022","immediate","UMBCAL",9.8,7.5,0.3,7,15,0,0
"1578","riolindo","RIO002","2022","immediate","QUWI",10.1,5.5,0.2,5.5,30,0,0
"1579","riolindo","RIO002","2022","immediate","AESCAL",10.5,4.9,0.1,4.8,95,0,0
"1580","riolindo","RIO002","2022","immediate","UMBCAL",11.7,7.5,0,6.3,75,0,0
"1581","riolindo","RIO002","2022","immediate","ARBMEN",13,6,0.2,5.6,80,4.3,20
"1582","riolindo","RIO002","2022","immediate","QUKE",13.4,7.1,0.2,7.1,65,7.1,55
"1583","riolindo","RIO002","2022","immediate","ARBMEN",13.8,8.5,0,8,20,0,0
"1584","riolindo","RIO002","2022","immediate","ARBMEN",13.9,5.8,0,5,25,0,0
"1585","riolindo","RIO002","2022","immediate","QUKE",13.9,8.4,0.2,7,99,0,0
"1586","riolindo","RIO002","2022","immediate","UMBCAL",15.5,9.1,0.2,9.1,90,0,0
"1587","riolindo","RIO002","2022","immediate","ARBMEN",17.4,10.5,0.1,0,0,0,0
"1588","riolindo","RIO002","2022","immediate","UMBCAL",19.2,9.1,0.2,7,40,0,0
"1589","riolindo","RIO002","2022","immediate","ARBMEN",20.6,10.2,0,0,0,0,0
"1590","riolindo","RIO002","2022","immediate","ARBMEN",20.7,8.5,0,9.3,10,0,0
"1591","riolindo","RIO002","2022","immediate","QUWI",21.7,6.6,0,4.5,35,0,0
"1592","riolindo","RIO002","2022","immediate","ARBMEN",22.5,10.5,0,0,0,0,0
"1593","riolindo","RIO002","2022","immediate","QUWI",24.7,4,0,4,30,0,0
"1594","riolindo","RIO002","2022","immediate","QUAG",25.2,8.5,0.3,0,0,0,0
"1595","riolindo","RIO002","2022","immediate","ARBMEN",26.1,11.5,0,0,0,0,0
"1596","riolindo","RIO002","2022","immediate","QUAG",26.5,8,0.2,8,65,0,0
"1597","riolindo","RIO002","2022","immediate","QUKE",26.5,6.2,0.1,5.8,30,0,0
"1598","riolindo","RIO002","2022","immediate","QUKE",28.4,12,0.15,0,0,0,0
"1599","riolindo","RIO002","2022","immediate","QUWI",31.6,10.3,0,10.3,100,0,0
"1600","riolindo","RIO002","2022","immediate","ARBMEN",31.8,14.8,0,0,0,0,0
"1601","riolindo","RIO002","2022","immediate","QUAG",32.5,11.5,0,4.4,5,0,0
"1602","riolindo","RIO002","2022","immediate","QUWI",33.2,12.7,0,9.3,8,0,0
"1603","riolindo","RIO002","2022","immediate","QUWI",33.5,13.2,0.1,11,15,0,0
"1604","riolindo","RIO002","2022","immediate","ARBMEN",35.5,15.3,0,0,0,0,0
"1605","riolindo","RIO002","2022","immediate","QUWI",36,8.5,0.3,8.5,50,0,0
"1606","riolindo","RIO002","2022","immediate","QUKE",44.9,9,0.1,7.6,60,0,0
"1607","riolindo","RIO002","2022","immediate","QUWI",63.7,10.2,0,5.4,15,0,0
"1608","riolindo","RIO002","2022","immediate","QUAG",80,11.5,0,5.8,5,4.3,2
"1609","riolindo","RIO003","2022","immediate","UMBCAL",8.4,5.8,0.1,5.8,60,0,0
"1610","riolindo","RIO003","2022","immediate","QUAG",8.5,5.6,0,5.6,99,0,0
"1611","riolindo","RIO003","2022","immediate","QUWI",10.4,6.1,0,6.1,100,0,0
"1612","riolindo","RIO003","2022","immediate","UMBCAL",10.6,8.4,0.4,8.4,50,0,0
"1613","riolindo","RIO003","2022","immediate","QUKE",11.9,7.5,0.2,7.5,60,0,0
"1614","riolindo","RIO003","2022","immediate","QUWI",13,8.2,0.1,8.2,15,0,0
"1615","riolindo","RIO003","2022","immediate","PSME",14,7.5,0.2,2.8,1,0,0
"1616","riolindo","RIO003","2022","immediate","CADE",15.35,9.5,0.2,8.7,30,0,0
"1617","riolindo","RIO003","2022","immediate","QUAG",17.1,6.7,0.2,6.7,80,0,0
"1618","riolindo","RIO003","2022","immediate","QUWI",17.5,10.6,0.1,7.8,2,0,0
"1619","riolindo","RIO003","2022","immediate","UMBCAL",18.2,11.6,0.4,10.5,40,0,0
"1620","riolindo","RIO003","2022","immediate","CADE",20,10,1,7,15,0,0
"1621","riolindo","RIO003","2022","immediate","QUWI",20,9.9,0.1,9.9,40,0,0
"1622","riolindo","RIO003","2022","immediate","QUWI",22.2,4.9,0.3,4.9,15,0,0
"1623","riolindo","RIO003","2022","immediate","QUWI",24.3,6.7,0.6,6.7,15,0,0
"1624","riolindo","RIO003","2022","immediate","QUAG",26,12.5,0.1,9.5,3,0,0
"1625","riolindo","RIO003","2022","immediate","QUAG",26,11.3,0,11.3,30,0,0
"1626","riolindo","RIO003","2022","immediate","QUAG",29,13.2,0.2,13.2,25,0,0
"1627","riolindo","RIO003","2022","immediate","QUAG",32.3,13.6,0,13.6,25,0,0
"1628","riolindo","RIO003","2022","immediate","QUAG",37,13,0,13,2,0,0
"1629","riolindo","RIO003","2022","immediate","QUAG",37.3,13.3,0,12.1,10,0,0
"1630","riolindo","RIO003","2022","immediate","QUAG",45.6,11.7,0,11.7,20,0,0
"1631","riolindo","RIO003","2022","immediate","QUWI",50.6,8.6,0,8,10,0,0
"1632","riolindo","RIO003","2022","immediate","QUAG",58,11.5,0,11.5,15,0,0
"1633","riolindo","RIO004","2022","immediate","UMBCAL",7.8,7.2,0.1,7.2,25,0,0
"1634","riolindo","RIO004","2022","immediate","UMBCAL",8,8.2,0,7,3,0,0
"1635","riolindo","RIO004","2022","immediate","UMBCAL",8,11.5,0,11,2,0,0
"1636","riolindo","RIO004","2022","immediate","UMBCAL",8.4,10,0,6,3,0,0
"1637","riolindo","RIO004","2022","immediate","UMBCAL",10.3,9.6,0,7,3,0,0
"1638","riolindo","RIO004","2022","immediate","UMBCAL",11,8.5,0,8,60,0,0
"1639","riolindo","RIO004","2022","immediate","UMBCAL",11.5,9,0.1,9,5,0,0
"1640","riolindo","RIO004","2022","immediate","UMBCAL",11.6,8.5,0,7,3,0,0
"1641","riolindo","RIO004","2022","immediate","UMBCAL",12,12.3,0,11,5,0,0
"1642","riolindo","RIO004","2022","immediate","UMBCAL",12.8,9,0.2,6,70,0,0
"1643","riolindo","RIO004","2022","immediate","UMBCAL",12.9,12.4,0.4,12.4,9.8,0,0
"1644","riolindo","RIO004","2022","immediate","UMBCAL",13.8,9.6,0.2,9,5,0,0
"1645","riolindo","RIO004","2022","immediate","UMBCAL",13.9,8,0.2,6.5,2,0,0
"1646","riolindo","RIO004","2022","immediate","UMBCAL",14.2,11.8,0,10,5,0,0
"1647","riolindo","RIO004","2022","immediate","UMBCAL",15.1,11.6,0,11,3,0,0
"1648","riolindo","RIO004","2022","immediate","UMBCAL",15.3,9.5,0,8.2,7,0,0
"1649","riolindo","RIO004","2022","immediate","UMBCAL",15.9,9,0.3,6,70,0,0
"1650","riolindo","RIO004","2022","immediate","UMBCAL",20.7,13.2,0.4,12.5,15,0,0
"1651","riolindo","RIO004","2022","immediate","QUKE",35.3,13,0.1,10.5,80,0,0
"1652","riolindo","RIO004","2022","immediate","QUKE",37.2,11,0.4,9.6,70,0,0
"1653","riolindo","RIO004","2022","immediate","QUKE",39,10.5,0.1,5.6,3,0,0
"1654","riolindo","RIO004","2022","immediate","QUKE",40.4,10.5,0.1,0,0,0,0
"1655","riolindo","RIO004","2022","immediate","PSME",43.9,22,0.7,0,0,0,0
"1656","riolindo","RIO004","2022","immediate","UMBCAL",47.6,16,1,7,2,0,0
"1657","riolindo","RIO005","2022","immediate","UMBCAL",9.2,7.6,0.1,7.4,5,2,1
"1658","riolindo","RIO005","2022","immediate","UMBCAL",11.2,11.9,0.1,11.9,10,0,0
"1659","riolindo","RIO005","2022","immediate","UMBCAL",12.8,7.8,0,6.9,5,0,0
"1660","riolindo","RIO005","2022","immediate","UMBCAL",13.1,5.5,0,5.5,65,0,0
"1661","riolindo","RIO005","2022","immediate","UMBCAL",14.3,8.6,0,8.6,10,0,0
"1662","riolindo","RIO005","2022","immediate","UMBCAL",15.2,13.9,0.1,13.9,10,0,0
"1663","riolindo","RIO005","2022","immediate","UMBCAL",16,16.2,0,15.7,15,0,0
"1664","riolindo","RIO005","2022","immediate","UMBCAL",16.4,6,0,6,10,0,0
"1665","riolindo","RIO005","2022","immediate","UMBCAL",16.7,10.3,0,9.1,5,0,0
"1666","riolindo","RIO005","2022","immediate","UMBCAL",16.8,8,0,5.8,5,0,0
"1667","riolindo","RIO005","2022","immediate","UMBCAL",17,21.2,0.1,21.2,10,0,0
"1668","riolindo","RIO005","2022","immediate","UMBCAL",17.1,19.8,0,19.8,10,0,0
"1669","riolindo","RIO005","2022","immediate","UMBCAL",18.3,10,0,7.4,2,0,0
"1670","riolindo","RIO005","2022","immediate","UMBCAL",20.7,12.3,0.3,10.1,5,0,0
"1671","riolindo","RIO005","2022","immediate","UMBCAL",21.5,22.2,0.1,20,10,0,0
"1672","riolindo","RIO005","2022","immediate","UMBCAL",25.6,10,0,0,0,0,0
"1673","riolindo","RIO005","2022","immediate","UMBCAL",26.5,17.5,0,14,5,0,0
"1674","riolindo","RIO005","2022","immediate","ACEMAC",28.1,13,0,4,1,0,0
"1675","riolindo","RIO005","2022","immediate","UMBCAL",29.2,15,0,13.2,5,0,0
"1676","riolindo","RIO005","2022","immediate","UMBCAL",30.2,14.1,0.2,14.1,10,0,0
