"","site","plotid","year","postFire","species","dbh_cm","ht_m","bolechar_m","scorch_ht_m","scorch_percent","torch_ht_m","torch_percent"
"1060","drycreek","DRYCREEK31","2022","1yr","PIJE",65,24.2,0.1,0,0,0,0
"1061","drycreek","DRYCREEK31","2022","1yr","PIJE",65.3,23.7,0.1,0,0,0,0
"1062","drycreek","DRYCREEK31","2022","1yr","PIJE",66.9,28.1,0.2,0,0,0,0
"1063","drycreek","DRYCREEK31","2022","1yr","PIJE",70.6,24.2,0.3,0,0,0,0
"1064","drycreek","DRYCREEK31","2022","1yr","PIJE",75.5,23.1,0,0,0,0,0
"1065","frenchmeadows","FM038","2022","1yr","ABMA",37.1,16,1,9.8,5,4,2
"1066","frenchmeadows","FM038","2022","1yr","ABMA",42.8,15,0.1,14.5,35,0,0
"1067","frenchmeadows","FM038","2022","1yr","ABMA",53.4,24.5,0.2,18,5,0,0
"1068","frenchmeadows","FM038","2022","1yr","ABMA",56.2,27.8,0,0,0,0,0
"1069","frenchmeadows","FM038","2022","1yr","ABMA",66.2,32,3,32,90,25,60
"1070","frenchmeadows","FM038","2022","1yr","PILA",85.7,24.8,0.6,0,0,0,0
"1071","frenchmeadows","FM039","2022","1yr","PIJE",9,3.5,0,0,0,0,0
"1072","frenchmeadows","FM039","2022","1yr","ABCO",26.4,13.3,0,0,0,0,0
"1073","frenchmeadows","FM039","2022","1yr","ABCO",35.9,12.8,0.6,10,70,2,5
"1074","frenchmeadows","FM039","2022","1yr","ABCO",40.1,17.1,0.3,11.3,60,0,0
"1075","frenchmeadows","FM039","2022","1yr","ABCO",56.2,21.1,2,10,40,0,0
"1076","frenchmeadows","FM039","2022","1yr","ABCO",66.9,22.8,1,12.8,40,0,0
"1077","frenchmeadows","FM040","2022","1yr","ABCO",8,4,0.2,0.2,5,0,0
"1078","frenchmeadows","FM040","2022","1yr","ABCO",9.1,4.1,0.1,0,0,0,0
"1079","frenchmeadows","FM040","2022","1yr","ABMA",16,8.9,0,5,30,0,0
"1080","frenchmeadows","FM040","2022","1yr","ABCO",25.2,14,0.5,5,5,0,0
"1081","frenchmeadows","FM040","2022","1yr","ABCO",26.5,13.8,0.1,10,70,4,10
"1082","frenchmeadows","FM040","2022","1yr","ABCO",27.3,14.4,0.4,3,20,3,10
"1083","frenchmeadows","FM040","2022","1yr","ABCO",31,15,0.5,0,0,0,0
"1084","frenchmeadows","FM040","2022","1yr","ABCO",31.7,17.2,0.5,6,25,6,20
"1085","frenchmeadows","FM040","2022","1yr","ABCO",33.4,15.8,0,0,0,0,0
"1086","frenchmeadows","FM040","2022","1yr","ABCO",35.2,16.5,0.75,4.6,25,4.5,15
"1087","frenchmeadows","FM040","2022","1yr","ABCO",44,23.9,0,0,0,0,0
"1088","frenchmeadows","FM040","2022","1yr","ABCO",53.7,24.5,0.1,0,0,0,0
"1089","frenchmeadows","FM040","2022","1yr","ABCO",64.1,21.4,0,0,0,0,0
"1090","frenchmeadows","FM046","2022","1yr","ABCO",7.7,3.4,0.1,3.4,100,0,0
"1091","frenchmeadows","FM046","2022","1yr","ABCO",12,5.3,0.2,1.9,10,1.9,2
"1092","frenchmeadows","FM046","2022","1yr","PIPO",16.4,7.1,0.1,2.4,3,0,0
"1093","frenchmeadows","FM046","2022","1yr","CADE",28.8,11.5,3,11.4,85,4.2,1
"1094","frenchmeadows","FM046","2022","1yr","ABCO",33.3,15.5,1.2,9.6,5,2.2,1
"1095","frenchmeadows","FM046","2022","1yr","ABCO",40,16,1.5,14.6,15,2.6,1
"1096","frenchmeadows","FM046","2022","1yr","ABCO",40,17.8,0.4,5.1,35,0,0
"1097","frenchmeadows","FM046","2022","1yr","ABCO",40.4,16.6,1.5,5.2,35,4.8,1
"1098","frenchmeadows","FM046","2022","1yr","ABCO",49.5,23.7,2.1,9.6,15,0,0
"1099","frenchmeadows","FM046","2022","1yr","ABCO",53.7,25.7,3,10.3,50,4.2,4
"1100","frenchmeadows","FM047","2022","1yr","ABCO",25.9,13.7,3,13.5,60,3.4,5
"1101","frenchmeadows","FM047","2022","1yr","ABCO",32.9,11.5,0.4,6.9,65,3,10
"1102","frenchmeadows","FM047","2022","1yr","ABCO",45.7,19.2,3,6.5,25,1.8,2
"1103","frenchmeadows","FM047","2022","1yr","ABCO",55.7,27.8,3.5,15.8,15,0,0
"1104","frenchmeadows","FM047","2022","1yr","ABMA",56.6,24.2,3.5,18,20,0,0
"1105","frenchmeadows","FM047","2022","1yr","ABCO",135.4,41.6,3.2,9.7,5,0,0
"1106","frenchmeadows","FM048","2022","1yr","ABCO",73.9,27,3.5,14,25,7,10
"1107","frenchmeadows","FM048","2022","1yr","ABMA",95,27.2,0.3,27.2,95,0,0
"1108","frenchmeadows","FM048","2022","1yr","ABMA",103.6,38.1,1.7,38.1,70,30,5
"1109","frenchmeadows","FM19-20","2022","1yr","ABCO",41.7,28.5,0,14.5,5,0,0
"1110","frenchmeadows","FM19-20","2022","1yr","ABCO",43.2,24,1.7,10.4,15,0,0
"1111","frenchmeadows","FM19-20","2022","1yr","ABCO",43.6,27,1.1,8,5,0,0
"1112","frenchmeadows","FM19-20","2022","1yr","ABCO",43.7,28,3.5,0,0,0,0
"1113","frenchmeadows","FM19-20","2022","1yr","ABCO",45.3,28.8,1,12.4,5,0,0
"1114","frenchmeadows","FM19-20","2022","1yr","ABCO",48,28,2.3,10.8,2,0,0
"1115","frenchmeadows","FM19-20","2022","1yr","ABCO",49.9,26.3,1.2,7.7,7,0,0
"1116","frenchmeadows","FM19-20","2022","1yr","ABCO",53.4,29.3,3,6.3,1,0,0
"1117","frenchmeadows","FM19-20","2022","1yr","ABCO",54.6,28.2,3.7,0,0,0,0
"1118","frenchmeadows","FM19-20","2022","1yr","PIPO",60.3,28.8,0.1,0,0,0,0
"1119","frenchmeadows","FM19-20","2022","1yr","ABCO",63.6,29.6,3.5,0,0,0,0
"1120","frenchmeadows","FM19-3","2022","1yr","ABCO",28.4,15.4,0.4,0,0,0,0
"1121","frenchmeadows","FM19-3","2022","1yr","CADE",37.4,14,0.8,6,10,0,0
"1122","frenchmeadows","FM19-3","2022","1yr","ABMA",38,23.5,0.6,23.5,90,0,0
"1123","frenchmeadows","FM19-3","2022","1yr","CADE",41.5,13.2,2,4,40,3,10
"1124","frenchmeadows","FM19-3","2022","1yr","ABCO",42.5,23.6,12,10,30,9,25
"1125","frenchmeadows","FM19-3","2022","1yr","PILA",55.4,21,2.2,10.1,10,3.5,2
"1126","frenchmeadows","FM19-3","2022","1yr","ABMA",58,32.5,1,28.5,30,0,0
"1127","frenchmeadows","FM19-3","2022","1yr","ABCO",71.8,31.7,0.3,0,0,0,0
"1128","frenchmeadows","FM19-6","2022","1yr","PIJE",24,6,0.8,4,10,3,5
"1129","frenchmeadows","FM19-6","2022","1yr","PIJE",40.7,14,0.5,7,7,0,0
"1130","frenchmeadows","FM19-6","2022","1yr","PIJE",48,19,0.8,17,10,0,0
"1131","frenchmeadows","FM19-6","2022","1yr","PIJE",63,20,0,0,0,0,0
"1132","frenchmeadows","FM19-7","2022","1yr","ABCO",9.2,4.2,0,4.2,25,0,0
"1133","frenchmeadows","FM19-7","2022","1yr","ABCO",10,4.8,0,2.5,5,0,0
"1134","frenchmeadows","FM19-7","2022","1yr","ABMA",35,13.2,0.6,11.5,20,0,0
"1135","frenchmeadows","FM19-7","2022","1yr","ABMA",40,13.6,0.2,13.4,25,3,5
"1136","frenchmeadows","FM19-7","2022","1yr","ABMA",53.2,20.7,0,0,0,0,0
"1137","frenchmeadows","FM19-7","2022","1yr","ABMA",74.2,33.3,0.7,0,0,0,0
"1138","henrycoe","HCM001","2022","1yr","QUAG",20.5,10.1,0,0,0,0,0
"1139","henrycoe","HCM001","2022","1yr","ARBMEN",34.7,8.7,0,0,0,0,0
"1140","henrycoe","HCM001","2022","1yr","QULO",39,10.5,0,0,0,0,0
"1141","henrycoe","HCM001","2022","1yr","ARBMEN",39.8,20.1,0,0,0,0,0
"1142","henrycoe","HCM001","2022","1yr","ARBMEN",41.8,12,0,0,0,0,0
"1143","henrycoe","HCM001","2022","1yr","ARBMEN",42.3,16.2,0,0,0,0,0
"1144","henrycoe","HCM001","2022","1yr","ARBMEN",43.7,15,0,0,0,0,0
"1145","henrycoe","HCM001","2022","1yr","ARBMEN",44,13.4,0,0,0,0,0
"1146","henrycoe","HCM001","2022","1yr","ARBMEN",44.4,18,0,0,0,0,0
"1147","henrycoe","HCM001","2022","1yr","QUAG",47.9,14.1,0,0,0,0,0
"1148","henrycoe","HCM002","2022","1yr","QUAG",13,5.2,0,0,0,0,0
"1149","henrycoe","HCM002","2022","1yr","QUAG",17,6.3,0,0,0,0,0
"1150","henrycoe","HCM002","2022","1yr","QUAG",17.6,7.6,0,0,0,0,0
"1151","henrycoe","HCM002","2022","1yr","QUAG",29.8,14.6,0,0,0,0,0
"1152","henrycoe","HCM002","2022","1yr","QUAG",41,4.5,0,0,0,0,0
"1153","henrycoe","HCM002","2022","1yr","QUAG",46,11.3,0,0,0,0,0
"1154","henrycoe","HCM002","2022","1yr","QUAG",48.5,18.5,0,0,0,0,0
"1155","henrycoe","HCM002","2022","1yr","QUAG",49.9,13.3,0,0,0,0,0
"1156","henrycoe","HCM002","2022","1yr","QUAG",55.5,13.1,0,0,0,0,0
"1157","henrycoe","HCM002","2022","1yr","QUAG",55.9,6.7,0,0,0,0,0
"1158","henrycoe","HCM002","2022","1yr","QUAG",63.5,21.8,0,0,0,0,0
"1159","henrycoe","HCM002","2022","1yr","QUAG",64.1,14.6,0,0,0,0,0
"1160","henrycoe","HCM002","2022","1yr","QUKE",78.2,6.9,0,0,0,0,0
"1161","henrycoe","HCM002","2022","1yr","QUKE",78.9,12.8,0,0,0,0,0
"1162","henrycoe","HCM002","2022","1yr","QUAG",82.5,15.4,0,0,0,0,0
"1163","henrycoe","HCM003","2022","1yr","PISA",8,7.7,0,0,0,0,0
"1164","henrycoe","HCM003","2022","1yr","QUAG",8.1,5,0,0,0,0,0
"1165","henrycoe","HCM003","2022","1yr","PISA",12.5,6.2,0,0,0,0,0
"1166","henrycoe","HCM003","2022","1yr","QUAG",15.2,2.2,0,0,0,0,0
"1167","henrycoe","HCM003","2022","1yr","QUAG",25.3,3,0,0,0,0,0
"1168","henrycoe","HCM003","2022","1yr","QUAG",41.7,3.6,0,0,0,0,0
"1169","henrycoe","HCM003","2022","1yr","QUAG",49.4,4.8,0,0,0,0,0
"1170","henrycoe","HCM003","2022","1yr","QUAG",53.2,12.5,0,0,0,0,0
"1171","henrycoe","HCM003","2022","1yr","QUAG",74,9,0,0,0,0,0
"1172","henrycoe","HCM004","2022","1yr","QUAG",43.2,9,0,0,0,0,0
"1173","henrycoe","HCM004","2022","1yr","QUAG",44.2,11,0,0,0,0,0
"1174","henrycoe","HCM004","2022","1yr","QUAG",56.3,11,0,0,0,0,0
"1175","henrycoe","HCM005","2022","1yr","QUAG",18,5.4,0,0,0,0,0
"1176","henrycoe","HCM005","2022","1yr","QUDO",24.9,15.2,0,0,0,0,0
"1177","henrycoe","HCM005","2022","1yr","QUDO",25,11,0,0,0,0,0
"1178","henrycoe","HCM005","2022","1yr","QUAG",28,9.3,0,0,0,0,0
"1179","henrycoe","HCM005","2022","1yr","QUAG",28.2,10,0,0,0,0,0
"1180","henrycoe","HCM005","2022","1yr","QUAG",34.6,8.7,0,0,0,0,0
"1181","henrycoe","HCM005","2022","1yr","QUAG",37,9.3,0,0,0,0,0
"1182","henrycoe","HCM005","2022","1yr","QUDO",39.3,8.3,0,0,0,0,0
"1183","henrycoe","HCM005","2022","1yr","QUAG",40,10.8,0,0,0,0,0
"1184","henrycoe","HCM005","2022","1yr","QUAG",48,10,0,0,0,0,0
"1185","henrycoe","HCM006","2022","1yr","QUAG",18.7,3.6,0,0,0,0,0
"1186","henrycoe","HCM006","2022","1yr","QUGA",22.7,9.1,0,0,0,0,0
"1187","henrycoe","HCM006","2022","1yr","QUAG",25.5,8.8,0,0,0,0,0
"1188","henrycoe","HCM006","2022","1yr","QUAG",26.2,7.1,0,0,0,0,0
"1189","henrycoe","HCM006","2022","1yr","QUGA",26.9,12.1,0,0,0,0,0
"1190","henrycoe","HCM006","2022","1yr","QUAG",30.8,9.4,0,0,0,0,0
"1191","henrycoe","HCM006","2022","1yr","QUAG",36.5,12.6,0,0,0,0,0
"1192","henrycoe","HCM006","2022","1yr","QUDO",39.5,12.8,0,0,0,0,0
"1193","henrycoe","HCM006","2022","1yr","QUKE",40.5,9.7,0,0,0,0,0
"1194","henrycoe","HCM006","2022","1yr","QUAG",42.5,12.1,0,0,0,0,0
"1195","henrycoe","HCM006","2022","1yr","QUKE",44.3,8.3,0,0,0,0,0
"1196","henrycoe","HCM006","2022","1yr","PISA",78.8,22.6,0,0,0,0,0
"1197","henrycoe","HCM007","2022","1yr","QUAG",13.2,4.2,0,0,0,0,0
"1198","henrycoe","HCM007","2022","1yr","QUAG",25.9,8.2,0,0,0,0,0
"1199","henrycoe","HCM007","2022","1yr","QUAG",28.4,8.2,0,0,0,0,0
"1200","henrycoe","HCM007","2022","1yr","QUKE",36.7,14.5,0,0,0,0,0
"1201","henrycoe","HCM007","2022","1yr","QUAG",47.2,6.8,0,0,0,0,0
"1202","henrycoe","HCM007","2022","1yr","QUAG",47.5,12.6,0,0,0,0,0
"1203","henrycoe","HCM007","2022","1yr","QUAG",50.8,16.5,0,0,0,0,0
"1204","henrycoe","HCM007","2022","1yr","QUAG",58,10.5,0,0,0,0,0
"1205","henrycoe","HCM007","2022","1yr","QUAG",62.3,10.3,0,0,0,0,0
"1206","henrycoe","HCM007","2022","1yr","QUKE",64.8,15.2,0,0,0,0,0
"1207","henrycoe","HCM007","2022","1yr","QUAG",67.2,19,0,0,0,0,0
"1208","henrycoe","HCM008","2022","1yr","PIPO",10.8,3,0,0,0,0,0
"1209","henrycoe","HCM008","2022","1yr","PISA",19,12,0,0,0,0,0
"1210","henrycoe","HCM008","2022","1yr","QUAG",19.5,9,0,0,0,0,0
"1211","henrycoe","HCM008","2022","1yr","PISA",21.5,16.4,0,0,0,0,0
"1212","henrycoe","HCM008","2022","1yr","QUDO",23.3,10,0,0,0,0,0
"1213","henrycoe","HCM008","2022","1yr","QUDO",27.7,14.6,0,0,0,0,0
"1214","henrycoe","HCM008","2022","1yr","QUAG",28.2,9.2,0,0,0,0,0
"1215","henrycoe","HCM008","2022","1yr","QUAG",35.3,11,0,0,0,0,0
"1216","henrycoe","HCM008","2022","1yr","QUAG",35.4,8.2,0,0,0,0,0
"1217","henrycoe","HCM008","2022","1yr","PISA",36.3,19.4,0.1,0,0,0,0
"1218","henrycoe","HCM008","2022","1yr","QUDO",36.3,15,0,0,0,0,0
"1219","henrycoe","HCM008","2022","1yr","PISA",38.9,16.7,0.05,0,0,0,0
"1220","henrycoe","HCM008","2022","1yr","PISA",42,16.7,0,0,0,0,0
"1221","henrycoe","HCM008","2022","1yr","QUAG",48.8,11,0,0,0,0,0
"1222","henrycoe","HCM008","2022","1yr","QUDO",62.7,16.6,0,0,0,0,0
"1223","henrycoe","HCM009","2022","1yr","PIPO",8.4,4,0,0,0,0,0
"1224","henrycoe","HCM009","2022","1yr","PIPO",8.8,3.7,0,0,0,0,0
"1225","henrycoe","HCM009","2022","1yr","PIPO",9.4,3.8,0,0,0,0,0
"1226","henrycoe","HCM009","2022","1yr","QUKE",26.8,11,0,0,0,0,0
"1227","henrycoe","HCM009","2022","1yr","QUKE",41.1,14.6,0,0,0,0,0
"1228","henrycoe","HCM009","2022","1yr","QUKE",46.1,15.6,0,0,0,0,0
"1229","henrycoe","HCM009","2022","1yr","QUKE",55.1,15.7,0,0,0,0,0
"1230","henrycoe","HCM009","2022","1yr","QUKE",55.4,13.6,0,0,0,0,0
"1231","henrycoe","HCM009","2022","1yr","QUKE",74.4,16.3,0,0,0,0,0
"1232","henrycoe","HCM010","2022","1yr","PIPO",18,7.9,0,0,0,0,0
"1233","henrycoe","HCM010","2022","1yr","QUKE",25.6,5.6,0,0,0,0,0
"1234","henrycoe","HCM010","2022","1yr","PIPO",30.5,13.4,0,0,0,0,0
"1235","henrycoe","HCM010","2022","1yr","QUKE",32.9,9.7,0,0,0,0,0
"1236","henrycoe","HCM010","2022","1yr","QUKE",35.8,7.2,0,0,0,0,0
"1237","henrycoe","HCM010","2022","1yr","QUKE",39,9.2,0,0,0,0,0
"1238","henrycoe","HCM011","2022","1yr","QUKE",32.6,8.9,0,0,0,0,0
"1239","henrycoe","HCM011","2022","1yr","QUKE",76.6,14.2,0,0,0,0,0
"1240","henrycoe","HCM011","2022","1yr","QUKE",78.4,11.3,0,0,0,0,0
"1241","henrycoe","HCM011","2022","1yr","QUKE",78.8,11.5,0,0,0,0,0
"1242","henrycoe","HCM011","2022","1yr","QUKE",96,12.7,0,0,0,0,0
"1243","henrycoe","HCM012","2022","1yr","QUDO",10.3,4.6,0,0,0,0,0
"1244","henrycoe","HCM012","2022","1yr","QUDO",10.5,4.4,0,0,0,0,0
"1245","henrycoe","HCM012","2022","1yr","QUDO",11.1,7.6,0,0,0,0,0
"1246","henrycoe","HCM012","2022","1yr","QUDO",12.4,5.6,0,0,0,0,0
"1247","henrycoe","HCM012","2022","1yr","QUDO",13.2,7.6,0,0,0,0,0
"1248","henrycoe","HCM012","2022","1yr","QUDO",13.8,9,0,0,0,0,0
"1249","henrycoe","HCM012","2022","1yr","QUDO",16.7,8.4,0,0,0,0,0
"1250","henrycoe","HCM012","2022","1yr","QUDO",17.8,8.2,0,0,0,0,0
"1251","henrycoe","HCM012","2022","1yr","QUDO",18.7,8.8,0,0,0,0,0
"1252","henrycoe","HCM012","2022","1yr","QUDO",19.3,10,0,0,0,0,0
"1253","henrycoe","HCM012","2022","1yr","QUDO",19.4,8.4,0,0,0,0,0
"1254","henrycoe","HCM012","2022","1yr","QUDO",20.1,10,0,0,0,0,0
"1255","henrycoe","HCM012","2022","1yr","QUDO",21.6,10,0,0,0,0,0
"1256","henrycoe","HCM012","2022","1yr","QUDO",23.2,10.8,0,0,0,0,0
"1257","henrycoe","HCM012","2022","1yr","QUDO",23.9,7.5,0,0,0,0,0
"1258","henrycoe","HCM012","2022","1yr","QUDO",24.8,10.1,0,0,0,0,0
"1259","henrycoe","HCM012","2022","1yr","QUDO",26.6,12,0,0,0,0,0
"1260","henrycoe","HCM013","2022","1yr","QUDO",10.5,6.6,0,0,0,0,0
"1261","henrycoe","HCM013","2022","1yr","QUDO",15,6.6,0,0,0,0,0
"1262","henrycoe","HCM014","2022","1yr","QUDO",23.5,7.3,0,0,0,0,0
"1263","henrycoe","HCM014","2022","1yr","QUKE",27.1,15.3,0,0,0,0,0
"1264","henrycoe","HCM014","2022","1yr","QUKE",27.3,12.2,0,0,0,0,0
"1265","henrycoe","HCM014","2022","1yr","QUKE",27.9,5.6,0,0,0,0,0
"1266","henrycoe","HCM014","2022","1yr","QUDO",30.7,0.6,0,0,0,0,0
"1267","henrycoe","HCM014","2022","1yr","QUDO",33.6,15.4,0,0,0,0,0
"1268","henrycoe","HCM014","2022","1yr","QUKE",36,11.3,0,0,0,0,0
"1269","henrycoe","HCM014","2022","1yr","QUKE",36.2,18.1,0,0,0,0,0
"1270","henrycoe","HCM014","2022","1yr","QUDO",38.3,15.3,0,0,0,0,0
"1271","henrycoe","HCM014","2022","1yr","QUKE",40,4.2,0,0,0,0,0
"1272","henrycoe","HCM014","2022","1yr","QUKE",42.6,17.5,0,0,0,0,0
"1273","klamath","KLAMATH008","2022","1yr","ROPS",8.4,13,0,0,0,0,0
"1274","klamath","KLAMATH008","2022","1yr","ROPS",8.5,16.6,0,0,0,0,0
"1275","klamath","KLAMATH008","2022","1yr","ROPS",9.7,15.2,0,0,0,0,0
"1276","klamath","KLAMATH008","2022","1yr","ROPS",10.4,12.5,0,0,0,0,0
"1277","klamath","KLAMATH008","2022","1yr","ROPS",10.9,17,0,0,0,0,0
"1278","klamath","KLAMATH008","2022","1yr","ROPS",12.6,16.5,0,0,0,0,0
"1279","klamath","KLAMATH008","2022","1yr","ROPS",12.6,15.4,0,0,0,0,0
"1280","klamath","KLAMATH008","2022","1yr","ROPS",12.9,15.5,0,0,0,0,0
"1281","klamath","KLAMATH008","2022","1yr","ROPS",13,15.6,0,0,0,0,0
"1282","klamath","KLAMATH008","2022","1yr","ROPS",14.5,15.8,0,0,0,0,0
"1283","lonebobcatwoods","LBW006","2022","2yr","QUKE",11.2,9,0.2,0,0,0,0
"1284","lonebobcatwoods","LBW006","2022","2yr","QUKE",11.5,10.5,0,0,0,0,0
"1285","lonebobcatwoods","LBW006","2022","2yr","QUCH",12,7.3,0.2,0,0,0,0
"1286","lonebobcatwoods","LBW006","2022","2yr","CADE",13.5,8.5,0,0,0,0,0
"1287","lonebobcatwoods","LBW006","2022","2yr","CADE",13.8,8,0.6,0,0,0,0
"1288","lonebobcatwoods","LBW006","2022","2yr","CADE",14,9.6,0,0,0,0,0
"1289","lonebobcatwoods","LBW006","2022","2yr","CADE",14.4,9,0,0,0,0,0
"1290","lonebobcatwoods","LBW006","2022","2yr","CADE",15.1,10,0,0,0,0,0
"1291","lonebobcatwoods","LBW006","2022","2yr","QUKE",15.5,9.2,0.4,0,0,0,0
"1292","lonebobcatwoods","LBW006","2022","2yr","CADE",15.8,10.5,0.5,0,0,0,0
"1293","lonebobcatwoods","LBW006","2022","2yr","CADE",16.2,11,0.2,0,0,0,0
"1294","lonebobcatwoods","LBW006","2022","2yr","CADE",16.4,9.2,0,0,0,0,0
"1295","lonebobcatwoods","LBW006","2022","2yr","CADE",19.2,10.4,0.5,0,0,0,0
"1296","lonebobcatwoods","LBW006","2022","2yr","CADE",19.3,12,0,0,0,0,0
"1297","lonebobcatwoods","LBW006","2022","2yr","CADE",19.3,10,1.5,0,0,0,0
"1298","lonebobcatwoods","LBW006","2022","2yr","CADE",19.8,11.5,0.6,0,0,0,0
"1299","lonebobcatwoods","LBW006","2022","2yr","CADE",21.4,10,1,0,0,0,0
"1300","lonebobcatwoods","LBW006","2022","2yr","CADE",21.7,11.8,0,0,0,0,0
"1301","lonebobcatwoods","LBW006","2022","2yr","CADE",23.5,10.8,1,0,0,0,0
"1302","lonebobcatwoods","LBW006","2022","2yr","CADE",24.7,13,0.25,0,0,0,0
"1303","lonebobcatwoods","LBW006","2022","2yr","QUKE",26.9,17.7,0.3,0,0,0,0
"1304","lonebobcatwoods","LBW006","2022","2yr","CADE",34.4,14.4,2,0,0,0,0
"1305","lonebobcatwoods","LBW006","2022","2yr","CADE",51,20,1,0,0,0,0
"1306","lonebobcatwoods","LBW006","2022","2yr","QUKE",79.7,22.5,0,0,0,0,0
"1307","modoc","MOD009","2021","immediate","ABCO",25.8,NA,0.1,11.8,25,2.5,5
"1308","modoc","MOD009","2021","immediate","ABCO",35.2,NA,1.5,17.6,70,4,5
"1309","modoc","MOD009","2021","immediate","ABCO",37.6,NA,0.3,10.5,60,4,40
"1310","modoc","MOD009","2021","immediate","ABCO",39.1,NA,2.2,12,50,7,5
"1311","modoc","MOD009","2021","immediate","ABCO",41.6,NA,0,14.8,50,5,20
"1312","modoc","MOD009","2021","immediate","PIPO",66.5,NA,2,31,5,0,0
"1313","modoc","MOD009","2021","immediate","PIPO",70.1,NA,1.5,13,40,6,5
"1314","modoc","MOD009","2022","1yr","ABCO",28.4,17.9,0.1,15,60,3,5
"1315","modoc","MOD009","2022","1yr","ABCO",39,24.5,0.2,13,55,4.5,15
"1316","modoc","MOD009","2022","1yr","ABCO",39.3,20.8,2,18.5,70,5,15
"1317","modoc","MOD009","2022","1yr","ABCO",42.5,25.7,0,12.5,60,4,10
"1318","modoc","MOD009","2022","1yr","PIPO",66.9,37.1,2,19,50,19,50
"1319","modoc","MOD009","2022","1yr","PIPO",74,35.5,2,19,50,19,50
"1320","modoc","MOD010","2021","immediate","CADE",30.2,NA,2,8,65,0,0
"1321","modoc","MOD010","2021","immediate","ABCO",44.8,NA,0.2,16,65,0,0
"1322","modoc","MOD010","2022","1yr","CADE",30.2,12,4.1,7,53,0,0
"1323","modoc","MOD010","2022","1yr","ABCO",44.8,23.9,0.4,14.4,60,2.3,9
"1324","modoc","MOD011","2021","immediate","PIPO",12,NA,0.3,2.7,5,0,0
"1325","modoc","MOD011","2021","immediate","ABCO",25.8,NA,0.2,6.3,10,0,0
"1326","modoc","MOD011","2021","immediate","PIPO",27.4,NA,0.7,0,0,0,0
"1327","modoc","MOD011","2021","immediate","ABCO",35.6,NA,0.2,12.6,50,0,0
"1328","modoc","MOD011","2021","immediate","ABCO",41.8,NA,0.1,12.6,50,0,0
"1329","modoc","MOD011","2021","immediate","PIPO",67.2,NA,1,0,0,0,0
"1330","modoc","MOD011","2021","immediate","PIPO",104.3,NA,3.5,9.6,5,0,0
"1331","modoc","MOD011","2022","1yr","PIPO",12,9,1,4,25,2.5,5
"1332","modoc","MOD011","2022","1yr","ABCO",25.8,15,1.2,4,18,3,2
"1333","modoc","MOD011","2022","1yr","PIPO",27.4,22.2,1,8,25,7.5,24
"1334","modoc","MOD011","2022","1yr","ABCO",35.6,22,0.5,1,27,0.5,3
"1335","modoc","MOD011","2022","1yr","ABCO",41.8,29,0.9,14,37,0.5,3
"1336","modoc","MOD011","2022","1yr","PIPO",67.2,36,1.1,7,25,6,5
"1337","modoc","MOD011","2022","1yr","PIPO",104.3,37,6,4,8,3,2
"1338","modoc","MOD012","2021","immediate","PIPO",20,NA,0,6,30,0,0
"1339","modoc","MOD012","2021","immediate","ABCO",31.2,NA,0.1,8.4,30,0,0
"1340","modoc","MOD012","2021","immediate","PIPO",33.7,NA,0.3,15,15,0,0
"1341","modoc","MOD012","2021","immediate","ABCO",38,NA,0.8,6,30,0,0
"1342","modoc","MOD012","2021","immediate","ABCO",41.2,NA,1.2,8.2,25,0,0
"1343","modoc","MOD012","2021","immediate","ABCO",44.6,NA,5,9,30,0,0
"1344","modoc","MOD012","2021","immediate","CADE",68,NA,1.5,10.8,10,0,0
"1345","modoc","MOD012","2022","1yr","PIPO",20.3,14.8,0.1,7.3,60,4,35
"1346","modoc","MOD012","2022","1yr","ABCO",36.6,24.6,0.2,8.4,55,3,10
"1347","modoc","MOD012","2022","1yr","ABCO",38.8,25.3,0.4,7,30,6,20
"1348","modoc","MOD012","2022","1yr","ABCO",42.7,27.8,1.3,8.3,25,2.5,10
"1349","modoc","MOD012","2022","1yr","ABCO",45.2,30.7,3.6,8.4,45,4.5,20
"1350","modoc","MOD012","2022","1yr","CADE",68.8,27.4,1.8,5.4,15,5.4,15
"1351","modoc","MOD013","2021","immediate","ABCO",10.2,NA,0,0,0,0,0
"1352","modoc","MOD013","2021","immediate","ABCO",21.9,NA,0.1,0,0,0,0
"1353","modoc","MOD013","2021","immediate","ABCO",26.9,NA,0,0,0,0,0
"1354","modoc","MOD013","2021","immediate","PIPO",31.9,NA,1.5,0,0,0,0
"1355","modoc","MOD013","2021","immediate","ABCO",39.6,NA,0,0,0,0,0
"1356","modoc","MOD013","2021","immediate","ABCO",43.1,NA,1.5,0,0,0,0
"1357","modoc","MOD013","2021","immediate","ABCO",47.7,NA,1.5,0,0,0,0
"1358","modoc","MOD013","2021","immediate","ABCO",51.2,NA,1.8,0,0,0,0
"1359","modoc","MOD013","2021","immediate","PIPO",52,NA,2,0,0,0,0
"1360","modoc","MOD013","2021","immediate","ABCO",53,NA,1.5,0,0,0,0
"1361","modoc","MOD013","2021","immediate","ABCO",53.1,NA,1,0,0,0,0
"1362","modoc","MOD013","2022","1yr","ABCO",11.3,6.5,0.1,2,10,0.6,5
"1363","modoc","MOD013","2022","1yr","PIPO",22,14,0.2,5.5,3,5,2
"1364","modoc","MOD013","2022","1yr","ABCO",26.9,17,0,7,2,6.5,1
