site,plotid,pre_post_fire,year,species,status,BA_m2_sum,n_trees,n_trees_acre,BA_m2_acre,n_trees_ha,BA_m2_ha
burtonsp,burton42,prefire,2020,PIJE,LIVE,1.15497276697126,3,30,11.5497276697126,12.14058,4.67401309174532
burtonsp,burton43,prefire,2020,ABCO,DEAD,0.366806860446001,3,30,3.66806860446001,12.14058,1.4844160112645
burtonsp,burton43,prefire,2020,ABCO,LIVE,1.17966647062664,11,110,11.7966647062664,44.51546,4.77394505332013
burtonsp,burton43,prefire,2020,PIJE,LIVE,0.426271711591311,4,40,4.26271711591311,16.18744,1.72506193877041
burtonsp,burton44,prefire,2020,ABCO,DEAD,0.229022104446696,1,10,2.29022104446696,4.04686,0.926820393601156
burtonsp,burton44,prefire,2020,ABCO,LIVE,1.24390261561459,8,80,12.4390261561459,32.37488,5.03389973902606
burtonsp,burton44,prefire,2020,PIJE,LIVE,0.511583230895869,2,20,5.11583230895869,8.09372,2.07030571378326
burtonsp,burton45,prefire,2020,ABCO,DEAD,0.210255015332314,2,20,2.10255015332314,8.09372,0.850872611347728
burtonsp,burton45,prefire,2020,ABCO,LIVE,1.01973682436172,10,100,10.1973682436172,40.4686,4.12673216503648
burtonsp,burton45,prefire,2020,PIJE,LIVE,0.0330063578167778,1,10,0.330063578167778,4.04686,0.133572109194405
burtonsp,burton45,prefire,2020,PILA,LIVE,0.186272097014809,1,10,1.86272097014809,4.04686,0.753817098525352
burtonsp,burton46,prefire,2020,ABCO,DEAD,0.307010571275736,2,20,3.07010571275736,8.09372,1.24242880047292
burtonsp,burton46,prefire,2020,ABCO,LIVE,0.230387911852844,11,110,2.30387911852844,44.51546,0.932347624960801
burtonsp,burton46,prefire,2020,CADE27,LIVE,0.10698458162351,3,30,1.0698458162351,12.14058,0.432951623988919
burtonsp,burton46,prefire,2020,PIJE,LIVE,1.12350500415658,5,50,11.2350500415658,20.2343,4.54666746112109
burtonsp,burton47,prefire,2020,ABCO,LIVE,0.546476115101128,4,40,5.46476115101128,16.18744,2.21151233115815
burtonsp,burton5,prefire,2019,ABCO,LIVE,1.00192831370577,22,220,10.0192831370577,89.03092,4.05466361560332
burtonsp,burton5,prefire,2019,ABMA,LIVE,0.01674154725098,1,10,0.1674154725098,4.04686,0.0677506979081009
burtonsp,burton5,prefire,2019,PICO,LIVE,0.137227908701456,1,10,1.37227908701456,4.04686,0.555342134607573
burtonsp,burton5,prefire,2019,PIJE,LIVE,1.12089296621466,5,50,11.2089296621466,20.2343,4.53609690925546
burtonsp,burton6,prefire,2019,ABCO,DEAD,0.169280007749706,4,40,1.69280007749706,16.18744,0.685052492161974
burtonsp,burton6,prefire,2019,ABCO,LIVE,2.51478130194739,33,330,25.1478130194739,133.54638,10.1769678595988
burtonsp,burton6,prefire,2019,ABMA,DEAD,0.812657762852647,4,40,8.12657762852647,16.18744,3.28871219417786
burtonsp,burton6,prefire,2019,ABMA,LIVE,0.705444630363588,10,100,7.05444630363588,40.4686,2.85483565683319
burtonsp,burton7,prefire,2019,ABCO,DEAD,0.53184571811336,5,50,5.3184571811336,20.2343,2.15230516280423
burtonsp,burton7,prefire,2019,ABCO,LIVE,1.31100310770445,9,90,13.1100310770445,36.42174,5.30544603644484
burtonsp,burton7,prefire,2019,ABMA,DEAD,0.0951148591800846,1,10,0.951148591800846,4.04686,0.384916519021517
burtonsp,burton7,prefire,2019,ABMA,LIVE,0.559559277707002,4,40,5.59559277707002,16.18744,2.26445805858136
burtonsp,burton7,prefire,2019,PIJE,DEAD,0.0295592452776264,1,10,0.295592452776264,4.04686,0.119622127344215
burtonsp,burton7,prefire,2019,PIJE,LIVE,0.769768739945839,1,10,7.69768739945839,4.04686,3.11514632293722
burtonsp,burton8,prefire,2019,ABCO,DEAD,0.410734965122983,2,20,4.10734965122983,8.09372,1.6621869009576
burtonsp,burton8,prefire,2019,ABCO,LIVE,1.57252263195804,5,50,15.7252263195804,20.2343,6.36377893836573
burtonsp,burton8,prefire,2019,ABMA,DEAD,0.0660519855417254,1,10,0.660519855417254,4.04686,0.267303138209387
burtonsp,burton8,prefire,2019,ABMA,LIVE,0.615143476526967,1,10,6.15143476526967,4.04686,2.48939952941792
burtonsp,burton9,prefire,2019,ABCO,DEAD,0.670708040392846,4,40,6.70708040392846,16.18744,2.71426154034419
burtonsp,burton9,prefire,2019,ABCO,LIVE,0.655227842592282,7,70,6.55227842592282,28.32802,2.651615347073
burtonsp,burton9,prefire,2019,ABMA,DEAD,0.165468470462738,1,10,1.65468470462738,4.04686,0.669627734376835
burtonsp,burton9,prefire,2019,ABMA ,LIVE,0.402639080854682,1,10,4.02639080854682,4.04686,1.62942399074758
calaveras,bigtrees01,prefire,2020,ABCO,DEAD,0.839081698661991,2,20,8.39081698661991,8.09372,3.39564616304726
calaveras,bigtrees01,prefire,2020,ABCO,LIVE,2.16383104137177,4,40,21.6383104137177,16.18744,8.75672128808574
calaveras,bigtrees01,prefire,2020,CADE27,LIVE,0.0152840446092552,1,10,0.152840446092552,4.04686,0.0618523887674105
calaveras,bigtrees01,prefire,2020,CONU4,LIVE,0.00817128249198705,1,10,0.0817128249198705,4.04686,0.0330680362655227
calaveras,bigtrees02,prefire,2020,ABCO,DEAD,0.888952911241402,2,20,8.88952911241402,8.09372,3.59746797838638
calaveras,bigtrees02,prefire,2020,ABCO,LIVE,0.490166993776348,1,10,4.90166993776348,4.04686,1.98363720043375
calaveras,bigtrees02,prefire,2020,CADE27,LIVE,1.05501043032669,1,10,10.5501043032669,4.04686,4.26947951007186
calaveras,bigtrees03,prefire,2020,ABCO,DEAD,0.704359995499936,3,30,7.04359995499936,12.14058,2.85044629138887
calaveras,bigtrees03,prefire,2020,ABCO,LIVE,1.14745179415857,3,30,11.4745179415857,12.14058,4.64357676770854
calaveras,bigtrees03,prefire,2020,CADE27,DEAD,0.309135858705889,3,30,3.09135858705889,12.14058,1.25102954116251
calaveras,bigtrees03,prefire,2020,CADE27,LIVE,0.761859780440427,4,40,7.61859780440427,16.18744,3.08313987107315
calaveras,bigtrees03,prefire,2020,PIPO,DEAD,0.282743338823081,1,10,2.82743338823081,4.04686,1.14422270814958
calaveras,bigtrees03,prefire,2020,QUKE,LIVE,0.221451651549708,1,10,2.21451651549708,4.04686,0.896183830590451
calaveras,bigtrees04,prefire,2020,ABCO,DEAD,0.574898889236318,5,50,5.74898889236318,20.2343,2.32653531889489
calaveras,bigtrees04,prefire,2020,ABCO,LIVE,0.46944976102225,2,20,4.6944976102225,8.09372,1.8997974598905
calaveras,bigtrees04,prefire,2020,CADE27,DEAD,0.524628694389901,2,20,5.24628694389901,8.09372,2.12309887817871
calaveras,bigtrees04,prefire,2020,CADE27,LIVE,0.413662144077965,6,60,4.13662144077965,24.28116,1.67403278438336
calaveras,bigtrees05,prefire,2020,ABCO,DEAD,0.226587370140164,2,20,2.26587370140164,8.09372,0.916967364725423
calaveras,bigtrees05,prefire,2020,CADE27,DEAD,0.0240528187540469,1,10,0.240528187540469,4.04686,0.097338390103002
calaveras,bigtrees05,prefire,2020,CADE27,LIVE,0.734351209767431,4,40,7.34351209767431,16.18744,2.97181653675943
calaveras,bigtrees05,prefire,2020,PILA,DEAD,1.0659620223171,1,10,10.659620223171,4.04686,4.31379906963419
calaveras,bigtrees05,prefire,2020,PILA,LIVE,0.115811671581934,1,10,1.15811671581934,4.04686,0.468673621258066
calaveras,bigtrees05,prefire,2020,PIPO,DEAD,0.0585349397198484,1,10,0.585349397198484,4.04686,0.236882706154666
calaveras,bigtrees05,prefire,2020,PIPO,LIVE,0.35855389654502,2,20,3.5855389654502,8.09372,1.45101742177218
calaveras,bigtrees06,prefire,2020,ABCO,DEAD,0.352324903711115,2,20,3.52324903711115,8.09372,1.42580955983236
calaveras,bigtrees06,prefire,2020,CADE27,DEAD,0.259226947014635,5,50,2.59226947014635,20.2343,1.04905516279565
calaveras,bigtrees06,prefire,2020,CADE27,LIVE,0.943117110181943,10,100,9.43117110181943,40.4686,3.8166629085109
calaveras,bigtrees06,prefire,2020,PILA,LIVE,0.479062249144071,1,10,4.79062249144071,4.04686,1.93869785357117
calaveras,bigtrees06,prefire,2020,PIPO,DEAD,0.163213592335624,2,20,1.63213592335624,8.09372,0.660502558279342
calaveras,bigtrees06,prefire,2020,PIPO,LIVE,0.895412025737182,6,60,8.95412025737182,24.28116,3.62360711047477
calaveras,bigtrees06,prefire,2020,QUKE,LIVE,0.297057220351,1,10,2.97057220351,4.04686,1.20214898274965
calaveras,bigtrees07,prefire,2020,ABCO,DEAD,0.0269305176247351,2,20,0.269305176247351,8.09372,0.108984034554836
calaveras,bigtrees07,prefire,2020,ABCO,LIVE,2.44817875229313,5,50,24.4817875229313,20.2343,9.90743666550496
calaveras,bigtrees07,prefire,2020,CADE27,LIVE,0.00636172512351933,1,10,0.0636172512351933,4.04686,0.0257450109333654
calaveras,bigtrees08,prefire,2020,ABCO,DEAD,0.108241218684946,2,20,1.08241218684946,8.09372,0.438037058247361
calaveras,bigtrees08,prefire,2020,ABCO,LIVE,1.17832736675805,5,50,11.7832736675805,20.2343,4.76852588743847
calaveras,bigtrees08,prefire,2020,CADE27,LIVE,0.387529590987242,3,30,3.87529590987242,12.14058,1.56827800058263
calaveras,bigtrees08,prefire,2020,PILA,LIVE,4.22282203080518,8,80,42.2282203080518,32.37488,17.0891695635842
calaveras,bigtrees09,prefire,2020,ABCO,DEAD,0.419139510869499,3,30,4.19139510869499,12.14058,1.69619892095734
calaveras,bigtrees09,prefire,2020,ABCO,LIVE,1.38750167421753,6,60,13.8750167421753,24.28116,5.61502502532394
calaveras,bigtrees09,prefire,2020,CADE27,LIVE,0.386825088834675,3,30,3.86825088834675,12.14058,1.56542697900149
calaveras,bigtrees09,prefire,2020,PILA,LIVE,0.0839818402139258,1,10,0.839818402139258,4.04686,0.339862749888128
calaveras,bigtrees10,prefire,2020,ABCO,DEAD,0.0430052618349907,1,10,0.430052618349907,4.04686,0.17403627390955
calaveras,bigtrees10,prefire,2020,ABCO,LIVE,0.992999318335642,4,40,9.92999318335642,16.18744,4.01852922139978
calaveras,bigtrees10,prefire,2020,CADE27,DEAD,1.47211890154564,3,30,14.7211890154564,12.14058,5.95745909790899
calaveras,bigtrees10,prefire,2020,PILA,LIVE,1.96919111597458,3,30,19.6919111597458,12.14058,7.96904075959288
calaveras,bigtrees10,prefire,2020,QUKE,LIVE,0.101787601976309,1,10,1.01787601976309,4.04686,0.411920174933847
calaveras,bigtrees11,prefire,2020,CADE27,DEAD,0.105501749891016,2,20,1.05501749891016,8.09372,0.426950811563956
calaveras,bigtrees11,prefire,2020,CADE27,LIVE,0.452792251374753,3,30,4.52792251374753,12.14058,1.83238685039843
calaveras,bigtrees11,prefire,2020,PIPO,LIVE,0.29502068291331,18,180,2.9502068291331,72.84348,1.19390740085456
calaveras,bigtrees12,prefire,2020,ABCO,DEAD,1.06133288554204,4,40,10.6133288554204,16.18744,4.29506560118465
calaveras,bigtrees12,prefire,2020,ABCO,LIVE,1.37632467295422,11,110,13.7632467295422,44.51546,5.56979326599151
calaveras,bigtrees12,prefire,2020,CADE27,DEAD,0.138476691781258,4,40,1.38476691781258,16.18744,0.560395784901901
calaveras,bigtrees12,prefire,2020,CADE27,LIVE,0.396468992883032,7,70,3.96468992883032,28.32802,1.60445450853863
calaveras,bigtrees12,prefire,2020,PIPO,DEAD,0.0162860163162095,1,10,0.162860163162095,4.04686,0.0659072279894155
calaveras,bigtrees12,prefire,2020,PIPO,LIVE,0.21237166338267,1,10,2.1237166338267,4.04686,0.859438389676792
calaveras,bigtrees12,prefire,2020,QUKE,LIVE,0.106868342695327,2,20,1.06868342695327,8.09372,0.432481221320013
calaveras,bigtrees13,prefire,2020,ABCO,DEAD,0.373928065593525,1,10,3.73928065593525,4.04686,1.51323453152781
calaveras,bigtrees13,prefire,2020,ABCO,LIVE,0.677134168165764,2,20,6.77134168165764,8.09372,2.7402671797833
calaveras,bigtrees13,prefire,2020,CADE27,LIVE,0.0583032472616462,2,20,0.583032472616462,8.09372,0.235945079213265
calaveras,bigtrees13,prefire,2020,PIPO,DEAD,0.14475359390313,2,20,1.4475359390313,8.09372,0.585797529022821
calaveras,bigtrees13,prefire,2020,PIPO,LIVE,1.67607895059832,4,40,16.7607895059832,16.18744,6.78285686201834
calaveras,bigtrees14,prefire,2020,ABCO,DEAD,0.149301049269201,1,10,1.49301049269201,4.04686,0.60420044424556
calaveras,bigtrees14,prefire,2020,ABCO,LIVE,0.0608290877551324,2,20,0.608290877551324,8.09372,0.246166802072735
calaveras,bigtrees14,prefire,2020,CADE27,DEAD,0.221746961259145,3,30,2.21746961259145,12.14058,0.897378907641185
calaveras,bigtrees14,prefire,2020,CADE27,LIVE,0.697781500483319,3,30,6.97781500483319,12.14058,2.82382404304593
calaveras,bigtrees14,prefire,2020,PILA,DEAD,1.07892109201316,2,20,10.7892109201316,8.09372,4.36624261042438
calaveras,bigtrees14,prefire,2020,PIPO,LIVE,0.972474508131577,3,30,9.72474508131577,12.14058,3.93546818797735
calaveras,bigtrees15,prefire,2020,ABCO,DEAD,0.55417694409324,1,10,5.5417694409324,4.04686,2.24267650797317
calaveras,bigtrees15,prefire,2020,ABCO,LIVE,2.16232994913197,8,80,21.6232994913197,32.37488,8.75064657794421
calaveras,bigtrees15,prefire,2020,CADE27,LIVE,0.188342406573525,5,50,1.88342406573525,20.2343,0.762195351466136
calaveras,bigtrees15,prefire,2020,PILA,LIVE,0.00528101725068444,1,10,0.0528101725068444,4.04686,0.0213715374711048
calaveras,bigtrees17,prefire,2020,ABCO,LIVE,1.0972986236385,1,10,10.972986236385,4.04686,4.44061390805769
calaveras,bigtrees17,prefire,2020,CADE27,LIVE,1.08548427176559,7,70,10.8548427176559,28.32802,4.3928028800373
calaveras,bigtrees17,prefire,2020,PILA,LIVE,1.02967662716814,1,10,10.2967662716814,4.04686,4.16695715542166
calaveras,bigtrees18,prefire,2020,ABCO,DEAD,1.0272764503808,2,20,10.272764503808,8.09372,4.15724397598803
calaveras,bigtrees18,prefire,2020,ABCO,LIVE,1.95018212422587,4,40,19.5018212422587,16.18744,7.89211403124471
calaveras,bigtrees18,prefire,2020,CADE27,LIVE,0.0952766512017444,3,30,0.952766512017444,12.14058,0.385571268682291
calaveras,bigtrees19,prefire,2020,ABCO,DEAD,0.688754133993229,2,20,6.88754133993229,8.09372,2.78729155469184
calaveras,bigtrees19,prefire,2020,ABCO,LIVE,0.291123537226532,3,30,2.91123537226532,12.14058,1.17813619786056
calaveras,bigtrees19,prefire,2020,CADE27,LIVE,0.0323654729154455,1,10,0.323654729154455,4.04686,0.1309785377226
calaveras,bigtrees19,prefire,2020,PIPO,DEAD,2.54469004940773,1,10,25.4469004940773,4.04686,10.2980043733462
calaveras,bigtrees20,prefire,2020,ABCO,LIVE,0.345080391051937,3,30,3.45080391051937,12.14058,1.39649203133244
calaveras,bigtrees20,prefire,2020,CADE27,LIVE,2.63825767420592,3,30,26.3825767420592,12.14058,10.676659451437
calaveras,bigtrees20,prefire,2020,PIPO,LIVE,1.19209618196057,1,10,11.9209618196057,4.04686,4.82424635492895
calaveras,bigtrees21,prefire,2020,ABCO,DEAD,0.8610453583014,2,20,8.610453583014,8.09372,3.4845300186956
calaveras,bigtrees21,prefire,2020,ABCO,LIVE,0.268008483879582,4,40,2.68008483879582,16.18744,1.08459281307292
calaveras,bigtrees21,prefire,2020,PILA,LIVE,1.31306713407786,1,10,13.1306713407786,4.04686,5.31379886221433
calaveras,bigtrees21,prefire,2020,UNKNOWN,DEAD,0.169093082986817,1,10,1.69093082986817,4.04686,0.68429603381603
calaveras,bigtrees22,prefire,2020,ABCO,DEAD,0.350463510063863,1,10,3.50463510063863,4.04686,1.41827676033704
calaveras,bigtrees22,prefire,2020,ABCO,LIVE,1.40741308845598,3,30,14.0741308845598,12.14058,5.69560373114896
calaveras,bigtrees22,prefire,2020,PILA,LIVE,4.07565412294776,1,10,40.7565412294776,4.04686,16.4936016439924
calaveras,bigtrees23,prefire,2020,ABCO,DEAD,0.242794846640034,1,10,2.42794846640034,4.04686,0.982556753073686
calaveras,bigtrees23,prefire,2020,ABCO,LIVE,0.627578685648038,2,20,6.27578685648038,8.09372,2.53972307980162
calaveras,bigtrees23,prefire,2020,PILA,DEAD,0.406020219948108,1,10,4.06020219948108,4.04686,1.6431069872992
calaveras,bigtrees23,prefire,2020,PILA,LIVE,0.275253781936923,1,10,2.75253781936923,4.04686,1.11391351996926
calaveras,bigtrees23,prefire,2020,SEGI,LIVE,1.53460910641636,5,50,15.3460910641636,20.2343,6.21034820839211
calaveras,bigtrees24,prefire,2020,ABCO,LIVE,0.85112106710871,1,10,8.5112106710871,4.04686,3.44436780163955
calaveras,bigtrees24,prefire,2020,PILA,DEAD,0.167638525588205,1,10,1.67638525588205,4.04686,0.678409643661883
calaveras,bigtrees24,prefire,2020,SEGI,LIVE,1.2430302346046,11,110,12.430302346046,44.51546,5.03036933521196
calaveras,bigtrees25,prefire,2020,ABCO,LIVE,1.10573537070971,2,20,11.0573537070971,8.09372,4.4747562423103
calaveras,bigtrees25,prefire,2020,CADE27,DEAD,0.483133753223123,2,20,4.83133753223123,8.09372,1.95517466056853
calaveras,bigtrees25,prefire,2020,CADE27,LIVE,0.269705729310684,2,20,2.69705729310684,8.09372,1.09146132771823
calaveras,bigtrees25,prefire,2020,CONU4,LIVE,0.00882473376393373,1,10,0.0882473376393373,4.04686,0.0357124620799128
calaveras,bigtrees25,prefire,2020,QUKE,LIVE,0.0526852941988642,1,10,0.526852941988642,4.04686,0.213210009681616
calaveras,bigtrees27,prefire,2020,ABCO,DEAD,1.95690356170823,13,130,19.5690356170823,52.60918,7.91931474773455
calaveras,bigtrees27,prefire,2020,ABCO,LIVE,1.18945488793706,2,20,11.8945488793706,8.09372,4.81355740779698
calaveras,bigtrees27,prefire,2020,CADE27,LIVE,0.992012072844252,2,20,9.92012072844252,8.09372,4.01453397711049
calaveras,bigtrees27,prefire,2020,PILA,DEAD,0.207499053176952,1,10,2.07499053176952,4.04686,0.839719618339681
calaveras,bigtrees28,prefire,2020,ABCO,LIVE,2.19942194819474,5,50,21.9942194819474,20.2343,8.90075270527138
calaveras,bigtrees28,prefire,2020,CADE27,LIVE,0.0111220233918713,1,10,0.111220233918713,4.04686,0.0450092715836282
calaveras,bigtrees28,prefire,2020,PIPO,DEAD,2.11240690027378,1,10,21.1240690027378,4.04686,8.54861498844194
calaveras,bigtrees29,prefire,2020,PILA,LIVE,2.20147281914892,2,20,22.0147281914892,8.09372,8.90905229290098
calaveras,bigtrees29,prefire,2020,UNKNOWN,DEAD,0.104062115057508,1,10,1.04062115057508,4.04686,0.421124810941628
calaveras,bigtrees30,prefire,2020,ABCO,DEAD,0.440182683861407,2,20,4.40182683861407,8.09372,1.78135769601137
calaveras,bigtrees30,prefire,2020,ABCO,LIVE,0.368587358082422,2,20,3.68587358082422,8.09372,1.49162143592943
calaveras,bigtrees30,prefire,2020,CADE27,DEAD,0.541999345569762,4,40,5.41999345569762,16.18744,2.19339547161245
calaveras,bigtrees30,prefire,2020,CADE27,LIVE,10.5314801566182,5,50,105.314801566182,20.2343,42.6194257866121
calaveras,bigtrees31,prefire,2020,CADE27,DEAD,0.0314159265358979,1,10,0.314159265358979,4.04686,0.127135856461064
calaveras,bigtrees32,prefire,2020,ABCO,DEAD,0.456881819611564,3,30,4.56881819611564,12.14058,1.84893676051325
calaveras,bigtrees32,prefire,2020,ABCO,LIVE,0.611935910427651,3,30,6.11935910427651,12.14058,2.47641895847324
calaveras,bigtrees32,prefire,2020,CADE27,DEAD,0.0359680942909495,1,10,0.359680942909495,4.04686,0.145557842062272
calaveras,bigtrees32,prefire,2020,CADE27,LIVE,0.138251282508363,5,50,1.38251282508363,20.2343,0.559483585131792
calaveras,bigtrees32,prefire,2020,PIPO,LIVE,0.838234254043685,2,20,8.38234254043685,8.09372,3.39221667331923
calaveras,bigtrees33,prefire,2020,ABCO,DEAD,0.4185386812745,1,10,4.185386812745,4.04686,1.69376744770252
calaveras,bigtrees33,prefire,2020,CADE27,DEAD,0.167638525588205,1,10,1.67638525588205,4.04686,0.678409643661883
calaveras,bigtrees33,prefire,2020,CADE27,LIVE,0.159525362560309,2,20,1.59525362560309,8.09372,0.645576808730813
calaveras,bigtrees33,prefire,2020,PIPO,DEAD,3.26258324066117,4,40,32.6258324066117,16.18744,13.2032176133021
calaveras,bigtrees34,prefire,2020,ABCO,DEAD,1.6787445919649,1,10,16.787445919649,4.04686,6.79364433943906
calaveras,bigtrees34,prefire,2020,ABCO,LIVE,0.461149673231465,4,40,4.61149673231465,16.18744,1.86620816661349
calaveras,bigtrees34,prefire,2020,ACMA3,LIVE,0.178788234265336,3,30,1.78788234265336,12.14058,0.723530953719017
calaveras,bigtrees34,prefire,2020,CADE27,DEAD,0.161391468596542,2,20,1.61391468596542,8.09372,0.653128678604601
calaveras,bigtrees34,prefire,2020,CADE27,LIVE,2.09258894841677,5,50,20.9258894841677,20.2343,8.46841451178989
calaveras,bigtrees34,prefire,2020,CONU4,LIVE,0.00650388219109427,1,10,0.0650388219109427,4.04686,0.0263203006838518
calaveras,bigtrees34,prefire,2020,PILA,LIVE,0.143200861734093,1,10,1.43200861734093,4.04686,0.579513839317233
calaveras,bigtrees35,prefire,2020,ABCO,LIVE,1.19952447778998,4,40,11.9952447778998,16.18744,4.85430762818916
calaveras,bigtrees35,prefire,2020,CADE27,DEAD,0.0794226038754036,1,10,0.794226038754036,4.04686,0.321412158719216
calaveras,bigtrees35,prefire,2020,CADE27,LIVE,0.144039666972602,2,20,1.44039666972602,8.09372,0.582908366684743
calaveras,bigtrees35,prefire,2020,PILA,LIVE,4.45288557321654,3,30,44.5288557321654,12.14058,18.0202045108271
calaveras,bigtrees36,prefire,2020,ABCO,DEAD,0.197522140307314,3,30,1.97522140307314,12.14058,0.799344448724058
calaveras,bigtrees36,prefire,2020,ABCO,LIVE,0.176095693011669,3,30,1.76095693011669,12.14058,0.712634616221201
calaveras,bigtrees36,prefire,2020,CADE27,DEAD,0.102921716924255,1,10,1.02921716924255,4.04686,0.416509779352092
calaveras,bigtrees36,prefire,2020,CADE27,LIVE,2.62116525032545,5,50,26.2116525032545,20.2343,10.607488804932
calaveras,bigtrees36,prefire,2020,CONU4,LIVE,0.0728645292110349,3,30,0.728645292110349,12.14058,0.294872548682969
caples,1,postfire,2020,ABCO,DEAD,0.540519655429921,5,50,5.40519655429921,20.2343,2.18740737277313
caples,1,postfire,2020,ABCO,LIVE,0.162597054777357,1,10,1.62597054777357,4.04686,0.658007517096294
caples,1,postfire,2020,CADE27,DEAD,0.0617715655512093,2,20,0.617715655512093,8.09372,0.249980877766567
caples,1,postfire,2020,CADE27,LIVE,0.209689528654668,2,20,2.09689528654668,8.09372,0.848584165931429
caples,1,postfire,2020,PIJE,DEAD,0.0397607820219958,1,10,0.397607820219958,4.04686,0.160906318333534
caples,1,postfire,2020,PIJE,LIVE,0.606830822365568,1,10,6.06830822365568,4.04686,2.45575938179832
caples,1,prefire,2013-2018,ABCO,DEAD,0.205887416145661,1,10,2.05887416145661,4.04686,0.833197548903229
caples,1,prefire,2013-2018,ABCO,LIVE,0.630795676525314,5,50,6.30795676525314,20.2343,2.55274179150323
caples,1,prefire,2013-2018,CADE27,LIVE,0.265298074817697,4,40,2.65298074817697,16.18744,1.07362416705675
caples,1,prefire,2013-2018,PIJE,LIVE,0.655252189935347,2,20,6.55252189935347,8.09372,2.65171387736176
caples,1,prefire,2019,ABCO,DEAD,0.56427009589106,4,40,5.6427009589106,16.18744,2.2835220802577
caples,1,prefire,2019,ABCO,LIVE,0.163312552504212,1,10,1.63312552504212,4.04686,0.660903036227195
caples,1,prefire,2019,CADE27,DEAD,0.132850099338678,3,30,1.32850099338678,12.14058,0.537625753009724
caples,1,prefire,2019,CADE27,LIVE,0.15067392525882,1,10,1.5067392525882,4.04686,0.609756281172909
caples,1,prefire,2019,PIJE,DEAD,0.0397607820219958,1,10,0.397607820219958,4.04686,0.160906318333534
caples,1,prefire,2019,PIJE,LIVE,0.631938430853058,1,10,6.31938430853058,4.04686,2.557366358282
caples,10,postfire,2020,CADE27,DEAD,0.283124256932329,2,20,2.83124256932329,8.09372,1.14576423040917
caples,10,prefire,2013-2018,CADE27,LIVE,0.171216799620644,2,20,1.71216799620644,8.09372,0.692890417712798
caples,100,postfire,2020,ABCO,LIVE,0.0499167656728882,2,20,0.499167656728882,8.09372,0.202006162330984
caples,100,postfire,2020,CADE27,DEAD,0.443193115021709,24,240,4.43193115021709,97.12464,1.79354048945675
caples,100,postfire,2020,CADE27,LIVE,0.449427605642758,11,110,4.49427605642758,44.51546,1.81877060017145
caples,100,prefire,2013-2018,CADE27,DEAD,0.0232352192659501,1,10,0.232352192659501,4.04686,0.0940296794386028
caples,100,prefire,2013-2018,CADE27,LIVE,0.622855301093366,21,210,6.22855301093366,84.98406,2.5206082037827
caples,101,postfire,2020,ABCO,DEAD,0.190909087771508,2,20,1.90909087771508,8.09372,0.772582350939005
caples,101,postfire,2020,PIJE,DEAD,0.278050584796782,1,10,2.78050584796782,4.04686,1.1252317895907
caples,101,postfire,2020,QUKE,DEAD,0.16467600371587,3,30,1.6467600371587,12.14058,0.666420732397605
caples,101,prefire,2013-2018,ABCO,LIVE,0.154779986857062,2,20,1.54779986857062,8.09372,0.62637293761237
caples,101,prefire,2013-2018,PIPO,LIVE,0.282743338823081,1,10,2.82743338823081,4.04686,1.14422270814958
caples,101,prefire,2013-2018,QUKE,LIVE,0.165217928448614,3,30,1.65217928448614,12.14058,0.668613825921558
caples,102,postfire,2020,ABCO,DEAD,0.0304805173232916,1,10,0.304805173232916,4.04686,0.123350386334936
caples,102,postfire,2020,CADE27,DEAD,0.339073665898273,14,140,3.39073665898273,56.65604,1.37218365557709
caples,102,postfire,2020,CADE27,LIVE,0.172565328267197,2,20,1.72565328267197,8.09372,0.69834772435139
caples,102,prefire,2013-2018,ABCO,LIVE,0.0254469004940773,1,10,0.254469004940773,4.04686,0.102980043733462
caples,102,prefire,2013-2018,CADE27,DEAD,0.0947700693863531,3,30,0.947700693863531,12.14058,0.383521202996857
caples,102,prefire,2013-2018,CADE27,LIVE,0.492702259047794,13,130,4.92702259047794,52.60918,1.99389706405016
caples,103,postfire,2020,ABCO,DEAD,0.006647610054996,1,10,0.06647610054996,4.04686,0.0269019472271611
caples,103,postfire,2020,ABCO,LIVE,1.12664502601384,11,110,11.2664502601384,44.51546,4.55937468997438
caples,103,postfire,2020,CADE27,DEAD,0.310525228056939,7,70,3.10525228056939,28.32802,1.25665212441451
caples,103,postfire,2020,CADE27,LIVE,1.56364684731349,10,100,15.6364684731349,40.4686,6.32785988051907
caples,103,postfire,2020,PIJE,LIVE,0.362270400654217,2,20,3.62270400654217,8.09372,1.46605759359152
caples,103,postfire,2020,PILA,LIVE,0.38925589615039,1,10,3.8925589615039,4.04686,1.57526411589517
caples,103,prefire,2013-2018,ABCO,DEAD,1.85841149042553,4,40,18.5841149042553,16.18744,7.52073112414347
caples,103,prefire,2013-2018,ABCO,LIVE,1.05923273085311,12,120,10.5923273085311,48.56232,4.28656656918023
caples,103,prefire,2013-2018,CADE27,DEAD,5.97576868505337,3,30,59.7576868505337,12.14058,24.1830992607951
caples,103,prefire,2013-2018,CADE27,LIVE,1.67869197028795,13,130,16.7869197028795,52.60918,6.79343138687948
caples,103,prefire,2013-2018,PIJE,LIVE,0.364294371721292,2,20,3.64294371721292,8.09372,1.47424832114403
caples,103,prefire,2013-2018,PILA,LIVE,0.383746328034157,1,10,3.83746328034157,4.04686,1.55296766506831
caples,103,prefire,2019,CADE27,DEAD,0.0179078635236252,1,10,0.179078635236252,4.04686,0.072470616579218
