site,year,plotid,observer,pre_post_fire,postTime,species,status,lifeform,layer_code,percent,notes
BurtonSP,2019,burton5,ag,prefire,,pico,live,TR,TOV,7,
BurtonSP,2019,burton1,ag,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton10,nr,prefire,,pije,live,TR,TOV,0.5,
BurtonSP,2019,burton11,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton12,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton12,nr,prefire,,pije,live,TR,TOV,,
BurtonSP,2019,burton13,nr,prefire,,pije,live,TR,TOV,6.5,
BurtonSP,2019,burton14,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton14,nr,prefire,,pije,live,TR,TOV,4,
BurtonSP,2019,burton15,nr,prefire,,pije,live,TR,TOV,5,
BurtonSP,2019,burton15,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton16,nr,prefire,,pije,live,TR,TOV,3,
BurtonSP,2019,burton16,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton17,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton18,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton18,nr,prefire,,pije,live,TR,TOV,14,
BurtonSP,2019,burton2,ag,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton21,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton21,nr,prefire,,pije,live,TR,TOV,20,
BurtonSP,2019,burton22,nr,prefire,,pije,live,TR,TSA,6,
BurtonSP,2019,burton22,nr,prefire,,pije,live,TR,TSA,10,
BurtonSP,2019,burton24,nr,prefire,,pije,live,TR,TOV,30,
BurtonSP,2019,burton3,ag,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton4,nr,prefire,,pije,live,TR,TOV,25,
BurtonSP,2019,burton5,ag,prefire,,pije,live,TR,TOV,10,
BurtonSP,2019,burton7,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton8,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton9,nr,prefire,,pije,live,TR,TSE,tr,
BurtonSP,2019,burton7,nr,prefire,,pije ,live,TR,TOV,2,
BurtonSP,2019,burton1,ag,prefire,,pila,live,TR,TSE,tr,
BurtonSP,2019,burton13,nr,prefire,,pila,live,TR,TOV,3.5,
BurtonSP,2019,burton14,nr,prefire,,pila,live,TR,TOV,6,
BurtonSP,2019,burton14,nr,prefire,,pila,dead,TR,TOV,tr,
BurtonSP,2019,burton14,nr,prefire,,pila,live,TR,TSE,tr,
BurtonSP,2019,burton15,nr,prefire,,pila,live,TR,TOV,4,
BurtonSP,2019,burton15,nr,prefire,,pila,live,TR,TSE,tr,
BurtonSP,2019,burton2,ag,prefire,,pila,live,TR,TSE,tr,
BurtonSP,2019,burton5,ag,prefire,,pila,live,TR,TSE,tr,
BurtonSP,2019,burton12,nr,prefire,,potgla,live,FB,,tr,
BurtonSP,2019,burton16,nr,prefire,,potgla,live,FB,,tr,
BurtonSP,2019,burton5,ag,prefire,,potgla,live,FB,,tr,
BurtonSP,2019,burton12,nr,prefire,,pruema,live,SH,SL,tr,
BurtonSP,2019,burton12,nr,prefire,,pruema,live,SH,SM,tr,
BurtonSP,2019,burton13,nr,prefire,,pruema,live,SH,SL,1.5,
BurtonSP,2019,burton13,nr,prefire,,pruema,live,SH,SM,0.5,
BurtonSP,2019,burton14,nr,prefire,,pruema,live,SH,SL,0.5,
BurtonSP,2019,burton14,nr,prefire,,pruema,live,SH,SL,1.5,
BurtonSP,2019,burton18,nr,prefire,,pruema,live,SH,SL,5,
BurtonSP,2019,burton18,nr,prefire,,pruema,live,SH,SM,5,
BurtonSP,2019,burton18,nr,prefire,,pruema,live,SH,ST,0.5,
BurtonSP,2019,burton22,nr,prefire,,pruema,live,SH,SL,tr,
BurtonSP,2019,burton22,nr,prefire,,pruema,live,SH,SM,tr,
BurtonSP,2019,burton1,ag,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton10,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton12,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton13,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton14,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton16,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton18,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton19,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton20,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton21,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton23,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton3,ag,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton5,ag,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton7,nr,prefire,,ptan,live,FB,,tr,
BurtonSP,2019,burton22,nr,prefire,,purtri,live,SH,SL,tr,
BurtonSP,2019,burton22,nr,prefire,,purtri,live,SH,SM,tr,
BurtonSP,2019,burton1,ag,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton10,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton11,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton14,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton16,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton17,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton19,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton2,ag,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton21,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton22,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton3,ag,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton4,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton6,ag,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton7,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton8,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton9,nr,prefire,,pyrpic,live,FB,,tr,
BurtonSP,2019,burton13,nr,prefire,,quevac,live,SH,SL,4.5,
BurtonSP,2019,burton13,nr,prefire,,quevac,live,SH,SM,3,
BurtonSP,2019,burton14,nr,prefire,,quevac,live,SH,SL,6,
BurtonSP,2019,burton14,nr,prefire,,quevac,live,SH,SM,5,
BurtonSP,2019,burton16,nr,prefire,,quevac,live,SH,SL,tr,
BurtonSP,2019,burton16,nr,prefire,,quevac,live,SH,SM,tr,
BurtonSP,2019,burton17,nr,prefire,,quevac,live,SH,SL,0.5,
BurtonSP,2019,burton17,nr,prefire,,quevac,live,SH,SM,0.5,
BurtonSP,2019,burton18,nr,prefire,,quevac,live,SH,SL,35,
BurtonSP,2019,burton18,nr,prefire,,quevac,live,SH,SM,28,
BurtonSP,2019,burton2,ag,prefire,,quevac,live,SH,SL,tr,
BurtonSP,2019,burton20,nr,prefire,,quevac,live,SH,SL,1,
BurtonSP,2019,burton20,nr,prefire,,quevac,live,SH,SM,1,
BurtonSP,2019,burton21,nr,prefire,,quevac,live,SH,SL,7,
BurtonSP,2019,burton21,nr,prefire,,quevac,live,SH,SM,5,
BurtonSP,2019,burton22,nr,prefire,,quevac,live,SH,SL,15,
BurtonSP,2019,burton22,nr,prefire,,quevac,live,SH,SM,3,
BurtonSP,2019,burton24,nr,prefire,,quevac,live,SH,SL,tr,
BurtonSP,2019,burton24,nr,prefire,,quevac,live,SH,SM,tr,
BurtonSP,2019,burton3,ag,prefire,,quevac,live,SH,SL,tr,
BurtonSP,2019,burton5,ag,prefire,,quevac,live,SH,SL,tr,
BurtonSP,2019,burton12,nr,prefire,,rice,live,SH,SL,tr,
BurtonSP,2019,burton16,nr,prefire,,rice,live,SH,SL,0.5,
BurtonSP,2019,burton16,nr,prefire,,rice,live,SH,SM,0.5,
BurtonSP,2019,burton18,nr,prefire,,rice,live,SH,SL,tr,
BurtonSP,2019,burton18,nr,prefire,,rice,live,SH,SM,tr,
BurtonSP,2019,burton19,nr,prefire,,rice,live,SH,SL,0.5,
BurtonSP,2019,burton19,nr,prefire,,rice,live,SH,SM,tr,
BurtonSP,2019,burton4,nr,prefire,,rice,live,SH,SL,0.5,
BurtonSP,2019,burton4,nr,prefire,,rice,live,SH,SM,tr,
BurtonSP,2019,burton5,ag,prefire,,rice,live,SH,SL,0.5,
BurtonSP,2019,burton5,ag,prefire,,rice,live,SH,SM,0.5,
BurtonSP,2019,burton9,nr,prefire,,rice,live,SH,SL,1.5,
BurtonSP,2019,burton9,nr,prefire,,rice,live,SH,SM,0.5,
BurtonSP,2019,burton1,ag,prefire,,ribnev,live,SH,SL,0.25,
BurtonSP,2019,burton1,ag,prefire,,ribnev,live,SH,SM,0.25,
BurtonSP,2019,burton2,ag,prefire,,ribnev,live,SH,SL,tr,
BurtonSP,2019,burton3,ag,prefire,,ribnev,live,SH,SL,1,
BurtonSP,2019,burton3,ag,prefire,,ribnev,live,SH,SM,1,
BurtonSP,2019,burton4,nr,prefire,,ribnev,live,SH,SL,0.5,
BurtonSP,2019,burton1,ag,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton10,nr,prefire,,riro,live,FB,,tr,
BurtonSP,2019,burton11,nr,prefire,,riro,live,SH,SL,0.5,
BurtonSP,2019,burton12,nr,prefire,,riro,live,SH,,tr,
BurtonSP,2019,burton13,nr,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton16,nr,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton19,nr,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton2,ag,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton4,nr,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton5,ag,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton9,nr,prefire,,riro,live,SH,SL,tr,
BurtonSP,2019,burton20,nr,prefire,,sarsan,live,FB,,tr,
BurtonSP,2019,burton10,nr,prefire,,salsco,live,FB,,tr,
BurtonSP,2019,burton12,nr,prefire,,salsco,live,FB,,1,
BurtonSP,2019,burton12,nr,prefire,,sidgla,live,FB,,tr,
BurtonSP,2019,burton3,ag,prefire,,sidgla,live,FB,,0.5,
BurtonSP,2019,burton20,nr,prefire,,sillem,live,FB,,tr,
BurtonSP,2019,burton22,nr,prefire,,sisrynchium,live,FB,,,
BurtonSP,2019,burton3,ag,prefire,,sisrynchium,live,FB,,tr,
BurtonSP,2019,burton1,ag,prefire,,stelac,live,FB,,tr,
BurtonSP,2019,burton2,ag,prefire,,stelac,live,FB,,tr,
BurtonSP,2019,burton4,nr,prefire,,stelac,live,FB,,tr,
BurtonSP,2019,burton1,ag,prefire,,symrot,live,SH,SL,0.2,
BurtonSP,2019,burton10,nr,prefire,,symrot,live,SH,SL,1,
BurtonSP,2019,burton12,nr,prefire,,symrot,live,SH,SL,2,
BurtonSP,2019,burton13,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton14,nr,prefire,,symrot,live,SH,SL,1.5,
BurtonSP,2019,burton17,nr,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton18,nr,prefire,,symrot,live,SH,SL,2,
BurtonSP,2019,burton19,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton20,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton21,nr,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton22,nr,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton23,nr,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton24,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton3,ag,prefire,,symrot,live,SH,SL,34,
BurtonSP,2019,burton4,nr,prefire,,symrot,live,SH,SL,4,
BurtonSP,2019,burton5,ag,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton6,ag,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton8,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton9,nr,prefire,,symrot,live,SH,SL,0.5,
BurtonSP,2019,burton16,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton14,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton14,nr,prefire,,symrot,live,SH,SM,tr,
BurtonSP,2019,burton19,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton19,nr,prefire,,symrot,live,SH,SM,tr,
BurtonSP,2019,burton3,ag,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton3,ag,prefire,,symrot,live,SH,SM,tr,
BurtonSP,2019,burton4,nr,prefire,,symrot,live,SH,SL,tr,
BurtonSP,2019,burton12,nr,prefire,,unkfb12,live,FB,,tr,
BurtonSP,2019,burton3,ag,prefire,,valcal,live,FB,,tr,
BurtonSP,2019,burton3,ag,prefire,,vipu,live,FB,,tr,
BurtonSP,2019,burton12,nr,prefire,,wyan,live,FB,,1.5,
BurtonSP,2019,burton20,nr,prefire,,wyan,live,FB,,tr,
BurtonSP,2019,burton21,nr,prefire,,wyan,live,FB,,tr,
BurtonSP,2019,burton23,nr,prefire,,wyan,live,FB,,tr,
BurtonSP,2019,burton24,nr,prefire,,wyan,live,FB,,tr,
BurtonSP,2019,burton12,nr,prefire,,wyemol,live,FB,,tr,
BurtonSP,2019,burton19,nr,prefire,,wyemol,live,FB,,tr,
