site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes,,,
frenchmeadows,2020,prefire,FM047,km,CELE,live,SH,na,2,,,,
frenchmeadows,2020,prefire,FM069,km,CELE,live,SH,na,17,,,,
frenchmeadows,2020,prefire,FM068,km,CELE,live,SH,na,2,,,,
frenchmeadows,2020,prefire,FM062,km,CELE,live,SH,na,0.5,,,,
frenchmeadows,2020,prefire,FM053,vs,CEPR,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM047,km,CHIMEN,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM054,vs,CHIMEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,CHIMEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,CHIMEN,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,CIRAND,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM068,km,claspingaster,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,claspingaster,live,FB,na,tr,"big, branched",,,
frenchmeadows,2020,prefire,FM052,vs,COLPAR,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM039,km,AQUFOR,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM047,km,AQUFOR,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,AQUFOR,live,FB,na,1,,,,
frenchmeadows,2020,prefire,FM062,km,AQUFOR,live,FB,na,7,,,,
frenchmeadows,2020,prefire,FM049,vs,CORMAC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM055,km,CORSTR,live,FB,na,tr,Corallorhiza striata,,,
frenchmeadows,2020,prefire,FM040,km,curlybigstipule,live,GR,na,0.25,,,,
frenchmeadows,2020,prefire,FM039,km,curlybigstipule,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM046,km,curlybigstipule,live,GR,na,1.5,,,,
frenchmeadows,2020,prefire,FM047,km,curlybigstipule,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM057,km,curlybigstipule,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,curlybigstipule,live,GR,na,2,,,,
frenchmeadows,2020,prefire,FM062,km,curlybigstipule,live,GR,na,0.25,,,,
frenchmeadows,2020,prefire,FM049,vs,DELDEP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM038,vs,DELDEP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM037,vs,DELDEP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,DELDEP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,DELDEP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,DELDEP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,DELGLA,live,FB,na,tr,L,glaucum,,
frenchmeadows,2020,prefire,FM052,vs,DRYGLA,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,elymus,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,elymus,live,GR,na,tr,M,,,
frenchmeadows,2020,prefire,FM039,km,ELYELY,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM038,vs,ELYELY,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM048,vs,ELYELY,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM037,vs,ELYELY,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,ELYELY,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,ELYELY,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,ELYSIE,live,GR,na,1,L,,,
frenchmeadows,2020,prefire,FM042,vs,ELYSIE,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,ELYSIE,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,ELYTRI,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,ELYTRI,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,ELYTRI,live,GR,na,tr,M,,,
frenchmeadows,2020,prefire,FM068,km,Eri magenta lvs,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM068,km,eriogonum,live,FB,na,0.5,x,,,
frenchmeadows,2020,prefire,FM039,km,eriogonum,live,FB,na,tr,tall,,,
frenchmeadows,2020,prefire,FM047,km,eriogonum,live,FB,na,tr,tall,,,
frenchmeadows,2020,prefire,FM069,km,eriogonum,live,FB,na,tr,tall,,,
frenchmeadows,2020,prefire,FM040,km,erigeron,live,FB,na,0.25,congestedstem/glandularhairyaltforb,,,
frenchmeadows,2020,prefire,FM039,km,erigeron,live,FB,na,5,,,,
frenchmeadows,2020,prefire,FM039,km,Erigeron2,live,FB,na,4,unbranchedaster,,,
frenchmeadows,2020,prefire,FM046,km,Erigeron2,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM037,vs,ERYCAPCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,ERYCAPCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,EUCBRE,live,FB,na,tr,L,Eucephalus breweri,,
frenchmeadows,2020,prefire,FM054,vs,EUCBRE,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,EUCBRE,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,EUCBRE,live,FB,na,tr,M,,,
frenchmeadows,2020,prefire,FM041,vs,EUCBRE,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,EUCBRE,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM063,vs,EUCBRE,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM068,km,fbA,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM037,vs,FESTUCA,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM039,km,fireworks boechera,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM047,km,fireworks boechera,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,fireworks boechera,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM068,km,fireworks boechera,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,fireworks boechera,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM046,km,frax/pot,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM043,vs,galtrifcol,live,FB,na,tr,L,Galium trifidum subsp. columbianum,,
frenchmeadows,2020,prefire,FM069,km,GAYDIF,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM068,km,GAYDIF,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM052,vs,GAYDIF,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM037,vs,GILTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,GILTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,GILTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,GOOB,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM043,vs,GOOB,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM057,km,GOOB,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM038,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM048,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM037,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM042,vs,HACVEL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM068,km,hairybiglvs,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM040,km,hairybiglvs,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,hairybiglvs,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM047,km,hairybiglvs,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,hairybiglvs,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM047,km,hairygrass,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,hairystripedstem,live,GR,na,0.25,x,,,
frenchmeadows,2020,prefire,FM049,vs,HIEALB,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,HIEALB,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM039,km,HIEALB,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM057,km,HIEALB,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM054,vs,HIEALB,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,HIEALB,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,HIEALB,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,HORFUSPAR,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,KELGAL,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,KELGAL,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM047,km,KELGAL,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM057,km,KELGAL,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,KELGAL,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM053,vs,KELGAL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,KELGAL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM042,vs,KELGAL,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM068,km,large gentian,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM046,km,large radial lvs,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM040,km,largelongawn,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,largelongawn ,live,GR,na,0.25,,,,
frenchmeadows,2020,prefire,FM069,km,largelongawn ,live,GR,na,1,,,,
frenchmeadows,2020,prefire,FM040,km,longclasplongawn,live,GR,na,tr,purplenodes,,,
frenchmeadows,2020,prefire,FM047,km,longclasplongawn,live,GR,na,0.5,,,,
frenchmeadows,2020,prefire,FM037,vs,LUPARG,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM039,km,lupine1,live,FB,na,0.25,x,,,
frenchmeadows,2020,prefire,FM046,km,lupine1,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM047,km,lupine1,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM047,km,maianthemum,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM069,km,maianthemum,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM049,vs,Melica,live,GR,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,Melica,live,GR,na,tr,M,,,
frenchmeadows,2020,prefire,FM049,vs,Mertensia,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM040,km,MONODO,live,FB,na,0.5,,,,
frenchmeadows,2020,prefire,FM039,km,MONODO,live,FB,na,17,,,,
frenchmeadows,2020,prefire,FM046,km,MONODO,live,FB,na,2,,,,
frenchmeadows,2020,prefire,FM047,km,MONODO,live,FB,na,0.25,,,,
frenchmeadows,2020,prefire,FM069,km,MONODO,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,MONODO,live,FB,na,0.5,,,,
frenchmeadows,2020,prefire,FM037,vs,MONODO,live,FB,na,2,L,,,
frenchmeadows,2020,prefire,FM056,vs,MONODO,live,FB,na,4,L,,,
frenchmeadows,2020,prefire,FM049,vs,MONODO,live,FB,na,1,L,,,
frenchmeadows,2020,prefire,FM052,vs,MONODO,live,FB,na,1,L,,,
frenchmeadows,2020,prefire,FM051,vs,MONODO,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,MONODO,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,NAVLEP,live,,na,tr,L,,,
frenchmeadows,2020,prefire,FM046,km,opposite shrub,live,SH,na,tr,x,big ovate lvs,,
frenchmeadows,2020,prefire,FM040,km,otherarnica,live,FB,na,20,mostly basal lvs,,,
frenchmeadows,2020,prefire,FM062,km,otherarnica,live,FB,na,1.5,,,,
frenchmeadows,2020,prefire,FM040,km,PEDSEM,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,PEDSEM,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM045,vs,penstemon,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM039,km,penstemon,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM047,km,penstemon,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM057,km,penstemon,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM068,km,penstemon,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,PHAHAS,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM046,km,PHAHAS,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM047,km,PHAHAS,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,PHAHAS,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM068,km,PHAHAS,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,PHAHAS,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM040,km,PHAHYD,live,FB,na,tr,Phacelia hydrophylloides,,,
frenchmeadows,2020,prefire,FM037,vs,PHAHYD,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM054,vs,PHAHYD,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,PHAHYD ,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,PHYCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,PHYCAP,live,FB,na,2,M,,,
frenchmeadows,2020,prefire,FM056,vs,PHYCAP,live,FB,na,1,H,,,
frenchmeadows,2020,prefire,FM054,vs,PHYCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,PHYCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,PHYCAP,live,FB,na,tr,M,,,
frenchmeadows,2020,prefire,FM052,vs,PHYCAP,live,FB,na,4,L,,,
frenchmeadows,2020,prefire,FM052,vs,PHYCAP,live,FB,na,5,M,,,
frenchmeadows,2020,prefire,FM052,vs,PHYCAP,live,FB,na,1,H,,,
frenchmeadows,2020,prefire,FM051,vs,PHYCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,PHYCAP,live,FB,na,tr,M,,,
frenchmeadows,2020,prefire,FM051,vs,PHYCAP,live,FB,na,tr,H,,,
frenchmeadows,2020,prefire,FM042,vs,PHYCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM063,vs,PHYCAP,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM063,vs,PHYCAP,live,FB,na,tr,M,,,
frenchmeadows,2020,prefire,FM039,km,PIJE,live,TR,TSA,0.5,,,,
frenchmeadows,2020,prefire,FM046,km,PIJE,live,TR,TOV,1.5,,,,
frenchmeadows,2020,prefire,FM057,km,PIJE,live,TR,TOV,7,,,,
frenchmeadows,2020,prefire,FM062,km,PIJE,live,TR,TSE,tr,,,,
frenchmeadows,2020,prefire,FM062,km,PIJE,live,TR,TOV,0.5,,,,
frenchmeadows,2020,prefire,FM049,vs,PIJE,live,TR,TOV,18,H,,,
frenchmeadows,2020,prefire,FM049,vs,PIJE,dead,TR,TOV,1,H,,,
frenchmeadows,2020,prefire,FM049,vs,PIJE,live,TR,TOV,18,H,,,
frenchmeadows,2020,prefire,FM049,vs,PIJE,dead,TR,TOV,1,H,,,
frenchmeadows,2020,prefire,FM050,vs,PIJE,live,TR,TOV,2,H,,,
frenchmeadows,2020,prefire,FM052,vs,PIJE,live,TR,TSE,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,PIJE,live,TR,TOV,28,H,,,
frenchmeadows,2020,prefire,FM063,vs,PIJE,live,TR,TOV,27,H,,,
frenchmeadows,2020,prefire,FM057,km,PILA,live,TR,TSE,tr,,,,
frenchmeadows,2020,prefire,FM057,km,PILA,live,TR,TSA,0.5,,,,
frenchmeadows,2020,prefire,FM057,km,PILA,live,TR,TOV,22,,,,
frenchmeadows,2020,prefire,FM057,km,PILA,dead,TR,TOV,0.5,,,,
frenchmeadows,2020,prefire,FM069,km,PILA,live,TR,TSE,tr,,,,
frenchmeadows,2020,prefire,FM062,km,PILA,live,TR,TSE,tr,,,,
frenchmeadows,2020,prefire,FM045,vs,PILA,live,TR,TOV,2,H,,,
frenchmeadows,2020,prefire,FM038,vs,PILA,live,TR,TSE,tr,L,,,
frenchmeadows,2020,prefire,FM038,vs,PILA,live,TR,TSA,1,M,,,
frenchmeadows,2020,prefire,FM038,vs,PILA,live,TR,TOV,7,H,,,
frenchmeadows,2020,prefire,FM048,vs,PILA,live,TR,TSE,tr,L,,,
frenchmeadows,2020,prefire,FM048,vs,PILA,live,TR,TSA,tr,M,,,
frenchmeadows,2020,prefire,FM048,vs,PILA,live,TR,TOV,1,H,,,
frenchmeadows,2020,prefire,FM053,vs,PILA,live,TR,TOV,2,H,,,
frenchmeadows,2020,prefire,FM041,vs,PILA,live,TR,TSE,tr,L,,,
frenchmeadows,2020,prefire,FM041,vs,PILA,live,TR,TOV,4,H,,,
frenchmeadows,2020,prefire,FM064,vs,PILA,live,TR,TOV,6,H,,,
frenchmeadows,2020,prefire,FM063,vs,PILA,live,TR,TOV,7,H,,,
frenchmeadows,2020,prefire,FM052,vs,POLSAWSAW,live,FB,FB,tr,L,Polygonum sawatchense subsp. sawatchense,,
frenchmeadows,2020,prefire,FM040,km,PRUEMA,live,SH,,0.5,,,,
frenchmeadows,2020,prefire,FM039,km,PRUEMA,live,SH,na,tr,,,,na
frenchmeadows,2020,prefire,FM046,km,PRUEMA,live,SH,na,2,,,,
frenchmeadows,2020,prefire,FM047,km,PRUEMA,live,SH,na,5,redstem,,,
frenchmeadows,2020,prefire,FM062,km,PRUEMA,live,SH,na,2,,,,
frenchmeadows,2020,prefire,FM045,vs,PRUEMA ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM045,vs,PRUEMA ,live,SH,na,1,M,,,
frenchmeadows,2020,prefire,FM045,vs,PRUEMA ,live,SH,na,1,H,,,
frenchmeadows,2020,prefire,FM038,vs,PRUEMA ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM038,vs,PRUEMA ,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM038,vs,PRUEMA ,live,SH,na,tr,H,,,
frenchmeadows,2020,prefire,FM048,vs,PRUEMA ,live,SH,na,3,L,,,
frenchmeadows,2020,prefire,FM048,vs,PRUEMA ,live,SH,na,2,M,,,
frenchmeadows,2020,prefire,FM048,vs,PRUEMA ,live,SH,na,1,H,,,
frenchmeadows,2020,prefire,FM049,vs,PRUEMA ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,PRUEMA ,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM049,vs,PRUEMA ,live,SH,na,tr,H,,,
frenchmeadows,2020,prefire,FM050,vs,PRUEMA ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM050,vs,PRUEMA ,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM064,vs,PRUEMA ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,PRUEMA ,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM063,vs,PRUEMA ,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM057,km,PTEAQU,live,FERN ,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,PTEAQU,live,FERN ,na,5,,,,
frenchmeadows,2020,prefire,FM043,vs,PTEAQU,live,FERN,na,1,L,,,
frenchmeadows,2020,prefire,FM042,vs,PTEAQU,live,FERN,na,3,L,,,
frenchmeadows,2020,prefire,FM064,vs,PTEAQU,live,FERN,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,PTEAQU ,live,FERN,na,22,L,,,
frenchmeadows,2020,prefire,FM069,km,purplenodes,live,GR,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,purplenodes,live,GR,na,0.25,,,,
frenchmeadows,2020,prefire,FM055,km,PYRPIC,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM040,km,PYRPIC,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,PYRPIC,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM049,vs,PYRPIC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM054,vs,PYRPIC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,PYRPIC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM043,vs,PYRPIC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM042,vs,PYRPIC,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM055,km,QUEVAC,live,SH,na,tr,toothed,,,
frenchmeadows,2020,prefire,FM040,km,QUEVAC,live,SH,na,2,"some talll, not toothed",,,
frenchmeadows,2020,prefire,FM040,km,QUEVAC,dead,SH,na,tr,,,,
frenchmeadows,2020,prefire,FM039,km,QUEVAC,live,SH,na,8,large entire and small slightly toothec,,,
frenchmeadows,2020,prefire,FM046,km,QUEVAC,live,SH,na,48,small slightly toothed lvs,,,
frenchmeadows,2020,prefire,FM047,km,QUEVAC,live,SH,na,37,,,,
frenchmeadows,2020,prefire,FM057,km,QUEVAC,live,SH,na,tr,,,,
frenchmeadows,2020,prefire,FM069,km,QUEVAC,live,SH,na,60,,,,
frenchmeadows,2020,prefire,FM069,km,QUEVAC,dead,SH,na,1,,,,
frenchmeadows,2020,prefire,FM068,km,QUEVAC,live,SH,na,30,,,,
frenchmeadows,2020,prefire,FM062,km,QUEVAC,live,SH,na,8,,,,
frenchmeadows,2020,prefire,FM045,vs,QUEVAC,live,SH,na,56,L,,,
frenchmeadows,2020,prefire,FM045,vs,QUEVAC,dead,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM045,vs,QUEVAC,live,SH,na,54,M,,,
frenchmeadows,2020,prefire,FM045,vs,QUEVAC,dead,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM045,vs,QUEVAC,live,SH,na,30,H,,,
frenchmeadows,2020,prefire,FM045,vs,QUEVAC,dead,SH,na,tr,H,,,
frenchmeadows,2020,prefire,FM038,vs,QUEVAC,live,SH,na,12,L,,,
frenchmeadows,2020,prefire,FM038,vs,QUEVAC,live,SH,na,10,M,,,
frenchmeadows,2020,prefire,FM038,vs,QUEVAC,live,SH,na,2,H,,,
frenchmeadows,2020,prefire,FM037,vs,QUEVAC,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,QUEVAC,live,SH,na,4,L,,,
frenchmeadows,2020,prefire,FM056,vs,QUEVAC,live,SH,na,5,M,,,
frenchmeadows,2020,prefire,FM056,vs,QUEVAC,dead,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM049,vs,QUEVAC,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM050,vs,QUEVAC,live,SH,na,3,L,,,
frenchmeadows,2020,prefire,FM050,vs,QUEVAC,live,SH,na,12,M,,,
frenchmeadows,2020,prefire,FM054,vs,QUEVAC,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM053,vs,QUEVAC,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM052,vs,QUEVAC,live,SH,na,22,L,,,
frenchmeadows,2020,prefire,FM052,vs,QUEVAC,live,SH,na,18,M,,,
frenchmeadows,2020,prefire,FM052,vs,QUEVAC,live,SH,na,2,H,,,
frenchmeadows,2020,prefire,FM051,vs,QUEVAC,live,SH,na,26,L,,,
frenchmeadows,2020,prefire,FM051,vs,QUEVAC,live,SH,na,25,M,,,
frenchmeadows,2020,prefire,FM051,vs,QUEVAC,live,SH,na,1,H,,,
frenchmeadows,2020,prefire,FM042,vs,QUEVAC,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM064,vs,QUEVAC,live,SH,na,3,L,,,
frenchmeadows,2020,prefire,FM064,vs,QUEVAC,live,SH,na,7,M,,,
frenchmeadows,2020,prefire,FM064,vs,QUEVAC,live,SH,na,12,H,,,
frenchmeadows,2020,prefire,FM064,vs,QUEVAC,dead,SH,na,tr,H,,,
frenchmeadows,2020,prefire,FM063,vs,QUEVAC,live,SH,na,4,L,,,
frenchmeadows,2020,prefire,FM063,vs,QUEVAC,live,SH,na,1,M,,,
frenchmeadows,2020,prefire,FM039,km,QUKE,live,TR,TSE,tr,,,,
frenchmeadows,2020,prefire,FM045,vs,QUKE,live,TR,TSE,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,QUKE ,live,TR,TSE,tr,L,,,
frenchmeadows,2020,prefire,FM039,km,ranunculus,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM046,km,ranunculus,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM047,km,ranunculus,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM053,vs,RIRO,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM054,vs,RIBES,live,SH,na,1,L,,,
frenchmeadows,2020,prefire,FM038,vs,RIBNEV,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM038,vs,RIBNEV,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM053,vs,RIBNEV,live,SH,na,2,L,,,
frenchmeadows,2020,prefire,FM042,vs,RIBNEV,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM037,vs,RIRO,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,RIRO,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM049,vs,RIRO,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM051,vs,RIRO,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM051,vs,RIRO,live,SH,na,tr,M,,,
frenchmeadows,2020,prefire,FM064,vs,RIRO,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM054,vs,RIRO,live,SH,na,tr,L,,,
frenchmeadows,2020,prefire,FM039,km,RIBNEV,live,SH,na,0.5,big lvs no spines,,,
frenchmeadows,2020,prefire,FM040,km,RIRO,live,SH,na,tr,,,na,
frenchmeadows,2020,prefire,FM039,km,RIRO,live,SH,na,1,,,,
frenchmeadows,2020,prefire,FM046,km,RIRO,live,SH,na,1,,,,
frenchmeadows,2020,prefire,FM047,km,RIRO,live,SH,na,0.5,,,,
frenchmeadows,2020,prefire,FM069,km,RIRO,live,SH,na,1,,,,
frenchmeadows,2020,prefire,FM062,km,RIRO,live,SH,na,0.5,,,,
frenchmeadows,2020,prefire,FM052,vs,SANGRA,live,FB,na,tr,Sanicula graveolens,,,
frenchmeadows,2020,prefire,FM047,km,senecio,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM062,km,senecio ,live,FB,na,tr,,,,
frenchmeadows,2020,prefire,FM068,km,senecio ,live,FB,na,tr,x,,,
frenchmeadows,2020,prefire,FM037,vs,SENTRI,live,FB,na,tr,L,,,
frenchmeadows,2020,prefire,FM056,vs,SENTRI,live,FB,na,tr,L,,,
