site,plotid,SamplingTime,lifeform,layer_code,species,USDACode,SpeciesName,percent,notes
caples,10,2,SH,SL,ARPA6,ARPA6,,10,
caples,10,2,TR,TSA,PIJE,PIJE,,0.5,
caples,10,2,SH,SL,PREM,PREM,,7,
caples,10,2,SH,SL,QUVA,QUVA,,2,
caples,10,2,SH,SL,CECO,CECO,,1,
caples,10,2,SH,SL,CHFO,CHFO,,2,
caples,10,2,GR,G,ELEL5,ELEL5,,2,
caples,10,2,FB,F,SOXA,SOXA,,0.5,Solanum xanti
caples,10,2,FB,F,KEGA,KEGA,,2,Kelloggia galioides
caples,10,2,SH,SL,SYMO,SYMO,,0.5,
caples,10,2,FB,F,ERNU3,ERNU3,,0.5,"Eriogonum nudum??? Check, looks like they had purple petals, took pics, 4 sepals, hairy lvs"
caples,10,2,FB,F,CIUMC,CIUMC,,0.5,"pussy paws, calyptridium umbellulatum"
caples,9,2,SH,SM,ARPA6,ARPA6,,5,
caples,9,2,SH,SL,ARPA6,ARPA6,,11,
caples,9,2,SH,SL,QUVA,QUVA,,10,
caples,9,2,SH,SL,CECO,CECO,,3,
caples,9,2,SH,SL,SYMO,SYMO,,0.5,
caples,9,2,SH,SM,PREM,PREM,,1,
caples,9,2,SH,SL,PREM,PREM,,0.5,
caples,9,2,FB,F,MEDI,MEDI,,0.5,"Mentzelia dispersa, Yellow sticky plant from first plot with clasping leaves"
caples,24,2,TR,TOV,ABCO,ABCO,,15,
caples,24,2,TR,TOV,PIJE,PIJE,,5,"Not rooted in the plot, however leaning in"
caples,24,2,TR,TOV,CADE27,CADE27,,10,
caples,24,2,TR,TSA,CADE27,CADE27,,0.5,
caples,24,2,SH,SL,CECO,CECO,,0.5,
caples,24,2,SH,SL,RIRO,RIRO,,0.5,
caples,24,2,FB,F,QUVA,QUVA,,0.5,
caples,24,2,FB,F,MARA7,MARA7,,0.5,"alternate paralleled vein FB, check 2013 data"
caples,24,2,FB,F,GOOB2,GOOB2,,0.5,Rattlesnake plantain
caples,22,2,SH,SL,ARPA6,ARPA6,,3,
caples,22,2,SH,SL,QUVA,QUVA,,5,
caples,22,2,SH,SL,CHFO,CHFO,,7,
caples,22,2,SH,SL,SYMO,SYMO,,0.5,
caples,23,2,TR,TOV,ABCO,ABCO,,30,
caples,23,2,TR,TOV,CADE27,CADE27,,8,
caples,23,2,TR,TOV,PIJE,PIJE,,3,
caples,23,2,SH,SL,QUVA,QUVA,,5,
caples,23,2,FB,F,LOUNU,LOUNU,,0.5,"Lotus crassiflorus, offosite simple ovular lvs"
caples,23,2,SH,SL,CECO,CECO,,0.5,just sprouting
caples,23,2,TR,TSA,PIJE,PIJE,,0.5,
caples,129,2,TR,TOV,ABCO,ABCO,,20,
caples,129,2,TR,TOV,CADE27,CADE27,,30,
caples,129,2,TR,TOV,PIJE,PIJE,,5,
caples,129,2,SH,SL,SYMO,SYMO,,0.5,
caples,129,2,SH,SL,QUVA,QUVA,,1,
caples,129,2,SH,SM,QUVA,QUVA,,4,
caples,129,2,FB,F,ERNU3,ERNU3,,0.5,
caples,129,2,FB,F,PHHY,PHHY,,0.5,
caples,129,2,FB,F,MIBR6,MIBR6,,0.5,
caples,129,2,FB,F,LOUNU,LOUNU,,0.5,
caples,129,2,SH,SL,RIRO,RIRO,,0.5,
caples,129,2,FB,F,CIUM,CIUM,,0.5,
caples,129,2,GR,G,DANTH,DANTH,,0.5,"danthonia, not flowering, cannot id species"
caples,129,2,GR,G,UNKWNGR1,UNKWNGR1,,0.5,"Cannot id, not flowering, maybe poa"
caples,129,2,GR,G,ELEL5,ELEL5,,0.5,
caples,129,2,FB,F,ARHOR,ARHOR,,0.5,dried out
caples,82,2,TR,TOV,CADE27,CADE27,,10,
caples,82,2,TR,TOV,PIJE,PIJE,,7,
caples,82,2,TR,TOV,ABCO,ABCO,,1,
caples,82,2,TR,TOV,PILA,PILA,,3,
caples,82,2,TR,TSA,ABCO,ABCO,,0.5,
caples,82,2,SH,SM,ARPA6,ARPA6,,0.5,
caples,82,2,SH,SL,CHFO,CHFO,,0.5,
caples,119,2,TR,TOV,ABCO,ABCO,,30,
caples,119,2,TR,TOV,CADE27,CADE27,,15,
caples,119,2,TR,TSA,CADE27,CADE27,,0.5,
caples,119,2,TR,TSA,PILA,PILA,,0.5,
caples,119,2,SH,SL,RIRO,RIRO,,0.5,
caples,119,2,SH,SL,CECO,CECO,,0.5,
caples,119,2,FB,F,PHHY,PHHY,,0.5,
caples,119,2,FB,F,SOXA,SOXA,,0.5,
caples,119,2,TR,TSA,PIJE,PIJE,,0.5,
caples,40,2,TR,TOV,JUOC,JUOC,,35,
caples,40,2,TR,TOV,ABMA,ABMA,,8,
caples,40,2,TR,TOV,PIJE,PIJE,,7,
caples,40,2,TR,TSA,ABMA,ABMA,,1,
caples,40,2,TR,TSA,JUOC,JUOC,,0.5,
caples,40,2,FB,F,ALCA2,ALCA2,,0.5,Allium
caples,40,2,FB,F,WYMO,WYMO,,0.5,
caples,40,2,FB,F,MOOD,MOOD,,2,"Monardella odoratissima, was monardella glauca before"
caples,40,2,GR,G,ELEL5,ELEL5,,1,
caples,40,2,FB,F,ERUM,ERUM,,1,Simple lvs took pic
caples,40,2,SH,SL,ARTR2,ARTR2,,1,
caples,40,2,SH,SL,RIRO,RIRO,,1,
caples,40,2,SH,SM,PREM,PREM,,0.5,
caples,40,2,SH,SL,SYMO,SYMO,,0.5,
caples,40,2,GR,G,UNKWNGR1,UNKWNGR1,,1,Poa? Now dead
caples,40,2,FB,F,UNKWNFB1,UNKWNFB1,,0.5,Polygonaceae?? Rough alt lvs hairy stem  took pic
caples,40,2,FB,F,NEWSPECIES,NEWSPECIES,,0.5,"Highly dissected lvs, basal rosette"
caples,40,2,FB,F,ARHOR,ARHOR,,0.5,
caples,40,2,SH,SL,ANBR5,ANBR5,,0.5,
caples,40,2,FB,F,HAVE,HAVE,,0.5,"alt hairy lvs, flws dead"
caples,40,2,FB,F,LIGR,LIGR,,0.5,"Carrot looking plant, took pic"
caples,100,2,SH,SL,CECO,CECO,,0.5,
caples,100,2,SH,SL,CHFO,CHFO,,0.5,
caples,100,2,FB,F,MIBR6,MIBR6,,3,
caples,100,2,FB,F,ALCA2,ALCA2,,0.5,
caples,100,2,FB,F,VIOLA,VIOLA,,0.5,
caples,100,2,FB,G,GADI2,GADI2,,0.5,
caples,100,2,GR,G,CABR,CABR,,1,Calamagrostis breweri
caples,100,2,FB,F,NAINP3,NAINP3,,0.5,"Spikey, Navarretia propinqua or Navarretia intertexta ssp. propinqua"
caples,100,2,FB,F,CRYPT,CRYPT,,0.5,"Fuzzy, no nuttlets present"
caples,100,2,FB,F,MEDI,MEDI,,1,Mentzelia dispersa
caples,100,2,GR,G,ELEL5,ELEL5,,0.5,squirrel tail
caples,100,2,TR,TOV,CADE27,CADE27,,9,
caples,100,2,TR,TOV,ABCO,ABCO,,1,
caples,100,2,TR,TOV,PICO,PICO,,0.5,
caples,100,2,TR,TSA,PIJE,PIJE,,0.5,
caples,100,2,TR,TSA,PIPO,PIPO,,0.5,
caples,100,2,TR,TSA,ABCO,ABCO,,0.5,
caples,7,2,TR,TOV,PIJE,PIJE,,15,
caples,7,2,TR,TOV,CADE27,CADE27,,35,
caples,7,2,TR,TOV,ABCO,ABCO,,5,
caples,7,2,TR,TSA,POTR5,POTR5,,0.5,
caples,7,2,FB,F,RAOC,RAOC,,2,
caples,7,2,TR,TSA,ABCO,ABCO,,0.5,
caples,7,2,FB,F,MIBR6,MIBR6,,0.5,
caples,7,2,FB,F,GADI2,GADI2,,0.5,
caples,7,2,GR,G,CABR,CABR,,10,Calamagrostis breweri
caples,7,2,FB,F,GALIU,GALIU,,3,
caples,7,2,FB,F,TRCY,TRCY,,1,Maybe bowl clover trifolium cyathiferum
caples,7,2,FB,F,LECI18,LECI18,,0.5,Linanthus ciliatus old name
caples,7,2,FB,F,SILE2,SILE2,,0.5,
caples,7,2,FB,F,STAJ,STAJ,,2,Stachys ajugoides
caples,7,2,FB,F,POGL9,POGL9,,5,
caples,7,2,FB,F,CLPAP,CLPAP,,0.5,
caples,7,2,FB,F,CRYPT,CRYPT,,0.5,Same as plot 100
caples,7,2,FB,F,RUAC3,RUAC3,,0.5,
caples,7,2,FB,F,CRYPT,CRYPT,,0.5,
caples,7,2,FB,F,SIPR,SIPR,,0.5,sibbaldia procumbens
caples,7,2,FB,F,HISC2,HISC2,,0.5,"Hieracium scouleri, invasive used to be H. albertinum"
caples,7,2,GR,G,MEBU,MEBU,,2,
caples,7,2,FB,F,ERNU3,ERNU3,,0.5,
caples,7,2,GR,G,POBI5,POBI5,,0.5,"Polygonium bistorties, aka bistorta bistortes"
caples,7,2,FB,F,CHANC,CHANC,,0.5,Epilobium angustifolium
caples,7,2,GR,G,LUSU7,LUSU7,,0.5,"Hairy sheath, about 12'' large bract"
caples,7,2,GR,G,CACA11,CACA11,,0.5,"Tall 1m lowest inflorescence separate, Carex canescens"
caples,7,2,TR,TOV,PICO,PICO,,0.5,
caples,7,2,SH,SL,SYMO,SYMO,,0.5,
caples,7,2,TR,TSA,PICO,PICO,,0.5,
caples,7,2,TR,TSA,ABCO,ABCO,,0.5,
caples,7,2,TR,TSA,PIJE,PIJE,,0.5,
caples,5,2,TR,TOV,CADE27,CADE27,,70,
caples,5,2,TR,TOV,ABCO,ABCO,,5,
caples,5,2,TR,TOV,PIJE,PIJE,,5,
caples,5,2,FB,F,SASA5,SASA5,,0.5,
caples,5,2,FB,F,GOOB2,GOOB2,,0.5,
caples,5,2,TR,TSA,CADE27,CADE27,,0.5,
caples,5,2,TR,TSA,CADE27,CADE27,,0.5,
caples,5,2,FB,F,SASA5,SASA5,,0.5,
caples,5,2,FB,F,CHANC,CHANC,,0.5,
caples,5,2,FB,F,CLPAP,CLPAP,,0.5,
caples,8,2,TR,TOV,PIJE,PIJE,,25,
caples,8,2,TR,TOV,CADE27,CADE27,,60,
caples,8,2,TR,TSA,CADE27,CADE27,,0.5,
caples,8,2,SH,SL,CECO,CECO,,0.5,"to young, hard to id"
caples,37,2,FB,F,CRYPT,CRYPT,,1,
caples,37,2,FB,F,MIGU,MIGU,,0.5,Mimulus guttata
caples,37,2,FB,F,MEDI,MEDI,,0.5,Mentzelia dispersa
caples,37,2,FB,F,GADI2,GADI2,,0.5,
caples,37,2,GR,G,DANTH,DANTH,,0.5,"Danthoia hairy, grass no flowers."
caples,37,2,SH,SL,CHFO,CHFO,,0.5,
caples,37,2,SH,SL,CECO,CECO,,0.5,
caples,37,2,TR,TSA,QUKE,QUKE,,0.5,
caples,37,2,SH,SL,ARPA6,ARPA6,,0.5,
caples,37,2,GR,G,ELEL5,ELEL5,,0.5,Squirrel
caples,37,2,FB,F,LOCR,LOCR,,0.5,"Lotus crassifolius, ovate opposite lvs"
caples,37,2,TR,TOV,CADE27,CADE27,,0.5,
caples,26,2,TR,TOV,PIJE,PIJE,,1,
caples,26,2,TR,TOV,CADE27,CADE27,,0.5,
caples,26,2,TR,TSA,CADE27,CADE27,,0.5,
caples,26,2,TR,TSA,PIJE,PIJE,,0.5,
caples,26,2,TR,TSA,ABCO,ABCO,,0.5,
caples,26,2,SH,SM,ARPA6,ARPA6,,12,
caples,26,2,Other,,ASDE6,ASDE6,,0.5,Aspidotus densa
caples,26,2,Other,,CRAC3,CRAC3,,0.5,Cryptogramma acrostichoides
caples,26,2,SH,SM,QUVA,QUVA,,15,
caples,26,2,GR,G,LUZUL,LUZUL,,0.5,"Luzula sp, possibly comossa, no flws"
caples,26,2,GR,G,DECE,DECE,,3,Deschampsia cespitosa
caples,26,2,,,TRIX,TRIX,,0.5,Tritelia ixioides
caples,26,2,FB,F,LOUNU,LOUNU,,1,"Lotus purshianus, new name Lotus unifoliolatus"
caples,26,2,FB,F,SEOB,SEOB,,0.5,sedum obtusatum
caples,26,2,FB,F,MIBR6,MIBR6,,1,
caples,26,2,FB,F,AGGLG,AGGLG,,0.5,Agroseris glauca
caples,26,2,FB,F,GNPA,GNPA,,0.5,Gnaphalium palustre
caples,26,2,GR,G,MUHLE,MUHLE,,2,Muhlenbergia sp.
caples,26,2,FB,F,BREL,BREL,,0.5,Brodiaea elegans
caples,26,2,FB,F,ADBI,ADBI,,0.5,Adenocaulon bicolor
caples,26,2,GR,G,ELEL5,ELEL5,,0.5,
caples,26,2,FB,F,LICI,LICI,,0.5,Linanthus ciliatus
caples,26,2,TR,TOV,JUOC,JUOC,,0.5,
caples,26,2,SH,SL,ERMA4,ERMA4,,1, 
caples,26,2,FB,F,GADI2,GADI2,,0.5,
caples,26,2,TR,TSA,QUKE,QUKE,,0.5,
caples,26,2,,,CHGR,CHGR,,0.5,Cheilanthus gracilima
caples,26,2,FB,F,HOTR,HOTR,,0.5,white hairy pinnatley compound lvs
caples,26,2,FB,F,CRYPT,CRYPT,,0.5,
caples,26,2,FB,F,MIGU,MIGU,,0.5,Mimulus guttata
caples,26,2,FB,F,MILE2,MILE2,,0.5,Mimulus lewisii
caples,26,2,FB,F,ERIN9,ERIN9,,0.5,
caples,26,2,FB,F,ERCO6,ERCO6,,0.5,Erigeron coulteri
caples,26,2,FB,F,POGL9,POGL9,,0.5,"Potentilla glandulosa, pinnate leaves"
caples,26,2,FB,F,PEPA21,PEPA21,,0.5,Peridium parishii
caples,26,2,FB,F,GALIU,GALIU,,0.5,
caples,26,2,FB,F,UNKWNFB3,UNKWNFB3,,0.5,"thin, whispy, no flws"
caples,25,2,TR,TOV,JUOC,JUOC,,1,
caples,25,2,TR,TOV,PIJE,PIJE,,0.5,
caples,25,2,TR,TSA,PIJE,PIJE,,0.5,
caples,25,2,SH,SM,ARPA6,ARPA6,,30,
caples,25,2,SH,SL,QUVA,QUVA,,25,
caples,25,2,FB,F,CAUM2,CAUM2,,0.5,Calyptridium umbellatum
caples,25,2,FB,F,STT03,STT03,,0.5,Streptanthus tortuosus
caples,25,2,GR,G,ELAC,ELAC,,0.5,Tiny eleocharis
caples,25,2,TR,TSA,ABCO,ABCO,,0.5,
caples,25,2,SH,SL,ERNU3,ERNU3,,0.5,
caples,25,2,FB,F,GADI2,GADI2,,0.5,
caples,25,2,FB,F,SEOB,SEOB,,0.5,"Sierra stonecrop, sedum obtrusatum"
caples,25,2,GR,G,UNKWNGR1,UNKWNGR1,,0.5,poa?
caples,25,2,SH,SL,LIPU11,LIPU11,,0.5,spikey SH
caples,25,2,FB,F,ERIN9,ERIN9,,0.5,Eriogonum incanum
caples,36,2,Tee,TOV,PICO,PICO,,10,
caples,36,2,TR,TSA,ABCO,ABCO,,0.5,
caples,36,2,FB,F,VECA2,VECA2,,10,
caples,36,2,FB,F,PEPA21,PEPA21,,7,Peridium parishii
caples,36,2,FB,F,STLO2,STLO2,,5,Stellaria longipes
caples,36,2,FB,F,SYAS3,SYAS3,,10,
caples,36,2,FB,F,POBI6,POBI6,,10,Polygonium bistortes
caples,36,2,FB,F,CHANC,CHANC,,15,"Epilobium angustifolium, new name chamerion"
caples,36,2,GR,G,PHPR3,PHPR3,,0.5,Phleum pratens
caples,36,2,FB,F,TRLO,TRLO,,20,"Trifolium longipes, before ID as red clover in 2013"
caples,36,2,FB,F,RAOC,RAOC,,3,Rannuculus occidentalis
caples,36,2,FB,F,SIOR,SIOR,,1,Sidalsia oregana
caples,36,2,FB,F,MIGU,MIGU,,7,Mimulus guttatus
caples,36,2,FB,F,ACMI2,ACMI2,,0.5,Achillea millefolia
caples,36,2,GR,G,DANTH,DANTH,,15,Danthoia sp
caples,36,2,GR,G,HOBR2,HOBR2,,15,Hordeum b.
caples,36,2,GR,G,MUFI2,MUFI2,,15,Mulenbergia
caples,36,2,GR,G,ELAC,ELAC,,5,Teeny tiny match stick elocharis
caples,36,2,GR,G,ELQU2,ELQU2,,15,"Matchstick eleocharis but 8 to 10 inches tall, key"
caples,36,2,FB,F,TAOF,TAOF,,2,Teraxicum officionales
caples,36,2,GR,G,CAAT3,CAAT3,,15,"Carex with large inflorescence bract and short inflorescnense, carex athrostachya"
caples,36,2,GR,G,CAVE6,CAVE6,,5,Carex vesicaria
caples,36,2,GR,G,CANE2,CANE2,,25,
caples,36,2,GR,G,JUNE,JUNE,,10,Juncus nevadensis
caples,36,2,FB,F,GAAP2,GAAP2,,0.5,Galium aparini
caples,36,2,FB,F,CLPA5,CLPA5,,0.5,Claytonia parviflora
caples,36,2,FB,F,MOCH,MOCH,,0.5,Montia chamissoi
caples,36,2,FB,F,MIBR6,MIBR6,,0.5,
caples,36,2,SH,SL,HOFU,HOFU,,0.5,Horkelia fusca
caples,36,2,FB,F,PESE2,PESE2,,0.5,"Pedicularis ssemibarbata, basal rosette"
caples,6,2,TR,TOV,PIJE,PIJE,,25,
caples,6,2,TR,TOV,CADE27,CADE27,,30,
caples,6,2,TR,TSA,ABCO,ABCO,,0.5,
caples,6,2,SH,SL,QUVA,QUVA,,1,
caples,6,2,SH,SL,CECO,CECO,,0.5,
caples,6,2,TR,TSA,QUKE,QUKE,,0.5,
caples,6,2,SH,SL,SYMO,SYMO,,0.5,
caples,6,2,FB,F,CRYPT,CRYPT,,0.5,
caples,6,2,FB,F,MIBR6,MIBR6,,0.5,
caples,6,2,FB,F,LIWA,LIWA,,0.5,Lilium washingtonii
caples,6,2,FB,F,ERNU3,ERNU3,,0.5,
caples,6,2,FB,F,POGL9,POGL9,,0.5,Potentilla glandulosa
caples,6,2,FB,F,MIPR,MIPR,,0.5,Mimulus primulides
caples,6,2,SH,SL,ARPA6,ARPA6,,1,
caples,6,2,SH,SM,ARPA6,ARPA6,,0.5,
caples,6,2,FB,F,LOCR,LOCR,,0.5,Lotus crassifolius
caples,6,2,FB,F,SILE2,SILE2,,0.5,SILENE LEMMONII
caples,6,2,GR,G,ELEL5,ELEL5,,1,
caples,6,2,FB,F,CAAP4,CAAP4,,0.5,Castilleja applegatei
caples,6,2,GR,G,MUHL,MUHL,,0.5,Muhlenbergia
caples,6,2,FB,F,GALIU,GALIU,,0.5,
caples,6,2,TR,TOV,QUKE,QUKE,,1,
caples,6,2,SH,SL,RIMO2,RIMO2,,0.5,Ribes montigenum
caples,6,2,SH,ST,ARPA6,ARPA6,,0.5,
caples,6,2,FB,F,VIOLA,VIOLA,,0.5,No flws
caples,6,2,FB,F,GADI2,GADI2,,0.5,
caples,6,2,GR,G,CAREX,CAREX,,1,"Cannot ID, not flowering"
caples,103,2,TR,TOV,ABCO,ABCO,,30,
caples,103,2,TR,TOV,CADE27,CADE27,,30,
caples,103,2,TR,TSA,CADE27,CADE27,,0.5,
caples,103,2,SH,SL,CECO,CECO,,0.5,"tiny, hard to id"
caples,103,2,TR,TOV,PILA,PILA,,10,
caples,103,2,TR,TOV,PIJE,PIJE,,10,
caples,103,2,TR,TSA,PILA,PILA,,0.5,
caples,102,2,TR,TOV,CADE27,CADE27,,2,
caples,102,2,SH,SL,CHFO,CHFO,,43,
caples,102,2,SH,SL,ARPA6,ARPA6,,1,
caples,102,2,SH,SL,CECO,CECO,,1,
caples,102,2,FB,F,POGL9,POGL9,,0.5,Potentilla glandulosa
caples,102,2,FB,F,GADI2,GADI2,,0.5,
caples,102,2,GR,G,ELEL5,ELEL5,,1,
caples,102,2,FB,F,CRYPT,CRYPT,,0.5,
caples,102,2,SH,SL,PRVI,PRVI,,,Prunus virginiana...Possibly the same as unkf1
caples,102,2,FB,F,VIOLA,VIOLA,,0.5,No flowers
caples,1,2,TR,TOV,PIJE,PIJE,,10,
caples,1,2,TR,TOV,ABCO,ABCO,,5,
caples,1,2,TR,TOV,CADE27,CADE27,,5,
caples,1,2,SH,SL,CECO,CECO,,0.5,"tiny, hard to id"
caples,1,2,FB,F,ALCA2,ALCA2,,0.5,Allium campanulatum
caples,1,2,FB,F,GADI2,GADI2,,2,
caples,1,2,FB,F,CAUM2,CAUM2,,0.5,Calyptridium umbellatum
caples,1,2,FB,F,CRYPT,CRYPT,,0.5,
caples,1,2,FB,F,SEIN2,SEIN2,,,Senicio integerrimus
caples,1,2,FB,F,PESE2,PESE2,,0.5,Pedicularis semibarbarta
caples,1,2,FB,F,STLA,STLA,,0.5,Stephanomeria lactucina
caples,1,2,GR,G,ELEL5,ELEL5,,0.5,
caples,115,2,TR,,PIJE,PIJE,,0.5,
caples,115,2,TR,,PIJE,PIJE,,0.5,
caples,115,2,TR,,PIJE,PIJE,,17,
caples,115,2,TR,TOV,ABCO,ABCO,,0.5,
caples,115,2,TR,,ABCO,ABCO,,0.5,
caples,115,2,TR,,ABCO,ABCO,,3,
caples,115,2,TR,,CADE27,CADE27,,0.5,
caples,115,2,TR,,CADE27,CADE27,,0.5,
caples,115,2,TR,TOV,CADE27,CADE27,,5,
caples,115,2,SH,,QUVA,QUVA,,1,
caples,115,2,SH,,CECO,CECO,,0.5,
caples,115,2,SH,,ARPA6,ARPA6,,0.5,
caples,115,2,GR,G,CAREX,CAREX,,0.5,
caples,115,2,GR,G,ELEL5,ELEL5,,0.5,
caples,115,2,GR,G,ELTRT,ELTRT,,0.5,not sure what this is.. Elymus trachycaulus??
caples,115,2,GR,G,STIPA,STIPA,,0.5,
caples,115,2,GR,G,PEMUM,PEMUM,,0.5,not sure if this is a species or if this should go in notes.. Sounds like it was a grass that they could not id..
caples,115,2,SH,,LIPU11,LIPU11,,0.5,"I am not sure if this is correct, it sounds like this genus is not found here.."
caples,115,2,FB,F,PENE3,PENE3,,0.5,
caples,115,2,FB,F,LUBR3,LUBR3,,0.5,
caples,115,2,SH,F,ERWR,ERWR,,1,
caples,115,2,FB,F,PLAGI,PLAGI,,0.5,
caples,115,2,FB,F,ERLA6,ERLA6,,0.5,
caples,115,2,FB,F,GADI2,GADI2,,1,
caples,115,2,FB,F,VIPU4,VIPU4,,0.5,
caples,115,2,FB,F,ERNU3,ERNU3,,0.5,
caples,115,2,FB,F,PEPA21,PEPA21,,0.5,
caples,115,2,FB,F,ALCA2,ALCA2,,1,
caples,115,2,FB,F,CAUM2,CAUM2,,0.5,
caples,115,2,FB,F,LOMI,LOMI,,0.5,
caples,115,2,FB,F,HOTR,HOTRT,,0.5,
caples,115,2,FB,F,NAVAR,NAVAR,,0.5,
caples,115,2,FB,F,MIMUL,MIMUL,,0.5,
caples,115,2,FB,F,MEMO4,MEMO4,,0.5,
caples,115,2,FB,F,POLYG4,POLYG4,,0.5,
caples,115,2,FB,F,CLAYT,CLAYT,,0.5,
caples,115,2,FB,F,GILIA,GILIA,,0.5,
caples,115,2,FB,F,STTO3,STTO3,,0.5,
caples,122,2,TR,TOV,ABCO,ABCO,,40,
caples,122,2,TR,TOV,PIJE,PIJE,,12,
caples,122,2,TR,TOV,CADE27,CADE27,,30,
caples,122,2,TR,TSA,CADE27,CADE27,,0.5,
caples,122,2,TR,TSE,CADE27,CADE27,,0.5,
caples,122,2,TR,TSE,ABCO,ABCO,,0.5,
caples,122,2,SH,,APAN2,APAN2,,0.5,
caples,122,2,SH,,QUVA,QUVA,,1,
caples,122,2,SH,,SYMO,SYMO,,0.5,
caples,122,2,GR,G,CAREX,CAREX,,0.5,
caples,122,2,FB,F,SILE2,SILE2,,0.5,
caples,122,2,FB,F,KEGA,KEGA,,0.5,
caples,122,2,FB,F,MAST4,MAST4,,0.5,
caples,122,2,FB,F,VIPU4,VIPU4,,0.5,
caples,125,2,TR,,PILA,PILA,,11,tr
caples,125,2,TR,,ABCO,ABCO,,5,se
caples,125,2,TR,,ABCO,ABCO,,3,sa
caples,125,2,TR,,ABCO,ABCO,,13,tr
caples,125,2,TR,,PIJE,PIJE,,0.5,se
caples,125,2,TR,,PIJE,PIJE,,0.5,sa
caples,125,2,TR,,PIJE,PIJE,,5,tr
caples,125,2,TR,,PICO,PICO,,10,sa
caples,125,2,TR,,PICO,PICO,,5,tr
caples,125,2,TR,,ABMA,ABMA,,7,sa
caples,125,2,TR,,ABMA,ABMA,,19,tr
caples,125,2,TR,,CADE27,CADE27,,1,sa
caples,125,2,TR,,CADE27,CADE27,,0.5,tr
caples,125,2,TR,,QUKE,QUKE,,0.5,se
caples,125,2,SH,,CECO,CECO,,1,l
caples,125,2,SH,,CECO,CECO,,22,m
caples,125,2,SH,,ARTO2,ARTO2,,0.5,l
caples,125,2,SH,,ARTO2,ARTO2,,0.5,m
caples,125,2,SH,,RIGL,RIGL,,4,l
caples,125,2,SH,,RIGL,RIGL,,0.5,m
caples,125,2,SH,,SYMO,SYMO,,4,l
caples,125,2,SH,,SYMO,SYMO,,0.5,m
caples,125,2,GR,G,MELIC,MELIC,,0.5,l
caples,125,2,GR,G,UNKWNGR1,UNKWNGR1,,0.5,l
caples,125,2,GR,G,JUNCU1,JUNCU1,,0.5,l
caples,125,2,GR,G,UNKWNGR2,UNKWNGR2,,0.5,l
caples,125,2,GR,G,CAREX2,CAREX2,,0.5,l
caples,125,2,GR,G,UNKWNGR3,UNKWNGR3,,0.5,l
caples,125,2,GR,G,STIPA,STIPA,,0.5,l
caples,125,2,GR,G,CAREX1,CAREX1,,2,l
caples,125,2,GR,G,CAREX3,CAREX3,,0.5,l
caples,125,2,GR,G,BRCA5,BRCA5,,0.5,l
caples,125,2,GR,G,JUXI,JUXI,,0.5,l
caples,125,2,GR,G,JUNCU2,JUNCU2,,0.5,l
caples,125,2,FB,F,PEPA21,PEPA21,,0.5,l
caples,125,2,FB,F,EPCI,EPCI,,0.5,l
caples,125,2,FB,F,GADI2,GADI2,,0.5,l
caples,125,2,FB,F,PLAGI,PLAGI,,0.5,l
caples,125,2,FB,F,MIGU,MIGU,,0.5,l
caples,125,2,FB,F,SIEL3,SIEL3,,0.5,l
caples,125,2,FB,F,RAOC,RAOC,,0.5,l
caples,125,2,FB,F,VIPU4,VIPU4,,0.5,l
caples,125,2,FB,F,ADBI,ADBI,,0.5,l
caples,125,2,FB,F,GEUM,GEUM,,0.5,l
caples,125,2,FB,F,LIPA3,LIPA3,,0.5,l
caples,125,2,FB,F,POGL9,POGL9,,0.5,l
caples,126,2,TR,TOV,PIJE,PIJE,,13,
caples,126,2,TR,TSE,PIJE,PIJE,,0.5,
caples,126,2,TR,TOV,ABCO,ABCO,,12,
caples,126,2,SH,,SYMO,SYMO,,0.5,
caples,126,2,SH,,QUVA,QUVA,,0.5,
caples,126,2,SH,,CECO,CECO,,0.5,
caples,126,2,SH,,RIRO,RIRO,,0.5,
caples,126,2,FB,F,KEGA,KEGA,,0.5,
caples,126,2,FB,F,ERNU3,ERNU3,,0.5,
caples,126,2,FB,F,VIPU4,VIPU4,,0.5,
caples,126,2,FB,F,STMIM,STMIM,,0.5,
caples,126,2,FB,F,GADI2,GADI2,,0.5,
caples,126,2,FB,F,ERBR4,ERBR4,,0.5,breweri
caples,126,2,FB,F,MEMO4,MEMO4,,0.5,
caples,126,2,FB,F,CRYPT,CRYPT,,0.5,
caples,126,2,SH,,CHME,CHME,,0.5,
caples,126,2,GR,G,ACOCO,ACOCO,,10,
caples,126,2,GR,G,BROMU,BROMU,,0.5,
caples,128,2,TR,,ABMA,ABMA,,0.5,se
caples,128,2,TR,,ABMA,ABMA,,0.5,sa
caples,128,2,TR,,ABMA,ABMA,,32,tr
caples,128,2,TR,,ABCO,ABCO,,3,tr
caples,128,2,SH,,RIRO,RIRO,,0.5,l
caples,128,2,GR,G,BRCA5,BRCA5,,2,l
caples,128,2,GR,G,ERAGR,ERAGR,,1,l
caples,128,2,GR,G,STIPA,STIPA,,0.5,l
caples,128,2,GR,G,ELEL5,ELEL5,,0.5,l
caples,128,2,FB,F,MERTE,MERTE,,0.5,l
caples,128,2,FB,F,SENEC,SENEC,,1,l
caples,128,2,FB,F,PHHY,PHHY,,1,l
caples,128,2,FB,F,HERAC,HERAC,,1,l
caples,128,2,FB,F,THFE,THFE,,0.5,"I, ""thafin"" was code written, assumming they meant ""thafen"""
