pre_post_fire,year,site,plotid,obs,species,status,lifeform,layer_code,percent,notes
prefire,2019,slypark,spi1,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,spi10,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,spi11,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,spi4,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,spi4,ag,latnevnev,live,FB,,tr,fuzzy leaves no notch
prefire,2019,slypark,spi6,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,spi7,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,spi8,ag,latnevnev,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,latsul,live,FB,,tr,
prefire,2019,slypark,spi11,ag,latsul,live,FB,,tr,
prefire,2019,slypark,spi4,ag,latsul,live,FB,,tr,lotus oblongifolius
prefire,2019,slypark,spi7,ag,latsul,live,FB,,tr,
prefire,2019,slypark,hcp7,ag,lepcil,live,FB,,tr,
prefire,2019,slypark,hcp7,ag,lotpur,live,FB,,tr,Lotus purshianus var. purshianus
prefire,2019,slypark,hcp8,ag,lotpur,live,FB,,tr,
prefire,2019,slypark,spi11,ag,lotpur,live,FB,,tr,
prefire,2019,slypark,spi9,ag,lotpur,live,FB,,tr,
prefire,2019,slypark,spi10,ag,lualc,live,FB,,tr,
prefire,2019,slypark,spi9,ag,lualc,live,FB,,tr,
prefire,2019,slypark,spi10,ag,lualf,live,FB,,7,
prefire,2019,slypark,spi10,ag,lualf,dead,FB,,tr,
prefire,2019,slypark,hcp10,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp11,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp2,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp3,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp7,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp8,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp9,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi1,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi11,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi4,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi5,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi6,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi7,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi8,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,spi9,ag,luzcom,live,GR,,tr,
prefire,2019,slypark,hcp1,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,madele,live,FB,,1,
prefire,2019,slypark,hcp6,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi1,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi10,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi11,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi2,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi3,ag,madele,live,FB,,tr,could be small magr
prefire,2019,slypark,spi4,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi5,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi6,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi7,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi8,ag,madele,live,FB,,tr,
prefire,2019,slypark,spi9,ag,madele,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,madgra,live,FB,,1,
prefire,2019,slypark,hcp6,ag,madgra,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,madgra,dead,FB,,tr,
prefire,2019,slypark,hcp7,ag,madgra,live,FB,,tr,
prefire,2019,slypark,hcp8,ag,madgra,live,FB,,tr,
prefire,2019,slypark,spi3,ag,madgra,live,FB,,tr,
prefire,2019,slypark,hcp1,ag,mara,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,mara,live,FB,,tr,
prefire,2019,slypark,spi5,ag,mara,live,FB,,tr,
prefire,2019,slypark,spi6,ag,mara,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,hcp7,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,spi2,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,spi3,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,spi5,ag,mimtor,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,oppgrass,live,GR,,tr,
prefire,2019,slypark,hcp7,ag,oppgrass,live,GR,,tr,
prefire,2019,slypark,hcp8,ag,oppgrass,live,GR,,tr,
prefire,2019,slypark,hcp9,ag,oppgrass,live,GR,,tr,
prefire,2019,slypark,hcp5,ag,clintonia,dead,FB,,tr,
prefire,2019,slypark,hcp7,ag,clintonia,dead,FB,,tr,
prefire,2019,slypark,hcp1,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp3,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp4,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp8,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi1,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi10,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi11,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi2,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi3,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi4,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi5,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi6,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi7,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi8,ag,osmber,live,FB,,tr,
prefire,2019,slypark,spi9,ag,osmber,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,osmocc,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,phahyd,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,pila,live,TR,TSE,tr,
prefire,2019,slypark,hcp3,ag,pila,live,TR,TSE,tr,
prefire,2019,slypark,hcp4,ag,pila,live,TR,TSE,tr,
prefire,2019,slypark,hcp1,ag,pipo,live,TR,TOV,1,
prefire,2019,slypark,hcp1,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp10,ag,pipo,live,TR,TOV,30,
prefire,2019,slypark,hcp10,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp11,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp3,ag,pipo,live,TR,TOV,30,
prefire,2019,slypark,hcp3,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp4,ag,pipo,live,TR,TOV,20,
prefire,2019,slypark,hcp4,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp5,ag,pipo,live,TR,TOV,15,
prefire,2019,slypark,hcp5,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp6,ag,pipo,live,TR,TOV,5,
prefire,2019,slypark,hcp6,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp7,ag,pipo,live,TR,TOV,35,
prefire,2019,slypark,hcp7,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp8,ag,pipo,live,TR,TOV,30,
prefire,2019,slypark,hcp8,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp9,ag,pipo,live,TR,TOV,8,
prefire,2019,slypark,hcp9,ag,pipo,dead,TR,TSE,tr,
prefire,2019,slypark,hcp9,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi1,ag,pipo,live,TR,TOV,65,
prefire,2019,slypark,spi10,ag,pipo,live,TR,TOV,75,
prefire,2019,slypark,spi11,ag,pipo,live,TR,TOV,60,
prefire,2019,slypark,spi11,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi2,ag,pipo,live,TR,TOV,80,
prefire,2019,slypark,spi2,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi3,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi5,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi7,ag,pipo,live,TR,TOV,69,
prefire,2019,slypark,spi7,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi8,ag,pipo,live,TR,TOV,58,
prefire,2019,slypark,spi8,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,spi9,ag,pipo,live,TR,TOV,60,
prefire,2019,slypark,spi9,ag,pipo,dead,TR,TSE,tr,
prefire,2019,slypark,spi9,ag,pipo,live,TR,TSE,tr,
prefire,2019,slypark,hcp3,ag,piptra,live,FB,,tr,
prefire,2019,slypark,spi5,ag,piptra,live,FB,,tr,
prefire,2019,slypark,spi3,ag,plagio,live,FB,,tr,
prefire,2019,slypark,spi4,ag,plagio,live,FB,,tr,
prefire,2019,slypark,hcp1,ag,poco,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,poco,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,poco,live,FB,,tr,
prefire,2019,slypark,hcp3,ag,poco,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,poco,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi1,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi10,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi11,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi2,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi3,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi4,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi5,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi6,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi7,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi8,ag,poco,live,FB,,tr,
prefire,2019,slypark,spi9,ag,poco,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,prvi,live,SH,SL,tr,
prefire,2019,slypark,hcp11,ag,prvi,live,SH,SM,tr,
prefire,2019,slypark,hcp11,ag,prvi,live,SH,SL,tr,
prefire,2019,slypark,hcp3,ag,prvi,live,SH,SM,tr,
prefire,2019,slypark,hcp3,ag,prvi,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,prvi,live,SH,SM,1,
prefire,2019,slypark,hcp5,ag,prvi,live,SH,SL,1,
prefire,2019,slypark,hcp5,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,hcp1,ag,psme,live,TR,TOV,6,
prefire,2019,slypark,hcp1,ag,psme,dead,TR,other,tr,
prefire,2019,slypark,hcp1,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,hcp10,ag,psme,live,TR,TOV,10,
prefire,2019,slypark,hcp10,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,hcp11,ag,psme,live,TR,TOV,45,
prefire,2019,slypark,hcp3,ag,psme,live,TR,TOV,35,
prefire,2019,slypark,hcp4,ag,psme,live,TR,TOV,20,
prefire,2019,slypark,hcp6,ag,psme,live,TR,TOV,35,
prefire,2019,slypark,hcp6,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,hcp7,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,spi11,ag,psme,live,TR,TOV,5,
prefire,2019,slypark,spi2,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,spi3,ag,psme,live,TR,TOV,20,
prefire,2019,slypark,spi4,ag,psme,live,TR,TOV,,
prefire,2019,slypark,spi6,ag,psme,live,TR,TOV,33,
prefire,2019,slypark,spi7,ag,psme,live,TR,TSE,tr,
prefire,2019,slypark,hcp1,ag,pteaqu,live,FERN ,,1,
prefire,2019,slypark,hcp3,ag,pteaqu,live,FERN ,,tr,
prefire,2019,slypark,spi10,ag,pteaqu,live,FERN ,,12,
prefire,2019,slypark,spi10,ag,pteaqu,dead,FERN ,,tr,
prefire,2019,slypark,spi9,ag,pteaqu,live,FERN ,,1,
prefire,2019,slypark,spi4,ag,purpleadbi,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,pyrpic,live,GR,,tr,
prefire,2019,slypark,hcp10,ag,pyrpic,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,pyrpic,live,FB,,tr,
prefire,2019,slypark,spi7,ag,pyrpic,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,quch,live,TR,TSE,tr,
prefire,2019,slypark,spi11,ag,quch,live,TR,TSE,tr,
prefire,2019,slypark,hcp1,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp10,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp10,ag,quke,live,TR,TRE,tr,
prefire,2019,slypark,hcp10,ag,quke,live,TR,TOV,tr,
prefire,2019,slypark,hcp11,ag,quke,live,TR,TOV,20,
prefire,2019,slypark,hcp11,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp2,ag,quke,dead,TR,other,tr,
prefire,2019,slypark,hcp2,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp3,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp5,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp6,ag,quke,live,TR,TSA,1,
prefire,2019,slypark,hcp6,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp9,ag,quke,live,TR,TOV,60,
prefire,2019,slypark,hcp9,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi1,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi10,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi11,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi11,ag,quke,live,TR,TOV,25,
prefire,2019,slypark,spi11,ag,quke,dead,TR,TSE,tr,
prefire,2019,slypark,spi2,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi3,ag,quke,live,TR,TSE,2,
prefire,2019,slypark,spi4,ag,quke,live,TR,TRE,tr,
prefire,2019,slypark,spi4,ag,quke,live,TR,TSA,tr,
prefire,2019,slypark,spi4,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi5,ag,quke,live,TR,TSE,1,
prefire,2019,slypark,spi5,ag,quke,live,TR,TRE,tr,
prefire,2019,slypark,spi6,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi6,ag,quke,dead,TR,TOV,tr,
prefire,2019,slypark,spi7,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,spi8,ag,quke,live,TR,TSE,tr,
prefire,2019,slypark,hcp2,ag,quwi,live,TR,TSE,tr,
prefire,2019,slypark,spi1,ag,quwi,live,TR,TSE,tr,
prefire,2019,slypark,spi7,ag,quwi,live,TR,TSE,tr,
prefire,2019,slypark,hcp5,ag,raca,live,FB,,tr,
prefire,2019,slypark,spi11,ag,raillardella,live,FB,,tr,
prefire,2019,slypark,spi2,ag,raillardella,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,redstemaster,live,FB,,tr,
prefire,2019,slypark,hcp8,ag,redstemaster,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,redstemaster,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,rhru,live,SH,ST,tr,
prefire,2019,slypark,hcp6,ag,rhru,live,SH,SM,2,
prefire,2019,slypark,hcp6,ag,rhru,live,SH,SL,3,
prefire,2019,slypark,spi3,ag,rhtr,live,SH,SL,tr,
prefire,2019,slypark,hcp1,ag,riro,live,SH,,tr,
prefire,2019,slypark,hcp10,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,hcp11,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,hcp2,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,hcp5,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,hcp6,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,hcp9,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi2,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi3,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi4,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi5,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi6,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi6,ag,riro,live,SH,SM,tr,
prefire,2019,slypark,spi7,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi7,ag,riro,live,SH,SM,tr,
prefire,2019,slypark,spi8,ag,riro,live,SH,SM,tr,
prefire,2019,slypark,spi8,ag,riro,live,SH,SL,tr,
prefire,2019,slypark,spi5,ag,roswod,live,FB,,tr,
prefire,2019,slypark,spi6,ag,roswod,live,FB,,tr,
prefire,2019,slypark,hcp1,ag,rubarm,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,rubarm,live,FB,,tr,
prefire,2019,slypark,spi6,ag,rubarm,live,FB,,tr,
prefire,2019,slypark,spi6,ag,rubpar,live,SH,SL,25,
prefire,2019,slypark,spi6,ag,rubpar,live,SH,SM,2,
prefire,2019,slypark,hcp5,ag,senint,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,senint,live,FB,,tr,
prefire,2019,slypark,hcp7,ag,senint,live,FB,,tr,
prefire,2019,slypark,hcp8,ag,senint,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,sillem,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,sillem,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,sillem,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,sticom,live,GR,,tr,
prefire,2019,slypark,hcp6,ag,sticom,live,GR,,tr,
prefire,2019,slypark,hcp7,ag,sticom,live,GR,,tr,
prefire,2019,slypark,hcp8,ag,sticom,live,GR,,tr,
prefire,2019,slypark,spi10,ag,sticom,live,GR,,tr,
prefire,2019,slypark,spi11,ag,sticom,live,GR,,tr,
prefire,2019,slypark,spi2,ag,sticom,live,GR,,tr,
prefire,2019,slypark,spi8,ag,sticom,live,GR,,tr,
prefire,2019,slypark,spi9,ag,sticom,live,GR,,tr,
prefire,2019,slypark,hcp2,ag,symo,live,SH,SL,tr,
prefire,2019,slypark,spi3,ag,symo,live,SH,SL,tr,
prefire,2019,slypark,spi4,ag,symo,live,SH,SL,tr,
prefire,2019,slypark,spi6,ag,symo,live,SH,SL,tr,
prefire,2019,slypark,spi6,ag,symo,live,SH,SL,tr,
prefire,2019,slypark,hcp9,ag,tauhar,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,taroff,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,taroff,live,FB,,tr,
prefire,2019,slypark,hcp6,ag,taroff,live,FB,,tr,
prefire,2019,slypark,hcp7,ag,taroff,live,FB,,tr,
prefire,2019,slypark,hcp8,ag,taroff,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,taroff,live,FB,,tr,
prefire,2019,slypark,spi2,ag,taroff,live,FB,,tr,
prefire,2019,slypark,spi3,ag,taroff,live,FB,,tr,
prefire,2019,slypark,spi4,ag,taroff,live,FB,,tr,
prefire,2019,slypark,spi5,ag,taroff,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,thycur,live,FB,,tr,
prefire,2019,slypark,hcp10,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp11,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp11,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp2,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp4,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp5,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp6,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp7,ag,thingr,live,GR,,tr,
prefire,2019,slypark,hcp8,ag,thingr,live,GR,,tr,
prefire,2019,slypark,spi2,ag,thingr,live,GR,,tr,
prefire,2019,slypark,spi3,ag,thingr,live,GR,,tr,press
prefire,2019,slypark,spi8,ag,trailinggr,live,GR,,tr,
prefire,2019,slypark,hcp5,ag,tradub,live,FB,,tr,
prefire,2019,slypark,hcp9,ag,tradub,live,FB,,tr,
prefire,2019,slypark,spi10,ag,tradub,live,FB,,tr,
prefire,2019,slypark,spi11,ag,tradub,live,FB,,tr,
prefire,2019,slypark,spi4,ag,tradub,live,FB,,tr,
prefire,2019,slypark,spi7,ag,tradub,live,FB,,tr,
prefire,2019,slypark,spi9,ag,tradub,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,TRIIXI,live,FB,,tr,
prefire,2019,slypark,hcp5,ag,TRIIXI,live,FB,,tr,
prefire,2019,slypark,hcp7,ag,TRIIXI,live,FB,,tr,
prefire,2019,slypark,hcp1,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,hcp3,ag,LYSLAT,live,FB,,1,
prefire,2019,slypark,spi11,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,spi2,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,spi6,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,spi7,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,spi8,ag,LYSLAT,live,FB,,tr,
prefire,2019,slypark,hcp2,ag,unk1,live,FB,,tr,
prefire,2019,slypark,spi1,ag,unkfb3,live,FB,,tr,riro seedling?
prefire,2019,slypark,spi1,ag,unkgrass2,live,GR,,tr,
prefire,2019,slypark,spi2,ag,unkgrass2,live,GR,,tr,
prefire,2019,slypark,spi4,ag,VIOLOB,live,FB,,tr,
prefire,2019,slypark,spi5,ag,VIOLOB,live,FB,,tr,
prefire,2019,slypark,spi6,ag,VIOLOB,live,FB,,tr,
prefire,2019,slypark,hcp11,ag,VIOPUR,live,FB,,tr,
prefire,2019,slypark,spi3,ag,VIOPUR,live,FB,,tr,
prefire,2019,slypark,spi4,ag,VIOPUR,live,FB,,tr,
