plotid,obs,species,status,lifeform,layer_code,percent,modal_ht_m,notes,site,pre_post_fire,postTime,year
MOD020,"tp,zmz",modasteraceae4,live,FB,na,tr,na,extra skinny long leaf dyc,modoc,postfire,1yr,2022
MOD021,ZMZ,modasteraceae5,live,FB,na,tr,na,"chicory tribe long skinny toothed leaf, white midvein, a little hairy",modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modasteraceae6,live,FB,na,tr,na,sagey fuzzy entire lf...dyc from two plots ago? antenaria??,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modasteraceae6,live,FB,na,tr,na,"sample looks like mat fuzzy, but dyc def in plot -FLOWERS",modoc,postfire,1yr,2022
MOD020,"tp,zmz",modasteraceae8,live,FB,na,tr,na,dyc - sunflower,modoc,postfire,1yr,2022
MOD021,ZMZ,modasteraceae9,live,FB,na,tr,na,deeply toothed dyc,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modasteraeae7,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,modasteraeae7,live,FB,na,tr,na,dyc cute lil sunflower with sagey lobed leaves,modoc,postfire,1yr,2022
MOD009,zmz,modfabaceae1,live,FB,na,tr,na,lathryus? purple fl,modoc,postfire,1yr,2022
MOD012,zmz,modforb1,live,FB,na,tr,na,bigger hairy not so sagey green... asteraceae? ,modoc,postfire,1yr,2022
MOD010,TP,modforb10,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modforb10,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modforb10,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb10,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb10,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",modforb10,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,modforb10,live,FB,na,tr,na,"alt leaf, red stem, white midvein",modoc,postfire,1yr,2022
MOD022,ZMZ,modforb10,live,FB,na,tr,na,"alt leaf, red stem, white midvein",modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",modforb10,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,modforb11,live,FB,na,tr,na,"full red stem skinny leaves, stipules",modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modforb11,live,FB,na,tr,na,"full red stem skinny leaves, stipules",modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb11,live,FB,na,tr,na,"full red stem skinny leaves, stipules",modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modforb12,live,FB,na,tr,na,"tiny skinny leaves, red stem",modoc,postfire,1yr,2022
MOD021,ZMZ,modforb13,live,FB,na,tr,na,"phloxy opposite leaf reddish stem, white fl bud",modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb14,live,FB,na,tr,na,"fuzzy rosette clump, found specimen with flower",modoc,postfire,1yr,2022
MOD020,"tp,zmz",modforb14,live,FB,na,tr,na,fuzzy rosette clump,modoc,postfire,1yr,2022
MOD011,TP,modforb16,live,FB,na,tr,na,"sagey fuzzy mat, antennaria??",modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb16,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",modforb16,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,modforb17,live,FB,na,tr,na,small mult bud,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb18,live,FB,na,tr,na,"small fuzzy, shiny round buds",modoc,postfire,1yr,2022
MOD010,TP,modforb19,live,FB,na,tr,na,sagey fuzzy big,modoc,postfire,1yr,2022
MOD009,zmz,modforb2,live,FB,na,tr,na,purpleish tooth leaf asteraceae (?),modoc,postfire,1yr,2022
MOD010,TP,modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD011,TP,modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD012,zmz,modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD020,"tp,zmz",modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD021,ZMZ,modforb2,live,FB,na,tr,na,purpleish toothed asteraceae ?,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",modforb2,Live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",modforb2,live,FB,na,tr,na,asteraceae? toothed lanceolate purpleish leaf,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb20,live,FB,na,tr,na,droopy flower,modoc,postfire,1yr,2022
MOD012,zmz,modforb3,live,FB,na,tr,na,phlox fam,modoc,postfire,1yr,2022
MOD009,zmz,modforb4,live,FB,na,tr,na,thistle--carduus?,modoc,postfire,1yr,2022
MOD012,zmz,modforb5,live,FB,na,tr,na,seedlings...collinsia?,modoc,postfire,1yr,2022
MOD009,zmz,modforb6,live,FB,na,tr,na,"unk eudicot seedling, entire pointy leaves, little fuzzy",modoc,postfire,1yr,2022
MOD017,zmz,modforb7,live,FB,na,tr,na,alt leaf red stem--asteraceae?,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",modforb7,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modforb8,live,FB,na,tr,na,woody at base spoon shape lf...aster?,modoc,postfire,1yr,2022
MOD010,TP,modforb9,live,FB,na,tr,na,bigger pointier hairy ...aster? cauline lf,modoc,postfire,1yr,2022
MOD011,TP,modforb9,live,FB,na,tr,na,bigger pointier hairy ...aster? cauline lf,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modforb9,live,FB,na,tr,na,bigger pointier hairy ...aster? cauline lf,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modforb9,live,FB,na,tr,na,bigger pointier hairy ...aster? cauline lf,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modforb9,live,FB,na,tr,na,bigger pointier hairy ...aster? cauline lf,modoc,postfire,1yr,2022
MOD009,zmz,modgrass1,live,FB,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD010,TP,modgrass1,live,GR,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD011,TP,modgrass1,live,GR,na,2,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD012,zmz,modgrass1,live,GR,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modgrass1,live,GR,na,tr,na,"big seed tall floppy, melica or poa?poa pratensis?",modoc,postfire,1yr,2022
MOD014,"tp,zmz",modgrass1,live,FB,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modgrass1,live,GR,na,tr,na,"big seed, long floppy",modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modgrass1,live,GR,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modgrass1,live,GR,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD021,ZMZ,modgrass1,live,GR,na,tr,na,big seed tall floppy,modoc,postfire,1yr,2022
MOD017,zmz,modgrass2,live,GR,na,tr,na,small bunch big seed (broader leaf),modoc,postfire,1yr,2022
MOD010,TP,modgrass3,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modgrass3,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modgrass3,live,GR,na,5,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modgrass3,live,GR,na,2,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modgrass3,live,GR,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",modgrass4,live,GR,na,tr,na,other small grass,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modgrass5,live,GR,na,tr,na,new poa,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modgrass6,live,GR,na,tr,na,iris grass,modoc,postfire,1yr,2022
MOD009,zmz,modpenstemon1,live,FB,na,tr,na,"~keys out to gracilentus in weedon, leaves are longer with shorter petiole than indicated tho",modoc,postfire,1yr,2022
MOD010,TP,modpenstemon1,live,FB,na,tr,na,fireweed penstemon,modoc,postfire,1yr,2022
MOD011,TP,modpenstemon1,live,FB,na,tr,na,penstemon/fireweed?,modoc,postfire,1yr,2022
MOD012,zmz,modpenstemon1,live,FB,na,tr,na,purple lil fl penstemon...gracilentus?,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",modpenstemon1,live,FB,na,tr,na,fireweed penstemon,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modpenstemon1,live,FB,na,tr,na,fireweed penstemon,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modpenstemon1,live,FB,na,tr,na,fireweed penstemon,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modpenstemon1,live,FB,na,tr,na,fireweed penstemon,modoc,postfire,1yr,2022
MOD017,zmz,modpenstemon1,live,FB,na,tr,na,fireweed penstem...gracilentus?,modoc,postfire,1yr,2022
MOD019,zmz,modpenstemon1,live,FB,na,tr,na,"""fireweed penstemon""",modoc,postfire,1yr,2022
MOD019,ZMZ,modpenstemon1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",modpenstemon1,live,FB,na,Tr,na,fireweed penstemon,modoc,postfire,1yr,2022
MOD021,ZMZ,modpenstemon1,live,FB,na,tr,na,"""fireweed penstemon""",modoc,postfire,1yr,2022
MOD022,ZMZ,modpenstemon1,live,FB,na,tr,na,"penstemon ""fireweed""",modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",modpenstemon1,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",modpenstemon1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,modpenstemon2,live,FB,na,tr,na,"bigger penstemon, fleshier leaves",modoc,postfire,1yr,2022
MOD011,TP,modpenstemon2,live,FB,na,tr,na,"last plot, and yesterday?",modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modpenstemon2,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,zmz,modpenstemon2,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,modpenstemon2,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,modpenstemon3,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modphlox1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modphlox2,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modphlox3,live,FB,na,tr,na,"single white flower phlox, collected, two diff?",modoc,postfire,1yr,2022
MOD022,ZMZ,modphlox4,live,FB,na,tr,na,stipules phlox fam,modoc,postfire,1yr,2022
MOD011,TP,modphlox5,live,FB,na,tr,na,single white flower phlox,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",modplagiobothryus1,live,FB,na,tr,na,popcorn flower,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modplagiobothryus1,live,FB,na,tr,na,popcorn flower,modoc,postfire,1yr,2022
MOD017,zmz,modplagiobothryus1,live,FB,na,tr,na,popcorn flower,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modplagiobothryus1,live,FB,na,tr,na,popcorn flower,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modplagiobothryus1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",modplagiobothryus1,live,FB,na,tr,na,popcorn flower,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",modplagiobothryus1,live,FB,na,tr,na,"small fuzzy w white flowers, popcorn flower?",modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modplagiobothryus2,live,FB,na,tr,na,yellow popcorn flower,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modpolemoniaceae1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modsedge1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",modshrub1,live,SH,na,tr,na,red stem unk?,modoc,postfire,1yr,2022
MOD017,zmz,modshrub1,live,SH,na,tr,0.5,"mystery prunus red stem, cordateish leaf",modoc,postfire,1yr,2022
MOD020,"tp,zmz",modshrub1,live,SH,na,tr,0.5,red stem unk,modoc,postfire,1yr,2022
MOD021,ZMZ,modshrub2,dead,SH,na,tr,0.7,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",modthemidaceae1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",modthemidaceae1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",modthemidaceae1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,modthemidaceae1,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",MONODO,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",MONODO,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,zmz,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,monodo,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",MONODO,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",MONODO,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Monodo ,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",osmber,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",pedicularis,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,pedsem,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,pedsem,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,zmz,pedsem,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Pedsem,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,pedsem,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,pedsem,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,pendeu,live,FB,na,tr,na,penstemon deustus,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",penstemon sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,penstemon sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,penstemon sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,phacelia sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,phahyd,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,phahyd,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,phldif,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",phldif,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",phldif,live,FB,na,tr,na,phlox,modoc,postfire,1yr,2022
MOD020,"tp,zmz",phldif,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",phldif,Live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD009,zmz,phldiv,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,phldiv,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,zmz,phldiv,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Phldiv ,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",phloxdif,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,pila,dead,TR,TOV,1,na,,modoc,postfire,1yr,2022
MOD009,zmz,pipo,live,TR,TOV,8,na,,modoc,postfire,1yr,2022
MOD009,zmz,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,pipo,dead,TR,TOV,7,na,,modoc,postfire,1yr,2022
MOD010,TP,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,pipo,live,TR,TOV,30,na,,modoc,postfire,1yr,2022
MOD011,TP,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,pipo,dead,TR,TOV,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,pipo,dead,TR,TSA,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,pipo,live,TR,TOV,5,na,,modoc,postfire,1yr,2022
MOD012,zmz,pipo,dead,TR,TOV,10,na,"broken at 4m, cover at ground level",modoc,postfire,1yr,2022
MOD012,zmz,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",pipo,live,TR,TOV,6,34,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",pipo,dead,TR,TOV,tr,na,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",pipo,live,TR,TSE,tr,0.05,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",pipo,live,TR,TOV,12,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",pipo,dead,TR,TSA,tr,3,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",pipo,live,TR,TSE,tr,0.07,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",pipo,live,TR,TOV,35,38,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",pipo,live,TR,TSE,0,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",pipo,live,TR,TOV,2,22,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",pipo,live,TR,TSE,tr,0.05,,modoc,postfire,1yr,2022
MOD017,zmz,pipo,live,TR,TOV,25,na,,modoc,postfire,1yr,2022
MOD017,zmz,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",pipo,dead,TR,TOV,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",pipo,dead,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",pipo,live,TR,TOV,10,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Pipo,live,TR,TOV,35,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,Pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",pipo,live,TR,TOV,,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,pipo,live,TR,TOV,32,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,pipo,live,TR,TOV,12,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,pipo,dead,TR,TSA,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,pipo,live,TR,TSE,tr,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",PIPO,live,TR,TOV,25,na,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",PIPO,live,TR,TSE,tr,0.1,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",PIPO,live,TR,TOV,18,25,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",PIPO,live,TR,TSE,tr,0.1,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",prunus,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",prunus,live,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD019,ZMZ,Prunus,live,SH,na,tr,0.4,resprout ,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",prunus,dead,SH,na,tr,0.6,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",prunus,live,SH,na,tr,0.25,resprout,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",prunus sp,live,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD022,ZMZ,prunus sp,live,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",prunus1,live,SH,na,tr,0.15,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",purti,dead,SH,na,tr,0.55,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",purti,live,SH,na,tr,0.13,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",purtri,live,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",purtri,dead,SH,na,tr,0.7,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",purtri,live,SH,na,tr,0.25,,modoc,postfire,1yr,2022
MOD017,zmz,purtri,live,SH,na,tr,0.6,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",purtri,live,SH,na,2,0.8,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",purtri,dead,SH,na,tr,0.8,,modoc,postfire,1yr,2022
MOD021,ZMZ,purtri,live,SH,na,tr,0.6,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",purtri,live,SH,na,tr,0.6,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",purtri,live,SH,na,tr,0.2,resprout,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",purtri,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD019,ZMZ,Purtri ,dead,SH,na,tr,0.7,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",putri,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD019,zmz,pyrola,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD012,zmz,pyrpic,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",pyrpic,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD019,ZMZ,pyrpic,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,pyrpic,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",pyrpic,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",ribes,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD010,TP,ribes sp,live,SH,na,tr,0.15,,modoc,postfire,1yr,2022
MOD011,TP,ribes sp,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD012,zmz,ribro,live,SH,na,tr,0.15,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",ribro,live,SH,na,tr,0.5,,modoc,postfire,1yr,2022
MOD009,zmz,ribroe,live,SH,na,tr,0.09,,modoc,postfire,1yr,2022
MOD013,"TP, ZMZ",ribroe,live,SH,na,tr,0.1,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",ribroe,live,SH,na,tr,0.27,resprout,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",ribroe,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD022,ZMZ,ribroe,live,SH,na,tr,0.17,resprout,modoc,postfire,1yr,2022
MOD024,"TP, ZMZ",ribroe,live,SH,na,tr,0.2,resprout,modoc,postfire,1yr,2022
MOD009,zmz,senecio sp,live,FB,na,tr,na,aronicoides in weedon,modoc,postfire,1yr,2022
MOD011,TP,senecio sp,live,FB,na,tr,na,similar to one in diverse plot?,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",senecio sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",senecio sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",senecio sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",senecio sp,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,symmol,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD014,"tp,zmz",symmol,live,SH,na,tr,0.14,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",symmol,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",symmol,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",symmol,live,SH,na,tr,0.3,,modoc,postfire,1yr,2022
MOD023,"TP, ZMZ",symmol,live,SH,na,tr,0.2,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",vertha,live,FB,na,tr,na,mullein,modoc,postfire,1yr,2022
MOD009,zmz,viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD010,TP,viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD011,TP,viopur,live,FB,na,tr,na,also phlox?,modoc,postfire,1yr,2022
MOD012,zmz,viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD015,"ZMZ, TP, MM",viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD016,"TP, ZMZ",viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD017,zmz,viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD018,"tp, bk,kw",viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD020,"tp,zmz",viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD021,ZMZ,viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
MOD022,ZMZ,viopur,live,FB,na,tr,na,,modoc,postfire,1yr,2022
