plotid,obs,species,status,lifeform,layer_code,percent,modal_ht_m,notes,site,pre_post_fire,postTime,year
FM046,zmz,ribes sp,live,SH,na,tr,0.1,non spiny stinky ribes,frenchmeadows,postfire,1yr,2022
FM046,zmz,ribroe,live,SH,na,tr,0.2,,frenchmeadows,postfire,1yr,2022
FM046,zmz,ameute,live,SH,na,tr,0.4,,frenchmeadows,postfire,1yr,2022
FM046,zmz,pruema,live,SH,na,tr,0.5,,frenchmeadows,postfire,1yr,2022
FM046,zmz,ceacor,live,SH,na,tr,0.15,,frenchmeadows,postfire,1yr,2022
FM046,zmz,arctostaphylos sp,live,SH,na,tr,0.2,"little arctostaphylos, nev?",frenchmeadows,postfire,1yr,2022
FM046,zmz,abco,live,TR,TSA,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,abco,dead,TR,TOV,5,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,abco,live,TR,TOV,25,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,abco,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,abco,dead,TR,TSA,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,cade,live,TR,TOV,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,cade,dead,TR,TOV,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,abma,live,TR,TOV,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,abma,dead,TR,TOV,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,cade,dead,TR,TSA,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,cade,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,pipo,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,pila,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM046,zmz,pipo,live,TR,TOV,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,gaydif,live,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,eurybia sp,live,FB,na,2,na,"purple fl knapweedish asteraceae, TRP: question mark previously",frenchmeadows,postfire,1yr,2022
FM047,zmz,cirsium sp,live,FB,na,tr,na,"rosette, TRP: question mark previously",frenchmeadows,postfire,1yr,2022
FM047,zmz,fmasteraceae3,live,FB,na,tr,na,"asteraceae corymb, leaves downturned",frenchmeadows,postfire,1yr,2022
FM047,zmz,erinud,live,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,agaurt,live,FB,na,1,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,polemoniaceae sp,dead,FB,na,tr,na,polemoniaceae popcorn fl lookalike (when dead),frenchmeadows,postfire,1yr,2022
FM047,zmz,phahas,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,helcal,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,thafen,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,senecio sp,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,fmforb7,live,FB,na,tr,na,"young growth sticky, older growth downy, alt lf, seems perennial, a little aromatic",frenchmeadows,postfire,1yr,2022
FM047,zmz,antennaria sp,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,polygonum sp,dead,FB,na,tr,na,"TRP: labeled with question mark: polygonum? fl in lf axils, alt entire lf",frenchmeadows,postfire,1yr,2022
FM047,zmz,penstemon sp,live,FB,na,tr,na,laetus?,frenchmeadows,postfire,1yr,2022
FM047,zmz,hiealb,live,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,kelgal,live,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,sidgla,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,allium sp,dead,FB,na,tr,na,flower detached from base--possibly from outside plot,frenchmeadows,postfire,1yr,2022
FM047,zmz,monodo,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,leptosiphon sp,dead,FB,na,tr,na,TRP: labeled with question mark,frenchmeadows,postfire,1yr,2022
FM047,zmz,collinsia sp,dead,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,silene sp,live,FB,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,elygla,live,GR,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,brocar,live,GR,na,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,ceacor,dead,SH,na,tr,0.6,,frenchmeadows,postfire,1yr,2022
FM047,zmz,ceacor,live,SH,na,1,0.9,,frenchmeadows,postfire,1yr,2022
FM047,zmz,symo,live,SH,na,1,0.15,,frenchmeadows,postfire,1yr,2022
FM047,zmz,pruema,live,SH,na,2,0.9,,frenchmeadows,postfire,1yr,2022
FM047,zmz,ribes sp,live,SH,na,tr,0.3,non spiny stinky ribes,frenchmeadows,postfire,1yr,2022
FM047,zmz,ameute,live,SH,na,1,0.4,,frenchmeadows,postfire,1yr,2022
FM047,zmz,ribroe,live,SH,na,tr,0.55,,frenchmeadows,postfire,1yr,2022
FM047,zmz,acegla,live,SH,na,tr,0.7,,frenchmeadows,postfire,1yr,2022
FM047,zmz,quevac,live,SH,na,1,0.3,,frenchmeadows,postfire,1yr,2022
FM047,zmz,quevac,dead,SH,na,1,1.2,,frenchmeadows,postfire,1yr,2022
FM047,zmz,abco,live,TR,TOV,40,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,abco,dead,TR,TOV,3,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,abies sp,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,abies sp,dead,TR,TSA,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,abma,live,TR,TOV,4,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,pila,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,cade,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM047,zmz,cade,dead,TR,TOV,tr,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,abco,live,TR,TOV,50,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,abco,dead,TR,TOV,5,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,abco,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,abco,dead,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,cade,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,pipo,live,TR,TOV,4,na,,frenchmeadows,postfire,1yr,2022
FM19-20,zmz,pila,live,TR,TSE,tr,na,,frenchmeadows,postfire,1yr,2022
