site,year,plot_id,observer,pre_post_fire,postTime,species,status,lifeform,layerCode,percent,notes
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,MONODO,live,FB,na,tr,
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,MONODO,live,FB,na,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,MONODO,live,FB,na,tr,
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,MONODO,live,FB,na,tr,
BurtonSP,2020,Burton37,km,postfire,1yr,pedsem,live,FB,na,tr,
BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton29,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton44,"vs, mm",postfire,1yr,penstemon,live,FB,na,tr,pen1
BurtonSP,2020,Burton27,km,postfire,1yr,penstemon annual,live,FB,na,tr,penstemon annual
BurtonSP,2020,Burton09,km,postfire,1yr,penstemon perennial,live,FB,na,tr,penstemon perennial
BurtonSP,2020,Burton27,km,postfire,1yr,penstemon perennial,live,FB,na,tr,penstemon perennial
BurtonSP,2020,Burton37,km,postfire,1yr,penstemon perennial ,live,FB,na,1,penstemon perennial 
BurtonSP,2020,Burton45,km,postfire,1yr,penstemon perennial ,live,FB,na,tr,penstemon perennial 
BurtonSP,2020,Burton46,km,postfire,1yr,penstemon perennial ,live,FB,na,tr,penstemon perennial 
BurtonSP,2020,Burton40,km,postfire,1yr,penstemon perennial ,live,FB,na,0.25,penstemon perennial 
BurtonSP,2020,Burton27,km,postfire,1yr,penstemon tiny fruit,live,FB,na,tr,penstemon tiny fruit
BurtonSP,2020,Burton34,km,postfire,1yr,penstemon tiny fruit,live,FB,na,tr,penstemon tiny fruit
BurtonSP,2020,Burton37,km,postfire,1yr,penstemon tiny fruit,live,FB,na,tr,penstemon tiny fruit
BurtonSP,2020,Burton45,km,postfire,1yr,penstemon tiny fruit,live,FB,na,0.25,penstemon tiny fruit
BurtonSP,2020,Burton40,km,postfire,1yr,penstemon tiny fruit,live,FB,na,tr,penstemon tiny fruit
BurtonSP,2020,Burton31,km,postfire,1yr,PHAHAS,live,FB,na,tr,
BurtonSP,2020,Burton40,km,postfire,1yr,PHAHAS,live,FB,na,tr,
BurtonSP,2020,Burton09,km,postfire,1yr,PHAHYD,live,FB,na,tr,
BurtonSP,2020,Burton32,"vs, mm",postfire,1yr,PHAHYD,live,FB,na,tr,
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,PHAHYD,live,FB,na,tr,
BurtonSP,2020,Burton40,km,postfire,1yr,PICO,live,TR,TSE,tr,
BurtonSP,2020,Burton07,"vs, mm",postfire,1yr,PICO,live,TR,TSE,tr,added during QAQC from regen data
BurtonSP,2020,Burton31,km,postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton27,km,postfire,1yr,PIJE,live,TR,TOV,26,
BurtonSP,2020,Burton34,km,postfire,1yr,PIJE,live,TR,na,3,
BurtonSP,2020,Burton37,km,postfire,1yr,PIJE,live,TR,TOV,42,
BurtonSP,2020,Burton45,km,postfire,1yr,PIJE,live,TR,TOV,1,
BurtonSP,2020,Burton46,km,postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton46,km,postfire,1yr,PIJE,live,TR,TOV,24,
BurtonSP,2020,Burton40,km,postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton07,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,tr,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PIJE,dead,TR,TSA,tr,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,6,
BurtonSP,2020,Burton38,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,4,
BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,8,
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,18,
BurtonSP,2020,Burton32,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton32,"vs, mm",postfire,1yr,PIJE,live,TR,TSA,tr,
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,15,
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,33,
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,,
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,PIJE,dead,TR,TOV,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,PIJE,live,TR,TSE,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,PIJE,live,TR,TSA,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,33,
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,,
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,16,H
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,19,H
BurtonSP,2020,Burton44,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,18,H
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,PIJE,live,TR,TSA,tr,M
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,PIJE,live,TR,TOV,tr,H
BurtonSP,2020,Burton45,km,postfire,1yr,PILA,live,TR,TOV,6,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PILA,live,TR,TSE,tr,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PILA,dead,TR,TSA,tr,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PILA,live,TR,TOV,8,
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,PILA,live,TR,TOV,3,H
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PRUEMA,live,SH,na,tr,L
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PRUEMA,live,SH,na,tr,M
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,PRUEMA,live,SH,na,1,L
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,PRUEMA,live,SH,na,tr,M
BurtonSP,2020,Burton31,km,postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton07,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,L
BurtonSP,2020,Burton38,"vs, mm",postfire,1yr,ptan,live,SH,na,tr,L
BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton44,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,ptan,live,FB,na,tr,
BurtonSP,2020,Burton34,km,postfire,1yr,PTEAQU,live,FERN ,na,tr,
BurtonSP,2020,Burton45,km,postfire,1yr,PTEAQU,live,FERN ,na,tr,
BurtonSP,2020,Burton46,km,postfire,1yr,PTEAQU,live,FERN ,na,tr,
BurtonSP,2020,Burton34,km,postfire,1yr,PURTRI,live,SH,na,tr,
BurtonSP,2020,Burton37,km,postfire,1yr,PURTRI,live,SH,na,33,
BurtonSP,2020,Burton37,km,postfire,1yr,PURTRI,dead,SH,na,0.5,
BurtonSP,2020,Burton45,km,postfire,1yr,PURTRI,live,SH,na,tr,
BurtonSP,2020,Burton46,km,postfire,1yr,PURTRI,live,SH,na,tr,
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,PURTRI,live,SH,na,3,L
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,PURTRI,dead,SH,na,2,L
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,PURTRI,live,SH,na,2,M
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,PURTRI,live,SH,na,tr,L
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,PURTRI,live,SH,na,1,L
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,PURTRI,live,SH,na,tr,L
BurtonSP,2020,Burton27,km,postfire,1yr,PURTRI ,live,SH,na,2,
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,PURTRI ,live,SH,na,tr,L
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,PURTRI ,dead,SH,na,tr,L
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,PURTRI ,live,SH,na,2,L
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,PURTRI ,live,SH,na,tr,M
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,PURTRI ,live,SH,na,tr,L
BurtonSP,2020,Burton08,km,postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton31,km,postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton34,km,postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton45,km,postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton46,km,postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton09,km,postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton07,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,L
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton38,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton29,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,PYRPIC,live,FB,na,tr,
BurtonSP,2020,Burton09,km,postfire,1yr,quevac,live,SH,na,tr,
BurtonSP,2020,Burton27,km,postfire,1yr,QUEVAC,live,SH,na,0.5,
BurtonSP,2020,Burton34,km,postfire,1yr,QUEVAC,live,SH,na,4,
BurtonSP,2020,Burton46,km,postfire,1yr,QUEVAC,live,SH,na,1,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,5,L
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,QUEVAC,dead,SH,na,12,L
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,12,M
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,QUEVAC,dead,SH,na,tr,T
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,tr,L
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,5,L
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,6,M
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,10,L
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,QUEVAC,live,SH,na,10,M
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton38,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton39,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,M
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton32,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,M
BurtonSP,2020,Burton29,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,M
BurtonSP,2020,Burton29,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,L
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,ribes,live,SH,na,2,L
BurtonSP,2020,Burton30,"vs, mm",postfire,1yr,ribes,live,SH,na,2,L
BurtonSP,2020,Burton25,"vs, mm",postfire,1yr,ribes,live,SH,na,tr,M
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,ribes,live,SH,na,1,L
BurtonSP,2020,Burton32,"vs, mm",postfire,1yr,ribes,live,SH,na,3,L
BurtonSP,2020,Burton28,"vs, mm",postfire,1yr,riro,live,SH,na,tr,L
BurtonSP,2020,Burton29,"vs, mm",postfire,1yr,riro,live,SH,na,tr,L
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,riro,live,SH,na,tr,L
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,riro,live,SH,na,tr,L
BurtonSP,2020,Burton27,km,postfire,1yr,RICE,live,SH,na,1,
BurtonSP,2020,Burton34,km,postfire,1yr,RICE,live,SH,na,0.25,
BurtonSP,2020,Burton45,km,postfire,1yr,RICE,live,SH,na,0.75,
BurtonSP,2020,Burton40,km,postfire,1yr,RICE,live,SH,na,0.5,
BurtonSP,2020,Burton40,km,postfire,1yr,RINE,live,SH,na,tr,
BurtonSP,2020,Burton09,km,postfire,1yr,RIRO,live,SH,na,0.5,
BurtonSP,2020,Burton08,km,postfire,1yr,RIRO,live,SH,na,tr,
BurtonSP,2020,Burton31,km,postfire,1yr,RIRO,live,SH,na,6,
BurtonSP,2020,Burton37,km,postfire,1yr,RIRO,live,SH,na,tr,
BurtonSP,2020,Burton46,km,postfire,1yr,RIRO,live,SH,na,tr,
BurtonSP,2020,Burton40,km,postfire,1yr,RIRO,live,SH,na,0.75,
BurtonSP,2020,Burton37,km,postfire,1yr,SENINT,live,FB,na,2,
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,SENTRI,live,FB,na,tr,
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,SENTRI,live,FB,na,tr,
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,SENTRI,live,FB,na,tr,
BurtonSP,2020,Burton31,km,postfire,1yr,STETEN,live,FB,na,tr,
BurtonSP,2020,Burton33,"vs, mm",postfire,1yr,stipa,live,GR,na,tr,
BurtonSP,2020,Burton09,km,postfire,1yr,SYMROT,live,SH,na,0.25,
BurtonSP,2020,Burton08,km,postfire,1yr,SYMROT,live,SH,na,tr,
BurtonSP,2020,Burton31,km,postfire,1yr,SYMROT,live,SH,na,0.25,
BurtonSP,2020,Burton27,km,postfire,1yr,SYMROT,live,SH,na,12,
BurtonSP,2020,Burton34,km,postfire,1yr,SYMROT,live,SH,na,7,
BurtonSP,2020,Burton37,km,postfire,1yr,SYMROT,live,SH,na,9,
BurtonSP,2020,Burton46,km,postfire,1yr,SYMROT,live,SH,na,5,
BurtonSP,2020,Burton40,km,postfire,1yr,SYMROT,live,SH,na,1,
BurtonSP,2020,Burton14,"vs, mm",postfire,1yr,SYMROT,live,SH,na,1,L
BurtonSP,2020,Burton38,"vs, mm",postfire,1yr,SYMROT,live,SH,na,1,L
BurtonSP,2020,Burton32,"vs, mm",postfire,1yr,SYMROT,live,SH,na,1,L
BurtonSP,2020,Burton29,"vs, mm",postfire,1yr,SYMROT,live,SH,na,1,L
BurtonSP,2020,Burton35,"vs, mm",postfire,1yr,SYMROT,live,SH,na,2,L
BurtonSP,2020,Burton36,"vs, mm",postfire,1yr,SYMROT,live,SH,na,2,L
BurtonSP,2020,Burton26,"vs, mm",postfire,1yr,SYMROT,live,SH,na,1,L
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,SYMROT,live,SH,na,3,L
BurtonSP,2020,Burton47,"vs, mm",postfire,1yr,SYMROT,live,SH,na,1,L
BurtonSP,2020,Burton44,"vs, mm",postfire,1yr,SYMROT,live,SH,na,4,L
BurtonSP,2020,Burton08,km,postfire,1yr,viola,live,FB,na,tr,
BurtonSP,2020,Burton27,km,postfire,1yr,WYEMOL,live,FB,na,tr,
BurtonSP,2020,Burton34,km,postfire,1yr,WYEMOL,live,FB,na,tr,
BurtonSP,2020,Burton37,km,postfire,1yr,WYEMOL,live,FB,na,tr,
BurtonSP,2020,Burton43,"vs, mm",postfire,1yr,WYEMOL,live,FB,na,3,
