site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes
Modoc,2020,prefire,MOD019,vs,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD002,ag,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD004,km,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD006,ag,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD007,ag,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD014,ag,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD022,ag,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD011,vs,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD007,vs,pyrpic,live,FB,na,tr,
Modoc,2020,prefire,MOD019,vs,qube,live,SH,na,tr,
Modoc,2020,prefire,MOD013,vs,raylessaster,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,lessingia,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,lessingia,live,FB,na,tr,
Modoc,2020,prefire,MOD022,ag,lessingia,live,FB,na,tr,
Modoc,2020,prefire,MOD028,ag,lessingia,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,ribes1,live,SH,na,tr,
Modoc,2020,prefire,MOD001,vs,ribes2,live,SH,na,tr,collected
Modoc,2020,prefire,MOD027,vs,ribes3,live,SH,na,tr,
Modoc,2020,prefire,MOD021,vs,ribes3,live,FB,na,tr,
Modoc,2020,prefire,MOD019,vs,ribes3,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,ribes3,live,SH,na,tr,
Modoc,2020,prefire,MOD005,vs,ribessmallleaf,live,SH,na,tr,photo
Modoc,2020,prefire,MOD007,ag,rice,live,SH,na,tr,
Modoc,2020,prefire,MOD008,ag,rice,live,SH,na,tr,
Modoc,2020,prefire,MOD010,ag,rice,live,SH,na,tr,
Modoc,2020,prefire,MOD022,ag,rice,live,SH,na,tr,
Modoc,2020,prefire,MOD007,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD008,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD010,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD014,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD016,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD022,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD024,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD026,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD028,ag,riro,live,SH,na,tr,
Modoc,2020,prefire,MOD008,ag,roswod,live,FB,na,0.25,
Modoc,2020,prefire,MOD021,vs,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD024,ag,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD015,vs,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD011,vs,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,senecio,live,FB,na,tr,
Modoc,2020,prefire,MOD028,ag,silene,live,FB,na,tr,
Modoc,2020,prefire,MOD010,ag,sisrynchium,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,smilacina,live,FB,na,tr,collected
Modoc,2020,prefire,MOD004,km,smilacina,live,FB,na,tr,
Modoc,2020,prefire,MOD008,ag,stachys,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,stachys,live,FB,na,tr,collect
Modoc,2020,prefire,MOD020,ag,stachys,live,FB,na,tr,
Modoc,2020,prefire,MOD024,ag,stachys,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,symo,live,SH,na,16,
Modoc,2020,prefire,MOD003,vs,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD005,vs,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD023,vs,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD007,ag,symo,live,SH,na,0.5,
Modoc,2020,prefire,MOD010,ag,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD016,ag,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD018,ag,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD020,ag,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD026,ag,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD007,vs,symo,live,SH,na,tr,
Modoc,2020,prefire,MOD023,vs,symoweird,live,SH,na,tr,smaller leaves with fruit and flower? Might just be in symo…... But check
Modoc,2020,prefire,MOD010,ag,trapra,live,FB,na,tr,collect
Modoc,2020,prefire,MOD016,ag,trapra,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,trapra,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,trapra,live,FB,na,tr,
Modoc,2020,prefire,MOD024,ag,trapra ,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,triixi,live,FB,na,tr,
Modoc,2020,prefire,MOD021,vs,unkforb,live,FB,na,tr,
Modoc,2020,prefire,MOD017,vs,unkforb*,live,FB,na,1,
Modoc,2020,prefire,MOD023,vs,unkherb,live,FB,na,tr,
Modoc,2020,prefire,MOD007,ag,vertha,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,vertha,live,FB,na,1,
Modoc,2020,prefire,MOD001,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD027,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD021,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD019,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD008,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD010,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD012,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD014,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD024,ag,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD017,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD013,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD011,vs,viopur,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,viopur,live,FB,na,tr,
