site,year,pre_post_fire,plotid,obs,species,status,lifeform,layer_code,percent,notes
Modoc,2020,prefire,MOD001,vs,abco,live,TR,TOV,,
Modoc,2020,prefire,MOD001,vs,abco,live,TR,TSA,tr,added during QAQC using regen data
Modoc,2020,prefire,MOD001,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD003,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD003,vs,abco,live,TR,TSA,tr,
Modoc,2020,prefire,MOD003,vs,abco,live,TR,TOV,,
Modoc,2020,prefire,MOD005,vs,abco,live,TR,TOV,65,
Modoc,2020,prefire,MOD005,vs,abco,dead,TR,TOV,tr,
Modoc,2020,prefire,MOD005,vs,abco,live,TR,TSA,5,
Modoc,2020,prefire,MOD005,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD027,vs,abco,live,TR,TOV,10,
Modoc,2020,prefire,MOD027,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD025,vs,abco,live,TR,TOV,3,
Modoc,2020,prefire,MOD023,vs,abco,live,TR,TOV,18,
Modoc,2020,prefire,MOD023,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD021,vs,abco,live,TR,TOV,5,
Modoc,2020,prefire,MOD021,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD019,vs,abco,live,TR,TOV,2,
Modoc,2020,prefire,MOD002,ag,abco,live,TR,TOV,73,
Modoc,2020,prefire,MOD002,ag,abco,live,TR,TSA,15,
Modoc,2020,prefire,MOD002,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD002,ag,abco,dead,TR,TSA,tr,
Modoc,2020,prefire,MOD002,ag,abco,dead,TR,TOV,tr,
Modoc,2020,prefire,MOD004,km,abco,live,TR,TOV,20,
Modoc,2020,prefire,MOD004,km,abco,live,TR,TSA,tr,
Modoc,2020,prefire,MOD004,km,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD004,km,abco,dead,TR,TOV,tr,
Modoc,2020,prefire,MOD006,ag,abco,live,TR,TOV,30,
Modoc,2020,prefire,MOD006,ag,abco,live,TR,TSA,tr,
Modoc,2020,prefire,MOD006,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD007,ag,abco,live,TR,TOV,18,
Modoc,2020,prefire,MOD007,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD008,ag,abco,live,TR,TOV,7,
Modoc,2020,prefire,MOD008,ag,abco,live,TR,TSA,2,
Modoc,2020,prefire,MOD008,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD010,ag,abco,live,TR,TOV,,
Modoc,2020,prefire,MOD010,ag,abco,dead,TR,TOV,,
Modoc,2020,prefire,MOD010,ag,abco,dead,TR,TSA,,
Modoc,2020,prefire,MOD010,ag,abco,live,TR,TSA,,added during QAQC using regen data
Modoc,2020,prefire,MOD010,ag,abco,live,TR,TSE,3,
Modoc,2020,prefire,MOD012,ag,abco,live,TR,TOV,34,
Modoc,2020,prefire,MOD012,ag,abco,dead,TR,TOV,tr,
Modoc,2020,prefire,MOD012,ag,abco,dead,TR,TSA,1.5,
Modoc,2020,prefire,MOD012,ag,abco,live,TR,TSE,1,
Modoc,2020,prefire,MOD012,ag,abco,dead,TR,TSE,tr,
Modoc,2020,prefire,MOD014,ag,abco,live,TR,TOV,45,
Modoc,2020,prefire,MOD014,ag,abco,dead,TR,TSA,0.5,
Modoc,2020,prefire,MOD014,ag,abco,live,TR,TSA,0.5,
Modoc,2020,prefire,MOD014,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD014,ag,abco,dead,TR,TSE,tr,
Modoc,2020,prefire,MOD016,ag,abco,dead,TR,TSA,tr,
Modoc,2020,prefire,MOD018,ag,abco,live,TR,TSE,t4,
Modoc,2020,prefire,MOD018,ag,abco,live,TR,TOV,tr,
Modoc,2020,prefire,MOD020,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD020,ag,abco,live,TR,TOV,tr,
Modoc,2020,prefire,MOD022,ag,abco,live,TR,TOV,9,
Modoc,2020,prefire,MOD022,ag,abco,dead,TR,TSA,tr,
Modoc,2020,prefire,MOD022,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD024,ag,abco,live,TR,TOV,15,
Modoc,2020,prefire,MOD024,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD026,ag,abco,live,TR,TOV,25,
Modoc,2020,prefire,MOD026,ag,abco,live,TR,TSE,12,
Modoc,2020,prefire,MOD026,ag,abco,live,TR,TSA,tr,
Modoc,2020,prefire,MOD028,ag,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD015,vs,abco,live,TR,TOV,4,
Modoc,2020,prefire,MOD013,vs,abco,live,TR,TOV,,no overstory per spp
Modoc,2020,prefire,MOD013,vs,abco,live,TR,TSE,1,
Modoc,2020,prefire,MOD011,vs,abco,live,TR,TSE,tr,added during QAQC using regen data
Modoc,2020,prefire,MOD011,vs,abco,live,TR,TOV,tr,
Modoc,2020,prefire,MOD009,vs,abco,live,TR,TOV,,no cover per spp recorded
Modoc,2020,prefire,MOD009,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD007,vs,abco,live,TR,TOV,,no overstory per spp
Modoc,2020,prefire,MOD007,vs,abco,live,TR,TSE,tr,
Modoc,2020,prefire,MOD001,vs,achnatherum,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,achnatherum,live,GR,na,tr,
Modoc,2020,prefire,MOD027,vs,achnatherum,live,GR,na,tr,
Modoc,2020,prefire,MOD025,vs,achnatherum,live,GR,na,tr,
Modoc,2020,prefire,MOD023,vs,achnatherum,live,GR,na,tr,
Modoc,2020,prefire,MOD021,vs,achnatherum,live,GR,na,tr,
Modoc,2020,prefire,MOD019,vs,achnatherum,live,GR,na,tr,
Modoc,2020,prefire,MOD017,vs,achnatherum ,live,GR,na,1,
Modoc,2020,prefire,MOD015,vs,achnatherum ,live,GR,na,3,
Modoc,2020,prefire,MOD013,vs,achnatherum ,live,GR,na,tr,
Modoc,2020,prefire,MOD011,vs,achnatherum ,live,GR,na,2,
Modoc,2020,prefire,MOD009,vs,achnatherum ,live,GR,na,tr,
Modoc,2020,prefire,MOD007,vs,achnatherum ,live,GR,na,tr,
Modoc,2020,prefire,MOD017,vs,agogra,live,FB,na,tr,
Modoc,2020,prefire,MOD015,vs,agogra,live,FB,na,tr,
Modoc,2020,prefire,MOD011,vs,agogra,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,agohet,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,agoseris,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,agoseris,live,FB,na,tr,
Modoc,2020,prefire,MOD021,vs,agoseris,live,FB,na,tr,
Modoc,2020,prefire,MOD004,km,allvir,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD021,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD019,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD014,ag,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD016,ag,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD022,ag,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD026,ag,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD028,ag,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD028,ag,amut,dead,SH,na,tr,resp
Modoc,2020,prefire,MOD017,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD015,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD013,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD011,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD007,vs,amut,live,SH,na,tr,
Modoc,2020,prefire,MOD017,vs,antennaria,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,ipoagg,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,apoand,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD005,vs,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD023,vs,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD019,vs,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD002,ag,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD004,km,apoand,live,FB,na,tr,
Modoc,2020,prefire,MOD006,ag,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD007,ag,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD008,ag,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD026,ag,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD007,vs,apoand,live,SH,na,tr,
Modoc,2020,prefire,MOD021,vs,ipoagg,live,FB,na,tr,
Modoc,2020,prefire,MOD015,vs,ipoagg,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,ipoagg,live,FB,na,tr,
Modoc,2020,prefire,MOD007,vs,ipoagg,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,arpa,live,SH,na,2,(patula)
Modoc,2020,prefire,MOD003,vs,arpa,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,arcto2,live,SH,na,tr,
Modoc,2020,prefire,MOD007,ag,arne,live,SH,na,tr,
Modoc,2020,prefire,MOD027,vs,arpa,live,SH,na,1,
Modoc,2020,prefire,MOD027,vs,arpa,dead,SH,na,tr,pretreatment 80%
Modoc,2020,prefire,MOD023,vs,arpa,dead,SH,na,tr,
Modoc,2020,prefire,MOD021,vs,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD021,vs,arpa,dead,SH,na,tr,resp
Modoc,2020,prefire,MOD019,vs,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD004,km,arpa,live,SH,na,1,
Modoc,2020,prefire,MOD004,km,arpa,dead,SH,na,tr,
Modoc,2020,prefire,MOD006,ag,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD007,ag,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD008,ag,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD008,ag,arpa,dead,SH,na,5,
Modoc,2020,prefire,MOD010,ag,arpa,live,SH,na,tr,resp
Modoc,2020,prefire,MOD012,ag,arpa,dead,SH,na,0.5,resp
Modoc,2020,prefire,MOD014,ag,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD014,ag,arpa,dead,SH,na,tr,
Modoc,2020,prefire,MOD016,ag,arpa,dead,SH,na,18,resp
Modoc,2020,prefire,MOD016,ag,arpa,live,SH,na,3,
Modoc,2020,prefire,MOD018,ag,arpa,dead,SH,na,7,resp
Modoc,2020,prefire,MOD018,ag,arpa,live,SH,na,1,
Modoc,2020,prefire,MOD020,ag,arpa,live,SH,na,9,
Modoc,2020,prefire,MOD020,ag,arpa,dead,SH,na,2,resp
Modoc,2020,prefire,MOD024,ag,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD024,ag,arpa,dead,SH,na,4,resp
Modoc,2020,prefire,MOD028,ag,arpa,dead,SH,na,6,resp
Modoc,2020,prefire,MOD028,ag,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD017,vs,arpa,live,SH,na,6,sm
Modoc,2020,prefire,MOD017,vs,arpa,dead,SH,na,tr,
Modoc,2020,prefire,MOD015,vs,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD013,vs,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD011,vs,arpa,dead,SH,na,,
Modoc,2020,prefire,MOD009,vs,arpa,dead,SH,na,tr,
Modoc,2020,prefire,MOD007,vs,arpa,live,SH,na,tr,
Modoc,2020,prefire,MOD023,vs,arne,live,SH,na,tr,
Modoc,2020,prefire,MOD010,ag,aster1,live,FB,na,tr,collect
Modoc,2020,prefire,MOD010,ag,aster2,live,FB,na,tr,collect
Modoc,2020,prefire,MOD014,ag,asterunk,live,FB,na,tr,
Modoc,2020,prefire,MOD006,ag,bolete,live,FUNGI,na,tr,
Modoc,2020,prefire,MOD010,ag,FUNHYG,live,moss,na,tr,
Modoc,2020,prefire,MOD012,ag,FUNHYG,live,moss,na,1,
Modoc,2020,prefire,MOD020,ag,FUNHYG,live,moss,na,tr,
Modoc,2020,prefire,MOD010,ag,bromeModoc,live,FB,na,1,collect
Modoc,2020,prefire,MOD012,ag,bromeModoc,live,GR,na,8,
Modoc,2020,prefire,MOD014,ag,bromeModoc ,live,GR,na,4,
Modoc,2020,prefire,MOD016,ag,bromeModoc ,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,bromeModoc ,live,GR,na,12,
Modoc,2020,prefire,MOD020,ag,bromeModoc ,live,GR,na,5,
Modoc,2020,prefire,MOD022,ag,bromeModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD024,ag,bromeModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD026,ag,bromeModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD028,ag,bromeModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD001,vs,bromus,live,GR,na,tr,collected
Modoc,2020,prefire,MOD025,vs,bromus,live,GR,na,tr,
Modoc,2020,prefire,MOD023,vs,bromus,live,GR,na,tr,
Modoc,2020,prefire,MOD021,vs,bromus,live,GR,na,tr,
Modoc,2020,prefire,MOD019,vs,bromus,live,GR,na,tr,
Modoc,2020,prefire,MOD017,vs,bromus,live,GR,na,1,
Modoc,2020,prefire,MOD015,vs,bromus,live,GR,na,1,
Modoc,2020,prefire,MOD013,vs,bromus,live,GR,na,tr,
Modoc,2020,prefire,MOD011,vs,bromus,live,GR,na,tr,
Modoc,2020,prefire,MOD009,vs,bromus,live,GR,na,1,
Modoc,2020,prefire,MOD016,ag,brotec,live,GR,na,tr,
Modoc,2020,prefire,MOD018,ag,brotec,live,GR,na,tr,
Modoc,2020,prefire,MOD003,vs,boechera,live,FB,na,tr,collected
Modoc,2020,prefire,MOD007,vs,boechera,live,FB,na,tr,
Modoc,2020,prefire,MOD024,ag,boechera,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,boechera,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,cade,live,TR,TOV,tr,
Modoc,2020,prefire,MOD001,vs,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD003,vs,cade,live,TR,TSE,1,
Modoc,2020,prefire,MOD003,vs,cade,dead,TR,TSE,tr,added during QAQC using regen data
Modoc,2020,prefire,MOD003,vs,cade,live,TR,TSA,tr,
Modoc,2020,prefire,MOD005,vs,cade,live,TR,TSA,1,
Modoc,2020,prefire,MOD005,vs,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD027,vs,cade,live,TR,TOV,tr,
Modoc,2020,prefire,MOD025,vs,cade,live,TR,TOV,3,
Modoc,2020,prefire,MOD025,vs,cade,live,TR,TSA,1,
Modoc,2020,prefire,MOD023,vs,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD019,vs,cade,live,TR,TOV,18,
Modoc,2020,prefire,MOD002,ag,cade,live,TR,TOV,2,
Modoc,2020,prefire,MOD002,ag,cade,live,TR,TSA,tr,
Modoc,2020,prefire,MOD002,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD004,km,cade,live,TR,TOV,2,
Modoc,2020,prefire,MOD004,km,cade,live,TR,TSA,tr,
Modoc,2020,prefire,MOD004,km,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD004,km,cade,dead,TR,TSE,tr,added during QAQC using regen data
Modoc,2020,prefire,MOD006,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD007,ag,cade,live,TR,TOV,12.5,
Modoc,2020,prefire,MOD007,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD008,ag,cade,live,TR,TOV,1.5,
Modoc,2020,prefire,MOD008,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD010,ag,cade,live,TR,TOV,,
Modoc,2020,prefire,MOD010,ag,cade,dead,TR,TSA,,
Modoc,2020,prefire,MOD010,ag,cade,live,TR,TSA,,added during QAQC using regen data
Modoc,2020,prefire,MOD010,ag,cade,live,TR,TSE,,
Modoc,2020,prefire,MOD010,ag,cade,dead,TR,TSE,,
Modoc,2020,prefire,MOD012,ag,cade,live,TR,TOV,9,
Modoc,2020,prefire,MOD012,ag,cade,dead,TR,TSE,tr,added during QAQC using regen data
Modoc,2020,prefire,MOD012,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD014,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD014,ag,cade,live,TR,TSA,tr,
Modoc,2020,prefire,MOD014,ag,cade,dead,TR,TSA,tr,
Modoc,2020,prefire,MOD016,ag,cade,live,TR,TOV,3,
Modoc,2020,prefire,MOD016,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD018,ag,cade,dead,TR,TOV,1,
Modoc,2020,prefire,MOD018,ag,cade,live,TR,TOV,35,
Modoc,2020,prefire,MOD018,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD020,ag,cade,live,TR,TOV,30,
Modoc,2020,prefire,MOD020,ag,cade,live,TR,TSA,tr,
Modoc,2020,prefire,MOD020,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD020,ag,cade,dead,TR,TSA,tr,
Modoc,2020,prefire,MOD020,ag,cade,dead,TR,TSE,tr,
Modoc,2020,prefire,MOD020,ag,cade,live,TR,TSE,tr,added during QAQC using regen data
Modoc,2020,prefire,MOD024,ag,cade,live,TR,TOV,tr,
Modoc,2020,prefire,MOD024,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD024,ag,cade,dead,TR,TSE,tr,
Modoc,2020,prefire,MOD026,ag,cade,live,TR,TOV,tr,
Modoc,2020,prefire,MOD026,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD028,ag,cade,live,TR,TOV,3,resprouting
Modoc,2020,prefire,MOD028,ag,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD017,vs,cade,live,TR,TOV,11,
Modoc,2020,prefire,MOD017,vs,cade,live,TR,TSA,tr,
Modoc,2020,prefire,MOD017,vs,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD013,vs,cade,live,TR,TOV,,
Modoc,2020,prefire,MOD013,vs,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD009,vs,cade,live,TR,TOV,,
Modoc,2020,prefire,MOD009,vs,cade,live,TR,TSE,tr,
Modoc,2020,prefire,MOD009,vs,cade,dead,TR,TSE,tr,
Modoc,2020,prefire,MOD007,vs,cade,live,TR,TOV,,
Modoc,2020,prefire,MOD007,vs,cade,live,TR,TSE,1,
Modoc,2020,prefire,MOD003,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD021,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD014,ag,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD022,ag,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD026,ag,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD028,ag,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD015,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD013,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD011,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD007,vs,callonlon,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD003,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD027,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD025,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD023,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD021,vs,carex1,live,GR,na,1,
Modoc,2020,prefire,MOD019,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD028,ag,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD015,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD013,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD011,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD009,vs,carex1,live,GR,na,1,
Modoc,2020,prefire,MOD007,vs,carex1,live,GR,na,tr,
Modoc,2020,prefire,MOD021,vs,carex2,live,GR,na,tr,
Modoc,2020,prefire,MOD019,vs,carex2,live,GR,na,tr,
Modoc,2020,prefire,MOD013,vs,carex2,live,GR,na,tr,
Modoc,2020,prefire,MOD011,vs,carex2,live,GR,na,tr,
Modoc,2020,prefire,MOD009,vs,carex2,live,GR,na,tr,
Modoc,2020,prefire,MOD027,vs,carex2/3,live,GR,na,tr,collected
Modoc,2020,prefire,MOD012,ag,carexModoc,live,FB,na,tr,
Modoc,2020,prefire,MOD014,ag,carexModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD016,ag,carexModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD018,ag,carexModoc ,live,GR,na,1,
Modoc,2020,prefire,MOD020,ag,carexModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD026,ag,carexModoc ,live,GR,na,tr,
Modoc,2020,prefire,MOD027,vs,castelleja,live,FB,na,tr,
Modoc,2020,prefire,MOD025,vs,castelleja,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,castilleja,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,castilleja,live,FB,na,tr,
Modoc,2020,prefire,MOD020,ag,castilleja,live,FB,na,0.25,
Modoc,2020,prefire,MOD028,ag,castilleja ,live,FB,na,tr,
Modoc,2020,prefire,MOD017,vs,castilleja ,live,FB,na,tr,
Modoc,2020,prefire,MOD015,vs,castilleja ,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,castilleja ,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,ceanothus2,live,SH,na,tr,
Modoc,2020,prefire,MOD001,vs,cepr,live,SH,na,3,
Modoc,2020,prefire,MOD003,vs,cepr,live,SH,na,tr,
Modoc,2020,prefire,MOD027,vs,cepr,live,SH,na,3,resp?
Modoc,2020,prefire,MOD025,vs,cepr,live,SH,na,2,
Modoc,2020,prefire,MOD025,vs,cepr,dead,SH,na,tr,
Modoc,2020,prefire,MOD023,vs,cepr,live,SH,na,4,sl
Modoc,2020,prefire,MOD021,vs,cepr,live,SH,na,6,sl
Modoc,2020,prefire,MOD004,km,cepr,live,SH,na,1,
Modoc,2020,prefire,MOD007,ag,cepr,live,SH,na,0.5,
Modoc,2020,prefire,MOD008,ag,cepr,live,SH,na,0.5,
Modoc,2020,prefire,MOD010,ag,cepr,live,SH,na,2,
Modoc,2020,prefire,MOD012,ag,cepr,live,SH,na,1,
Modoc,2020,prefire,MOD014,ag,cepr,live,SH,na,tr,
Modoc,2020,prefire,MOD016,ag,cepr,live,SH,na,2,
Modoc,2020,prefire,MOD018,ag,cepr,live,SH,na,13,
Modoc,2020,prefire,MOD020,ag,cepr,live,SH,na,30,
Modoc,2020,prefire,MOD022,ag,cepr,live,SH,na,2,
Modoc,2020,prefire,MOD026,ag,cepr,live,SH,na,1,
Modoc,2020,prefire,MOD028,ag,cepr,live,SH,na,10,
Modoc,2020,prefire,MOD017,vs,cepr,live,SH,na,3,
Modoc,2020,prefire,MOD015,vs,cepr,live,SH,na,tr,
Modoc,2020,prefire,MOD011,vs,cepr,live,SH,na,tr,
Modoc,2020,prefire,MOD007,vs,cepr,live,SH,na,tr,
Modoc,2020,prefire,MOD001,vs,ceve,live,SH,na,1,
Modoc,2020,prefire,MOD027,vs,ceve,live,SH,na,3,
Modoc,2020,prefire,MOD025,vs,ceve,live,SH,na,4,
Modoc,2020,prefire,MOD025,vs,ceve,dead,SH,na,tr,resprout
Modoc,2020,prefire,MOD023,vs,ceve,live,SH,na,20,sm
Modoc,2020,prefire,MOD021,vs,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD019,vs,ceve,live,SH,na,4,sm
Modoc,2020,prefire,MOD006,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD007,ag,ceve,live,SH,na,0.25,
Modoc,2020,prefire,MOD008,ag,ceve,live,SH,na,0.5,
Modoc,2020,prefire,MOD008,ag,ceve,dead,SH,na,2,
Modoc,2020,prefire,MOD010,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD012,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD014,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD014,ag,ceve,dead,SH,na,tr,resp
Modoc,2020,prefire,MOD016,ag,ceve,live,SH,na,20,
Modoc,2020,prefire,MOD016,ag,ceve,dead,SH,na,2,resp
Modoc,2020,prefire,MOD018,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD020,ag,ceve,live,SH,na,1,
Modoc,2020,prefire,MOD022,ag,ceve,dead,SH,na,1.5,resp
Modoc,2020,prefire,MOD022,ag,ceve,live,SH,na,1,
Modoc,2020,prefire,MOD024,ag,ceve,dead,SH,na,3,resp
Modoc,2020,prefire,MOD024,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD026,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD028,ag,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD028,ag,ceve,dead,SH,na,tr,resp
Modoc,2020,prefire,MOD017,vs,ceve,live,SH,na,6,5 sm
Modoc,2020,prefire,MOD015,vs,ceve,live,SH,na,2,
Modoc,2020,prefire,MOD011,vs,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD009,vs,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD007,vs,ceve,live,SH,na,tr,
Modoc,2020,prefire,MOD023,vs,chimen,live,FB,na,tr,
Modoc,2020,prefire,MOD022,ag,chimen,live,FB,na,tr,
Modoc,2020,prefire,MOD013,vs,chimen,live,FB,na,tr,
Modoc,2020,prefire,MOD001,vs,cirsium,live,FB,na,tr,
Modoc,2020,prefire,MOD010,ag,cirsium,live,FB,na,tr,
Modoc,2020,prefire,MOD012,ag,cirsium,live,FB,na,tr,
Modoc,2020,prefire,MOD009,vs,cirvul,live,FB,na,tr,
Modoc,2020,prefire,MOD027,vs,clarho,live,FB,na,tr,
Modoc,2020,prefire,MOD025,vs,clarho,live,FB,na,tr,
Modoc,2020,prefire,MOD019,vs,clarho,live,FB,na,tr,
Modoc,2020,prefire,MOD004,km,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD004,km,clarkia,dead,FB,na,tr,
Modoc,2020,prefire,MOD007,ag,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD008,ag,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD014,ag,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD016,ag,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD018,ag,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD026,ag,clarkia,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,claytonia,live,FB,na,tr,collected
Modoc,2020,prefire,MOD018,ag,claytonia,live,FB,na,tr,
Modoc,2020,prefire,MOD007,vs,claytonia,live,FB,na,tr,
Modoc,2020,prefire,MOD003,vs,colgra,live,FB,na,tr,
Modoc,2020,prefire,MOD027,vs,colgra,live,FB,na,tr,
Modoc,2020,prefire,MOD007,ag,colgra,live,FB,na,tr,
Modoc,2020,prefire,MOD008,ag,colgra,live,FB,na,tr,
Modoc,2020,prefire,MOD010,ag,colgra,live,FB,na,tr,
Modoc,2020,prefire,MOD012,ag,colgra,live,FB,na,tr,
