site,year,plotid,pre_post_fire,obs,species,status,lifeform,layer_code,percent,notes,collected,pic
concow,2021,CONCOW013,prefire,km,quke,dead,tr,tre,tr,,,
concow,2021,CONCOW013,prefire,km,unk,dead,tr,tov,0.25,,,
concow,2021,CONCOW013,prefire,km,samnigcae,live,sh,,1.25,,,
concow,2021,CONCOW013,prefire,km,ceaint,live,sh,,72,,,
concow,2021,CONCOW013,prefire,km,rubarm,live,sh,,16,,,
concow,2021,CONCOW013,prefire,km,ribnev,live,sh,,tr,,,
concow,2021,CONCOW013,prefire,km,ribes long pet,live,sh,,0.25,"long petiole, not gland",,
concow,2021,CONCOW013,prefire,km,arcvisvis,live,sh,,tr,,,
concow,2021,CONCOW013,prefire,km,toxdiv,live,sh,,0.25,,,
concow,2021,CONCOW013,prefire,km,pteaqu,live,fern,,0.75,,,
concow,2021,CONCOW013,prefire,km,vertha,live,fb,,tr,,,
concow,2021,CONCOW013,prefire,km,epiang,live,fb,,1.75,fireweed,,
concow,2021,CONCOW013,prefire,km,lyslat,live,fb,,2,,,
concow,2021,CONCOW013,prefire,km,phahet,live,fb,,tr,,,
concow,2021,CONCOW013,prefire,km,prohoo,live,fb,,0.5,,,
concow,2021,CONCOW013,prefire,km,asypre,live,fb,,0.25,,,
concow,2021,CONCOW013,prefire,km,torarv,live,fb,,tr,,,
concow,2021,CONCOW013,prefire,km,mairac,live,fb,,tr,very dead,,
concow,2021,CONCOW013,prefire,km,clarkia1,live,fb,,tr,,,
concow,2021,CONCOW013,prefire,km,cirvul,live,fb,,tr,,,
concow,2021,CONCOW013,prefire,km,epibra,live,fb,,tr,,,
concow,2021,CONCOW013,prefire,km,colpar,live,fb,,tr,collinsia torreyi?,,
concow,2021,CONCOW013,prefire,km,carmul,live,gr,,tr,,,
concow,2021,CONCOW013,prefire,km,wiry gr,live,gr,,tr,,,
concow,2021,CONCOW014,prefire,km,node,live,tr,tse,0.25,resp,,
concow,2021,CONCOW014,prefire,km,arbmen,live,tr,tse,tr,resp,,
concow,2021,CONCOW014,prefire,km,node,live,tr,tsa,1,resp,,
concow,2021,CONCOW014,prefire,km,arbmen,live,tr,tsa,4,resp,,
concow,2021,CONCOW014,prefire,km,node,live,tr,tre,1,,,
concow,2021,CONCOW014,prefire,km,arbmen,live,tr,tre,4,,,
concow,2021,CONCOW014,prefire,km,node,dead,tr,tre,0.25,,,
concow,2021,CONCOW014,prefire,km,node,dead,tr,tse,0.25,resp,,
concow,2021,CONCOW014,prefire,km,arbmen,dead,tr,tsa,tr,,,
concow,2021,CONCOW014,prefire,km,unk,dead,tr,tov,0.25,,,
concow,2021,CONCOW014,prefire,km,arbmen,dead,tr,tov,0.25,,,
concow,2021,CONCOW014,prefire,km,samnigcae,live,sh,,5.5,,,
concow,2021,CONCOW014,prefire,km,ceaint,live,sh,,91,,,
concow,2021,CONCOW014,prefire,km,rubarm,live,sh,,27,,,
concow,2021,CONCOW014,prefire,km,rosbri,live,sh,,tr,spikey fruit?,,
concow,2021,CONCOW014,prefire,km,ribroe,live,sh,,tr,,,
concow,2021,CONCOW014,prefire,km,toxdiv,live,sh,,0.5,,,
concow,2021,CONCOW014,prefire,km,ceaint,dead,sh,,20,,,
concow,2021,CONCOW014,prefire,km,vertha,live,fb,,0.5,,,
concow,2021,CONCOW014,prefire,km,epibra,live,fb,,0.25,,,
concow,2021,CONCOW014,prefire,km,calocc,live,fb,,0.25,,,
concow,2021,CONCOW014,prefire,km,fuzzy rosette,live,fb,,tr,,,
concow,2021,CONCOW014,prefire,km,torarv,live,fb,,tr,,,
concow,2021,CONCOW014,prefire,km,clarkia1,live,fb,,tr,,,
concow,2021,CONCOW014,prefire,km,cirvul,live,fb,,tr,,,
concow,2021,CONCOW014,prefire,km,galbol,live,fb,,tr,,,
concow,2021,CONCOW014,prefire,km,erigeron,live,fb,,tr,,,
concow,2021,CONCOW014,prefire,km,brotec,live,gr,,0.25,,,
concow,2021,CONCOW015,prefire,km,node,live,tr,tse,1.25,resp,,
concow,2021,CONCOW015,prefire,km,quke,live,tr,tse,0.5,resp,,
concow,2021,CONCOW015,prefire,km,umbcal,live,tr,tse,0.25,resp,,
concow,2021,CONCOW015,prefire,km,acemac,live,tr,tse,0.25,resp,,
concow,2021,CONCOW015,prefire,km,conu,live,tr,tse,0.5,resp,,
concow,2021,CONCOW015,prefire,km,conu,live,tr,tsa,0.25,resp,,
concow,2021,CONCOW015,prefire,km,node,live,tr,tsa,0.75,resp,,
concow,2021,CONCOW015,prefire,km,quke,live,tr,tsa,1,resp,,
concow,2021,CONCOW015,prefire,km,umbcal,live,tr,tsa,1,resp,,
concow,2021,CONCOW015,prefire,km,acemac,live,tr,tsa,1.5,resp,,
concow,2021,CONCOW015,prefire,km,conu,live,tr,tre,0.5,,"def cornus butnot seeing any leaves in 4s, but young and resprouting",
concow,2021,CONCOW015,prefire,km,node,live,tr,tre,1.75,,,
concow,2021,CONCOW015,prefire,km,quke,live,tr,tre,1,,,
concow,2021,CONCOW015,prefire,km,umbcal,live,tr,tre,1,,,
concow,2021,CONCOW015,prefire,km,acemac,live,tr,tre,1.5,,,
concow,2021,CONCOW015,prefire,km,node,dead,tr,tse,tr,resp,,
concow,2021,CONCOW015,prefire,km,node,dead,tr,tre,tr,,,
concow,2021,CONCOW015,prefire,km,quke,dead,tr,tov,tr,,,
concow,2021,CONCOW015,prefire,km,quke,dead,tr,tsa,0.5,,,
concow,2021,CONCOW015,prefire,km,node,dead,tr,tsa,tr,,,
concow,2021,CONCOW015,prefire,km,samnigcae,live,sh,,0.25,,,
concow,2021,CONCOW015,prefire,km,ceaint,live,sh,,47,,,
concow,2021,CONCOW015,prefire,km,toxdiv,live,sh,,0.25,,,
concow,2021,CONCOW015,prefire,km,alnrho,live,sh,,2.5,,,
concow,2021,CONCOW015,prefire,km,rubarm,live,sh,,0.75,,,
concow,2021,CONCOW015,prefire,km,ceaint,dead,sh,,0.5,,,
concow,2021,CONCOW015,prefire,km,anamar,live,fb,,1,,,
concow,2021,CONCOW015,prefire,km,madcit,live,fb,,0.25,,,
concow,2021,CONCOW015,prefire,km,vertha,live,fb,,1.5,,,
concow,2021,CONCOW015,prefire,km,ladder flw,live,fb,,0.5,,,
concow,2021,CONCOW015,prefire,km,calocc,live,fb,,0.5,,,
concow,2021,CONCOW015,prefire,km,lupine?,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,epibra,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,torarv,live,fb,,0.25,,,
concow,2021,CONCOW015,prefire,km,drygla,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,erigeron,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,lacser,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,galapa,live,fb,,0.25,tiny,,
concow,2021,CONCOW015,prefire,km,purp fab,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,big brass,live,fb,,0.5,"no evidence pf lvs, seed pods 1mm W 75mm L, very branched towards top",,
concow,2021,CONCOW015,prefire,km,colpar,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,cirvul,live,fb,,tr,,,
concow,2021,CONCOW015,prefire,km,aster2,live,fb,,tr,"lvs all basal, dissected, fuzzy",,
concow,2021,CONCOW015,prefire,km,media md,live,fb,,0.5,,,
concow,2021,CONCOW015,prefire,km,vulmyu,live,gr,,1,,,
concow,2021,CONCOW015,prefire,km,wiry gr,live,gr,,44,,,
concow,2021,CONCOW015,prefire,km,brotec,live,gr,,0.5,,,
concow,2021,CONCOW015,prefire,km,carmul,live,gr,,tr,,,
concow,2021,CONCOW016,prefire,km,node,live,tr,tse,2,resp,,
concow,2021,CONCOW016,prefire,km,quke,live,tr,tse,1,resp,,
concow,2021,CONCOW016,prefire,km,arbmen,live,tr,tse,0.25,resp,,
concow,2021,CONCOW016,prefire,km,node,live,tr,tsa,7,resp,,
concow,2021,CONCOW016,prefire,km,quke,live,tr,tsa,4.5,resp,,
concow,2021,CONCOW016,prefire,km,arbmen,live,tr,tsa,0.25,resp,,
concow,2021,CONCOW016,prefire,km,node,live,tr,tre,7,,,
concow,2021,CONCOW016,prefire,km,quke,live,tr,tre,4.5,,,
concow,2021,CONCOW016,prefire,km,arbmen,live,tr,tre,0.25,,,
concow,2021,CONCOW016,prefire,km,node,dead,tr,tov,tr,,,
concow,2021,CONCOW016,prefire,km,quke,dead,tr,tov,tr,,,
concow,2021,CONCOW016,prefire,km,unk,dead,tr,tov,0.25,,,
concow,2021,CONCOW016,prefire,km,ceaint,live,sh,,80,,,
concow,2021,CONCOW016,prefire,km,rubarm,live,sh,,2.5,,,
concow,2021,CONCOW016,prefire,km,rosbri,live,sh,,tr,,,
concow,2021,CONCOW016,prefire,km,ribroe,live,sh,,tr,,,
concow,2021,CONCOW016,prefire,km,bacpil,live,sh,,1.25,"barely any leaves left; was ""green sh""",,
concow,2021,CONCOW016,prefire,km,rubpar,live,sh,,0.25,,,
concow,2021,CONCOW016,prefire,km,ceaint,dead,sh,,tr,,,
concow,2021,CONCOW016,prefire,km,clarkia1,live,fb,,0.25,,,
concow,2021,CONCOW016,prefire,km,aster2,live,fb,,tr,"long narrowish lvs, forked/toothed, lvs only basal, long stem 30mm T",,
concow,2021,CONCOW016,prefire,km,lyslat,live,fb,,9,,,
concow,2021,CONCOW016,prefire,km,aqufor,live,fb,,0.25,,,
concow,2021,CONCOW016,prefire,km,vertha,live,fb,,tr,,,
concow,2021,CONCOW016,prefire,km,cirvul,live,fb,,tr,,,
concow,2021,CONCOW016,prefire,km,anamar,live,fb,,tr,,,
concow,2021,CONCOW016,prefire,km,luzula,live,gr,,0.25,,,
concow,2021,CONCOW016,prefire,km,wiry gr,live,gr,,0.25,,,
concow,2021,CONCOW017,prefire,km,node,live,tr,tse,0.5,resp,,
concow,2021,CONCOW017,prefire,km,node,live,tr,tsa,1.5,resp,,
concow,2021,CONCOW017,prefire,km,node,live,tr,tre,1.5,,,
concow,2021,CONCOW017,prefire,km,pipo,dead,tr,tov,0.5,,,
concow,2021,CONCOW017,prefire,km,fir,dead,tr,tov,0.25,,,
concow,2021,CONCOW017,prefire,km,node,dead,tr,tsa,0.25,,,
concow,2021,CONCOW017,prefire,km,pinus,dead,tr,tsa,0.25,,,
concow,2021,CONCOW017,prefire,km,ceaint,live,sh,,95,,,
concow,2021,CONCOW017,prefire,km,ribroe,live,sh,,0.25,,,
concow,2021,CONCOW017,prefire,km,samnigcae,live,sh,,3.75,,,
concow,2021,CONCOW017,prefire,km,rubarm,live,sh,,0.5,,,
concow,2021,CONCOW017,prefire,km,aracal,live,sh,,tr,aralia californica,,
concow,2021,CONCOW017,prefire,km,rubleu,live,sh,,0.25,,,
concow,2021,CONCOW017,prefire,km,ribes long pet,live,sh,,0.25,long petiole,,
concow,2021,CONCOW017,prefire,km,pteaqu,live,fern,,1,,,
concow,2021,CONCOW017,prefire,km,lyslat,live,fb,,0.25,,,
concow,2021,CONCOW017,prefire,km,vertha,live,fb,,0.25,,,
concow,2021,CONCOW017,prefire,km,latnev,live,fb,,tr,,,
concow,2021,CONCOW017,prefire,km,anamar,live,fb,,tr,,,
concow,2021,CONCOW017,prefire,km,aqufor,live,fb,,0.25,,,
concow,2021,CONCOW017,prefire,km,melica,live,gr,,tr,,,
