plotid,obs,species,status,lifeform,layer_code,percent,modal_ht_m,notes,site,pre_post_fire,postTime,year
HCM011,zmz,hcmgalium1,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,lathyrus sp,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,iris sp,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,carpyn,live,FB,na,1,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,tarweed,live,FB,na,tr,na,opp lf,henrycoe,postfire,1yr,2022
HCM011,zmz,trifolium sp,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,lupinus sp,live,FB,na,tr,na,"- 1.5cm fuzzy seed, 1cm lf (dry)",henrycoe,postfire,1yr,2022
HCM011,zmz,elygla,live,GR,na,3,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,cynech,live,GR,na,5,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,avefat,live,GR,na,2,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,brocar,live,GR,na,1,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,hcmgrass2,live,GR,na,tr,na,delicate skinny lf grass...melica?,henrycoe,postfire,1yr,2022
HCM011,zmz,brodia,live,GR,na,2,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,gastridium,live,GR,na,tr,na,"? spike infl, skinny mostly basal leaves",henrycoe,postfire,1yr,2022
HCM011,zmz,ribes sp,live,SH,na,tr,1.1,,henrycoe,postfire,1yr,2022
HCM011,zmz,toxdiv,live,SH,na,12,0.9,,henrycoe,postfire,1yr,2022
HCM011,zmz,lonicera sp,live,SH,na,1,0.8,,henrycoe,postfire,1yr,2022
HCM011,zmz,archtostaphylos sp,dead,SH,na,1,0.7,,henrycoe,postfire,1yr,2022
HCM011,zmz,archtostaphylos sp,live,SH,na,2,2.8,,henrycoe,postfire,1yr,2022
HCM011,zmz,arme,live,TR,TSA,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,arme,live,TR,TRE,1.5,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,quag,live,TR,TSE,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,pinus,live,TR,TSE,tr,na,PIPO in regen,henrycoe,postfire,1yr,2022
HCM011,zmz,pipo,live,TR,TSA,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,qudo,live,TR,TOV,tr,na,out of plot,henrycoe,postfire,1yr,2022
HCM011,zmz,umca,live,TR,TRE,tr,na,,henrycoe,postfire,1yr,2022
HCM011,zmz,quke,live,TR,TOV,55,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,iris sp,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,torarv,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,hcmgalium1,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,hcmgalium2,live,FB,na,tr,na,"galium, 6 lf per node, black armed seed >1mm",henrycoe,postfire,1yr,2022
HCM001,zmz,galapa,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,galand,live,FB,na,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,hcmgrass2,live,GR,na,2,na,delicate skinny lf grass...melica?,henrycoe,postfire,1yr,2022
HCM001,zmz,brodia,live,GR,na,1,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,hcmgrass3,live,GR,na,1,na,blue green curled up lf bunchgrass...bromus? some is 1.4m tall,henrycoe,postfire,1yr,2022
HCM001,zmz,elygla,live,GR,na,2,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,cynech,live,GR,na,3,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,lonicera sp,live,SH,na,1,0.4,,henrycoe,postfire,1yr,2022
HCM001,zmz,toxdiv,live,SH,na,20,1.2,,henrycoe,postfire,1yr,2022
HCM001,zmz,arctostaphylos sp,live,SH,na,35,4.9,,henrycoe,postfire,1yr,2022
HCM001,zmz,arctostaphylos sp,dead,SH,na,5,1.5,,henrycoe,postfire,1yr,2022
HCM001,zmz,ribes sp,live,SH,na,tr,1.3,really spiny,henrycoe,postfire,1yr,2022
HCM001,zmz,hcshrub1,live,SH,na,tr,0.8,rhamnus or prunus ilicifolia,henrycoe,postfire,1yr,2022
HCM001,zmz,hetarb,live,SH,na,tr,0.3,,henrycoe,postfire,1yr,2022
HCM001,zmz,umca,live,TR,TSE,tr,na,Called TRE in regen,henrycoe,postfire,1yr,2022
HCM001,zmz,umca,live,TR,TSA,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,quag,live,TR,TSE,tr,na,Called TRE in regen,henrycoe,postfire,1yr,2022
HCM001,zmz,quag,live,TR,TSA,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,quag,live,TR,TOV,25,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,qulo,live,TR,TOV,10,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,arme,live,TR,TOV,20,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,pinus,live,TR,TSE,tr,na,,henrycoe,postfire,1yr,2022
HCM001,zmz,qudo,live,TR,TSE,tr,na,,henrycoe,postfire,1yr,2022
