site,year,plotid,pre_post_fire,obs,species,status,lifeform,layer_code,percent,notes,collected,pic
henrycoe,2021,HCM011,prefire,km,brass,live,fb,,tr,,,
henrycoe,2021,HCM011,prefire,km,iridaceae,live,fb,,1,,,
henrycoe,2021,HCM011,prefire,km,prickly aster,live,fb,,tr,,,
henrycoe,2021,HCM011,prefire,km,branched fb,live,fb,,tr,,,
henrycoe,2021,HCM011,prefire,km,brocar,live,gr,,0.5,,,
henrycoe,2021,HCM011,prefire,km,elygla,live,gr,,2,,,
henrycoe,2021,HCM011,prefire,km,brodia,live,gr,,2,,,
henrycoe,2021,HCM011,prefire,km,cynech,live,gr,,4,,,
henrycoe,2021,HCM011,prefire,km,avefat,live,gr,,tr,,,
henrycoe,2021,HCM011,prefire,km,wavy,live,gr,,tr,,,
henrycoe,2021,HCM011,prefire,km,melica,live,gr,,1,,,
henrycoe,2021,HCM012,prefire,sb,qudo,live,tr,tov,37,,,
henrycoe,2021,HCM012,prefire,sb,pipo,live,tr,tov,5,,,
henrycoe,2021,HCM012,prefire,sb,qudo,dead,tr,tov,4,,,
henrycoe,2021,HCM012,prefire,sb,hetarb,live,tr,tsa,tr,,,
henrycoe,2021,HCM012,prefire,sb,hetarb,live,tr,tse,0.25,,,
henrycoe,2021,HCM012,prefire,sb,quag,live,tr,tse,tr,,,
henrycoe,2021,HCM012,prefire,sb,umbcal,live,tr,tse,0.25,,,
henrycoe,2021,HCM012,prefire,sb,qudo,live,tr,tse,tr,,,
henrycoe,2021,HCM012,prefire,sb,arcglau,live,sh,,40,,,
henrycoe,2021,HCM012,prefire,sb,toxdiv,live,sh,,15,,,
henrycoe,2021,HCM012,prefire,sb,lonsubden,live,sh,,tr,,,
henrycoe,2021,HCM012,prefire,sb,rhaili,live,sh,,tr,,,
henrycoe,2021,HCM012,prefire,sb,arcglan,live,sh,,tr,,,
henrycoe,2021,HCM012,prefire,sb,rhacal,live,sh,,tr,,,
henrycoe,2021,HCM012,prefire,sb,ribes br,live,sh,,tr,was recorded as ribmen but could also have been speciosum,,
henrycoe,2021,HCM012,prefire,sb,iridaceae,live,fb,,4,,,
henrycoe,2021,HCM012,prefire,sb,gal 4,live,fb,,1,,,
henrycoe,2021,HCM012,prefire,sb,fuzzy ast,live,fb,,0.25,,,
henrycoe,2021,HCM012,prefire,sb,gal 4 sm,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,torarv,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,vicia,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,opp bl hairs,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,branched fb,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,galapa,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,themidaceae1,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,galand,live,fb,,tr,,,
henrycoe,2021,HCM012,prefire,sb,brodia,live,gr,,5,,,
henrycoe,2021,HCM012,prefire,sb,bromad?,live,gr,,1.5,,,
henrycoe,2021,HCM012,prefire,sb,brocar,live,gr,,tr,,,
henrycoe,2021,HCM012,prefire,sb,avefat,live,gr,,tr,,,
henrycoe,2021,HCM012,prefire,sb,carex2,live,gr,,tr,,,
henrycoe,2021,HCM012,prefire,sb,poa,live,gr,,tr,,,
henrycoe,2021,HCM012,prefire,sb,cynech,live,gr,,3,,,
henrycoe,2021,HCM013,prefire,sb,qudo,dead,tr,tov,0.25,,,
henrycoe,2021,HCM013,prefire,sb,quke,live,tr,tov,9,overhanging,,
henrycoe,2021,HCM013,prefire,sb,pipo,live,tr,tov,6,,,
henrycoe,2021,HCM013,prefire,sb,quag,live,tr,tov,3,,,
henrycoe,2021,HCM013,prefire,sb,qudo,live,tr,tov,3,,,
henrycoe,2021,HCM013,prefire,sb,arbmen,live,tr,tsa,0.5,,,
henrycoe,2021,HCM013,prefire,sb,hetarb,live,tr,tsa,0.5,,,
henrycoe,2021,HCM013,prefire,sb,quag,dead,tr,tse,tr,,,
henrycoe,2021,HCM013,prefire,sb,quag,live,tr,tse,tr,,,
henrycoe,2021,HCM013,prefire,sb,hetarb,live,tr,tse,0.5,,,
henrycoe,2021,HCM013,prefire,sb,qudo,live,tr,tse,tr,,,
henrycoe,2021,HCM013,prefire,sb,quke,dead,tr,tse,tr,,,
henrycoe,2021,HCM013,prefire,sb,bacpilcon,live,sh,,4,,,
henrycoe,2021,HCM013,prefire,sb,toxdiv,live,sh,,15,,,
henrycoe,2021,HCM013,prefire,sb,arcglau,live,sh,,28,,,
henrycoe,2021,HCM013,prefire,sb,lonsubden,live,sh,,tr,,,
henrycoe,2021,HCM013,prefire,sb,arcglau,dead,sh,,9,,,
henrycoe,2021,HCM013,prefire,sb,symalblae,live,sh,,7,,,
henrycoe,2021,HCM013,prefire,sb,pentri,live,fb,,tr,,,
henrycoe,2021,HCM013,prefire,sb,iridaceae,live,fb,,0.5,,,
henrycoe,2021,HCM013,prefire,sb,gal4,live,fb,,0.25,,,
henrycoe,2021,HCM013,prefire,sb,vicia,live,fb,,tr,,,
henrycoe,2021,HCM013,prefire,sb,torarv,live,fb,,tr,,,
henrycoe,2021,HCM013,prefire,sb,brocar,live,gr,,0.75,,,
henrycoe,2021,HCM013,prefire,sb,brodia,live,gr,,0.5,,,
henrycoe,2021,HCM013,prefire,sb,elygla,live,gr,,0.25,,,
henrycoe,2021,HCM013,prefire,sb,cynech,live,gr,,tr,,,
henrycoe,2021,HCM014,prefire,sb,quke,live,tr,tov,50,,,
henrycoe,2021,HCM014,prefire,sb,qudo,live,tr,tov,28,,,
henrycoe,2021,HCM014,prefire,sb,quke,dead,tr,tov,1,6 or so percent of plot covered by a fallen branch of quke almost connected to trunk,,
henrycoe,2021,HCM014,prefire,sb,umbcal,dead,tr,tse,tr,,,
henrycoe,2021,HCM014,prefire,sb,umbcal,live,tr,tse,tr,,,
henrycoe,2021,HCM014,prefire,sb,qudo,dead,tr,tse,tr,,,
henrycoe,2021,HCM014,prefire,sb,quag,live,tr,tse,tr,,,
henrycoe,2021,HCM014,prefire,sb,arcglau,live,sh,,5.5,about 3 is rooted out of plot and overhangin,,
henrycoe,2021,HCM014,prefire,sb,bacpilcon,live,sh,,0.75,,,
henrycoe,2021,HCM014,prefire,sb,arcglau,dead,sh,,tr,,,
henrycoe,2021,HCM014,prefire,sb,toxdiv,live,sh,,8,,,
henrycoe,2021,HCM014,prefire,sb,symalblae,live,sh,,5,,,
henrycoe,2021,HCM014,prefire,sb,vicia,live,fb,,1,,,
henrycoe,2021,HCM014,prefire,sb,torarv,live,fb,,0.25,,,
henrycoe,2021,HCM014,prefire,sb,gal4 sm,live,fb,,0.5,,,
henrycoe,2021,HCM014,prefire,sb,gal4,live,fb,,2,,,
henrycoe,2021,HCM014,prefire,sb,pentri,live,fb,,0.25,,,
henrycoe,2021,HCM014,prefire,sb,lathyrus1,live,fb,,0.75,,,
henrycoe,2021,HCM014,prefire,sb,prickly aster,live,fb,,tr,"was recorded as ""spiky ast""",,
henrycoe,2021,HCM014,prefire,sb,achmil,live,fb,,tr,,,
henrycoe,2021,HCM014,prefire,sb,elygla,live,gr,,1.5,,,
henrycoe,2021,HCM014,prefire,sb,avefat,live,gr,,3.5,,,
henrycoe,2021,HCM014,prefire,sb,melica,live,gr,,9,,,
henrycoe,2021,HCM014,prefire,sb,brodia,live,gr,,2.5,,,
henrycoe,2021,HCM014,prefire,sb,sm gr,live,gr,,1.5,,,
henrycoe,2021,HCM014,prefire,sb,cynech,live,gr,,tr,,,
henrycoe,2021,HCM014,prefire,sb,brocar,live,gr,,tr,,,
henrycoe,2021,HCM014,prefire,sb,poa,live,gr,,tr,,,
