site_plotid,SG_plot_x1h,SG_plot_x10h,SG_plot_x100h,SG_plot_x1000s
bouverie_bouv001,0.58,0.57,0.53,0.47
bouverie_bouv002,0.58,0.57,0.53,0.47
bouverie_bouv003,0.5872844822982548,0.584568964596509,0.5518534468947631,0.4262931062104751
bouverie_bouv004,0.58,0.57,0.53,0.47
bouverie_bouv005,0.6,0.61,0.59,0.35
bouverie_bouv006,0.58,0.57,0.53,0.47
bouverie_bouv007,0.593602885583736,0.597205771167472,0.5708086567512081,0.3883826864975839
bouverie_bouv008,0.58,0.57,0.53,0.47
bouverie_bouv009,0.5887233720326273,0.5874467440652544,0.5561701160978817,0.41765976780423664
bouverie_bouv010,0.5917517691274562,0.5935035382549123,0.5652553073823685,0.3994893852352629
bouverie_bouv011,0.58,0.57,0.53,0.47
bouverie_bouv012,0.58,0.57,0.53,0.47
burtonsp_burton07,0.5388734332647057,0.5475811462291287,0.5415275576446817,0.38047659384869964
burtonsp_burton08,0.5412145479485393,0.5456072739742697,0.5419636301286517,0.336821821922809
burtonsp_burton09,0.5452985280875515,0.5476492640437758,0.531753679781121,0.3429477921313273
burtonsp_burton1,0.5384674865206206,0.5442337432603103,0.5488312836984485,0.33270122978093086
burtonsp_burton10,0.5300000000000001,0.5407448368591556,0.5685103262816891,0.3311725528873326
burtonsp_burton11,0.5431255791170189,0.5465627895585095,0.5371860522074527,0.3396883686755283
burtonsp_burton12,0.5370633737953139,0.5495641039081631,0.5536971417017995,0.42108131585056285
burtonsp_burton13,0.5334248105157682,0.5440969644783973,0.5646600798063449,0.3449231550077671
burtonsp_burton14,0.5424563957467768,0.5506960371331282,0.5509268003175876,0.363695246108243
burtonsp_burton14,0.5420223923185999,0.5504062799687008,0.5517716230606764,0.3627243026669574
burtonsp_burton15,0.5513973061620705,0.5563796382150721,0.5248140152970174,0.39797223431312245
burtonsp_burton16,0.5326520175172146,0.5420242628416274,0.561973448040922,0.33445183752112573
burtonsp_burton17,0.53,0.54,0.57,0.32
burtonsp_burton18,0.53,0.5440664608487021,0.5618670783025956,0.38099691273053227
burtonsp_burton19,0.5302539146020508,0.5430494565581175,0.563779433326526,0.3642183607594585
burtonsp_burton2,0.5374015241232746,0.5437007620616373,0.5514961896918138,0.3311022861849117
burtonsp_burton20,0.5301966514196267,0.540117990851776,0.5698426788642986,0.3205899542588798
burtonsp_burton21,0.53,0.5436402412014182,0.5627195175971638,0.3746036180212721
burtonsp_burton22,0.5299999999999995,0.542549669514194,0.5649006609716104,0.358245042712917
burtonsp_burton23,0.5313519050845864,0.5369103208261149,0.5646596028763675,0.35881138392470907
burtonsp_burton24,0.5398212211952218,0.5539074975462711,0.5461134933855463,0.46968513602273654
burtonsp_burton25,0.53,0.5469791654618568,0.5560416690762866,0.42468748192785016
burtonsp_burton26,0.53,0.5448458908317986,0.560308218336403,0.39268836247697764
burtonsp_burton27,0.5299999999999998,0.5496513242054241,0.5506973515891512,0.46476986308136436
burtonsp_burton28,0.53,0.5459688123972162,0.5580623752055678,0.4095321859582419
burtonsp_burton3,0.5506476476494532,0.5499466010181372,0.5181922694730732,0.3526061036360679
burtonsp_burton30,0.53,0.548395311945667,0.553209376108666,0.44592967918500453
burtonsp_burton31,0.5314441071466252,0.5407220535733127,0.5663897321334376,0.3221661607199376
burtonsp_burton32,0.53,0.54,0.57,0.32
burtonsp_burton33,0.53,0.55,0.55,0.47
burtonsp_burton34,0.53,0.5414948360569121,0.567010327886176,0.34242254085367996
burtonsp_burton35,0.5299999999999998,0.5490624513312039,0.5518750973375915,0.4559367699680613
burtonsp_burton37,0.5303440982756003,0.5502293988504001,0.5498279508621997,0.4697706011495996
burtonsp_burton38,0.53,0.5413247187038182,0.5673505625923639,0.3398707805572706
burtonsp_burton39,0.5350555280748688,0.5444619669505641,0.5534927739865687,0.3565963358092487
burtonsp_burton4,0.5301972678735133,0.5433745261469055,0.5633298548555937,0.36943428496250474
burtonsp_burton40,0.5318448816414894,0.5409224408207447,0.5653877958962757,0.3227673224622342
burtonsp_burton41,0.5473714957519953,0.5500663618732318,0.5238100326255459,0.3667664535865004
burtonsp_burton42,0.53,0.5454938973590715,0.5590122052818572,0.402408460386071
burtonsp_burton43,0.53,0.5426543469500339,0.5646913060999323,0.3598152042505076
burtonsp_burton44,0.53,0.5429141974110061,0.5641716051779877,0.36371296116509194
burtonsp_burton45,0.5390203292958303,0.5477833329345118,0.5619502752108356,0.34053314819548447
burtonsp_burton46,0.5336616547861425,0.5498876103668349,0.5516894411807874,0.4463442267856673
burtonsp_burton47,0.53,0.54,0.57,0.32
burtonsp_burton5,0.5302941253578946,0.5414538385249579,0.5576102573389908,0.40995894563455115
burtonsp_burton6,0.5387626724980421,0.5443813362490211,0.5480933187548946,0.3331440087470632
burtonsp_burton7,0.5384771076223447,0.5471539788218959,0.5429763809226914,0.37644703659436946
burtonsp_burton8,0.5412474837753548,0.5456237418876774,0.541881290561613,0.3368712256630321
burtonsp_burton9,0.5452245645243436,0.5476122822621718,0.5319385886891406,0.34283684678651555
calaveras_bigtrees01,0.5304050295307029,0.5402430177184218,0.5696759763754373,0.3212150885921092
calaveras_bigtrees01,0.5305361741251472,0.5403217044750884,0.5695710606998825,0.3216085223754413
calaveras_bigtrees02,0.5641388119535565,0.5604832871721339,0.5426889504371548,0.4224164358606697
calaveras_bigtrees02,0.5641388119535565,0.5604832871721339,0.5426889504371548,0.4224164358606697
calaveras_bigtrees03,0.5530741599987026,0.5538444959992216,0.551540672001038,0.38922247999610765
calaveras_bigtrees04,0.5494735211240329,0.5516841126744197,0.5544211831007736,0.37842056337209873
calaveras_bigtrees04,0.553420709294538,0.5540524255767225,0.5512634325643686,0.3902621278836153
calaveras_bigtrees05,0.5705497134681053,0.568662467640703,0.511349421404707,0.4410615914505078
calaveras_bigtrees05,0.5720589336095329,0.5689498734881282,0.5142098563599672,0.4454026417394313
calaveras_bigtrees06,0.5868465774125972,0.5836931548251945,0.5231534225874028,0.44261369034961107
calaveras_bigtrees06,0.5715584303623169,0.5702398504809445,0.5110447860275861,0.4386989174767518
calaveras_bigtrees07,0.5301336807861947,0.5400802084717168,0.5698930553710441,0.3204010423585842
calaveras_bigtrees07,0.5301295909597347,0.5400777545758408,0.5698963272322123,0.3203887728792039
calaveras_bigtrees08,0.5743359539004003,0.5746461765829216,0.5333820077021538,0.4127848404877931
calaveras_bigtrees08,0.5771171059817173,0.5784832169326527,0.530847321879823,0.4102865512270407
calaveras_bigtrees09,0.5429608092024387,0.5483870851956483,0.5595441241131658,0.35582942923639055
calaveras_bigtrees09,0.5431195458126381,0.5485044242102524,0.559413978103794,0.35619515382456673
calaveras_bigtrees10,0.5500709610193646,0.5557003929910915,0.5534206859874399,0.36192380116073025
calaveras_bigtrees10,0.5702224968970908,0.5731311721741481,0.5365366204771992,0.3956791205118042
calaveras_bigtrees11,0.568442655124604,0.5661475517082013,0.5107377585410068,0.44303286195740943
calaveras_bigtrees11,0.5681646597944641,0.5660548865981546,0.5102744329907735,0.4423842061870828
calaveras_bigtrees12,0.5419370312393237,0.5483167076721215,0.5497713524196642,0.3586973160392891
calaveras_bigtrees12,0.5440601465652524,0.5492482035995585,0.5512398128890323,0.3642107288467748
calaveras_bigtrees13,0.5444021507069949,0.5543142602799406,0.5060033082687783,0.3773888767603425
calaveras_bigtrees13,0.5451094729807279,0.5546259328473658,0.5064801178203241,0.3792290415895061
calaveras_bigtrees14,0.5613898867830021,0.5633281051646803,0.5033169894459653,0.42540509308620433
calaveras_bigtrees15,0.5340821329499779,0.5424492797699868,0.5667342936400179,0.33224639884993323
calaveras_bigtrees15,0.5341316528058039,0.5425103735615613,0.5666901946299172,0.3322380490270172
calaveras_bigtrees17,0.5661264664668654,0.5661632431228508,0.5404577749346889,0.4059425831869377
calaveras_bigtrees18,0.5323289799908537,0.5413973879945122,0.5681368160073168,0.32698693997256134
calaveras_bigtrees19,0.5350025614318769,0.5430015368591261,0.5659979508544984,0.33500768429563055
calaveras_bigtrees20,0.5673026607839093,0.5646656150636302,0.5190306993849888,0.43761802883493994
calaveras_bigtrees21,0.5798293864947782,0.5815244887456485,0.5284755112543515,0.4113538752404267
calaveras_bigtrees22,0.574598987746908,0.5771658231224235,0.5328341768775776,0.4017648108693308
calaveras_bigtrees23,0.561959572694491,0.5645343161974411,0.5580576500903673,0.47093363605049476
calaveras_bigtrees24,0.5537428925710883,0.5578071694283162,0.5640642768572279,0.45058590914098595
calaveras_bigtrees25,0.5415249485811795,0.5469149691487076,0.5607800411350564,0.35457484574353837
calaveras_bigtrees27,0.5527372701644986,0.5536423620986992,0.5518101838684011,0.38821181049349596
calaveras_bigtrees28,0.5302515675674138,0.5401509405404481,0.5697987459460685,0.3207547027022416
calaveras_bigtrees29,0.59,0.59,0.52,0.43
calaveras_bigtrees29,0.59,0.59,0.52,0.43
calaveras_bigtrees30,0.5752645473133285,0.5671587283879971,0.533788362149337,0.4557936419399859
calaveras_bigtrees30,0.5783092427749398,0.5689855456649636,0.5313526057800477,0.46492772832482
calaveras_bigtrees32,0.5415604951002322,0.5515604951002322,0.5179777720489555,0.3662419804009285
calaveras_bigtrees32,0.5449061505378894,0.5531654124891652,0.5190241495301962,0.3752727570297475
calaveras_bigtrees33,0.58,0.57,0.53,0.47
calaveras_bigtrees34,0.5712525196232056,0.5647515117739234,0.5369979843014356,0.4437575588696165
calaveras_bigtrees34,0.5724969683055859,0.5661937573084428,0.5359030573090899,0.44401302329130193
calaveras_bigtrees35,0.576295924498517,0.5782963888555375,0.5314605698074111,0.406293602713414
calaveras_bigtrees35,0.5773350293871404,0.5791559453998223,0.5305955582377826,0.40823044932373065
calaveras_bigtrees36,0.5769322649010303,0.5681593589406182,0.5324541880791761,0.46079679470309054
caples_1,0.5407080891123498,0.5526225864335728,0.5490380627777942,0.4450902618294936
caples_1,0.5385505775262184,0.549354112295499,0.5547120064194894,0.4090082192751749
caples_1,0.5379643703155708,0.5514592627465047,0.550267222633219,0.4441027193041451
caples_10,0.58,0.57,0.53,0.47
caples_100,0.575001769466093,0.5670010616796558,0.5339985844271256,0.4550053083982793
caples_100,0.58,0.57,0.53,0.47
caples_101,0.5530874576836575,0.5576052403203403,0.5168169510342256,0.3986442873263369
caples_102,0.58,0.57,0.53,0.47
caples_102,0.5775444425581449,0.5685266655348868,0.5319644459534837,0.4626333276744352
caples_103,0.5595011796427363,0.5603366072155931,0.5440677536403024,0.4163751480686098
caples_103,0.5606828570842783,0.5609959109774113,0.5431434848367759,0.420018217993637
caples_104,0.530494554641336,0.5442936029030392,0.5623665781450696,0.37910524381698685
caples_105,0.5358257271253524,0.5434954362752115,0.5653394182997181,0.3374771813760569
caples_105,0.5369300254285733,0.544158015257144,0.5644559796571413,0.3407900762857199
caples_106,0.565512376965126,0.5613732493184309,0.5414584521491889,0.42752447798570614
caples_107,0.53,0.5412726202465079,0.5674547595069843,0.33908930369761764
caples_108,0.53,0.5423267128140172,0.5653465743719657,0.3549006922102577
caples_109,0.53,0.54,0.57,0.32
caples_11,0.5419939378892094,0.5532336412406567,0.5483302926743704,0.4465409912745939
caples_11,0.5432156115302742,0.551831116431092,0.5516240117499273,0.41817307728472924
caples_110,0.5405596868250951,0.5390364615273278,0.5413916647939148,0.3639634622929339
caples_111,0.5872179950915934,0.5844359901831868,0.52278200490840665,0.44112801963362624
caples_111,0.5838094137564139,0.5817400399127214,0.5256018416150297,0.4341562829748772
caples_112,0.533631050303807,0.5418155251519036,0.5609223742404827,0.32544657545571043
caples_113,0.5414345806257344,0.5547614535739029,0.5601088228276582,0.42223686859729676
caples_114,0.5625144683007628,0.5713933243511617,0.5699198258777189,0.4425305620449686
caples_115,0.5359276853820729,0.5512705488872491,0.549829976378331,0.4534921210162994
caples_115,0.5394983348540517,0.5528580637129231,0.5480832065157741,0.4558809465695371
caples_116,0.5301644420588064,0.5412068599033821,0.567339617105028,0.337116246197889
caples_117,0.5707750972630364,0.5656983613510504,0.5349133162031132,0.4608248366875403
caples_117,0.5703235615317602,0.5653451704700635,0.5354390836725766,0.4582361878603933
caples_118,0.558790913691946,0.5572745482151676,0.5469672690464432,0.40637274107583815
caples_118,0.5506180835947123,0.5561241897294311,0.5459988539790226,0.4381543443731937
caples_119,0.5595869960220048,0.5577521976132028,0.5463304031823962,0.40876098806601424
caples_119,0.5591846359482856,0.5575107815689713,0.5466522912413714,0.4075539078448569
caples_12,0.5367449871300574,0.5440469922780344,0.5646040102959541,0.34023496139017206
caples_12,0.5381699202126077,0.5438308121927955,0.5629006870146189,0.3491225302906572
caples_120,0.553518801543915,0.554111280926349,0.551184958764868,0.390556404631745
caples_121,0.58,0.57,0.53,0.47
caples_121,0.58,0.57,0.53,0.47
caples_121,0.58,0.57,0.53,0.47
caples_122,0.5555699161372868,0.5562510928000072,0.5477257808549001,0.41034689517638745
caples_122,0.5573763698868636,0.5573187324620364,0.5463130830306727,0.415522767609364
caples_123,0.5477283054025751,0.5453613741829961,0.5472071698297466,0.4422323043277435
caples_124,0.5300000000000001,0.549144872214701,0.5517102555705985,0.4571730832205122
caples_125,0.5525406489800797,0.5541131586152925,0.5268957833421629,0.4066410551880696
caples_125,0.551332101718968,0.5526317448342606,0.5280172243973548,0.40649598041483503
caples_126,0.53,0.5438790447502544,0.5622419104994911,0.3781856712538164
caples_126,0.53,0.5424515560231111,0.5650968879537779,0.3567733403466659
caples_127,0.5564310878830176,0.5553130836895467,0.536252403169898,0.39110972804509675
caples_127,0.5553837382022164,0.554560960983126,0.5359918626428885,0.38611198553358755
caples_128,0.5573478121210409,0.5536739060605205,0.5016304696973977,0.36102171818156137
caples_128,0.5512722882441587,0.5506361441220794,0.5168192793896033,0.35190843236623803
caples_129,0.5519329268464563,0.553428908489712,0.5519153537591576,0.3898360662669449
caples_129,0.5522300567571016,0.5535972120510858,0.5516975986006692,0.3905778402236764
caples_13,0.58,0.57,0.53,0.47
caples_13,0.5779906217671298,0.5687943730602779,0.5316075025862963,0.4639718653013893
caples_130,0.5345131897965221,0.5435183533586004,0.571334610112088,0.32487714700427395
caples_131,0.53,0.54,0.57,0.32
caples_132,0.599431345774541,0.5950183854606932,0.5938665387866571,0.4013685057546004
caples_133,0.545760523037893,0.5534602338949592,0.520069335403473,0.4273403701970272
caples_14,0.53,0.54,0.57,0.32
caples_14,0.53,0.54,0.57,0.32
caples_16,0.5396137314076416,0.545503239674589,0.5578040289839522,0.3448662066729806
caples_16,0.5375602328832076,0.5443328368495548,0.5604956647271484,0.33963115544407674
caples_17,0.53,0.54,0.57,0.32
caples_17,0.5303131368419861,0.5401878821051918,0.5697494905264112,0.32093941052595804
caples_19,0.6400412239240912,0.6286008742314937,0.6050206119620456,0.47
caples_19,0.6420437923922178,0.6300312802801555,0.6060218961961089,0.47
caples_2,0.5384714145184157,0.5542303619477477,0.5490220322309985,0.47
caples_2,0.5383313906519351,0.552926965662697,0.5500699856706773,0.45592409390129085
caples_2,0.5341891543999339,0.5516756617599736,0.5483243382400266,0.47
caples_20,0.53,0.55,0.55,0.47
caples_20,0.5670323392920318,0.5752335546167774,0.5650279274967225,0.47000000000000003
caples_21,0.532722147499029,0.5461723515942071,0.558744155811198,0.39625238891893005
caples_21,0.532060446947827,0.5452463650272923,0.5603314487245464,0.38633279372242224
caples_22,0.53,0.54,0.57,0.32
caples_23,0.5461480367398802,0.5503470505997357,0.555765113496481,0.37831753855675354
caples_23,0.5439973863188434,0.5489741578025281,0.5576506389224809,0.37062804912486225
caples_23,0.5443106376731364,0.5491481017895515,0.5574280514901517,0.37135770080445385
caples_24,0.5659558680617917,0.561573520837075,0.5412353055505668,0.42786760418537484
caples_24,0.5558720167674202,0.5555232100604521,0.5493023865860638,0.39761605030226055
caples_24,0.5729429801620911,0.5657657880972546,0.5356456158703271,0.4488289404862734
caples_25,0.6654986143078584,0.646784724505613,0.6177493071539291,0.4699999999999998
caples_25,0.6670004605361884,0.6478574718115632,0.6185002302680943,0.4700000000000001
caples_26,0.5849681592393077,0.5858267785154749,0.567644074197203,0.47
caples_26,0.5845073738643094,0.5854458985136717,0.5672654952261271,0.47
caples_27,0.53,0.55,0.55,0.47
caples_27,0.53,0.55,0.55,0.47
caples_28,0.5551926903636366,0.5573553648637467,0.5453663464179598,0.4291743307743855
caples_29,0.5778527966994127,0.5687116780196477,0.5317177626404703,0.4635583900982376
caples_29,0.549764317220532,0.5571612747276646,0.5435831774328843,0.4588332175917752
caples_3,0.53,0.55,0.55,0.47
caples_3,0.5703926410939429,0.5661570564375772,0.5338429435624228,0.47
caples_3,0.53,0.55,0.55,0.47
caples_30,0.53,0.55,0.55,0.47
caples_30,0.53,0.55,0.55,0.47
caples_32,0.5435087271087117,0.547096000692377,0.5537702457770849,0.3986649229647705
caples_32,0.5450887846315117,0.5481003495359121,0.5516017727577349,0.4101366082447079
caples_33,0.5457473689262917,0.5199559177492074,0.5426558530556838,0.4950429557406682
caples_33,0.5452400025698951,0.517126272573786,0.5417991334600083,0.5044634999050076
caples_34,0.5599681950136611,0.5619872780054644,0.5380127219945355,0.4699999999999999
caples_34,0.5644926650750441,0.5637970660300176,0.5362029339699824,0.47
caples_35,0.58,0.57,0.53,0.47
caples_35,0.5752099891713942,0.5677079906657667,0.5326680143370247,0.46435992495813405
caples_36,0.53,0.48,0.54,0.58
caples_36,0.5323222594159879,0.4841800669487779,0.5395355481168026,0.574891029284827
caples_37,0.58,0.57,0.53,0.47
caples_37,0.5599966827568883,0.557998009654133,0.5460026537944893,0.4099900482706652
caples_38,0.53,0.54,0.57,0.32
caples_39,0.53,0.5415580633168195,0.5668838733663608,0.3433709497522939
caples_4,0.5307545742418204,0.502829963392594,0.5485973366022923,0.5006666515628331
caples_40,0.6496019490122565,0.6332962602586517,0.5983118027748051,0.45965974544180926
caples_40,0.6533991410235592,0.6362323092090766,0.6014153084700413,0.46074416416243574
caples_41,0.5989208322558444,0.5992291658970317,0.5844604161279221,0.47
caples_42,0.634261725758827,0.6181769012347061,0.5681312371511815,0.43989865384155535
caples_43,0.57,0.56,0.47,0.38
caples_44,0.53,0.48,0.54,0.58
caples_45,0.5538843942759455,0.5387116809008633,0.49957017156071704,0.48246381331821764
caples_46,0.5462501977760281,0.510150416095748,0.5297744946783396,0.5316487235081746
caples_47,0.539552195354557,0.49910439070911394,0.5232836581295254,0.5322390232272152
caples_48,0.53,0.48,0.54,0.58
caples_49,0.5605345816520892,0.5250747923733489,0.5451249538207622,0.5401454705964198
caples_5,0.5518841555760557,0.5569469656448981,0.5448597309406261,0.44289955121713753
caples_5,0.5466698320272341,0.5535422249332749,0.5458422132130056,0.4520468677580726
caples_50,0.53,0.48,0.54,0.58
caples_51,0.5489421028901914,0.5305122743738437,0.5084298285163478,0.5105456227359649
caples_52,0.5370162767834442,0.4944423114179538,0.5348501251591303,0.5601175904236896
caples_53,0.5473158630963043,0.5146317261926087,0.5096972395814674,0.49342068451847837
caples_54,0.5895503073522418,0.5634349664159652,0.5411627411678357,0.47354603133175255
caples_55,0.5302619201982776,0.4805238403965552,0.5395416396530142,0.578690399008612
caples_56,0.5485147311973106,0.5170294623946214,0.5075992204047063,0.4874263440134464
caples_57,0.5439265468750836,0.5078530937501672,0.5156285429686038,0.5103672656245822
caples_58,0.5680528040255218,0.556105608051044,0.47340759295533613,0.3897359798723894
caples_59,0.5728787925033643,0.5606957012333829,0.5118341842988046,0.45199997233925027
caples_6,0.5576120027358415,0.5610448010943366,0.5389551989056633,0.47
caples_6,0.558825976845152,0.5595620816194136,0.5424062274992336,0.44047536322029185
caples_60,0.53,0.48,0.54,0.58
caples_65,0.5424726610810677,0.5483201948492855,0.5599023571064817,0.35323499223997845
caples_65,0.5399246146706984,0.5465506424653308,0.5619751834544541,0.34679447569753663
caples_7,0.554529567543365,0.5587235663149559,0.5411804280123911,0.4628344160978203
caples_7,0.554209312391748,0.5592926156483895,0.5410984936599196,0.4641333603753569
caples_75,0.5390111428827882,0.5445055714413941,0.5474721427930296,0.33351671432418223
caples_75,0.5408088103775754,0.5454044051887877,0.5429779740560614,0.3362132155663632
caples_76,0.5309154979280633,0.5412324446150982,0.5661618638777078,0.3329936816580959
caples_76,0.530534953720499,0.5410587551019751,0.5670800592153007,0.33267160420663383
caples_77,0.5391479268011246,0.5445739634005623,0.5471301829971885,0.33372189020168685
caples_77,0.5343476081564457,0.5421738040782229,0.5591309796088856,0.3265214122346686
caples_8,0.5571715223290035,0.5608686089316013,0.5391313910683986,0.47
caples_8,0.552746335548696,0.5580415264806585,0.5430154812581615,0.4541448839177012
caples_82,0.5659053455108987,0.5704907874660726,0.5333396183224982,0.45467837684571705
caples_82,0.5659873768325477,0.5706835966870276,0.5332468070342278,0.45427838511497864
caples_83,0.5734258898169884,0.5673703559267953,0.5326296440732046,0.47
caples_84,0.5647102570278015,0.5640577948824591,0.5366398807786864,0.4632214208740864
caples_85,0.5313451314619059,0.5408070788771435,0.568923894830475,0.32403539438571805
caples_9,0.53,0.54,0.57,0.32
caples_92,0.5588865441920502,0.5573319265152301,0.5468907646463599,0.40665963257615056
caples_93,0.5459760704105359,0.5494375006431641,0.5433547981424374,0.3524691591962108
caples_94,0.5531140965344225,0.5583712749230766,0.5447195132950787,0.43301535742077674
caples_95,0.53,0.5417114790972968,0.5665770418054066,0.3456721864594505
caples_98,0.5689507879646403,0.5655803151858562,0.5344196848141439,0.47
caples_99,0.569157172209618,0.5639910621027394,0.5376807446783691,0.44492289828338033
caples_99,0.5726168411978486,0.566090877031435,0.534864982416269,0.4556621082844351
concow_concow001,0.58,0.57,0.53,0.47
concow_concow002,0.5757483533643246,0.5781081141727238,0.5420031365343876,0.39888727526982426
