site,plotid,year,pre_post_fire,postTime,fuelType,mass_mgha
burtonsp,burton30,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton30,2020,prefire,"",total_fine,5.67039275997778
burtonsp,burton30,2020,prefire,"",total_cwd,0
burtonsp,burton30,2020,prefire,"",total_fuel,39.0679152550801
burtonsp,burton30,2020,prefire,"",duff_load,23.5005826899385
burtonsp,burton30,2020,prefire,"",litter_load,9.89693980516382
burtonsp,burton30,2020,prefire,"",litter_depth_cm,5.2125
burtonsp,burton30,2020,prefire,"",duff_depth_cm,3.4625
burtonsp,burton30,2020,prefire,"",fuel_depth_cm,9.5125
burtonsp,burton32,2020,prefire,"",mass_1hr,0.268967208711434
burtonsp,burton32,2020,prefire,"",mass_10hr,2.54420117967332
burtonsp,burton32,2020,prefire,"",mass_100hr,1.41113218965517
burtonsp,burton32,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton32,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton32,2020,prefire,"",total_fine,4.22430057803993
burtonsp,burton32,2020,prefire,"",total_cwd,0
burtonsp,burton32,2020,prefire,"",total_fuel,21.1979845980036
burtonsp,burton32,2020,prefire,"",duff_load,8.52600644509982
burtonsp,burton32,2020,prefire,"",litter_load,8.44767757486388
burtonsp,burton32,2020,prefire,"",litter_depth_cm,1.9875
burtonsp,burton32,2020,prefire,"",duff_depth_cm,1.3875
burtonsp,burton32,2020,prefire,"",fuel_depth_cm,3.75
burtonsp,burton33,2020,prefire,"",mass_1hr,0.034385012477314
burtonsp,burton33,2020,prefire,"",mass_10hr,0.792945780399274
burtonsp,burton33,2020,prefire,"",mass_100hr,0.692957627041742
burtonsp,burton33,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton33,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton33,2020,prefire,"",total_fine,1.52028841991833
burtonsp,burton33,2020,prefire,"",total_cwd,0
burtonsp,burton33,2020,prefire,"",total_fuel,14.6756424160617
burtonsp,burton33,2020,prefire,"",duff_load,6.99631647345735
burtonsp,burton33,2020,prefire,"",litter_load,6.15903752268602
burtonsp,burton33,2020,prefire,"",litter_depth_cm,4.25
burtonsp,burton33,2020,prefire,"",duff_depth_cm,1.0125
burtonsp,burton33,2020,prefire,"",fuel_depth_cm,4.7875
burtonsp,burton35,2020,prefire,"",mass_1hr,0.241124327296094
burtonsp,burton35,2020,prefire,"",mass_10hr,0.695647625825172
burtonsp,burton35,2020,prefire,"",mass_100hr,2.68980375936417
burtonsp,burton35,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton35,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton35,2020,prefire,"",total_fine,3.62657571248544
burtonsp,burton35,2020,prefire,"",total_cwd,0
burtonsp,burton35,2020,prefire,"",total_fuel,38.4038519766795
burtonsp,burton35,2020,prefire,"",duff_load,27.7802399394639
burtonsp,burton35,2020,prefire,"",litter_load,6.99703632473007
burtonsp,burton35,2020,prefire,"",litter_depth_cm,4.0875
burtonsp,burton35,2020,prefire,"",duff_depth_cm,4.0625
burtonsp,burton35,2020,prefire,"",fuel_depth_cm,7.6375
burtonsp,burton36,2020,prefire,"",mass_1hr,1.16398673684211
burtonsp,burton36,2020,prefire,"",mass_10hr,2.29166565517241
burtonsp,burton36,2020,prefire,"",mass_100hr,0.549358995462795
burtonsp,burton36,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton36,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton36,2020,prefire,"",total_fine,4.00501138747731
burtonsp,burton36,2020,prefire,"",total_cwd,0
burtonsp,burton36,2020,prefire,"",total_fuel,45.3383668502722
burtonsp,burton36,2020,prefire,"",duff_load,33.4719300136116
burtonsp,burton36,2020,prefire,"",litter_load,7.8614254491833
burtonsp,burton36,2020,prefire,"",litter_depth_cm,5.35
burtonsp,burton36,2020,prefire,"",duff_depth_cm,4.725
burtonsp,burton36,2020,prefire,"",fuel_depth_cm,10.9875
burtonsp,burton38,2020,postfire,1yr,mass_1hr,0.156893441095493
burtonsp,burton38,2020,postfire,1yr,mass_10hr,1.11575849152009
burtonsp,burton38,2020,postfire,1yr,mass_100hr,0.500337384561887
burtonsp,burton38,2020,postfire,1yr,mass_cwd_sound,0
burtonsp,burton38,2020,postfire,1yr,mass_cwd_rotten,7.17161088329276
burtonsp,burton38,2020,postfire,1yr,total_fine,1.77298931717747
burtonsp,burton38,2020,postfire,1yr,total_cwd,7.17161088329276
burtonsp,burton38,2020,postfire,1yr,total_fuel,21.4700442448534
burtonsp,burton38,2020,postfire,1yr,duff_load,6.94891988314141
burtonsp,burton38,2020,postfire,1yr,litter_load,5.57652416124173
burtonsp,burton38,2020,postfire,1yr,litter_depth_cm,1.4375
burtonsp,burton38,2020,postfire,1yr,duff_depth_cm,1.1125
burtonsp,burton38,2020,postfire,1yr,fuel_depth_cm,2.4625
burtonsp,burton39,2020,postfire,1yr,mass_1hr,0.281603674504104
burtonsp,burton39,2020,postfire,1yr,mass_10hr,2.03498103631963
burtonsp,burton39,2020,postfire,1yr,mass_100hr,0.525408072990409
burtonsp,burton39,2020,postfire,1yr,mass_cwd_sound,1.83224328474805
burtonsp,burton39,2020,postfire,1yr,mass_cwd_rotten,0
burtonsp,burton39,2020,postfire,1yr,total_fine,2.84199278381414
burtonsp,burton39,2020,postfire,1yr,total_cwd,1.83224328474805
burtonsp,burton39,2020,postfire,1yr,total_fuel,14.6306941588158
burtonsp,burton39,2020,postfire,1yr,duff_load,3.75986995738913
burtonsp,burton39,2020,postfire,1yr,litter_load,6.1965881328645
burtonsp,burton39,2020,postfire,1yr,litter_depth_cm,1.8
burtonsp,burton39,2020,postfire,1yr,duff_depth_cm,0.5875
burtonsp,burton39,2020,postfire,1yr,fuel_depth_cm,2.5375
burtonsp,burton41,2020,postfire,1yr,mass_1hr,0.380306394337909
burtonsp,burton41,2020,postfire,1yr,mass_10hr,1.13350002891212
burtonsp,burton41,2020,postfire,1yr,mass_100hr,2.14844015649229
burtonsp,burton41,2020,postfire,1yr,mass_cwd_sound,13.4366524874786
burtonsp,burton41,2020,postfire,1yr,mass_cwd_rotten,0
burtonsp,burton41,2020,postfire,1yr,total_fine,3.66224657974232
burtonsp,burton41,2020,postfire,1yr,total_cwd,13.4366524874786
burtonsp,burton41,2020,postfire,1yr,total_fuel,21.3756816803328
burtonsp,burton41,2020,postfire,1yr,duff_load,0
burtonsp,burton41,2020,postfire,1yr,litter_load,4.27678261311187
burtonsp,burton41,2020,postfire,1yr,litter_depth_cm,1.45
burtonsp,burton41,2020,postfire,1yr,duff_depth_cm,0
burtonsp,burton41,2020,postfire,1yr,fuel_depth_cm,2.05
burtonsp,burton42,2020,prefire,"",mass_1hr,0.0995660136257205
burtonsp,burton42,2020,prefire,"",mass_10hr,1.20415082681944
burtonsp,burton42,2020,prefire,"",mass_100hr,0
burtonsp,burton42,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton42,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton42,2020,prefire,"",total_fine,1.30371684044516
burtonsp,burton42,2020,prefire,"",total_cwd,0
burtonsp,burton42,2020,prefire,"",total_fuel,21.3303950604251
burtonsp,burton42,2020,prefire,"",duff_load,12.6379957374962
burtonsp,burton42,2020,prefire,"",litter_load,7.38868248248374
burtonsp,burton42,2020,prefire,"",litter_depth_cm,2.725
burtonsp,burton42,2020,prefire,"",duff_depth_cm,1.925
burtonsp,burton42,2020,prefire,"",fuel_depth_cm,5.1125
burtonsp,burton43,2020,prefire,"",mass_1hr,0.203381356149441
burtonsp,burton43,2020,prefire,"",mass_10hr,2.22400494012449
burtonsp,burton43,2020,prefire,"",mass_100hr,0.530266901568151
burtonsp,burton43,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton43,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton43,2020,prefire,"",total_fine,2.95765319784208
burtonsp,burton43,2020,prefire,"",total_cwd,0
burtonsp,burton43,2020,prefire,"",total_fuel,41.7698640321498
burtonsp,burton43,2020,prefire,"",duff_load,26.582025319907
burtonsp,burton43,2020,prefire,"",litter_load,12.2301855144006
burtonsp,burton43,2020,prefire,"",litter_depth_cm,3.4875
burtonsp,burton43,2020,prefire,"",duff_depth_cm,4.1875
burtonsp,burton43,2020,prefire,"",fuel_depth_cm,8.2875
burtonsp,burton44,2020,prefire,"",mass_1hr,0.176447515481788
burtonsp,burton44,2020,prefire,"",mass_10hr,2.62661996214428
burtonsp,burton44,2020,prefire,"",mass_100hr,7.50539020660491
burtonsp,burton44,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton44,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton44,2020,prefire,"",total_fine,10.308457684231
burtonsp,burton44,2020,prefire,"",total_cwd,0
burtonsp,burton44,2020,prefire,"",total_fuel,46.3301516593488
burtonsp,burton44,2020,prefire,"",duff_load,19.5810673917546
burtonsp,burton44,2020,prefire,"",litter_load,16.4406265833632
burtonsp,burton44,2020,prefire,"",litter_depth_cm,4.7875
burtonsp,burton44,2020,prefire,"",duff_depth_cm,3.075
burtonsp,burton44,2020,prefire,"",fuel_depth_cm,8.15
burtonsp,burton47,2020,prefire,"",mass_1hr,0.122257822141561
burtonsp,burton47,2020,prefire,"",mass_10hr,0.610608283121597
burtonsp,burton47,2020,prefire,"",mass_100hr,0
burtonsp,burton47,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton47,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton47,2020,prefire,"",total_fine,0.732866105263158
burtonsp,burton47,2020,prefire,"",total_cwd,0
burtonsp,burton47,2020,prefire,"",total_fuel,25.184832030853
burtonsp,burton47,2020,prefire,"",duff_load,13.8259563974592
burtonsp,burton47,2020,prefire,"",litter_load,10.6260095281307
burtonsp,burton47,2020,prefire,"",litter_depth_cm,2.5
burtonsp,burton47,2020,prefire,"",duff_depth_cm,2.25
burtonsp,burton47,2020,prefire,"",fuel_depth_cm,22.775
calaveras,bigtrees01,2020,prefire,"",mass_1hr,0.306812082430087
calaveras,bigtrees01,2020,prefire,"",mass_10hr,1.72939554658231
calaveras,bigtrees01,2020,prefire,"",mass_100hr,2.83946351977354
calaveras,bigtrees01,2020,prefire,"",mass_cwd_sound,129.275529897342
calaveras,bigtrees01,2020,prefire,"",mass_cwd_rotten,68.5238343258612
calaveras,bigtrees01,2020,prefire,"",total_fine,4.87567114878593
calaveras,bigtrees01,2020,prefire,"",total_cwd,197.799364223203
calaveras,bigtrees01,2020,prefire,"",total_fuel,304.534895096181
calaveras,bigtrees01,2020,prefire,"",duff_load,85.1396310814521
calaveras,bigtrees01,2020,prefire,"",litter_load,16.7202286427393
calaveras,bigtrees01,2020,prefire,"",litter_depth_cm,3.9375
calaveras,bigtrees01,2020,prefire,"",duff_depth_cm,13.8375
calaveras,bigtrees01,2020,prefire,"",fuel_depth_cm,15.825
calaveras,bigtrees02,2020,prefire,"",mass_1hr,1.59751203070534
calaveras,bigtrees02,2020,prefire,"",mass_10hr,2.81388295949187
calaveras,bigtrees02,2020,prefire,"",mass_100hr,3.57071883147301
calaveras,bigtrees02,2020,prefire,"",mass_cwd_sound,35.7190090515669
calaveras,bigtrees02,2020,prefire,"",mass_cwd_rotten,29.6115498449845
calaveras,bigtrees02,2020,prefire,"",total_fine,7.98211382167023
calaveras,bigtrees02,2020,prefire,"",total_cwd,65.3305588965515
calaveras,bigtrees02,2020,prefire,"",total_fuel,146.795227676939
calaveras,bigtrees02,2020,prefire,"",duff_load,46.7917063152952
calaveras,bigtrees02,2020,prefire,"",litter_load,26.6908486434218
calaveras,bigtrees02,2020,prefire,"",litter_depth_cm,5.475
calaveras,bigtrees02,2020,prefire,"",duff_depth_cm,7.1125
calaveras,bigtrees02,2020,prefire,"",fuel_depth_cm,9.0625
calaveras,bigtrees03,2020,prefire,"",mass_1hr,0.568328345552944
calaveras,bigtrees03,2020,prefire,"",mass_10hr,3.8819820982122
calaveras,bigtrees03,2020,prefire,"",mass_100hr,13.3552574592358
calaveras,bigtrees03,2020,prefire,"",mass_cwd_sound,19.6674545432849
calaveras,bigtrees03,2020,prefire,"",mass_cwd_rotten,0
calaveras,bigtrees03,2020,prefire,"",total_fine,17.8055679030009
calaveras,bigtrees03,2020,prefire,"",total_cwd,19.6674545432849
calaveras,bigtrees03,2020,prefire,"",total_fuel,94.2742806338687
calaveras,bigtrees03,2020,prefire,"",duff_load,43.1853298689359
calaveras,bigtrees03,2020,prefire,"",litter_load,13.615928318647
calaveras,bigtrees03,2020,prefire,"",litter_depth_cm,3.175
calaveras,bigtrees03,2020,prefire,"",duff_depth_cm,6.675
calaveras,bigtrees03,2020,prefire,"",fuel_depth_cm,7.225
calaveras,bigtrees04,2020,prefire,"",mass_1hr,1.03100964742958
calaveras,bigtrees04,2020,prefire,"",mass_10hr,3.44812465876675
calaveras,bigtrees04,2020,prefire,"",mass_100hr,5.10877106807693
calaveras,bigtrees04,2020,prefire,"",mass_cwd_sound,67.0197296190504
calaveras,bigtrees04,2020,prefire,"",mass_cwd_rotten,62.2978847861459
calaveras,bigtrees04,2020,prefire,"",total_fine,9.58790537427326
calaveras,bigtrees04,2020,prefire,"",total_cwd,129.317614405196
calaveras,bigtrees04,2020,prefire,"",total_fuel,226.946511998404
calaveras,bigtrees04,2020,prefire,"",duff_load,68.0093146939501
calaveras,bigtrees04,2020,prefire,"",litter_load,20.0316775249846
calaveras,bigtrees04,2020,prefire,"",litter_depth_cm,4.28125
calaveras,bigtrees04,2020,prefire,"",duff_depth_cm,10.55625
calaveras,bigtrees04,2020,prefire,"",fuel_depth_cm,17.1125
calaveras,bigtrees05,2020,prefire,"",mass_1hr,1.20039380873183
calaveras,bigtrees05,2020,prefire,"",mass_10hr,2.66625740001326
calaveras,bigtrees05,2020,prefire,"",mass_100hr,8.18940502376474
calaveras,bigtrees05,2020,prefire,"",mass_cwd_sound,93.7494925269738
calaveras,bigtrees05,2020,prefire,"",mass_cwd_rotten,2.53078693034042
calaveras,bigtrees05,2020,prefire,"",total_fine,12.0560562325098
calaveras,bigtrees05,2020,prefire,"",total_cwd,96.2802794573143
calaveras,bigtrees05,2020,prefire,"",total_fuel,247.487256879578
calaveras,bigtrees05,2020,prefire,"",duff_load,125.697954088352
calaveras,bigtrees05,2020,prefire,"",litter_load,13.4529671014025
calaveras,bigtrees05,2020,prefire,"",litter_depth_cm,3.75
calaveras,bigtrees05,2020,prefire,"",duff_depth_cm,19.8125
calaveras,bigtrees05,2020,prefire,"",fuel_depth_cm,9.4875
calaveras,bigtrees06,2020,prefire,"",mass_1hr,0.630015659446146
calaveras,bigtrees06,2020,prefire,"",mass_10hr,1.45414312888031
calaveras,bigtrees06,2020,prefire,"",mass_100hr,2.03885807551489
calaveras,bigtrees06,2020,prefire,"",mass_cwd_sound,23.907566310322
calaveras,bigtrees06,2020,prefire,"",mass_cwd_rotten,28.5924018897049
calaveras,bigtrees06,2020,prefire,"",total_fine,4.12301686384135
calaveras,bigtrees06,2020,prefire,"",total_cwd,52.4999682000269
calaveras,bigtrees06,2020,prefire,"",total_fuel,112.126420996402
calaveras,bigtrees06,2020,prefire,"",duff_load,42.4775038186474
calaveras,bigtrees06,2020,prefire,"",litter_load,13.0259321138864
calaveras,bigtrees06,2020,prefire,"",litter_depth_cm,4.9375
calaveras,bigtrees06,2020,prefire,"",duff_depth_cm,6.81875
calaveras,bigtrees06,2020,prefire,"",fuel_depth_cm,12.0375
calaveras,bigtrees07,2020,prefire,"",mass_1hr,0.263010008088533
calaveras,bigtrees07,2020,prefire,"",mass_10hr,1.62800101203299
calaveras,bigtrees07,2020,prefire,"",mass_100hr,1.88527966234237
calaveras,bigtrees07,2020,prefire,"",mass_cwd_sound,93.9929344708571
calaveras,bigtrees07,2020,prefire,"",mass_cwd_rotten,57.8195140808682
calaveras,bigtrees07,2020,prefire,"",total_fine,3.77629068246389
calaveras,bigtrees07,2020,prefire,"",total_cwd,151.812448551725
calaveras,bigtrees07,2020,prefire,"",total_fuel,243.20061998126
calaveras,bigtrees07,2020,prefire,"",duff_load,58.1614143292246
calaveras,bigtrees07,2020,prefire,"",litter_load,29.4504664178464
calaveras,bigtrees07,2020,prefire,"",litter_depth_cm,6.925
calaveras,bigtrees07,2020,prefire,"",duff_depth_cm,9.4625
calaveras,bigtrees07,2020,prefire,"",fuel_depth_cm,10.8
calaveras,bigtrees08,2020,prefire,"",mass_1hr,0.66307523765145
calaveras,bigtrees08,2020,prefire,"",mass_10hr,1.18219044785281
calaveras,bigtrees08,2020,prefire,"",mass_100hr,1.57055257389477
calaveras,bigtrees08,2020,prefire,"",mass_cwd_sound,5.47308162660163
calaveras,bigtrees08,2020,prefire,"",mass_cwd_rotten,11.217330131607
calaveras,bigtrees08,2020,prefire,"",total_fine,3.41581825939903
calaveras,bigtrees08,2020,prefire,"",total_cwd,16.6904117582086
calaveras,bigtrees08,2020,prefire,"",total_fuel,86.3113032052173
calaveras,bigtrees08,2020,prefire,"",duff_load,52.7357037663312
calaveras,bigtrees08,2020,prefire,"",litter_load,13.4693694212784
calaveras,bigtrees08,2020,prefire,"",litter_depth_cm,6.3875
calaveras,bigtrees08,2020,prefire,"",duff_depth_cm,9.05
calaveras,bigtrees08,2020,prefire,"",fuel_depth_cm,8.1625
calaveras,bigtrees09,2020,prefire,"",mass_1hr,0.513512548147604
calaveras,bigtrees09,2020,prefire,"",mass_10hr,1.82381444227474
calaveras,bigtrees09,2020,prefire,"",mass_100hr,3.83220843849817
calaveras,bigtrees09,2020,prefire,"",mass_cwd_sound,24.7065041112652
calaveras,bigtrees09,2020,prefire,"",mass_cwd_rotten,14.5739065640042
calaveras,bigtrees09,2020,prefire,"",total_fine,6.16953542892052
calaveras,bigtrees09,2020,prefire,"",total_cwd,39.2804106752694
calaveras,bigtrees09,2020,prefire,"",total_fuel,102.581546761932
calaveras,bigtrees09,2020,prefire,"",duff_load,39.4837026694519
calaveras,bigtrees09,2020,prefire,"",litter_load,17.6478979882905
calaveras,bigtrees09,2020,prefire,"",litter_depth_cm,4.1
calaveras,bigtrees09,2020,prefire,"",duff_depth_cm,6.3125
calaveras,bigtrees09,2020,prefire,"",fuel_depth_cm,8.925
calaveras,bigtrees10,2020,prefire,"",mass_1hr,0.681787614139524
calaveras,bigtrees10,2020,prefire,"",mass_10hr,4.43529509822114
calaveras,bigtrees10,2020,prefire,"",mass_100hr,5.00122963086174
calaveras,bigtrees10,2020,prefire,"",mass_cwd_sound,12.7704602531478
calaveras,bigtrees10,2020,prefire,"",mass_cwd_rotten,1.54219374221553
calaveras,bigtrees10,2020,prefire,"",total_fine,10.1183123432224
calaveras,bigtrees10,2020,prefire,"",total_cwd,14.3126539953634
calaveras,bigtrees10,2020,prefire,"",total_fuel,94.4680803139243
calaveras,bigtrees10,2020,prefire,"",duff_load,58.147311993974
calaveras,bigtrees10,2020,prefire,"",litter_load,11.8898019813646
calaveras,bigtrees10,2020,prefire,"",litter_depth_cm,5.3625
calaveras,bigtrees10,2020,prefire,"",duff_depth_cm,9.925
calaveras,bigtrees10,2020,prefire,"",fuel_depth_cm,7.1875
calaveras,bigtrees11,2020,prefire,"",mass_1hr,0.869171878976738
calaveras,bigtrees11,2020,prefire,"",mass_10hr,2.67025658212539
calaveras,bigtrees11,2020,prefire,"",mass_100hr,6.82847115098099
calaveras,bigtrees11,2020,prefire,"",mass_cwd_sound,6.36558722511238
calaveras,bigtrees11,2020,prefire,"",mass_cwd_rotten,2.711347704175
calaveras,bigtrees11,2020,prefire,"",total_fine,10.3678996120831
calaveras,bigtrees11,2020,prefire,"",total_cwd,9.07693492928738
calaveras,bigtrees11,2020,prefire,"",total_fuel,56.4195227382887
calaveras,bigtrees11,2020,prefire,"",duff_load,26.0914668486051
calaveras,bigtrees11,2020,prefire,"",litter_load,10.8832213483131
calaveras,bigtrees11,2020,prefire,"",litter_depth_cm,3.05
calaveras,bigtrees11,2020,prefire,"",duff_depth_cm,4.1125
calaveras,bigtrees11,2020,prefire,"",fuel_depth_cm,5.5625
calaveras,bigtrees12,2020,prefire,"",mass_1hr,0.498138656298079
calaveras,bigtrees12,2020,prefire,"",mass_10hr,2.98556031850521
calaveras,bigtrees12,2020,prefire,"",mass_100hr,3.96020197107263
calaveras,bigtrees12,2020,prefire,"",mass_cwd_sound,12.4623478877548
calaveras,bigtrees12,2020,prefire,"",mass_cwd_rotten,12.0533548129641
calaveras,bigtrees12,2020,prefire,"",total_fine,7.44390094587592
calaveras,bigtrees12,2020,prefire,"",total_cwd,24.5157027007189
calaveras,bigtrees12,2020,prefire,"",total_fuel,112.448824964864
calaveras,bigtrees12,2020,prefire,"",duff_load,59.6800187715474
calaveras,bigtrees12,2020,prefire,"",litter_load,20.8092025467213
calaveras,bigtrees12,2020,prefire,"",litter_depth_cm,5.25
calaveras,bigtrees12,2020,prefire,"",duff_depth_cm,9.525
calaveras,bigtrees12,2020,prefire,"",fuel_depth_cm,6.975
calaveras,bigtrees13,2020,prefire,"",mass_1hr,0.864277501919704
calaveras,bigtrees13,2020,prefire,"",mass_10hr,5.67394057214183
calaveras,bigtrees13,2020,prefire,"",mass_100hr,8.71888584733162
calaveras,bigtrees13,2020,prefire,"",mass_cwd_sound,18.0263932811233
calaveras,bigtrees13,2020,prefire,"",mass_cwd_rotten,50.2515660667854
calaveras,bigtrees13,2020,prefire,"",total_fine,15.2571039213932
calaveras,bigtrees13,2020,prefire,"",total_cwd,68.2779593479087
calaveras,bigtrees13,2020,prefire,"",total_fuel,176.373753323874
calaveras,bigtrees13,2020,prefire,"",duff_load,76.1320062465279
calaveras,bigtrees13,2020,prefire,"",litter_load,16.7066838080447
calaveras,bigtrees13,2020,prefire,"",litter_depth_cm,7.975
calaveras,bigtrees13,2020,prefire,"",duff_depth_cm,13.05
calaveras,bigtrees13,2020,prefire,"",fuel_depth_cm,22.3125
calaveras,bigtrees14,2020,prefire,"",mass_1hr,0.992118160830031
calaveras,bigtrees14,2020,prefire,"",mass_10hr,3.47993951320459
calaveras,bigtrees14,2020,prefire,"",mass_100hr,5.76493380407052
calaveras,bigtrees14,2020,prefire,"",mass_cwd_sound,24.0526423072094
calaveras,bigtrees14,2020,prefire,"",mass_cwd_rotten,2.43010843074888
calaveras,bigtrees14,2020,prefire,"",total_fine,10.2369914781051
calaveras,bigtrees14,2020,prefire,"",total_cwd,26.4827507379583
calaveras,bigtrees14,2020,prefire,"",total_fuel,187.517486306243
calaveras,bigtrees14,2020,prefire,"",duff_load,128.997473538868
calaveras,bigtrees14,2020,prefire,"",litter_load,21.8002705513111
calaveras,bigtrees14,2020,prefire,"",litter_depth_cm,7.625
calaveras,bigtrees14,2020,prefire,"",duff_depth_cm,21.01875
calaveras,bigtrees14,2020,prefire,"",fuel_depth_cm,22.85
calaveras,bigtrees15,2020,prefire,"",mass_1hr,1.06595034054873
calaveras,bigtrees15,2020,prefire,"",mass_10hr,3.44294200304874
calaveras,bigtrees15,2020,prefire,"",mass_100hr,0.998976265982519
calaveras,bigtrees15,2020,prefire,"",mass_cwd_sound,5.14120300097679
calaveras,bigtrees15,2020,prefire,"",mass_cwd_rotten,1.96938977158295
calaveras,bigtrees15,2020,prefire,"",total_fine,5.50786860957998
calaveras,bigtrees15,2020,prefire,"",total_cwd,7.11059277255975
calaveras,bigtrees15,2020,prefire,"",total_fuel,58.0967352959143
calaveras,bigtrees15,2020,prefire,"",duff_load,28.8047473135137
calaveras,bigtrees15,2020,prefire,"",litter_load,16.6735266002608
calaveras,bigtrees15,2020,prefire,"",litter_depth_cm,3.8625
calaveras,bigtrees15,2020,prefire,"",duff_depth_cm,4.65
calaveras,bigtrees15,2020,prefire,"",fuel_depth_cm,5.3375
calaveras,bigtrees17,2020,prefire,"",mass_1hr,0.718657536623105
calaveras,bigtrees17,2020,prefire,"",mass_10hr,2.87826143431606
calaveras,bigtrees17,2020,prefire,"",mass_100hr,14.1691330307148
calaveras,bigtrees17,2020,prefire,"",mass_cwd_sound,8.79839908627518
calaveras,bigtrees17,2020,prefire,"",mass_cwd_rotten,33.1763682486652
calaveras,bigtrees17,2020,prefire,"",total_fine,17.766052001654
calaveras,bigtrees17,2020,prefire,"",total_cwd,41.9747673349403
calaveras,bigtrees17,2020,prefire,"",total_fuel,140.387735112932
calaveras,bigtrees17,2020,prefire,"",duff_load,66.819248491897
calaveras,bigtrees17,2020,prefire,"",litter_load,13.8276672844407
calaveras,bigtrees17,2020,prefire,"",litter_depth_cm,3.85
calaveras,bigtrees17,2020,prefire,"",duff_depth_cm,10.775
calaveras,bigtrees17,2020,prefire,"",fuel_depth_cm,8.875
calaveras,bigtrees18,2020,prefire,"",mass_1hr,0.722838855196057
calaveras,bigtrees18,2020,prefire,"",mass_10hr,3.34767984861648
calaveras,bigtrees18,2020,prefire,"",mass_100hr,11.8413010318941
calaveras,bigtrees18,2020,prefire,"",mass_cwd_sound,66.1341257879275
calaveras,bigtrees18,2020,prefire,"",mass_cwd_rotten,0
calaveras,bigtrees18,2020,prefire,"",total_fine,15.9118197357066
calaveras,bigtrees18,2020,prefire,"",total_cwd,66.1341257879275
calaveras,bigtrees18,2020,prefire,"",total_fuel,123.79364311765
calaveras,bigtrees18,2020,prefire,"",duff_load,28.1710310051577
calaveras,bigtrees18,2020,prefire,"",litter_load,13.576666588858
calaveras,bigtrees18,2020,prefire,"",litter_depth_cm,3.1625
calaveras,bigtrees18,2020,prefire,"",duff_depth_cm,4.5625
calaveras,bigtrees18,2020,prefire,"",fuel_depth_cm,5.8625
calaveras,bigtrees19,2020,prefire,"",mass_1hr,0.706630251366332
calaveras,bigtrees19,2020,prefire,"",mass_10hr,1.21288582411466
calaveras,bigtrees19,2020,prefire,"",mass_100hr,4.0533350351636
calaveras,bigtrees19,2020,prefire,"",mass_cwd_sound,56.3370556309786
calaveras,bigtrees19,2020,prefire,"",mass_cwd_rotten,9.69514346965136
calaveras,bigtrees19,2020,prefire,"",total_fine,5.97285111064459
calaveras,bigtrees19,2020,prefire,"",total_cwd,66.03219910063
calaveras,bigtrees19,2020,prefire,"",total_fuel,123.381799578102
calaveras,bigtrees19,2020,prefire,"",duff_load,36.3970716857121
calaveras,bigtrees19,2020,prefire,"",litter_load,14.9796776811153
calaveras,bigtrees19,2020,prefire,"",litter_depth_cm,3.45
calaveras,bigtrees19,2020,prefire,"",duff_depth_cm,5.8625
calaveras,bigtrees19,2020,prefire,"",fuel_depth_cm,4.1125
calaveras,bigtrees20,2020,prefire,"",mass_1hr,0.306967554882523
calaveras,bigtrees20,2020,prefire,"",mass_10hr,2.49702103635174
calaveras,bigtrees20,2020,prefire,"",mass_100hr,10.4891205914087
calaveras,bigtrees20,2020,prefire,"",mass_cwd_sound,80.2655587686008
calaveras,bigtrees20,2020,prefire,"",mass_cwd_rotten,11.147481722137
calaveras,bigtrees20,2020,prefire,"",total_fine,13.293109182643
calaveras,bigtrees20,2020,prefire,"",total_cwd,91.4130404907377
calaveras,bigtrees20,2020,prefire,"",total_fuel,188.521659791706
calaveras,bigtrees20,2020,prefire,"",duff_load,65.3260384148121
calaveras,bigtrees20,2020,prefire,"",litter_load,18.4894717035127
calaveras,bigtrees20,2020,prefire,"",litter_depth_cm,4.7
calaveras,bigtrees20,2020,prefire,"",duff_depth_cm,10.1875
calaveras,bigtrees20,2020,prefire,"",fuel_depth_cm,4.875
calaveras,bigtrees21,2020,prefire,"",mass_1hr,0.410259588639456
calaveras,bigtrees21,2020,prefire,"",mass_10hr,2.90853164209971
calaveras,bigtrees21,2020,prefire,"",mass_100hr,5.04412550126171
calaveras,bigtrees21,2020,prefire,"",mass_cwd_sound,25.5665955941272
calaveras,bigtrees21,2020,prefire,"",mass_cwd_rotten,48.1236313794325
