site,plotid,year,pre_post_fire,postTime,azimuth,slope_percent,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,project,observer,offset_dist_direction,burnpile_ht_m,ID,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth,sum_d2_1000r_cm2,sum_d2_1000s_cm2,plot_id_time
frenchmeadows,fm19-1,2019,prefire,NA,180,0,2,2,4,11.3,46,21,2,9,1,NA,5,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,7,2.5,NA,frenchmeadows_fm19-1_2019_prefire_NA_180,3625,0,fm19-1 prefire NA
frenchmeadows,fm19-1,2019,prefire,NA,270,0,2,2,4,11.3,8,6,5,15,1,NA,9.5,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,12.25,1.5,NA,frenchmeadows_fm19-1_2019_prefire_NA_270,171.25,1450,fm19-1 prefire NA
frenchmeadows,fm19-1,2019,prefire,NA,90,0,2,2,4,11.3,27,8,0,6,0,NA,8,1.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,7,0.75,NA,frenchmeadows_fm19-1_2019_prefire_NA_90,0,1024,fm19-1 prefire NA
frenchmeadows,fm19-10,2019,prefire,NA,0,20,2,2,4,11.3,38,4,0,2,3,NA,1,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,3,NA,frenchmeadows_fm19-10_2019_prefire_NA_0,0,7225,fm19-10 prefire NA
frenchmeadows,fm19-10,2019,prefire,NA,180,21,2,2,4,11.3,22,3,3,1,6,NA,4,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,4,NA,frenchmeadows_fm19-10_2019_prefire_NA_180,5625,0,fm19-10 prefire NA
frenchmeadows,fm19-10,2019,prefire,NA,270,44,2,2,4,11.3,21,3,3,5,1,NA,5,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,1.5,NA,frenchmeadows_fm19-10_2019_prefire_NA_270,0,0,fm19-10 prefire NA
frenchmeadows,fm19-10,2019,prefire,NA,90,41,2,2,4,11.3,58,14,0,6,0.05,NA,6,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,6,0.05,NA,frenchmeadows_fm19-10_2019_prefire_NA_90,0,0,fm19-10 prefire NA
frenchmeadows,fm19-11,2019,prefire,NA,0,0,2,2,4,11.3,25,9,8,2,3,NA,2,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2,3,NA,frenchmeadows_fm19-11_2019_prefire_NA_0,0,0,fm19-11 prefire NA
frenchmeadows,fm19-11,2019,prefire,NA,180,0,2,2,4,11.3,18,3,0,3,3,NA,3,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,2.5,NA,frenchmeadows_fm19-11_2019_prefire_NA_180,0,450,fm19-11 prefire NA
frenchmeadows,fm19-11,2019,prefire,NA,270,38,2,2,4,11.3,25,5,2,0,3,NA,0.05,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.025,3.5,NA,frenchmeadows_fm19-11_2019_prefire_NA_270,0,151.29000000000002,fm19-11 prefire NA
frenchmeadows,fm19-11,2019,prefire,NA,90,53,2,2,4,11.3,56,8,3,4,3,NA,4,8,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,5.5,NA,frenchmeadows_fm19-11_2019_prefire_NA_90,0,571.2099999999999,fm19-11 prefire NA
frenchmeadows,fm19-12,2019,prefire,NA,0,0,2,2,4,11.3,25,20,1,0.05,0.05,NA,3,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.525,1.025,NA,frenchmeadows_fm19-12_2019_prefire_NA_0,1225,0,fm19-12 prefire NA
frenchmeadows,fm19-12,2019,prefire,NA,180,0,2,2,4,11.3,86,20,9,5,1,NA,5,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,1.5,NA,frenchmeadows_fm19-12_2019_prefire_NA_180,0,0,fm19-12 prefire NA
frenchmeadows,fm19-12,2019,prefire,NA,270,27,2,2,4,11.3,14,8,0,0.05,2,NA,0.05,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.05,3,NA,frenchmeadows_fm19-12_2019_prefire_NA_270,0,400,fm19-12 prefire NA
frenchmeadows,fm19-12,2019,prefire,NA,90,30,2,2,4,11.3,52,21,3,5,6,NA,5,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,5.5,NA,frenchmeadows_fm19-12_2019_prefire_NA_90,0,0,fm19-12 prefire NA
frenchmeadows,fm19-13,2019,prefire,NA,0,30,2,2,4,11.3,21,10,2,1,0.05,NA,5,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,0.525,NA,frenchmeadows_fm19-13_2019_prefire_NA_0,3025,0,fm19-13 prefire NA
frenchmeadows,fm19-13,2019,prefire,NA,180,29,2,2,4,11.3,13,13,4,8,3,NA,2,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,2,NA,frenchmeadows_fm19-13_2019_prefire_NA_180,64,0,fm19-13 prefire NA
frenchmeadows,fm19-13,2019,prefire,NA,270,0,2,2,4,11.3,36,13,6,8,0.5,NA,8,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,8,0.275,NA,frenchmeadows_fm19-13_2019_prefire_NA_270,361,196,fm19-13 prefire NA
frenchmeadows,fm19-13,2019,prefire,NA,90,20,2,2,4,11.3,26,3,1,6.5,1,NA,11,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,8.75,1,NA,frenchmeadows_fm19-13_2019_prefire_NA_90,7569,394,fm19-13 prefire NA
frenchmeadows,fm19-14,2019,prefire,NA,0,0,2,2,4,11.3,2,0,0,0,0.05,NA,0,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,0.05,NA,frenchmeadows_fm19-14_2019_prefire_NA_0,0,0,fm19-14 prefire NA
frenchmeadows,fm19-14,2019,prefire,NA,180,0,2,2,4,11.3,5,2,0,0,2,NA,0,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,1.025,NA,frenchmeadows_fm19-14_2019_prefire_NA_180,0,0,fm19-14 prefire NA
frenchmeadows,fm19-14,2019,prefire,NA,270,25,2,2,4,11.3,8,9,0,0.05,2.5,NA,4,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.025,1.75,NA,frenchmeadows_fm19-14_2019_prefire_NA_270,0,0,fm19-14 prefire NA
frenchmeadows,fm19-14,2019,prefire,NA,90,24,2,2,4,11.3,20,6,1,2,3,NA,1,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,2.5,NA,frenchmeadows_fm19-14_2019_prefire_NA_90,0,289,fm19-14 prefire NA
frenchmeadows,fm19-15,2019,prefire,NA,0,28,2,2,4,11.3,28,3,3,3,5,NA,1,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2,4,NA,frenchmeadows_fm19-15_2019_prefire_NA_0,4158.04,856.25,fm19-15 prefire NA
frenchmeadows,fm19-15,2019,prefire,NA,180,32,2,2,4,11.3,6,4,2,0.05,2,NA,3,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.525,3,NA,frenchmeadows_fm19-15_2019_prefire_NA_180,556.25,314.21000000000004,fm19-15 prefire NA
frenchmeadows,fm19-15,2019,prefire,NA,270,0,2,2,4,11.3,19,30,6,5,4,NA,1,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,3,NA,frenchmeadows_fm19-15_2019_prefire_NA_270,325,3073,fm19-15 prefire NA
frenchmeadows,fm19-15,2019,prefire,NA,90,0,2,2,4,11.3,39,19,8,5,2,NA,1,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,3.5,NA,frenchmeadows_fm19-15_2019_prefire_NA_90,1125,225,fm19-15 prefire NA
frenchmeadows,fm19-16,2019,prefire,NA,0,0,2,2,4,11.3,26,7,3,0.05,0.05,NA,0.5,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.275,0.525,NA,frenchmeadows_fm19-16_2019_prefire_NA_0,225,324,fm19-16 prefire NA
frenchmeadows,fm19-16,2019,prefire,NA,180,0,2,2,4,11.3,44,14,8,2.5,0.05,NA,12,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,7.25,2.025,NA,frenchmeadows_fm19-16_2019_prefire_NA_180,400,554,fm19-16 prefire NA
frenchmeadows,fm19-16,2019,prefire,NA,270,45,2,2,4,11.3,137,37,5,4,0.5,NA,6,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,1.25,NA,frenchmeadows_fm19-16_2019_prefire_NA_270,400,225,fm19-16 prefire NA
frenchmeadows,fm19-16,2019,prefire,NA,90,44,2,2,4,11.3,73,27,2,2,1,NA,5,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,1.5,NA,frenchmeadows_fm19-16_2019_prefire_NA_90,0,0,fm19-16 prefire NA
frenchmeadows,fm19-17,2019,prefire,NA,0,0,2,2,4,11.3,8,1,0,3,12.5,NA,1,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2,6.75,NA,frenchmeadows_fm19-17_2019_prefire_NA_0,0,0,fm19-17 prefire NA
frenchmeadows,fm19-17,2019,prefire,NA,180,0,2,2,4,11.3,8,1,0,5,2,NA,1,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,1.5,NA,frenchmeadows_fm19-17_2019_prefire_NA_180,0,0,fm19-17 prefire NA
frenchmeadows,fm19-17,2019,prefire,NA,270,0,2,2,4,11.3,8,1,0,4,5,NA,3,7,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,6,NA,frenchmeadows_fm19-17_2019_prefire_NA_270,0,0,fm19-17 prefire NA
frenchmeadows,fm19-17,2019,prefire,NA,90,0,2,2,4,11.3,4,1,0,4,7,NA,7,7,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5.5,7,NA,frenchmeadows_fm19-17_2019_prefire_NA_90,64,0,fm19-17 prefire NA
frenchmeadows,fm19-18,2019,prefire,NA,0,25,2,2,4,11.3,10,5,1,11,4,NA,8,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,9.5,5,NA,frenchmeadows_fm19-18_2019_prefire_NA_0,0,240.25,fm19-18 prefire NA
frenchmeadows,fm19-18,2019,prefire,NA,180,20,2,2,4,11.3,11,5,5,5,15,NA,3,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,10,NA,frenchmeadows_fm19-18_2019_prefire_NA_180,1494.25,461,fm19-18 prefire NA
frenchmeadows,fm19-18,2019,prefire,NA,270,0,2,2,4,11.3,11,10,3,2.5,0.5,NA,3,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.75,0.75,NA,frenchmeadows_fm19-18_2019_prefire_NA_270,0,1517,fm19-18 prefire NA
frenchmeadows,fm19-18,2019,prefire,NA,90,0,2,2,4,11.3,12,8,4,6,4,NA,4.5,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5.25,3.5,NA,frenchmeadows_fm19-18_2019_prefire_NA_90,0,0,fm19-18 prefire NA
frenchmeadows,fm19-19,2019,prefire,NA,0,27,2,2,4,11.3,2,6,1,2,3.5,NA,3,1.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,2.5,NA,frenchmeadows_fm19-19_2019_prefire_NA_0,144,361,fm19-19 prefire NA
frenchmeadows,fm19-19,2019,prefire,NA,180,25,2,2,4,11.3,24,14,2,3,0.05,NA,2,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,1.025,NA,frenchmeadows_fm19-19_2019_prefire_NA_180,1384,1317,fm19-19 prefire NA
frenchmeadows,fm19-19,2019,prefire,NA,270,0,2,2,4,11.3,30,8,5,8,2,NA,2.5,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5.25,1.025,NA,frenchmeadows_fm19-19_2019_prefire_NA_270,6269,269,fm19-19 prefire NA
frenchmeadows,fm19-19,2019,prefire,NA,90,0,2,2,4,11.3,45,15,7,3,1,NA,2.5,2.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.75,1.75,NA,frenchmeadows_fm19-19_2019_prefire_NA_90,545,0,fm19-19 prefire NA
frenchmeadows,fm19-2,2019,prefire,NA,0,0,2,2,4,11.3,19,13,3,1,5,NA,2,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,4.5,NA,frenchmeadows_fm19-2_2019_prefire_NA_0,3600,0,fm19-2 prefire NA
frenchmeadows,fm19-2,2019,prefire,NA,180,0,2,2,4,11.3,49,10,1,4,5,NA,2,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,5.5,NA,frenchmeadows_fm19-2_2019_prefire_NA_180,5238,742.21,fm19-2 prefire NA
frenchmeadows,fm19-2,2019,prefire,NA,270,33,2,2,4,11.3,19,3,1,5,2,NA,5,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,2.5,NA,frenchmeadows_fm19-2_2019_prefire_NA_270,0,0,fm19-2 prefire NA
frenchmeadows,fm19-2,2019,prefire,NA,90,30,2,2,4,11.3,20,10,3,4,1,NA,4,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,2,NA,frenchmeadows_fm19-2_2019_prefire_NA_90,5106,0,fm19-2 prefire NA
frenchmeadows,fm19-20,2019,prefire,NA,0,37,2,2,4,11.3,78,28,10,3,2,NA,0,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,2.5,NA,frenchmeadows_fm19-20_2019_prefire_NA_0,0,72.25,fm19-20 prefire NA
frenchmeadows,fm19-20,2019,prefire,NA,180,31,2,2,4,11.3,88,17,3,4,2,NA,2,6,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,4,NA,frenchmeadows_fm19-20_2019_prefire_NA_180,0,0,fm19-20 prefire NA
frenchmeadows,fm19-20,2019,prefire,NA,270,0,2,2,4,11.3,60,26,3,5,2,NA,5,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,2.5,NA,frenchmeadows_fm19-20_2019_prefire_NA_270,0,2693,fm19-20 prefire NA
frenchmeadows,fm19-20,2019,prefire,NA,90,0,2,2,4,11.3,36,16,2,4,3,NA,3,5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,4,NA,frenchmeadows_fm19-20_2019_prefire_NA_90,256,729,fm19-20 prefire NA
frenchmeadows,fm19-20,2021,postfire,immediate,90,0,2,2,3,11.3,0,0,0,0,0.5,0.2,0,0,0,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0.25,0.1,frenchmeadows_fm19-20_2021_postfire_immediate_90,394,0,fm19-20 postfire immediate
frenchmeadows,fm19-20,2021,postfire,immediate,0,0,2,2,3,11.3,2,1,0,0,0,0.1,0,0.1,1,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0.05,0.55,frenchmeadows_fm19-20_2021_postfire_immediate_0,0,0,fm19-20 postfire immediate
frenchmeadows,fm19-20,2021,postfire,immediate,180,0,2,2,3,11.3,0,0,0,0,2,2.2,0,0,0,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,1,1.1,frenchmeadows_fm19-20_2021_postfire_immediate_180,0,0,fm19-20 postfire immediate
frenchmeadows,fm19-20,2021,postfire,immediate,270,0,2,2,3,11.3,0,2,0,0,0,0.1,0,0,0.3,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0,0.2,frenchmeadows_fm19-20_2021_postfire_immediate_270,0,0,fm19-20 postfire immediate
frenchmeadows,FM19-20,2022,postfire,1yr,90,0,2,2,4,11.3,2,1,0,0,0.3,0.5,0,1.5,1.5,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0.9,1,frenchmeadows_FM19-20_2022_postfire_1yr_90,200,0,FM19-20 postfire 1yr
frenchmeadows,FM19-20,2022,postfire,1yr,0,0,2,2,4,11.3,30,7,1,0,1,3,0.1,0.5,0.5,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,0.05,0.75,1.75,frenchmeadows_FM19-20_2022_postfire_1yr_0,0,0,FM19-20 postfire 1yr
frenchmeadows,FM19-20,2022,postfire,1yr,180,0,2,2,4,11.3,26,0,1,0,0.2,2,0,0.2,15,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,0,0.2,8.5,frenchmeadows_FM19-20_2022_postfire_1yr_180,0,0,FM19-20 postfire 1yr
frenchmeadows,FM19-20,2022,postfire,1yr,270,0,2,2,4,11.3,8,1,0,0,0.5,0.5,0,2.2,9,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,1.35,4.75,frenchmeadows_FM19-20_2022_postfire_1yr_270,0,100,FM19-20 postfire 1yr
frenchmeadows,fm19-21,2019,prefire,NA,0,0,2,2,4,11.3,24,9,2,1,2.5,NA,4,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,1.275,NA,frenchmeadows_fm19-21_2019_prefire_NA_0,1154,1225,fm19-21 prefire NA
frenchmeadows,fm19-21,2019,prefire,NA,180,0,2,2,4,11.3,4,2,4,0.05,0.05,NA,2,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.025,0.05,NA,frenchmeadows_fm19-21_2019_prefire_NA_180,144,610,fm19-21 prefire NA
frenchmeadows,fm19-21,2019,prefire,NA,270,27,2,2,4,11.3,5,3,1,3,5,NA,3,0.05,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,2.525,NA,frenchmeadows_fm19-21_2019_prefire_NA_270,306.25,0,fm19-21 prefire NA
frenchmeadows,fm19-21,2019,prefire,NA,90,27,2,2,4,11.3,39,10,6,0.05,2,NA,2,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.025,3,NA,frenchmeadows_fm19-21_2019_prefire_NA_90,169,2518,fm19-21 prefire NA
frenchmeadows,fm19-3,2019,prefire,NA,0,0,2,2,4,11.3,58,24,3,6,3,NA,10,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,8,2.5,NA,frenchmeadows_fm19-3_2019_prefire_NA_0,210.25,11169,fm19-3 prefire NA
frenchmeadows,fm19-3,2019,prefire,NA,180,0,2,2,4,11.3,37,10,2,15,0.05,NA,5,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,10,2.025,NA,frenchmeadows_fm19-3_2019_prefire_NA_180,10633,1225,fm19-3 prefire NA
frenchmeadows,fm19-3,2019,prefire,NA,270,32,2,2,4,11.3,11,7,2,5.5,4.5,NA,8.5,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,7,4.25,NA,frenchmeadows_fm19-3_2019_prefire_NA_270,8921.25,546.5,fm19-3 prefire NA
frenchmeadows,fm19-3,2019,prefire,NA,90,25,2,2,4,11.3,26,5,3,4,5,NA,3,2.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.5,3.75,NA,frenchmeadows_fm19-3_2019_prefire_NA_90,0,2041,fm19-3 prefire NA
frenchmeadows,fm19-3,2021,postfire,immediate,90,0,2,2,3,11.3,0,0,0,0,0.5,0.3,0,0,0.3,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0.25,0.3,frenchmeadows_fm19-3_2021_postfire_immediate_90,0,513.5,fm19-3 postfire immediate
frenchmeadows,fm19-3,2021,postfire,immediate,0,0,2,2,3,11.3,0,0,0,8,4.5,5.8,0,0,0,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,4,2.25,2.9,frenchmeadows_fm19-3_2021_postfire_immediate_0,169,10513.5,fm19-3 postfire immediate
frenchmeadows,fm19-3,2021,postfire,immediate,180,0,2,2,3,11.3,0,0,1,0,0,0,0,0,1.1,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,0,0.55,frenchmeadows_fm19-3_2021_postfire_immediate_180,0,240.25,fm19-3 postfire immediate
frenchmeadows,fm19-3,2021,postfire,immediate,270,0,2,2,3,11.3,13,1,0,0,3,3.2,0,0,0.3,NA,NA,CPFMP,mm,NA,NA,NA,NA,NA,0,1.5,1.75,frenchmeadows_fm19-3_2021_postfire_immediate_270,0,1739.25,fm19-3 postfire immediate
frenchmeadows,FM19-3,2022,postfire,1yr,90,0,2,2,3,11.3,9,1,0,0,0,0.2,0,5,3,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,0,2.5,1.6,frenchmeadows_FM19-3_2022_postfire_1yr_90,0,515,FM19-3 postfire 1yr
frenchmeadows,FM19-3,2022,postfire,1yr,0,0,2,2,3,11.3,12,0,2,0,0.5,1,0,0.7,2,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,0,0.6,1.5,frenchmeadows_FM19-3_2022_postfire_1yr_0,289,12665,FM19-3 postfire 1yr
frenchmeadows,FM19-3,2022,postfire,1yr,180,0,2,2,3,11.3,2,0,0,0,0,0.8,0,1,2,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,0,0.5,1.4,frenchmeadows_FM19-3_2022_postfire_1yr_180,121,289,FM19-3 postfire 1yr
frenchmeadows,FM19-3,2022,postfire,1yr,270,0,2,2,3,11.3,10,0,0,2,2,1.7,0,0.2,0.5,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,1,1.1,1.1,frenchmeadows_FM19-3_2022_postfire_1yr_270,0,4325,FM19-3 postfire 1yr
frenchmeadows,fm19-4,2019,prefire,NA,0,0,2,2,4,11.3,2,1,3,3,1,NA,0,1.5,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,1.25,NA,frenchmeadows_fm19-4_2019_prefire_NA_0,0,10125,fm19-4 prefire NA
frenchmeadows,fm19-4,2019,prefire,NA,180,0,2,2,4,11.3,14,9,4,5,0.5,NA,7,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,6,0.75,NA,frenchmeadows_fm19-4_2019_prefire_NA_180,0,484,fm19-4 prefire NA
frenchmeadows,fm19-4,2019,prefire,NA,270,27,2,2,4,11.3,32,14,1,0,0.5,NA,6.5,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3.25,1.75,NA,frenchmeadows_fm19-4_2019_prefire_NA_270,0,421,fm19-4 prefire NA
frenchmeadows,fm19-4,2019,prefire,NA,90,30,2,2,4,11.3,24,6,1,2,3,NA,1,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,3,NA,frenchmeadows_fm19-4_2019_prefire_NA_90,0,0,fm19-4 prefire NA
frenchmeadows,fm19-5,2019,prefire,NA,0,27,2,2,4,11.3,59,20,3,3,1,NA,7,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,5,2,NA,frenchmeadows_fm19-5_2019_prefire_NA_0,0,0,fm19-5 prefire NA
frenchmeadows,fm19-5,2019,prefire,NA,180,27,2,2,4,11.3,41,22,1,2,2,NA,6,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,4,3,NA,frenchmeadows_fm19-5_2019_prefire_NA_180,0,0,fm19-5 prefire NA
frenchmeadows,fm19-5,2019,prefire,NA,270,0,2,2,4,11.3,152,10,3,0,0.5,NA,6,3,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,3,1.75,NA,frenchmeadows_fm19-5_2019_prefire_NA_270,0,961,fm19-5 prefire NA
frenchmeadows,fm19-5,2019,prefire,NA,90,0,2,2,4,11.3,80,25,2,8,0.5,NA,9,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,8.5,0.75,NA,frenchmeadows_fm19-5_2019_prefire_NA_90,0,585,fm19-5 prefire NA
frenchmeadows,fm19-6,2019,prefire,NA,0,21,2,2,4,11.3,1,1,0,0,0,NA,0,0,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0,0,NA,frenchmeadows_fm19-6_2019_prefire_NA_0,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2019,prefire,NA,180,30,2,2,4,11.3,10,15,0,2,1,NA,3,2,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,2.5,1.5,NA,frenchmeadows_fm19-6_2019_prefire_NA_180,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2019,prefire,NA,270,35,2,2,4,11.3,2,2,0,0,0.05,NA,1,4,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,0.5,2.025,NA,frenchmeadows_fm19-6_2019_prefire_NA_270,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2019,prefire,NA,90,36,2,2,4,11.3,6,0,2,3,3,NA,0,1,NA,NA,NA,CPFMP,"RH, MS",NA,NA,NA,NA,NA,1.5,2,NA,frenchmeadows_fm19-6_2019_prefire_NA_90,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2021,postfire,immediate,90,0,2,2,3,11.3,4,0,0,0,1.9,1.5,0,0.8,1.8,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,0,1.35,1.65,frenchmeadows_fm19-6_2021_postfire_immediate_90,0,0,fm19-6 postfire immediate
frenchmeadows,fm19-6,2021,postfire,immediate,0,0,2,2,3,11.3,4,0,0,0,1,1,0,3.2,2.3,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,0,2.1,1.65,frenchmeadows_fm19-6_2021_postfire_immediate_0,0,0,fm19-6 postfire immediate
frenchmeadows,fm19-6,2021,postfire,immediate,180,0,2,2,3,11.3,0,1,0,5,2.8,2.4,3.3,2.6,1.9,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,4.15,2.7,2.15,frenchmeadows_fm19-6_2021_postfire_immediate_180,0,0,fm19-6 postfire immediate
frenchmeadows,fm19-6,2021,postfire,immediate,270,0,2,2,3,11.3,1,1,0,0,0.7,0.8,0,3,3.4,NA,NA,CPFMP,mv,NA,NA,NA,NA,NA,0,1.85,2.1,frenchmeadows_fm19-6_2021_postfire_immediate_270,0,0,fm19-6 postfire immediate
frenchmeadows,FM19-6,2022,postfire,1yr,90,36,2,2,3,11.3,4,2,1,0,0.5,2,0,2,1.3,NA,NA,CPFMP,bk,NA,NA,NA,NA,NA,0,1.25,1.65,frenchmeadows_FM19-6_2022_postfire_1yr_90,0,0,FM19-6 postfire 1yr
frenchmeadows,FM19-6,2022,postfire,1yr,0,21,2,2,3,11.3,6,1,0,0,0.1,0.2,0,0.2,0.6,NA,NA,CPFMP,kw,NA,NA,NA,NA,NA,0,0.15000000000000002,0.4,frenchmeadows_FM19-6_2022_postfire_1yr_0,0,0,FM19-6 postfire 1yr
