site,plotid,year,pre_post_fire,postTime,fuelType,mass_tonsHA
burtonsp,burton06,2019,prefire,"",total_fuel,41.9308054379558
burtonsp,burton06,2019,prefire,"",duff_load,19.5164375
burtonsp,burton06,2019,prefire,"",litter_load,2.024133375
burtonsp,burton06,2019,prefire,"",litter_depth_cm,1.25
burtonsp,burton06,2019,prefire,"",duff_depth_cm,2.5
burtonsp,burton07,2019,postfire,immediate,mass_1hr,0.38276731020146
burtonsp,burton07,2019,postfire,immediate,mass_10hr,2.13125401204506
burtonsp,burton07,2019,postfire,immediate,mass_100hr,2.46465532742458
burtonsp,burton07,2019,postfire,immediate,mass_cwd_sound,0
burtonsp,burton07,2019,postfire,immediate,mass_cwd_rotten,0
burtonsp,burton07,2019,postfire,immediate,total_fine,4.97867664967109
burtonsp,burton07,2019,postfire,immediate,total_cwd,0
burtonsp,burton07,2019,postfire,immediate,total_fuel,7.73627569167333
burtonsp,burton07,2019,postfire,immediate,duff_load,1.35817125273414
burtonsp,burton07,2019,postfire,immediate,litter_load,1.3994277892681
burtonsp,burton07,2019,postfire,immediate,litter_depth_cm,0.4375
burtonsp,burton07,2019,postfire,immediate,duff_depth_cm,0.1875
burtonsp,burton07,2019,prefire,"",mass_1hr,0.792875142560168
burtonsp,burton07,2019,prefire,"",mass_10hr,2.80428159479613
burtonsp,burton07,2019,prefire,"",mass_100hr,14.1717681326913
burtonsp,burton07,2019,prefire,"",mass_cwd_sound,1.69581239509961
burtonsp,burton07,2019,prefire,"",mass_cwd_rotten,0
burtonsp,burton07,2019,prefire,"",total_fine,17.7689248700476
burtonsp,burton07,2019,prefire,"",total_cwd,1.69581239509961
burtonsp,burton07,2019,prefire,"",total_fuel,32.4763208590354
burtonsp,burton07,2019,prefire,"",duff_load,10.4126462709617
burtonsp,burton07,2019,prefire,"",litter_load,2.59893732292647
burtonsp,burton07,2019,prefire,"",litter_depth_cm,0.8125
burtonsp,burton07,2019,prefire,"",duff_depth_cm,1.4375
burtonsp,burton07,2020,postfire,1yr,mass_1hr,0.318972758501217
burtonsp,burton07,2020,postfire,1yr,mass_10hr,3.02862412237982
burtonsp,burton07,2020,postfire,1yr,mass_100hr,0
burtonsp,burton07,2020,postfire,1yr,mass_cwd_sound,0
burtonsp,burton07,2020,postfire,1yr,mass_cwd_rotten,0
burtonsp,burton07,2020,postfire,1yr,total_fine,3.34759688088103
burtonsp,burton07,2020,postfire,1yr,total_cwd,0
burtonsp,burton07,2020,postfire,1yr,total_fuel,19.6249362781988
burtonsp,burton07,2020,postfire,1yr,duff_load,9.95992252005036
burtonsp,burton07,2020,postfire,1yr,litter_load,6.31741687726743
burtonsp,burton07,2020,postfire,1yr,litter_depth_cm,1.975
burtonsp,burton07,2020,postfire,1yr,duff_depth_cm,1.375
burtonsp,burton07,2020,postfire,1yr,fuel_depth_cm,3.475
burtonsp,burton08,2019,postfire,immediate,mass_1hr,0.309166064488011
burtonsp,burton08,2019,postfire,immediate,mass_10hr,3.05944881286444
burtonsp,burton08,2019,postfire,immediate,mass_100hr,3.28375574336939
burtonsp,burton08,2019,postfire,immediate,mass_cwd_sound,2.6118017153051
burtonsp,burton08,2019,postfire,immediate,mass_cwd_rotten,0
burtonsp,burton08,2019,postfire,immediate,total_fine,6.65237062072184
burtonsp,burton08,2019,postfire,immediate,total_cwd,2.6118017153051
burtonsp,burton08,2019,postfire,immediate,total_fuel,21.628820273672
burtonsp,burton08,2019,postfire,immediate,duff_load,8.83525292537896
burtonsp,burton08,2019,postfire,immediate,litter_load,3.52939501226611
burtonsp,burton08,2019,postfire,immediate,litter_depth_cm,0.875
burtonsp,burton08,2019,postfire,immediate,duff_depth_cm,1.25625
burtonsp,burton08,2019,prefire,"",mass_1hr,0.287082774167439
burtonsp,burton08,2019,prefire,"",mass_10hr,2.94613589386946
burtonsp,burton08,2019,prefire,"",mass_100hr,8.20938935842349
burtonsp,burton08,2019,prefire,"",mass_cwd_sound,3.43377831896939
burtonsp,burton08,2019,prefire,"",mass_cwd_rotten,0
burtonsp,burton08,2019,prefire,"",total_fine,11.4426080264604
burtonsp,burton08,2019,prefire,"",total_cwd,3.43377831896939
burtonsp,burton08,2019,prefire,"",total_fuel,45.2696302090597
burtonsp,burton08,2019,prefire,"",duff_load,25.0991513452308
burtonsp,burton08,2019,prefire,"",litter_load,5.29409251839916
burtonsp,burton08,2019,prefire,"",litter_depth_cm,1.3125
burtonsp,burton08,2019,prefire,"",duff_depth_cm,3.56875
burtonsp,burton09,2019,postfire,immediate,mass_1hr,0.0987161817641514
burtonsp,burton09,2019,postfire,immediate,mass_10hr,0.341211011954977
burtonsp,burton09,2019,postfire,immediate,mass_100hr,2.22542648448844
burtonsp,burton09,2019,postfire,immediate,mass_cwd_sound,0
burtonsp,burton09,2019,postfire,immediate,mass_cwd_rotten,0
burtonsp,burton09,2019,postfire,immediate,total_fine,2.66535367820756
burtonsp,burton09,2019,postfire,immediate,total_cwd,0
burtonsp,burton09,2019,postfire,immediate,total_fuel,11.2173650745886
burtonsp,burton09,2019,postfire,immediate,duff_load,7.12822739061659
burtonsp,burton09,2019,postfire,immediate,litter_load,1.42378400576443
burtonsp,burton09,2019,postfire,immediate,litter_depth_cm,0.375
burtonsp,burton09,2019,postfire,immediate,duff_depth_cm,1
burtonsp,burton09,2019,prefire,"",mass_1hr,0.577109985698116
burtonsp,burton09,2019,prefire,"",mass_10hr,3.18463611157978
burtonsp,burton09,2019,prefire,"",mass_100hr,7.23263607458742
burtonsp,burton09,2019,prefire,"",mass_cwd_sound,0.235514920490129
burtonsp,burton09,2019,prefire,"",mass_cwd_rotten,0
burtonsp,burton09,2019,prefire,"",total_fine,10.9943821718653
burtonsp,burton09,2019,prefire,"",total_cwd,0.235514920490129
burtonsp,burton09,2019,prefire,"",total_fuel,37.0259828416263
burtonsp,burton09,2019,prefire,"",duff_load,19.6026253241956
burtonsp,burton09,2019,prefire,"",litter_load,6.19346042507525
burtonsp,burton09,2019,prefire,"",litter_depth_cm,1.63125
burtonsp,burton09,2019,prefire,"",duff_depth_cm,2.75
burtonsp,burton10,2019,postfire,immediate,mass_1hr,0.602736901629717
burtonsp,burton10,2019,postfire,immediate,mass_10hr,2.2388235137336
burtonsp,burton10,2019,postfire,immediate,mass_100hr,2.68469182694051
burtonsp,burton10,2019,postfire,immediate,mass_cwd_sound,2.64685100303781
burtonsp,burton10,2019,postfire,immediate,mass_cwd_rotten,0
burtonsp,burton10,2019,postfire,immediate,total_fine,5.52625224230384
burtonsp,burton10,2019,postfire,immediate,total_cwd,2.64685100303781
burtonsp,burton10,2019,postfire,immediate,total_fuel,15.972275297119
burtonsp,burton10,2019,postfire,immediate,duff_load,6.40729138863809
burtonsp,burton10,2019,postfire,immediate,litter_load,1.39188066313923
burtonsp,burton10,2019,postfire,immediate,litter_depth_cm,0.3125
burtonsp,burton10,2019,postfire,immediate,duff_depth_cm,0.9375
burtonsp,burton10,2019,prefire,"",mass_1hr,0.588386023019486
burtonsp,burton10,2019,prefire,"",mass_10hr,3.58211762197377
burtonsp,burton10,2019,prefire,"",mass_100hr,1.61081509616431
burtonsp,burton10,2019,prefire,"",mass_cwd_sound,6.89646645428191
burtonsp,burton10,2019,prefire,"",mass_cwd_rotten,0
burtonsp,burton10,2019,prefire,"",total_fine,5.78131874115756
burtonsp,burton10,2019,prefire,"",total_cwd,6.89646645428191
burtonsp,burton10,2019,prefire,"",total_fuel,33.3636081687015
burtonsp,burton10,2019,prefire,"",duff_load,16.2318048512165
burtonsp,burton10,2019,prefire,"",litter_load,4.45401812204553
burtonsp,burton10,2019,prefire,"",litter_depth_cm,1
burtonsp,burton10,2019,prefire,"",duff_depth_cm,2.375
burtonsp,burton11,2019,prefire,"",mass_1hr,0.881199243295238
burtonsp,burton11,2019,prefire,"",mass_10hr,5.65286797463569
burtonsp,burton11,2019,prefire,"",mass_100hr,8.78351769818961
burtonsp,burton11,2019,prefire,"",mass_cwd_sound,1.12608634860447
burtonsp,burton11,2019,prefire,"",mass_cwd_rotten,22.2605247448476
burtonsp,burton11,2019,prefire,"",total_fine,15.3175849161205
burtonsp,burton11,2019,prefire,"",total_cwd,23.386611093452
burtonsp,burton11,2019,prefire,"",total_fuel,69.4482862564523
burtonsp,burton11,2019,prefire,"",duff_load,21.7781945381237
burtonsp,burton11,2019,prefire,"",litter_load,8.96589570875601
burtonsp,burton11,2019,prefire,"",litter_depth_cm,2.4375
burtonsp,burton11,2019,prefire,"",duff_depth_cm,3.0625
burtonsp,burton11,2020,prefire,"",mass_1hr,0.525485787286151
burtonsp,burton11,2020,prefire,"",mass_10hr,4.52229437970855
burtonsp,burton11,2020,prefire,"",mass_100hr,7.68557798591591
burtonsp,burton11,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton11,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton11,2020,prefire,"",total_fine,12.7333581529106
burtonsp,burton11,2020,prefire,"",total_cwd,0
burtonsp,burton11,2020,prefire,"",total_fuel,49.7948764537607
burtonsp,burton11,2020,prefire,"",duff_load,25.2449275462332
burtonsp,burton11,2020,prefire,"",litter_load,11.8165907546169
burtonsp,burton11,2020,prefire,"",litter_depth_cm,3.2125
burtonsp,burton11,2020,prefire,"",duff_depth_cm,3.55
burtonsp,burton11,2020,prefire,"",fuel_depth_cm,5.68125
burtonsp,burton12,2019,prefire,"",mass_1hr,0.0811252397041412
burtonsp,burton12,2019,prefire,"",mass_10hr,0.657203046882906
burtonsp,burton12,2019,prefire,"",mass_100hr,2.1165259825463
burtonsp,burton12,2019,prefire,"",mass_cwd_sound,7.47417940192615
burtonsp,burton12,2019,prefire,"",mass_cwd_rotten,0.255135212187991
burtonsp,burton12,2019,prefire,"",total_fine,2.85485426913335
burtonsp,burton12,2019,prefire,"",total_cwd,7.72931461411414
burtonsp,burton12,2019,prefire,"",total_fuel,20.8251931566979
burtonsp,burton12,2019,prefire,"",duff_load,2.88210495277741
burtonsp,burton12,2019,prefire,"",litter_load,7.35891932067305
burtonsp,burton12,2019,prefire,"",litter_depth_cm,2.3125
burtonsp,burton12,2019,prefire,"",duff_depth_cm,0.39375
burtonsp,burton13,2019,prefire,"",mass_1hr,0.831748843646684
burtonsp,burton13,2019,prefire,"",mass_10hr,3.05754071298414
burtonsp,burton13,2019,prefire,"",mass_cwd_sound,20.6293601151111
burtonsp,burton13,2019,prefire,"",mass_cwd_rotten,10.6148284378249
burtonsp,burton13,2019,prefire,"",total_cwd,31.2441885529361
burtonsp,burton13,2019,prefire,"",duff_load,29.1550627907811
burtonsp,burton13,2019,prefire,"",litter_load,13.9801440183486
burtonsp,burton13,2019,prefire,"",litter_depth_cm,3.4375
burtonsp,burton13,2019,prefire,"",duff_depth_cm,4.25
burtonsp,burton14,2019,postfire,immediate,mass_1hr,0.174661103026781
burtonsp,burton14,2019,postfire,immediate,mass_10hr,0.930001946459182
burtonsp,burton14,2019,postfire,immediate,mass_100hr,0
burtonsp,burton14,2019,postfire,immediate,mass_cwd_sound,0
burtonsp,burton14,2019,postfire,immediate,mass_cwd_rotten,0
burtonsp,burton14,2019,postfire,immediate,total_fine,1.10466304948596
burtonsp,burton14,2019,postfire,immediate,total_cwd,0
burtonsp,burton14,2019,postfire,immediate,total_fuel,8.03505153333184
burtonsp,burton14,2019,postfire,immediate,duff_load,4.86279328753224
burtonsp,burton14,2019,postfire,immediate,litter_load,2.06759519631364
burtonsp,burton14,2019,postfire,immediate,litter_depth_cm,0.6875
burtonsp,burton14,2019,postfire,immediate,duff_depth_cm,0.6875
burtonsp,burton14,2019,prefire,"",mass_1hr,0.376900274952527
burtonsp,burton14,2019,prefire,"",mass_10hr,1.39500291968877
burtonsp,burton14,2019,prefire,"",mass_100hr,3.50956542473166
burtonsp,burton14,2019,prefire,"",mass_cwd_sound,1.40254732884821
burtonsp,burton14,2019,prefire,"",mass_cwd_rotten,0.160356619173419
burtonsp,burton14,2019,prefire,"",total_fine,5.28146861937296
burtonsp,burton14,2019,prefire,"",total_cwd,1.56290394802163
burtonsp,burton14,2019,prefire,"",total_fuel,32.6758205526383
burtonsp,burton14,2019,prefire,"",duff_load,18.1249567989838
burtonsp,burton14,2019,prefire,"",litter_load,7.70649118625991
burtonsp,burton14,2019,prefire,"",litter_depth_cm,2.5625
burtonsp,burton14,2019,prefire,"",duff_depth_cm,2.5625
burtonsp,burton14,2020,postfire,1yr,mass_1hr,0.0643488274309193
burtonsp,burton14,2020,postfire,1yr,mass_10hr,0.581251216536989
burtonsp,burton14,2020,postfire,1yr,mass_100hr,1.16985514157722
burtonsp,burton14,2020,postfire,1yr,mass_cwd_sound,0
burtonsp,burton14,2020,postfire,1yr,mass_cwd_rotten,0
burtonsp,burton14,2020,postfire,1yr,total_fine,1.81545518554513
burtonsp,burton14,2020,postfire,1yr,total_cwd,0
burtonsp,burton14,2020,postfire,1yr,total_fuel,9.08064824674587
burtonsp,burton14,2020,postfire,1yr,duff_load,2.82926154910967
burtonsp,burton14,2020,postfire,1yr,litter_load,4.43593151209107
burtonsp,burton14,2020,postfire,1yr,litter_depth_cm,1.475
burtonsp,burton14,2020,postfire,1yr,duff_depth_cm,0.4
burtonsp,burton14,2020,postfire,1yr,fuel_depth_cm,1.7125
burtonsp,burton15,2019,prefire,"",mass_1hr,0.707579079224392
burtonsp,burton15,2019,prefire,"",mass_10hr,6.95750271751291
burtonsp,burton15,2019,prefire,"",mass_100hr,6.85285373039459
burtonsp,burton15,2019,prefire,"",mass_cwd_sound,16.430473817899
burtonsp,burton15,2019,prefire,"",mass_cwd_rotten,3.32554639159971
burtonsp,burton15,2019,prefire,"",total_fine,14.5179355271319
burtonsp,burton15,2019,prefire,"",total_cwd,19.7560202094987
burtonsp,burton15,2019,prefire,"",total_fuel,70.1190085368245
burtonsp,burton15,2019,prefire,"",duff_load,28.1075573564787
burtonsp,burton15,2019,prefire,"",litter_load,7.73749544371512
burtonsp,burton15,2019,prefire,"",litter_depth_cm,3.125
burtonsp,burton15,2019,prefire,"",duff_depth_cm,3.875
burtonsp,burton15,2020,prefire,"",mass_1hr,0.697470806664044
burtonsp,burton15,2020,prefire,"",mass_10hr,6.26175244576162
burtonsp,burton15,2020,prefire,"",mass_100hr,9.34480054144717
burtonsp,burton15,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton15,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton15,2020,prefire,"",total_fine,16.3040237938728
burtonsp,burton15,2020,prefire,"",total_cwd,0
burtonsp,burton15,2020,prefire,"",total_fuel,73.0625781672289
burtonsp,burton15,2020,prefire,"",duff_load,48.4175342850311
burtonsp,burton15,2020,prefire,"",litter_load,8.3410200883249
burtonsp,burton15,2020,prefire,"",litter_depth_cm,3.36875
burtonsp,burton15,2020,prefire,"",duff_depth_cm,6.675
burtonsp,burton15,2020,prefire,"",fuel_depth_cm,8.3875
burtonsp,burton16,2019,prefire,"",mass_1hr,0.861483286517871
burtonsp,burton16,2019,prefire,"",mass_10hr,2.2747851937928
burtonsp,burton16,2019,prefire,"",mass_100hr,6.50950581328894
burtonsp,burton16,2019,prefire,"",mass_cwd_sound,0.351847235253006
burtonsp,burton16,2019,prefire,"",mass_cwd_rotten,10.7878922303178
burtonsp,burton16,2019,prefire,"",total_fine,9.64577429359961
burtonsp,burton16,2019,prefire,"",total_cwd,11.1397394655708
burtonsp,burton16,2019,prefire,"",total_fuel,57.0811157804774
burtonsp,burton16,2019,prefire,"",duff_load,28.0238119886384
burtonsp,burton16,2019,prefire,"",litter_load,8.27179003266854
burtonsp,burton16,2019,prefire,"",litter_depth_cm,3.1875
burtonsp,burton16,2019,prefire,"",duff_depth_cm,3.75
burtonsp,burton16,2020,prefire,"",mass_1hr,0.416222262025488
burtonsp,burton16,2020,prefire,"",mass_10hr,1.81982815503424
burtonsp,burton16,2020,prefire,"",mass_100hr,4.14241279027478
burtonsp,burton16,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton16,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton16,2020,prefire,"",total_fine,6.37846320733451
burtonsp,burton16,2020,prefire,"",total_cwd,0
burtonsp,burton16,2020,prefire,"",total_fuel,54.1379760616746
burtonsp,burton16,2020,prefire,"",duff_load,38.5794478376923
burtonsp,burton16,2020,prefire,"",litter_load,9.18006501664783
burtonsp,burton16,2020,prefire,"",litter_depth_cm,3.5375
burtonsp,burton16,2020,prefire,"",duff_depth_cm,5.1625
burtonsp,burton16,2020,prefire,"",fuel_depth_cm,7.91875
burtonsp,burton17,2019,prefire,"",mass_1hr,0.565858104
burtonsp,burton17,2019,prefire,"",mass_10hr,2.915858088
burtonsp,burton17,2019,prefire,"",mass_100hr,3.110135346
burtonsp,burton17,2019,prefire,"",mass_cwd_sound,2.63385833628319
burtonsp,burton17,2019,prefire,"",mass_cwd_rotten,13.0435547256637
burtonsp,burton17,2019,prefire,"",total_fine,6.591851538
burtonsp,burton17,2019,prefire,"",total_cwd,15.6774130619469
burtonsp,burton17,2019,prefire,"",total_fuel,52.0139881874469
burtonsp,burton17,2019,prefire,"",duff_load,24.1239895875
burtonsp,burton17,2019,prefire,"",litter_load,5.620734
burtonsp,burton17,2019,prefire,"",litter_depth_cm,1.2
burtonsp,burton17,2019,prefire,"",duff_depth_cm,3.5625
burtonsp,burton17,2020,prefire,"",mass_1hr,0.458075608
burtonsp,burton17,2020,prefire,"",mass_10hr,3.140154864
burtonsp,burton17,2020,prefire,"",mass_100hr,7.775338365
burtonsp,burton17,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton17,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton17,2020,prefire,"",total_fine,11.373568837
burtonsp,burton17,2020,prefire,"",total_cwd,0
burtonsp,burton17,2020,prefire,"",total_fuel,57.03383568325
burtonsp,burton17,2020,prefire,"",duff_load,31.4035092525
burtonsp,burton17,2020,prefire,"",litter_load,14.25675759375
burtonsp,burton17,2020,prefire,"",litter_depth_cm,3.04375
burtonsp,burton17,2020,prefire,"",duff_depth_cm,4.6375
burtonsp,burton17,2020,prefire,"",fuel_depth_cm,6.96875
burtonsp,burton18,2019,prefire,"",mass_1hr,0.593665961541035
burtonsp,burton18,2019,prefire,"",mass_10hr,6.10483686903355
burtonsp,burton18,2019,prefire,"",mass_100hr,2.47683482679972
burtonsp,burton18,2019,prefire,"",mass_cwd_sound,4.21119220538458
burtonsp,burton18,2019,prefire,"",mass_cwd_rotten,25.8137923609902
burtonsp,burton18,2019,prefire,"",total_fine,9.17533765737431
burtonsp,burton18,2019,prefire,"",total_cwd,30.0249845663747
burtonsp,burton18,2019,prefire,"",total_fuel,103.702142720871
burtonsp,burton18,2019,prefire,"",duff_load,53.3587021595965
burtonsp,burton18,2019,prefire,"",litter_load,11.1431183375255
burtonsp,burton18,2019,prefire,"",litter_depth_cm,3.25
burtonsp,burton18,2019,prefire,"",duff_depth_cm,7.5
burtonsp,burton18,2020,prefire,"",mass_1hr,0.566265994085295
burtonsp,burton18,2020,prefire,"",mass_10hr,4.3288843253147
burtonsp,burton18,2020,prefire,"",mass_100hr,4.95366965359944
burtonsp,burton18,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton18,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton18,2020,prefire,"",total_fine,9.84881997299944
burtonsp,burton18,2020,prefire,"",total_cwd,0
burtonsp,burton18,2020,prefire,"",total_fuel,196.982362335331
burtonsp,burton18,2020,prefire,"",duff_load,162.832972757035
burtonsp,burton18,2020,prefire,"",litter_load,24.3005696052961
burtonsp,burton18,2020,prefire,"",litter_depth_cm,7.0875
burtonsp,burton18,2020,prefire,"",duff_depth_cm,22.8875
burtonsp,burton18,2020,prefire,"",fuel_depth_cm,20.675
burtonsp,burton19,2019,prefire,"",mass_1hr,1.32147789076912
burtonsp,burton19,2019,prefire,"",mass_10hr,1.8063075898301
burtonsp,burton19,2019,prefire,"",mass_100hr,3.85833975247064
burtonsp,burton19,2019,prefire,"",mass_cwd_sound,0
burtonsp,burton19,2019,prefire,"",mass_cwd_rotten,12.4381138854421
burtonsp,burton19,2019,prefire,"",total_fine,6.98612523306985
burtonsp,burton19,2019,prefire,"",total_cwd,12.4381138854421
burtonsp,burton19,2019,prefire,"",total_fuel,50.5746780243042
burtonsp,burton19,2019,prefire,"",duff_load,28.2486322034607
burtonsp,burton19,2019,prefire,"",litter_load,2.90180670233152
burtonsp,burton19,2019,prefire,"",litter_depth_cm,1.50625
burtonsp,burton19,2019,prefire,"",duff_depth_cm,3.69375
burtonsp,burton19,2020,prefire,"",mass_1hr,0.843969073096246
burtonsp,burton19,2020,prefire,"",mass_10hr,1.46762491673695
burtonsp,burton19,2020,prefire,"",mass_100hr,5.14445300329418
burtonsp,burton19,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton19,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton19,2020,prefire,"",total_fine,7.45604699312738
burtonsp,burton19,2020,prefire,"",total_cwd,0
burtonsp,burton19,2020,prefire,"",total_fuel,56.0859604456729
burtonsp,burton19,2020,prefire,"",duff_load,42.9226255815698
burtonsp,burton19,2020,prefire,"",litter_load,5.70728787097568
burtonsp,burton19,2020,prefire,"",litter_depth_cm,2.9625
burtonsp,burton19,2020,prefire,"",duff_depth_cm,5.6125
burtonsp,burton19,2020,prefire,"",fuel_depth_cm,7.425
burtonsp,burton20,2019,prefire,"",mass_1hr,0.95742948894652
burtonsp,burton20,2019,prefire,"",mass_10hr,6.95133547873369
burtonsp,burton20,2019,prefire,"",mass_100hr,1.55979591708138
burtonsp,burton20,2019,prefire,"",mass_cwd_sound,5.74945845419338
burtonsp,burton20,2019,prefire,"",mass_cwd_rotten,15.7814056238533
burtonsp,burton20,2019,prefire,"",total_fine,9.46856088476159
burtonsp,burton20,2019,prefire,"",total_cwd,21.5308640780466
burtonsp,burton20,2019,prefire,"",total_fuel,52.0559886452901
burtonsp,burton20,2019,prefire,"",duff_load,14.9036816299314
burtonsp,burton20,2019,prefire,"",litter_load,6.15288205255042
burtonsp,burton20,2019,prefire,"",litter_depth_cm,1.3125
burtonsp,burton20,2019,prefire,"",duff_depth_cm,2.2
burtonsp,burton20,2020,prefire,"",mass_1hr,0.552881817560667
burtonsp,burton20,2020,prefire,"",mass_10hr,3.02719448267435
burtonsp,burton20,2020,prefire,"",mass_100hr,1.55979591708138
burtonsp,burton20,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton20,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton20,2020,prefire,"",total_fine,5.1398722173164
burtonsp,burton20,2020,prefire,"",total_cwd,0
burtonsp,burton20,2020,prefire,"",total_fuel,37.7264985404205
burtonsp,burton20,2020,prefire,"",duff_load,20.2808622180033
burtonsp,burton20,2020,prefire,"",litter_load,12.3057641051008
burtonsp,burton20,2020,prefire,"",litter_depth_cm,2.625
burtonsp,burton20,2020,prefire,"",duff_depth_cm,2.99375
burtonsp,burton20,2020,prefire,"",fuel_depth_cm,5.85625
burtonsp,burton21,2019,prefire,"",mass_1hr,0.555363690254157
burtonsp,burton21,2019,prefire,"",mass_10hr,1.11168259165404
burtonsp,burton21,2019,prefire,"",mass_100hr,2.44116851985883
burtonsp,burton21,2019,prefire,"",mass_cwd_sound,0
burtonsp,burton21,2019,prefire,"",mass_cwd_rotten,32.9387449048352
burtonsp,burton21,2019,prefire,"",total_fine,4.10821480176702
burtonsp,burton21,2019,prefire,"",total_cwd,32.9387449048352
burtonsp,burton21,2019,prefire,"",total_fuel,64.9215695905716
burtonsp,burton21,2019,prefire,"",duff_load,22.178382192028
burtonsp,burton21,2019,prefire,"",litter_load,5.69622769194144
burtonsp,burton21,2019,prefire,"",litter_depth_cm,1.625
burtonsp,burton21,2019,prefire,"",duff_depth_cm,3.125
burtonsp,burton21,2020,prefire,"",mass_1hr,0.815130577631101
burtonsp,burton21,2020,prefire,"",mass_10hr,1.33401910998484
burtonsp,burton21,2020,prefire,"",mass_100hr,0
burtonsp,burton21,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton21,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton21,2020,prefire,"",total_fine,2.14914968761594
burtonsp,burton21,2020,prefire,"",total_cwd,0
burtonsp,burton21,2020,prefire,"",total_fuel,69.5448791144661
burtonsp,burton21,2020,prefire,"",duff_load,50.8328519841281
burtonsp,burton21,2020,prefire,"",litter_load,16.562877442722
burtonsp,burton21,2020,prefire,"",litter_depth_cm,4.725
burtonsp,burton21,2020,prefire,"",duff_depth_cm,7.1625
burtonsp,burton21,2020,prefire,"",fuel_depth_cm,8.875
burtonsp,burton22,2019,prefire,"",mass_1hr,0.991601450518229
burtonsp,burton22,2019,prefire,"",mass_10hr,3.04507898757544
burtonsp,burton22,2019,prefire,"",mass_100hr,11.2639165900722
burtonsp,burton22,2019,prefire,"",mass_cwd_sound,8.00314082146357
burtonsp,burton22,2019,prefire,"",mass_cwd_rotten,10.6438327133253
burtonsp,burton22,2019,prefire,"",total_fine,15.3005970281658
burtonsp,burton22,2019,prefire,"",total_cwd,18.6469735347889
burtonsp,burton22,2019,prefire,"",total_fuel,69.9032373536389
burtonsp,burton22,2019,prefire,"",duff_load,30.9987120537369
burtonsp,burton22,2019,prefire,"",litter_load,4.95695473694731
burtonsp,burton22,2019,prefire,"",litter_depth_cm,2.125
burtonsp,burton22,2019,prefire,"",duff_depth_cm,4.125
burtonsp,burton22,2020,prefire,"",mass_1hr,0.960287720501863
burtonsp,burton22,2020,prefire,"",mass_10hr,3.38342109730604
burtonsp,burton22,2020,prefire,"",mass_100hr,5.00618515114318
burtonsp,burton22,2020,prefire,"",mass_cwd_sound,0
burtonsp,burton22,2020,prefire,"",mass_cwd_rotten,0
burtonsp,burton22,2020,prefire,"",total_fine,9.34989396895108
burtonsp,burton22,2020,prefire,"",total_cwd,0
burtonsp,burton22,2020,prefire,"",total_fuel,78.1032179717547
burtonsp,burton22,2020,prefire,"",duff_load,58.0521334824527
burtonsp,burton22,2020,prefire,"",litter_load,10.7011905203509
burtonsp,burton22,2020,prefire,"",litter_depth_cm,4.5875
burtonsp,burton22,2020,prefire,"",duff_depth_cm,7.725
burtonsp,burton22,2020,prefire,"",fuel_depth_cm,7.5875
burtonsp,burton23,2019,prefire,"",mass_1hr,0.762725123452025
burtonsp,burton23,2019,prefire,"",mass_10hr,3.13973650322758
burtonsp,burton23,2019,prefire,"",mass_100hr,1.15232758272988
burtonsp,burton23,2019,prefire,"",mass_cwd_sound,0
burtonsp,burton23,2019,prefire,"",mass_cwd_rotten,0
burtonsp,burton23,2019,prefire,"",total_fine,5.05478920940948
burtonsp,burton23,2019,prefire,"",total_cwd,0
burtonsp,burton23,2019,prefire,"",total_fuel,25.7366273428635
burtonsp,burton23,2019,prefire,"",duff_load,17.4399194253135
burtonsp,burton23,2019,prefire,"",litter_load,3.24191870814055
burtonsp,burton23,2019,prefire,"",litter_depth_cm,0.875
burtonsp,burton23,2019,prefire,"",duff_depth_cm,2.4375
burtonsp,burton24,2019,prefire,"",mass_1hr,0.260960750670638
burtonsp,burton24,2019,prefire,"",mass_10hr,1.0829563706654
burtonsp,burton24,2019,prefire,"",mass_100hr,5.54254735315216
burtonsp,burton24,2019,prefire,"",mass_cwd_sound,0.950060409907166
burtonsp,burton24,2019,prefire,"",mass_cwd_rotten,0.165411432146744
burtonsp,burton24,2019,prefire,"",total_fine,6.8864644744882
burtonsp,burton24,2019,prefire,"",total_cwd,1.11547184205391
burtonsp,burton24,2019,prefire,"",total_fuel,28.8001590633102
burtonsp,burton24,2019,prefire,"",duff_load,13.2736575694355
burtonsp,burton24,2019,prefire,"",litter_load,7.52456517733263
burtonsp,burton24,2019,prefire,"",litter_depth_cm,3.125
