site,plotid,year,pre_post_fire,postTime,fuelType,mass_tonsHA
independence,indy35,2020,prefire,"",mass_100hr,2.65578382257613
independence,indy35,2020,prefire,"",mass_cwd_sound,0
independence,indy35,2020,prefire,"",mass_cwd_rotten,0
independence,indy35,2020,prefire,"",total_fine,5.34049329367294
independence,indy35,2020,prefire,"",total_cwd,0
independence,indy35,2020,prefire,"",total_fuel,30.1141259863838
independence,indy35,2020,prefire,"",duff_load,5.64858898446879
independence,indy35,2020,prefire,"",litter_load,19.1250437082421
independence,indy35,2020,prefire,"",litter_depth_cm,4.1875
independence,indy35,2020,prefire,"",duff_depth_cm,0.8125
independence,indy35,2020,prefire,"",fuel_depth_cm,10.925
independence,indy36,2020,prefire,"",mass_1hr,0.426642372530993
independence,indy36,2020,prefire,"",mass_10hr,2.30713893628125
independence,indy36,2020,prefire,"",mass_100hr,1.98797877222022
independence,indy36,2020,prefire,"",mass_cwd_sound,0.302479173348628
independence,indy36,2020,prefire,"",mass_cwd_rotten,4.68659043543463
independence,indy36,2020,prefire,"",total_fine,4.72176008103246
independence,indy36,2020,prefire,"",total_cwd,4.98906960878326
independence,indy36,2020,prefire,"",total_fuel,45.8738424448897
independence,indy36,2020,prefire,"",duff_load,21.5296085115927
independence,indy36,2020,prefire,"",litter_load,14.6334042434812
independence,indy36,2020,prefire,"",litter_depth_cm,5.05
independence,indy36,2020,prefire,"",duff_depth_cm,2.8875
independence,indy36,2020,prefire,"",fuel_depth_cm,7.5875
independence,indy37,2020,prefire,"",mass_1hr,1.69135109306133
independence,indy37,2020,prefire,"",mass_10hr,7.82501506137974
independence,indy37,2020,prefire,"",mass_100hr,6.01979219991721
independence,indy37,2020,prefire,"",mass_cwd_sound,0.754660650326384
independence,indy37,2020,prefire,"",mass_cwd_rotten,0
independence,indy37,2020,prefire,"",total_fine,15.5361583543583
independence,indy37,2020,prefire,"",total_cwd,0.754660650326384
independence,indy37,2020,prefire,"",total_fuel,56.1497559753588
independence,indy37,2020,prefire,"",duff_load,25.6133494000463
independence,indy37,2020,prefire,"",litter_load,14.2455875706278
independence,indy37,2020,prefire,"",litter_depth_cm,5.4125
independence,indy37,2020,prefire,"",duff_depth_cm,3.3875
independence,indy37,2020,prefire,"",fuel_depth_cm,9.825
independence,indy38,2020,prefire,"",mass_1hr,0.371273867222189
independence,indy38,2020,prefire,"",mass_10hr,3.47742356417734
independence,indy38,2020,prefire,"",mass_100hr,1.55724713401067
independence,indy38,2020,prefire,"",mass_cwd_sound,0
independence,indy38,2020,prefire,"",mass_cwd_rotten,0.806485320459156
independence,indy38,2020,prefire,"",total_fine,5.4059445654102
independence,indy38,2020,prefire,"",total_cwd,0.806485320459156
independence,indy38,2020,prefire,"",total_fuel,31.5383439740496
independence,indy38,2020,prefire,"",duff_load,12.3691366817891
independence,indy38,2020,prefire,"",litter_load,12.9567774063912
independence,indy38,2020,prefire,"",litter_depth_cm,2.775
independence,indy38,2020,prefire,"",duff_depth_cm,1.825
independence,indy38,2020,prefire,"",fuel_depth_cm,4.6625
independence,indy39,2020,prefire,"",mass_1hr,1.15394767190522
independence,indy39,2020,prefire,"",mass_10hr,6.91482108034154
independence,indy39,2020,prefire,"",mass_100hr,1.85804594297162
independence,indy39,2020,prefire,"",mass_cwd_sound,0
independence,indy39,2020,prefire,"",mass_cwd_rotten,0
independence,indy39,2020,prefire,"",total_fine,9.92681469521838
independence,indy39,2020,prefire,"",total_cwd,0
independence,indy39,2020,prefire,"",total_fuel,52.7191107162884
independence,indy39,2020,prefire,"",duff_load,22.6607504869396
independence,indy39,2020,prefire,"",litter_load,20.1315455341304
independence,indy39,2020,prefire,"",litter_depth_cm,6.09375
independence,indy39,2020,prefire,"",duff_depth_cm,3.15625
independence,indy39,2020,prefire,"",fuel_depth_cm,18.6
independence,indy40,2020,prefire,"",mass_1hr,0.441656947759603
independence,indy40,2020,prefire,"",mass_10hr,2.7970577721979
independence,indy40,2020,prefire,"",mass_100hr,1.17158287053698
independence,indy40,2020,prefire,"",mass_cwd_sound,0.152558026588387
independence,indy40,2020,prefire,"",mass_cwd_rotten,2.23147272512256
independence,indy40,2020,prefire,"",total_fine,4.41029759049448
independence,indy40,2020,prefire,"",total_cwd,2.38403075171094
independence,indy40,2020,prefire,"",total_fuel,40.5682972746815
independence,indy40,2020,prefire,"",duff_load,19.3188683253315
independence,indy40,2020,prefire,"",litter_load,14.4551006071446
independence,indy40,2020,prefire,"",litter_depth_cm,3.8625
independence,indy40,2020,prefire,"",duff_depth_cm,2.7375
independence,indy40,2020,prefire,"",fuel_depth_cm,6.7625
klamath,klamath001,2021,prefire,"",mass_1hr,0.594215656929657
klamath,klamath001,2021,prefire,"",mass_10hr,2.08345951789009
klamath,klamath001,2021,prefire,"",mass_100hr,4.54532975376539
klamath,klamath001,2021,prefire,"",mass_cwd_sound,2.6354554935073
klamath,klamath001,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath001,2021,prefire,"",total_fine,7.22300492858514
klamath,klamath001,2021,prefire,"",total_cwd,2.6354554935073
klamath,klamath001,2021,prefire,"",total_fuel,26.5529053473141
klamath,klamath001,2021,prefire,"",duff_load,6.77878923491062
klamath,klamath001,2021,prefire,"",litter_load,9.91565569031104
klamath,klamath001,2021,prefire,"",litter_depth_cm,2.6875
klamath,klamath001,2021,prefire,"",duff_depth_cm,1.125
klamath,klamath001,2021,prefire,"",fuel_depth_cm,2.24375
klamath,klamath002,2021,prefire,"",mass_1hr,0.529346424240222
klamath,klamath002,2021,prefire,"",mass_10hr,3.02554468608045
klamath,klamath002,2021,prefire,"",mass_100hr,1.13276413679014
klamath,klamath002,2021,prefire,"",mass_cwd_sound,0.355877213623534
klamath,klamath002,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath002,2021,prefire,"",total_fine,4.68765524711081
klamath,klamath002,2021,prefire,"",total_cwd,0.355877213623534
klamath,klamath002,2021,prefire,"",total_fuel,16.5061551233188
klamath,klamath002,2021,prefire,"",duff_load,2.09043908364483
klamath,klamath002,2021,prefire,"",litter_load,9.37218357893959
klamath,klamath002,2021,prefire,"",litter_depth_cm,2.625
klamath,klamath002,2021,prefire,"",duff_depth_cm,0.35
klamath,klamath002,2021,prefire,"",fuel_depth_cm,2.7125
klamath,klamath003,2021,prefire,"",mass_1hr,0.407181306782232
klamath,klamath003,2021,prefire,"",mass_10hr,2.05602486571486
klamath,klamath003,2021,prefire,"",mass_100hr,3.49040876581152
klamath,klamath003,2021,prefire,"",mass_cwd_sound,1.67759154049323
klamath,klamath003,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath003,2021,prefire,"",total_fine,5.95361493830861
klamath,klamath003,2021,prefire,"",total_cwd,1.67759154049323
klamath,klamath003,2021,prefire,"",total_fuel,26.9525404426473
klamath,klamath003,2021,prefire,"",duff_load,13.4576677741233
klamath,klamath003,2021,prefire,"",litter_load,5.86366618972215
klamath,klamath003,2021,prefire,"",litter_depth_cm,3
klamath,klamath003,2021,prefire,"",duff_depth_cm,2.1875
klamath,klamath003,2021,prefire,"",fuel_depth_cm,157.725
klamath,klamath004,2021,prefire,"",mass_1hr,0.088462992
klamath,klamath004,2021,prefire,"",mass_10hr,0.918332928
klamath,klamath004,2021,prefire,"",mass_100hr,4.843148904
klamath,klamath004,2021,prefire,"",mass_cwd_sound,0
klamath,klamath004,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath004,2021,prefire,"",total_fine,5.849944824
klamath,klamath004,2021,prefire,"",total_cwd,0
klamath,klamath005,2021,prefire,"",mass_1hr,0.562260130475351
klamath,klamath005,2021,prefire,"",mass_10hr,2.45412332266214
klamath,klamath005,2021,prefire,"",mass_100hr,5.71282614699137
klamath,klamath005,2021,prefire,"",mass_cwd_sound,8.04307412513162
klamath,klamath005,2021,prefire,"",mass_cwd_rotten,0.430734791866329
klamath,klamath005,2021,prefire,"",total_fine,8.72920960012885
klamath,klamath005,2021,prefire,"",total_cwd,8.47380891699795
klamath,klamath005,2021,prefire,"",total_fuel,27.1053541640213
klamath,klamath005,2021,prefire,"",duff_load,0
klamath,klamath005,2021,prefire,"",litter_load,9.90233564689446
klamath,klamath005,2021,prefire,"",litter_depth_cm,2.7875
klamath,klamath005,2021,prefire,"",duff_depth_cm,0
klamath,klamath005,2021,prefire,"",fuel_depth_cm,3.8625
klamath,klamath006,2021,prefire,"",mass_1hr,0.27644685
klamath,klamath006,2021,prefire,"",mass_10hr,1.377499392
klamath,klamath006,2021,prefire,"",mass_100hr,2.421574452
klamath,klamath006,2021,prefire,"",mass_cwd_sound,0
klamath,klamath006,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath006,2021,prefire,"",total_fine,4.075520694
klamath,klamath006,2021,prefire,"",total_cwd,0
klamath,klamath006,2021,prefire,"",total_fuel,6.32230874025
klamath,klamath006,2021,prefire,"",duff_load,0
klamath,klamath006,2021,prefire,"",litter_load,2.24678804625
klamath,klamath006,2021,prefire,"",litter_depth_cm,1.3875
klamath,klamath006,2021,prefire,"",duff_depth_cm,0
klamath,klamath006,2021,prefire,"",fuel_depth_cm,1.475
klamath,klamath007,2021,prefire,"",mass_1hr,0.121636614
klamath,klamath007,2021,prefire,"",mass_10hr,1.262707776
klamath,klamath007,2021,prefire,"",mass_100hr,1.210787226
klamath,klamath007,2021,prefire,"",mass_cwd_sound,0
klamath,klamath007,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath007,2021,prefire,"",total_fine,2.595131616
klamath,klamath007,2021,prefire,"",total_cwd,0
klamath,klamath007,2021,prefire,"",total_fuel,9.78080509725
klamath,klamath007,2021,prefire,"",duff_load,0
klamath,klamath007,2021,prefire,"",litter_load,7.18567348125
klamath,klamath007,2021,prefire,"",litter_depth_cm,4.4375
klamath,klamath007,2021,prefire,"",duff_depth_cm,0
klamath,klamath007,2021,prefire,"",fuel_depth_cm,4.5875
klamath,klamath008,2021,prefire,"",mass_1hr,0.420199212
klamath,klamath008,2021,prefire,"",mass_10hr,4.132498176
klamath,klamath008,2021,prefire,"",mass_100hr,0
klamath,klamath008,2021,prefire,"",mass_cwd_sound,0
klamath,klamath008,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath008,2021,prefire,"",total_fine,4.552697388
klamath,klamath008,2021,prefire,"",total_cwd,0
klamath,klamath008,2021,prefire,"",total_fuel,66.18499363925
klamath,klamath008,2021,prefire,"",duff_load,53.47503875
klamath,klamath008,2021,prefire,"",litter_load,8.15725750125
klamath,klamath008,2021,prefire,"",litter_depth_cm,5.0375
klamath,klamath008,2021,prefire,"",duff_depth_cm,6.85
klamath,klamath008,2021,prefire,"",fuel_depth_cm,9.0625
klamath,klamath009,2021,prefire,"",mass_1hr,0.764682686163871
klamath,klamath009,2021,prefire,"",mass_10hr,2.57520901774986
klamath,klamath009,2021,prefire,"",mass_100hr,2.28983186420525
klamath,klamath009,2021,prefire,"",mass_cwd_sound,2.07907653808279
klamath,klamath009,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath009,2021,prefire,"",total_fine,5.62972356811898
klamath,klamath009,2021,prefire,"",total_cwd,2.07907653808279
klamath,klamath009,2021,prefire,"",total_fuel,21.8035316781728
klamath,klamath009,2021,prefire,"",duff_load,2.93977625549975
klamath,klamath009,2021,prefire,"",litter_load,11.1549553164713
klamath,klamath009,2021,prefire,"",litter_depth_cm,3.1875
klamath,klamath009,2021,prefire,"",duff_depth_cm,0.475
klamath,klamath009,2021,prefire,"",fuel_depth_cm,3.4875
klamath,klamath010,2021,prefire,"",mass_1hr,0.69572463833531
klamath,klamath010,2021,prefire,"",mass_10hr,2.21771810289281
klamath,klamath010,2021,prefire,"",mass_100hr,2.83725292643736
klamath,klamath010,2021,prefire,"",mass_cwd_sound,1.91687745761801
klamath,klamath010,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath010,2021,prefire,"",total_fine,5.75069566766548
klamath,klamath010,2021,prefire,"",total_cwd,1.91687745761801
klamath,klamath010,2021,prefire,"",total_fuel,32.421507726076
klamath,klamath010,2021,prefire,"",duff_load,12.5228822993986
klamath,klamath010,2021,prefire,"",litter_load,12.2310523013939
klamath,klamath010,2021,prefire,"",litter_depth_cm,3.2875
klamath,klamath010,2021,prefire,"",duff_depth_cm,2.0875
klamath,klamath010,2021,prefire,"",fuel_depth_cm,4.2125
klamath,klamath011,2021,prefire,"",mass_1hr,0.468769569869529
klamath,klamath011,2021,prefire,"",mass_10hr,1.16607816858582
klamath,klamath011,2021,prefire,"",mass_100hr,1.14021478510135
klamath,klamath011,2021,prefire,"",mass_cwd_sound,4.84823453673254
klamath,klamath011,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath011,2021,prefire,"",total_fine,2.77506252355669
klamath,klamath011,2021,prefire,"",total_cwd,4.84823453673254
klamath,klamath011,2021,prefire,"",total_fuel,24.8894154982422
klamath,klamath011,2021,prefire,"",duff_load,5.64126279716614
klamath,klamath011,2021,prefire,"",litter_load,11.6248556407868
klamath,klamath011,2021,prefire,"",litter_depth_cm,3.225
klamath,klamath011,2021,prefire,"",duff_depth_cm,0.925
klamath,klamath011,2021,prefire,"",fuel_depth_cm,3.21875
klamath,klamath012,2021,prefire,"",mass_1hr,0.915028574550303
klamath,klamath012,2021,prefire,"",mass_10hr,3.24484467864045
klamath,klamath012,2021,prefire,"",mass_100hr,6.5397306732382
klamath,klamath012,2021,prefire,"",mass_cwd_sound,0.753877984406988
klamath,klamath012,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath012,2021,prefire,"",total_fine,10.699603926429
klamath,klamath012,2021,prefire,"",total_cwd,0.753877984406988
klamath,klamath012,2021,prefire,"",total_fuel,28.9508149877827
klamath,klamath012,2021,prefire,"",duff_load,5.91657219684577
klamath,klamath012,2021,prefire,"",litter_load,11.580760880101
klamath,klamath012,2021,prefire,"",litter_depth_cm,4.9125
klamath,klamath012,2021,prefire,"",duff_depth_cm,0.825
klamath,klamath012,2021,prefire,"",fuel_depth_cm,7.9125
klamath,klamath013,2021,prefire,"",mass_1hr,0.318969108711153
klamath,klamath013,2021,prefire,"",mass_10hr,2.21938979111293
klamath,klamath013,2021,prefire,"",mass_100hr,7.9401482676594
klamath,klamath013,2021,prefire,"",mass_cwd_sound,15.1084010792983
klamath,klamath013,2021,prefire,"",mass_cwd_rotten,0.703422850873331
klamath,klamath013,2021,prefire,"",total_fine,10.4785071674835
klamath,klamath013,2021,prefire,"",total_cwd,15.8118239301716
klamath,klamath013,2021,prefire,"",total_fuel,61.3921514282526
klamath,klamath013,2021,prefire,"",duff_load,11.3023318313963
klamath,klamath013,2021,prefire,"",litter_load,23.7994884992012
klamath,klamath013,2021,prefire,"",litter_depth_cm,6.375
klamath,klamath013,2021,prefire,"",duff_depth_cm,1.8875
klamath,klamath013,2021,prefire,"",fuel_depth_cm,5.0375
klamath,klamath014,2021,prefire,"",mass_1hr,0.791653892538381
klamath,klamath014,2021,prefire,"",mass_10hr,5.3779014152765
klamath,klamath014,2021,prefire,"",mass_100hr,10.1749732242428
klamath,klamath014,2021,prefire,"",mass_cwd_sound,0
klamath,klamath014,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath014,2021,prefire,"",total_fine,16.3445285320577
klamath,klamath014,2021,prefire,"",total_cwd,0
klamath,klamath014,2021,prefire,"",total_fuel,44.4725852519472
klamath,klamath014,2021,prefire,"",duff_load,19.9773291314962
klamath,klamath014,2021,prefire,"",litter_load,8.1507275883933
klamath,klamath014,2021,prefire,"",litter_depth_cm,2.1375
klamath,klamath014,2021,prefire,"",duff_depth_cm,3.375
klamath,klamath014,2021,prefire,"",fuel_depth_cm,5.4125
klamath,klamath015,2021,prefire,"",mass_1hr,0.436787056512802
klamath,klamath015,2021,prefire,"",mass_10hr,1.9520257255684
klamath,klamath015,2021,prefire,"",mass_100hr,4.5472765986668
klamath,klamath015,2021,prefire,"",mass_cwd_sound,7.7235017285744
klamath,klamath015,2021,prefire,"",mass_cwd_rotten,10.1269421643726
klamath,klamath015,2021,prefire,"",total_fine,6.936089380748
klamath,klamath015,2021,prefire,"",total_cwd,17.850443892947
klamath,klamath015,2021,prefire,"",total_fuel,88.2671132139698
klamath,klamath015,2021,prefire,"",duff_load,17.9531668412597
klamath,klamath015,2021,prefire,"",litter_load,45.5274130990152
klamath,klamath015,2021,prefire,"",litter_depth_cm,12.375
klamath,klamath015,2021,prefire,"",duff_depth_cm,2.975
klamath,klamath015,2021,prefire,"",fuel_depth_cm,8.7125
klamath,klamath016,2021,prefire,"",mass_1hr,0.627837318032903
klamath,klamath016,2021,prefire,"",mass_10hr,2.75824569997196
klamath,klamath016,2021,prefire,"",mass_100hr,6.65665155468096
klamath,klamath016,2021,prefire,"",mass_cwd_sound,8.09736805102528
klamath,klamath016,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath016,2021,prefire,"",total_fine,10.0427345726858
klamath,klamath016,2021,prefire,"",total_cwd,8.09736805102528
klamath,klamath016,2021,prefire,"",total_fuel,30.1794879447065
klamath,klamath016,2021,prefire,"",duff_load,7.98521190726553
klamath,klamath016,2021,prefire,"",litter_load,4.05417341372982
klamath,klamath016,2021,prefire,"",litter_depth_cm,2.475
klamath,klamath016,2021,prefire,"",duff_depth_cm,1.025
klamath,klamath016,2021,prefire,"",fuel_depth_cm,3.475
klamath,klamath017,2021,prefire,"",mass_1hr,1.10135435719887
klamath,klamath017,2021,prefire,"",mass_10hr,3.28347973210536
klamath,klamath017,2021,prefire,"",mass_100hr,7.9065109427459
klamath,klamath017,2021,prefire,"",mass_cwd_sound,5.49808039287889
klamath,klamath017,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath017,2021,prefire,"",total_fine,12.2913450320501
klamath,klamath017,2021,prefire,"",total_cwd,5.49808039287889
klamath,klamath017,2021,prefire,"",total_fuel,82.6767887000236
klamath,klamath017,2021,prefire,"",duff_load,1.8437995651914
klamath,klamath017,2021,prefire,"",litter_load,63.0435637099032
klamath,klamath017,2021,prefire,"",litter_depth_cm,16.4375
klamath,klamath017,2021,prefire,"",duff_depth_cm,0.3125
klamath,klamath017,2021,prefire,"",fuel_depth_cm,20.475
klamath,klamath018,2021,prefire,"",mass_1hr,0.647467466228022
klamath,klamath018,2021,prefire,"",mass_10hr,2.79679108783203
klamath,klamath018,2021,prefire,"",mass_100hr,6.34797624689532
klamath,klamath018,2021,prefire,"",mass_cwd_sound,4.12406962268995
klamath,klamath018,2021,prefire,"",mass_cwd_rotten,0
klamath,klamath018,2021,prefire,"",total_fine,9.79223480095537
klamath,klamath018,2021,prefire,"",total_cwd,4.12406962268995
klamath,klamath018,2021,prefire,"",total_fuel,53.1444963358262
klamath,klamath018,2021,prefire,"",duff_load,22.2275065957666
klamath,klamath018,2021,prefire,"",litter_load,17.0006853164143
klamath,klamath018,2021,prefire,"",litter_depth_cm,5.175
klamath,klamath018,2021,prefire,"",duff_depth_cm,3.4875
klamath,klamath018,2021,prefire,"",fuel_depth_cm,17.9
lonebobcat,lbw1,2020,prefire,"",mass_1hr,0.906745668
lonebobcat,lbw1,2020,prefire,"",mass_10hr,4.59166464
lonebobcat,lbw1,2020,prefire,"",mass_100hr,4.237755291
lonebobcat,lbw1,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw1,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw1,2020,prefire,"",total_fine,9.736165599
lonebobcat,lbw1,2020,prefire,"",total_cwd,0
lonebobcat,lbw1,2020,prefire,"",total_fuel,60.815701049
lonebobcat,lbw1,2020,prefire,"",duff_load,44.3998953125
lonebobcat,lbw1,2020,prefire,"",litter_load,6.6796401375
lonebobcat,lbw1,2020,prefire,"",litter_depth_cm,4.125
lonebobcat,lbw1,2020,prefire,"",duff_depth_cm,5.6875
lonebobcat,lbw1,2020,prefire,"",fuel_depth_cm,14.5
lonebobcat,lbw2,2020,prefire,"",mass_1hr,0.840398424
lonebobcat,lbw2,2020,prefire,"",mass_10hr,6.31353888
lonebobcat,lbw2,2020,prefire,"",mass_100hr,6.05393613
lonebobcat,lbw2,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw2,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw2,2020,prefire,"",total_fine,13.207873434
lonebobcat,lbw2,2020,prefire,"",total_cwd,0
lonebobcat,lbw2,2020,prefire,"",total_fuel,64.406737959
lonebobcat,lbw2,2020,prefire,"",duff_load,43.911984375
lonebobcat,lbw2,2020,prefire,"",litter_load,7.28688015
lonebobcat,lbw2,2020,prefire,"",litter_depth_cm,4.5
lonebobcat,lbw2,2020,prefire,"",duff_depth_cm,5.625
lonebobcat,lbw2,2020,prefire,"",fuel_depth_cm,11.5
lonebobcat,lbw3,2020,prefire,"",mass_1hr,0.840398424
lonebobcat,lbw3,2020,prefire,"",mass_10hr,4.362081408
lonebobcat,lbw3,2020,prefire,"",mass_100hr,3.026968065
lonebobcat,lbw3,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw3,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw3,2020,prefire,"",total_fine,8.229447897
lonebobcat,lbw3,2020,prefire,"",total_cwd,0
lonebobcat,lbw3,2020,prefire,"",total_fuel,62.6518702845
lonebobcat,lbw3,2020,prefire,"",duff_load,49.766915625
lonebobcat,lbw3,2020,prefire,"",litter_load,4.6555067625
lonebobcat,lbw3,2020,prefire,"",litter_depth_cm,2.875
lonebobcat,lbw3,2020,prefire,"",duff_depth_cm,6.375
lonebobcat,lbw3,2020,prefire,"",fuel_depth_cm,10.75
lonebobcat,lbw4,2020,prefire,"",mass_1hr,1.138961022
lonebobcat,lbw4,2020,prefire,"",mass_10hr,3.788123328
lonebobcat,lbw4,2020,prefire,"",mass_100hr,4.843148904
lonebobcat,lbw4,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw4,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw4,2020,prefire,"",total_fine,9.770233254
lonebobcat,lbw4,2020,prefire,"",total_cwd,0
lonebobcat,lbw4,2020,prefire,"",total_fuel,59.515959604
lonebobcat,lbw4,2020,prefire,"",duff_load,44.88780625
lonebobcat,lbw4,2020,prefire,"",litter_load,4.8579201
lonebobcat,lbw4,2020,prefire,"",litter_depth_cm,3
lonebobcat,lbw4,2020,prefire,"",duff_depth_cm,5.75
lonebobcat,lbw4,2020,prefire,"",fuel_depth_cm,16.375
lonebobcat,lbw5,2020,prefire,"",mass_1hr,1.006266534
lonebobcat,lbw5,2020,prefire,"",mass_10hr,2.410623936
lonebobcat,lbw5,2020,prefire,"",mass_100hr,4.843148904
lonebobcat,lbw5,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw5,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw5,2020,prefire,"",total_fine,8.260039374
lonebobcat,lbw5,2020,prefire,"",total_cwd,0
lonebobcat,lbw5,2020,prefire,"",total_fuel,57.272839854
lonebobcat,lbw5,2020,prefire,"",duff_load,43.911984375
lonebobcat,lbw5,2020,prefire,"",litter_load,5.100816105
lonebobcat,lbw5,2020,prefire,"",litter_depth_cm,3.15
lonebobcat,lbw5,2020,prefire,"",duff_depth_cm,5.625
lonebobcat,lbw5,2020,prefire,"",fuel_depth_cm,17.875
lonebobcat,lbw6,2020,prefire,"",mass_1hr,2.311095666
lonebobcat,lbw6,2020,prefire,"",mass_10hr,6.083955648
lonebobcat,lbw6,2020,prefire,"",mass_100hr,1.210787226
lonebobcat,lbw6,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw6,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw6,2020,prefire,"",total_fine,9.60583854
lonebobcat,lbw6,2020,prefire,"",total_cwd,0
lonebobcat,lbw6,2020,prefire,"",total_fuel,46.7021253275
lonebobcat,lbw6,2020,prefire,"",duff_load,31.2263
lonebobcat,lbw6,2020,prefire,"",litter_load,5.8699867875
lonebobcat,lbw6,2020,prefire,"",litter_depth_cm,3.625
lonebobcat,lbw6,2020,prefire,"",duff_depth_cm,4
lonebobcat,lbw6,2020,prefire,"",fuel_depth_cm,20.375
lonebobcat,lbw7,2020,prefire,"",mass_1hr,0.928861416
lonebobcat,lbw7,2020,prefire,"",mass_10hr,3.328956864
lonebobcat,lbw7,2020,prefire,"",mass_100hr,6.05393613
lonebobcat,lbw7,2020,prefire,"",mass_cwd_sound,0
lonebobcat,lbw7,2020,prefire,"",mass_cwd_rotten,0
lonebobcat,lbw7,2020,prefire,"",total_fine,10.31175441
lonebobcat,lbw7,2020,prefire,"",total_cwd,0
lonebobcat,lbw7,2020,prefire,"",total_fuel,50.8596625725
lonebobcat,lbw7,2020,prefire,"",duff_load,33.6658546875
lonebobcat,lbw7,2020,prefire,"",litter_load,6.882053475
lonebobcat,lbw7,2020,prefire,"",litter_depth_cm,4.25
lonebobcat,lbw7,2020,prefire,"",duff_depth_cm,4.3125
lonebobcat,lbw7,2020,prefire,"",fuel_depth_cm,22
modoc,modoc01,2020,prefire,"",mass_1hr,0.466435481103135
modoc,modoc01,2020,prefire,"",mass_10hr,2.20757528315652
modoc,modoc01,2020,prefire,"",mass_100hr,2.02617048878249
modoc,modoc01,2020,prefire,"",mass_cwd_sound,14.1255149771136
modoc,modoc01,2020,prefire,"",mass_cwd_rotten,3.74809633987863
modoc,modoc01,2020,prefire,"",total_fine,4.70018125304214
modoc,modoc01,2020,prefire,"",total_cwd,17.8736113169922
modoc,modoc01,2020,prefire,"",total_fuel,47.7331926059476
modoc,modoc01,2020,prefire,"",duff_load,13.9761635200314
modoc,modoc01,2020,prefire,"",litter_load,11.1832365158818
modoc,modoc01,2020,prefire,"",litter_depth_cm,4.7375
modoc,modoc01,2020,prefire,"",duff_depth_cm,2.175
modoc,modoc01,2020,prefire,"",fuel_depth_cm,4.8375
modoc,modoc02,2020,prefire,"",mass_1hr,1.69521656697824
modoc,modoc02,2020,prefire,"",mass_10hr,3.64007702403446
modoc,modoc02,2020,prefire,"",mass_100hr,2.87438617482394
modoc,modoc02,2020,prefire,"",mass_cwd_sound,2.52551863062624
modoc,modoc02,2020,prefire,"",mass_cwd_rotten,1.20910742641864
modoc,modoc02,2020,prefire,"",total_fine,8.20967976583664
modoc,modoc02,2020,prefire,"",total_cwd,3.73462605704487
modoc,modoc02,2020,prefire,"",total_fuel,58.4302975717582
modoc,modoc02,2020,prefire,"",duff_load,24.5994665660563
modoc,modoc02,2020,prefire,"",litter_load,21.8865251828204
modoc,modoc02,2020,prefire,"",litter_depth_cm,5.5
modoc,modoc02,2020,prefire,"",duff_depth_cm,3.6875
modoc,modoc02,2020,prefire,"",fuel_depth_cm,33.2875
modoc,modoc03,2020,prefire,"",mass_1hr,0.502064241902138
modoc,modoc03,2020,prefire,"",mass_10hr,1.49563418183233
modoc,modoc03,2020,prefire,"",mass_100hr,4.41382621229497
modoc,modoc03,2020,prefire,"",mass_cwd_sound,0
modoc,modoc03,2020,prefire,"",mass_cwd_rotten,0.566074782680979
modoc,modoc03,2020,prefire,"",total_fine,6.41152463602944
modoc,modoc03,2020,prefire,"",total_cwd,0.566074782680979
modoc,modoc03,2020,prefire,"",total_fuel,32.282499528033
modoc,modoc03,2020,prefire,"",duff_load,14.1916350237409
modoc,modoc03,2020,prefire,"",litter_load,11.1132650855817
modoc,modoc03,2020,prefire,"",litter_depth_cm,2.5875
modoc,modoc03,2020,prefire,"",duff_depth_cm,2.1125
modoc,modoc03,2020,prefire,"",fuel_depth_cm,2.7875
modoc,modoc04,2020,prefire,"",mass_1hr,1.18244553671567
modoc,modoc04,2020,prefire,"",mass_10hr,3.69756585663632
modoc,modoc04,2020,prefire,"",mass_100hr,8.5837330819594
modoc,modoc04,2020,prefire,"",mass_cwd_sound,3.09640942442706
modoc,modoc04,2020,prefire,"",mass_cwd_rotten,1.26748990253599
