site,plotid,pre_post_fire,postTime,fuelType,mass_tonAcre
BearMountain,BM15,postfire,NA,fuel_depth_cm,
BearMountain,BM15,prefire,NA,mass_1hr,0.0279474652908068
BearMountain,BM15,prefire,NA,mass_10hr,0.337824362595043
BearMountain,BM15,prefire,NA,mass_100hr,0
BearMountain,BM15,prefire,NA,total_fine,0.36577182788585
BearMountain,BM15,prefire,NA,total_cwd,0
BearMountain,BM15,prefire,NA,total_fuel,0.36577182788585
BearMountain,BM15,prefire,NA,litter_depth_cm,1.3875
BearMountain,BM15,prefire,NA,duff_depth_cm,0.38125
BearMountain,BM15,prefire,NA,fuel_depth_cm,
BearMountain,BM16,postfire,2yr,mass_1hr,0.0191219499358151
BearMountain,BM16,postfire,2yr,mass_10hr,0.0844560906487607
BearMountain,BM16,postfire,2yr,mass_100hr,0.224047299298904
BearMountain,BM16,postfire,2yr,total_fine,0.32762533988348
BearMountain,BM16,postfire,2yr,total_cwd,0
BearMountain,BM16,postfire,2yr,total_fuel,0.32762533988348
BearMountain,BM16,postfire,2yr,litter_depth_cm,1.7625
BearMountain,BM16,postfire,2yr,duff_depth_cm,0.875
BearMountain,BM16,postfire,2yr,fuel_depth_cm,2.2125
BearMountain,BM16,postfire,NA,mass_1hr,0.0367729806457984
BearMountain,BM16,postfire,NA,mass_10hr,0.168912181297521
BearMountain,BM16,postfire,NA,mass_100hr,0.56011824824726
BearMountain,BM16,postfire,NA,total_fine,0.76580341019058
BearMountain,BM16,postfire,NA,total_cwd,0
BearMountain,BM16,postfire,NA,total_fuel,0.76580341019058
BearMountain,BM16,postfire,NA,litter_depth_cm,1.4375
BearMountain,BM16,postfire,NA,duff_depth_cm,0.39375
BearMountain,BM16,postfire,NA,fuel_depth_cm,
BearMountain,BM16,prefire,NA,mass_1hr,0.0205928691616471
BearMountain,BM16,prefire,NA,mass_10hr,0.563040604325072
BearMountain,BM16,prefire,NA,mass_100hr,0.56011824824726
BearMountain,BM16,prefire,NA,total_fine,1.14375172173398
BearMountain,BM16,prefire,NA,total_cwd,0
BearMountain,BM16,prefire,NA,total_fuel,1.14375172173398
BearMountain,BM16,prefire,NA,litter_depth_cm,4
BearMountain,BM16,prefire,NA,duff_depth_cm,0.38125
BearMountain,BM16,prefire,NA,fuel_depth_cm,
BearMountain,BM17,postfire,2yr,mass_1hr,0.00735459612915967
BearMountain,BM17,postfire,2yr,mass_10hr,0.140760151081268
BearMountain,BM17,postfire,2yr,mass_100hr,0
BearMountain,BM17,postfire,2yr,total_fine,0.148114747210428
BearMountain,BM17,postfire,2yr,total_cwd,0
BearMountain,BM17,postfire,2yr,total_fuel,0.148114747210428
BearMountain,BM17,postfire,2yr,litter_depth_cm,0.8375
BearMountain,BM17,postfire,2yr,duff_depth_cm,0
BearMountain,BM17,postfire,2yr,fuel_depth_cm,0.925
BearMountain,BM17,postfire,NA,mass_1hr,0.00147091922583193
BearMountain,BM17,postfire,NA,mass_10hr,0.0844560906487607
BearMountain,BM17,postfire,NA,mass_100hr,0.672141897896712
BearMountain,BM17,postfire,NA,total_fine,0.758068907771305
BearMountain,BM17,postfire,NA,total_cwd,0
BearMountain,BM17,postfire,NA,total_fuel,0.758068907771305
BearMountain,BM17,postfire,NA,litter_depth_cm,0.81875
BearMountain,BM17,postfire,NA,duff_depth_cm,0.125
BearMountain,BM17,postfire,NA,fuel_depth_cm,
BearMountain,BM17,prefire,NA,mass_1hr,0.0323602229683026
BearMountain,BM17,prefire,NA,mass_10hr,0.337824362595043
BearMountain,BM17,prefire,NA,mass_100hr,1.12023649649452
BearMountain,BM17,prefire,NA,total_fine,1.49042108205787
BearMountain,BM17,prefire,NA,total_cwd,0
BearMountain,BM17,prefire,NA,total_fuel,1.49042108205787
BearMountain,BM17,prefire,NA,litter_depth_cm,1.69375
BearMountain,BM17,prefire,NA,duff_depth_cm,1.08125
BearMountain,BM17,prefire,NA,fuel_depth_cm,
BearMountain,BM18,postfire,2yr,mass_1hr,0.0367729806457984
BearMountain,BM18,postfire,2yr,mass_10hr,0.39412842302755
BearMountain,BM18,postfire,2yr,mass_100hr,0.56011824824726
BearMountain,BM18,postfire,2yr,total_fine,0.991019651920608
BearMountain,BM18,postfire,2yr,total_cwd,0
BearMountain,BM18,postfire,2yr,total_fuel,0.991019651920608
BearMountain,BM18,postfire,2yr,litter_depth_cm,2.2625
BearMountain,BM18,postfire,2yr,duff_depth_cm,0.4375
BearMountain,BM18,postfire,2yr,fuel_depth_cm,2.35
BearMountain,BM18,postfire,NA,mass_1hr,0.0338311421941345
BearMountain,BM18,postfire,NA,mass_10hr,0.197064211513775
BearMountain,BM18,postfire,NA,mass_100hr,0.672141897896712
BearMountain,BM18,postfire,NA,total_fine,0.903037251604621
BearMountain,BM18,postfire,NA,total_cwd,0
BearMountain,BM18,postfire,NA,total_fuel,0.903037251604621
BearMountain,BM18,postfire,NA,litter_depth_cm,1.25
BearMountain,BM18,postfire,NA,duff_depth_cm,0.94375
BearMountain,BM18,postfire,NA,fuel_depth_cm,
BearMountain,BM18,prefire,NA,mass_1hr,0.0617786074849412
BearMountain,BM18,prefire,NA,mass_10hr,0.703800755406339
BearMountain,BM18,prefire,NA,mass_100hr,0.56011824824726
BearMountain,BM18,prefire,NA,total_fine,1.32569761113854
BearMountain,BM18,prefire,NA,total_cwd,0
BearMountain,BM18,prefire,NA,total_fuel,1.32569761113854
BearMountain,BM18,prefire,NA,litter_depth_cm,2.3125
BearMountain,BM18,prefire,NA,duff_depth_cm,0.45
BearMountain,BM18,prefire,NA,fuel_depth_cm,
BearMountain,BM19,postfire,2yr,mass_1hr,0.00294183845166387
BearMountain,BM19,postfire,2yr,mass_10hr,0.0844560906487607
BearMountain,BM19,postfire,2yr,mass_100hr,0
BearMountain,BM19,postfire,2yr,total_fine,0.0873979291004246
