site_plotid,sec_plot_x1h,sec_plot_x10h,sec_plot_x100h,sec_plot_x1000h
caples_124,1.03,1.0291448722147,1.0382897444294,1.0465794888588
caples_125,1.03139227415748,1.02619541909676,1.02327035430747,1.02260189835237
caples_125,1.03113750222834,1.02584268128897,1.02303067242478,1.02259585742243
caples_126,1.03,1.02387904475025,1.02775808950051,1.02551617900102
caples_126,1.03,1.02245155602311,1.02490311204622,1.01980622409244
caples_127,1.02615524185542,1.02017516067575,1.02239325520605,1.02812260913587
caples_127,1.02650637979869,1.02012228178136,1.02175927446512,1.02597831883309
caples_128,1.03,1.02,1.01316304696974,1.00316304696974
caples_128,1.03,1.02,1.01468192793896,1.00468192793896
caples_129,1.02561341463071,1.02026915238184,1.02492489013297,1.03300953637381
caples_129,1.02555398864858,1.02025917799682,1.02496436734507,1.0332667687444
caples_13,1.02,1.02,1.03,1.06
caples_13,1.02040187564657,1.02,1.02959812435343,1.05799062176713
caples_130,1.03,1.02063087923017,1.02060662043384,1.01092206004892
caples_131,1.03,1.02,1.02,1.01
caples_132,1.03,1.03038394889135,1.03084913410061,1.02673888636019
caples_133,1.02993362234208,1.02554678354705,1.02730278606495,1.02866186379073
caples_14,1.03,1.02,1.02,1.01
caples_14,1.03,1.02,1.02,1.01
caples_16,1.02860725205847,1.02,1.02073025001655,1.01630124178269
caples_16,1.0288945591841,1.02,1.02059718361498,1.01501894687859
caples_17,1.03,1.02,1.02,1.01
caples_17,1.0299373726316,1.02,1.0200626273684,1.01031313684199
caples_19,1.03,1.03786008742315,1.04,1.04213991257685
caples_19,1.03,1.03800312802802,1.04,1.04199687197198
caples_2,1.02884140554929,1.02903272285392,1.03884140554929,1.05096727714608
caples_2,1.02867277841442,1.02785547629765,1.03679599093459,1.04745255500278
caples_2,1.02916216912001,1.02916216912001,1.03916216912001,1.05083783087999
caples_20,1.03,1.03,1.04,1.05
caples_20,1.02922483507794,1.0315931575552,1.03922483507794,1.0484068424448
caples_21,1.02945557050019,1.02453906309479,1.02962255568939,1.03087839987819
caples_21,1.02958791061043,1.0240100968586,1.02843228310676,1.02810083438221
caples_22,1.03,1.02,1.02,1.01
caples_23,1.02677039265202,1.02065822855581,1.02454606445959,1.02878095096311
caples_23,1.02720052273623,1.02057572601122,1.02395092928621,1.02630029036373
caples_23,1.02713787246537,1.02056171918567,1.02398556590597,1.02655751441582
caples_24,1.02280882638764,1.02,1.02719117361236,1.04595586806179
caples_24,1.02482559664652,1.02,1.02517440335349,1.03587201676742
caples_24,1.02141140396758,1.02,1.02858859603242,1.05294298016209
caples_25,1.03,1.03967847245056,1.04,1.04032152754944
caples_25,1.03,1.03978574718116,1.04,1.04021425281884
caples_26,1.02781333212834,1.03095867640556,1.03781333212834,1.04904132359444
caples_26,1.0277804018431,1.03088107206309,1.03778040184311,1.04911892793691
caples_27,1.03,1.03,1.04,1.05
caples_27,1.03,1.03,1.04,1.05
caples_28,1.02541640054068,1.02223975064556,1.02906310075044,1.04233193849225
caples_29,1.02042944066012,1.02,1.02957055933988,1.05785279669941
caples_29,1.02629346489683,1.02530268439535,1.03431190389386,1.04998974143817
caples_3,1.03,1.03,1.04,1.05
caples_3,1.02192147178121,1.02192147178121,1.03192147178121,1.05807852821879
caples_3,1.03,1.03,1.04,1.05
caples_30,1.03,1.03,1.04,1.05
caples_30,1.03,1.03,1.04,1.05
caples_32,1.02820298287866,1.02285409658988,1.02524407776589,1.02957579111528
caples_32,1.02776495981926,1.02327625602893,1.02635055280271,1.03323667744752
caples_33,1.02193510894698,1.02,1.0182340565175,1.04540903799734
caples_33,1.02161571132466,1.02,1.01771171235262,1.04658515521533
caples_34,1.02400636099727,1.02400636099727,1.03400636099727,1.05599363900273
caples_34,1.02310146698499,1.02310146698499,1.03310146698499,1.05689853301501
caples_35,1.02,1.02,1.03,1.06
caples_35,1.02095800216572,1.02058199716293,1.03020599216014,1.05753797782312
caples_36,1.02,1.02,1.01,1.05
caples_36,1.02,1.02,1.0109289037664,1.0504644518832
caples_37,1.02,1.02,1.03,1.06
caples_37,1.0261859166876,1.02,1.0238140833124,1.03125566980098
caples_38,1.03,1.02,1.02,1.01
caples_39,1.03,1.02155806331682,1.02311612663364,1.01623225326728
caples_4,1.02344611406435,1.0207950453712,1.01533803450348,1.03954664007576
caples_40,1.03,1.03706581713542,1.0365532484806,1.03604067982579
caples_40,1.03,1.03749196209632,1.03691472138748,1.03633748067864
caples_41,1.03,1.0349229165897,1.04,1.0450770834103
caples_42,1.03,1.03305742948978,1.03011386742777,1.02657970744342
caples_43,1.03,1.02,1.01,1
caples_44,1.02,1.02,1.01,1.05
caples_45,1.02733896011261,1.02,1.03735723087243,1.02424809178593
caples_46,1.02347505457993,1.02,1.01234997945631,1.03732468601297
caples_47,1.02238804883864,1.02,1.01,1.0380597558068
caples_48,1.02,1.02,1.01,1.05
caples_49,1.02362313903669,1.02357548446219,1.02454021072126,1.04270606735212
caples_5,1.02562316888479,1.02381647229926,1.03200977571374,1.04715004477311
caples_5,1.02641661561246,1.02503683360947,1.0331582156423,1.04781483839347
caples_50,1.02,1.02,1.01,1.05
caples_51,1.02631403429673,1.02,1.04157017148365,1.03105789710981
caples_52,1.02169294940663,1.02,1.0141699012049,1.04464115931269
caples_53,1.02432896577408,1.02,1.01,1.02835517112962
caples_54,1.02678174768158,1.02648466332519,1.01972699498778,1.02906058824248
caples_55,1.02006548004957,1.02,1.01,1.04967259975215
caples_56,1.02462868279933,1.02,1.01,1.02685658600336
caples_57,1.02348163671877,1.02,1.01,1.03259181640615
caples_58,1.02951320100638,1.02,1.01,1.0024339949681
caples_59,1.02933291810415,1.02,1.01845853796724,1.01637059490642
caples_6,1.02507648688226,1.02447759945283,1.03387871202341,1.05312685082948
caples_6,1.02492511032059,1.02226649551232,1.02960788070406,1.04513073613596
caples_60,1.02,1.02,1.01,1.05
caples_65,1.02882012209909,1.02119514028664,1.02237501818755,1.0200823805078
caples_65,1.02895144996472,1.02085124808987,1.02189979812515,1.01822211849095
caples_7,1.02501513539966,1.02447953233896,1.03378602709491,1.05276350126586
caples_7,1.02519118732412,1.02476702821334,1.03434286910257,1.05314522603525
caples_75,1.03,1.02,1.0177472142793,1.0077472142793
caples_75,1.03,1.02,1.01729779740561,1.00729779740561
caples_76,1.03,1.02077469565107,1.02132051682012,1.01286990812225
caples_76,1.03,1.02079127824173,1.02144881805333,1.01303137453678
caples_77,1.03,1.02,1.01771301829972,1.00771301829972
caples_77,1.03,1.02,1.01891309796089,1.00891309796089
caples_8,1.0245656955342,1.0245656955342,1.0345656955342,1.0554343044658
caples_8,1.02545073289026,1.02439372515144,1.03333671741262,1.05032123615446
caples_82,1.03124582363268,1.03124582363268,1.03358501205553,1.04492377057875
caples_82,1.03144941282025,1.03144941282025,1.03358860537774,1.04462018345849
caples_83,1.0213148220366,1.0213148220366,1.0313148220366,1.0586851779634
caples_84,1.0237952597527,1.02343272552712,1.0323999084304,1.05441946190943
caples_85,1.02973097370762,1.02,1.02026902629238,1.01134513146191
caples_9,1.03,1.02,1.02,1.01
caples_92,1.02422269116159,1.02,1.02577730883841,1.03888654419205
caples_93,1.02946480626493,1.02094549485629,1.01945571858496,1.01396023066597
caples_94,1.02725261683174,1.02501429958568,1.03107104039543,1.04294164321194
caples_95,1.03,1.0217114790973,1.02342295819459,1.01684591638919
caples_98,1.02220984240707,1.02220984240707,1.03220984240707,1.05779015759293
caples_99,1.02216856555808,1.02049675877697,1.02882495199586,1.05114420731749
caples_99,1.02147663176043,1.02052077231273,1.02956491286502,1.05469993044875
concow_concow001,1.02671020417615,1.02,1.02328979582385,1.03315918329541
concow_concow002,1.03500435430318,1.03016501473911,1.02642622894906,1.02555319845502
concow_concow003,1.03030232173646,1.02060464347292,1.02211700795956,1.01604870214223
concow_concow004,1.03071332355338,1.02209857358639,1.02596252121585,1.02845028687693
concow_concow005,1.02773858313942,1.03049051179722,1.02288504252391,1.01669396354216
concow_concow006,1.03559361596519,1.03118723193038,1.02559361596519,1.02317554801213
concow_concow007,1.0329052638947,1.03324667604319,1.02730119835171,1.02891613804133
downieville_redant28,1.02097403951788,1.02902596048212,1.02,1.01097403951788
downieville_redant29,1.02076833549919,1.02923166450081,1.02076833549919,1.01230500649756
downieville_redant30a,1.02081493296518,1.02918506703482,1.02066777528682,1.01215048353883
downieville_redant38,1.02309108172741,1.02690891827259,1.02200599705748,1.01601799117244
downieville_redant39,1.0277881390307,1.02584174307782,1.02252594375774,1.01801284938899
downieville_redant40,1.03,1.02,1.02275550364664,1.01826651093992
downieville_redant41,1.02953984960395,1.02,1.0208216449039,1.01389462912636
downieville_redant42,1.02899109560283,1.02884574138313,1.02535312479795,1.0258957954438
downieville_redant43,1.03,1.02,1.02288903741984,1.01866711225953
downieville_redant44,1.03,1.02,1.02254448549022,1.01763345647067
downieville_redant45,1.0211780715198,1.0265143377346,1.02578139942359,1.03195937976195
downieville_redant46,1.03,1.02,1.02912206945725,1.03736620837175
downieville_redant49,1.02925553618446,1.02268129094072,1.02342575475626,1.02310683737021
downieville_redant50,1.03441509366745,1.02929189181968,1.02473547933161,1.02030483421102
downieville_redant51,1.03420507762007,1.0317733213978,1.02759101855258,1.03024956111648
downieville_redant52,1.03332125930424,1.0312508174617,1.02790562269921,1.03313574715101
downieville_redant54,1.02798199042532,1.02,1.02201800957468,1.02009004787342
downieville_redant55,1.03404611433736,1.02809222867471,1.0297479268008,1.03519766606504
downieville_redant56,1.02997807406941,1.0231675989798,1.02104855768307,1.01209711536614
downieville_redant57,1.02504278908369,1.02802585085471,1.02235676621784,1.01730039534406
downieville_redant59,1.03,1.02,1.02,1.01
downieville_redant62,1.0292529333049,1.02,1.03,1.0414941333902
drycreek_drycreek21,1.03,1.03,1.04,1.05
drycreek_drycreek22,1.03,1.03,1.04,1.05
drycreek_drycreek23,1.03,1.03,1.04,1.05
drycreek_drycreek24,1.02524140504735,1.02524140504735,1.02572421514204,1.05
drycreek_drycreek25,1.03,1.03,1.04,1.05
drycreek_drycreek26,1.03,1.03,1.04,1.05
drycreek_drycreek27,1.03,1.03,1.04,1.05
drycreek_drycreek28,1.03,1.03,1.04,1.05
drycreek_drycreek29,1.03,1.03,1.04,1.05
drycreek_drycreek30,1.03,1.03,1.04,1.05
drycreek_drycreek31,1.03,1.03,1.04,1.05
drycreek_drycreek32,1.03,1.03,1.04,1.05
drycreek_drycreek34,1.03,1.03,1.04,1.05
drycreek_drycreek35,1.03,1.03,1.04,1.05
drycreek_drycreek36,1.03,1.03,1.04,1.05
drycreek_drycreek37,1.03,1.03,1.04,1.05
drycreek_drycreek39,1.03,1.03,1.04,1.05
drycreek_drycreek43,1.03,1.03,1.04,1.05
drycreek_drycreek46,1.02948400666417,1.02948400666417,1.03896801332834,1.04845201999252
drycreek_drycreek48,1.02955155470597,1.02955155470597,1.03865466411792,1.05
drycreek_drycreek50,1.03,1.03,1.04,1.05
drycreek_drycreek52,1.03,1.03,1.04,1.05
frenchmeadows_fm10-1,1.03378604556036,1.02989421842109,1.02336980365285,1.02296116746414
frenchmeadows_fm10-10,1.03001558315451,1.02505953819901,1.02504395504451,1.02763046792403
frenchmeadows_fm10-11,1.02290743174395,1.02,1.02709256825605,1.04546284128026
frenchmeadows_fm10-12,1.02942232915836,1.024193253975,1.02477092481664,1.0275647431207
frenchmeadows_fm10-13,1.02,1.02969862938155,1.02030137061845,1.01150685309227
frenchmeadows_fm10-14,1.02691278201198,1.02,1.01952265587729,1.0218931891228
frenchmeadows_fm10-15,1.03370941440416,1.02952065811251,1.02510323222967,1.02626328734538
frenchmeadows_fm10-2,1.02773569141173,1.02015967717552,1.01918755576459,1.01864398305646
frenchmeadows_fm10-3,1.02609163756126,1.02,1.02354248618234,1.02917593593729
frenchmeadows_fm10-4,1.02984227946594,1.02,1.02015772053406,1.0107886026703
frenchmeadows_fm10-5,1.03092022830543,1.02855673325966,1.02675402926424,1.03454154077251
frenchmeadows_fm10-6,1.0362066540266,1.03247887589345,1.02624378329715,1.02261435692437
frenchmeadows_fm10-7,1.02959975636885,1.02,1.02040024363115,1.01259252662562
frenchmeadows_fm10-8,1.03776160655793,1.03562598695221,1.02786438039427,1.02588292154305
frenchmeadows_fm10-9,1.02994516031196,1.02,1.02005483968805,1.01027419844023
frenchmeadows_fm19-1,1.02917505858303,1.02,1.02082494141697,1.01412470708486
frenchmeadows_fm19-10,1.03227714681487,1.02455429362974,1.01800969517058,1.01046814534283
