site_plotid,coef_plot_litter,coef_plot_duff,coef_plot_litterduff
burtonsp_burton14,0.7916275064699481,1.5454816770434099,1.5163446092404782
burtonsp_burton14,0.7983976713400686,1.5440801046073125,1.516526307150129
burtonsp_burton15,0.5779322620165901,1.6228791461278818,1.5449988507859294
burtonsp_burton16,0.9672045897312058,1.5450537936965294,1.5766383346586013
burtonsp_burton17,1.05,1.518,1.572
burtonsp_burton18,0.7686009092698112,1.5948561100404706,1.5410948975498635
burtonsp_burton19,0.8453053033600754,1.5742242737516268,1.550475145522536
burtonsp_burton2,0.9537801863974318,1.5566729635441092,1.5997557154622795
burtonsp_burton20,1.0472980094943305,1.5189124625870674,1.5722045174764117
burtonsp_burton21,0.7980953088618647,1.5868005587068028,1.544334166869222
burtonsp_burton22,0.8735628696177402,1.5661887538182744,1.5526225116921202
burtonsp_burton23,0.9595666559842302,1.5540265397417812,1.5696043949806857
burtonsp_burton24,0.36043469460129707,1.7150495216165387,1.521301857341581
burtonsp_burton25,0.5670417500395177,1.6499062272290912,1.5189583424898894
burtonsp_burton26,0.714664354439543,1.6095873367209919,1.5351712296783313
burtonsp_burton27,0.38212836498463804,1.7004100274825187,1.4986499360387746
burtonsp_burton28,0.6369581821126438,1.6308105543073848,1.5266370257811572
burtonsp_burton3,0.78095816292624,1.6268458771251961,1.6496801605565092
burtonsp_burton30,0.4690444133598457,1.6766713957731056,1.508195629212931
burtonsp_burton31,1.0312266070938751,1.525545459841116,1.5774154017998443
burtonsp_burton32,1.05,1.518,1.572
burtonsp_burton33,0.358,1.707,1.496
burtonsp_burton34,0.9465573448616896,1.5462524014756367,1.5606392459674687
burtonsp_burton35,0.42287836788067573,1.6892803301597568,1.503125369882848
burtonsp_burton37,0.35769031155195963,1.7052164239381378,1.494239363823178
burtonsp_burton38,0.9583294656957917,1.543037183502161,1.561932137850983
burtonsp_burton39,0.8504312934381307,1.5809715692493407,1.5762582881409721
burtonsp_burton4,0.8219628921603284,1.5804568494239772,1.5474583013751915
burtonsp_burton40,1.026016538660635,1.5276395065767825,1.5789183061555854
burtonsp_burton41,0.7286320666154861,1.6348596698518942,1.6266504426910045
burtonsp_burton42,0.6698223027522591,1.6218346600864495,1.5302463800710573
burtonsp_burton43,0.8663191910576583,1.5681671573556397,1.5518269631797428
burtonsp_burton44,0.8483375391583758,1.5730783310680159,1.5498520996763534
burtonsp_burton45,0.9194129227465211,1.5046934698180887,1.5123956532329217
burtonsp_burton46,0.4674981325740691,1.6803427488660234,1.5173594280144536
burtonsp_burton47,1.05,1.518,1.572
burtonsp_burton5,0.6995290113491326,1.621805598071683,1.5380981065231645
burtonsp_burton6,0.9360852575254525,1.5637849638022703,1.6048600218676579
burtonsp_burton7,0.7380501901674534,1.617394420029425,1.581631923502294
burtonsp_burton8,0.9037827109203881,1.5767681027262288,1.6141780641575803
burtonsp_burton9,0.8520806611835317,1.5975483496396958,1.6290921169662889
calaveras_bigtrees01,1.0444348942481394,1.519879337022462,1.5724212307119307
calaveras_bigtrees01,1.0426329675204797,1.520487847940683,1.5725576210901535
calaveras_bigtrees02,0.580932723758133,1.6764040874645025,1.607504364431699
calaveras_bigtrees02,0.580932723758133,1.6764040874645025,1.607504364431699
calaveras_bigtrees03,0.732961041617827,1.62506410239398,1.5959971263986508
calaveras_bigtrees04,0.7824338197557881,1.6083571380155126,1.5922524619689944
calaveras_bigtrees04,0.7281994542930392,1.6266720911266574,1.5963575376663186
calaveras_bigtrees05,0.32602383561845905,1.5892623953623872,1.4393491234410378
calaveras_bigtrees05,0.33153929860310644,1.6128511734349769,1.4663347353387242
calaveras_bigtrees06,0.3226051932656764,1.5076311595940584,1.326173882552021
calaveras_bigtrees06,0.32239587494900984,1.5659632540460198,1.4103964667051558
calaveras_bigtrees07,1.048163225997684,1.5186202788479433,1.5721390280176422
calaveras_bigtrees07,1.0482194202132458,1.5186013020531688,1.572134774598124
calaveras_bigtrees08,0.4858737771675169,1.4936431447571652,1.3621760542213908
calaveras_bigtrees08,0.45980350253548824,1.4445329061275713,1.2960839745603177
calaveras_bigtrees09,0.8753378397339318,1.560675004017624,1.5660534490789653
calaveras_bigtrees09,0.8732805421813031,1.560779566302294,1.5655155333396455
calaveras_bigtrees10,0.7947087673189716,1.5065157106769265,1.4765029840731922
calaveras_bigtrees10,0.5477298672349731,1.4472989081759398,1.3275768242310393
calaveras_bigtrees11,0.32948369986135173,1.615934799445407,1.4733692717906728
calaveras_bigtrees11,0.3286775134039458,1.612710053615783,1.4697460659878483
calaveras_bigtrees12,0.8139450816315943,1.5432556639159016,1.5324913729283853
calaveras_bigtrees12,0.8061375689840293,1.5620428613261452,1.5500976506010529
calaveras_bigtrees13,0.49812113028750704,1.4367614660455532,1.3318364174732162
calaveras_bigtrees13,0.4954362999676272,1.4429854541925289,1.3376416504746231
calaveras_bigtrees14,0.3382665544810864,1.5463511568967812,1.4025200473121282
calaveras_bigtrees15,0.9939114932673065,1.536941096887897,1.5762454182679773
calaveras_bigtrees15,0.9934068289654977,1.5362733473058747,1.5752985268825848
calaveras_bigtrees17,0.5787515849045675,1.5572882156641294,1.466809268817491
calaveras_bigtrees18,1.0179998149256688,1.5288064671575614,1.5744221391904878
calaveras_bigtrees19,0.9812648059260122,1.5412118850439085,1.5772026638891519
calaveras_bigtrees20,0.3949386806081189,1.6314714607526088,1.5080710309822865
calaveras_bigtrees21,0.4304546279149244,1.4166802474606177,1.2539224162083327
calaveras_bigtrees22,0.4954859190134506,1.4273153915812895,1.2873097948822418
calaveras_bigtrees23,0.927980308991905,1.5860706459623768,1.5665247294379443
calaveras_bigtrees24,1.0143856611433675,1.595164400856037,1.6076143388566324
calaveras_bigtrees25,0.8916472064945944,1.5714757614166728,1.5839859465244266
calaveras_bigtrees27,0.7375899079397885,1.6235009335632737,1.5956467609710785
calaveras_bigtrees28,1.0465434616237324,1.5191672735128,1.5722616302701098
calaveras_bigtrees29,0.304,1.396,1.189
calaveras_bigtrees29,0.304,1.396,1.189
calaveras_bigtrees30,0.4280651199148642,1.7280274995338445,1.6190751292058616
calaveras_bigtrees30,0.38623100427232315,1.742154886475721,1.622241612485937
calaveras_bigtrees32,0.602608839621017,1.4509491284186535,1.3760496080510656
calaveras_bigtrees32,0.5817540284240674,1.4769775899519435,1.3976304421241452
calaveras_bigtrees33,0.363,1.75,1.624
calaveras_bigtrees34,0.48319038037715645,1.7094116910516735,1.6149026204081338
calaveras_bigtrees34,0.4699868829017617,1.695292450040313,1.5940675830952686
calaveras_bigtrees35,0.47279946866637057,1.4319744327992963,1.2854985662446905
calaveras_bigtrees35,0.4598442917189066,1.4300436022047438,1.279068085729667
calaveras_bigtrees36,0.405150680259846,1.7357657091407803,1.620809555497072
caples_1,0.4739877343378376,1.684822686541783,1.5360336421340053
caples_1,0.6402304728298149,1.6375038529592683,1.5487919807010306
caples_1,0.4782692253084343,1.6812187847946136,1.529510076893761
caples_10,0.363,1.75,1.624
caples_100,0.4316756875358809,1.7268082103226723,1.618801840244737
caples_100,0.363,1.75,1.624
caples_101,0.4986057511134505,1.5271786186173664,1.4272303181771981
caples_102,0.363,1.75,1.624
caples_102,0.3967393592510851,1.7386062134697928,1.6214462202604703
caples_103,0.5806836909913351,1.6294951272848075,1.5443088443654276
caples_103,0.5647318877297554,1.6360422276239848,1.5469368615619485
caples_104,0.7790022292385381,1.5927940677262713,1.5429965294844172
caples_105,0.9699545092976595,1.5450313738616346,1.5780587562103665
caples_105,0.9547814506114028,1.55015531798858,1.5792072264457162
caples_106,0.5575049792557883,1.6840214864519982,1.6084326161846316
caples_107,0.9619346789416575,1.5420525226589983,1.5623280861265405
caples_108,0.8889914732700113,1.5619748721849247,1.5543169826134695
caples_109,1.05,1.518,1.572
caples_11,0.4674236207087942,1.6877564355907084,1.5385903787505815
caples_11,0.5984164312794789,1.6530635032947956,1.5560909396932399
caples_110,0.9019219588096152,1.5889124729085806,1.6142991201240207
caples_111,0.3204138289595987,1.4944829737575922,1.3100172135156853
caples_111,0.3636032482765597,1.4972800783859936,1.3271770728165255
caples_112,1.0027963460505107,1.5369722378373913,1.5856164386392761
caples_113,0.6103783875235882,1.6561466233535904,1.5438450615055035
caples_114,0.5948103735841748,1.6935229125721563,1.5719275845374803
caples_115,0.4347491169163461,1.69129788190912,1.5195388665965148
caples_115,0.4240857333112733,1.697378560652101,1.5274693909644737
caples_116,0.9700372431562003,1.540114884475459,1.5640694022782862
caples_117,0.40440559647445007,1.730505877872512,1.6050329984050196
caples_117,0.41630274282389423,1.7268558596214092,1.6051886490053735
caples_118,0.6544128458726612,1.6515898395306299,1.601942550239624
caples_118,0.5069764329844708,1.6846060258016768,1.564917426186712
caples_119,0.6434746746576547,1.655283661542102,1.6027704758628851
caples_119,0.6490031020705551,1.6534167108000455,1.602352021386217
caples_12,0.9573238768330121,1.5492967402834663,1.5790147866152597
caples_12,0.9361487730185513,1.55751304134987,1.5798635170355755
caples_120,0.7268516667866078,1.6271272391637654,1.5964595536056716
caples_121,0.363,1.75,1.624
caples_121,0.363,1.75,1.624
caples_121,0.363,1.75,1.624
caples_122,0.6357566485333269,1.6538272158003147,1.5916832250887514
caples_122,0.6120592690841534,1.6619023652905016,1.5936853046549597
caples_123,0.6284510422438502,1.6649551718835724,1.5773911061332422
caples_124,0.4171748427427041,1.6908380848578455,1.5024989711682744
caples_125,0.5993740302516039,1.6027004362435984,1.522709957822875
caples_125,0.6148960528918037,1.6046719328842984,1.5288404566595137
caples_126,0.7815701032823935,1.5913139457798087,1.5425192598980664
caples_126,0.8803523232007147,1.5643344088367992,1.5533681742243561
caples_127,0.6800491336240881,1.6481670533874968,1.6176888855665632
caples_127,0.6986231093561162,1.6427223186854767,1.6189211229921865
caples_128,0.6944784424264681,1.6608923183324387,1.6745542954539034
caples_128,0.7734602528259373,1.6291477060757291,1.6517710809155952
caples_129,0.7300162403064716,1.6248557605843026,1.5927646858183426
caples_129,0.72662390277715,1.6260459274929397,1.5931495062515177
caples_13,0.363,1.75,1.624
caples_13,0.3906088569196374,1.7406764849994822,1.6219102466378152
caples_130,1.041861958981803,1.527339318065748,1.578388778593125
caples_131,1.05,1.518,1.572
caples_132,0.9096946593840083,1.665654692004248,1.6631887855734009
caples_133,0.46103018171702237,1.7049887872628808,1.5880469891696942
caples_14,1.05,1.518,1.572
caples_14,1.05,1.518,1.572
caples_16,0.9198683243169843,1.5641579588759338,1.5891797581708453
caples_16,0.9476268414994636,1.5542688024282465,1.5853721502565559
caples_17,1.05,1.518,1.572
caples_17,1.0456974997911124,1.5194529549468152,1.5723256623156656
caples_19,0.7305681438572801,1.7785267955506594,1.7058643341980881
caples_19,0.737348268527937,1.7798284650549416,1.709683518348015
caples_2,0.3676477374649192,1.7137229436102193,1.5159381810028068
caples_2,0.4293402005318951,1.6960733449042453,1.5233533750567574
caples_2,0.3584189154399934,1.7106026727839432,1.5067242352638306
caples_20,0.358,1.707,1.496
caples_20,0.4706460678833789,1.7318849437079893,1.569156321145402
caples_21,0.6984945272039061,1.616419056887017,1.5403341538785895
caples_21,0.7441907563220084,1.6033513044653835,1.5436661287004094
caples_22,1.05,1.518,1.572
caples_23,0.7825765591321658,1.6053674101778066,1.5837914211853383
caples_23,0.8178356720025197,1.5938290941315318,1.5821817640863092
caples_23,0.8145008707227668,1.5950178514125093,1.5826139973689726
caples_24,0.5559663728309834,1.6848352278067131,1.6093941027842635
caples_24,0.6945184896156464,1.6380461578008296,1.598906897438117
caples_24,0.4599634525728675,1.7172554279521028,1.616660699368575
caples_25,0.8167595941566064,1.7950740993001075,1.7544152144299867
caples_25,0.8218444163868092,1.7960502993485228,1.7572794497368736
caples_26,0.5081826526758828,1.7450253047707887,1.60797004095887
caples_26,0.5060815675058863,1.744760371076541,1.6071987512819403
caples_27,0.358,1.707,1.496
caples_27,0.358,1.707,1.496
caples_28,0.5488616897305293,1.6772253704884528,1.5811782930718874
caples_29,0.39250257335007277,1.7400369766852748,1.6217669085673898
caples_29,0.4114925212319982,1.7099271669752947,1.5522544885047296
caples_3,0.358,1.707,1.496
caples_3,0.36203926410939424,1.741737671340791,1.599405161200494
caples_3,0.358,1.707,1.496
caples_30,0.358,1.707,1.496
caples_30,0.358,1.707,1.496
caples_32,0.74012715098638715,1.6015548618658557,1.5508515068347242
caples_32,0.6930103192943455,1.6154205395309145,1.548639397710903
caples_33,0.7849685200019229,1.666273676014741,1.6080389327543898
caples_33,0.7877731118921905,1.6703588207930995,1.6091947553181254
caples_34,0.3609968195013661,1.7327726477117484,1.5727185792349725
caples_34,0.3614492665075044,1.7366636919645377,1.584301222592113
caples_35,0.363,1.75,1.624
caples_35,0.3885405451102816,1.7387740961346485,1.6145952102999817
caples_36,0.951,1.671,1.612
caples_36,0.9236902292679847,1.6746691698772609,1.6125573422598374
caples_37,0.363,1.75,1.624
caples_37,0.6378455789203534,1.657184607991962,1.6031965500671639
caples_38,1.05,1.518,1.572
caples_39,0.9421820184760843,1.54744739668789,1.560158718792171
caples_4,0.921225596466192,1.6344930396331716,1.5923542967394997
caples_40,0.7671397816032377,1.7840519165540873,1.7412989341511271
caples_40,0.7795553361550287,1.7865923859428094,1.7467367998374188
caples_41,0.5913462463519298,1.7517985409662988,1.6274418729450744
caples_42,0.7238405992642409,1.7705154019908125,1.744411765796634
caples_43,0.53,1.727,1.722
caples_44,0.951,1.671,1.612
caples_45,0.6485955146685904,1.5452190683087748,1.5630552869033638
caples_46,0.7654555452646008,1.6958652583971168,1.6271958017074089
caples_47,0.850463143893288,1.68437307349638,1.6382685372250319
caples_48,0.951,1.671,1.612
caples_49,0.8546581381011099,1.6480029458755343,1.6156853682584311
caples_5,0.4852118192758774,1.6916738083290013,1.5657543323246863
caples_5,0.46993838414780387,1.6943602709513144,1.5520543618047096
caples_50,0.951,1.671,1.612
caples_51,0.6927559972637242,1.5137805460114113,1.5318117644315232
caples_52,0.8655033544362961,1.6625933351126119,1.6063096079671928
caples_53,0.768750540911397,1.6952422083348262,1.659618623514837
caples_54,0.7634068388158194,1.7319983418212486,1.6998927843139975
caples_55,0.9482432899131282,1.6713666882775886,1.6127202805452636
caples_56,0.7561324541483047,1.696920623676235,1.6629155107926046
caples_57,0.8044230941397456,1.6904971656251173,1.6502980039064798
caples_58,0.5504942376313797,1.7242739256357302,1.716645211070185
caples_59,0.4579260795084396,1.7223390535445333,1.6440449057960707
caples_6,0.36076120027358416,1.7307463223528239,1.5666867270037546
caples_6,0.4970895886949021,1.6945892977443986,1.5847536500253079
caples_60,0.951,1.671,1.612
caples_65,0.8833105866697378,1.5519464388777062,1.5583557933409309
caples_65,0.9169726869369116,1.5470082253127673,1.5633643042960375
caples_7,0.4021984882909967,1.7176883063099964,1.5637821088357255
caples_7,0.38748569537419386,1.7204280427298526,1.5609482704660274
caples_75,0.9328551425237539,1.565083221562568,1.6057917858104556
caples_75,0.9094854650915193,1.5744760342228319,1.6125330389159078
caples_76,0.9844895878813579,1.5374252244792919,1.56954543028213
caples_76,0.9882891473060943,1.5357502919582229,1.567992361814756
caples_77,0.9310769515853807,1.565797917535876,1.606304725504217
caples_77,0.9934810939662057,1.540716252617429,1.5883035305866715
caples_8,0.36071715223290035,1.7303675092029431,1.5655590971622488
caples_8,0.43341956908120804,1.706584402308182,1.5622638778196931
caples_82,0.33860809981966544,1.598988083245798,1.4114891938863328
caples_82,0.33801631535572274,1.5954327051432728,1.4070932892903019
caples_83,0.36234258898169885,1.7443462652426103,1.6071702779314907
caples_84,0.3845475454991567,1.717846695726723,1.572176903583132
caples_85,1.0315178937134108,1.5242414099832438,1.573398936720382
caples_9,1.05,1.518,1.572
caples_92,0.6530988828012303,1.6520335650511129,1.6020420059597322
caples_93,0.8401890436148319,1.577938589496971,1.5895096176467782
caples_94,0.5100881372478043,1.6536633296207757,1.5329184852231448
caples_95,0.9315656464670684,1.5503469549389077,1.558992758860545
caples_98,0.361895078796464,1.7404976776495906,1.5957140171894793
caples_99,0.4776047464736349,1.7090780199373312,1.608948092393043
caples_99,0.42840715790092365,1.7255847398685382,1.6123636452690455
concow_concow001,0.363,1.75,1.624
concow_concow002,0.559447287799806,1.4604782858159666,1.3489338226697971
concow_concow003,0.9936936347103139,1.478199418975412,1.5101542691135825
concow_concow004,0.7989215472513602,1.4437152899445729,1.4116573473264002
concow_concow005,0.41203661143294446,1.443365943670647,1.3020348971652702
concow_concow006,0.49611893418058084,1.4958868183213698,1.36810375215842
concow_concow007,0.3961580203251973,1.4621942878753318,1.3033817286740785
downieville_redant28,0.2844741438055891,1.4358965752223565,1.2710849451492567
downieville_redant29,0.3211781273521235,1.3956228153567574,1.2377636800949512
downieville_redant30a,0.3165454586669546,1.401578552326207,1.242894072002091
downieville_redant38,0.47793818043248315,1.3979372065940958,1.2822215520670144
downieville_redant39,0.6534673674917215,1.4900624065847337,1.4244964593397187
downieville_redant40,0.9987476321724741,1.4631654774318406,1.4956725489880394
downieville_redant41,0.9766685280760861,1.5332996805254282,1.567028231029387
downieville_redant42,0.49864304997508935,1.4680379868822848,1.3496206361524223
downieville_redant43,0.9962639039909301,1.460508155345135,1.4919736634703638
downieville_redant44,1.0026725698818564,1.4673647387445667,1.501517751920829
downieville_redant45,0.3172509513871615,1.5570092917536233,1.3984846614578963
downieville_redant46,0.880329508095146,1.3364708178007205,1.3193186760341689
downieville_redant49,0.8067408399698613,1.5500186606944284,1.5314958467718376
downieville_redant50,0.6802043074012153,1.4696287952744962,1.3973804856229468
downieville_redant51,0.49490674353453873,1.484742248882719,1.3546542659787497
downieville_redant52,0.440794914579744,1.5131530521863954,1.3706812732549885
downieville_redant54,0.9113627422191617,1.5648178221326847,1.5824936497883604
downieville_redant55,0.6421061586132919,1.3551713370617642,1.259093615641949
downieville_redant56,0.888922165145711,1.492789986348093,1.4955508462353542
downieville_redant57,0.4693456334917987,1.4491817972127472,1.3305395152413526
downieville_redant59,1.05,1.518,1.572
downieville_redant62,0.8265719585754915,1.3511985745588093,1.3195784942687894
drycreek_drycreek21,0.358,1.707,1.496
drycreek_drycreek22,0.358,1.707,1.496
drycreek_drycreek23,0.358,1.707,1.496
drycreek_drycreek23,0.358,1.707,1.496
drycreek_drycreek24,0.6401846806922612,1.689869058170453,1.5511997014507628
drycreek_drycreek25,0.358,1.707,1.496
drycreek_drycreek26,0.358,1.707,1.496
drycreek_drycreek26,0.358,1.707,1.496
drycreek_drycreek27,0.358,1.707,1.496
drycreek_drycreek27,0.358,1.707,1.496
drycreek_drycreek28,0.358,1.707,1.496
drycreek_drycreek28,0.358,1.707,1.496
drycreek_drycreek29,0.358,1.707,1.496
drycreek_drycreek29,0.358,1.707,1.496
drycreek_drycreek30,0.358,1.707,1.496
drycreek_drycreek30,0.358,1.707,1.496
drycreek_drycreek31,0.358,1.707,1.496
drycreek_drycreek31,0.358,1.707,1.496
drycreek_drycreek32,0.358,1.707,1.496
drycreek_drycreek34,0.358,1.707,1.496
drycreek_drycreek35,0.358,1.707,1.496
drycreek_drycreek36,0.358,1.707,1.496
drycreek_drycreek37,0.358,1.707,1.496
drycreek_drycreek39,0.358,1.707,1.496
drycreek_drycreek43,0.358,1.707,1.496
drycreek_drycreek46,0.36739107871207516,1.7167006747135725,1.5117893960763462
drycreek_drycreek48,0.38459280593582207,1.705385596941501,1.501201965410717
drycreek_drycreek50,0.358,1.707,1.496
drycreek_drycreek52,0.358,1.707,1.496
frenchmeadows_fm010-1,0.45878538131540614,1.5418138607605645,1.4296387863354558
frenchmeadows_fm010-10,0.688554650755102,1.545465930910061,1.48818361040288
frenchmeadows_fm010-11,0.5627405608092242,1.6825475835404076,1.6088813549314709
frenchmeadows_fm010-12,0.7098673658706716,1.5544648603885936,1.50560553509036
frenchmeadows_fm010-13,0.27862192438055444,1.4124876975222176,1.2447835911815723
frenchmeadows_fm010-14,0.6525508944651615,1.6641228054362882,1.6415219651986444
frenchmeadows_fm010-15,0.585865018912993,1.4991026453466492,1.4057643255164156
frenchmeadows_fm010-2,0.7147067704015647,1.6390515706964068,1.6296781973920702
frenchmeadows_fm010-3,0.7624699351263685,1.616320822337301,1.5978116285273263
frenchmeadows_fm010-4,1.0391645993101013,1.5216591163901843,1.5728201467771106
frenchmeadows_fm010-5,0.45025824844433093,1.563757242202898,1.4399868864271894
frenchmeadows_fm010-6,0.5808068682375677,1.4432338101034583,1.3336265815704824
frenchmeadows_fm010-7,1.0225032625400712,1.527285652242654,1.574081266881974
frenchmeadows_fm010-8,0.463620405404567,1.4238736560930563,1.2730295618397447
frenchmeadows_fm010-9,1.046232513431306,1.5192722807626455,1.572285166377835
frenchmeadows_fm019-1,0.9933265246540245,1.5371386408737506,1.5762896953682548
frenchmeadows_fm019-10,0.6582173621076024,1.579408548224189,1.5487970516547425
frenchmeadows_fm019-11,0.8105098641598362,1.4842046915187277,1.5363596426426374
frenchmeadows_fm019-12,0.5949521383313457,1.6619926716663904,1.5786435421930136
frenchmeadows_fm019-13,0.6780245115974409,1.667505532838721,1.6793006216545843
frenchmeadows_fm019-14,0.41031173437453405,1.6886560956951104,1.5726232104358533
frenchmeadows_fm019-15,0.8918250961985916,1.4928733692385783,1.4948817078398304
frenchmeadows_fm019-16,0.9745436617653919,1.5483276436366022,1.5937662514138293
frenchmeadows_fm019-17,0.2765351892539033,1.4035228921310918,1.2345159741148362
frenchmeadows_fm019-18,0.46918676383365465,1.4678748601986396,1.356511437290987
frenchmeadows_fm019-19,0.413156499356095,1.6159387545985497,1.4916465045913823
frenchmeadows_fm019-2,0.950679233732011,1.552072649451682,1.5812802818505387
frenchmeadows_fm019-20,0.9691285156677732,1.5058797258623535,1.5365795436839471
