plotID_fuel,time_fire,mass_tonsHA
calaveras bigtrees18 total_cwd,prefire_,18.219951654574
calaveras bigtrees18 total_fuel,prefire_,86.1104443309771
calaveras bigtrees18 duff_load,prefire_,31.0444761676837
calaveras bigtrees18 litter_load,prefire_,14.9614865809215
calaveras bigtrees18 litter_depth_cm,prefire_,3.1625
calaveras bigtrees18 duff_depth_cm,prefire_,4.5625
calaveras bigtrees18 fuel_depth_cm,prefire_,5.8625
calaveras bigtrees19 mass_1hr,prefire_,0.778706537005698
calaveras bigtrees19 mass_10hr,prefire_,1.33660017817436
calaveras bigtrees19 mass_100hr,prefire_,5.95570027833371
calaveras bigtrees19 mass_cwd_sound,prefire_,15.5208588263346
calaveras bigtrees19 mass_cwd_rotten,prefire_,2.67101202588895
calaveras bigtrees19 total_fine,prefire_,8.07100699351377
calaveras bigtrees19 total_cwd,prefire_,18.1918708522236
calaveras bigtrees19 total_fuel,prefire_,82.8800556479811
calaveras bigtrees19 duff_load,prefire_,40.1095729976548
calaveras bigtrees19 litter_load,prefire_,16.507604804589
calaveras bigtrees19 litter_depth_cm,prefire_,3.45
calaveras bigtrees19 duff_depth_cm,prefire_,5.8625
calaveras bigtrees19 fuel_depth_cm,prefire_,4.1125
calaveras bigtrees20 mass_1hr,prefire_,0.338278245480541
calaveras bigtrees20 mass_10hr,prefire_,2.75171718205962
calaveras bigtrees20 mass_100hr,prefire_,15.4120145223099
calaveras bigtrees20 mass_cwd_sound,prefire_,22.1131614407495
calaveras bigtrees20 mass_cwd_rotten,prefire_,3.07113121444873
calaveras bigtrees20 total_fine,prefire_,18.5020099498501
calaveras bigtrees20 total_cwd,prefire_,25.1842926551983
calaveras bigtrees20 total_fuel,prefire_,136.050994755442
calaveras bigtrees20 duff_load,prefire_,71.9892943331229
calaveras bigtrees20 litter_load,prefire_,20.375397817271
calaveras bigtrees20 litter_depth_cm,prefire_,4.7
calaveras bigtrees20 duff_depth_cm,prefire_,10.1875
calaveras bigtrees20 fuel_depth_cm,prefire_,4.875
calaveras bigtrees21 mass_1hr,prefire_,0.452106066680681
calaveras bigtrees21 mass_10hr,prefire_,3.20520186959388
calaveras bigtrees21 mass_100hr,prefire_,7.41150173652055
calaveras bigtrees21 mass_cwd_sound,prefire_,7.04359708618205
calaveras bigtrees21 mass_cwd_rotten,prefire_,13.2580604450336
calaveras bigtrees21 total_fine,prefire_,11.0688096727951
calaveras bigtrees21 total_cwd,prefire_,20.3016575312157
calaveras bigtrees21 total_fuel,prefire_,124.876395294959
calaveras bigtrees21 duff_load,prefire_,82.392683491008
calaveras bigtrees21 litter_load,prefire_,11.1132445999402
calaveras bigtrees21 litter_depth_cm,prefire_,5.7875
calaveras bigtrees21 duff_depth_cm,prefire_,13.0375
calaveras bigtrees21 fuel_depth_cm,prefire_,10.2875
calaveras bigtrees22 mass_1hr,prefire_,0.746651217151623
calaveras bigtrees22 mass_10hr,prefire_,2.75523680593825
calaveras bigtrees22 mass_100hr,prefire_,2.76213366020214
calaveras bigtrees22 mass_cwd_sound,prefire_,5.73797192198475
calaveras bigtrees22 mass_cwd_rotten,prefire_,55.6517381644521
calaveras bigtrees22 total_fine,prefire_,6.26402168329201
calaveras bigtrees22 total_cwd,prefire_,61.3897100864368
calaveras bigtrees22 total_fuel,prefire_,137.833612519852
calaveras bigtrees22 duff_load,prefire_,55.950989936305
calaveras bigtrees22 litter_load,prefire_,14.2288908138182
calaveras bigtrees22 litter_depth_cm,prefire_,6.4375
calaveras bigtrees22 duff_depth_cm,prefire_,8.7875
calaveras bigtrees22 fuel_depth_cm,prefire_,15.4125
calaveras bigtrees23 mass_1hr,prefire_,0.69528845180967
calaveras bigtrees23 mass_10hr,prefire_,3.50006627711952
calaveras bigtrees23 mass_100hr,prefire_,2.68168035021524
calaveras bigtrees23 mass_cwd_sound,prefire_,4.3148313052607
calaveras bigtrees23 mass_cwd_rotten,prefire_,0
calaveras bigtrees23 total_fine,prefire_,6.87703507914443
calaveras bigtrees23 total_cwd,prefire_,4.3148313052607
calaveras bigtrees23 total_fuel,prefire_,65.4300721386016
calaveras bigtrees23 duff_load,prefire_,36.4378081045539
calaveras bigtrees23 litter_load,prefire_,17.8003976496426
calaveras bigtrees23 litter_depth_cm,prefire_,4.3
calaveras bigtrees23 duff_depth_cm,prefire_,5.15
calaveras bigtrees23 fuel_depth_cm,prefire_,5.1125
calaveras bigtrees24 mass_1hr,prefire_,1.01128194664201
calaveras bigtrees24 mass_10hr,prefire_,5.1193297058726
calaveras bigtrees24 mass_100hr,prefire_,2.63128759531961
calaveras bigtrees24 mass_cwd_sound,prefire_,35.816462187433
calaveras bigtrees24 mass_cwd_rotten,prefire_,10.7951794247788
calaveras bigtrees24 total_fine,prefire_,8.76189924783422
calaveras bigtrees24 total_cwd,prefire_,46.6116416122118
calaveras bigtrees24 total_fuel,prefire_,158.244094444274
calaveras bigtrees24 duff_load,prefire_,76.8513838584099
calaveras bigtrees24 litter_load,prefire_,26.0191697258181
calaveras bigtrees24 litter_depth_cm,prefire_,5.75
calaveras bigtrees24 duff_depth_cm,prefire_,10.8
calaveras bigtrees24 fuel_depth_cm,prefire_,14.0125
calaveras bigtrees25 mass_1hr,prefire_,0.518649435469084
calaveras bigtrees25 mass_10hr,prefire_,1.77329064642086
calaveras bigtrees25 mass_100hr,prefire_,6.56750289909095
calaveras bigtrees25 mass_cwd_sound,prefire_,126.841805166272
calaveras bigtrees25 mass_cwd_rotten,prefire_,0.16036870758291
calaveras bigtrees25 total_fine,prefire_,8.85944298098089
calaveras bigtrees25 total_cwd,prefire_,127.002173873855
calaveras bigtrees25 total_fuel,prefire_,343.916733833094
calaveras bigtrees25 duff_load,prefire_,187.753491271587
calaveras bigtrees25 litter_load,prefire_,20.301625706672
calaveras bigtrees25 litter_depth_cm,prefire_,4.28125
calaveras bigtrees25 duff_depth_cm,prefire_,27.025
calaveras bigtrees25 fuel_depth_cm,prefire_,38.2875
calaveras bigtrees27 mass_1hr,prefire_,0.648392027175852
calaveras bigtrees27 mass_10hr,prefire_,2.28209490419203
calaveras bigtrees27 mass_100hr,prefire_,6.98390693690378
calaveras bigtrees27 mass_cwd_sound,prefire_,5.23565992691594
calaveras bigtrees27 mass_cwd_rotten,prefire_,0
calaveras bigtrees27 total_fine,prefire_,9.91439386827166
calaveras bigtrees27 total_cwd,prefire_,5.23565992691594
calaveras bigtrees27 total_fuel,prefire_,104.547411055304
calaveras bigtrees27 duff_load,prefire_,73.6487490773761
calaveras bigtrees27 litter_load,prefire_,15.7486081827403
calaveras bigtrees27 litter_depth_cm,prefire_,3.0625
calaveras bigtrees27 duff_depth_cm,prefire_,10.3875
calaveras bigtrees27 fuel_depth_cm,prefire_,13.375
calaveras bigtrees28 mass_1hr,prefire_,0.532788053843183
calaveras bigtrees28 mass_10hr,prefire_,1.12109915867511
calaveras bigtrees28 mass_100hr,prefire_,9.7136114915488
calaveras bigtrees28 mass_cwd_sound,prefire_,7.24058330973067
calaveras bigtrees28 mass_cwd_rotten,prefire_,4.48617915308102
calaveras bigtrees28 total_fine,prefire_,11.3674987040671
calaveras bigtrees28 total_cwd,prefire_,11.7267624628117
calaveras bigtrees28 total_fuel,prefire_,132.596200768378
calaveras bigtrees28 duff_load,prefire_,83.4192801789309
calaveras bigtrees28 litter_load,prefire_,26.0826594225679
calaveras bigtrees28 litter_depth_cm,prefire_,5.5625
calaveras bigtrees28 duff_depth_cm,prefire_,12.3125
calaveras bigtrees28 fuel_depth_cm,prefire_,5.875
calaveras bigtrees29 mass_1hr,prefire_,0.386163024
calaveras bigtrees29 mass_10hr,prefire_,2.210972608
calaveras bigtrees29 mass_100hr,prefire_,2.248815686
calaveras bigtrees29 mass_cwd_sound,prefire_,35.5144288832965
calaveras bigtrees29 mass_cwd_rotten,prefire_,0
calaveras bigtrees29 total_fine,prefire_,4.845951318
calaveras bigtrees29 total_cwd,prefire_,35.5144288832965
calaveras bigtrees29 total_fuel,prefire_,123.746868676296
calaveras bigtrees29 duff_load,prefire_,77.453491475
calaveras bigtrees29 litter_load,prefire_,5.932997
calaveras bigtrees29 litter_depth_cm,prefire_,4.375
calaveras bigtrees29 duff_depth_cm,prefire_,12.4375
calaveras bigtrees29 fuel_depth_cm,prefire_,9.3875
calaveras bigtrees30 mass_1hr,prefire_,0.572508647996987
calaveras bigtrees30 mass_10hr,prefire_,3.24757468965816
calaveras bigtrees30 mass_100hr,prefire_,17.9102359641859
calaveras bigtrees30 mass_cwd_sound,prefire_,32.4893576842186
calaveras bigtrees30 mass_cwd_rotten,prefire_,1.62521881225919
calaveras bigtrees30 total_fine,prefire_,21.730319301841
calaveras bigtrees30 total_cwd,prefire_,34.1145764964778
calaveras bigtrees30 total_fuel,prefire_,128.643802218919
calaveras bigtrees30 duff_load,prefire_,55.1176026426371
calaveras bigtrees30 litter_load,prefire_,17.6813037779631
calaveras bigtrees30 litter_depth_cm,prefire_,3.125
calaveras bigtrees30 duff_depth_cm,prefire_,7.4
calaveras bigtrees30 fuel_depth_cm,prefire_,8.125
calaveras bigtrees31 mass_1hr,prefire_,0.088462992
calaveras bigtrees31 mass_10hr,prefire_,0.459166464
calaveras bigtrees31 mass_100hr,prefire_,1.614382968
calaveras bigtrees31 mass_cwd_sound,prefire_,0
calaveras bigtrees31 mass_cwd_rotten,prefire_,0.812015681415929
calaveras bigtrees31 total_fine,prefire_,2.162012424
calaveras bigtrees31 total_cwd,prefire_,0.812015681415929
calaveras bigtrees31 total_fuel,prefire_,5.35436434541593
calaveras bigtrees31 duff_load,prefire_,1.8540615625
calaveras bigtrees31 litter_load,prefire_,0.5262746775
calaveras bigtrees31 litter_depth_cm,prefire_,0.325
calaveras bigtrees31 duff_depth_cm,prefire_,0.2375
calaveras bigtrees31 fuel_depth_cm,prefire_,2.5875
calaveras bigtrees32 mass_1hr,prefire_,1.64141886797551
calaveras bigtrees32 mass_10hr,prefire_,4.25943013078322
calaveras bigtrees32 mass_100hr,prefire_,6.08127710590484
calaveras bigtrees32 mass_cwd_sound,prefire_,16.812632467223
calaveras bigtrees32 mass_cwd_rotten,prefire_,2.86494859179542
calaveras bigtrees32 total_fine,prefire_,11.9821261046636
calaveras bigtrees32 total_cwd,prefire_,19.6775810590185
calaveras bigtrees32 total_fuel,prefire_,190.714814409391
calaveras bigtrees32 duff_load,prefire_,140.619916060697
calaveras bigtrees32 litter_load,prefire_,18.4351911850117
calaveras bigtrees32 litter_depth_cm,prefire_,6.25
calaveras bigtrees32 duff_depth_cm,prefire_,21.4375
calaveras bigtrees32 fuel_depth_cm,prefire_,26.25
calaveras bigtrees33 mass_1hr,prefire_,0.267343632
calaveras bigtrees33 mass_10hr,prefire_,3.344061024
calaveras bigtrees33 mass_100hr,prefire_,16.955724555
calaveras bigtrees33 mass_cwd_sound,prefire_,10.4085401969027
calaveras bigtrees33 mass_cwd_rotten,prefire_,0
calaveras bigtrees33 total_fine,prefire_,20.567129211
calaveras bigtrees33 total_cwd,prefire_,10.4085401969027
calaveras bigtrees33 total_fuel,prefire_,144.219686479153
calaveras bigtrees33 duff_load,prefire_,74.25307453125
calaveras bigtrees33 litter_load,prefire_,38.99094254
calaveras bigtrees33 litter_depth_cm,prefire_,6.85
calaveras bigtrees33 duff_depth_cm,prefire_,9.9375
calaveras bigtrees33 fuel_depth_cm,prefire_,6.225
calaveras bigtrees34 mass_1hr,prefire_,0.840196404903203
calaveras bigtrees34 mass_10hr,prefire_,4.20999157249849
calaveras bigtrees34 mass_100hr,prefire_,4.04740342007871
calaveras bigtrees34 mass_cwd_sound,prefire_,10.464320837862
calaveras bigtrees34 mass_cwd_rotten,prefire_,25.8033896483711
calaveras bigtrees34 total_fine,prefire_,9.0975913974804
calaveras bigtrees34 total_cwd,prefire_,36.2677104862332
calaveras bigtrees34 total_fuel,prefire_,216.930247668994
calaveras bigtrees34 duff_load,prefire_,152.614155744943
calaveras bigtrees34 litter_load,prefire_,18.9507900403376
calaveras bigtrees34 litter_depth_cm,prefire_,3.75
calaveras bigtrees34 duff_depth_cm,prefire_,20.85
calaveras bigtrees34 fuel_depth_cm,prefire_,8.40625
calaveras bigtrees35 mass_1hr,prefire_,0.851355229875496
calaveras bigtrees35 mass_10hr,prefire_,2.50160210938455
calaveras bigtrees35 mass_100hr,prefire_,0.562693431550376
calaveras bigtrees35 mass_cwd_sound,prefire_,0
calaveras bigtrees35 mass_cwd_rotten,prefire_,0
calaveras bigtrees35 total_fine,prefire_,3.91565077081042
calaveras bigtrees35 total_cwd,prefire_,0
calaveras bigtrees35 total_fuel,prefire_,70.7976969185995
calaveras bigtrees35 duff_load,prefire_,55.9848779994376
calaveras bigtrees35 litter_load,prefire_,10.8971681483515
calaveras bigtrees35 litter_depth_cm,prefire_,5.0625
calaveras bigtrees35 duff_depth_cm,prefire_,8.7875
calaveras bigtrees35 fuel_depth_cm,prefire_,9.6375
calaveras bigtrees36 mass_1hr,prefire_,1.16472837520896
calaveras bigtrees36 mass_10hr,prefire_,4.20908416371669
calaveras bigtrees36 mass_100hr,prefire_,5.26231481406751
calaveras bigtrees36 mass_cwd_sound,prefire_,14.3293382206856
calaveras bigtrees36 mass_cwd_rotten,prefire_,0
calaveras bigtrees36 total_fine,prefire_,10.6361273529932
calaveras bigtrees36 total_cwd,prefire_,14.3293382206856
calaveras bigtrees36 total_fuel,prefire_,317.629101089181
calaveras bigtrees36 duff_load,prefire_,262.265929217923
calaveras bigtrees36 litter_load,prefire_,30.3977062975797
calaveras bigtrees36 litter_depth_cm,prefire_,5.5
calaveras bigtrees36 duff_depth_cm,prefire_,35.2625
calaveras bigtrees36 fuel_depth_cm,prefire_,27.15
caples 1 mass_1hr,prefire_,0.22971478137435
caples 1 mass_10hr,prefire_,0.981991827974941
caples 1 mass_100hr,prefire_,5.84213903426846
caples 1 mass_cwd_sound,prefire_,3.79768888098848
caples 1 mass_cwd_rotten,prefire_,32.1558492030781
caples 1 total_fine,prefire_,7.05384564361775
caples 1 total_cwd,prefire_,35.9535380840666
caples 1 total_fuel,prefire_,50.1926044017085
caples 1 duff_load,prefire_,3.68969274480458
caples 1 litter_load,prefire_,3.49552792921957
caples 1 litter_depth_cm,prefire_,1.125
caples 1 duff_depth_cm,prefire_,0.5
caples 1 fuel_depth_cm,prefire_,1.625
caples 1 mass_1hr,postfire_immediate,0.0208831619431227
caples 1 mass_10hr,postfire_immediate,0.109110203108327
caples 1 mass_100hr,postfire_immediate,0
caples 1 mass_cwd_sound,postfire_immediate,13.8708636537841
caples 1 mass_cwd_rotten,postfire_immediate,3.69660427109663
caples 1 total_fine,postfire_immediate,0.129993365051449
caples 1 total_cwd,postfire_immediate,17.5674679248808
caples 1 total_fuel,postfire_immediate,18.9921012637172
caples 1 duff_load,postfire_immediate,0
caples 1 litter_load,postfire_immediate,1.29463997378502
caples 1 litter_depth_cm,postfire_immediate,0.416666666666666
caples 1 duff_depth_cm,postfire_immediate,0
caples 1 fuel_depth_cm,postfire_immediate,0.475
caples 10 mass_1hr,prefire_,1.6708977
caples 10 mass_10hr,prefire_,1.463026698
caples 10 mass_100hr,prefire_,7.266739095
caples 10 mass_cwd_sound,prefire_,0
caples 10 mass_cwd_rotten,prefire_,0
caples 10 total_fine,prefire_,10.400663493
caples 10 total_cwd,prefire_,0
caples 10 total_fuel,prefire_,53.4946303305
caples 10 duff_load,prefire_,19.6140196875
caples 10 litter_load,prefire_,23.47994715
caples 10 litter_depth_cm,prefire_,4.125
caples 10 duff_depth_cm,prefire_,2.625
caples 10 fuel_depth_cm,prefire_,4.5
caples 10 mass_1hr,postfire_immediate,0.0250634655
caples 10 mass_10hr,postfire_immediate,0.104501907
caples 10 mass_100hr,postfire_immediate,2.422246365
caples 10 mass_cwd_sound,postfire_immediate,0
caples 10 mass_cwd_rotten,postfire_immediate,0
caples 10 total_fine,postfire_immediate,2.5518117375
caples 10 total_cwd,postfire_immediate,0
caples 10 total_fuel,postfire_immediate,2.5518117375
caples 10 duff_load,postfire_immediate,0
caples 10 litter_load,postfire_immediate,0
caples 10 litter_depth_cm,postfire_immediate,0
caples 10 duff_depth_cm,postfire_immediate,0
caples 10 fuel_depth_cm,postfire_immediate,0
caples 100 mass_1hr,prefire_,0.20674779946339
caples 100 mass_10hr,prefire_,0.73418867023678
caples 100 mass_100hr,prefire_,3.55747401989872
caples 100 mass_cwd_sound,prefire_,39.5467646478973
caples 100 mass_cwd_rotten,prefire_,0
caples 100 total_fine,prefire_,4.49841048959889
caples 100 total_cwd,prefire_,39.5467646478973
caples 100 total_fuel,prefire_,67.6381497154741
caples 100 duff_load,prefire_,13.0147531983975
caples 100 litter_load,prefire_,10.5782213795804
caples 100 litter_depth_cm,prefire_,1.875
caples 100 duff_depth_cm,prefire_,1.75
caples 100 fuel_depth_cm,prefire_,3.5125
caples 100 mass_1hr,postfire_immediate,0.0909690317638918
caples 100 mass_10hr,postfire_immediate,1.67814553196978
caples 100 mass_100hr,postfire_immediate,2.37164934659914
caples 100 mass_cwd_sound,postfire_immediate,0.615355436131066
caples 100 mass_cwd_rotten,postfire_immediate,0
caples 100 total_fine,postfire_immediate,4.14076391033282
caples 100 total_cwd,postfire_immediate,0.615355436131066
caples 100 total_fuel,postfire_immediate,8.51726472587023
caples 100 duff_load,postfire_immediate,0
caples 100 litter_load,postfire_immediate,3.76114537940635
caples 100 litter_depth_cm,postfire_immediate,0.666666666666667
caples 100 duff_depth_cm,postfire_immediate,0
caples 100 fuel_depth_cm,postfire_immediate,1.29166666666667
caples 101 mass_1hr,prefire_,0.395133347018952
caples 101 mass_10hr,prefire_,1.37822678417007
caples 101 mass_100hr,prefire_,2.60695862810501
caples 101 mass_cwd_sound,prefire_,0
caples 101 mass_cwd_rotten,prefire_,0
caples 101 total_fine,prefire_,4.38031875929403
caples 101 total_cwd,prefire_,0
caples 101 total_fuel,prefire_,43.3603552008369
caples 101 duff_load,prefire_,29.8050860615822
caples 101 litter_load,prefire_,9.17495037996071
caples 101 litter_depth_cm,prefire_,4.125
caples 101 duff_depth_cm,prefire_,4.375
caples 101 fuel_depth_cm,prefire_,4.1125
caples 101 mass_1hr,postfire_immediate,0.197566673509476
caples 101 mass_10hr,postfire_immediate,0.250586688030921
caples 101 mass_100hr,postfire_immediate,0.868986209368338
caples 101 mass_cwd_sound,postfire_immediate,0
caples 101 mass_cwd_rotten,postfire_immediate,0
caples 101 total_fine,postfire_immediate,1.31713957090873
caples 101 total_cwd,postfire_immediate,0
caples 101 total_fuel,postfire_immediate,1.68784463676573
caples 101 duff_load,postfire_immediate,0
caples 101 litter_load,postfire_immediate,0.370705065856999
caples 101 litter_depth_cm,postfire_immediate,0.166666666666667
caples 101 duff_depth_cm,postfire_immediate,0
caples 101 fuel_depth_cm,postfire_immediate,0.666666666666666
caples 102 mass_1hr,prefire_,0.315889789327482
caples 102 mass_10hr,prefire_,0.628138024399413
caples 102 mass_100hr,prefire_,1.19870360222362
caples 102 mass_cwd_sound,prefire_,0
caples 102 mass_cwd_rotten,prefire_,0
caples 102 total_fine,prefire_,2.14273141595051
caples 102 total_cwd,prefire_,0
caples 102 total_fuel,prefire_,43.4110426682555
caples 102 duff_load,prefire_,21.4325779621867
caples 102 litter_load,prefire_,19.8357332901184
caples 102 litter_depth_cm,prefire_,3.5
caples 102 duff_depth_cm,prefire_,2.875
caples 102 fuel_depth_cm,prefire_,5.55
caples 102 mass_1hr,postfire_immediate,0.16625778385657
caples 102 mass_10hr,postfire_immediate,0.942207036599119
caples 102 mass_100hr,postfire_immediate,1.19870360222362
caples 102 mass_cwd_sound,postfire_immediate,0
caples 102 mass_cwd_rotten,postfire_immediate,0
caples 102 total_fine,postfire_immediate,2.30716842267931
caples 102 total_cwd,postfire_immediate,0
caples 102 total_fuel,postfire_immediate,2.77944778672974
caples 102 duff_load,postfire_immediate,0
caples 102 litter_load,postfire_immediate,0.472279364050436
caples 102 litter_depth_cm,postfire_immediate,0.0833333333333333
caples 102 duff_depth_cm,postfire_immediate,0
caples 102 fuel_depth_cm,postfire_immediate,0.383333333333333
caples 103 mass_1hr,prefire_,0.698831325124752
caples 103 mass_10hr,prefire_,2.88524516853485
caples 103 mass_100hr,prefire_,14.6510322631676
caples 103 mass_cwd_sound,prefire_,4.88675005168724
caples 103 mass_cwd_rotten,prefire_,76.2288742020197
caples 103 total_fine,prefire_,18.2351087568272
caples 103 total_cwd,prefire_,81.115624253707
caples 103 total_fuel,prefire_,132.190649124734
caples 103 duff_load,prefire_,14.2541253557681
caples 103 litter_load,prefire_,18.5857907584314
caples 103 litter_depth_cm,prefire_,4.16666666666667
caples 103 duff_depth_cm,prefire_,2
caples 103 fuel_depth_cm,prefire_,3.54166666666667
caples 103 mass_1hr,postfire_immediate,0.069020377790099
caples 103 mass_10hr,postfire_immediate,0.776796776143997
caples 103 mass_100hr,postfire_immediate,0.97673548421117
caples 103 mass_cwd_sound,postfire_immediate,0
caples 103 mass_cwd_rotten,postfire_immediate,0
caples 103 total_fine,postfire_immediate,1.82255263814527
caples 103 total_cwd,postfire_immediate,0
caples 103 total_fuel,postfire_immediate,3.75382804812986
caples 103 duff_load,postfire_immediate,1.18784377964734
caples 103 litter_load,postfire_immediate,0.743431630337256
caples 103 litter_depth_cm,postfire_immediate,0.166666666666667
caples 103 duff_depth_cm,postfire_immediate,0.166666666666667
caples 103 fuel_depth_cm,postfire_immediate,0.75
caples 104 mass_1hr,prefire_,0.370910589088766
caples 104 mass_10hr,prefire_,1.6682812780482
caples 104 mass_100hr,prefire_,4.92672369411117
caples 104 mass_cwd_sound,prefire_,16.4099465600346
caples 104 mass_cwd_rotten,prefire_,16.4650588583024
caples 104 total_fine,prefire_,6.96591556124814
caples 104 total_cwd,prefire_,32.8750054183369
caples 104 total_fuel,prefire_,69.6116443089214
caples 104 duff_load,prefire_,10.6579425850802
caples 104 litter_load,prefire_,19.1127807442561
caples 104 litter_depth_cm,prefire_,5.5
caples 104 duff_depth_cm,prefire_,1.5
caples 104 fuel_depth_cm,prefire_,5.58333333333332
caples 105 mass_1hr,prefire_,0.658734363624017
caples 105 mass_10hr,prefire_,2.89049856691848
caples 105 mass_100hr,prefire_,3.03628725168256
caples 105 mass_cwd_sound,prefire_,0.278236991920401
caples 105 mass_cwd_rotten,prefire_,23.3774255548445
caples 105 total_fine,prefire_,6.58552018222506
caples 105 total_cwd,prefire_,23.6556625467649
caples 105 total_fuel,prefire_,77.165630353115
caples 105 duff_load,prefire_,26.8721816714449
caples 105 litter_load,prefire_,20.0522659526802
caples 105 litter_depth_cm,prefire_,4.16666666666667
caples 105 duff_depth_cm,prefire_,3.91666666666667
caples 105 fuel_depth_cm,prefire_,2.33333333333334
caples 105 mass_1hr,postfire_immediate,0.11094473492615
caples 105 mass_10hr,postfire_immediate,0.555865109022785
caples 105 mass_100hr,postfire_immediate,0.759071812920641
caples 105 mass_cwd_sound,postfire_immediate,5.29800024284797
caples 105 mass_cwd_rotten,postfire_immediate,1.56082587028926
caples 105 total_fine,postfire_immediate,1.42588165686958
caples 105 total_cwd,postfire_immediate,6.85882611313723
caples 105 total_fuel,postfire_immediate,11.8344767767303
caples 105 duff_load,postfire_immediate,1.14349709240191
caples 105 litter_load,postfire_immediate,2.40627191432162
caples 105 litter_depth_cm,postfire_immediate,0.5
caples 105 duff_depth_cm,postfire_immediate,0.166666666666667
caples 105 fuel_depth_cm,postfire_immediate,1.6675
caples 106 mass_1hr,prefire_,0.300625153344609
caples 106 mass_10hr,prefire_,0.960284119654144
caples 106 mass_100hr,prefire_,5.32775098533121
caples 106 mass_cwd_sound,prefire_,8.01127350100481
caples 106 mass_cwd_rotten,prefire_,12.9531222780092
caples 106 total_fine,prefire_,6.58866025832996
caples 106 total_cwd,prefire_,20.964395779014
caples 106 total_fuel,prefire_,54.6803065691958
caples 106 duff_load,prefire_,16.3679078369433
caples 106 litter_load,prefire_,10.7593426949085
caples 106 litter_depth_cm,prefire_,2
caples 106 duff_depth_cm,prefire_,2.25
caples 106 fuel_depth_cm,prefire_,2.75
caples 107 mass_1hr,prefire_,0.546516951568197
caples 107 mass_10hr,prefire_,2.90662713123325
caples 107 mass_100hr,prefire_,2.93374007163607
caples 107 mass_cwd_sound,prefire_,0
caples 107 mass_cwd_rotten,prefire_,0
caples 107 total_fine,prefire_,6.38688415443751
caples 107 total_cwd,prefire_,0
caples 107 total_fuel,prefire_,79.4971461495419
caples 107 duff_load,prefire_,47.0061043385851
caples 107 litter_load,prefire_,26.1041576565193
caples 107 litter_depth_cm,prefire_,6.08333333333334
caples 107 duff_depth_cm,prefire_,6.83333333333334
caples 107 fuel_depth_cm,prefire_,3
caples 108 mass_1hr,prefire_,1.02158950182086
caples 108 mass_10hr,prefire_,4.90580807915509
caples 108 mass_100hr,prefire_,4.60993263903444
caples 108 mass_cwd_sound,prefire_,4.55291392678144
caples 108 mass_cwd_rotten,prefire_,0
caples 108 total_fine,prefire_,10.5373302200104
caples 108 total_cwd,prefire_,4.55291392678144
caples 108 total_fuel,prefire_,61.9499038134036
caples 108 duff_load,prefire_,24.3873479756541
caples 108 litter_load,prefire_,22.4723116909578
caples 108 litter_depth_cm,prefire_,5.66666666666667
caples 108 duff_depth_cm,prefire_,3.5
caples 108 fuel_depth_cm,prefire_,3.25
caples 109 mass_1hr,prefire_,0.680377006
caples 109 mass_10hr,prefire_,3.700896804
caples 109 mass_100hr,prefire_,11.749400196
caples 109 mass_cwd_sound,prefire_,27.3665381238938
caples 109 mass_cwd_rotten,prefire_,0.558371349557522
caples 109 total_fine,prefire_,16.130674006
caples 109 total_cwd,prefire_,27.9249094734513
caples 109 total_fuel,prefire_,73.7763297294513
caples 109 duff_load,prefire_,14.10759625
caples 109 litter_load,prefire_,15.61315
caples 109 litter_depth_cm,prefire_,3.33333333333334
caples 109 duff_depth_cm,prefire_,2.08333333333333
caples 109 fuel_depth_cm,prefire_,11.0833333333333
caples 11 mass_1hr,prefire_,0.810794492092815
caples 11 mass_10hr,prefire_,1.16031784931549
caples 11 mass_100hr,prefire_,3.94677473005678
caples 11 mass_cwd_sound,prefire_,40.9914526283069
caples 11 mass_cwd_rotten,prefire_,3.07375601371007
caples 11 total_fine,prefire_,5.91788707146509
caples 11 total_cwd,prefire_,44.0652086420169
caples 11 total_fuel,prefire_,92.1279211148533
caples 11 duff_load,prefire_,24.5572962447771
caples 11 litter_load,prefire_,17.5875291565942
caples 11 litter_depth_cm,prefire_,5.16666666666667
caples 11 duff_depth_cm,prefire_,3.33333333333333
caples 11 fuel_depth_cm,prefire_,6
caples 11 mass_1hr,postfire_immediate,0.283778072232485
caples 11 mass_10hr,postfire_immediate,0.870238386986621
caples 11 mass_100hr,postfire_immediate,0
caples 11 mass_cwd_sound,postfire_immediate,0.427489077236109
caples 11 mass_cwd_rotten,postfire_immediate,0
caples 11 total_fine,postfire_immediate,1.15401645921911
caples 11 total_cwd,postfire_immediate,0.427489077236109
caples 11 total_fuel,postfire_immediate,9.75311112930072
caples 11 duff_load,postfire_immediate,6.75325646731372
caples 11 litter_load,postfire_immediate,1.41834912553179
caples 11 litter_depth_cm,postfire_immediate,0.416666666666667
caples 11 duff_depth_cm,postfire_immediate,0.916666666666668
caples 11 fuel_depth_cm,postfire_immediate,0.408333333333334
caples 110 mass_1hr,prefire_,0.803674052380563
caples 110 mass_10hr,prefire_,2.0336243114225
caples 110 mass_100hr,prefire_,0
caples 110 mass_cwd_sound,prefire_,1.21903003626784
caples 110 mass_cwd_rotten,prefire_,122.944760032279
caples 110 total_fine,prefire_,2.83729836380307
caples 110 total_cwd,prefire_,124.163790068547
caples 110 total_fuel,prefire_,164.134551205599
caples 110 duff_load,prefire_,25.3985937472591
caples 110 litter_load,prefire_,11.7348690259903
