site_plotid,qmd_plot_x1h,qmd_plot_x10h,qmd_plot_x100h,qmd_plot_x1000h
caples_36,0.1009289037663951,1.4325687698688394,13.442483062801324,137.5574630623803
caples_37,0.12,1.28,14.52,127.24
caples_37,0.10399734620551071,1.2960026537944893,13.335803619207795,141.37034330053405
caples_38,0.08,1.32,11.56,162.56
caples_39,0.09090644321773714,1.3090935567822628,12.455886407171263,158.34232260136937
caples_4,0.09897491916642753,1.3906666760555348,13.233565592528981,144.1875017718938
caples_40,0.0867522739744749,1.5537728553197963,14.402270931875737,84.50921427265605
caples_40,0.08521515087569904,1.563932962246867,14.311546762287204,81.23392249232214
caples_41,0.11553958387207788,1.4272249972293138,15.641131276090627,99.12441515186276
caples_42,0.08742931899617085,1.5031467569863648,14.702259401077324,115.83375546829585
caples_43,0.1,1.32,16.24,219.93
caples_44,0.1,1.44,13.39,138.06
caples_45,0.08905710765102759,1.061945831400936,12.023649649817969,147.4292318506083
caples_46,0.10469995891261646,1.3888994272156072,13.976194088795026,144.72831226536567
caples_47,0.1,1.4113434139363292,14.070593919012184,157.61095584193947
caples_48,0.1,1.44,13.39,138.06
caples_49,0.0927537219266218,1.3510908255648264,12.847867646706042,122.40859904187077
caples_5,0.12422263055569745,1.2757773694443026,15.0500135821797,136.7698419869647
caples_5,0.1290925368522554,1.2743993148969959,15.48867687217982,136.53864801900824
caples_50,0.1,1.44,13.39,138.06
caples_51,0.08737193140653908,1.02958777071252,11.19903009903453,131.22821489093764
caples_52,0.10048895831385836,1.3814151810370483,13.304433611469753,137.52585383228995
caples_53,0.1,1.388052410711087,14.623755245611683,173.50124279236087
caples_54,0.09351533667481465,1.4526466460362364,14.570577143528517,142.25281571858352
caples_55,0.1,1.439214239405167,13.40866181412728,138.59608516582466
caples_56,0.1,1.3844558064080679,14.709174597808389,175.95502607809573
caples_57,0.1,1.3982203593747493,14.382266464849703,166.56415981657727
caples_58,0.09999999999999998,1.3258415879234333,16.101262286818443,215.94457663923725
caples_59,0.11109424017351868,1.278158032538579,14.705647008776078,154.0570336564553
caples_6,0.13343279835849503,1.266567201641505,15.769250247340038,130.93401954858615
caples_6,0.11892625006237836,1.2810737499376217,14.569732748818375,136.06192660472794
caples_60,0.1,1.44,13.39,138.06
caples_65,0.08950007275020001,1.3212561898295212,12.20862650047287,156.6979623275213
caples_65,0.08759919250060912,1.3200620403082552,12.08360845695582,157.6494514839554
caples_7,0.13113828259071178,1.269967032692664,15.602329543241513,132.91278927122718
caples_7,0.13273664740678431,1.267263352593215,15.734232516262464,132.5541963529554
caples_75,0.08450557144139408,1.32,12.614303717286214,175.48423167963892
caples_75,0.08540440518878772,1.32,12.824630814176325,178.06253628403758
caples_76,0.08588061852149878,1.3145771304425327,12.112563256946782,161.77595177588722
caples_76,0.0858064245523293,1.31446105230792,12.077574574290658,161.1852671732744
caples_77,0.08457396340056228,1.32,12.630307435731574,175.6804140145129
caples_77,0.08217380407822286,1.32,12.068670154304149,168.79555699838227
caples_8,0.13369708660259794,1.2663029133974022,15.793829054041607,131.00669881571443
caples_8,0.12895314449904294,1.2710468555009573,15.432975026561309,134.59817458345069
caples_82,0.13075503616660325,1.3381922680276697,15.171651436734166,146.39259061989293
caples_82,0.13076581613322455,1.3399814508493715,15.163554161755648,146.81834637010428
caples_83,0.12394446610980689,1.276055533890193,14.886835348212042,128.3247281801969
caples_84,0.1268371910656349,1.2791953547746462,15.152913499610772,132.21646406550914
caples_85,0.08107610516952482,1.318923894830475,11.639631782544836,161.60979913530954
caples_9,0.08,1.32,11.56,162.56
caples_92,0.10310923535364017,1.2968907646463599,13.270083416169372,142.15454518273572
caples_93,0.08997269437823564,1.3225866993411532,12.902949770075676,170.94623694821456
caples_94,0.1209748039402257,1.294369673557599,14.703194018679898,141.48020383733115
caples_95,0.0919803536810769,1.308019646318923,12.544100480945602,157.92702608361785
caples_98,0.1266295272212158,1.2733704727787842,15.136546031573067,129.06311998583433
caples_99,0.11480304920647343,1.2851969507935272,14.163740891566237,133.55464754187244
caples_99,0.11773887914736046,1.2822611208526393,14.38236107873005,131.0457327272905
concow_concow001,0.12,1.28,14.52,127.24
concow_concow002,0.10291435609605808,1.3923674820952983,13.041205609051563,150.58647705794954
concow_concow003,0.07757991449963386,1.333305935425966,11.709080894683382,147.00623670847204
concow_concow004,0.08014679193813826,1.3524721838878708,12.372522657077798,119.02055160604381
concow_concow005,0.16795923217191466,1.4744586660113348,16.18810034140291,132.01242807798064
concow_concow006,0.11032772818776192,1.390357359185619,13.29523283306229,159.43042431102037
concow_concow007,0.13200639688268417,1.4328168944577302,14.373279196761422,152.32748518615315
downieville_redant28,0.21928556530327847,1.5327268934992548,18.888564873344258,104.28698249397851
downieville_redant29,0.21693829651384172,1.5454016255154697,18.797578414596003,99.8031076761267
downieville_redant30a,0.2170290856620608,1.5431918545563348,18.79996417371986,100.4399929268795
downieville_redant38,0.17962177997386866,1.4958440238295352,17.045244111378306,103.16222505568481
downieville_redant39,0.1315612272013204,1.403929364839782,14.32342182669221,143.3548064592995
downieville_redant40,0.07448899270671763,1.333777518233206,11.692264175038776,138.62293982162808
