site,plotid,year,pre_post_fire,postTime,fuelType,mass_tonsAcre
calaveras,BTN35,2022,postfire,immediate,mass_1hr,0.22256212687382648
calaveras,BTN35,2022,postfire,immediate,mass_10hr,1.1981092904724457
calaveras,BTN35,2022,postfire,immediate,mass_100hr,2.075352237144927
calaveras,BTN35,2022,postfire,immediate,mass_cwd_sound,0.16162836193595437
calaveras,BTN35,2022,postfire,immediate,mass_cwd_rotten,0
calaveras,BTN35,2022,postfire,immediate,total_fine,3.496023654491199
calaveras,BTN35,2022,postfire,immediate,total_cwd,0.16162836193595437
calaveras,BTN35,2022,postfire,immediate,total_fuel,22.44193623802986
calaveras,BTN35,2022,postfire,immediate,duff_load,16.469192353040917
calaveras,BTN35,2022,postfire,immediate,litter_load,2.315091868561792
calaveras,BTN35,2022,postfire,immediate,litter_depth_cm,2.75
calaveras,BTN35,2022,postfire,immediate,duff_depth_cm,6.375
calaveras,BTN35,2022,postfire,immediate,fuel_depth_cm,3.8125
calaveras,BTN36,2020,prefire,NA,mass_1hr,0.6104494057885476
calaveras,BTN36,2020,prefire,NA,mass_10hr,1.8557719902564744
calaveras,BTN36,2020,prefire,NA,mass_100hr,1.4583322920543604
calaveras,BTN36,2020,prefire,NA,mass_cwd_sound,6.353961372862032
calaveras,BTN36,2020,prefire,NA,mass_cwd_rotten,0
calaveras,BTN36,2020,prefire,NA,total_fine,3.9245536880993828
calaveras,BTN36,2020,prefire,NA,total_cwd,6.353961372862032
calaveras,BTN36,2020,prefire,NA,total_fuel,124.79920032117201
calaveras,BTN36,2020,prefire,NA,duff_load,110.49788004667707
calaveras,BTN36,2020,prefire,NA,litter_load,4.022805213533512
calaveras,BTN36,2020,prefire,NA,litter_depth_cm,5.5
calaveras,BTN36,2020,prefire,NA,duff_depth_cm,35.2625
calaveras,BTN36,2020,prefire,NA,fuel_depth_cm,27.15
caples,1,2013-2018,prefire,NA,mass_1hr,0.09705176570583926
caples,1,2013-2018,prefire,NA,mass_10hr,0.4043816764275043
caples,1,2013-2018,prefire,NA,mass_100hr,2.184318091801248
caples,1,2013-2018,prefire,NA,mass_cwd_sound,1.5673899184203361
caples,1,2013-2018,prefire,NA,mass_cwd_rotten,12.938764496237935
caples,1,2013-2018,prefire,NA,total_fine,2.6857515339345923
caples,1,2013-2018,prefire,NA,total_cwd,14.506154414658274
caples,1,2013-2018,prefire,NA,total_fuel,19.775485572840736
caples,1,2013-2018,prefire,NA,duff_load,1.5054846443511771
caples,1,2013-2018,prefire,NA,litter_load,1.078094979896688
caples,1,2013-2018,prefire,NA,litter_depth_cm,1.125
caples,1,2013-2018,prefire,NA,duff_depth_cm,0.5
caples,1,2013-2018,prefire,NA,fuel_depth_cm,1.625
caples,1,2019,postfire,immediate,mass_1hr,0.008826251172862364
caples,1,2019,postfire,immediate,mass_10hr,0.04497318963215714
caples,1,2019,postfire,immediate,mass_100hr,0
caples,1,2019,postfire,immediate,mass_cwd_sound,5.725384643989592
caples,1,2019,postfire,immediate,mass_cwd_rotten,1.4858687079973942
caples,1,2019,postfire,immediate,total_fine,0.05379944080501995
caples,1,2019,postfire,immediate,total_cwd,7.211253351987014
caples,1,2019,postfire,immediate,total_fuel,7.664347229790802
caples,1,2019,postfire,immediate,duff_load,0
caples,1,2019,postfire,immediate,litter_load,0.39929443699877343
caples,1,2019,postfire,immediate,litter_depth_cm,0.4166666666666669
caples,1,2019,postfire,immediate,duff_depth_cm,0
caples,1,2019,postfire,immediate,fuel_depth_cm,0.47500000000000037
caples,1,2020,postfire,1yr,mass_1hr,0.07933715102177682
caples,1,2020,postfire,1yr,mass_10hr,0.22458539165956942
caples,1,2020,postfire,1yr,mass_100hr,0
caples,1,2020,postfire,1yr,mass_cwd_sound,4.327758924748703
caples,1,2020,postfire,1yr,mass_cwd_rotten,0
caples,1,2020,postfire,1yr,total_fine,0.3039225426813464
caples,1,2020,postfire,1yr,total_cwd,4.327758924748703
caples,1,2020,postfire,1yr,total_fuel,6.10315377620343
caples,1,2020,postfire,1yr,duff_load,0.7527423221755873
caples,1,2020,postfire,1yr,litter_load,0.7187299865977912
caples,1,2020,postfire,1yr,litter_depth_cm,0.7500000000000003
caples,1,2020,postfire,1yr,duff_depth_cm,0.2499999999999998
caples,1,2020,postfire,1yr,fuel_depth_cm,1.8749999999999996
caples,10,2013-2018,prefire,NA,mass_1hr,0.8956371084570208
caples,10,2013-2018,prefire,NA,mass_10hr,0.6508486911580823
caples,10,2013-2018,prefire,NA,mass_100hr,1.9610729711340293
caples,10,2013-2018,prefire,NA,mass_cwd_sound,0
caples,10,2013-2018,prefire,NA,mass_cwd_rotten,0
caples,10,2013-2018,prefire,NA,total_fine,3.5075587707491325
caples,10,2013-2018,prefire,NA,total_cwd,0
caples,10,2013-2018,prefire,NA,total_fuel,14.503875853913842
caples,10,2013-2018,prefire,NA,duff_load,8.293103753541075
caples,10,2013-2018,prefire,NA,litter_load,2.7032133296236336
caples,10,2013-2018,prefire,NA,litter_depth_cm,4.125
caples,10,2013-2018,prefire,NA,duff_depth_cm,2.625
caples,10,2013-2018,prefire,NA,fuel_depth_cm,4.5
caples,10,2019,postfire,immediate,mass_1hr,0.013432561077171702
caples,10,2019,postfire,immediate,mass_10hr,0.046513563719537174
caples,10,2019,postfire,immediate,mass_100hr,0.6541479915205963
caples,10,2019,postfire,immediate,mass_cwd_sound,0
caples,10,2019,postfire,immediate,mass_cwd_rotten,0
caples,10,2019,postfire,immediate,total_fine,0.7140941163173051
caples,10,2019,postfire,immediate,total_cwd,0
caples,10,2019,postfire,immediate,total_fuel,0.7140941163173051
caples,10,2019,postfire,immediate,duff_load,0
caples,10,2019,postfire,immediate,litter_load,0
caples,10,2019,postfire,immediate,litter_depth_cm,0
caples,10,2019,postfire,immediate,duff_depth_cm,0
caples,10,2019,postfire,immediate,fuel_depth_cm,0
caples,10,2020,postfire,1yr,mass_1hr,0.008950120598947793
caples,10,2020,postfire,1yr,mass_10hr,0
caples,10,2020,postfire,1yr,mass_100hr,0.32666591825172
caples,10,2020,postfire,1yr,mass_cwd_sound,0
caples,10,2020,postfire,1yr,mass_cwd_rotten,0
caples,10,2020,postfire,1yr,total_fine,0.3356160388506678
caples,10,2020,postfire,1yr,total_cwd,0
caples,10,2020,postfire,1yr,total_fuel,0.4994471497369486
caples,10,2020,postfire,1yr,duff_load,0
caples,10,2020,postfire,1yr,litter_load,0.16383111088628086
caples,10,2020,postfire,1yr,litter_depth_cm,0.25
caples,10,2020,postfire,1yr,duff_depth_cm,0
caples,10,2020,postfire,1yr,fuel_depth_cm,0.7333333333333334
caples,100,2013-2018,prefire,NA,mass_1hr,0.1109250563821923
caples,100,2013-2018,prefire,NA,mass_10hr,0.3286161267948865
caples,100,2013-2018,prefire,NA,mass_100hr,0.9845643328002744
caples,100,2013-2018,prefire,NA,mass_cwd_sound,17.8219594566428
caples,100,2013-2018,prefire,NA,mass_cwd_rotten,0
caples,100,2013-2018,prefire,NA,total_fine,1.4241055159773541
caples,100,2013-2018,prefire,NA,total_cwd,17.8219594566428
caples,100,2013-2018,prefire,NA,total_fuel,26.083131040354115
caples,100,2013-2018,prefire,NA,duff_load,5.492101184641785
caples,100,2013-2018,prefire,NA,litter_load,1.344964883092173
caples,100,2013-2018,prefire,NA,litter_depth_cm,1.875
caples,100,2013-2018,prefire,NA,duff_depth_cm,1.75
caples,100,2013-2018,prefire,NA,fuel_depth_cm,3.5125
caples,100,2019,postfire,immediate,mass_1hr,0.04876299954109949
caples,100,2019,postfire,immediate,mass_10hr,0.7512241172383133
caples,100,2019,postfire,immediate,mass_100hr,0.6568733432306262
caples,100,2019,postfire,immediate,mass_cwd_sound,0.2773131944368985
caples,100,2019,postfire,immediate,mass_cwd_rotten,0
caples,100,2019,postfire,immediate,total_fine,1.456860460010039
caples,100,2019,postfire,immediate,total_cwd,0.2773131944368985
caples,100,2019,postfire,immediate,total_fuel,2.212383390657488
caples,100,2019,postfire,immediate,duff_load,0
caples,100,2019,postfire,immediate,litter_load,0.47820973621055046
caples,100,2019,postfire,immediate,litter_depth_cm,0.6666666666666667
caples,100,2019,postfire,immediate,duff_depth_cm,0
caples,100,2019,postfire,immediate,fuel_depth_cm,1.2916666666666667
caples,100,2020,postfire,1yr,mass_1hr,0.035052331088047776
caples,100,2020,postfire,1yr,mass_10hr,0.1856227704722873
caples,100,2020,postfire,1yr,mass_100hr,0
caples,100,2020,postfire,1yr,mass_cwd_sound,0.2930407661810344
caples,100,2020,postfire,1yr,mass_cwd_rotten,0
caples,100,2020,postfire,1yr,total_fine,0.22067510156033504
caples,100,2020,postfire,1yr,total_cwd,0.2930407661810344
caples,100,2020,postfire,1yr,total_fuel,1.051701820978239
caples,100,2020,postfire,1yr,duff_load,0
caples,100,2020,postfire,1yr,litter_load,0.5379859532368694
caples,100,2020,postfire,1yr,litter_depth_cm,0.75
caples,100,2020,postfire,1yr,duff_depth_cm,0
caples,100,2020,postfire,1yr,fuel_depth_cm,0.5
caples,101,2013-2018,prefire,NA,mass_1hr,0.17296021342166
caples,101,2013-2018,prefire,NA,mass_10hr,0.6007266996651398
caples,101,2013-2018,prefire,NA,mass_100hr,1.1362931491482606
caples,101,2013-2018,prefire,NA,mass_cwd_sound,0
caples,101,2013-2018,prefire,NA,mass_cwd_rotten,0
caples,101,2013-2018,prefire,NA,total_fine,1.9099800622350602
caples,101,2013-2018,prefire,NA,total_cwd,0
caples,101,2013-2018,prefire,NA,total_fuel,17.68498469256403
caples,101,2013-2018,prefire,NA,duff_load,12.0619530803651
caples,101,2013-2018,prefire,NA,litter_load,3.713051549963866
caples,101,2013-2018,prefire,NA,litter_depth_cm,4.125
caples,101,2013-2018,prefire,NA,duff_depth_cm,4.375
caples,101,2013-2018,prefire,NA,fuel_depth_cm,4.1125
caples,101,2019,postfire,immediate,mass_1hr,0.0872138373731435
caples,101,2019,postfire,immediate,mass_10hr,0.10922303630275268
caples,101,2019,postfire,immediate,mass_100hr,0.3787643830494203
caples,101,2019,postfire,immediate,mass_cwd_sound,0
caples,101,2019,postfire,immediate,mass_cwd_rotten,0
caples,101,2019,postfire,immediate,total_fine,0.5752012567253164
caples,101,2019,postfire,immediate,total_cwd,0
caples,101,2019,postfire,immediate,total_fuel,0.7252235415723413
caples,101,2019,postfire,immediate,duff_load,0
caples,101,2019,postfire,immediate,litter_load,0.1500222848470249
caples,101,2019,postfire,immediate,litter_depth_cm,0.16666666666666666
caples,101,2019,postfire,immediate,duff_depth_cm,0
caples,101,2019,postfire,immediate,fuel_depth_cm,0.6666666666666666
caples,101,2020,postfire,1yr,mass_1hr,0
caples,101,2020,postfire,1yr,mass_10hr,0.05070552165741017
caples,101,2020,postfire,1yr,mass_100hr,0.3516739009989225
caples,101,2020,postfire,1yr,mass_cwd_sound,0
caples,101,2020,postfire,1yr,mass_cwd_rotten,0
caples,101,2020,postfire,1yr,total_fine,0.40237942265633264
caples,101,2020,postfire,1yr,total_cwd,0
caples,101,2020,postfire,1yr,total_fuel,1.002468562044432
caples,101,2020,postfire,1yr,duff_load,0
caples,101,2020,postfire,1yr,litter_load,0.6000891393880996
caples,101,2020,postfire,1yr,litter_depth_cm,0.6666666666666667
caples,101,2020,postfire,1yr,duff_depth_cm,0
caples,101,2020,postfire,1yr,fuel_depth_cm,0.21666666666666667
caples,102,2013-2018,prefire,NA,mass_1hr,0.17384390783204245
caples,102,2013-2018,prefire,NA,mass_10hr,0.29368846570280255
caples,102,2013-2018,prefire,NA,mass_100hr,0.34835127379082126
caples,102,2013-2018,prefire,NA,mass_cwd_sound,0
caples,102,2013-2018,prefire,NA,mass_cwd_rotten,0
caples,102,2013-2018,prefire,NA,total_fine,0.8158836473256659
caples,102,2013-2018,prefire,NA,total_cwd,0
caples,102,2013-2018,prefire,NA,total_fuel,12.26946610739949
caples,102,2013-2018,prefire,NA,duff_load,9.053354905057416
caples,102,2013-2018,prefire,NA,litter_load,2.4002275550164063
caples,102,2013-2018,prefire,NA,litter_depth_cm,3.5
caples,102,2013-2018,prefire,NA,duff_depth_cm,2.875
caples,102,2013-2018,prefire,NA,fuel_depth_cm,5.550000000000001
caples,102,2019,postfire,immediate,mass_1hr,0.09342775182174168
caples,102,2019,postfire,immediate,mass_10hr,0.4410182873123482
caples,102,2019,postfire,immediate,mass_100hr,0.3272571660843908
caples,102,2019,postfire,immediate,mass_cwd_sound,0
caples,102,2019,postfire,immediate,mass_cwd_rotten,0
caples,102,2019,postfire,immediate,total_fine,0.8617032052184805
caples,102,2019,postfire,immediate,total_cwd,0
caples,102,2019,postfire,immediate,total_fuel,0.9188514803379189
caples,102,2019,postfire,immediate,duff_load,0
caples,102,2019,postfire,immediate,litter_load,0.05714827511943824
caples,102,2019,postfire,immediate,litter_depth_cm,0.08333333333333329
caples,102,2019,postfire,immediate,duff_depth_cm,0
caples,102,2019,postfire,immediate,fuel_depth_cm,0.3833333333333334
caples,102,2020,postfire,1yr,mass_1hr,0.09743878182437954
caples,102,2020,postfire,1yr,mass_10hr,0.1392932808376159
caples,102,2020,postfire,1yr,mass_100hr,0.32563305101669576
caples,102,2020,postfire,1yr,mass_cwd_sound,0
caples,102,2020,postfire,1yr,mass_cwd_rotten,0
caples,102,2020,postfire,1yr,total_fine,0.5623651136786914
caples,102,2020,postfire,1yr,total_cwd,0
caples,102,2020,postfire,1yr,total_fuel,1.6015317581627615
caples,102,2020,postfire,1yr,duff_load,0.5248321684091253
caples,102,2020,postfire,1yr,litter_load,0.5143344760749443
caples,102,2020,postfire,1yr,litter_depth_cm,0.75
caples,102,2020,postfire,1yr,duff_depth_cm,0.16666666666666657
caples,102,2020,postfire,1yr,fuel_depth_cm,0.9500000000000006
caples,103,2013-2018,prefire,NA,mass_1hr,0.32635215179607163
caples,103,2013-2018,prefire,NA,mass_10hr,1.2330571639794248
caples,103,2013-2018,prefire,NA,mass_100hr,4.837106619863995
caples,103,2013-2018,prefire,NA,mass_cwd_sound,2.105095938501805
caples,103,2013-2018,prefire,NA,mass_cwd_rotten,30.63301185716834
caples,103,2013-2018,prefire,NA,total_fine,6.396515935639492
caples,103,2013-2018,prefire,NA,total_cwd,32.73810779567015
caples,103,2013-2018,prefire,NA,total_fuel,49.33786249820814
caples,103,2013-2018,prefire,NA,duff_load,5.895279476532833
caples,103,2013-2018,prefire,NA,litter_load,4.307959290365669
caples,103,2013-2018,prefire,NA,litter_depth_cm,4.166666666666667
caples,103,2013-2018,prefire,NA,duff_depth_cm,1.9999999999999998
caples,103,2013-2018,prefire,NA,fuel_depth_cm,3.541666666666667
caples,103,2019,postfire,immediate,mass_1hr,0.0322323112885009
caples,103,2019,postfire,immediate,mass_10hr,0.33197692876369134
caples,103,2019,postfire,immediate,mass_100hr,0.3224737746575997
caples,103,2019,postfire,immediate,mass_cwd_sound,0
caples,103,2019,postfire,immediate,mass_cwd_rotten,0
caples,103,2019,postfire,immediate,total_fine,0.6866830147097919
caples,103,2019,postfire,immediate,total_cwd,0
caples,103,2019,postfire,immediate,total_fuel,1.3502746760354878
caples,103,2019,postfire,immediate,duff_load,0.49127328971106915
caples,103,2019,postfire,immediate,litter_load,0.17231837161462665
caples,103,2019,postfire,immediate,litter_depth_cm,0.16666666666666666
caples,103,2019,postfire,immediate,duff_depth_cm,0.16666666666666657
caples,103,2019,postfire,immediate,fuel_depth_cm,0.75
caples,103,2020,postfire,1yr,mass_1hr,0.0677358717866022
caples,103,2020,postfire,1yr,mass_10hr,0.18760231609599057
caples,103,2020,postfire,1yr,mass_100hr,0
caples,103,2020,postfire,1yr,mass_cwd_sound,1.4165716066468375
caples,103,2020,postfire,1yr,mass_cwd_rotten,0
caples,103,2020,postfire,1yr,total_fine,0.25533818788259277
caples,103,2020,postfire,1yr,total_cwd,1.4165716066468375
caples,103,2020,postfire,1yr,total_fuel,3.0980932155545418
caples,103,2020,postfire,1yr,duff_load,0.736909934566604
caples,103,2020,postfire,1yr,litter_load,0.689273486458507
caples,103,2020,postfire,1yr,litter_depth_cm,0.6666666666666667
caples,103,2020,postfire,1yr,duff_depth_cm,0.25
caples,103,2020,postfire,1yr,fuel_depth_cm,1.4166666666666674
caples,104,2013-2018,prefire,NA,mass_1hr,0.15085411925935954
caples,104,2013-2018,prefire,NA,mass_10hr,0.6785115073018635
caples,104,2013-2018,prefire,NA,mass_100hr,2.003762053640086
caples,104,2013-2018,prefire,NA,mass_cwd_sound,6.674136862710973
caples,104,2013-2018,prefire,NA,mass_cwd_rotten,6.696551745057604
caples,104,2013-2018,prefire,NA,total_fine,2.833127680201309
caples,104,2013-2018,prefire,NA,total_cwd,13.370688607768578
caples,104,2013-2018,prefire,NA,total_fuel,28.25186296111285
caples,104,2013-2018,prefire,NA,duff_load,4.313210273201207
caples,104,2013-2018,prefire,NA,litter_load,7.734836399941751
caples,104,2013-2018,prefire,NA,litter_depth_cm,5.5
caples,104,2013-2018,prefire,NA,duff_depth_cm,1.5
caples,104,2013-2018,prefire,NA,fuel_depth_cm,5.583333333333334
caples,105,2013-2018,prefire,NA,mass_1hr,0.2823673139813303
caples,105,2013-2018,prefire,NA,mass_10hr,1.198857225748022
caples,105,2013-2018,prefire,NA,mass_100hr,1.1595676329976496
caples,105,2013-2018,prefire,NA,mass_cwd_sound,0.11608035822211503
caples,105,2013-2018,prefire,NA,mass_cwd_rotten,9.53294875306047
caples,105,2013-2018,prefire,NA,total_fine,2.640792172727002
caples,105,2013-2018,prefire,NA,total_cwd,9.649029111282589
caples,105,2013-2018,prefire,NA,total_fuel,30.471507054288544
caples,105,2013-2018,prefire,NA,duff_load,10.942667623477455
caples,105,2013-2018,prefire,NA,litter_load,7.239018146801506
caples,105,2013-2018,prefire,NA,litter_depth_cm,4.166666666666666
caples,105,2013-2018,prefire,NA,duff_depth_cm,3.9166666666666656
caples,105,2013-2018,prefire,NA,fuel_depth_cm,2.3333333333333335
caples,105,2019,postfire,immediate,mass_1hr,0.04755660024948721
caples,105,2019,postfire,immediate,mass_10hr,0.23054946649000418
caples,105,2019,postfire,immediate,mass_100hr,0.2898919082494124
caples,105,2019,postfire,immediate,mass_cwd_sound,2.210323515237628
caples,105,2019,postfire,immediate,mass_cwd_rotten,0.636480394259459
caples,105,2019,postfire,immediate,total_fine,0.5679979749889038
caples,105,2019,postfire,immediate,total_cwd,2.8468039094970883
caples,105,2019,postfire,immediate,total_fuel,4.749129492888446
caples,105,2019,postfire,immediate,duff_load,0.46564543078627463
caples,105,2019,postfire,immediate,litter_load,0.8686821776161812
caples,105,2019,postfire,immediate,litter_depth_cm,0.5
caples,105,2019,postfire,immediate,duff_depth_cm,0.16666666666666666
caples,105,2019,postfire,immediate,fuel_depth_cm,1.6675000000000002
caples,105,2020,postfire,1yr,mass_1hr,0.15555274551966758
caples,105,2020,postfire,1yr,mass_10hr,0.31871547523052857
caples,105,2020,postfire,1yr,mass_100hr,0
caples,105,2020,postfire,1yr,mass_cwd_sound,2.4639092923948693
caples,105,2020,postfire,1yr,mass_cwd_rotten,0
caples,105,2020,postfire,1yr,total_fine,0.4742682207501963
caples,105,2020,postfire,1yr,total_cwd,2.4639092923948693
caples,105,2020,postfire,1yr,total_fuel,5.229229651620809
caples,105,2020,postfire,1yr,duff_load,0.698468146179412
caples,105,2020,postfire,1yr,litter_load,1.5925839922963312
caples,105,2020,postfire,1yr,litter_depth_cm,0.9166666666666664
caples,105,2020,postfire,1yr,duff_depth_cm,0.25
caples,105,2020,postfire,1yr,fuel_depth_cm,4.225
caples,106,2013-2018,prefire,NA,mass_1hr,0.16374463621172322
caples,106,2013-2018,prefire,NA,mass_10hr,0.45215303073299873
caples,106,2013-2018,prefire,NA,mass_100hr,1.7140349993619406
caples,106,2013-2018,prefire,NA,mass_cwd_sound,3.8133833273275757
caples,106,2013-2018,prefire,NA,mass_cwd_rotten,5.551126914093058
caples,106,2013-2018,prefire,NA,total_fine,2.3299326663066626
caples,106,2013-2018,prefire,NA,total_cwd,9.364510241420634
caples,106,2013-2018,prefire,NA,total_fuel,20.547746705372038
caples,106,2013-2018,prefire,NA,duff_load,6.8403746499619045
caples,106,2013-2018,prefire,NA,litter_load,2.0129291476828373
caples,106,2013-2018,prefire,NA,litter_depth_cm,2
caples,106,2013-2018,prefire,NA,duff_depth_cm,2.25
caples,106,2013-2018,prefire,NA,fuel_depth_cm,2.75
caples,107,2013-2018,prefire,NA,mass_1hr,0.2233293516917363
caples,107,2013-2018,prefire,NA,mass_10hr,1.1877676455694184
caples,107,2013-2018,prefire,NA,mass_100hr,1.1988471105068625
caples,107,2013-2018,prefire,NA,mass_cwd_sound,0
caples,107,2013-2018,prefire,NA,mass_cwd_rotten,0
caples,107,2013-2018,prefire,NA,total_fine,2.609944107768017
caples,107,2013-2018,prefire,NA,total_cwd,0
caples,107,2013-2018,prefire,NA,total_fuel,32.19726179093449
caples,107,2013-2018,prefire,NA,duff_load,19.023109809220998
caples,107,2013-2018,prefire,NA,litter_load,10.564207873945476
caples,107,2013-2018,prefire,NA,litter_depth_cm,6.083333333333333
caples,107,2013-2018,prefire,NA,duff_depth_cm,6.833333333333333
caples,107,2013-2018,prefire,NA,fuel_depth_cm,3
caples,108,2013-2018,prefire,NA,mass_1hr,0.4200758103730387
caples,108,2013-2018,prefire,NA,mass_10hr,2.0172596730022447
caples,108,2013-2018,prefire,NA,mass_100hr,1.8955962112530502
caples,108,2013-2018,prefire,NA,mass_cwd_sound,1.8721502168360993
caples,108,2013-2018,prefire,NA,mass_cwd_rotten,0
caples,108,2013-2018,prefire,NA,total_fine,4.332931694628334
caples,108,2013-2018,prefire,NA,total_cwd,1.8721502168360993
caples,108,2013-2018,prefire,NA,total_fuel,25.1689263738731
caples,108,2013-2018,prefire,NA,duff_load,9.869424514631344
caples,108,2013-2018,prefire,NA,litter_load,9.094419947777322
caples,108,2013-2018,prefire,NA,litter_depth_cm,5.666666666666667
caples,108,2013-2018,prefire,NA,duff_depth_cm,3.5
caples,108,2013-2018,prefire,NA,fuel_depth_cm,3.25
caples,109,2013-2018,prefire,NA,mass_1hr,0.27803008711795446
caples,109,2013-2018,prefire,NA,mass_10hr,1.512338970536402
caples,109,2013-2018,prefire,NA,mass_100hr,4.801289184187377
caples,109,2013-2018,prefire,NA,mass_cwd_sound,11.183095418575942
caples,109,2013-2018,prefire,NA,mass_cwd_rotten,0.22817354730187284
caples,109,2013-2018,prefire,NA,total_fine,6.591658241841734
caples,109,2013-2018,prefire,NA,total_cwd,11.411268965877815
caples,109,2013-2018,prefire,NA,total_fuel,30.03074843394375
caples,109,2013-2018,prefire,NA,duff_load,5.709265985430998
caples,109,2013-2018,prefire,NA,litter_load,6.3185552407932
caples,109,2013-2018,prefire,NA,litter_depth_cm,3.3333333333333335
caples,109,2013-2018,prefire,NA,duff_depth_cm,2.083333333333333
caples,109,2013-2018,prefire,NA,fuel_depth_cm,11.083333333333334
caples,11,2013-2018,prefire,NA,mass_1hr,0.35012523247267485
caples,11,2013-2018,prefire,NA,mass_10hr,0.483146263028131
caples,11,2013-2018,prefire,NA,mass_100hr,1.4365487586217047
caples,11,2013-2018,prefire,NA,mass_cwd_sound,17.030945399113563
caples,11,2013-2018,prefire,NA,mass_cwd_rotten,1.2393301843405926
caples,11,2013-2018,prefire,NA,total_fine,2.2698202541225103
caples,11,2013-2018,prefire,NA,total_cwd,18.270275583454158
caples,11,2013-2018,prefire,NA,total_fuel,35.56282805910762
caples,11,2013-2018,prefire,NA,duff_load,10.051978730186391
caples,11,2013-2018,prefire,NA,litter_load,4.970753491344566
caples,11,2013-2018,prefire,NA,litter_depth_cm,5.166666666666667
caples,11,2013-2018,prefire,NA,duff_depth_cm,3.3333333333333335
caples,11,2013-2018,prefire,NA,fuel_depth_cm,6
caples,11,2019,postfire,immediate,mass_1hr,0.12219270231443717
caples,11,2019,postfire,immediate,mass_10hr,0.3612087573871806
caples,11,2019,postfire,immediate,mass_100hr,0
caples,11,2019,postfire,immediate,mass_cwd_sound,0.1782577402052918
caples,11,2019,postfire,immediate,mass_cwd_rotten,0
caples,11,2019,postfire,immediate,total_fine,0.48340145970161774
caples,11,2019,postfire,immediate,total_cwd,0.1782577402052918
caples,11,2019,postfire,immediate,total_fuel,3.8268205677520837
caples,11,2019,postfire,immediate,duff_load,2.764294150801258
caples,11,2019,postfire,immediate,litter_load,0.4008672170439165
caples,11,2019,postfire,immediate,litter_depth_cm,0.4166666666666667
caples,11,2019,postfire,immediate,duff_depth_cm,0.9166666666666665
caples,11,2019,postfire,immediate,fuel_depth_cm,0.40833333333333344
caples,11,2020,postfire,1yr,mass_1hr,0.18297093965234673
caples,11,2020,postfire,1yr,mass_10hr,0.1803164801448651
caples,11,2020,postfire,1yr,mass_100hr,0
caples,11,2020,postfire,1yr,mass_cwd_sound,0.1359291794648586
caples,11,2020,postfire,1yr,mass_cwd_rotten,0
caples,11,2020,postfire,1yr,total_fine,0.3632874197972118
caples,11,2020,postfire,1yr,total_cwd,0.1359291794648586
caples,11,2020,postfire,1yr,total_fuel,2.594505265918747
caples,11,2020,postfire,1yr,duff_load,0.25129946825465993
caples,11,2020,postfire,1yr,litter_load,1.8439891984020165
caples,11,2020,postfire,1yr,litter_depth_cm,1.9166666666666665
caples,11,2020,postfire,1yr,duff_depth_cm,0.08333333333333329
caples,11,2020,postfire,1yr,fuel_depth_cm,2.691666666666667
caples,110,2013-2018,prefire,NA,mass_1hr,0.33447828094282944
caples,110,2013-2018,prefire,NA,mass_10hr,0.846366959034343
caples,110,2013-2018,prefire,NA,mass_100hr,0
caples,110,2013-2018,prefire,NA,mass_cwd_sound,0.5073438289326113
caples,110,2013-2018,prefire,NA,mass_cwd_rotten,51.1679478324787
caples,110,2013-2018,prefire,NA,total_fine,1.1808452399771725
caples,110,2013-2018,prefire,NA,total_cwd,51.67529166141132
caples,110,2013-2018,prefire,NA,total_fuel,67.8838434061434
caples,110,2013-2018,prefire,NA,duff_load,10.278670071735771
caples,110,2013-2018,prefire,NA,litter_load,4.749036433019136
caples,110,2013-2018,prefire,NA,litter_depth_cm,2.9166666666666665
caples,110,2013-2018,prefire,NA,duff_depth_cm,3.583333333333333
caples,110,2013-2018,prefire,NA,fuel_depth_cm,8.041666666666668
caples,111,2013-2018,prefire,NA,mass_1hr,0.10864910457439639
caples,111,2013-2018,prefire,NA,mass_10hr,0.2903194878362738
caples,111,2013-2018,prefire,NA,mass_100hr,1.3558407255981528
caples,111,2013-2018,prefire,NA,mass_cwd_sound,2.6661215656929858
caples,111,2013-2018,prefire,NA,mass_cwd_rotten,0.4478049188378296
caples,111,2013-2018,prefire,NA,total_fine,1.7548093180088233
caples,111,2013-2018,prefire,NA,total_cwd,3.113926484530815
caples,111,2013-2018,prefire,NA,total_fuel,26.67965944433364
caples,111,2013-2018,prefire,NA,duff_load,18.003447726031727
caples,111,2013-2018,prefire,NA,litter_load,3.8074759157622697
caples,111,2013-2018,prefire,NA,litter_depth_cm,6.166666666666666
caples,111,2013-2018,prefire,NA,duff_depth_cm,6.666666666666666
caples,111,2013-2018,prefire,NA,fuel_depth_cm,0.5833333333333334
caples,111,2019,postfire,immediate,mass_1hr,0.04444736096225306
caples,111,2019,postfire,immediate,mass_10hr,0.29031948783627376
caples,111,2019,postfire,immediate,mass_100hr,0.3389601813995381
caples,111,2019,postfire,immediate,mass_cwd_sound,2.98594727673834
caples,111,2019,postfire,immediate,mass_cwd_rotten,0
caples,111,2019,postfire,immediate,total_fine,0.6737270301980651
caples,111,2019,postfire,immediate,total_cwd,2.98594727673834
caples,111,2019,postfire,immediate,total_fuel,4.225650456576743
caples,111,2019,postfire,immediate,duff_load,0
caples,111,2019,postfire,immediate,litter_load,0.5659761496403375
caples,111,2019,postfire,immediate,litter_depth_cm,0.9166666666666664
