site,year,plot_id,species_id,status,recruitment,lifeform,tse_count,tse_ht,tse_age,growth_lastyr,tsa_dbh,tsa_age,tsa_ht,tre_count,tre_ht,tre_dbh,tre_age,NOTES
,,,,,,,count,cm_of_tallest,year_of_tallest,cm,cm,year,m,count,m_of_tallest,cm_of_tallest,year_of_tallest,
slypark,2019,hcp1,abco,live,natural ,TSE,93,7.5,0,,,,,7,39,61,,
slypark,2019,hcp1,cade,live,natural ,tse,22,78,0,,,,,14,34,64.2,,
slypark,2019,hcp1,pipo,live,natural ,TSE,4,7,0,,,,,15,34.1,28,,
slypark,2019,hcp10,pipo,live,natural ,TSE,55,8,0,,,,,,,,,
slypark,2019,hcp10,cade,live,natural ,TSE,11,9,0,,,,,,,,,
slypark,2019,hcp10,pipo,dead,natural ,TSE,5,,,,,,,,,,,
slypark,2019,hcp10,quke ,live,natural ,TSE,1,5,0,,,,,,,,,
slypark,2019,hcp10,quke,live,natural ,TSE,2,9,1,,,,,,,,,
slypark,2019,hcp10,quke,live,natural ,TSE,4,15,2,,,,,,,,,
slypark,2019,hcp11,pipo,live,natural ,TSE,73,8,0,,,,,,,,,
slypark,2019,hcp11,quke ,live,natural ,TSE,35,14,1,3,,,,,,,,
slypark,2019,hcp11,abco,live,natural ,TSE,1,5,0,,,,,,,,,
slypark,2019,hcp2,cade,live,natural ,TSE,15,8,0,,,,,,,,,
slypark,2019,hcp2,abco,live,natural ,TSE,61,6,0,,,,,,,,,
slypark,2019,hcp2,pila,live,natural ,TSE,21,11,1,,,,,,,,,
slypark,2019,hcp2,quke ,live,natural ,TSE,2,20,0,,,,,,,,,
slypark,2019,hcp2,psme,live,natural ,TSE,1,5,0,,,,,,,,,
slypark,2019,hcp2,quwi,live,natural ,TSE,4,22,3,7,,,,,,,,
slypark,2019,hcp3,abco,live,natural ,TSE,10,5,0,,,,,,,,,
slypark,2019,hcp3,pipo,live,natural ,TSE,71,8.3,0,,,,,,,,,
slypark,2019,hcp3,pipo,dead,natural ,TSE,2,5,,,,,,,,,,
slypark,2019,hcp3,cade,live,natural ,TSE,1,7.1,0,,,,,,,,,
slypark,2019,hcp3,pila,live,natural ,TSE,8,8,0,,,,,,,,,
slypark,2019,hcp3,quke,live,natural ,TSE,6,6.1,0,,,,,,,,,
slypark,2019,hcp4,pila,live,natural ,TSE,11,10,0,,,,,,,,,
slypark,2019,hcp4,pipo,live,natural ,TSE,81,7,0,,,,,,,,,
slypark,2019,hcp4,cade,live,natural ,TSE,2,8,0,,,,,,,,,
slypark,2019,hcp4,abco,live,natural ,TSE,13,5,0,,,,,,,,,
slypark,2019,hcp5,pipo,live,natural ,TSE,53,9,0,,,,,,,,,
slypark,2019,hcp5,pipo,dead,natural ,TSE,1,,0,,,,,,,,,
slypark,2019,spi1,cade,live,natural ,TSE,65,1.34,21,3,,,,,,,,
slypark,2019,hcp5,cade,live,natural ,TSE,1,5,0,,,,,,,,,
slypark,2019,hcp5,pisme,live,natural ,TSE,1,10,0,,,,,,,,,
slypark,2019,hcp6,pipo,live,natural ,TSE,54,9.5,0,,,,,,,,,
slypark,2019,hcp6,pisme,live,natural ,TSE,11,5,1,,,,,,,,,
slypark,2019,hcp7,cade,live,natural ,TSE,91,60,10,6,,,,,,,,
slypark,2019,hcp7,psme,live,natural ,TSE,13,8,0,,,,,,,,,
slypark,2019,hcp7,pipo,live,natural ,TSE,29,10,0,,,,,,,,,
slypark,2019,hcp7,pipo,dead,natural ,TSE,1,,,,,,,,,,,
slypark,2019,hcp8,pipo,live,natural ,TSE,54,10,0,,,,,,,,,
slypark,2019,hcp8,cade,live,natural ,TSE,1,11,0,,,,,,,,,
slypark,2019,hcp9,pipo,live,natural ,TSE,56,13,1,5,,,,,,,,
slypark,2019,hcp9,pipo,dead,natural ,TSE,1,,,,,,,,,,,
slypark,2019,hcp9,cade,live,natural ,TSE,7,7,0,,,,,,,,,
slypark,2019,hcp9,abco,live,natural ,TSE,2,5,0,,,,,,,,,
slypark,2019,hcp9,quke,live,natural ,TSE,5,7,0,,,,,,,,,
slypark,2019,spi1,cade,live,natural ,TSE,65,134,21,3,,,,,,,,
