site,Plot ID,year,species_id,status,lifeform,layer_code,percent,notes
slypark,spi11,2019,pipo,live,TR,TSE,tr,
slypark,spi2,2019,pipo,live,TR,TOV,80,
slypark,spi2,2019,pipo,live,TR,TSE,tr,
slypark,spi3,2019,pipo,live,TR,TSE,tr,
slypark,spi5,2019,pipo,live,TR,TSE,tr,
slypark,spi7,2019,pipo,live,TR,TOV,69,
slypark,spi7,2019,pipo,live,TR,TSE,tr,
slypark,spi8,2019,pipo,live,TR,TOV,58,
slypark,spi8,2019,pipo,live,TR,TSE,tr,
slypark,spi9,2019,pipo,live,TR,TOV,60,
slypark,spi9,2019,pipo,dead,TR,TSE,tr,
slypark,spi9,2019,pipo,live,TR,TSE,tr,
slypark,hcp5,2019,psme,live,TR,TSE,tr,
slypark,hcp3,2019,pitr,live,FB,,tr,
slypark,spi5,2019,pitr,live,FB,,tr,
slypark,spi3,2019,plagio,live,FB,,tr,
slypark,spi4,2019,plagio,live,FB,,tr,
slypark,hcp1,2019,poco,live,FB,,tr,
slypark,hcp10,2019,poco,live,FB,,tr,
slypark,hcp11,2019,poco,live,FB,,tr,
slypark,hcp3,2019,poco,live,FB,,tr,
slypark,hcp5,2019,poco,live,FB,,tr,
slypark,hcp9,2019,poco,live,FB,,tr,
slypark,spi1,2019,poco,live,FB,,tr,
slypark,spi10,2019,poco,live,FB,,tr,
slypark,spi11,2019,poco,live,FB,,tr,
slypark,spi2,2019,poco,live,FB,,tr,
slypark,spi3,2019,poco,live,FB,,tr,
slypark,spi4,2019,poco,live,FB,,tr,
slypark,spi5,2019,poco,live,FB,,tr,
slypark,spi6,2019,poco,live,FB,,tr,
slypark,spi7,2019,poco,live,FB,,tr,
slypark,spi8,2019,poco,live,FB,,tr,
slypark,spi9,2019,poco,live,FB,,tr,
slypark,hcp10,2019,prvi,live,SH,SL,tr,
slypark,hcp11,2019,prvi,live,SH,SM,tr,
slypark,hcp11,2019,prvi,live,SH,SL,tr,
slypark,hcp3,2019,prvi,live,SH,SM,tr,
slypark,hcp3,2019,prvi,live,FB,,tr,
slypark,hcp5,2019,prvi,live,SH,SM,1,
slypark,hcp5,2019,prvi,live,SH,SL,1,
slypark,hcp1,2019,psme,live,TR,TOV,6,
slypark,hcp1,2019,psme,dead,TR,other,tr,
slypark,hcp1,2019,psme,live,TR,TSE,tr,
slypark,hcp10,2019,psme,live,TR,TOV,10,
slypark,hcp10,2019,psme,live,TR,TSE,tr,
slypark,hcp11,2019,psme,live,TR,TOV,45,
slypark,hcp3,2019,psme,live,TR,TOV,35,
slypark,hcp4,2019,psme,live,TR,TOV,20,
slypark,hcp6,2019,psme,live,TR,TOV,35,
slypark,hcp6,2019,psme,live,TR,TSE,tr,
slypark,hcp7,2019,psme,live,TR,TSE,tr,
slypark,spi11,2019,psme,live,TR,TOV,5,
slypark,spi2,2019,psme,live,TR,TSE,tr,
slypark,spi3,2019,psme,live,TR,TOV,20,
slypark,spi4,2019,psme,live,TR,TOV,,
slypark,spi6,2019,psme,live,TR,TOV,33,
slypark,spi7,2019,psme,live,TR,TSE,tr,
slypark,hcp1,2019,ptaq,live,FB,,1,
slypark,hcp3,2019,ptaq,live,FB,,tr,
slypark,spi10,2019,ptaq,live,FERN ,,12,
slypark,spi10,2019,ptaq,dead,FERN ,,tr,
slypark,spi9,2019,ptaq,live,FERN ,,1,
slypark,spi4,2019,purple adbi,,FB,,tr,
slypark,hcp10,2019,pypi,live,GR,,tr,
slypark,hcp10,2019,pypi,live,FB,,tr,
slypark,hcp11,2019,pypi,live,FB,,tr,
slypark,spi7,2019,pypi,live,FB,,tr,
slypark,hcp9,2019,quch,live,TR,TSE,tr,
slypark,spi11,2019,quch,live,TR,TSE,tr,
slypark,hcp1,2019,quke,live,TR,TSE,tr,
slypark,hcp10,2019,quke,live,TR,TSE,tr,
slypark,hcp10,2019,quke,live,TR,TRE,tr,
slypark,hcp10,2019,quke,live,TR,TOV,tr,
slypark,hcp11,2019,quke,live,TR,TOV,20,
slypark,hcp11,2019,quke,live,TR,TSE,tr,
slypark,hcp2,2019,quke,dead,TR,other,tr,
slypark,hcp2,2019,quke,live,TR,TSE,tr,
slypark,hcp3,2019,quke,live,TR,TSE,tr,
slypark,hcp5,2019,quke,live,TR,TSE,tr,
slypark,hcp6,2019,quke,live,TR,TSA,1,
slypark,hcp6,2019,quke,live,TR,TSE,tr,
slypark,hcp9,2019,quke,live,TR,TOV,60,
slypark,hcp9,2019,quke,live,TR,TSE,tr,
slypark,spi1,2019,quke,live,TR,TSE,tr,
slypark,spi10,2019,quke,live,TR,TSE,tr,
slypark,spi11,2019,quke,live,TR,TSE,tr,
slypark,spi11,2019,quke,live,TR,TOV,25,
slypark,spi11,2019,quke,dead,TR,TSE,tr,
slypark,spi2,2019,quke,live,TR,TSE,tr,
slypark,spi3,2019,quke,live,TR,TSE,2,
slypark,spi4,2019,quke,live,TR,TRE,,
slypark,spi4,2019,quke,live,TR,TSA,,
slypark,spi4,2019,quke,live,TR,TSE,,
slypark,spi5,2019,quke,live,TR,TSE,1,
slypark,spi5,2019,quke,live,TR,TRE,tr,
slypark,spi6,2019,quke,live,TR,TSE,tr,
slypark,spi6,2019,quke,dead,TR,TOV,tr,
slypark,spi7,2019,quke,live,TR,TSE,tr,
slypark,spi8,2019,quke,live,TR,TSE,tr,
slypark,hcp2,2019,quwi,live,TR,TSE,tr,
slypark,spi1,2019,quwi,live,TR,TSE,tr,
slypark,spi7,2019,quwi,live,TR,TSE,tr,
slypark,hcp5,2019,raca,live,FB,,tr,
slypark,spi11,2019,raillardella,live,FB,,tr,
slypark,spi2,2019,raillardella,live,FB,,tr,
slypark,hcp5,2019,redstemaster,live,FB,,tr,
slypark,hcp8,2019,redstemaster,live,FB,,tr,
slypark,hcp9,2019,redstemaster,live,FB,,tr,
slypark,hcp6,2019,rhru,live,SH,ST,tr,
slypark,hcp6,2019,rhru,live,SH,SM,2,
slypark,hcp6,2019,rhru,live,SH,SL,3,
slypark,spi3,2019,rhtr,live,SH,SL,tr,
slypark,hcp1,2019,riro,live,SH,,tr,
slypark,hcp10,2019,riro,live,SH,SL,tr,
slypark,hcp11,2019,riro,live,SH,SL,tr,
slypark,hcp2,2019,riro,live,SH,SL,tr,
slypark,hcp5,2019,riro,live,SH,SL,tr,
slypark,hcp6,2019,riro,live,SH,SL,tr,
slypark,hcp9,2019,riro,live,SH,SL,tr,
slypark,spi2,2019,riro,live,SH,SL,tr,
slypark,spi3,2019,riro,live,SH,SL,tr,
slypark,spi4,2019,riro,live,SH,SL,tr,
slypark,spi5,2019,riro,live,SH,SL,tr,
slypark,spi6,2019,riro,live,SH,SL,tr,
slypark,spi6,2019,riro,live,SH,SM,tr,
slypark,spi7,2019,riro,live,SH,SL,tr,
slypark,spi7,2019,riro,live,SH,SM,tr,
slypark,spi8,2019,riro,live,SH,SM,tr,
slypark,spi8,2019,riro,live,SH,SL,tr,
slypark,spi5,2019,rowo,live,FB,,tr,
slypark,spi6,2019,rowo,live,FB,,tr,
slypark,hcp1,2019,ruar,live,FB,,tr,
slypark,hcp6,2019,ruar,live,FB,,tr,
slypark,spi6,2019,ruar,live,FB,,tr,
slypark,spi6,2019,rupa,live,SH,SL,25,
slypark,spi6,2019,rupa,live,SH,SM,2,
slypark,hcp5,2019,sein,live,FB,,tr,
slypark,hcp6,2019,sein,live,FB,,tr,
slypark,hcp7,2019,sein,live,FB,,tr,
slypark,hcp8,2019,sein,live,FB,,tr,
slypark,hcp10,2019,sile,live,FB,,tr,
slypark,hcp5,2019,sile,live,FB,,tr,
slypark,hcp9,2019,sile,live,FB,,tr,
slypark,hcp5,2019,stco,live,GR,,tr,
slypark,hcp6,2019,stco,live,GR,,tr,
slypark,hcp7,2019,stco,live,GR,,tr,
slypark,hcp8,2019,stco,live,GR,,tr,
slypark,spi10,2019,stco,live,GR,,tr,
slypark,spi11,2019,stco,live,GR,,tr,
slypark,spi2,2019,stco,live,GR,,tr,
slypark,spi8,2019,stco,live,GR,,tr,
slypark,spi9,2019,stco,live,GR,,tr,
slypark,hcp2,2019,symo,live,SH,SL,tr,
slypark,spi3,2019,symo,live,SH,SL,tr,
slypark,spi4,2019,symo,live,SH,SL,tr,
slypark,spi6,2019,symo,live,SH,SL,tr,
slypark,spi6,2019,symo,live,SH,SL,tr,
slypark,hcp9,2019,taha,live,FB,,tr,
slypark,hcp11,2019,taof,live,FB,,tr,
slypark,hcp5,2019,taof,live,FB,,tr,
slypark,hcp6,2019,taof,live,FB,,tr,
slypark,hcp7,2019,taof,live,FB,,tr,
slypark,hcp8,2019,taof,live,FB,,tr,
slypark,hcp9,2019,taof,live,FB,,tr,
slypark,spi2,2019,taof,live,FB,,tr,
slypark,spi3,2019,taof,live,FB,,tr,
slypark,spi4,2019,taof,live,FB,,tr,
slypark,spi5,2019,taof,live,FB,,tr,
slypark,hcp11,2019,thcu,live,FB,,tr,
slypark,hcp10,2019,thingr,live,GR,,tr,
slypark,hcp11,2019,thingr,live,GR,,tr,
slypark,hcp11,2019,thingr,live,GR,,tr,
slypark,hcp2,2019,thingr,live,GR,,tr,
slypark,hcp4,2019,thingr,live,GR,,tr,
slypark,hcp5,2019,thingr,live,GR,,tr,
slypark,hcp6,2019,thingr,live,GR,,tr,
slypark,hcp7,2019,thingr,live,GR,,tr,
slypark,hcp8,2019,thingr,live,GR,,tr,
slypark,spi2,2019,thingr,live,GR,,tr,
slypark,spi3,2019,thingr,live,GR,,tr,press
slypark,spi8,2019,trailinggr,live,GR,,tr,
slypark,hcp5,2019,trdu,live,FB,,tr,
slypark,hcp9,2019,trdu,live,FB,,tr,
slypark,spi10,2019,trdu,live,FB,,tr,
slypark,spi11,2019,trdu,live,FB,,tr,
slypark,spi4,2019,trdu,live,FB,,tr,
slypark,spi7,2019,trdu,live,FB,,tr,
slypark,spi9,2019,trdu,live,FB,,tr,
slypark,hcp11,2019,trix,live,FB,,tr,
slypark,hcp5,2019,trix,live,FB,,tr,
slypark,hcp7,2019,trix,live,FB,,tr,
slypark,hcp1,2019,trla,live,FB,,tr,
slypark,hcp2,2019,trla,live,FB,,tr,
slypark,hcp3,2019,trla,live,FB,,1,
slypark,spi11,2019,trla,live,FB,,tr,
slypark,spi2,2019,trla,live,FB,,tr,
slypark,spi6,2019,trla,live,FB,,tr,
slypark,spi7,2019,trla,live,FB,,tr,
slypark,spi8,2019,trla,live,FB,,tr,
slypark,hcp2,2019,unk1,live,FB,,tr,
slypark,spi1,2019,unkfb3,live,FB,,tr,riro seedling?
slypark,spi1,2019,unkgrass2,live,GR,,tr,
slypark,spi2,2019,unkgrass2,live,GR,,tr,
slypark,spi4,2019,vilo,live,FB,,tr,
slypark,spi5,2019,vilo,live,FB,,tr,
slypark,spi6,2019,vilo,live,FB,,tr,
slypark,hcp11,2019,vipu,live,FB,,tr,
slypark,spi3,2019,vipu,live,FB,,tr,
slypark,spi4,2019,vipu,live,FB,,tr,
