plot_id,fuel_size,mass
hcp1,mass_1hr,0.66015574681973
hcp1,mass_10hr,3.05221946042443
hcp1,mass_100hr,1.12981488033736
hcp1,mass_cwd_sound,0.249544992368577
hcp1,mass_cwd_rotten,
hcp10,mass_1hr,0.0810646257271088
hcp10,mass_10hr,2.25672985768905
hcp10,mass_100hr,2.2450167269398
hcp10,mass_cwd_sound,
hcp10,mass_cwd_rotten,
hcp11,mass_1hr,0.404482928292599
hcp11,mass_10hr,1.15759674470816
hcp11,mass_100hr,0
hcp11,mass_cwd_sound,0.530689576753051
hcp11,mass_cwd_rotten,0.546390451804917
hcp2,mass_1hr,0.176294114664446
hcp2,mass_10hr,2.6711671733512
hcp2,mass_100hr,3.35659324278333
hcp2,mass_cwd_sound,
hcp2,mass_cwd_rotten,
hcp3,mass_1hr,0.108995114634146
hcp3,mass_10hr,1.52978132195122
hcp3,mass_100hr,1.10679365853659
hcp3,mass_cwd_sound,0.301802763541982
hcp3,mass_cwd_rotten,
hcp4,mass_1hr,0.44687997
hcp4,mass_10hr,2.36420749756098
hcp4,mass_100hr,1.10679365853659
hcp4,mass_cwd_sound,
hcp4,mass_cwd_rotten,0.654157489977245
hcp5,mass_1hr,0.0653970687804878
hcp5,mass_10hr,1.11256823414634
hcp5,mass_100hr,0
hcp5,mass_cwd_sound,
hcp5,mass_cwd_rotten,
hcp6,mass_1hr,0.369230972329345
hcp6,mass_10hr,2.92662906624551
hcp6,mass_100hr,2.27234259511002
hcp6,mass_cwd_sound,0.446131466450663
hcp6,mass_cwd_rotten,
hcp9,mass_1hr,0.159859501463415
hcp9,mass_10hr,1.11256823414634
hcp9,mass_100hr,0.830095243902439
hcp9,mass_cwd_sound,
hcp9,mass_cwd_rotten,1.4237545370093
spi1,mass_1hr,0.0835629212195122
spi1,mass_10hr,2.15560095365854
spi1,mass_100hr,1.66019048780488
spi1,mass_cwd_sound,1.79874447071021
spi1,mass_cwd_rotten,
spi10,mass_1hr,0.0653970687804878
spi10,mass_10hr,0.278142058536585
spi10,mass_100hr,0
spi10,mass_cwd_sound,
spi10,mass_cwd_rotten,0.530229730197819
spi11,mass_1hr,0.123527796585366
spi11,mass_10hr,0.556284117073171
spi11,mass_100hr,0.276698414634146
spi11,mass_cwd_sound,
spi11,mass_cwd_rotten,0.509292163477094
spi2,mass_1hr,0.0399648753658537
spi2,mass_10hr,2.36420749756098
spi2,mass_100hr,1.93688890243902
spi2,mass_cwd_sound,6.67035413897581
spi2,mass_cwd_rotten,
spi3,mass_1hr,0.46141265195122
spi3,mass_10hr,2.01652992439024
spi3,mass_100hr,4.1504762195122
spi3,mass_cwd_sound,0.244460238469005
spi3,mass_cwd_rotten,
spi4,mass_1hr,0.250688763658537
spi4,mass_10hr,2.8509561
spi4,mass_100hr,5.25726987804878
spi4,mass_cwd_sound,0.743672189643797
spi4,mass_cwd_rotten,0.425202368485209
spi5,mass_1hr,0.483211674878049
spi5,mass_10hr,3.61584676097561
spi5,mass_100hr,5.25726987804878
spi5,mass_cwd_sound,
spi5,mass_cwd_rotten,
spi6,mass_1hr,0.289682752092279
spi6,mass_10hr,3.9094136054566
spi6,mass_100hr,5.93975077519829
spi6,mass_cwd_sound,0.202411651005486
spi6,mass_cwd_rotten,0.391033024919148
spi7,mass_1hr,0.00363317048780488
spi7,mass_10hr,0.347677573170732
spi7,mass_100hr,1.93688890243902
spi7,mass_cwd_sound,
spi7,mass_cwd_rotten,2.4479976657799
spi8,mass_1hr,0.0345151196341463
spi8,mass_10hr,0.451980845121951
spi8,mass_100hr,0.968444451219512
spi8,mass_cwd_sound,0.108648994875113
spi8,mass_cwd_rotten,
