Site,year,plot_id,tag,status,species_id,dbh,height,ht_to_crown,crown_class,crown_width,stump_diam,stump_ht,decay,scorch_ht,scorch,torch_ht,torch,bolechar_ht,resprout,note,Notes,
,,,,,,cm,m,m,,m,cm,m,,m,%,m,%,m,,,,
bearmtn,2019,BM17,,dead,pipo,54.7,3.5,,1.3,,,,,5,,,,,3.5,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,23,0.44,5,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,33,0.21,2,,,,,,,,
bearmtn,2019,BM17,stump,,cade,,,,,,,31,0.27,1,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,46,0.38,3,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,19,0.12,4,,,,,,,,
bearmtn,2019,BM17,stump,,cade,,,,,,,25,0.27,3,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,17,0.12,4,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,13,0.09,3,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,33,0.32,2,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,24,0.26,3,,,,,,,,
bearmtn,2019,BM17,stump,,pipo,,,,,,,37,0.29,2,,,,,,,,
bearmtn,2019,BM18,991,live,cade,65.5,22,10,4,CO,4,,,2,,,,,10,,,
bearmtn,2019,BM18,,live,cade,60.1,21,8,5,CO,4.5,,,2,,,,,4,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,13,0.29,3,,,,,,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,11,0.7,4,,,,,,,,
bearmtn,2019,BM18,,dead,cade,37.8,15,,5,,,,,1,,,,,2,,,
bearmtn,2019,BM18,,live,pipo,12,6,3,1,IN,0.75,,,2,,,,,0.3,,,
bearmtn,2019,BM18,,live,quke,31.7,23,2.5,2.5,IN,6,,,1,,,,,0.5,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,23.8,0.69,3,,,,,,,,
bearmtn,2019,BM18,,live,pipo,14.6,10,4,3,IN,1.5,,,1,,,,,0.3,,,
bearmtn,2019,BM18,,dead,pipo,34.4,11,,10.5,,,,,3,,,,,1.4,,,
bearmtn,2019,BM18,,live,cade,41,16,7,5,IN,2.5,,,2,,,,,3,,,
bearmtn,2019,BM18,,dead,cade,23.1,6,,4,,,,,2,,,,,3,,,
bearmtn,2019,BM18,,live,cade,37.6,16,8,4,IN,2.5,,,2,,,,,3,,,
bearmtn,2019,BM18,,dead,pipo,24.4,15,,4,,,,,2,,,,,2,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,10,0.18,3,,,,,,,,
bearmtn,2019,BM18,,dead,pipo,55.5,20,,6,,,,,3,,,,,4,,,
bearmtn,2019,BM18,,live,pipo,15.5,7,5,3.5,IN,1,,,2,,,,,1.5,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,12,0.28,3,,,,,,,,
bearmtn,2019,BM18,,live,cade,38.9,14,8,3,IN,2.5,,,2,,,,,3.5,,,
bearmtn,2019,BM18,stump,,cade,,,,,,,41,0.36,2,,,,,,,,
bearmtn,2019,BM18,stump,,cade,,,,,,,50,0.23,2,,,,,,,,
bearmtn,2019,BM18,,live,cade,44,15,8,7,IN,2.5,,,1,,,,,3,,,
bearmtn,2019,BM18,,dead,quke,16.7,6,,0,,,,,2,,,,,,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,11,0.18,2,,,,,,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,8.5,0.16,2,,,,,,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,11,0.25,2,,,,,,,,
bearmtn,2019,BM18,,live,pipo,11.9,5,3,1.6,IN,1.5,,,1,,,,,,,,
bearmtn,2019,BM18,,dead,pipo,24.7,21,,2,,,,,2,,,,,4.5,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,19,0.21,2,,,,,,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,16.5,0.19,2,,,,,,,,
bearmtn,2019,BM18,stump,,pipo,,,,,,,14,0.14,5,,,,,,,,
bearmtn,2019,BM19,992,live,cade,117.7,27,5.5,5,DO,4.5,,,2,,,,,12,,,
bearmtn,2019,BM19,,live,pipo,40.1,19,7,3,IN,2,,,2,,,,,0.5,,,
bearmtn,2019,BM19,,dead,pipo,45.6,11.11,,,,,,,2,,,,,4,,dead top,
bearmtn,2019,BM19,stump,,pipo,,,,,,,17.5,0.1,5,,,,,,,,
bearmtn,2019,BM19,stump,,pipo,,,,,,,13.5,0.4,3,,,,,,,,
bearmtn,2019,BM19,stump,,pipo,,,,,,,36.7,1.25,3,,,,,,,,
bearmtn,2019,BM19,,dead,pipo,39.9,8,,4,,,,,2,,,,,4,,dead top,
bearmtn,2019,BM20,stump,,pipo,,,,,,,30,0.27,4,,,,,,,,
bearmtn,2019,BM20,993,live,cade,147,33,12,7,CO,4,,,3,,,,,15,,dead top,
bearmtn,2019,BM20,,live,pipo,49.6,21,6,2,CO,3,,,2,,,,,3,,,
bearmtn,2019,BM20,,live,pipo,39.6,20,9,2,CO,2,,,2,,,,,3.5,,,
bearmtn,2019,BM21,stump,,pipo,,,,,,,39,0.42,5,,,,,,,,
bearmtn,2019,BM21,,dead,abco,34.1,12,,0.3,,,,,2,,,,,4,,,
bearmtn,2019,BM21,stump,,pipo,,,,,,,20,0.22,2,,,,,,,,
bearmtn,2019,BM21,stump,,unk,,,,,,,15,0.48,5,,,,,,,,
bearmtn,2019,BM21,stump,,pipo,,,,,,,25,0.2,,,,,,,,,
bearmtn,2019,BM21,994,live,cade,29,9,4,0.2,IN,3,,,2,,,,,4,,,
bearmtn,2019,BM21,,dead,cade,19.4,7,,0.2,,,,,2,,,,,2.3,,,
bearmtn,2019,BM21,,dead,pipo,33.8,15,,3,,,,,2,,,,,3,,,
bearmtn,2019,BM21,,live,cade,32.8,13,4.2,1.3,IN,3.5,,,4,,,,,4,,,
bearmtn,2019,BM21,stump,,pipo,,,,,,,19,0.18,2,,,,,,,,
bearmtn,2019,BM21,,live,cade,27,11,4,1.3,IN,3,,,3,,,,,4,,,
bearmtn,2019,BM21,,live,cade,24.1,8,4,1.1,IN,2,,,2,,,,,4,,,
bearmtn,2019,BM21,stump,,quch,,,,,,,23,0.53,3,,,,,,,,
bearmtn,2019,BM21,,dead,abco,16.8,7,,1.1,,,,,2,,,,,3,,,
bearmtn,2019,BM21,stump,,ukn,,,,,,,31.5,0.43,2,,,,,,,,
bearmtn,2019,BM21,stump,,cade,,,,,,,23,0.25,3,,,,,,,,
bearmtn,2019,BM22,,dead,quch,13.3,5,,0.5,,,,,2,,,,,0.3,yes,,
bearmtn,2019,BM22,,dead,quch,22.6,5.5,,1,,,,,2,,,,,0.4,yes,,
bearmtn,2019,BM22,,dead,quch,19.4,3.5,,1,,,,,2,,,,,0.4,yes,,
bearmtn,2019,BM22,,dead,quch,11.8,5.5,,1.8,,,,,2,,,,,0.6,yes,,
bearmtn,2019,BM22,,dead,quch,26.8,5.5,,1,,,,,2,,,,,0.6,yes,,
bearmtn,2019,BM22,995,live,pipo,73,24,6,2.5,DO,3,,,3,,,,,4.5,,,
bearmtn,2019,BM22,,dead,quch,22.1,6.5,,1.5,,,,,2,,,,,2.5,yes,,
bearmtn,2019,BM22,,dead,quch,24.6,6,,0.1,,,,,2,,,,,1.7,yes,,
bearmtn,2019,BM22,,dead,cade,10.2,4,,1.6,,,,,2,,,,,4,,,
bearmtn,2019,BM22,,dead,quch,9.2,3.5,,1,,,,,3,,,,,1.6,yes,,
bearmtn,2019,BM22,,live,quch,55.7,9,6,0.7,IN,4,,,2,,,,,1.7,yes,,
bearmtn,2019,BM22,,dead,quch,23.9,4,,1,,,,,2,,,,,0.5,yes,,
bearmtn,2019,BM22,,dead,quch,54.3,7,,1,,,,,2,,,,,0.5,yes,,
bearmtn,2019,BM22,,dead,quch,14.7,4,,1.2,,,,,2,,,,,0.5,yes,,
bearmtn,2019,BM22,,live,pipo,56.2,12,8,0.8,IN,3,,,2,,,,,6,,,
bearmtn,2019,BM22,,dead,quch,8.3,6,,1.5,,,,,2,,,,,6,yes,,
bearmtn,2019,BM22,,live,pipo,52.8,14,7,5.5,IN,3,,,2,,,,,6,,,
bearmtn,2019,BM22,,dead,quke,10.5,5,,0.4,,,,,2,,,,,5,yes,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,50,0.21,3,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,46,0.3,3,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,49,0.16,3,,,,,,,,
bearmtn,2019,BM23,,stump,ukn,,,,,,,40,0.21,4,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,41,0.16,4,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,48,0.13,5,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,57,0.25,4,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,25,0.1,4,,,,,,,,
bearmtn,2019,BM23,,stump,unk,,,,,,,28.2,0.72,2,,,,,,,,
bearmtn,2019,BM23,,stump,cade,,,,,,,46.5,0.2,3,,,,,,,,
bearmtn,2019,BM23,,stump,unk,,,,,,,53,0.15,3,,,,,,,,
bearmtn,2019,BM23,,stump,ukn,,,,,,,24,1,3,,,,,,,,
bearmtn,2019,BM23,,stump,pipo,,,,,,,30,0.3,3,,,,,,,,
bearmtn,2019,BM24,,dead,cade,26.8,7.5,,2.5,,,,,3,,,,,7.5,,,
bearmtn,2019,BM24,996,live,cade,30,11,5,1.7,IN,2,,,2,,,,,4.5,,,
bearmtn,2019,BM24,,live,pipo,21.4,10,5,1.2,IN,1.5,,,1,,,,,4,,,
bearmtn,2019,BM24,,stump,cade,,,,,,,35,0.25,2,,,,,,,,
bearmtn,2019,BM24,,live,cade,47.6,20,16,5,IN,1,,,2,,,,,4.8,,,
bearmtn,2019,BM24,,stump,cade,,,,,,,20,0.3,2,,,,,,,,
bearmtn,2019,BM24,,live,cade,51.6,26.4,15.5,11,CO,1,,,2,,,,,7,,,
bearmtn,2019,BM24,,dead,cade,30.8,11,,5,,,,,2,,,,,,,,
bearmtn,2019,BM24,,stump,cade,,,,,,,10,0.35,2,,,,,,,,
bearmtn,2019,BM24,,stump,pipo,,,,,,,51,0.21,5,,,,,,,,
bearmtn,2019,BM24,,live,pipo,60.4,27,12,5,DO,2,,,1,,,,,4,,,
bearmtn,2019,BM24,,stump,pipo,,,,,,,36,0.27,2,,,,,,,,
bearmtn,2019,BM24,,stump,pipo,,,,,,,30,0.3,3,,,,,,,,
bearmtn,2019,BM24,,stump,pipo,,,,,,,34,0.38,4,,,,,,,,
bearmtn,2019,BM24,,dead,pipo,35.2,1.6,,,,,,,5,,,,,1.6,,,
bearmtn,2019,BM25,,stump,pipo,,,,,,,7.6,0.2,3,,,,,,,,
bearmtn,2019,BM25,,dead,pipo,39.1,18,,4,,,,,2,,,,,8,,,
bearmtn,2019,BM25,,dead,quke,51.3,9,,4,,,,,2,,,,,3.5,,,
bearmtn,2019,BM25,,live,pipo,41.8,27,11,2.5,DO,2.5,,,2,,,,,5,,,
bearmtn,2019,BM25,,stump,ukn,,,,,,,22,0.17,3,,,,,,,,
bearmtn,2019,BM25,,stump,ukn,,,,,,,16,0.13,2,,,,,,,,
bearmtn,2019,BM25,,dead,quke,65.1,17,,3,,,,,2,,,,,1,,,
bearmtn,2019,BM25,,stump,ukn,,,,,,,13,0.1,4,,,,,,,,
bearmtn,2019,BM25,,stump,cade,,,,,,,65,0.4,2,,,,,,,,
bearmtn,2019,BM25,,stump,pipo,,,,,,,7.7,0.28,3,,,,,,,,
bearmtn,2019,BM26,,dead,pipo,67.8,17,,7,,,,,3,,,,,17,,,
bearmtn,2019,BM26,,dead,quke,11.9,4,,3.5,,,,,3,,,,,4,yes,,
bearmtn,2019,BM26,,dead,quke,19.2,3,,,,,,,4,,,,,2,yes,,
bearmtn,2019,BM26,,dead,cade,37.3,16.9,,10,,,,,2,,,,,16.9,,,
bearmtn,2019,BM26,,dead,cade,67,27,,12,,,,,2,,,,,67,,,
bearmtn,2019,BM26,,dead,quke,9.8,7.5,,4,,,,,3,,,,,7.5,yes,,
bearmtn,2019,BM26,,dead,cade,56,43,,12,,,,,2,,,,,43,,,
bearmtn,2019,BM26,,dead,quke,16.5,8,,6,,,,,3,,,,,16.5,yes,,
bearmtn,2019,BM26,,dead,quke,16.2,2.7,,,,,,,3,,,,,2.3,yes,,
bearmtn,2019,BM26,,dead,pipo,83.5,22,,7.6,,,,,2,,,,,17,,,
bearmtn,2019,BM26,,stump,pipo,,,,,,,25,0.27,4,,,,,,,,
bearmtn,2019,BM26,,dead,pipo,71.5,27.5,,10.3,,,,,2,,,,,16,,,
bearmtn,2019,BM26,,stump,cade,,,,,,,45,0.35,1,,,,,,,,
bearmtn,2019,BM26,,stump,cade,,,,,,,27,0.36,2,,,,,,,,
bearmtn,2019,BM26,,dead,quke,26.9,14,,8,,,,,2,,,,,14,yes,,
bearmtn,2019,BM26,,dead,psme,44,21,,4,,,,,2,,,,,21,,,
bearmtn,2019,BM26,,dead,pipo,42.7,3.4,,,,,,,4,,,,,3.4,,,
bearmtn,2019,BM27,,stump,unk,,,,,,,16,0.04,3,,,,,,,,
bearmtn,2019,BM27,,stump,pipo,,,,,,,31,0.13,3,,,,,,,,
bearmtn,2019,BM27,,dead,psme,35.2,2.8,,,,,,,4,,,,,2.8,,,
bearmtn,2019,BM27,,stump,psme,,,,,,,25,0.2,2,,,,,,,,
bearmtn,2019,BM27,,dead,psme,38,17,,1.1,,,,,1,,,,,17,,,
bearmtn,2019,BM27,,dead,quke,45.7,3.5,,,,,,,4,,,,,3.5,yes,,
bearmtn,2019,BM27,,dead,cade,72.3,24.9,,4,,,,,2,,,,,24.9,,,
bearmtn,2019,BM27,,dead,cade,12.5,7,,3,,,,,2,,,,,3,,,
bearmtn,2019,BM27,,dead,cade,89.4,29,,12,,,,,1,,,,,29,,,
bearmtn,2019,BM27,,stump,cade,,,,,,,32,0.31,3,,,,,,,,
bearmtn,2019,BM27,,stump,unk,,,,,,,17,0.18,2,,,,,,,,
bearmtn,2019,BM27,,dead,cade,58.5,4,,,,,,,4,,,,,,,,
bearmtn,2019,BM27,,stump,pipo,,,,,,,29,0.19,3,,,,,,,,
bearmtn,2019,BM27,,dead,pipo,23.3,1.8,,,,,,,5,,,,,,,,
