plot_id,fuel_size,time,mass
BM1,mass_1hr,preburn_mass,0.0217990229268293
BM1,mass_1hr,postburn_mass,0.0363317048780488
BM1,mass_10hr,preburn_mass,0.417213087804878
BM1,mass_10hr,postburn_mass,0.695355146341463
BM1,mass_100hr,preburn_mass,0.553396829268293
BM1,mass_100hr,postburn_mass,0.276698414634146
BM1,mass_cwd_sound,preburn_mass,0.365181343885798
BM1,mass_cwd_sound,postburn_mass,0
BM1,mass_cwd_rotten,preburn_mass,0
BM1,mass_cwd_rotten,postburn_mass,0
BM10,mass_1hr,preburn_mass,0.00726634097560976
BM10,mass_1hr,postburn_mass,0.00726634097560976
BM10,mass_10hr,preburn_mass,0.139071029268293
BM10,mass_10hr,postburn_mass,0
BM10,mass_100hr,preburn_mass,0.276698414634146
BM10,mass_100hr,postburn_mass,1.10679365853659
BM10,mass_cwd_sound,preburn_mass,3.94229859876713
BM10,mass_cwd_sound,postburn_mass,0.936343073888997
BM10,mass_cwd_rotten,preburn_mass,0
BM10,mass_cwd_rotten,postburn_mass,0.0565880181641215
BM11,mass_1hr,preburn_mass,0.0835629212195122
BM11,mass_1hr,postburn_mass,0.0835629212195122
BM11,mass_10hr,preburn_mass,0.139071029268293
BM11,mass_10hr,postburn_mass,0.208606543902439
BM11,mass_100hr,preburn_mass,0.276698414634146
BM11,mass_100hr,postburn_mass,0.276698414634146
BM11,mass_cwd_sound,preburn_mass,0.510046670385949
BM11,mass_cwd_sound,postburn_mass,0.593231057087207
BM11,mass_cwd_rotten,preburn_mass,0
BM11,mass_cwd_rotten,postburn_mass,0
BM12,mass_1hr,preburn_mass,0.214357058780488
BM12,mass_1hr,postburn_mass,0.029065363902439
BM12,mass_10hr,preburn_mass,1.0430327195122
BM12,mass_10hr,postburn_mass,0.834426175609756
BM12,mass_100hr,preburn_mass,2.76698414634146
BM12,mass_100hr,postburn_mass,0.276698414634146
BM12,mass_cwd_sound,preburn_mass,35.2596168646097
BM12,mass_cwd_sound,postburn_mass,1.88174023068425
BM12,mass_cwd_rotten,preburn_mass,0.579461306000604
BM12,mass_cwd_rotten,postburn_mass,0
BM13,mass_1hr,preburn_mass,0.0181658524390244
BM13,mass_1hr,postburn_mass,0.029065363902439
BM13,mass_10hr,preburn_mass,0.208606543902439
BM13,mass_10hr,postburn_mass,0.486748602439024
BM13,mass_100hr,preburn_mass,0
BM13,mass_100hr,postburn_mass,0
BM13,mass_cwd_sound,preburn_mass,2.61059390463814
BM13,mass_cwd_sound,postburn_mass,1.45167129263693
BM13,mass_cwd_rotten,preburn_mass,0
BM13,mass_cwd_rotten,postburn_mass,0
BM14,mass_1hr,preburn_mass,0.0292092658122399
BM14,mass_1hr,postburn_mass,0.102088528433039
BM14,mass_10hr,preburn_mass,0.139759566551942
BM14,mass_10hr,postburn_mass,0.349054647738031
BM14,mass_100hr,preburn_mass,0.278068341755595
BM14,mass_100hr,postburn_mass,0.28217812311994
BM14,mass_cwd_sound,preburn_mass,0
BM14,mass_cwd_sound,postburn_mass,0.749225360492969
BM14,mass_cwd_rotten,preburn_mass,0
BM14,mass_cwd_rotten,postburn_mass,0.163539372494311
BM15,mass_1hr,preburn_mass,0.0696482128579205
BM15,mass_1hr,postburn_mass,0.109125214337226
BM15,mass_10hr,preburn_mass,0.84189613869386
BM15,mass_10hr,postburn_mass,1.06295262106981
BM15,mass_100hr,preburn_mass,0
BM15,mass_100hr,postburn_mass,0.840003499434987
BM15,mass_cwd_sound,preburn_mass,0.36845052603464
BM15,mass_cwd_sound,postburn_mass,0.413469786052515
BM15,mass_cwd_rotten,preburn_mass,0
BM15,mass_cwd_rotten,postburn_mass,0
BM16,mass_1hr,preburn_mass,0.0508643868292683
BM16,mass_1hr,postburn_mass,0.090829262195122
BM16,mass_10hr,preburn_mass,1.39071029268293
BM16,mass_10hr,postburn_mass,0.417213087804878
BM16,mass_100hr,preburn_mass,1.38349207317073
BM16,mass_100hr,postburn_mass,1.38349207317073
BM16,mass_cwd_sound,preburn_mass,6.32702331517045
BM16,mass_cwd_sound,postburn_mass,0
BM16,mass_cwd_rotten,preburn_mass,0
BM16,mass_cwd_rotten,postburn_mass,0
BM17,mass_1hr,preburn_mass,0.081926091367541
BM17,mass_1hr,postburn_mass,0.00381465600015339
BM17,mass_10hr,preburn_mass,0.855266962259579
BM17,mass_10hr,postburn_mass,0.212080008344076
BM17,mass_100hr,preburn_mass,2.83609286793113
BM17,mass_100hr,postburn_mass,1.66019048780488
BM17,mass_cwd_sound,preburn_mass,15.3461110755847
BM17,mass_cwd_sound,postburn_mass,3.34754458473736
BM17,mass_cwd_rotten,preburn_mass,0
BM17,mass_cwd_rotten,postburn_mass,0
BM18,mass_1hr,preburn_mass,0.152593160487805
BM18,mass_1hr,postburn_mass,0.0835629212195122
BM18,mass_10hr,preburn_mass,1.73838786585366
BM18,mass_10hr,postburn_mass,0.486748602439024
BM18,mass_100hr,preburn_mass,1.38349207317073
BM18,mass_100hr,postburn_mass,1.66019048780488
BM18,mass_cwd_sound,preburn_mass,3.16591098955539
BM18,mass_cwd_sound,postburn_mass,0.349344243868932
BM18,mass_cwd_rotten,preburn_mass,0
BM18,mass_cwd_rotten,postburn_mass,0
BM19,mass_1hr,preburn_mass,0.0472312163414634
BM19,mass_1hr,postburn_mass,0.0108995114634146
BM19,mass_10hr,preburn_mass,0.834426175609756
BM19,mass_10hr,postburn_mass,0.208606543902439
BM19,mass_100hr,preburn_mass,0
BM19,mass_100hr,postburn_mass,0
BM19,mass_cwd_sound,preburn_mass,8.92276852384233
BM19,mass_cwd_sound,postburn_mass,0.97784095387602
BM19,mass_cwd_rotten,preburn_mass,0
BM19,mass_cwd_rotten,postburn_mass,0
BM2,mass_1hr,preburn_mass,0.0661102929991673
BM2,mass_1hr,postburn_mass,0.00726634097560976
BM2,mass_10hr,preburn_mass,0.140587745965853
BM2,mass_10hr,postburn_mass,0.139071029268293
BM2,mass_100hr,preburn_mass,0.279716103565278
BM2,mass_100hr,postburn_mass,0.553396829268293
BM2,mass_cwd_sound,preburn_mass,0.51560926890542
BM2,mass_cwd_sound,postburn_mass,0
BM2,mass_cwd_rotten,preburn_mass,0
BM2,mass_cwd_rotten,postburn_mass,0
BM20,mass_1hr,preburn_mass,0.0624064901764973
BM20,mass_1hr,postburn_mass,0.0700886259004575
BM20,mass_10hr,preburn_mass,0.843107549404334
BM20,mass_10hr,postburn_mass,0.846420267059975
BM20,mass_100hr,preburn_mass,0.559154372442321
BM20,mass_100hr,postburn_mass,2.26020333184186
BM20,mass_cwd_sound,preburn_mass,16.6560019093533
BM20,mass_cwd_sound,postburn_mass,1.23432864526515
BM20,mass_cwd_rotten,preburn_mass,0.386514898729685
BM20,mass_cwd_rotten,postburn_mass,0
BM21,mass_1hr,preburn_mass,0.14169364902439
BM21,mass_1hr,postburn_mass,0.0653970687804878
BM21,mass_10hr,preburn_mass,0.0695355146341463
BM21,mass_10hr,postburn_mass,0.0695355146341463
BM21,mass_100hr,preburn_mass,1.10679365853659
BM21,mass_100hr,postburn_mass,0.830095243902439
BM21,mass_cwd_sound,preburn_mass,0
BM21,mass_cwd_sound,postburn_mass,0
BM21,mass_cwd_rotten,preburn_mass,0
BM21,mass_cwd_rotten,postburn_mass,0
BM22,mass_1hr,preburn_mass,0.0508643868292683
BM22,mass_1hr,postburn_mass,0.188924865365854
BM22,mass_10hr,preburn_mass,1.0430327195122
BM22,mass_10hr,postburn_mass,1.52978132195122
BM22,mass_100hr,preburn_mass,1.38349207317073
BM22,mass_100hr,postburn_mass,2.21358731707317
BM22,mass_cwd_sound,preburn_mass,0.736398743042435
BM22,mass_cwd_sound,postburn_mass,0
BM22,mass_cwd_rotten,preburn_mass,0
BM22,mass_cwd_rotten,postburn_mass,0
BM23,mass_1hr,preburn_mass,0.0326985343902439
BM23,mass_1hr,postburn_mass,0.0326985343902439
BM23,mass_10hr,preburn_mass,1.0430327195122
BM23,mass_10hr,postburn_mass,0.695355146341463
BM23,mass_100hr,preburn_mass,9.96114292682927
BM23,mass_100hr,postburn_mass,0.276698414634146
BM23,mass_cwd_sound,preburn_mass,5.41702762253867
BM23,mass_cwd_sound,postburn_mass,0.169764054492365
BM23,mass_cwd_rotten,preburn_mass,0
BM23,mass_cwd_rotten,postburn_mass,0
BM24,mass_1hr,preburn_mass,0.112628285121951
BM24,mass_1hr,postburn_mass,0.00726634097560976
BM24,mass_10hr,preburn_mass,1.18210374878049
BM24,mass_10hr,postburn_mass,0.208606543902439
BM24,mass_100hr,preburn_mass,1.38349207317073
BM24,mass_100hr,postburn_mass,0
BM24,mass_cwd_sound,preburn_mass,0.98085898151144
BM24,mass_cwd_sound,postburn_mass,0.0680942485241596
BM24,mass_cwd_rotten,preburn_mass,0
BM24,mass_cwd_rotten,postburn_mass,0
BM25,mass_1hr,preburn_mass,0.181658524390244
BM25,mass_1hr,postburn_mass,0.0108995114634146
BM25,mass_10hr,preburn_mass,2.57281404146341
BM25,mass_10hr,postburn_mass,0.0695355146341463
BM25,mass_100hr,preburn_mass,2.21358731707317
BM25,mass_100hr,postburn_mass,0
BM25,mass_cwd_sound,preburn_mass,16.9853388110373
BM25,mass_cwd_sound,postburn_mass,3.09347832630531
BM25,mass_cwd_rotten,preburn_mass,0
BM25,mass_cwd_rotten,postburn_mass,0
BM26,mass_1hr,preburn_mass,0.0944624326829268
BM26,mass_1hr,postburn_mass,0.058130727804878
BM26,mass_10hr,preburn_mass,1.0430327195122
BM26,mass_10hr,postburn_mass,0.903961690243902
BM26,mass_100hr,preburn_mass,1.10679365853659
BM26,mass_100hr,postburn_mass,1.66019048780488
BM26,mass_cwd_sound,preburn_mass,4.05396562127767
BM26,mass_cwd_sound,postburn_mass,0.19881257048328
BM26,mass_cwd_rotten,preburn_mass,0
BM26,mass_cwd_rotten,postburn_mass,0
BM27,mass_1hr,preburn_mass,0.0435980458536585
BM27,mass_1hr,postburn_mass,0.0181658524390244
BM27,mass_10hr,preburn_mass,0.834426175609756
BM27,mass_10hr,postburn_mass,0.347677573170732
BM27,mass_100hr,preburn_mass,1.10679365853659
BM27,mass_100hr,postburn_mass,0.830095243902439
BM27,mass_cwd_sound,preburn_mass,6.81772442841336
BM27,mass_cwd_sound,postburn_mass,1.14103325319226
BM27,mass_cwd_rotten,preburn_mass,0
BM27,mass_cwd_rotten,postburn_mass,0.0565880181641215
BM3,mass_1hr,preburn_mass,0.0363317048780488
BM3,mass_1hr,postburn_mass,0.00726634097560976
BM3,mass_10hr,preburn_mass,0.347677573170732
BM3,mass_10hr,postburn_mass,0.208606543902439
BM3,mass_100hr,preburn_mass,4.70387304878049
BM3,mass_100hr,postburn_mass,0.830095243902439
BM3,mass_cwd_sound,preburn_mass,10.7290882439174
BM3,mass_cwd_sound,postburn_mass,1.56560183587403
BM3,mass_cwd_rotten,preburn_mass,0.382535002789461
BM3,mass_cwd_rotten,postburn_mass,0
BM4,mass_1hr,preburn_mass,0.0799297507317073
BM4,mass_1hr,postburn_mass,0.0254321934146341
BM4,mass_10hr,preburn_mass,0.208606543902439
BM4,mass_10hr,postburn_mass,0.278142058536585
BM4,mass_100hr,preburn_mass,0
BM4,mass_100hr,postburn_mass,0
BM4,mass_cwd_sound,preburn_mass,0.97784095387602
BM4,mass_cwd_sound,postburn_mass,0
