site,plotid,pre_post_fire,year,diamclass,n_trees_diamclass,n_trees_diamclass_acre
caples,122,postfire,2020,[40-60],10,100
caples,122,postfire,2020,[>100],0,0
caples,122,postfire,2020,[60-80],0,0
caples,122,postfire,2020,[80-100],0,0
caples,122,prefire,2013-2018,[<20],38,380
caples,122,prefire,2013-2018,[20-40],36,360
caples,122,prefire,2013-2018,[40-60],8,80
caples,122,prefire,2013-2018,[>100],0,0
caples,122,prefire,2013-2018,[60-80],0,0
caples,122,prefire,2013-2018,[80-100],0,0
caples,123,prefire,2013-2018,[<20],12,120
caples,123,prefire,2013-2018,[20-40],8,80
caples,123,prefire,2013-2018,[40-60],2,20
caples,123,prefire,2013-2018,[>100],0,0
caples,123,prefire,2013-2018,[60-80],8,80
caples,123,prefire,2013-2018,[80-100],2,20
caples,124,prefire,2013-2018,[<20],0,0
caples,124,prefire,2013-2018,[20-40],6,60
caples,124,prefire,2013-2018,[40-60],8,80
caples,124,prefire,2013-2018,[>100],0,0
caples,124,prefire,2013-2018,[60-80],0,0
caples,124,prefire,2013-2018,[80-100],0,0
caples,125,postfire,2020,[<20],42,420
caples,125,postfire,2020,[20-40],20,200
caples,125,postfire,2020,[40-60],10,100
caples,125,postfire,2020,[>100],0,0
caples,125,postfire,2020,[60-80],2,20
caples,125,postfire,2020,[80-100],0,0
caples,125,prefire,2013-2018,[<20],40,400
caples,125,prefire,2013-2018,[20-40],22,220
caples,125,prefire,2013-2018,[40-60],10,100
caples,125,prefire,2013-2018,[>100],0,0
caples,125,prefire,2013-2018,[60-80],0,0
caples,125,prefire,2013-2018,[80-100],0,0
caples,126,postfire,2020,[<20],2,20
caples,126,postfire,2020,[20-40],8,80
caples,126,postfire,2020,[40-60],4,40
caples,126,postfire,2020,[>100],0,0
caples,126,postfire,2020,[60-80],2,20
caples,126,postfire,2020,[80-100],0,0
caples,126,prefire,2013-2018,[<20],20,200
caples,126,prefire,2013-2018,[20-40],12,120
caples,126,prefire,2013-2018,[40-60],4,40
caples,126,prefire,2013-2018,[>100],0,0
caples,126,prefire,2013-2018,[60-80],2,20
caples,126,prefire,2013-2018,[80-100],0,0
caples,127,postfire,2020,[<20],16,160
caples,127,postfire,2020,[20-40],10,100
caples,127,postfire,2020,[40-60],4,40
caples,127,postfire,2020,[>100],0,0
caples,127,postfire,2020,[60-80],2,20
caples,127,postfire,2020,[80-100],0,0
caples,127,prefire,2013-2018,[<20],16,160
caples,127,prefire,2013-2018,[20-40],10,100
caples,127,prefire,2013-2018,[40-60],6,60
caples,127,prefire,2013-2018,[>100],0,0
caples,127,prefire,2013-2018,[60-80],2,20
caples,127,prefire,2013-2018,[80-100],0,0
caples,128,postfire,2020,[<20],0,0
caples,128,postfire,2020,[20-40],12,120
caples,128,postfire,2020,[40-60],4,40
caples,128,postfire,2020,[>100],0,0
caples,128,postfire,2020,[60-80],0,0
caples,128,postfire,2020,[80-100],0,0
caples,128,prefire,2013-2018,[<20],4,40
caples,128,prefire,2013-2018,[20-40],10,100
caples,128,prefire,2013-2018,[40-60],4,40
caples,128,prefire,2013-2018,[>100],2,20
caples,128,prefire,2013-2018,[60-80],2,20
caples,128,prefire,2013-2018,[80-100],0,0
caples,129,postfire,2020,[<20],6,60
caples,129,postfire,2020,[20-40],12,120
caples,129,postfire,2020,[40-60],16,160
caples,129,postfire,2020,[>100],0,0
caples,129,postfire,2020,[60-80],4,40
caples,129,postfire,2020,[80-100],0,0
caples,129,prefire,2013-2018,[<20],16,160
caples,129,prefire,2013-2018,[20-40],22,220
caples,129,prefire,2013-2018,[40-60],12,120
caples,129,prefire,2013-2018,[>100],0,0
caples,129,prefire,2013-2018,[60-80],4,40
caples,129,prefire,2013-2018,[80-100],0,0
caples,13,postfire,2020,[<20],0,0
caples,13,postfire,2020,[20-40],2,20
caples,13,postfire,2020,[40-60],10,100
caples,13,postfire,2020,[>100],0,0
caples,13,postfire,2020,[60-80],0,0
caples,13,postfire,2020,[80-100],0,0
caples,13,prefire,2013-2018,[<20],24,240
caples,13,prefire,2013-2018,[20-40],18,180
caples,13,prefire,2013-2018,[40-60],10,100
caples,13,prefire,2013-2018,[>100],0,0
caples,13,prefire,2013-2018,[60-80],0,0
caples,13,prefire,2013-2018,[80-100],0,0
caples,130,prefire,2013-2018,[<20],10,100
caples,130,prefire,2013-2018,[20-40],14,140
caples,130,prefire,2013-2018,[40-60],10,100
caples,130,prefire,2013-2018,[>100],0,0
caples,130,prefire,2013-2018,[60-80],0,0
caples,130,prefire,2013-2018,[80-100],4,40
caples,131,prefire,2013-2018,[<20],20,200
caples,131,prefire,2013-2018,[20-40],26,260
caples,131,prefire,2013-2018,[40-60],10,100
caples,131,prefire,2013-2018,[>100],2,20
caples,131,prefire,2013-2018,[60-80],6,60
caples,131,prefire,2013-2018,[80-100],2,20
caples,132,prefire,2013-2018,[<20],0,0
caples,132,prefire,2013-2018,[20-40],4,40
caples,132,prefire,2013-2018,[40-60],4,40
caples,132,prefire,2013-2018,[>100],0,0
caples,132,prefire,2013-2018,[60-80],6,60
caples,132,prefire,2013-2018,[80-100],0,0
caples,133,prefire,2013-2018,[<20],4,40
caples,133,prefire,2013-2018,[20-40],24,240
caples,133,prefire,2013-2018,[40-60],4,40
caples,133,prefire,2013-2018,[>100],4,40
caples,133,prefire,2013-2018,[60-80],0,0
caples,133,prefire,2013-2018,[80-100],0,0
caples,14,postfire,2020,[<20],0,0
caples,14,postfire,2020,[20-40],8,80
caples,14,postfire,2020,[40-60],0,0
caples,14,postfire,2020,[>100],0,0
caples,14,postfire,2020,[60-80],0,0
caples,14,postfire,2020,[80-100],0,0
caples,14,prefire,2013-2018,[<20],2,20
caples,14,prefire,2013-2018,[20-40],10,100
caples,14,prefire,2013-2018,[40-60],4,40
caples,14,prefire,2013-2018,[>100],0,0
caples,14,prefire,2013-2018,[60-80],0,0
caples,14,prefire,2013-2018,[80-100],0,0
caples,16,postfire,2020,[<20],16,160
caples,16,postfire,2020,[20-40],20,200
caples,16,postfire,2020,[40-60],2,20
caples,16,postfire,2020,[>100],2,20
caples,16,postfire,2020,[60-80],4,40
caples,16,postfire,2020,[80-100],0,0
caples,16,prefire,2013-2018,[<20],26,260
caples,16,prefire,2013-2018,[20-40],12,120
caples,16,prefire,2013-2018,[40-60],4,40
caples,16,prefire,2013-2018,[>100],2,20
caples,16,prefire,2013-2018,[60-80],2,20
caples,16,prefire,2013-2018,[80-100],0,0
caples,17,postfire,2020,[<20],16,160
caples,17,postfire,2020,[20-40],16,160
caples,17,postfire,2020,[40-60],10,100
caples,17,postfire,2020,[>100],0,0
caples,17,postfire,2020,[60-80],2,20
caples,17,postfire,2020,[80-100],0,0
caples,17,prefire,2013-2018,[<20],14,140
caples,17,prefire,2013-2018,[20-40],22,220
caples,17,prefire,2013-2018,[40-60],10,100
caples,17,prefire,2013-2018,[>100],0,0
caples,17,prefire,2013-2018,[60-80],2,20
caples,17,prefire,2013-2018,[80-100],0,0
caples,19,postfire,2020,[<20],28,280
caples,19,postfire,2020,[20-40],8,80
caples,19,postfire,2020,[40-60],0,0
caples,19,postfire,2020,[>100],0,0
caples,19,postfire,2020,[60-80],2,20
caples,19,postfire,2020,[80-100],0,0
caples,19,prefire,2013-2018,[<20],28,280
caples,19,prefire,2013-2018,[20-40],6,60
caples,19,prefire,2013-2018,[40-60],2,20
caples,19,prefire,2013-2018,[>100],0,0
caples,19,prefire,2013-2018,[60-80],2,20
caples,19,prefire,2013-2018,[80-100],0,0
caples,2,postfire,2020,[<20],0,0
caples,2,postfire,2020,[20-40],2,20
caples,2,postfire,2020,[40-60],2,20
caples,2,postfire,2020,[>100],0,0
caples,2,postfire,2020,[60-80],2,20
caples,2,postfire,2020,[80-100],0,0
caples,2,prefire,2013-2018,[<20],4,40
caples,2,prefire,2013-2018,[20-40],6,60
caples,2,prefire,2013-2018,[40-60],2,20
caples,2,prefire,2013-2018,[>100],0,0
caples,2,prefire,2013-2018,[60-80],2,20
caples,2,prefire,2013-2018,[80-100],0,0
caples,2,prefire,2019,[<20],0,0
caples,2,prefire,2019,[20-40],2,20
caples,2,prefire,2019,[40-60],0,0
caples,2,prefire,2019,[>100],0,0
caples,2,prefire,2019,[60-80],4,40
caples,2,prefire,2019,[80-100],0,0
caples,20,postfire,2020,[<20],0,0
caples,20,postfire,2020,[20-40],0,0
caples,20,postfire,2020,[40-60],2,20
caples,20,postfire,2020,[>100],0,0
caples,20,postfire,2020,[60-80],0,0
caples,20,postfire,2020,[80-100],0,0
caples,20,prefire,2013-2018,[<20],2,20
caples,20,prefire,2013-2018,[20-40],4,40
caples,20,prefire,2013-2018,[40-60],2,20
caples,20,prefire,2013-2018,[>100],0,0
caples,20,prefire,2013-2018,[60-80],0,0
caples,20,prefire,2013-2018,[80-100],0,0
caples,21,postfire,2020,[<20],4,40
caples,21,postfire,2020,[20-40],6,60
caples,21,postfire,2020,[40-60],12,120
caples,21,postfire,2020,[>100],0,0
caples,21,postfire,2020,[60-80],0,0
caples,21,postfire,2020,[80-100],0,0
caples,21,prefire,2013-2018,[<20],2,20
caples,21,prefire,2013-2018,[20-40],6,60
caples,21,prefire,2013-2018,[40-60],14,140
caples,21,prefire,2013-2018,[>100],0,0
caples,21,prefire,2013-2018,[60-80],0,0
caples,21,prefire,2013-2018,[80-100],0,0
caples,22,prefire,2013-2018,[<20],2,20
caples,22,prefire,2013-2018,[20-40],2,20
caples,22,prefire,2013-2018,[40-60],0,0
caples,22,prefire,2013-2018,[>100],0,0
caples,22,prefire,2013-2018,[60-80],0,0
caples,22,prefire,2013-2018,[80-100],0,0
caples,23,postfire,2020,[<20],2,20
caples,23,postfire,2020,[20-40],12,120
caples,23,postfire,2020,[40-60],6,60
caples,23,postfire,2020,[>100],0,0
caples,23,postfire,2020,[60-80],2,20
caples,23,postfire,2020,[80-100],2,20
caples,23,prefire,2013-2018,[<20],14,140
caples,23,prefire,2013-2018,[20-40],20,200
caples,23,prefire,2013-2018,[40-60],12,120
caples,23,prefire,2013-2018,[>100],0,0
caples,23,prefire,2013-2018,[60-80],0,0
caples,23,prefire,2013-2018,[80-100],2,20
caples,23,prefire,2019,[<20],6,60
caples,23,prefire,2019,[20-40],14,140
caples,23,prefire,2019,[40-60],16,160
caples,23,prefire,2019,[>100],0,0
caples,23,prefire,2019,[60-80],0,0
caples,23,prefire,2019,[80-100],2,20
caples,24,postfire,2020,[<20],0,0
caples,24,postfire,2020,[20-40],0,0
caples,24,postfire,2020,[40-60],0,0
caples,24,postfire,2020,[>100],0,0
caples,24,postfire,2020,[60-80],0,0
caples,24,postfire,2020,[80-100],2,20
caples,24,prefire,2013-2018,[<20],38,380
caples,24,prefire,2013-2018,[20-40],12,120
caples,24,prefire,2013-2018,[40-60],4,40
caples,24,prefire,2013-2018,[>100],2,20
caples,24,prefire,2013-2018,[60-80],2,20
caples,24,prefire,2013-2018,[80-100],0,0
caples,24,prefire,2019,[<20],2,20
caples,24,prefire,2019,[20-40],2,20
caples,24,prefire,2019,[40-60],2,20
caples,24,prefire,2019,[>100],0,0
caples,24,prefire,2019,[60-80],2,20
caples,24,prefire,2019,[80-100],2,20
caples,25,postfire,2020,[<20],2,20
caples,25,postfire,2020,[20-40],0,0
caples,25,postfire,2020,[40-60],0,0
caples,25,postfire,2020,[>100],0,0
caples,25,postfire,2020,[60-80],2,20
caples,25,postfire,2020,[80-100],0,0
caples,25,prefire,2013-2018,[<20],2,20
caples,25,prefire,2013-2018,[20-40],0,0
caples,25,prefire,2013-2018,[40-60],0,0
caples,25,prefire,2013-2018,[>100],0,0
caples,25,prefire,2013-2018,[60-80],2,20
caples,25,prefire,2013-2018,[80-100],0,0
caples,26,postfire,2020,[<20],6,60
caples,26,postfire,2020,[20-40],4,40
caples,26,postfire,2020,[40-60],0,0
caples,26,postfire,2020,[>100],0,0
caples,26,postfire,2020,[60-80],0,0
caples,26,postfire,2020,[80-100],0,0
caples,26,prefire,2013-2018,[<20],6,60
caples,26,prefire,2013-2018,[20-40],6,60
caples,26,prefire,2013-2018,[40-60],0,0
caples,26,prefire,2013-2018,[>100],0,0
caples,26,prefire,2013-2018,[60-80],0,0
caples,26,prefire,2013-2018,[80-100],0,0
caples,27,postfire,2020,[<20],2,20
caples,27,postfire,2020,[20-40],0,0
caples,27,postfire,2020,[40-60],0,0
caples,27,postfire,2020,[>100],0,0
caples,27,postfire,2020,[60-80],0,0
caples,27,postfire,2020,[80-100],0,0
caples,27,prefire,2013-2018,[<20],2,20
caples,27,prefire,2013-2018,[20-40],0,0
caples,27,prefire,2013-2018,[40-60],0,0
caples,27,prefire,2013-2018,[>100],0,0
caples,27,prefire,2013-2018,[60-80],0,0
caples,27,prefire,2013-2018,[80-100],0,0
caples,28,prefire,2013-2018,[<20],44,440
caples,28,prefire,2013-2018,[20-40],40,400
caples,28,prefire,2013-2018,[40-60],20,200
caples,28,prefire,2013-2018,[>100],0,0
caples,28,prefire,2013-2018,[60-80],2,20
caples,28,prefire,2013-2018,[80-100],2,20
caples,29,postfire,2020,[<20],10,100
caples,29,postfire,2020,[20-40],6,60
caples,29,postfire,2020,[40-60],2,20
caples,29,postfire,2020,[>100],0,0
caples,29,postfire,2020,[60-80],0,0
caples,29,postfire,2020,[80-100],2,20
caples,29,prefire,2013-2018,[<20],24,240
caples,29,prefire,2013-2018,[20-40],14,140
caples,29,prefire,2013-2018,[40-60],4,40
caples,29,prefire,2013-2018,[>100],2,20
caples,29,prefire,2013-2018,[60-80],2,20
caples,29,prefire,2013-2018,[80-100],0,0
caples,3,prefire,2013-2018,[<20],0,0
caples,3,prefire,2013-2018,[20-40],2,20
caples,3,prefire,2013-2018,[40-60],2,20
caples,3,prefire,2013-2018,[>100],0,0
caples,3,prefire,2013-2018,[60-80],0,0
caples,3,prefire,2013-2018,[80-100],2,20
caples,3,prefire,2019,[<20],0,0
caples,3,prefire,2019,[20-40],0,0
caples,3,prefire,2019,[40-60],2,20
caples,3,prefire,2019,[>100],0,0
caples,3,prefire,2019,[60-80],0,0
caples,3,prefire,2019,[80-100],0,0
caples,30,postfire,2020,[<20],2,20
caples,30,postfire,2020,[20-40],2,20
caples,30,postfire,2020,[40-60],0,0
caples,30,postfire,2020,[>100],0,0
caples,30,postfire,2020,[60-80],0,0
caples,30,postfire,2020,[80-100],0,0
caples,30,prefire,2013-2018,[<20],4,40
caples,30,prefire,2013-2018,[20-40],2,20
caples,30,prefire,2013-2018,[40-60],0,0
caples,30,prefire,2013-2018,[>100],0,0
caples,30,prefire,2013-2018,[60-80],0,0
caples,30,prefire,2013-2018,[80-100],0,0
caples,32,postfire,2020,[<20],6,60
caples,32,postfire,2020,[20-40],18,180
caples,32,postfire,2020,[40-60],18,180
caples,32,postfire,2020,[>100],2,20
caples,32,postfire,2020,[60-80],4,40
caples,32,postfire,2020,[80-100],2,20
caples,32,prefire,2013-2018,[<20],22,220
caples,32,prefire,2013-2018,[20-40],26,260
caples,32,prefire,2013-2018,[40-60],14,140
caples,32,prefire,2013-2018,[>100],2,20
caples,32,prefire,2013-2018,[60-80],2,20
caples,32,prefire,2013-2018,[80-100],2,20
caples,33,postfire,2020,[<20],8,80
caples,33,postfire,2020,[20-40],24,240
caples,33,postfire,2020,[40-60],2,20
caples,33,postfire,2020,[>100],0,0
caples,33,postfire,2020,[60-80],6,60
caples,33,postfire,2020,[80-100],0,0
caples,33,prefire,2013-2018,[<20],56,560
caples,33,prefire,2013-2018,[20-40],40,400
caples,33,prefire,2013-2018,[40-60],8,80
caples,33,prefire,2013-2018,[>100],0,0
caples,33,prefire,2013-2018,[60-80],2,20
caples,33,prefire,2013-2018,[80-100],0,0
caples,34,postfire,2020,[<20],0,0
caples,34,postfire,2020,[20-40],4,40
caples,34,postfire,2020,[40-60],0,0
caples,34,postfire,2020,[>100],0,0
caples,34,postfire,2020,[60-80],0,0
caples,34,postfire,2020,[80-100],0,0
caples,34,prefire,2013-2018,[<20],4,40
caples,34,prefire,2013-2018,[20-40],8,80
caples,34,prefire,2013-2018,[40-60],0,0
caples,34,prefire,2013-2018,[>100],0,0
caples,34,prefire,2013-2018,[60-80],0,0
caples,34,prefire,2013-2018,[80-100],0,0
caples,35,prefire,2013-2018,[<20],24,240
caples,35,prefire,2013-2018,[20-40],4,40
caples,35,prefire,2013-2018,[40-60],0,0
caples,35,prefire,2013-2018,[>100],0,0
caples,35,prefire,2013-2018,[60-80],2,20
caples,35,prefire,2013-2018,[80-100],0,0
caples,36,prefire,2013-2018,[<20],4,40
caples,36,prefire,2013-2018,[20-40],0,0
caples,36,prefire,2013-2018,[40-60],0,0
caples,36,prefire,2013-2018,[>100],0,0
caples,36,prefire,2013-2018,[60-80],2,20
caples,36,prefire,2013-2018,[80-100],0,0
caples,37,prefire,2013-2018,[<20],34,340
caples,37,prefire,2013-2018,[20-40],28,280
caples,37,prefire,2013-2018,[40-60],2,20
caples,37,prefire,2013-2018,[>100],0,0
caples,37,prefire,2013-2018,[60-80],2,20
caples,37,prefire,2013-2018,[80-100],0,0
caples,38,prefire,2013-2018,[<20],0,0
caples,38,prefire,2013-2018,[20-40],0,0
caples,38,prefire,2013-2018,[40-60],0,0
caples,38,prefire,2013-2018,[>100],2,20
caples,38,prefire,2013-2018,[60-80],0,0
caples,38,prefire,2013-2018,[80-100],0,0
caples,39,prefire,2013-2018,[<20],0,0
caples,39,prefire,2013-2018,[20-40],0,0
caples,39,prefire,2013-2018,[40-60],2,20
caples,39,prefire,2013-2018,[>100],0,0
caples,39,prefire,2013-2018,[60-80],10,100
caples,39,prefire,2013-2018,[80-100],2,20
caples,4,prefire,2013-2018,[<20],22,220
caples,4,prefire,2013-2018,[20-40],18,180
caples,4,prefire,2013-2018,[40-60],8,80
caples,4,prefire,2013-2018,[>100],0,0
caples,4,prefire,2013-2018,[60-80],4,40
caples,4,prefire,2013-2018,[80-100],0,0
caples,40,postfire,2020,[<20],8,80
caples,40,postfire,2020,[20-40],8,80
caples,40,postfire,2020,[40-60],6,60
caples,40,postfire,2020,[>100],2,20
caples,40,postfire,2020,[60-80],0,0
caples,40,postfire,2020,[80-100],0,0
caples,40,prefire,2013-2018,[<20],12,120
caples,40,prefire,2013-2018,[20-40],6,60
caples,40,prefire,2013-2018,[40-60],6,60
caples,40,prefire,2013-2018,[>100],2,20
caples,40,prefire,2013-2018,[60-80],0,0
caples,40,prefire,2013-2018,[80-100],0,0
caples,41,prefire,2013-2018,[<20],0,0
caples,41,prefire,2013-2018,[20-40],2,20
caples,41,prefire,2013-2018,[40-60],4,40
caples,41,prefire,2013-2018,[>100],0,0
caples,41,prefire,2013-2018,[60-80],0,0
caples,41,prefire,2013-2018,[80-100],0,0
caples,42,prefire,2013-2018,[<20],10,100
caples,42,prefire,2013-2018,[20-40],4,40
caples,42,prefire,2013-2018,[40-60],0,0
caples,42,prefire,2013-2018,[>100],2,20
caples,42,prefire,2013-2018,[60-80],2,20
caples,42,prefire,2013-2018,[80-100],0,0
caples,43,prefire,2013-2018,[<20],0,0
caples,43,prefire,2013-2018,[20-40],2,20
caples,43,prefire,2013-2018,[40-60],0,0
caples,43,prefire,2013-2018,[>100],0,0
caples,43,prefire,2013-2018,[60-80],0,0
caples,43,prefire,2013-2018,[80-100],0,0
caples,44,prefire,2013-2018,[<20],6,60
caples,44,prefire,2013-2018,[20-40],4,40
caples,44,prefire,2013-2018,[40-60],12,120
caples,44,prefire,2013-2018,[>100],0,0
caples,44,prefire,2013-2018,[60-80],10,100
caples,44,prefire,2013-2018,[80-100],2,20
caples,45,prefire,2013-2018,[<20],4,40
caples,45,prefire,2013-2018,[20-40],12,120
caples,45,prefire,2013-2018,[40-60],2,20
caples,45,prefire,2013-2018,[>100],0,0
caples,45,prefire,2013-2018,[60-80],6,60
caples,45,prefire,2013-2018,[80-100],0,0
caples,46,prefire,2013-2018,[<20],10,100
caples,46,prefire,2013-2018,[20-40],4,40
caples,46,prefire,2013-2018,[40-60],4,40
caples,46,prefire,2013-2018,[>100],0,0
caples,46,prefire,2013-2018,[60-80],4,40
caples,46,prefire,2013-2018,[80-100],0,0
caples,47,prefire,2013-2018,[<20],10,100
caples,47,prefire,2013-2018,[20-40],4,40
caples,47,prefire,2013-2018,[40-60],4,40
caples,47,prefire,2013-2018,[>100],0,0
caples,47,prefire,2013-2018,[60-80],0,0
caples,47,prefire,2013-2018,[80-100],0,0
caples,48,prefire,2013-2018,[<20],0,0
caples,48,prefire,2013-2018,[20-40],2,20
caples,48,prefire,2013-2018,[40-60],2,20
caples,48,prefire,2013-2018,[>100],0,0
caples,48,prefire,2013-2018,[60-80],0,0
caples,48,prefire,2013-2018,[80-100],0,0
caples,49,prefire,2013-2018,[<20],14,140
caples,49,prefire,2013-2018,[20-40],26,260
caples,49,prefire,2013-2018,[40-60],4,40
caples,49,prefire,2013-2018,[>100],0,0
caples,49,prefire,2013-2018,[60-80],0,0
caples,49,prefire,2013-2018,[80-100],0,0
caples,5,postfire,2020,[<20],0,0
caples,5,postfire,2020,[20-40],8,80
caples,5,postfire,2020,[40-60],2,20
caples,5,postfire,2020,[>100],2,20
caples,5,postfire,2020,[60-80],2,20
caples,5,postfire,2020,[80-100],0,0
caples,5,prefire,2013-2018,[<20],10,100
caples,5,prefire,2013-2018,[20-40],32,320
caples,5,prefire,2013-2018,[40-60],4,40
caples,5,prefire,2013-2018,[>100],0,0
caples,5,prefire,2013-2018,[60-80],2,20
caples,5,prefire,2013-2018,[80-100],4,40
caples,50,prefire,2013-2018,[<20],0,0
caples,50,prefire,2013-2018,[20-40],0,0
caples,50,prefire,2013-2018,[40-60],4,40
caples,50,prefire,2013-2018,[>100],0,0
caples,50,prefire,2013-2018,[60-80],0,0
caples,50,prefire,2013-2018,[80-100],2,20
caples,51,prefire,2013-2018,[<20],0,0
caples,51,prefire,2013-2018,[20-40],4,40
caples,51,prefire,2013-2018,[40-60],2,20
caples,51,prefire,2013-2018,[>100],0,0
caples,51,prefire,2013-2018,[60-80],0,0
caples,51,prefire,2013-2018,[80-100],0,0
caples,52,prefire,2013-2018,[<20],16,160
caples,52,prefire,2013-2018,[20-40],24,240
caples,52,prefire,2013-2018,[40-60],16,160
caples,52,prefire,2013-2018,[>100],0,0
caples,52,prefire,2013-2018,[60-80],6,60
caples,52,prefire,2013-2018,[80-100],0,0
caples,53,prefire,2013-2018,[<20],4,40
caples,53,prefire,2013-2018,[20-40],4,40
caples,53,prefire,2013-2018,[40-60],2,20
caples,53,prefire,2013-2018,[>100],0,0
caples,53,prefire,2013-2018,[60-80],4,40
caples,53,prefire,2013-2018,[80-100],0,0
caples,54,prefire,2013-2018,[<20],14,140
caples,54,prefire,2013-2018,[20-40],6,60
caples,54,prefire,2013-2018,[40-60],18,180
caples,54,prefire,2013-2018,[>100],0,0
caples,54,prefire,2013-2018,[60-80],4,40
caples,54,prefire,2013-2018,[80-100],2,20
caples,55,prefire,2013-2018,[<20],2,20
caples,55,prefire,2013-2018,[20-40],4,40
caples,55,prefire,2013-2018,[40-60],8,80
caples,55,prefire,2013-2018,[>100],0,0
caples,55,prefire,2013-2018,[60-80],2,20
caples,55,prefire,2013-2018,[80-100],0,0
caples,56,prefire,2013-2018,[<20],26,260
caples,56,prefire,2013-2018,[20-40],24,240
caples,56,prefire,2013-2018,[40-60],0,0
caples,56,prefire,2013-2018,[>100],0,0
caples,56,prefire,2013-2018,[60-80],2,20
caples,56,prefire,2013-2018,[80-100],0,0
caples,57,prefire,2013-2018,[<20],40,400
caples,57,prefire,2013-2018,[20-40],14,140
caples,57,prefire,2013-2018,[40-60],8,80
caples,57,prefire,2013-2018,[>100],0,0
caples,57,prefire,2013-2018,[60-80],4,40
caples,57,prefire,2013-2018,[80-100],0,0
caples,58,prefire,2013-2018,[<20],2,20
caples,58,prefire,2013-2018,[20-40],2,20
caples,58,prefire,2013-2018,[40-60],0,0
caples,58,prefire,2013-2018,[>100],2,20
caples,58,prefire,2013-2018,[60-80],0,0
caples,58,prefire,2013-2018,[80-100],2,20
caples,59,prefire,2013-2018,[<20],32,320
caples,59,prefire,2013-2018,[20-40],30,300
caples,59,prefire,2013-2018,[40-60],6,60
caples,59,prefire,2013-2018,[>100],0,0
caples,59,prefire,2013-2018,[60-80],0,0
caples,59,prefire,2013-2018,[80-100],0,0
caples,6,postfire,2020,[<20],2,20
caples,6,postfire,2020,[20-40],8,80
caples,6,postfire,2020,[40-60],0,0
caples,6,postfire,2020,[>100],0,0
caples,6,postfire,2020,[60-80],2,20
caples,6,postfire,2020,[80-100],2,20
caples,6,prefire,2013-2018,[<20],8,80
caples,6,prefire,2013-2018,[20-40],16,160
caples,6,prefire,2013-2018,[40-60],10,100
caples,6,prefire,2013-2018,[>100],0,0
caples,6,prefire,2013-2018,[60-80],2,20
caples,6,prefire,2013-2018,[80-100],0,0
caples,60,prefire,2013-2018,[<20],0,0
caples,60,prefire,2013-2018,[20-40],0,0
caples,60,prefire,2013-2018,[40-60],2,20
caples,60,prefire,2013-2018,[>100],0,0
caples,60,prefire,2013-2018,[60-80],0,0
caples,60,prefire,2013-2018,[80-100],0,0
caples,65,postfire,2020,[<20],0,0
caples,65,postfire,2020,[20-40],4,40
caples,65,postfire,2020,[40-60],2,20
caples,65,postfire,2020,[>100],2,20
caples,65,postfire,2020,[60-80],0,0
caples,65,postfire,2020,[80-100],2,20
caples,65,prefire,2013-2018,[<20],2,20
caples,65,prefire,2013-2018,[20-40],12,120
caples,65,prefire,2013-2018,[40-60],10,100
caples,65,prefire,2013-2018,[>100],4,40
caples,65,prefire,2013-2018,[60-80],2,20
caples,65,prefire,2013-2018,[80-100],0,0
caples,7,postfire,2020,[<20],0,0
caples,7,postfire,2020,[20-40],0,0
caples,7,postfire,2020,[40-60],8,80
caples,7,postfire,2020,[>100],2,20
caples,7,postfire,2020,[60-80],0,0
caples,7,postfire,2020,[80-100],0,0
caples,7,prefire,2013-2018,[<20],12,120
caples,7,prefire,2013-2018,[20-40],20,200
caples,7,prefire,2013-2018,[40-60],6,60
caples,7,prefire,2013-2018,[>100],2,20
caples,7,prefire,2013-2018,[60-80],0,0
caples,7,prefire,2013-2018,[80-100],0,0
caples,75,postfire,2020,[<20],0,0
caples,75,postfire,2020,[20-40],4,40
caples,75,postfire,2020,[40-60],6,60
caples,75,postfire,2020,[>100],2,20
caples,75,postfire,2020,[60-80],0,0
caples,75,postfire,2020,[80-100],0,0
caples,75,prefire,2013-2018,[<20],2,20
caples,75,prefire,2013-2018,[20-40],2,20
caples,75,prefire,2013-2018,[40-60],6,60
caples,75,prefire,2013-2018,[>100],2,20
caples,75,prefire,2013-2018,[60-80],0,0
caples,75,prefire,2013-2018,[80-100],0,0
caples,76,postfire,2020,[<20],40,400
caples,76,postfire,2020,[20-40],30,300
caples,76,postfire,2020,[40-60],10,100
caples,76,postfire,2020,[>100],0,0
caples,76,postfire,2020,[60-80],8,80
caples,76,postfire,2020,[80-100],4,40
caples,76,prefire,2013-2018,[<20],36,360
caples,76,prefire,2013-2018,[20-40],28,280
caples,76,prefire,2013-2018,[40-60],10,100
caples,76,prefire,2013-2018,[>100],0,0
caples,76,prefire,2013-2018,[60-80],8,80
caples,76,prefire,2013-2018,[80-100],4,40
caples,77,postfire,2020,[<20],4,40
caples,77,postfire,2020,[20-40],8,80
caples,77,postfire,2020,[40-60],6,60
caples,77,postfire,2020,[>100],0,0
caples,77,postfire,2020,[60-80],12,120
caples,77,postfire,2020,[80-100],0,0
caples,77,prefire,2013-2018,[<20],2,20
caples,77,prefire,2013-2018,[20-40],8,80
caples,77,prefire,2013-2018,[40-60],4,40
caples,77,prefire,2013-2018,[>100],0,0
caples,77,prefire,2013-2018,[60-80],10,100
caples,77,prefire,2013-2018,[80-100],0,0
