site,plotid,pre_post_fire,year,diamclass,status,BA_m2_sum,n_trees_diamclass,mean_dbh_cm,mean_ht,n_trees_ha,BA_m2_ha
calaveras,BigTrees17,prefire,2020,[40-60],LIVE,3.79508319544464,2,49.15,21.65,8.09372,15.3581703803171
calaveras,BigTrees17,prefire,2020,[60-80],LIVE,4.24291722821387,1,73.5,27.3,4.04686,17.1704920141696
calaveras,BigTrees18 ,prefire,2020,[<20],LIVE,0.0899202357273738,1,10.7,5.5,4.04686,0.36389460515568
calaveras,BigTrees18 ,prefire,2020,[60-80],LIVE,2.82743338823081,1,60,32,4.04686,11.4422270814958
calaveras,BigTrees18,prefire,2020,[<20],LIVE,0.0636172512351933,1,9,8,4.04686,0.257450109333654
calaveras,BigTrees18,prefire,2020,[20-40],LIVE,0.799229025054877,1,31.9,8,4.04686,3.23436797233358
calaveras,BigTrees18,prefire,2020,[60-80],DEAD,3.98152886545356,1,71.2,13,4.04686,16.1126899044494
calaveras,BigTrees18,prefire,2020,[80-100],DEAD,6.29123563835441,1,89.5,42,4.04686,25.4597498554309
calaveras,BigTrees18,prefire,2020,[80-100],LIVE,16.6743878540279,3,84.1,42.6666666666667,12.14058,67.4789132309513
calaveras,BigTrees19,prefire,2020,[<20],LIVE,0.208672438033068,1,16.3,9,4.04686,0.844468142578502
calaveras,BigTrees19,prefire,2020,[>100],DEAD,25.4469004940773,1,180,50,4.04686,102.980043733462
calaveras,BigTrees19,prefire,2020,[20-40],LIVE,1.29127312044175,2,27.7,14.15,8.09372,5.22560154019088
calaveras,BigTrees19,prefire,2020,[40-60],DEAD,2.55175863287831,1,57,16,4.04686,10.3266099410499
calaveras,BigTrees19,prefire,2020,[40-60],LIVE,1.73494454294496,1,47,26,4.04686,7.02107767306225
calaveras,BigTrees19,prefire,2020,[60-80],DEAD,4.33578270705398,1,74.3,46,4.04686,17.5463056058685
calaveras,BigTrees20,prefire,2020,[>100],LIVE,31.8993312514874,3,116.1,36,12.14058,129.092127668394
calaveras,BigTrees20,prefire,2020,[20-40],LIVE,1.96463423583055,2,35.35,15.5,8.09372,7.95059970361321
calaveras,BigTrees20,prefire,2020,[40-60],LIVE,1.48616967468882,1,43.5,23,4.04686,6.0143206097112
calaveras,BigTrees20,prefire,2020,[80-100],LIVE,6.4042073101775,1,90.3,33,4.04686,25.9169303952649
calaveras,BigTrees21,prefire,2020,[>100],LIVE,13.1306713407786,1,129.3,26,4.04686,53.1379886221433
calaveras,BigTrees21,prefire,2020,[20-40],DEAD,1.05208796376069,1,36.6,22.1,4.04686,4.25765269702457
calaveras,BigTrees21,prefire,2020,[20-40],LIVE,2.68008483879582,4,29.175,17.5,16.18744,10.8459281307292
calaveras,BigTrees21,prefire,2020,[40-60],DEAD,1.69093082986817,1,46.4,24,4.04686,6.8429603381603
calaveras,BigTrees21,prefire,2020,[80-100],DEAD,7.55836561925332,1,98.1,28,4.04686,30.5876474899315
calaveras,BigTrees22,prefire,2020,[>100],LIVE,48.9598993824579,2,165,57.25,8.09372,198.133858414893
calaveras,BigTrees22,prefire,2020,[20-40],LIVE,1.25036173011037,1,39.9,29.5,4.04686,5.06003887111446
calaveras,BigTrees22,prefire,2020,[60-80],DEAD,3.50463510063863,1,66.8,28.5,4.04686,14.1827676033704
calaveras,BigTrees22,prefire,2020,[60-80],LIVE,4.62041100146922,1,76.7,47.8,4.04686,18.6981564654057
calaveras,BigTrees23,prefire,2020,[20-40],LIVE,0.57680426518072,1,27.1,20,4.04686,2.33424610858925
calaveras,BigTrees23,prefire,2020,[40-60],DEAD,2.42794846640034,1,55.6,9,4.04686,9.82556753073686
calaveras,BigTrees23,prefire,2020,[40-60],LIVE,6.4201116229863,3,51.9333333333333,30,12.14058,25.9812929225983
calaveras,BigTrees23,prefire,2020,[60-80],DEAD,4.06020219948108,1,71.9,23,4.04686,16.431069872992
calaveras,BigTrees23,prefire,2020,[60-80],LIVE,17.3774998518462,4,74.3,37.25,16.18744,70.3243090504423
calaveras,BigTrees24,prefire,2020,[<20],LIVE,0.380423308404822,2,14.65,5.375,8.09372,1.53951986985114
calaveras,BigTrees24,prefire,2020,[>100],LIVE,8.5112106710871,1,104.1,46.9,4.04686,34.4436780163956
calaveras,BigTrees24,prefire,2020,[20-40],LIVE,2.59405232397726,4,28.475,15.3375,16.18744,10.4977665878106
calaveras,BigTrees24,prefire,2020,[40-60],DEAD,1.67638525588205,1,46.2,26.8,4.04686,6.78409643661883
calaveras,BigTrees24,prefire,2020,[40-60],LIVE,9.45582671366389,5,48.29,25.22,20.2343,38.2664068944578
calaveras,BigTrees25,prefire,2020,[<20],LIVE,0.304671655545138,2,13.6,22.2,8.09372,1.2329635359594
calaveras,BigTrees25,prefire,2020,[>100],LIVE,10.0110070039109,1,112.9,53.9,4.04686,40.5131438038467
calaveras,BigTrees25,prefire,2020,[20-40],DEAD,0.725833566685386,1,30.4,6.7,4.04686,2.93734682767642
calaveras,BigTrees25,prefire,2020,[20-40],LIVE,1.57319964517489,2,31.2,16.4,8.09372,6.36651871607247
calaveras,BigTrees25,prefire,2020,[40-60],LIVE,2.48063297520104,1,56.2,19.2,4.04686,10.0387743620221
calaveras,BigTrees25,prefire,2020,[60-80],DEAD,4.10550396554585,1,72.3,16,4.04686,16.6143997780089
calaveras,BigTrees27,prefire,2020,[<20],DEAD,0.235061816323222,1,17.3,1.6,4.04686,0.951262262005795
calaveras,BigTrees27,prefire,2020,[>100],LIVE,19.6290635987107,2,111.5,41.45,8.09372,79.4360723150785
calaveras,BigTrees27,prefire,2020,[20-40],DEAD,4.83557082833195,6,31.7666666666667,11.35,24.28116,19.5688781623434
calaveras,BigTrees27,prefire,2020,[20-40],LIVE,0.678866756514218,1,29.4,21.4,4.04686,2.74727872226713
calaveras,BigTrees27,prefire,2020,[40-60],DEAD,11.3821551175701,6,48.8833333333333,17.0666666666667,24.28116,46.0619882590899
calaveras,BigTrees27,prefire,2020,[40-60],LIVE,1.5067392525882,1,43.8,16.6,4.04686,6.09756281172909
calaveras,BigTrees27,prefire,2020,[80-100],DEAD,5.19123838662648,1,81.3,11.7,4.04686,21.0082149773032
calaveras,BigTrees28,prefire,2020,[<20],LIVE,0.111220233918713,1,11.9,4.5,4.04686,0.450092715836281
calaveras,BigTrees28,prefire,2020,[>100],DEAD,21.1240690027378,1,164,55,4.04686,85.4861498844194
calaveras,BigTrees28,prefire,2020,[>100],LIVE,9.16088417786784,1,108,46,4.04686,37.0728157440462
calaveras,BigTrees28,prefire,2020,[20-40],LIVE,0.510705155749191,1,25.5,17,4.04686,2.06675226659517
calaveras,BigTrees28,prefire,2020,[60-80],LIVE,6.84663780358255,2,65.95,35,8.09372,27.7073846618061
calaveras,BigTrees28,prefire,2020,[80-100],LIVE,5.47599234474786,1,83.5,46,4.04686,22.1605743802663
calaveras,BigTrees29,prefire,2020,[>100],LIVE,22.0147281914892,2,117.575,47.65,8.09372,89.0905229290098
calaveras,BigTrees29,prefire,2020,[20-40],DEAD,1.04062115057508,1,36.4,1.8,4.04686,4.21124810941628
calaveras,BigTrees30,prefire,2020,[<20],DEAD,0.0950331777710912,1,11,5.4,4.04686,0.384585965794718
calaveras,BigTrees30,prefire,2020,[>100],LIVE,93.7080854057336,2,227.1,32.3,8.09372,379.223502505047
calaveras,BigTrees30,prefire,2020,[20-40],DEAD,0.945690074565234,1,34.7,18,4.04686,3.82707533515506
calaveras,BigTrees30,prefire,2020,[20-40],LIVE,1.13411494794592,1,38,25,4.04686,4.58960441824441
calaveras,BigTrees30,prefire,2020,[40-60],DEAD,8.78109704197537,4,52.75,24.25,16.18744,35.5358703752884
calaveras,BigTrees30,prefire,2020,[40-60],LIVE,4.47618048274291,2,53.25,28,8.09372,18.114475748393
calaveras,BigTrees30,prefire,2020,[60-80],LIVE,9.68229431058414,2,78.5,32,8.09372,39.1828895537305
calaveras,BigTrees31,prefire,2020,[20-40],DEAD,0.314159265358979,1,20,6.9,4.04686,1.27135856461064
calaveras,BigTrees32,prefire,2020,[<20],LIVE,0.625443973439924,5,12.36,5.42,20.2343,2.53108419835509
calaveras,BigTrees32,prefire,2020,[>100],LIVE,8.28382219482027,1,102.7,50.1,4.04686,33.5234686873304
calaveras,BigTrees32,prefire,2020,[20-40],DEAD,1.23583971806915,2,27.4,9.7,8.09372,5.00127032146533
calaveras,BigTrees32,prefire,2020,[20-40],LIVE,0.943836534899615,2,24.45,9.7,8.09372,3.81957431962386
calaveras,BigTrees32,prefire,2020,[40-60],DEAD,3.69265942095598,2,48.1,14.4,8.09372,14.9436757042899
calaveras,BigTrees32,prefire,2020,[40-60],LIVE,1.68365018889348,1,46.3,21.1,4.04686,6.81349660342545
calaveras,BigTrees32,prefire,2020,[60-80],LIVE,4.3474615777437,1,74.4,38.8,4.04686,17.5935683605079
calaveras,BigTrees33,prefire,2020,[<20],LIVE,0.122718463030851,1,12.5,6,4.04686,0.496624439301031
calaveras,BigTrees33,prefire,2020,[>100],DEAD,20.8690109491745,2,115.25,54.5,8.09372,84.4539656497761
calaveras,BigTrees33,prefire,2020,[40-60],DEAD,1.67638525588205,1,46.2,12.3,4.04686,6.78409643661883
calaveras,BigTrees33,prefire,2020,[40-60],LIVE,1.47253516257224,1,43.3,8.4,4.04686,5.9591436480071
calaveras,BigTrees33,prefire,2020,[60-80],DEAD,9.14929955495773,2,76.25,8.35,8.09372,37.0259343969762
calaveras,BigTrees33,prefire,2020,[80-100],DEAD,6.79290871522453,1,93,33.9,4.04686,27.4899505632935
calaveras,BigTrees34,prefire,2020,[<20],DEAD,0.235061816323222,1,17.3,6.6,4.04686,0.951262262005795
calaveras,BigTrees34,prefire,2020,[<20],LIVE,0.0650388219109427,1,9.1,5.4,4.04686,0.263203006838518
calaveras,BigTrees34,prefire,2020,[>100],DEAD,16.787445919649,1,146.2,48,4.04686,67.9364433943906
calaveras,BigTrees34,prefire,2020,[>100],LIVE,14.1236659467253,1,134.1,49.7,4.04686,57.1564987731646
calaveras,BigTrees34,prefire,2020,[20-40],LIVE,5.06945651090548,8,27.78125,13.1375,32.37488,20.515380775723
calaveras,BigTrees34,prefire,2020,[40-60],DEAD,1.37885286964219,1,41.9,16.7,4.04686,5.58002452404021
calaveras,BigTrees34,prefire,2020,[40-60],LIVE,5.06343839747845,3,46.2333333333333,23.7,12.14058,20.4910263132196
calaveras,BigTrees34,prefire,2020,[60-80],LIVE,4.50071632136744,1,75.7,22.4,4.04686,18.2137688522891
calaveras,BigTrees35,prefire,2020,[<20],LIVE,0.224317569447945,1,16.9,8.5,4.04686,0.907781799096111
calaveras,BigTrees35,prefire,2020,[>100],LIVE,54.2756155240012,4,129.9,59.3,16.18744,219.645817439459
calaveras,BigTrees35,prefire,2020,[20-40],DEAD,0.794226038754036,1,31.8,12,4.04686,3.21412158719216
calaveras,BigTrees35,prefire,2020,[20-40],LIVE,1.87413280546226,3,27.6666666666667,14.6666666666667,12.14058,7.584353085113
calaveras,BigTrees35,prefire,2020,[40-60],LIVE,1.59043128087983,1,45,14.7,4.04686,6.43625273334136
calaveras,BigTrees36,prefire,2020,[<20],DEAD,0.1539380400259,1,14,1.8,4.04686,0.622965696659213
calaveras,BigTrees36,prefire,2020,[<20],LIVE,0.382284702052074,2,15.6,8.65,8.09372,1.54705266934646
calaveras,BigTrees36,prefire,2020,[>100],LIVE,8.01184666481737,1,101,29.5,4.04686,32.4228217939828
calaveras,BigTrees36,prefire,2020,[20-40],DEAD,2.8505005322898,3,34.7666666666667,9.63333333333333,12.14058,11.5355765841023
calaveras,BigTrees36,prefire,2020,[20-40],LIVE,2.75424213338381,5,25.98,16.2,20.2343,11.1460323199056
calaveras,BigTrees36,prefire,2020,[60-80],LIVE,4.25447043519744,1,73.6,37.2,4.04686,17.2172462253831
calaveras,BigTrees36,prefire,2020,[80-100],LIVE,13.2984107900308,2,91.975,28.95,8.09372,53.8168066897441
caples,1,postfire,2020,[<20],DEAD,0.987245491390593,6,13.9333333333333,5.23333333333333,24.28116,3.99524428928893
caples,1,postfire,2020,[20-40],DEAD,1.4813551839472,4,21.7,8.5,16.18744,5.99483703970855
caples,1,postfire,2020,[20-40],M,1.30288130529676,2,28.8,9.7,8.09372,5.27257823915324
caples,1,postfire,2020,[40-60],DEAD,10.3724393847247,6,46.7333333333333,18.3666666666667,24.28116,41.9758100484672
caples,1,postfire,2020,[40-60],M,6.14285036334373,4,44.2,16.5,16.18744,24.8592554214012
caples,1,postfire,2020,[80-100],LIVE,12.1366164473114,2,87.9,41.3,8.09372,49.1151876359665
caples,1,prefire,2013-2018,[<20],LIVE,1.22715321438198,6,15.8333333333333,5.26666666666667,24.28116,4.96611725715385
caples,1,prefire,2013-2018,[20-40],LIVE,6.73101933994881,8,31.8,12.1,32.37488,27.2394929260652
caples,1,prefire,2013-2018,[40-60],DEAD,4.11774832291321,2,51.2,2.4,8.09372,16.6639509780646
caples,1,prefire,2013-2018,[40-60],LIVE,10.7102077188754,6,47.6333333333333,17.0333333333333,24.28116,43.3427112092083
caples,1,prefire,2013-2018,[80-100],LIVE,12.3585385523609,2,88.7,36.6,8.09372,50.0132753260074
caples,1,prefire,2019,[<20],DEAD,0.905171383315559,4,16.75,5.2,16.18744,3.6631018642844
caples,1,prefire,2019,[20-40],DEAD,2.85492232394972,6,24.3333333333333,8.76666666666667,24.28116,11.5534709558992
caples,1,prefire,2019,[40-60],DEAD,10.9775258377694,6,48.0333333333333,19,24.28116,44.4245102118355
caples,1,prefire,2019,[40-60],LIVE,6.27972955526064,4,44.7,16.25,16.18744,25.4131863480021
caples,1,prefire,2019,[80-100],LIVE,12.6387686170612,2,89.7,41.1,8.09372,51.1473271656401
caples,10,postfire,2020,[40-60],DEAD,5.66248513864658,4,42.45,11.05,16.18744,22.9152846081833
caples,10,prefire,2013-2018,[20-40],LIVE,3.42433599241287,4,33,9.75,16.18744,13.857808354256
caples,100,postfire,2020,[<20],DEAD,5.61994797411698,40,13.055,4.595,161.8744,22.743142658535
caples,100,postfire,2020,[<20],LIVE,1.33629214316769,8,14.375,4,32.37488,5.40778722249958
caples,100,postfire,2020,[<20],M,0.736860556899486,6,12.4666666666667,6.1,24.28116,2.98197151329425
caples,100,postfire,2020,[20-40],DEAD,3.24391432631721,8,22.7,7.375,32.37488,13.1276671306001
caples,100,postfire,2020,[20-40],LIVE,2.63516791783112,4,28.2,10.55,16.18744,10.664155639954
caples,100,postfire,2020,[20-40],M,5.27856680841464,8,28.95,8.125,32.37488,21.3616208743009
caples,100,prefire,2013-2018,[<20],DEAD,0.464704385319002,2,17.2,6.1,8.09372,1.88059358877206
caples,100,prefire,2013-2018,[<20],LIVE,3.90617776565721,26,13.6076923076923,4.33076923076923,105.21836,15.8077545527275
caples,100,prefire,2013-2018,[20-40],LIVE,8.55092825621011,16,25.8375,7.9625,64.74976,34.6044095229265
caples,101,postfire,2020,[20-40],DEAD,3.97310939714194,8,24.7,9.175,32.37488,16.0786174949178
caples,101,postfire,2020,[40-60],DEAD,8.69960412854125,4,52.1,24.75,16.18744,35.2060799636284
caples,101,prefire,2013-2018,[<20],LIVE,0.53180880439968,2,18.4,8.5,8.09372,2.15215577817289
caples,101,prefire,2013-2018,[20-40],LIVE,3.30435856897228,6,26.0666666666667,8.83333333333333,24.28116,13.3722765184312
caples,101,prefire,2013-2018,[40-60],LIVE,2.56379093274156,2,40.4,21.3,8.09372,10.3753029740745
caples,101,prefire,2013-2018,[60-80],LIVE,5.65486677646163,2,60,32.1,8.09372,22.8844541629915
caples,102,postfire,2020,[<20],DEAD,5.75228756464945,28,15.7857142857143,5.68285714285714,113.31208,23.2787024538773
caples,102,postfire,2020,[20-40],DEAD,1.63879609978185,2,32.3,11.2,8.09372,6.63197838436317
caples,102,postfire,2020,[20-40],M,3.45130656534394,4,32.25,9.7,16.18744,13.9669544870278
caples,102,prefire,2013-2018,[<20],DEAD,0.767192633969895,4,15.55,5.2,16.18744,3.10472118270741
caples,102,prefire,2013-2018,[<20],LIVE,4.05612598301305,18,16.7444444444444,6,72.84348,16.4145739956162
caples,102,prefire,2013-2018,[20-40],DEAD,1.12820875375717,2,26.8,10,8.09372,4.56570287722973
caples,102,prefire,2013-2018,[20-40],LIVE,6.30685720782439,10,27.38,9.32,40.4686,25.5229681600562
caples,103,postfire,2020,[<20],DEAD,0.656058793849156,8,10.1,5,32.37488,2.6549780904764
caples,103,postfire,2020,[<20],I,0.382268994088806,2,15.6,3.9,8.09372,1.54698910141823
caples,103,postfire,2020,[<20],LIVE,0.591184905552527,2,19.4,8.5,8.09372,2.3924425468843
caples,103,postfire,2020,[<20],M,0.695485781651708,4,14.7,6.1,16.18744,2.81453359033503
caples,103,postfire,2020,[20-40],DEAD,5.68739796838955,8,29.825,11.875,32.37488,23.0161033423569
caples,103,postfire,2020,[20-40],I,1.97959607084327,2,35.5,16.9,8.09372,8.01114815525279
caples,103,postfire,2020,[20-40],LIVE,11.2357490459312,14,31.5142857142857,14.9428571428571,56.65604,45.4695033840172
caples,103,postfire,2020,[20-40],M,3.47771165159737,8,23.45,10.05,32.37488,14.0738121743833
caples,103,postfire,2020,[40-60],LIVE,10.1725398441768,6,46.3333333333333,17.0333333333333,24.28116,41.1668445938054
caples,103,postfire,2020,[40-60],M,4.37912883169188,2,52.8,21.7,8.09372,17.7217213038206
caples,103,postfire,2020,[60-80],LIVE,21.9544076490448,6,68.2333333333333,30,24.28116,88.8464141386135
caples,103,postfire,2020,[80-100],LIVE,13.9682906280604,2,94.3,36.3,8.09372,56.5277166110723
caples,103,prefire,2013-2018,[<20],DEAD,0.118893573975106,2,8.7,,8.09372,0.481145648776896
caples,103,prefire,2013-2018,[<20],LIVE,2.19115092013601,14,13.6428571428571,,56.65604,8.86728101266159
caples,103,prefire,2013-2018,[>100],DEAD,149.165787997501,4,208.85,,16.18744,603.653060815567
caples,103,prefire,2013-2018,[20-40],DEAD,7.398921938102,8,33.65,,32.37488,29.9424012344275
caples,103,prefire,2013-2018,[20-40],LIVE,15.0899805770613,22,29.0909090909091,,89.03092,61.0670387980864
caples,103,prefire,2013-2018,[20-40],M,0.882300588797425,2,23.7,,8.09372,3.57054696078075
caples,103,prefire,2013-2018,[40-60],LIVE,12.2284766165023,8,43.975,,32.37488,49.4869328802586
caples,103,prefire,2013-2018,[40-60],M,3.88000829885281,2,49.7,,8.09372,15.7018503842955
caples,103,prefire,2013-2018,[60-80],LIVE,21.5678346730206,6,67.6333333333334,,24.28116,87.2820074248601
caples,103,prefire,2013-2018,[80-100],LIVE,13.8795563435597,2,94,37.2,8.09372,56.168621384498
caples,103,prefire,2019,[<20],DEAD,0.358157270472504,2,15.1,,8.09372,1.44941233158436
caples,104,prefire,2013-2018,[<20],LIVE,2.40446506131475,18,12.7666666666667,,72.84348,9.73053347803222
caples,104,prefire,2013-2018,[>100],LIVE,19.8803910109979,2,112.5,36.3,8.09372,80.453159166767
caples,104,prefire,2013-2018,[20-40],DEAD,2.16205977216376,2,37.1,,8.09372,8.74955320957865
caples,104,prefire,2013-2018,[20-40],LIVE,10.5726687925013,16,28.4375,,64.74976,42.7861104296218
caples,104,prefire,2013-2018,[40-60],DEAD,13.1874791899371,6,52.2333333333333,,24.28116,53.367882034589
caples,104,prefire,2013-2018,[40-60],LIVE,7.1788219567915,4,47.8,,16.18744,29.0516874240613
caples,104,prefire,2013-2018,[60-80],DEAD,7.37056906440335,2,68.5,,8.09372,29.8276611239714
caples,104,prefire,2013-2018,[80-100],LIVE,10.8734291651927,2,83.2,27.9,8.09372,44.0032455514517
caples,105,postfire,2020,[<20],DEAD,2.83753360861211,24,11.625,5.275,97.12464,11.483101259348
caples,105,postfire,2020,[<20],LIVE,2.04326044596827,12,14.3666666666667,6.68333333333333,48.56232,8.26878896837114
caples,105,postfire,2020,[<20],M,3.47163266981267,30,11.7,4.96,121.4058,14.0492113861581
caples,105,postfire,2020,[20-40],DEAD,1.45926978759246,4,21.5,7.95,16.18744,5.90546053261642
caples,105,postfire,2020,[20-40],LIVE,6.17853885588851,12,25.2333333333333,10.4833333333333,48.56232,25.003681754341
caples,105,postfire,2020,[20-40],M,0.653702599358964,2,20.4,7.3,8.09372,2.64544290124182
caples,105,postfire,2020,[40-60],DEAD,3.0134785051764,2,43.8,19.2,8.09372,12.1951256234582
caples,105,postfire,2020,[40-60],LIVE,5.67764332320015,4,42.5,21.4,16.18744,22.9766276589258
caples,105,postfire,2020,[60-80],DEAD,6.03814108019958,2,62,2.1,8.09372,24.4355116118165
caples,105,postfire,2020,[60-80],LIVE,8.03030352165721,2,71.5,29.9,8.09372,32.4975141096537
caples,105,postfire,2020,[80-100],LIVE,29.0396886845757,4,96.1,29.9,16.18744,117.519554550062
caples,105,prefire,2013-2018,[<20],DEAD,0.737818742658831,6,12.1,,24.28116,2.98584915691632
caples,105,prefire,2013-2018,[<20],LIVE,9.07698794605372,62,13.1129032258065,,250.90532,36.733299439367
caples,105,prefire,2013-2018,[<20],M,0.0931325142156694,2,7.7,,8.09372,0.376894246478824
caples,105,prefire,2013-2018,[20-40],LIVE,8.49865215445438,14,27.1857142857143,,56.65604,34.3928554577752
caples,105,prefire,2013-2018,[40-60],DEAD,2.82391480445879,2,42.4,,8.09372,11.4279878655721
caples,105,prefire,2013-2018,[40-60],LIVE,2.82391480445879,2,42.4,21.3,8.09372,11.4279878655721
caples,105,prefire,2013-2018,[60-80],LIVE,7.94070529917683,2,71.1,22.3,8.09372,32.1349226470267
caples,105,prefire,2013-2018,[80-100],DEAD,12.2196016172559,2,88.2,,8.09372,49.4510170008083
caples,105,prefire,2013-2018,[80-100],LIVE,38.5037051375884,6,90.2666666666667,,24.28116,155.819104173101
caples,106,prefire,2013-2018,[<20],LIVE,4.48038236291708,26,14.3692307692308,,105.21836,18.1314801691946
caples,106,prefire,2013-2018,[<20],M,0.344067227421154,2,14.8,,8.09372,1.39239189996157
caples,106,prefire,2013-2018,[>100],LIVE,59.5965310013862,4,136.45,,16.18744,241.17881744827
caples,106,prefire,2013-2018,[20-40],DEAD,0.816562762521059,2,22.8,,8.09372,3.30451518113597
caples,106,prefire,2013-2018,[20-40],LIVE,4.50501244932123,8,26.55,,32.37488,18.2311546806601
caples,106,prefire,2013-2018,[40-60],LIVE,7.9015139308233,4,49.3,,16.18744,31.9763206660916
caples,106,prefire,2013-2018,[60-80],LIVE,8.41670371008549,2,73.2,,8.09372,34.0612215761966
caples,106,prefire,2013-2018,[80-100],DEAD,25.5585055730961,4,90.05,,16.18744,103.43169386354
caples,107,prefire,2013-2018,[<20],DEAD,0.64646122829244,6,11.2333333333333,,24.28116,2.61613808632754
caples,107,prefire,2013-2018,[<20],LIVE,6.82669654421389,44,13.6136363636364,,178.06184,27.6266851769174
caples,107,prefire,2013-2018,[20-40],LIVE,23.7241610385916,36,28.4833333333333,,145.68696,96.0083583406346
caples,107,prefire,2013-2018,[40-60],LIVE,14.9602013845415,8,48.55,,32.37488,60.5418405750457
caples,107,prefire,2013-2018,[60-80],LIVE,20.6850785532884,6,65.9666666666667,,24.28116,83.7096169941607
caples,107,prefire,2013-2018,[60-80],M,5.88332339423068,2,61.2,,8.09372,23.8089861111764
caples,107,prefire,2013-2018,[80-100],LIVE,10.5105752137031,2,81.8,30.6,8.09372,42.5348264093265
caples,108,prefire,2013-2018,[<20],LIVE,4.30866290847187,22,15.3272727272727,,89.03092,17.4365555777785
caples,108,prefire,2013-2018,[20-40],DEAD,4.71824805068364,4,38.75,,16.18744,19.0940893063896
caples,108,prefire,2013-2018,[20-40],LIVE,7.72698275095312,12,28.3166666666667,,48.56232,31.2700174155221
caples,108,prefire,2013-2018,[40-60],DEAD,9.53691711053927,6,44.8333333333333,,24.28116,38.5945683779569
caples,108,prefire,2013-2018,[40-60],LIVE,19.2791215930274,12,45.1833333333333,,48.56232,78.0199060099587
caples,108,prefire,2013-2018,[60-80],DEAD,6.69801690912285,2,65.3,,8.09372,27.1059367088529
caples,108,prefire,2013-2018,[60-80],LIVE,7.98544157856395,2,71.3,23.9,8.09372,32.3159641066273
caples,108,prefire,2013-2018,[80-100],LIVE,11.9167049615601,2,87.1,28.9,8.09372,48.225236640739
caples,109,prefire,2013-2018,[<20],LIVE,1.87878236258957,12,13.7166666666667,,48.56232,7.60316919186924
caples,109,prefire,2013-2018,[>100],M,16.3425649839741,2,102,,8.09372,66.1360725310454
caples,109,prefire,2013-2018,[20-40],LIVE,2.87279798614865,4,30,,16.18744,11.6258112582255
caples,109,prefire,2013-2018,[20-40],M,0.628318530717959,2,20,,8.09372,2.54271712922128
caples,109,prefire,2013-2018,[40-60],DEAD,3.54410921233099,2,47.5,,8.09372,14.3425138070138
caples,109,prefire,2013-2018,[40-60],LIVE,15.9467871414749,8,50.3,,32.37488,64.534415011349
caples,109,prefire,2013-2018,[40-60],M,4.90844006993196,2,55.9,,8.09372,19.8637697814049
caples,109,prefire,2013-2018,[60-80],DEAD,6.39383220043902,2,63.8,,8.09372,25.8749437786686
caples,109,prefire,2013-2018,[60-80],LIVE,8.50894087039488,2,73.6,,8.09372,34.4344924507662
caples,109,prefire,2013-2018,[80-100],DEAD,11.2424406382834,2,84.6,,8.09372,45.4965833214434
caples,11,postfire,2020,[<20],DEAD,5.65068845823235,44,12.4454545454545,5.51363636363636,178.06184,22.8675450940822
caples,11,postfire,2020,[<20],LIVE,0.273695551980743,2,13.2,9.6,8.09372,1.10760758148879
caples,11,postfire,2020,[<20],M,1.24535874380953,8,13.7,5,32.37488,5.03979248597303
caples,11,postfire,2020,[20-40],DEAD,12.8887137285808,20,28.11,11.45,80.9372,52.1588200396443
caples,11,postfire,2020,[20-40],LIVE,19.6189162544396,32,27.69375,14.475,129.49952,79.3950074334416
caples,11,postfire,2020,[20-40],M,8.78818133340921,20,23.59,11.66,80.9372,35.5645395109204
caples,11,postfire,2020,[40-60],LIVE,7.14831709212514,4,47.7,20.4,16.18744,28.9282385074376
caples,11,prefire,2013-2018,[<20],DEAD,0.153953747989168,2,9.9,4.4,8.09372,0.623029264587444
caples,11,prefire,2013-2018,[<20],LIVE,5.37243759690391,38,12.9263157894737,8.00526315789474,153.78068,21.7415028134065
caples,11,prefire,2013-2018,[20-40],DEAD,2.17454760296178,4,26.3,12.65,16.18744,8.80008971252192
caples,11,prefire,2013-2018,[20-40],LIVE,25.3719420933627,52,24.6692307692308,12.0692307692308,210.43672,102.676697579946
caples,11,prefire,2013-2018,[40-60],DEAD,3.16674110278178,2,44.9,3.9,8.09372,12.8153578992035
caples,11,prefire,2013-2018,[40-60],LIVE,2.66633251695473,2,41.2,15.1,8.09372,10.7902744095634
caples,110,prefire,2013-2018,[<20],DEAD,0.890013198761988,4,16.7,,16.18744,3.60175881354194
caples,110,prefire,2013-2018,[<20],LIVE,2.96384134124968,16,15.075,,64.74976,11.9942509702497
caples,110,prefire,2013-2018,[20-40],DEAD,0.889761871349701,2,23.8,,8.09372,3.60074172669025
caples,110,prefire,2013-2018,[20-40],LIVE,13.3728802803887,20,28.84,,80.9372,54.118174291494
caples,110,prefire,2013-2018,[20-40],M,1.45166713337077,2,30.4,,8.09372,5.87469365535284
caples,110,prefire,2013-2018,[40-60],LIVE,39.1275940226648,20,49.64,,80.9372,158.343895146561
caples,110,prefire,2013-2018,[60-80],LIVE,25.5624482718764,8,63.75,,32.37488,103.447649413526
caples,111,postfire,2020,[<20],DEAD,0.282319223814847,4,9.45,5,16.18744,1.14250637408735
caples,111,postfire,2020,[>100],LIVE,32.889474862101,2,144.7,37.8,8.09372,133.099100240442
caples,111,postfire,2020,[>100],M,18.457736485783,2,108.4,31.6,8.09372,74.695875474856
caples,111,postfire,2020,[20-40],DEAD,1.47083084855767,2,30.6,11.6,8.09372,5.95224652779409
