site,plotid,pre_post_fire,year,diamclass,status,BA_m2_sum,n_trees_diamclass,mean_dbh_cm,mean_ht,n_trees_ha,BA_m2_ha
caples,6,postfire,2020,[20-40],DEAD,1.16213795441594,2,27.2,14.4,8.09372,4.70300960220768
caples,6,postfire,2020,[20-40],LIVE,5.32854954753326,8,28.65,8.6,32.37488,21.5638940219304
caples,6,postfire,2020,[20-40],M,4.43085515473324,6,29.9,8.96666666666667,24.28116,17.9310504914838
caples,6,postfire,2020,[40-60],DEAD,11.4965640680322,6,49.3333333333333,18.2,24.28116,46.524985264357
caples,6,postfire,2020,[40-60],M,12.1985686544401,6,50.5666666666667,16.3333333333333,24.28116,49.3658995449077
caples,6,postfire,2020,[60-80],DEAD,8.09783205574612,2,71.8,16.3,8.09372,32.7707926331168
caples,6,postfire,2020,[60-80],LIVE,6.13592315154257,2,62.5,25.3,8.09372,24.8312219650515
caples,6,postfire,2020,[80-100],LIVE,12.6106042389217,2,89.6,35.8,8.09372,51.0333498703227
caples,6,prefire,2013-2018,[<20],LIVE,1.55105141696708,8,15.125,5.45,32.37488,6.27688793726742
caples,6,prefire,2013-2018,[20-40],DEAD,0.628318530717959,2,20,2.9,8.09372,2.54271712922128
caples,6,prefire,2013-2018,[20-40],LIVE,10.1847135157095,16,28.0375,11.275,64.74976,41.2161097381841
caples,6,prefire,2013-2018,[40-60],DEAD,7.41957790979935,4,48.55,16.35,16.18744,30.0259930600506
caples,6,prefire,2013-2018,[40-60],LIVE,17.4415255101264,10,46.88,16.12,40.4686,70.5834119259099
caples,6,prefire,2013-2018,[60-80],LIVE,6.07715966095717,2,62.2,22.7,8.09372,24.5934143455411
caples,60,prefire,2013-2018,[40-60],LIVE,3.8023324204928,2,49.2,15,8.09372,15.3875069791955
caples,65,postfire,2020,[<20],DEAD,1.25844347721173,8,13.725,6.225,32.37488,5.09274457018907
caples,65,postfire,2020,[>100],DEAD,18.1863028805129,2,107.6,48.1,8.09372,73.5974216750323
caples,65,postfire,2020,[>100],LIVE,17.153488587682,2,104.5,40.1,8.09372,69.4177668259467
caples,65,postfire,2020,[20-40],DEAD,3.54033930114668,4,33.55,7.95,16.18744,14.3272575042384
caples,65,postfire,2020,[20-40],LIVE,2.23538454469855,4,26.35,16,16.18744,9.04628829855877
caples,65,postfire,2020,[20-40],M,4.88643321339356,6,31.8666666666667,14.6666666666667,24.28116,19.7747111139539
caples,65,postfire,2020,[40-60],LIVE,4.49601178636869,2,53.5,26.4,8.09372,18.194730257784
caples,65,postfire,2020,[40-60],M,9.16906802673044,6,44.1,25.2,24.28116,37.1059346346543
caples,65,postfire,2020,[80-100],DEAD,10.5105752137031,2,81.8,4.9,8.09372,42.5348264093265
caples,65,postfire,2020,[80-100],LIVE,13.8795563435597,2,94,36.3,8.09372,56.168621384498
caples,65,prefire,2013-2018,[<20],DEAD,0.747777591370711,4,15.35,5.95,16.18744,3.02615122341447
caples,65,prefire,2013-2018,[<20],LIVE,0.316735371334923,2,14.2,8,8.09372,1.28178370484045
caples,65,prefire,2013-2018,[>100],DEAD,18.0850336413244,2,107.3,52.8,8.09372,73.1875992417301
caples,65,prefire,2013-2018,[>100],LIVE,39.3346563944629,4,111.5,45.65,16.18744,159.181847576496
caples,65,prefire,2013-2018,[20-40],DEAD,6.88000937154531,8,32.525,8.5,32.37488,27.8424347253318
caples,65,prefire,2013-2018,[20-40],LIVE,8.67026165315672,12,29.9,14.8833333333333,48.56232,35.0873350736938
caples,65,prefire,2013-2018,[40-60],LIVE,16.7674025585191,10,46.04,21.14,40.4686,67.8553307179684
caples,65,prefire,2013-2018,[60-80],LIVE,9.31325142156694,2,77,35.4,8.09372,37.6894246478824
caples,65,prefire,2013-2018,[80-100],DEAD,10.5620345013689,2,82,44,8.09372,42.7430749422097
caples,7,postfire,2020,[<20],DEAD,2.34632988926007,20,11.68,5.71,80.9372,9.49526857565102
caples,7,postfire,2020,[<20],M,0.372530056862678,2,15.4,11.1,8.09372,1.5075769859153
caples,7,postfire,2020,[>100],LIVE,21.1366353733521,2,116,47.5,8.09372,85.5370042270038
caples,7,postfire,2020,[20-40],DEAD,0.845465414934085,2,23.2,9.6,8.09372,3.42148016908015
caples,7,postfire,2020,[20-40],M,10.4642681379892,14,30.4285714285714,12.4,56.65604,42.3474281569029
caples,7,postfire,2020,[40-60],DEAD,2.98602098538403,2,43.6,14.6,8.09372,12.0840088849112
caples,7,postfire,2020,[40-60],LIVE,12.5451491559842,8,44.425,17.85,32.37488,50.7684623133861
caples,7,postfire,2020,[40-60],M,2.66633251695473,2,41.2,15.2,8.09372,10.7902744095634
caples,7,prefire,2013-2018,[<20],DEAD,0.118893573975106,2,8.7,3.5,8.09372,0.481145648776896
caples,7,prefire,2013-2018,[<20],LIVE,1.15412689314928,12,10.7666666666667,4.7,48.56232,4.6705899588101
caples,7,prefire,2013-2018,[>100],LIVE,23.1122102055988,2,121.3,35.9,8.09372,93.5318789926295
caples,7,prefire,2013-2018,[20-40],DEAD,1.72098016359976,2,33.1,4.7,8.09372,6.96456578486531
caples,7,prefire,2013-2018,[20-40],LIVE,15.0641409774855,20,30.15,10.9,80.9372,60.9624695561471
caples,7,prefire,2013-2018,[40-60],DEAD,9.86222902981849,6,45.3,19.6666666666667,24.28116,39.9110601716113
caples,7,prefire,2013-2018,[40-60],LIVE,9.15299878030733,6,43.8,15.1666666666667,24.28116,37.0409046440745
caples,75,postfire,2020,[>100],LIVE,17.6161823537027,2,105.9,37.6,8.09372,71.2902237199052
caples,75,postfire,2020,[20-40],LIVE,1.61397751781849,4,22.65,13.05,16.18744,6.53154105775893
caples,75,postfire,2020,[40-60],LIVE,11.3952634129172,6,48.9666666666667,21.8333333333333,24.28116,46.1150356951983
caples,75,prefire,2013-2018,[<20],LIVE,0.591184905552527,2,19.4,12.3,8.09372,2.3924425468843
caples,75,prefire,2013-2018,[>100],LIVE,17.3840657804922,2,105.2,36.4,8.09372,70.3508804444426
caples,75,prefire,2013-2018,[20-40],LIVE,0.76026542216873,2,22,12.6,8.09372,3.07668772635775
caples,75,prefire,2013-2018,[40-60],LIVE,10.7720813861879,6,47.6666666666667,22.4333333333333,24.28116,43.5931052785084
caples,76,postfire,2020,[<20],DEAD,1.06199968858276,8,12.625,4.7,32.37488,4.29776405973803
caples,76,postfire,2020,[<20],LIVE,6.76600097414653,40,14.385,7.335,161.8744,27.3810587022346
caples,76,postfire,2020,[20-40],DEAD,2.30418542381217,2,38.3,1.8,8.09372,9.3247158242085
caples,76,postfire,2020,[20-40],LIVE,19.5307199676809,30,28.4166666666667,13.9266666666667,121.4058,79.0380894084092
caples,76,postfire,2020,[40-60],DEAD,5.50264090443193,4,41.85,3.4,16.18744,22.2684173705094
caples,76,postfire,2020,[40-60],LIVE,18.702953500359,10,48.54,26.58,40.4686,75.6882344024628
caples,76,postfire,2020,[60-80],LIVE,29.5521138623027,8,68.5,29.725,32.37488,119.593267504798
caples,76,postfire,2020,[80-100],LIVE,21.9836872925763,4,83.65,33.45,16.18744,88.9649047568352
caples,76,prefire,2013-2018,[<20],DEAD,0.921507665114226,6,13.7666666666667,6.53333333333333,24.28116,3.72921250964416
caples,76,prefire,2013-2018,[<20],LIVE,6.33907424048695,36,14.8,8,145.68696,25.653345980857
caples,76,prefire,2013-2018,[20-40],DEAD,2.24441662357762,2,37.8,2.1,8.09372,9.08283985729133
caples,76,prefire,2013-2018,[20-40],LIVE,17.9563854221599,28,28.1785714285714,14.3857142857143,113.31208,72.6669779095221
caples,76,prefire,2013-2018,[40-60],DEAD,5.73004508866203,4,42.7,3.55,16.18744,23.1886902675028
caples,76,prefire,2013-2018,[40-60],LIVE,18.0533820953395,10,47.72,26.72,40.4686,73.0595098663456
caples,76,prefire,2013-2018,[60-80],LIVE,29.0387462067796,8,67.9,32.1,32.37488,117.515740474368
caples,76,prefire,2013-2018,[80-100],LIVE,21.4882738390684,4,82.7,35.6,16.18744,86.9600358683725
caples,77,postfire,2020,[<20],LIVE,0.512472301616835,4,12.45,4.95,16.18744,2.07390365852111
caples,77,postfire,2020,[20-40],DEAD,1.3393237800784,2,29.2,2.3,8.09372,5.42005583264808
caples,77,postfire,2020,[20-40],LIVE,6.05248245066322,8,30.725,12.8,32.37488,24.493549130291
caples,77,postfire,2020,[40-60],LIVE,13.6236107900717,6,53.1333333333333,23.6666666666667,24.28116,55.1328455619097
caples,77,postfire,2020,[60-80],DEAD,5.88332339423068,2,61.2,26.5,8.09372,23.8089861111764
caples,77,postfire,2020,[60-80],LIVE,48.8974916443943,12,71.7833333333333,29.4166666666667,48.56232,197.881303036033
caples,77,postfire,2020,[80-100],DEAD,12.0264093770234,2,87.5,16.5,8.09372,48.669195051501
caples,77,prefire,2013-2018,[<20],LIVE,0.303493558300042,2,13.9,5.8,8.09372,1.22819594134211
caples,77,prefire,2013-2018,[20-40],DEAD,1.53889345339769,2,31.3,2.8,8.09372,6.22768636081699
caples,77,prefire,2013-2018,[20-40],LIVE,5.68812053469988,8,29.775,13.05,32.37488,23.0190274670555
caples,77,prefire,2013-2018,[40-60],LIVE,10.1024194961487,4,56.7,26.75,16.18744,40.8830773621843
caples,77,prefire,2013-2018,[60-80],LIVE,41.630925004788,10,72.54,30.44,40.4686,168.474525164876
caples,77,prefire,2013-2018,[80-100],DEAD,13.0650042003369,2,91.2,17.3,8.09372,52.8722428981756
caples,8,postfire,2020,[<20],DEAD,0.900160543033083,8,11.65,7.115,32.37488,3.64282369517886
caples,8,postfire,2020,[20-40],DEAD,3.42263953237994,6,26.3333333333333,14.5666666666667,24.28116,13.8509430180071
caples,8,postfire,2020,[20-40],LIVE,2.45083496888174,2,39.5,17,8.09372,9.91818600216875
caples,8,postfire,2020,[20-40],M,3.34120945079889,4,32.5,15.95,16.18744,13.52140687806
caples,8,postfire,2020,[40-60],LIVE,17.9802772342905,10,47.56,24.6,40.4686,72.7636647283607
caples,8,postfire,2020,[40-60],M,10.5710508722847,6,47.1333333333333,25.9,24.28116,42.779562933014
caples,8,postfire,2020,[60-80],DEAD,6.57549479563285,2,64.7,38,8.09372,26.6101068686548
caples,8,postfire,2020,[60-80],LIVE,38.2368111337027,10,69.66,35.02,40.4686,154.739021504536
caples,8,postfire,2020,[80-100],LIVE,10.9782326961165,2,83.6,41.5,8.09372,44.4273707686058
caples,8,prefire,2013-2018,[<20],DEAD,1.22649347992472,8,13.825,4.8,32.37488,4.96344740416816
caples,8,prefire,2013-2018,[<20],LIVE,0.883038863071019,6,12.8,7.9,24.28116,3.57353465340758
caples,8,prefire,2013-2018,[20-40],LIVE,8.68656651902885,10,32.6,15.02,40.4686,35.1533185831971
caples,8,prefire,2013-2018,[40-60],LIVE,20.5194066647013,12,46.4333333333333,22.2333333333333,48.56232,83.0391660551133
caples,8,prefire,2013-2018,[60-80],LIVE,42.1646344727431,12,66.7333333333333,30.4333333333333,48.56232,170.634372662365
caples,8,prefire,2013-2018,[80-100],LIVE,10.2297953702885,2,80.7,39.4,8.09372,41.3985496922057
caples,82,postfire,2020,[<20],LIVE,0.550564112541611,4,13,3.85,16.18744,2.22805588448014
caples,82,postfire,2020,[20-40],LIVE,8.58656962486509,12,29.3666666666667,9.53333333333333,48.56232,34.7486451520815
caples,82,postfire,2020,[40-60],LIVE,3.0134785051764,2,43.8,22,8.09372,12.1951256234582
caples,82,postfire,2020,[60-80],LIVE,7.54373365146922,2,69.3,24.4,8.09372,30.5284339647847
caples,82,prefire,2013-2018,[<20],LIVE,0.462568102314561,4,12,3.7,16.18744,1.8719483505327
caples,82,prefire,2013-2018,[20-40],LIVE,7.96842985434476,12,28.2666666666667,9.56666666666667,48.56232,32.2471200403536
caples,82,prefire,2013-2018,[40-60],LIVE,2.91792696461747,2,43.1,22.4,8.09372,11.8084419160318
caples,82,prefire,2013-2018,[60-80],LIVE,7.34906486268953,2,68.4,25.2,8.09372,29.7406366302238
caples,83,prefire,2013-2018,[<20],DEAD,0.207737814218625,2,11.5,3.9,8.09372,0.840685850848785
caples,83,prefire,2013-2018,[<20],LIVE,2.34108342952858,12,15.6333333333333,4.66666666666667,48.56232,9.47403688762202
caples,83,prefire,2013-2018,[20-40],LIVE,7.84956769629619,14,26.4714285714286,7.37142857142857,56.65604,31.7661015274332
caples,84,prefire,2013-2018,[<20],DEAD,1.90642837794116,12,14.0166666666667,6.01666666666667,48.56232,7.71504874555497
caples,84,prefire,2013-2018,[<20],LIVE,3.00229443532962,20,13.78,4.83,80.9372,12.149865258558
caples,84,prefire,2013-2018,[20-40],DEAD,1.2315043202072,2,28,10.5,8.09372,4.98372557327371
caples,84,prefire,2013-2018,[20-40],LIVE,2.36733143614932,4,27.35,9.8,16.18744,9.58025889569524
caples,84,prefire,2013-2018,[80-100],LIVE,32.8497651309596,6,83.4333333333333,28.9,24.28116,132.938400517875
caples,85,prefire,2013-2018,[<20],LIVE,0.163425649839741,2,10.2,6.3,8.09372,0.661360725310454
caples,85,prefire,2013-2018,[20-40],LIVE,2.29216883191219,2,38.2,24.6,8.09372,9.27608635911215
caples,85,prefire,2013-2018,[40-60],LIVE,3.61911473693544,2,48,26.6,8.09372,14.6460506643146
caples,9,postfire,2020,[20-40],DEAD,0.809415639234142,2,22.7,3.5,8.09372,3.27559177379108
caples,9,prefire,2013-2018,[<20],LIVE,0.537605042845553,2,18.5,5.8,8.09372,2.17561234368996
caples,92,prefire,2013-2018,[<20],DEAD,0.713848390711941,4,14.65,9.5,16.18744,2.88884449843652
caples,92,prefire,2013-2018,[<20],LIVE,4.55320448062729,26,14.6,8.31538461538462,105.21836,18.4261810844714
caples,92,prefire,2013-2018,[>100],LIVE,31.4508767541691,2,141.5,33.8,8.09372,127.277295101377
caples,92,prefire,2013-2018,[20-40],LIVE,13.9185749243173,20,29.34,17.02,80.9372,56.3265241182227
caples,92,prefire,2013-2018,[40-60],DEAD,3.41107847141473,2,46.6,2.2,8.09372,13.8041570228294
caples,92,prefire,2013-2018,[40-60],LIVE,6.39661250993745,4,44.95,25.35,16.18744,25.8861953019655
caples,93,prefire,2013-2018,[<20],DEAD,0.372530056862678,2,15.4,4.5,8.09372,1.5075769859153
caples,93,prefire,2013-2018,[<20],LIVE,1.76744431894635,12,13.6166666666667,6.51666666666667,48.56232,7.15259971657123
caples,93,prefire,2013-2018,[20-40],DEAD,1.04558486696776,2,25.8,3.9,8.09372,4.23133557473713
caples,93,prefire,2013-2018,[20-40],LIVE,12.4585668624512,16,31.2375,16.9625,64.74976,50.4180758929794
caples,93,prefire,2013-2018,[40-60],LIVE,11.8543757633128,6,49.8333333333333,27.7,24.28116,47.9729991015202
caples,93,prefire,2013-2018,[60-80],LIVE,18.1862400486598,6,62.0666666666667,34.2666666666667,24.28116,73.5971674033195
caples,94,prefire,2013-2018,[<20],DEAD,0.615814991956671,2,19.8,8.6,8.09372,2.49211705834977
caples,94,prefire,2013-2018,[<20],LIVE,0.895024039044464,6,13.5666666666667,9.03333333333333,24.28116,3.62203698264748
caples,94,prefire,2013-2018,[>100],LIVE,51.5554518169272,4,128.1,42.85,16.18744,208.63769573985
caples,94,prefire,2013-2018,[20-40],DEAD,1.06185831691335,2,26,16.1,8.09372,4.29719194838396
caples,94,prefire,2013-2018,[20-40],LIVE,8.09860174594625,10,31.98,19.78,40.4686,32.7739074616001
caples,94,prefire,2013-2018,[40-60],DEAD,7.04301090637681,4,46.9,22.9,16.18744,28.5020791165801
caples,94,prefire,2013-2018,[40-60],LIVE,11.4248100918243,6,48.9333333333333,28.6333333333333,24.28116,46.2346069681999
caples,94,prefire,2013-2018,[60-80],LIVE,21.5461262677843,6,67.4333333333333,32.2333333333333,24.28116,87.1941565480455
caples,95,prefire,2013-2018,[<20],LIVE,0.834485548609789,4,16.25,7.15,16.18744,3.37704618724701
caples,95,prefire,2013-2018,[20-40],LIVE,2.10417592752137,2,36.6,20.5,8.09372,8.51530539404914
caples,95,prefire,2013-2018,[40-60],LIVE,8.05091236946476,4,50.35,24.55,16.18744,32.5809152314922
caples,95,prefire,2013-2018,[60-80],LIVE,12.7949686037976,4,63.75,26.95,16.18744,51.7794466439645
caples,95,prefire,2013-2018,[80-100],LIVE,12.0539140207056,2,87.6,33.9,8.09372,48.7805024938327
caples,98,prefire,2013-2018,[<20],LIVE,0.32572032632419,2,14.4,5,8.09372,1.31814455978831
caples,98,prefire,2013-2018,[20-40],LIVE,6.59366890913387,10,28.6,10.38,40.4686,26.6836549616175
caples,99,postfire,2020,[<20],DEAD,0.312290017730093,2,14.1,5.8,8.09372,1.26379398115121
caples,99,postfire,2020,[<20],LIVE,0.294822762576134,2,13.7,5.5,8.09372,1.19310644495885
caples,99,postfire,2020,[<20],M,0.273695551980743,2,13.2,5.3,8.09372,1.10760758148879
caples,99,postfire,2020,[20-40],DEAD,0.889761871349701,2,23.8,8.4,8.09372,3.60074172669025
caples,99,postfire,2020,[20-40],LIVE,4.27993304365479,6,29.9,11,24.28116,17.3202898370448
caples,99,postfire,2020,[20-40],M,1.91330846585252,4,24.45,13.05,16.18744,7.74289149811994
caples,99,postfire,2020,[40-60],DEAD,3.63421008963594,2,48.1,14.3,8.09372,14.7071394433441
caples,99,postfire,2020,[40-60],M,4.68279517758788,2,54.6,16.4,8.09372,18.9506164923733
caples,99,prefire,2013-2018,[<20],LIVE,1.33836559431906,8,14.425,6.325,32.37488,5.41617818902601
caples,99,prefire,2013-2018,[20-40],LIVE,5.99205391597142,10,27.36,10.72,40.4686,24.2490033103881
caples,99,prefire,2013-2018,[40-60],LIVE,8.70474063252987,4,52.55,15.35,16.18744,35.2268666761598
downieville,RedAnt28,prefire,2020,[<20],DEAD,0.075429639612691,1,9.8,6.4,4.04686,0.305253191363014
downieville,RedAnt28,prefire,2020,[<20],LIVE,2.03397703967691,17,12,8.73529411764706,68.79662,8.23122032278689
downieville,RedAnt28,prefire,2020,[20-40],LIVE,3.19591864455199,3,36.7666666666667,24,12.14058,12.9334353258917
downieville,RedAnt28,prefire,2020,[40-60],LIVE,9.82823110682042,6,45.5583333333333,22.3166666666667,24.28116,39.7734753369473
downieville,RedAnt28,prefire,2020,[60-80],LIVE,2.91289256239009,1,60.9,24.8,4.04686,11.788068395034
downieville,RedAnt29,prefire,2020,[20-40],LIVE,1.15209271190608,1,38.3,24.6,4.04686,4.66235791210425
downieville,RedAnt29,prefire,2020,[40-60],LIVE,13.8425640900637,8,46.775,24.75,32.37488,56.0189189135151
downieville,RedAnt30a,prefire,2020,[<20],LIVE,0.276601525185313,2,12.8,8.5,8.09372,1.11936764821144
downieville,RedAnt30a,prefire,2020,[20-40],LIVE,6.66202996527598,8,32.15,19.925,32.37488,26.9603025852768
downieville,RedAnt30a,prefire,2020,[40-60],LIVE,11.8576371291864,8,43.43125,23.175,32.37488,47.9861973926191
downieville,RedAnt38,prefire,2020,[<20],DEAD,0.128679635091038,1,12.8,2.2,4.04686,0.520748468064518
downieville,RedAnt38,prefire,2020,[<20],LIVE,0.436400599005567,3,13.5833333333333,7.56666666666667,12.14058,1.76605212809167
downieville,RedAnt38,prefire,2020,[20-40],LIVE,10.0827138562291,14,29.6857142857143,15.3357142857143,56.65604,40.8033313962191
downieville,RedAnt38,prefire,2020,[40-60],LIVE,1.25978061758492,1,40.05,17,4.04686,5.09815579007969
downieville,RedAnt39,prefire,2020,[<20],DEAD,0.226980069221863,1,17,4.4,4.04686,0.918556562931187
downieville,RedAnt39,prefire,2020,[<20],LIVE,0.188691908756237,1,15.5,6.9,4.04686,0.763609737869265
downieville,RedAnt39,prefire,2020,[>100],LIVE,8.77485312657636,1,105.7,43.8,4.04686,35.5106021238168
downieville,RedAnt39,prefire,2020,[20-40],DEAD,1.19152951718568,1,38.95,13.6,4.04686,4.82195314191803
downieville,RedAnt39,prefire,2020,[20-40],LIVE,1.89743556897026,4,24.525,15.25,16.18744,7.67865610664299
downieville,RedAnt39,prefire,2020,[40-60],LIVE,2.16475368786422,1,52.5,33.2,4.04686,8.76045510927018
downieville,RedAnt39,prefire,2020,[60-80],LIVE,13.7143792558156,3,76.2333333333333,32.9,12.14058,55.5001728351899
downieville,RedAnt39,prefire,2020,[80-100],LIVE,20.1953121125754,3,92.5,36.3,12.14058,81.7276007758968
downieville,RedAnt40,prefire,2020,[<20],LIVE,0.322531609780796,2,13.7,7.7,8.09372,1.30524027035751
downieville,RedAnt40,prefire,2020,[>100],LIVE,29.1088901167526,3,110.9,46.3333333333333,12.14058,117.799603057882
downieville,RedAnt40,prefire,2020,[20-40],DEAD,0.422732707467043,1,23.2,2.7,4.04686,1.71074008454008
downieville,RedAnt40,prefire,2020,[20-40],LIVE,2.06676741299875,3,29.2333333333333,17.6,12.14058,8.36391837296813
downieville,RedAnt40,prefire,2020,[80-100],LIVE,18.7479018372502,3,89.1,43.7666666666667,12.14058,75.8701340290945
downieville,RedAnt41,prefire,2020,[<20],DEAD,0.745884781796923,3,17.7666666666667,5.23333333333333,12.14058,3.01849128806269
downieville,RedAnt41,prefire,2020,[<20],LIVE,0.479956817652181,5,10.72,5.78,20.2343,1.9423180470839
downieville,RedAnt41,prefire,2020,[20-40],DEAD,3.20714198430694,5,27.8,8.1,20.2343,12.9788546106124
downieville,RedAnt41,prefire,2020,[20-40],LIVE,2.49936472139807,5,24.82,11.24,20.2343,10.114579116437
downieville,RedAnt41,prefire,2020,[60-80],LIVE,14.6351565006379,4,68,32.725,16.18744,59.2264294361713
downieville,RedAnt42,prefire,2020,[<20],DEAD,0.573411345114843,3,14.7666666666667,4.6,12.14058,2.32051543609145
downieville,RedAnt42,prefire,2020,[<20],LIVE,0.120362268540659,2,8.75,6.3,8.09372,0.487089250066451
downieville,RedAnt42,prefire,2020,[20-40],DEAD,2.49757401358552,4,27.825,9.025,16.18744,10.1073323726187
downieville,RedAnt42,prefire,2020,[40-60],DEAD,5.08077998892626,3,46.4333333333333,14.7666666666667,12.14058,20.5612053059861
downieville,RedAnt42,prefire,2020,[40-60],LIVE,3.75307224768451,2,48.8,27.85,8.09372,15.1881579562645
downieville,RedAnt42,prefire,2020,[60-80],LIVE,19.0437456174388,5,69.42,32.84,20.2343,77.0673723893883
downieville,RedAnt42,prefire,2020,[80-100],LIVE,27.0085940561585,4,92.625,38.825,16.18744,109.299998942105
downieville,RedAnt43,prefire,2020,[<20],LIVE,0.261678960080762,4,9.1,5.9,16.18744,1.05897811639243
downieville,RedAnt43,prefire,2020,[>100],LIVE,9.99328056736299,1,112.8,39.8,4.04686,40.4414073968386
downieville,RedAnt43,prefire,2020,[20-40],DEAD,2.64185165620163,4,28.675,15.375,16.18744,10.6912037934161
downieville,RedAnt43,prefire,2020,[20-40],LIVE,1.53203692743123,2,29.95,14.9,8.09372,6.19993896014436
downieville,RedAnt43,prefire,2020,[40-60],LIVE,4.463025063506,2,53.3,32,8.09372,18.0612376084999
downieville,RedAnt43,prefire,2020,[60-80],LIVE,9.26549921323238,2,76.8,41.55,8.09372,37.4961781460616
downieville,RedAnt43,prefire,2020,[80-100],LIVE,6.82215694282945,1,93.2,35.2,4.04686,27.6083140456588
downieville,RedAnt44,prefire,2020,[<20],DEAD,0.554121966221802,3,15.3,3.26666666666667,12.14058,2.24245402022436
downieville,RedAnt44,prefire,2020,[<20],LIVE,1.55442077508806,12,12.4083333333333,7.11666666666667,48.56232,6.29052325787287
downieville,RedAnt44,prefire,2020,[>100],LIVE,8.28382219482027,1,102.7,43.5,4.04686,33.5234686873304
downieville,RedAnt44,prefire,2020,[20-40],DEAD,0.419096313970512,1,23.1,10,4.04686,1.69602410915471
downieville,RedAnt44,prefire,2020,[20-40],LIVE,1.60240860287164,3,25.9666666666667,16.4666666666667,12.14058,6.48472327861714
downieville,RedAnt44,prefire,2020,[60-80],LIVE,3.5361845448623,1,67.1,35.8,4.04686,14.3104437872215
downieville,RedAnt44,prefire,2020,[80-100],DEAD,5.17847566647127,1,81.2,36.9,4.04686,20.9565660356159
downieville,RedAnt44,prefire,2020,[80-100],LIVE,12.7046792309335,2,89.8,40.1,8.09372,51.4140581924954
downieville,RedAnt45,prefire,2020,[<20],DEAD,0.0608212337734984,1,8.8,2.6,4.04686,0.24613501810862
downieville,RedAnt45,prefire,2020,[<20],LIVE,0.808724488850353,7,11.6857142857143,4.98571428571429,28.32802,3.27279478494894
downieville,RedAnt45,prefire,2020,[20-40],LIVE,4.53835260135745,7,28.0428571428571,12.4285714285714,28.32802,18.3660776083294
downieville,RedAnt45,prefire,2020,[40-60],LIVE,9.29045916686515,4,54.25,25.925,16.18744,37.5971875840199
downieville,RedAnt45,prefire,2020,[60-80],LIVE,6.89640063121541,2,66.25,31.15,8.09372,27.9087678584404
downieville,RedAnt46,prefire,2020,[<20],LIVE,0.61755072189778,5,12.26,6.58,20.2343,2.49914131441925
downieville,RedAnt46,prefire,2020,[20-40],DEAD,1.6505063863981,3,25.7666666666667,13.8,12.14058,6.67936827485903
downieville,RedAnt46,prefire,2020,[20-40],LIVE,0.483051286415967,1,24.8,15,4.04686,1.95484092894532
downieville,RedAnt46,prefire,2020,[60-80],LIVE,7.39212039000698,2,68.6,45.1,8.09372,29.9148763215036
downieville,RedAnt49,prefire,2020,[<20],LIVE,0.380580388037502,3,12.2333333333333,6.36666666666667,12.14058,1.54015554913344
downieville,RedAnt49,prefire,2020,[20-40],DEAD,2.59663039344861,4,28.2375,7.5,16.18744,10.5081996740315
downieville,RedAnt49,prefire,2020,[20-40],LIVE,0.757131683496774,2,21.95,13.95,8.09372,3.06400592467576
downieville,RedAnt49,prefire,2020,[40-60],LIVE,3.13735935748908,2,44.55,16.95,8.09372,12.6964540894483
downieville,RedAnt49,prefire,2020,[60-80],LIVE,14.4146873821906,4,67.725,30.2,16.18744,58.3342217794917
downieville,RedAnt49,prefire,2020,[80-100],LIVE,6.98414531403017,1,94.3,41.8,4.04686,28.2638583055362
downieville,RedAnt50,prefire,2020,[<20],DEAD,0.221670777637296,1,16.8,4.2,4.04686,0.897070603189267
downieville,RedAnt50,prefire,2020,[<20],LIVE,2.38047900140459,13,14.8769230769231,6.82307692307692,52.60918,9.63346525162419
downieville,RedAnt50,prefire,2020,[20-40],DEAD,0.514718540364152,1,25.6,12.3,4.04686,2.08299387225807
downieville,RedAnt50,prefire,2020,[20-40],LIVE,1.43724722309079,3,24.4666666666667,12.7,12.14058,5.81633829723721
downieville,RedAnt50,prefire,2020,[60-80],LIVE,4.68084739014265,1,77.2,34.2,4.04686,18.9427340692727
downieville,RedAnt50,prefire,2020,[80-100],LIVE,7.37458244901832,1,96.9,37.2,4.04686,29.8439027296343
downieville,RedAnt51,prefire,2020,[<20],LIVE,0.383030830307302,5,9.02,7,20.2343,1.55007214593741
downieville,RedAnt51,prefire,2020,[>100],LIVE,11.9790891376787,1,123.5,37.2,4.04686,48.4776966677066
downieville,RedAnt51,prefire,2020,[20-40],LIVE,3.08509110971498,5,27.72,12.62,20.2343,12.4849318082612
downieville,RedAnt51,prefire,2020,[60-80],DEAD,2.90333426674154,1,60.8,4.1,4.04686,11.7493873107057
downieville,RedAnt51,prefire,2020,[60-80],LIVE,3.77186682573461,1,69.3,25.1,4.04686,15.2642169823924
downieville,RedAnt51,prefire,2020,[80-100],DEAD,5.71462772271454,1,85.3,17.1,4.04686,23.1262983459446
downieville,RedAnt51,prefire,2020,[80-100],LIVE,11.2522581153258,2,84.6,37.2,8.09372,45.5363132765875
downieville,RedAnt52,prefire,2020,[<20],DEAD,1.34880353591061,8,14.3625,4.35,32.37488,5.4584190773352
downieville,RedAnt52,prefire,2020,[<20],LIVE,3.94085309457121,31,12.0677419354839,7.90967741935484,125.45266,15.9480807542964
downieville,RedAnt52,prefire,2020,[>100],LIVE,7.948512156921,1,100.6,37.6,4.04686,32.1665159073573
