site,plotid,pre_post_fire,postTime,fuelType,mass_tonAcre
caples,84,prefire,NA,fuel_depth_cm,4.325
caples,85,prefire,NA,mass_1hr,0.123527796585366
caples,85,prefire,NA,mass_10hr,2.15560095365854
caples,85,prefire,NA,mass_100hr,2.21358731707317
caples,85,prefire,NA,total_fine,4.49271606731707
caples,85,prefire,NA,total_cwd,0.205664391323117
caples,85,prefire,NA,total_fuel,4.69838045864019
caples,85,prefire,NA,litter_depth_cm,3.75
caples,85,prefire,NA,duff_depth_cm,1.5
caples,85,prefire,NA,fuel_depth_cm,5.7375
caples,9,postfire,1yr,mass_1hr,0.0108995114634146
caples,9,postfire,1yr,mass_10hr,0
caples,9,postfire,1yr,mass_100hr,0
caples,9,postfire,1yr,total_fine,0.0108995114634146
caples,9,postfire,1yr,total_cwd,0
caples,9,postfire,1yr,total_fuel,0.0108995114634146
caples,9,postfire,1yr,litter_depth_cm,0
caples,9,postfire,1yr,duff_depth_cm,0
caples,9,postfire,1yr,fuel_depth_cm,0
caples,9,postfire,NA,mass_1hr,0.0108995114634146
caples,9,postfire,NA,mass_10hr,0
caples,9,postfire,NA,mass_100hr,0
caples,9,postfire,NA,total_fine,0.0108995114634146
caples,9,postfire,NA,total_cwd,0
caples,9,postfire,NA,total_fuel,0.0108995114634146
caples,9,postfire,NA,litter_depth_cm,0
caples,9,postfire,NA,duff_depth_cm,0
caples,9,postfire,NA,fuel_depth_cm,0
caples,9,prefire,immediate,mass_1hr,0.0108995114634146
caples,9,prefire,immediate,mass_10hr,0.0695355146341463
caples,9,prefire,immediate,mass_100hr,0
caples,9,prefire,immediate,total_fine,0.080435026097561
caples,9,prefire,immediate,total_cwd,0
caples,9,prefire,immediate,total_fuel,0.080435026097561
caples,9,prefire,immediate,litter_depth_cm,0.0833333333333333
caples,9,prefire,immediate,duff_depth_cm,0.0833333333333333
caples,9,prefire,immediate,fuel_depth_cm,0.166666666666667
caples,9,prefire,NA,mass_1hr,0.349995423658537
caples,9,prefire,NA,mass_10hr,0.672176641463415
caples,9,prefire,NA,mass_100hr,0
caples,9,prefire,NA,total_fine,1.02217206512195
caples,9,prefire,NA,total_cwd,0
caples,9,prefire,NA,total_fuel,1.02217206512195
caples,9,prefire,NA,litter_depth_cm,1.04166666666667
caples,9,prefire,NA,duff_depth_cm,0.875
caples,9,prefire,NA,fuel_depth_cm,1.13888888888889
caples,92,prefire,NA,mass_1hr,0.214357058780488
caples,92,prefire,NA,mass_10hr,3.19863367317073
caples,92,prefire,NA,mass_100hr,3.87377780487805
caples,92,prefire,NA,total_fine,7.28676853682927
caples,92,prefire,NA,total_cwd,8.46966122787611
caples,92,prefire,NA,total_fuel,15.7564297647054
caples,92,prefire,NA,litter_depth_cm,6.5
caples,92,prefire,NA,duff_depth_cm,3.625
caples,92,prefire,NA,fuel_depth_cm,9.9
caples,93,prefire,NA,mass_1hr,0.108995114634146
caples,93,prefire,NA,mass_10hr,2.08606543902439
caples,93,prefire,NA,mass_100hr,1.10679365853659
caples,93,prefire,NA,total_fine,3.30185421219512
caples,93,prefire,NA,total_cwd,7.38893744469027
caples,93,prefire,NA,total_fuel,10.6907916568854
caples,93,prefire,NA,litter_depth_cm,5.375
caples,93,prefire,NA,duff_depth_cm,7.125
caples,93,prefire,NA,fuel_depth_cm,7.2875
caples,94,prefire,NA,mass_1hr,0.138060478536585
caples,94,prefire,NA,mass_10hr,1.66885235121951
caples,94,prefire,NA,mass_100hr,1.93688890243902
caples,94,prefire,NA,total_fine,3.74380173219512
caples,94,prefire,NA,total_cwd,9.08574169004964
caples,94,prefire,NA,total_fuel,12.8295434222448
caples,94,prefire,NA,litter_depth_cm,7
caples,94,prefire,NA,duff_depth_cm,9.625
caples,94,prefire,NA,fuel_depth_cm,13.0875
caples,95,prefire,NA,mass_1hr,0.130794137560976
caples,95,prefire,NA,mass_10hr,1.04303271951219
caples,95,prefire,NA,mass_100hr,1.93688890243902
caples,95,prefire,NA,total_fine,3.1107157595122
caples,95,prefire,NA,total_cwd,0.284875605709044
caples,95,prefire,NA,total_fuel,3.39559136522124
caples,95,prefire,NA,litter_depth_cm,1.5
caples,95,prefire,NA,duff_depth_cm,0.125
caples,95,prefire,NA,fuel_depth_cm,3.325
caples,98,prefire,NA,mass_1hr,0.108995114634146
caples,98,prefire,NA,mass_10hr,0.417213087804878
caples,98,prefire,NA,mass_100hr,0.553396829268293
caples,98,prefire,NA,total_fine,1.07960503170732
caples,98,prefire,NA,total_cwd,0
caples,98,prefire,NA,total_fuel,1.07960503170732
caples,98,prefire,NA,litter_depth_cm,2.75
caples,98,prefire,NA,duff_depth_cm,2.5
caples,98,prefire,NA,fuel_depth_cm,3.175
caples,99,postfire,1yr,mass_1hr,0.0653970687804878
caples,99,postfire,1yr,mass_10hr,0.347677573170732
caples,99,postfire,1yr,mass_100hr,0.276698414634146
caples,99,postfire,1yr,total_fine,0.689773056585366
caples,99,postfire,1yr,total_cwd,0
caples,99,postfire,1yr,total_fuel,0.689773056585366
caples,99,postfire,1yr,litter_depth_cm,1.08333333333333
caples,99,postfire,1yr,duff_depth_cm,0.499999999999999
caples,99,postfire,1yr,fuel_depth_cm,5.83333333333333
caples,99,postfire,NA,mass_1hr,0.0653970687804878
caples,99,postfire,NA,mass_10hr,0.347677573170732
caples,99,postfire,NA,mass_100hr,0.276698414634146
caples,99,postfire,NA,total_fine,0.689773056585366
caples,99,postfire,NA,total_cwd,0
caples,99,postfire,NA,total_fuel,0.689773056585366
caples,99,postfire,NA,litter_depth_cm,1.25
caples,99,postfire,NA,duff_depth_cm,0.25
caples,99,postfire,NA,fuel_depth_cm,5.83333333333333
caples,99,prefire,immediate,mass_1hr,0.108995114634146
caples,99,prefire,immediate,mass_10hr,0.695355146341463
caples,99,prefire,immediate,mass_100hr,2.49028573170732
caples,99,prefire,immediate,total_fine,3.29463599268293
caples,99,prefire,immediate,total_cwd,0
caples,99,prefire,immediate,total_fuel,3.29463599268293
caples,99,prefire,immediate,litter_depth_cm,0.416666666666667
caples,99,prefire,immediate,duff_depth_cm,0.333333333333334
caples,99,prefire,immediate,fuel_depth_cm,1.45833333333333
caples,99,prefire,NA,mass_1hr,0.140482592195122
caples,99,prefire,NA,mass_10hr,1.52978132195122
caples,99,prefire,NA,mass_100hr,1.19902646341463
caples,99,prefire,NA,total_fine,2.86929037756098
caples,99,prefire,NA,total_cwd,0
caples,99,prefire,NA,total_fuel,2.86929037756098
caples,99,prefire,NA,litter_depth_cm,3.04166666666667
caples,99,prefire,NA,duff_depth_cm,3.83333333333333
caples,99,prefire,NA,fuel_depth_cm,6.61111111111111
downieville,RedAnt28,prefire,NA,mass_1hr,0.0217990229268293
downieville,RedAnt28,prefire,NA,mass_10hr,0.347677573170732
downieville,RedAnt28,prefire,NA,mass_100hr,0.553396829268293
downieville,RedAnt28,prefire,NA,total_fine,0.922873425365854
downieville,RedAnt28,prefire,NA,total_cwd,0.467503151305849
downieville,RedAnt28,prefire,NA,total_fuel,1.3903765766717
downieville,RedAnt28,prefire,NA,litter_depth_cm,9.425
downieville,RedAnt28,prefire,NA,duff_depth_cm,2.1875
downieville,RedAnt28,prefire,NA,fuel_depth_cm,11.425
downieville,RedAnt30b,prefire,NA,mass_1hr,0.029065363902439
downieville,RedAnt30b,prefire,NA,mass_10hr,0.0695355146341463
downieville,RedAnt30b,prefire,NA,mass_100hr,0
downieville,RedAnt30b,prefire,NA,total_fine,0.0986008785365853
downieville,RedAnt30b,prefire,NA,total_cwd,0.932791455320527
downieville,RedAnt30b,prefire,NA,total_fuel,1.03139233385711
downieville,RedAnt30b,prefire,NA,litter_depth_cm,7.6125
downieville,RedAnt30b,prefire,NA,duff_depth_cm,2.425
downieville,RedAnt30b,prefire,NA,fuel_depth_cm,10.1625
downieville,RedAnt32,prefire,NA,mass_1hr,0.0145326819512195
downieville,RedAnt32,prefire,NA,mass_10hr,0.556284117073171
downieville,RedAnt32,prefire,NA,mass_100hr,0.276698414634146
downieville,RedAnt32,prefire,NA,total_fine,0.847515213658537
downieville,RedAnt32,prefire,NA,total_cwd,1.10498974746385
downieville,RedAnt32,prefire,NA,total_fuel,1.95250496112238
downieville,RedAnt32,prefire,NA,litter_depth_cm,10.35
downieville,RedAnt32,prefire,NA,duff_depth_cm,2.2
downieville,RedAnt32,prefire,NA,fuel_depth_cm,12.6
downieville,RedAnt35,prefire,NA,mass_1hr,0
