plot_id,inv_date,status,species,dbh_cm
springs30,8/1/2019,live,pije,7.8
springs30,8/1/2019,live,pije,12.7
springs30,8/1/2019,live,pije,27.9
springs30,8/1/2019,live,pije,9.7
springs30,8/1/2019,live,pije,7.7
springs30,8/1/2019,live,pije,37.1
springs30,8/1/2019,live,pije,8.3
springs30,8/1/2019,live,pico,35.9
springs30,8/1/2019,live,pije,9.8
springs30,8/1/2019,live,pije,15.5
springs30,8/1/2019,live,pije,22
springs30,8/1/2019,live,pije,8.6
springs30,8/1/2019,live,pije,12.4
springs30,8/1/2019,live,pije,17.9
springs30,8/1/2019,live,pije,12.1
springs30,8/1/2019,live,pije,19.6
springs30,8/1/2019,live,pije,33.8
springs30,8/1/2019,live,pije,50.3
springs37,8/1/2019,stump,pije,
springs37,8/1/2019,live,pico,36
springs37,8/1/2019,live,pije,13.5
springs37,8/1/2019,live,pije,9.5
springs37,8/1/2019,live,pije,87.5
springs37,8/1/2019,live,pije,51.4
springs37,8/1/2019,live,pije,48.4
springs37,8/1/2019,stump,pije,
springs37,8/1/2019,live,pije,18.1
springs37,8/1/2019,live,pije,51.5
springs37,8/1/2019,live,pije,18.5
springs37,8/1/2019,live,pije,40.7
springs37,8/1/2019,live,pije,69
springs37,8/1/2019,live,pije,31.8
springs37,8/1/2019,live,pico,59.2
springs37,8/1/2019,live,pije,48.2
springs37,8/1/2019,live,pije,48.2
springs37,8/1/2019,live,pico,40.7
springs37,8/1/2019,stump,pico,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,live,pije,45.3
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,dead,pico,55
springs38,8/1/2019,live,pije,46.8
springs38,8/1/2019,live,pije,47.9
springs38,8/1/2019,live,pije,63.6
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,live,pije,43.8
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,live,pije,63.9
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,live,pije,60.4
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,stump,pije,
springs38,8/1/2019,live,pije,65.3
springs38,8/1/2019,stump,pije,
springs39,8/1/2019,live,pije,56.5
springs39,8/1/2019,live,pije,50.5
springs39,8/1/2019,live,pije,59.5
springs39,8/1/2019,stump,pije,
springs39,8/1/2019,dead,pico,55.1
springs39,8/1/2019,stump,pico,
springs39,8/1/2019,stump,pije,
springs39,8/1/2019,stump,pije,
springs39,8/1/2019,live,pico,42.5
springs40,8/1/2019,live,pije,10.9
springs40,8/1/2019,stump,pije,
springs40,8/1/2019,stump,pije,
springs40,8/1/2019,live,pije,9.8
springs40,8/1/2019,live,pico,21.5
springs40,8/1/2019,live,pico,18.2
springs40,8/1/2019,live,pico,22
springs40,8/1/2019,live,pije,54.25
springs40,8/1/2019,live,pico,26.25
springs40,8/1/2019,stump,pije,
springs40,8/1/2019,live,pico,27.4
